"","HEY1","SHH","Patched","NOTCH","ZEB1","TrCP","MEK","ERK","RKIP","cfos","TWIST1","SNAI1","AXIN2","CD44","GLI","miR200","Wnt","Frizzled","DSH","SOSGRB2","RAS","RAF","PI3K","DELTA","PAK1","TGF","TGFR","CDC42","FOXC2","SNAI2","GSK3","ZEB2","cateninmemb","STAT","LIV1","SRC","cMet","TCFLEF","cateninnuc","Ecadherin","Destcompl","KLF4","Csn","NFB","AKT","IKK","ILK","SUFU","FUS","Csl","SMAD","Jagged","EGR1","NOTCHic","SMO"
"STAT",0.098,0.0353042464155862,0.0450387596899225,-0.0148131569605013,0.23652501344809,0.1,0.275711574952562,0.250980392156863,0.226098777348777,0.233333333333333,0.0216661149944508,0.228437902254213,-0.215112730406848,-0.166448828948829,-0.168057677616501,0.0551230104407953,-0.162175324675325,-0.130357142857143,-0.142857142857143,0.290106732348112,-0.0763299661740923,-0.088270264681555,-0.088270264681555,-0.088270264681555,-0.0727272727272727,-0.112169174583362,-0.10299043062201,-0.0977272727272727,0.0997341513292434,0.211607912680246,0.273030707610147,-0.0826250672404519,0.104318000253216,0.142857142857143,0.2,0.130357142857143,0.162175324675325,0.179382582892047,0.187368280150688,0.271415137196056,0.269935965143668,0.020736779560309,-0.1,-0.1,-0.0949959644874899,-0.123809523809524,-0.0950885668276973,-0.05,-0.05,0.0176470588235294,-0.100835693264479,0.0153963233495264,-0.233333333333333,0.0041335453100159,-0.0566666666666667
"Csl",0.00527225829016111,0.0516581185396209,0.0490719116430691,0.0249533658192402,0.238380085586427,0.0666666666666667,0.246873706004141,0.249047619047619,0.216768492647795,0.229047619047619,0.0915591126870677,0.214698441654963,-0.169865440832846,-0.131759668902526,-0.133135574103316,0.0565726270656566,-0.128296864425897,-0.112167832167832,-0.103076923076923,0.233195238650951,-0.0476744138434984,-0.0531891197258514,-0.0531891197258514,-0.0531891197258514,-0.107111111111111,-0.136711124529258,-0.126507042896605,-0.129691756272401,0.110332342058069,0.255205233608428,0.218177806476452,-0.0758331331571783,0.0781149382989463,0.103076923076923,0.08,0.112167832167832,0.126453546453546,0.141377989513213,0.147495771102693,0.168851615337944,0.218025886825115,-0.0700517598343685,-0.1,-0.1,-0.0829457364341085,-0.0883720930232558,-0.101298389859541,-0.0416666666666667,-0.0801282051282051,-0.0418433179723502,-0.0940761676373187,-0.029863054225637,-0.193333333333333,-0.0313170021828766,-0.0565987933634992
"SNAI1",0.102854087662051,0.0599238606718511,0.0659432781475792,0.0434118262689691,0.239198555758037,0.0916666666666667,0.25862084326082,0.247858511422255,0.222816400332986,0.255858511422255,0.120679320679321,0.10993104083635,-0.163018116128071,-0.136160814279626,-0.137812015783329,0.0550312467242378,-0.13177910901916,-0.126413255360624,-0.118518518518519,0.232171419972186,-0.0543495300780216,-0.055170548140419,-0.055170548140419,-0.055170548140419,-0.104201680672269,-0.113276164270814,-0.109243906206298,-0.102686529157117,0.092847299513045,0.250786652279723,0.216758272255797,-0.0756308443363735,0.088611896339217,0.118518518518519,0.1,0.123923923923924,0.12986451798333,0.141264262555488,0.145342734419195,0.148954741021765,0.206896394686578,-0.0706598962551161,-0.104166666666667,-0.0831140350877193,-0.08635477582846,-0.0849658869395712,-0.095605052056665,-0.0857142857142857,-0.0695852534562212,-0.0456410256410256,-0.0964660606667511,-0.041575441577449,-0.230434782608696,-0.0401465201465201,-0.0609432781475792
"NOTCHic",-0.00714604236343367,0.0490719116430691,0.0565987933634992,0.0313170021828766,0.232302737520129,0.1,0.249047619047619,0.229047619047619,0.205247755320606,0.193333333333333,0.0904304445155101,0.206398046398046,-0.161382150344414,-0.126453546453546,-0.128296864425897,0.0541761129044366,-0.112167832167832,-0.103076923076923,-0.08,0.211244019138756,-0.0531891197258514,-0.0556521739130435,-0.0556521739130435,-0.0556521739130435,-0.111111111111111,-0.126507042896605,-0.129691756272401,-0.107111111111111,0.101711652402897,0.249612392445117,0.205070295430797,-0.0736231884057971,0.0816317578708117,0.08,0.1,0.103076923076923,0.112167832167832,0.131759668902526,0.141377989513213,0.16768882464027,0.205533504131635,-0.07148033126294,-0.0666666666666667,-0.1,-0.0883720930232558,-0.1,-0.0861904761904762,-0.0666666666666667,-0.0416666666666667,0.0742857142857143,-0.101298389859541,-0.0277797208923037,-0.26,-0.0418433179723502,-0.0801282051282051
"PAK1",0.107020754328718,0.0659432781475792,0.0609432781475792,0.0401465201465201,0.234647510247582,0.0666666666666667,0.247858511422255,0.255858511422255,0.213611379412484,0.230434782608696,0.120987012987013,0.207795809519625,-0.156491309601264,-0.12986451798333,-0.13177910901916,0.0532060786166489,-0.126413255360624,-0.118518518518519,-0.1,0.225756325632563,-0.055170548140419,-0.0574432754131463,-0.0574432754131463,-0.0574432754131463,-0.0904761904761905,-0.109243906206298,-0.102686529157117,-0.104201680672269,0.0891624202246079,0.247333752514386,0.207715367965368,-0.0730478185061152,0.0907880621423258,0.1,0.1,0.118518518518519,0.123923923923924,0.136160814279626,0.141264262555488,0.147862129159122,0.199330605212894,-0.0691022638563622,-0.0916666666666667,-0.104166666666667,-0.0849658869395712,-0.0831140350877193,-0.102056664959891,-0.0523809523809524,-0.0857142857142857,-0.0564102564102564,-0.095605052056665,-0.0479283827539196,-0.2,-0.0456410256410256,-0.0695852534562212
"LIV1",0.107020754328718,0.0659432781475792,0.0609432781475792,0.0401465201465201,0.234647510247582,0.0666666666666667,0.247858511422255,0.255858511422255,0.213611379412484,0.230434782608696,0.120987012987013,0.207795809519625,-0.156491309601264,-0.12986451798333,-0.13177910901916,0.0532060786166489,-0.126413255360624,-0.118518518518519,-0.1,0.225756325632563,-0.055170548140419,-0.0574432754131463,-0.0574432754131463,-0.0574432754131463,-0.0904761904761905,-0.109243906206298,-0.102686529157117,-0.104201680672269,0.0891624202246079,0.247333752514386,0.207715367965368,-0.0730478185061152,0.0907880621423258,0.1,0.1,0.118518518518519,0.123923923923924,0.136160814279626,0.141264262555488,0.147862129159122,0.199330605212894,-0.0691022638563622,-0.0916666666666667,-0.104166666666667,-0.0849658869395712,-0.0831140350877193,-0.102056664959891,-0.0523809523809524,-0.0857142857142857,-0.0564102564102564,-0.095605052056665,-0.0479283827539196,-0.2,-0.0456410256410256,-0.0695852534562212
"EGR1",0.107020754328718,0.0659432781475792,0.0609432781475792,0.0401465201465201,0.234647510247582,0.0666666666666667,0.247858511422255,0.255858511422255,0.213611379412484,0.230434782608696,0.120987012987013,0.207795809519625,-0.156491309601264,-0.12986451798333,-0.13177910901916,0.0532060786166489,-0.126413255360624,-0.118518518518519,-0.1,0.225756325632563,-0.055170548140419,-0.0574432754131463,-0.0574432754131463,-0.0574432754131463,-0.0904761904761905,-0.109243906206298,-0.102686529157117,-0.104201680672269,0.0891624202246079,0.247333752514386,0.207715367965368,-0.0730478185061152,0.0907880621423258,0.1,0.1,0.118518518518519,0.123923923923924,0.136160814279626,0.141264262555488,0.147862129159122,0.199330605212894,-0.0691022638563622,-0.0916666666666667,-0.104166666666667,-0.0849658869395712,-0.0831140350877193,-0.102056664959891,-0.0523809523809524,-0.0857142857142857,-0.0564102564102564,-0.095605052056665,-0.0479283827539196,-0.2,-0.0456410256410256,-0.0695852534562212
"GLI",0.125011575860472,0.173318823955833,0.16796902971715,0.0747432739674119,0.252818399044206,0.05,0.157835019492478,0.169437229437229,0.204658129027543,0.144761904761905,0.145529079484937,0.208574548306875,-0.144945652173913,-0.116279606066361,-0.139189309217167,0.0517724174690119,-0.0379127134724858,-0.0296774193548387,-0.02,0.0220089644868406,0.0389823993361517,0.0364081419104091,0.0364081419104091,0.0364081419104091,0.0116666666666667,-0.00156113896436909,0.0047918022121015,-0.00212643678160919,0.0835413441692466,0.249875129844879,0.062115114940157,-0.072220856801502,0.0973527750889975,0.1,0.1,0.109677419354839,0.114555468135327,0.121149735936491,0.123959060503138,0.145204746408523,0.151861509603783,-0.0698961818961819,-0.0833333333333333,-0.109649122807018,-0.092844275868242,-0.091281775868242,-0.117055074782262,-0.152380952380952,-0.189880952380952,-0.0879575596816976,-0.109487507214694,-0.0674836735705806,-0.111428571428571,-0.0804575596816976,-0.174091478696742
"CDC42",0.0967266366816592,0.0609432781475792,0.0695852534562212,0.0456410256410256,0.22982435912218,0.1,0.255858511422255,0.230434782608696,0.204219114219114,0.2,0.120987012987013,0.200874568469505,-0.149573070607553,-0.123923923923924,-0.126413255360624,0.0511756217638571,-0.118518518518519,-0.1,-0.1,0.206944444444444,-0.0574432754131463,-0.064760348583878,-0.064760348583878,-0.064760348583878,0.0142857142857143,-0.102686529157117,-0.104201680672269,-0.0904761904761905,0.0829555236728838,0.243355452333555,0.197169913419913,-0.0714401014643146,0.092985864340128,0.1,0.1,0.1,0.118518518518519,0.12986451798333,0.136160814279626,0.147100883484382,0.190157672882067,-0.0723809523809524,-0.0666666666666667,-0.0916666666666667,-0.0831140350877193,-0.104166666666667,-0.0891534391534392,-0.0666666666666667,-0.0523809523809524,-0.0333333333333333,-0.102056664959891,-0.0467013888888889,-0.26,-0.0564102564102564,-0.0857142857142857
"cMet",-0.102063983488132,-0.0959659090909091,-0.0990909090909091,-0.116397376419773,0.128860028860029,-0.1,0.358181818181818,0.36,0.263703703703704,0.34,0.0731143762604437,0.108296164139161,-0.154761904761905,-0.126356589147287,-0.124242424242424,0.0841135540184453,-0.133333333333333,-0.1,-0.1,0.333333333333333,0.0141239892183288,-0.00285714285714286,-0.00285714285714286,-0.00285714285714286,-0.0466666666666667,-0.0858215130023641,-0.0730555555555556,-0.0841666666666667,0.0763607594936709,-0.179445501781268,0.243260368663594,-0.0711399711399711,0.0547036356289025,0.2,0.1,0.2,0.133333333333333,0.143279666070364,0.147234468330251,0.105827117040887,0.245771478124419,0.0238095238095238,0.1,0.0666666666666667,0.0929166666666667,0.0866666666666667,0.0801587301587302,0.1,0.05,0.0857142857142857,0.0910678210678211,0.113419479071653,-0.3,0.101503759398496,0.09
"SMO",0.0864468864468864,0.0205555555555556,0.015,-0.213939393939394,0.272033898305085,0,0.116876456876457,0.113846153846154,0.227777777777778,0.06,-0.0464596949891068,0.270199692780338,-0.463905060456785,-0.324444444444444,-0.227777777777778,0.103496081977095,-0.2,-0.15,-0.1,0.118421052631579,0.0325469588550984,0.0139423076923077,0.0139423076923077,0.0139423076923077,-0.0333333333333333,-0.148693693693694,-0.121666666666667,-0.113333333333333,0.195689655172414,0.400113847837986,0.457939471531705,-0.0683615819209039,-0.17270470125622,0.2,0.1,0.25,0.296666666666667,0.356483279395901,0.381295309471089,0.0791830966853358,0.547115055487149,-0.0472222222222222,-0.1,-0.15,-0.123714285714286,-0.135714285714286,-0.1,0.1,0,0.166666666666667,-0.0888888888888889,0.156190476190476,0,0.193939393939394,-0.04
"Jagged",0.0166666666666667,0.0801282051282051,0.0416666666666667,-0.0742857142857143,0.224154589371981,0,0.193333333333333,0.26,0.174358974358974,0.2,0.088,0.2,-0.134285714285714,-0.103076923076923,-0.103076923076923,0.0472727272727273,-0.08,-0.1,0,0.2,-0.06,-0.06,-0.06,-0.06,0,-0.107111111111111,-0.111111111111111,-0.1,0.0857142857142857,0.235319255907491,0.164367816091954,-0.0536231884057971,0.0904993597951344,0,0,0.1,0.08,0.112167832167832,0.126453546453546,0.161859649122807,0.171907335907336,-0.0666666666666667,0,-0.1,-0.1,-0.0666666666666667,-0.116666666666667,0,-0.1,0,-0.0928571428571429,-0.0538528138528139,-0.1,0.06,-0.0666666666666667
"TCFLEF",-0.0637511973863672,-0.187537530745526,-0.184470046082949,-0.236217549980855,-0.0869448431685274,0.0285714285714286,0.0539323046291687,0.0484901277584204,-0.00928318868531019,0.0322996515679443,-0.17962225257922,0.0989595295453036,-0.562851282051282,-0.223278906627963,-0.215176826583476,0.0172556894243641,-0.197164404223228,-0.17921568627451,-0.13921568627451,0.23401996007984,-0.0032692745518023,-0.00471474104326091,-0.00471474104326091,-0.00471474104326091,-0.215384615384615,-0.251678337883755,-0.237771053115543,-0.224686940966011,0.242099036350781,-0.16653304636715,0.414133920844611,-0.044669546340599,-0.205915885341364,0.145833333333333,0.133333333333333,0.185833333333333,0.203782051282051,0.137597348781457,0.149538929537471,-0.168545402594505,0.485531753673289,0.0638448561242679,-0.0376623376623377,-0.0256623376623377,-0.0204028706216645,-0.00953330540427315,0.0289590643274854,0.166666666666667,0.173333333333333,0.220133907221425,0.0306799056276766,0.213057442316951,0.00428571428571428,0.231898613103778,0.182857142857143
"NFB",-0.0198990122364735,-0.0428312483651079,-0.0368071519795658,0.10897267606945,0.213945150231902,-0.3,0.174517273576097,0.168634920634921,0.174576152445005,0.170857142857143,0.0778244631185808,0.150613243171018,0.0555369807497467,0.0327321454440099,0.033366945164698,0.0611293098512329,0.0457264957264957,0.038034188034188,0.0611111111111111,0.248960636886333,0.106978476396932,0.112451113212852,0.112451113212852,0.112451113212852,-0.0944444444444444,-0.0901613604398414,-0.0882626262626263,-0.0762626262626263,0.102997188734241,-0.253730188886632,0.279632622279681,-0.0441656439950451,-0.102429757812855,-0.0611111111111111,-0.05,-0.038034188034188,-0.0457264957264957,-0.0318882635874698,-0.0274176753521757,-0.102527314928867,0.188111998055474,-0.0366300366300366,0.257142857142857,0.157142857142857,0.14969540969541,0.165250965250965,0.0280459295929593,0,0.04,-0.112987012987013,0.0276741823810634,-0.00194636792908691,-0.142857142857143,-0.101875901875902,0.0437037037037037
"Ecadherin",-0.0174478186637681,-0.125538692744052,-0.12002688172043,-0.148286216563976,0.0704296704962853,0,-0.00177334288917067,-0.0162831468107393,0.0899999768378581,-0.0255614973262032,-0.0553081145555677,0.104537180957116,-0.256855075287512,-0.15818760513461,-0.15740468890042,0.0375736181881433,-0.146071355567087,-0.121933424532604,-0.119607843137255,0.198867774066384,-0.00856787751628369,-0.0149924585218703,-0.0149924585218703,-0.0149924585218703,-0.101636363636364,-0.147227330866108,-0.134026607538803,-0.129636363636364,0.147328918386811,0.208716363262991,0.294942433372755,-0.0426090560943759,0.0221371266493218,0.119607843137255,0.0666666666666667,0.121933424532604,0.147150815836952,0.172508900277823,0.182126080483239,0.145504316172,0.31886221427478,-0.0187060478199719,-0.06,-0.0171428571428571,-0.0224819624819625,-0.0393650793650794,0.00185507246376811,0.1,0.1,0.139617224880383,0.0025814647155841,0.133156149198128,0.0490909090909091,0.142710008385537,0.1125
"KLF4",-0.0261726508785332,-0.12002688172043,-0.1125,-0.142710008385537,0.0618988648090815,0.1,-0.0162831468107393,-0.0255614973262032,0.0768913626056483,-0.0490909090909091,-0.0547494553376906,0.0959928771596481,-0.24180352889576,-0.147150815836952,-0.146071355567087,0.0336630036630037,-0.121933424532604,-0.119607843137255,-0.0666666666666667,0.179130931961121,-0.0149924585218703,-0.012051282051282,-0.012051282051282,-0.012051282051282,-0.113636363636364,-0.134026607538803,-0.129636363636364,-0.101636363636364,0.137031435549282,0.199143816604352,0.275295634255758,-0.038343653250774,0.0279063574185525,0.0666666666666667,0.1,0.119607843137255,0.121933424532604,0.15818760513461,0.172508900277823,0.242875299618933,0.300782065160148,-0.0111111111111111,0,-0.06,-0.0393650793650794,-0.0171428571428571,0.012,0,0.1,0.129090909090909,0.00185507246376811,0.128808323111172,0.04,0.139617224880383,0.1
"FOXC2",-0.0261726508785332,-0.12002688172043,-0.1125,-0.142710008385537,0.0618988648090815,0.1,-0.0162831468107393,-0.0255614973262032,0.0768913626056483,-0.0490909090909091,-0.0547494553376906,0.0959928771596481,-0.24180352889576,-0.147150815836952,-0.146071355567087,0.0336630036630037,-0.121933424532604,-0.119607843137255,-0.0666666666666667,0.179130931961121,-0.0149924585218703,-0.012051282051282,-0.012051282051282,-0.012051282051282,-0.113636363636364,-0.134026607538803,-0.129636363636364,-0.101636363636364,0.137031435549282,0.199143816604352,0.275295634255758,-0.038343653250774,0.0279063574185525,0.0666666666666667,0.1,0.119607843137255,0.121933424532604,0.15818760513461,0.172508900277823,0.242875299618933,0.300782065160148,-0.0111111111111111,0,-0.06,-0.0393650793650794,-0.0171428571428571,0.012,0,0.1,0.129090909090909,0.00185507246376811,0.128808323111172,0.04,0.139617224880383,0.1
"SNAI2",-0.0408529234478602,-0.201791928038821,-0.191932773109244,-0.192897015265436,0.0575133207468009,0.1,-0.0309750927397986,-0.0431372549019608,0.0663974358974359,-0.0607843137254902,-0.167042308003046,0.0862955321303973,-0.285308441044913,-0.24180352889576,-0.241153767524936,0.0331392707776127,-0.220298152551674,-0.204805194805195,-0.169090909090909,0.213319810682894,-0.06002686416669,-0.0623099691895211,-0.0623099691895211,-0.0623099691895211,-0.141176470588235,-0.182626807690746,-0.172067801479566,-0.150700280112045,0.169028031885988,0.47579034979715,0.317635196035761,-0.0358936438011328,0.119119082561374,0.169090909090909,0.16,0.204805194805195,0.220298152551674,0.256855075287512,0.271451348579438,0.424262217024637,0.345239521032645,-0.0101923076923077,-0.0666666666666667,-0.0916666666666667,-0.0735528320177261,-0.0675287356321839,0.0232729711602951,0.1,0.16,0.174122807017544,0.0180098132655583,0.229812196421609,0.0666666666666667,0.18640350877193,0.177647058823529
"IKK",-0.00918472652218782,-0.0368071519795658,-0.0437037037037037,0.101875901875902,0.211263157894737,-0.2,0.168634920634921,0.170857142857143,0.160473588342441,0.142857142857143,0.0794117647058824,0.150339270568278,0.064047619047619,0.0457264957264957,0.0457264957264957,0.0602229654403568,0.038034188034188,0.0611111111111111,0.05,0.243697478991597,0.112451113212852,0.0983666061705989,0.0983666061705989,0.0983666061705989,-0.05,-0.0882626262626263,-0.0762626262626263,-0.0944444444444444,0.0986147186147186,-0.255152953114275,0.268260073260073,-0.0353533834586466,-0.100423422015601,-0.05,-0.1,-0.0611111111111111,-0.038034188034188,-0.0327321454440099,-0.0318882635874698,-0.103329883147166,0.182464157523913,-0.0443223443223443,0.3,0.257142857142857,0.165250965250965,0.157142857142857,0.0131944444444444,0.1,0,-0.127272727272727,0.0280459295929593,-0.0156154326772883,-0.1,-0.112987012987013,0.04
