"","GSK3","TGF","Destcompl","SNAI2","ZEB1","SOSGRB2","Wnt","Frizzled","cMet","SNAI1","DSH","DELTA","ILK","FUS","TrCP","EGR1","IKK","Csn","AKT","miR200","Jagged","TWIST1","Ecadherin","Csl","NOTCHic","NOTCH","cfos","Patched","SHH","ERK","MEK","SUFU","SMO","LIV1","NFB","RKIP","cateninmemb","SMAD","STAT","RAF","PI3K","RAS","HEY1","SRC","cateninnuc","TCFLEF","CD44","GLI","ZEB2","AXIN2","FOXC2","PAK1","CDC42","TGFR","KLF4"
"PI3K",0.343422318422318,0.356338115734099,0.448133412820432,0.24959453630321,0.0415937160199296,0.232692307692308,0.19951690821256,0.177777777777778,0.19951690821256,0.27378421900161,0.1,0.307982683982684,0.0853381352541016,0,0,0.133333333333333,-0.0156862745098039,-0.0333333333333333,-0.0336349924585219,0.158378311247164,0.0443859649122807,-0.0716865220785392,0.0814194246110194,-0.125,-0.117307692307692,-0.123759305210918,-0.133333333333333,-0.0102564102564103,-0.00747863247863248,-0.13921568627451,-0.153969784635166,0,-0.0333333333333333,-0.1,0.0333333333333333,-0.22428894634777,-0.0801951679043599,-0.0877381352541017,-0.1,-0.307982683982684,-0.307982683982684,-0.324421040147068,-0.0903306090875458,-0.177777777777778,-0.214134219377137,-0.213928033810127,-0.213363062058714,-0.213363062058714,-0.0415937160199296,-0.259142857142857,-0.328968641114983,-0.325,-0.342647058823529,-0.350647058823529,-0.0427631578947368
"ILK",0.343422318422318,0.356338115734099,0.448133412820432,0.24959453630321,0.0415937160199296,0.232692307692308,0.19951690821256,0.177777777777778,0.19951690821256,0.27378421900161,0.1,0.307982683982684,0.0853381352541016,0,0,0.133333333333333,-0.0156862745098039,-0.0333333333333333,-0.0336349924585219,0.158378311247164,0.0443859649122807,-0.0716865220785392,0.0814194246110194,-0.125,-0.117307692307692,-0.123759305210918,-0.133333333333333,-0.0102564102564103,-0.00747863247863248,-0.13921568627451,-0.153969784635166,0,-0.0333333333333333,-0.1,0.0333333333333333,-0.22428894634777,-0.0801951679043599,-0.0877381352541017,-0.1,-0.307982683982684,-0.307982683982684,-0.324421040147068,-0.0903306090875458,-0.177777777777778,-0.214134219377137,-0.213928033810127,-0.213363062058714,-0.213363062058714,-0.0415937160199296,-0.259142857142857,-0.328968641114983,-0.325,-0.342647058823529,-0.350647058823529,-0.0427631578947368
"TGF",0.226794644798559,0.0406349206349206,0.0523484054329558,0.111598596703876,0.0398927490003005,0.305263157894737,-0.0571428571428571,-0.0571428571428571,-0.0666666666666667,0.0319389701207883,-0.1,-0.0994047619047619,0.0775757575757576,0.0866666666666667,0.2,-0.233333333333333,0.180952380952381,0.166666666666667,0.170426065162907,0.0778169627307558,-0.0912309769268532,-0.0446296296296296,0.0275691634195578,-0.00666666666666667,0.0133333333333333,0.0133333333333333,0.219047619047619,-0.0860919540229885,-0.0860919540229885,0.224310776942356,0.213199665831245,-0.0666666666666667,-0.103333333333333,0,-0.166666666666667,-0.131601731601732,0.0676905279102478,-0.0808015640273705,0.1,0.0994047619047619,0.0994047619047619,0.0922619047619048,-0.0796905222437137,0.0666666666666667,0.0579616923956547,0.0608325057927839,0.0647798742138365,0.055256064690027,-0.0398927490003005,0.0987654320987654,-0.0478571428571429,-0.12,-0.131111111111111,-0.140634920634921,-0.0435291126366641
"HEY1",0.247498625033643,0.0292209903917221,0.259424827173389,0.230850222758253,0.0265273477812178,0.131446540880503,0.22047423620611,0.227450980392157,0.22047423620611,0.0637309934261721,0.233333333333333,0.26025641025641,0.0106666666666667,-0.233333333333333,-0.1,0.12,-0.264761904761905,-0.2,-0.261058201058201,0.0294301994301994,0.219058652491936,0.190130718954248,0.170316156254134,0.0527272727272727,0.0474641148325359,0.0443713313273813,-0.147272727272727,0.227083333333333,0.221706989247312,-0.153155080213904,-0.154186008048955,0.2,0.233333333333333,-0.233333333333333,0.26,-0.0459389816532674,-0.138592223043443,-0.0150144927536232,-0.233333333333333,-0.26025641025641,-0.26025641025641,-0.257315233785822,0.00294881588999236,-0.227450980392157,-0.218651889404609,-0.217531092393401,-0.217865540553936,-0.217025960344041,-0.0265273477812178,-0.290856596076951,0.103495328359212,-0.00909090909090909,-0.0210909090909091,-0.0277575757575758,-0.0481481481481481
"FUS",0.288792352996659,0.000894192064404833,0.290267137943254,0.216648045131918,0.0223649093618939,0.130904183535762,0.270833333333333,0.2875,0.176666666666667,-0.0346172796568414,0.3,0.272350178890877,-0.0119047619047619,-0.226666666666667,-0.1,-0.08,-0.162857142857143,-0.1,-0.166703296703297,-0.077555666959101,0.123660674443807,0.105866668947975,0.141022775921335,-0.00909090909090909,-0.0140909090909091,-0.0231818181818182,0.0415384615384615,0.233611111111111,0.224520202020202,0.0385081585081585,0.0350598826460895,0.0666666666666667,0.239166666666667,-0.2,0.142857142857143,0.035475372279496,-0.0470313095666479,0.00738863287250384,-0.2,-0.272350178890877,-0.272350178890877,-0.267546685441095,0.0139671922280618,-0.193333333333333,-0.176951577180605,-0.174505925006691,-0.173754045307443,-0.26698717948718,-0.0223649093618939,-0.340703674136957,0.175208711433757,0.0133333333333333,0.005,0.00229729729729729,-0.0331967213114754
"SOSGRB2",0.39326212824109,0.0655139895565428,0.345517122698331,0.378118567949847,0.0190100250626566,0.2125,0.0226190476190476,0.0142857142857143,0.0273291925465838,0.0816204690831557,0,0.0785310734463277,-0.193548387096774,-0.2,0,-0.185714285714286,-0.116374269005848,-0.1,-0.124707602339181,0.0251734402986957,0.212306089078293,-0.057768115942029,0.117768975204066,0.190909090909091,0.190909090909091,0.189500640204866,0.152380952380952,0.202702702702703,0.200377121307354,0.14967824967825,0.140587340587341,0.2,0.2,0,0.111111111111111,-0.195833333333333,0.0908495378495379,0.190051883600271,0,-0.0785310734463277,-0.0785310734463277,-0.0875054324206867,0.202840909090909,-0.0142857142857143,-0.0454822816455887,-0.042996621989757,-0.0345755693581781,-0.0298654244306418,-0.0190100250626566,-0.03252200220022,-0.0649084249084249,-0.0428571428571429,-0.0528571428571429,-0.0605494505494506,-0.0204385964912281
"NFB",0.23040293040293,-0.0838776115586242,0.171503536551084,-0.299857223135755,0.010938265203238,-0.13171163202123,-0.051965811965812,-0.0658119658119658,-0.051965811965812,0.0318304925232668,-0.0888888888888889,0.168513926876443,-0.0859185918591859,-0.08,-0.3,0.0642857142857143,-0.211583011583012,-0.314285714285714,-0.222694122694123,0.0115105740181269,0.0286330485751979,0.0208636788048553,0.0360861412516681,-0.104329004329004,-0.0995670995670996,-0.100212260857422,-0.0762857142857143,0.0866411238825032,0.0902555817138285,-0.0785079365079365,-0.0830830999066293,0.08,0.0762962962962963,0.1,0.214285714285714,0.0003572929802438,0.0694040000947731,0.0840598557997064,0.0888888888888889,-0.168513926876443,-0.168513926876443,-0.175479101005796,0.0806390977443609,0.0658119658119658,0.0402260439281528,0.04124565177129,0.0446211791974504,0.0452242389321041,-0.010938265203238,0.0807852077001013,0.0585865484670266,0.0888888888888889,0.0843434343434343,0.0851434343434343,-0.00659340659340659
"Csl",0.0341760887530528,0.219516270202348,0.0705305433843936,0.195115843179163,0.0100904796220674,0.154593690434512,0.0807308820212046,0.0861072261072261,0.0806127206127206,0.14283819240341,0.0830769230769231,0.0226064889633106,0.0626241863651936,0.0352564102564102,0.0333333333333333,-0.02,0.0392764857881137,0.0666666666666667,0.0338501291989664,0.112350067603383,0.00168573546884805,-0.070802933887549,-0.0402784565529631,-0.00248847926267281,-0.00775163715740966,-0.0132061826119551,0.0128571428571429,-0.022416435556853,-0.0250026424534047,0.01,0.00673913043478261,-0.0583333333333333,-0.0234917043740573,-0.06,-0.0555555555555556,-0.11767008313249,-0.0616686947790055,-0.0631797419207491,-0.0830769230769231,-0.0226064889633106,-0.0226064889633106,-0.0200329595515458,0.0367962926530702,-0.0861072261072261,-0.0753706162290348,-0.0757708449311503,-0.0777555777555777,-0.0783115271824949,-0.0100904796220674,-0.0861682318721413,-0.204373869681354,-0.215111111111111,-0.215111111111111,-0.217021939136589,-0.0110489993098689
"NOTCHic",0.0355015673981191,0.217021939136589,0.07156649707117,0.196234411411825,0.00898550724637681,0.155406698564593,0.0861072261072261,0.0830769230769231,0.0861072261072261,0.141652421652422,0.06,0.0240843214756258,0.0619047619047619,0.0583333333333333,0,-0.02,0.0555555555555556,0.0333333333333333,0.0392764857881137,0.110825013137152,0.00376906880218138,-0.0669654621042533,-0.0387668286459864,0.0942857142857143,-0.00248847926267281,-0.00775163715740966,0.02,-0.0234917043740573,-0.022416435556853,0.0128571428571429,0.01,-0.0333333333333333,-0.0352564102564102,0,-0.0666666666666667,-0.115365935667053,-0.0622803155741125,-0.0626241863651936,-0.06,-0.0240843214756258,-0.0240843214756258,-0.0226064889633106,0.0361426978818283,-0.0830769230769231,-0.0757708449311503,-0.0777555777555777,-0.0806127206127206,-0.0807308820212046,-0.00898550724637681,-0.0874535789158431,-0.199776168531929,-0.211111111111111,-0.215111111111111,-0.215111111111111,-0.00676328502415459
"SNAI1",-0.05795328104239,0.220137469318769,-0.0648162071846282,0.141155349336373,0.00709093673200571,0.133988936629512,-0.0330228688251795,-0.0315594541910331,-0.0336818997215037,0.0339366374386045,-0.0262962962962963,-0.0747340695332087,0.0619047619047619,0.0498463901689708,0.0833333333333333,-0.0356521739130435,0.0672514619883041,0.0833333333333333,0.0679459064327485,0.109652738097979,-0.0402506866754882,-0.114392404696752,0.0212217351309952,-0.0271794871794872,-0.0326739926739927,-0.0330821559392988,0.0373470891672808,-0.0506118222677362,-0.0511943465395809,0.0346804225006141,0.0342319920073406,-0.0595238095238095,-0.0486118222677362,0.03,-0.0728070175438596,-0.115336931113301,0.0345216297418732,-0.0617817606747496,0.0262962962962963,0.0747340695332087,0.0747340695332087,0.075883494820565,-0.0637012901112469,0.0317017017017017,0.0361024233551724,0.0359475446768038,0.0355337515733555,0.0343025763206091,-0.00709093673200571,0.0533657537431122,-0.224789903782956,-0.217086834733894,-0.217086834733894,-0.218726178996189,-0.00718552727255041
"TrCP",-0.0568311688311688,0.218726178996189,-0.0643776106934002,0.141255919232451,0.00696793550199341,0.13512101210121,-0.0315594541910331,-0.0262962962962963,-0.0317017017017017,0.134114573381665,-0.03,-0.0724613422604814,0.0619047619047619,0.0595238095238095,0.0333333333333333,-0.04,0.0728070175438596,0.0833333333333333,0.0672514619883041,0.109172430701245,-0.0390742160872529,-0.112853943158291,0.0224184052662709,-0.0256410256410256,-0.0271794871794872,-0.0326739926739927,0.0356521739130435,-0.0486118222677362,-0.0506118222677362,0.0373470891672808,0.0346804225006141,-0.0761904761904762,-0.0498463901689708,0.05,-0.0833333333333333,-0.114081700987778,0.0346943413135485,-0.0619047619047619,0.03,0.0724613422604814,0.0724613422604814,0.0747340695332087,-0.064296528206485,0.0262962962962963,0.0359475446768038,0.0355337515733555,0.0336818997215037,0.0330228688251795,-0.00696793550199341,0.0517340521114106,-0.222629802131113,-0.219047619047619,-0.217086834733894,-0.217086834733894,-0.00562789487379651
"PAK1",-0.0568311688311688,0.218726178996189,-0.0643776106934002,0.141255919232451,0.00696793550199341,0.13512101210121,-0.0315594541910331,-0.0262962962962963,-0.0317017017017017,0.134114573381665,-0.03,-0.0724613422604814,0.0619047619047619,0.0595238095238095,0.0333333333333333,-0.04,0.0728070175438596,0.0833333333333333,0.0672514619883041,0.109172430701245,-0.0390742160872529,-0.112853943158291,0.0224184052662709,-0.0256410256410256,-0.0271794871794872,-0.0326739926739927,0.0356521739130435,-0.0486118222677362,-0.0506118222677362,0.0373470891672808,0.0346804225006141,-0.0761904761904762,-0.0498463901689708,0.05,-0.0833333333333333,-0.114081700987778,0.0346943413135485,-0.0619047619047619,0.03,0.0724613422604814,0.0724613422604814,0.0747340695332087,-0.064296528206485,0.0262962962962963,0.0359475446768038,0.0355337515733555,0.0336818997215037,0.0330228688251795,-0.00696793550199341,0.0517340521114106,-0.222629802131113,-0.219047619047619,-0.217086834733894,-0.217086834733894,-0.00562789487379651
"LIV1",-0.0568311688311688,0.218726178996189,-0.0643776106934002,0.141255919232451,0.00696793550199341,0.13512101210121,-0.0315594541910331,-0.0262962962962963,-0.0317017017017017,0.134114573381665,-0.03,-0.0724613422604814,0.0619047619047619,0.0595238095238095,0.0333333333333333,-0.04,0.0728070175438596,0.0833333333333333,0.0672514619883041,0.109172430701245,-0.0390742160872529,-0.112853943158291,0.0224184052662709,-0.0256410256410256,-0.0271794871794872,-0.0326739926739927,0.0356521739130435,-0.0486118222677362,-0.0506118222677362,0.0373470891672808,0.0346804225006141,-0.0761904761904762,-0.0498463901689708,0.05,-0.0833333333333333,-0.114081700987778,0.0346943413135485,-0.0619047619047619,0.03,0.0724613422604814,0.0724613422604814,0.0747340695332087,-0.064296528206485,0.0262962962962963,0.0359475446768038,0.0355337515733555,0.0336818997215037,0.0330228688251795,-0.00696793550199341,0.0517340521114106,-0.222629802131113,-0.219047619047619,-0.217086834733894,-0.217086834733894,-0.00562789487379651
"EGR1",-0.0568311688311688,0.218726178996189,-0.0643776106934002,0.141255919232451,0.00696793550199341,0.13512101210121,-0.0315594541910331,-0.0262962962962963,-0.0317017017017017,0.134114573381665,-0.03,-0.0724613422604814,0.0619047619047619,0.0595238095238095,0.0333333333333333,-0.04,0.0728070175438596,0.0833333333333333,0.0672514619883041,0.109172430701245,-0.0390742160872529,-0.112853943158291,0.0224184052662709,-0.0256410256410256,-0.0271794871794872,-0.0326739926739927,0.0356521739130435,-0.0486118222677362,-0.0506118222677362,0.0373470891672808,0.0346804225006141,-0.0761904761904762,-0.0498463901689708,0.05,-0.0833333333333333,-0.114081700987778,0.0346943413135485,-0.0619047619047619,0.03,0.0724613422604814,0.0724613422604814,0.0747340695332087,-0.064296528206485,0.0262962962962963,0.0359475446768038,0.0355337515733555,0.0336818997215037,0.0330228688251795,-0.00696793550199341,0.0517340521114106,-0.222629802131113,-0.219047619047619,-0.217086834733894,-0.217086834733894,-0.00562789487379651
"NOTCH",0.0355015673981191,0.215111111111111,0.0718998304045033,0.198038018626254,0.00676328502415459,0.146315789473684,0.0830769230769231,0.06,0.0830769230769231,0.137948717948718,0,0.0139393939393939,0.0619047619047619,0.0333333333333333,0,0,0.0666666666666667,0,0.0555555555555556,0.109090909090909,0.00708032708032708,-0.0613050847457627,-0.0380011318619129,0.08,0.0942857142857143,-0.00248847926267281,0.02,-0.0352564102564102,-0.0234917043740573,0.02,0.0128571428571429,0,-0.0583333333333333,0,-0.0333333333333333,-0.111140583554377,-0.0645115528966277,-0.0619047619047619,0,-0.0139393939393939,-0.0139393939393939,-0.0240843214756258,0.0376811594202899,-0.06,-0.0777555777555777,-0.0806127206127206,-0.0861072261072261,-0.0861072261072261,-0.00676328502415459,-0.0860646900269542,-0.198163265306122,-0.2,-0.211111111111111,-0.215111111111111,-0.00676328502415459
"Jagged",0.0241379310344828,0.215111111111111,0.070965250965251,0.198567119155354,0.00676328502415459,0.12,0.06,0,0.06,0.133333333333333,0,-0.0133333333333333,0.0666666666666667,0,0,0.1,0.0333333333333333,0,0.0666666666666667,0.109090909090909,0.00337662337662337,-0.063,-0.0396140350877193,0.1,0.08,0.0942857142857143,0,-0.0583333333333333,-0.0352564102564102,0.02,0.02,0,-0.0333333333333333,0,0,-0.107692307692308,-0.0702707152002927,-0.0619047619047619,0,0.0133333333333333,0.0133333333333333,-0.0139393939393939,0.0333333333333333,0,-0.0806127206127206,-0.0861072261072261,-0.0830769230769231,-0.0830769230769231,-0.00676328502415459,-0.0728571428571429,-0.204285714285714,-0.2,-0.2,-0.211111111111111,-0.0111111111111111
"CDC42",-0.0561038961038961,0.217086834733894,-0.0636257309941521,0.142160078364458,0.00600330527691303,0.136111111111111,-0.0262962962962963,-0.03,-0.0262962962962963,0.132921255959231,-0.05,-0.0712418300653595,0.0619047619047619,0.0761904761904762,0,-0.02,0.0833333333333333,0.0333333333333333,0.0728070175438596,0.108157202274849,-0.0378472222222222,-0.109593073593074,0.0231796509410114,-0.0333333333333333,-0.0256410256410256,-0.0271794871794872,0.04,-0.0498463901689708,-0.0486118222677362,0.0356521739130435,0.0373470891672808,-0.0333333333333333,-0.0595238095238095,0.1,-0.0833333333333333,-0.112424242424242,0.0337785903977976,-0.0619047619047619,0.05,0.0712418300653595,0.0712418300653595,0.0724613422604814,-0.0657671164417791,0.03,0.0355337515733555,0.0336818997215037,0.0317017017017017,0.0315594541910331,-0.00600330527691303,0.0504761904761905,-0.219181526269044,-0.114285714285714,-0.219047619047619,-0.217086834733894,-0.00234920634920635
"ERK",0.267180206521618,-0.0152628909167554,0.296699698862635,0.330090002062639,0.00149446276173871,0.0953280936970257,0.00965034965034965,0.00615384615384615,0.0154398233345602,0.0259351653620766,0.01,0.135687645687646,-0.103624874185167,-0.104,-0.114285714285714,-0.066551724137931,-0.13161191749427,-0.114285714285714,-0.132529348686931,0.00324966521561628,0.110270719103417,0.0691915356678349,0.111269715383023,0.0927350427350427,0.0876255536839478,0.0867945287531999,0.0559134262655906,0.105650058930676,0.106133150718116,-0.0490865737344094,-0.0504793313945765,0.1,0.108918032786885,0,0.123376623376623,-0.184839782563077,0.0968748663466465,0.102409068714042,-0.0157894736842105,-0.135687645687646,-0.135687645687646,-0.136677744697547,0.113651785841913,-0.0119433198380567,-0.019081125111947,-0.0182477917786136,-0.0162031821131861,-0.0104022293495978,-0.00149446276173871,-0.0165430512327703,0.014135859997929,0.0219047619047619,0.0191010235870049,0.0169112425651071,-0.00102432351272897
