"","SUFU","SNAI2","cMet","SRC","FUS","cateninmemb","LIV1","ZEB2","ZEB1","RKIP","RAS","RAF","PI3K","DELTA","cfos","MEK","ERK","GSK3","Jagged","EGR1","Csl","NOTCHic","NOTCH","SNAI1","HEY1","NFB","SMAD","IKK","ILK","Ecadherin","KLF4","CD44","AKT","cateninnuc","TWIST1","GLI","TCFLEF","Frizzled","SMO","miR200","SOSGRB2","SHH","Patched","TGFR","Wnt","STAT","TGF","DSH","CDC42","AXIN2","TrCP","PAK1","Destcompl","FOXC2","Csn"
"GLI",-0.0761904761904762,0.153045585729951,-0.0611880409126672,-0.0538709677419355,-0.0511904761904762,-0.0475302180307138,-0.05,-0.228863201911589,-0.228863201911589,0.129875331553584,0.14700511042185,0.149579367847592,0.149579367847592,0.149579367847592,0.147857142857143,0.135286288297338,0.141363636363636,-0.0213411653990842,-0.05893959564873,-0.122857142857143,-0.094394341290893,-0.094394341290893,-0.0924895793861311,-0.129402830639962,-0.0562483922416011,-0.00526315789473684,-0.0704739052934783,-0.0113856068743287,-0.0623657971853702,0.0296874474752674,-0.224838266838267,0.0525673512574948,-0.0113856068743287,0.0549691335755951,-0.120537436530645,0.080817150470346,0.0564634551535987,0.183870967741935,0.0459273182957394,0.115291169099219,-0.196985403976554,0.0512771125344225,0.0459273182957394,-0.345021687269573,0.189753320683112,0.07,-0.348080510798985,0.2,-0.338103448275862,0.0745335144927536,-0.0333333333333333,-0.345,0.0886303524721231,-0.241534227726178,0
"SHH",-0.2,0.371264367816092,0.2,0.1,-0.2,-0.224372759856631,0,-0.225,-0.225,0.12,-0.257692307692308,-0.25,-0.25,-0.25,-0.1,-0.12,-0.1,-0.194871794871795,0.0771428571428571,0,0.1,0.2,0.233333333333333,-0.15,-0.0666666666666667,0,-0.05,-0.1,-0.0666666666666667,0.168611111111111,-0.2,-0.15,-0.15,-0.155555555555556,-0.15,-0.05,-0.183333333333333,0,0.1,0.116666666666667,-0.15,-0.0933333333333333,0.0666666666666667,-0.233333333333333,-0.1,-0.1,-0.253333333333333,0,-0.233333333333333,-0.314285714285714,0,-0.2,-0.184155844155844,-0.25,0
"SMO",-0.1,0.378311986863711,0.183333333333333,0.15,-0.0666666666666667,-0.225748164387375,0.1,-0.221468926553672,-0.221468926553672,0.0977777777777778,-0.237488819320215,-0.251442307692308,-0.251442307692308,-0.251442307692308,-0.12,-0.136783216783217,-0.127692307692308,-0.16796472136278,0.0780687830687831,0.1,0.233333333333333,0.224242424242424,0.244242424242424,-0.115514592933948,-0.0827838827838828,-0.15,-0.0715873015873016,-0.192857142857143,-0.07,0.179115177316822,-0.241666666666667,-0.155555555555556,-0.188857142857143,-0.149131728998873,-0.144989106753813,-0.0472222222222222,-0.160409924487594,-0.05,-0.0933333333333333,0.107805907172996,-0.142982456140351,-0.0905555555555556,-0.0683333333333333,-0.261666666666667,-0.075,-0.2,-0.253558558558559,-0.1,-0.253333333333333,-0.334661889834304,0,-0.233333333333333,-0.172715346668835,-0.246551724137931,-0.1
"TGFR",0.193333333333333,0.232193990640741,0.0256603773584906,0.02,0.176666666666667,-0.00206386538008279,0,-0.221079234990551,-0.221079234990551,0.0893939393939394,0.0340956558061821,0.043452380952381,0.043452380952381,0.043452380952381,-0.000501253132832086,-0.00582849818610454,0.010609857978279,0.144978304369498,-0.150435689739813,-0.00476190476190476,-0.0933333333333333,-0.0898850574712644,-0.0848490862482428,-0.198799327516142,-0.15337528989482,-0.204761904761905,-0.172644549037615,-0.188972431077694,-0.176559139784946,-0.0140595209736936,-0.21778041117286,-0.028291956305859,-0.202925919449787,-0.0283987536155839,-0.227189930143667,-0.0431718980958177,-0.0297273630044236,-0.0342857142857143,-0.173218390804598,0.126875097773318,-0.14777452891488,-0.189673193064485,-0.185718390804598,-0.280992063492064,-0.0399460916442049,0,-0.284538162782844,-0.0142857142857143,-0.186349206349206,-0.0276487196372747,-0.233333333333333,-0.191111111111111,-0.0970222828313264,-0.293145799994575,-0.233333333333333
"RAS",0.1,-0.23782041496768,-0.167647058823529,-0.15,0.2,0.0906863840666607,0,-0.220202503681885,-0.220202503681885,0.18188679245283,0.114358974358974,0.206666666666667,0.206666666666667,0.206666666666667,-0.125,-0.0075593395252838,-0.056578947368421,0.0971705426356589,-0.238091858860635,0.2,-0.1,-0.157894736842105,-0.186196623634558,-0.13874139626352,-0.127075098814229,-0.133333333333333,-0.225726654298083,-0.14,-0.221645021645022,-0.0801972084398098,-0.225357142857143,0.157008760951189,-0.112222222222222,0.144339334060799,-0.0262302236770322,0.155147058823529,0.150854914797343,0.15,-0.233333333333333,0.146,-0.125974025974026,-0.203909604519774,-0.229333333333333,-0.194117647058824,0.167647058823529,0.1,-0.191147350029121,0.1,-0.2,0.188722002635046,0,-0.22,0.224634730448684,-0.166190476190476,-0.1
"TGF",0.133333333333333,0.230342138788889,0.02,0,0.193333333333333,0.00116939097095647,0,-0.217683008575457,-0.217683008575457,0.0822510822510823,0.043452380952381,0.055952380952381,0.055952380952381,0.055952380952381,0.00476190476190476,0.010609857978279,-0.000501253132832086,0.145711800702016,-0.150435689739813,0.0666666666666667,-0.0933333333333333,-0.0933333333333333,-0.0898850574712644,-0.190244755244755,-0.154867827208253,-0.233333333333333,-0.176559139784946,-0.204761904761905,-0.173333333333333,-0.0172963182479696,-0.223137554030003,-0.0256603773584906,-0.188972431077694,-0.0297273630044236,-0.221851851851852,-0.0399460916442049,-0.028291956305859,-0.0142857142857143,-0.176666666666667,0.123649291321705,-0.153947368421053,-0.185718390804598,-0.173218390804598,-0.186349206349206,-0.0342857142857143,0,-0.280992063492064,0,-0.191111111111111,-0.0229276895943563,-0.2,-0.18,-0.0994416376700361,-0.287468944099379,-0.233333333333333
"RAF",0.1,-0.212371626741272,-0.0175438596491228,-0.0333333333333333,0.133333333333333,0.139013803719686,0,-0.169913916786227,-0.169913916786227,0.0267507002801121,0.118672993672994,0.131493506493506,0.131493506493506,0.131493506493506,0.06,0.123389581804842,0.12551724137931,0.111032308904649,-0.136165009297437,0.04,-0.0333333333333333,-0.0878787878787879,-0.0801864801864802,-0.059419878185344,-0.135540069686411,-0.214285714285714,-0.144124649948949,-0.201785714285714,-0.139174154899444,-0.169187860999648,-0.179913916786227,0.013697705802969,-0.162391774891775,0.00397155409208442,-0.154928698752228,0.00948717948717948,0.00320819531345847,0.0333333333333333,-0.173333333333333,0.0899830372932611,-0.146666666666667,-0.138972677595628,-0.137333333333333,-0.18,0.0133333333333333,0,-0.171588785046729,0,-0.18,0.0174988279418659,-0.2,-0.2,0.152760477013105,-0.16562039493074,-0.2
"ERK",0.173333333333333,-0.211694573917549,-0.00320819531345847,-0.013697705802969,0.137333333333333,0.135209868072234,-0.0333333333333333,-0.168925290364529,-0.168925290364529,0.0459121135626219,0.0984812602139335,0.106292041292041,0.106292041292041,0.106292041292041,0.123389581804842,0.0152930172737373,0.0300562484715089,0.0989021703439931,-0.132367853460977,-0.12551724137931,-0.0801864801864802,-0.0809164071937794,-0.0739911994375468,-0.0756948069602728,-0.132921391436334,-0.162391774891775,-0.1407161325811,-0.151803539597657,-0.143755646258912,-0.162334092608847,-0.163908444830002,0.00397155409208442,-0.160977851524263,0.00266217780129549,-0.163435402404563,-0.000751704435914966,0.000439955579073271,0.00948717948717948,-0.138972677595628,0.0929758133510526,-0.117367853290183,-0.146929483506399,-0.143547840994321,-0.166479295995634,-0.00100233100233101,0.0175438596491228,-0.170600175116513,0.0133333333333333,-0.171588785046729,0.00695169544351391,-0.214285714285714,-0.18,0.155272116548373,-0.167907297217642,-0.201785714285714
"MEK",0.133333333333333,-0.213588171753437,-0.013697705802969,-0.0175438596491228,0.173333333333333,0.13925770615871,0,-0.164358361230671,-0.164358361230671,0.0372770160695857,0.106292041292041,0.118672993672994,0.118672993672994,0.118672993672994,0.12551724137931,0.0300562484715089,0.123389581804842,0.0989929968653373,-0.132066648641699,-0.06,-0.0878787878787879,-0.0801864801864802,-0.0809164071937794,-0.0696762884417542,-0.137358251504593,-0.201785714285714,-0.143755646258912,-0.162391774891775,-0.144124649948949,-0.164634126937717,-0.170109995217599,0.00320819531345847,-0.151803539597657,0.000439955579073271,-0.159690603514133,-0.00100233100233101,0.00397155409208442,0.0133333333333333,-0.137333333333333,0.0890542447236016,-0.122222222222222,-0.143547840994321,-0.138972677595628,-0.171588785046729,0.00948717948717948,0.0333333333333333,-0.166479295995634,0.0333333333333333,-0.18,0.00939071983375781,-0.2,-0.18,0.153806502117707,-0.160214989525334,-0.214285714285714
"TWIST1",0.166666666666667,-0.157512188771186,0.115518405943938,0.132539682539683,0.222222222222222,0.0891530912101429,0.133333333333333,-0.156798904167325,-0.156798904167325,0.0856989335250205,-0.128828862914538,-0.128143931407689,-0.128143931407689,-0.128143931407689,-0.21304347826087,-0.199388071086217,-0.199885583524027,-0.0851621129326047,0.016048277358694,0.2,0.0562962962962963,0.0614245014245014,0.0557641240660109,-0.128309695488182,-0.154715341156019,-0.238461538461538,-0.151357703337901,-0.238461538461538,-0.152347802347802,-0.178144695836523,-0.168323952470294,-0.125558566586508,-0.240156453715776,-0.121830032735137,-0.149620337074571,-0.127150208855472,-0.118667295529847,-0.132539682539683,-0.218222222222222,0.118263983509765,0.056052338203368,-0.220206161759303,-0.23055098934551,0.0410240334378266,-0.116750208855472,-0.104761904761905,0.0435297281986466,-0.104761904761905,0.0410240334378266,-0.157485202969074,-0.2,0.0375757575757576,-0.111669838569392,-0.0386557272434992,-0.2
"Wnt",0,-0.0742241379310345,-0.2,-0.2,0.1,0.106694915254237,0,-0.150597800095648,-0.150597800095648,-0.045,0.212816131237184,0.208270676691729,0.208270676691729,0.208270676691729,0,0.0894117647058823,0.06,0.179310344827586,-0.136838235294118,0.1,0,-0.0714285714285714,-0.0714285714285714,0.013871635610766,-0.101025641025641,-0.133333333333333,-0.0970979924468296,-0.113333333333333,-0.0854700854700855,-0.036100183582481,-0.172549019607843,0.205263157894737,-0.0508333333333333,0.194809042473734,0.0391176470588235,0.205263157894737,0.19812030075188,0.3,-0.1,0.0614141414141414,-0.190909090909091,-0.0411255411255411,-0.0363636363636364,-0.106666666666667,0.2,0.1,-0.0892753623188406,0.2,-0.1,0.240606060606061,-0.1,-0.1,0.236972866949984,-0.051255060728745,-0.1
"DSH",0.1,-0.0768116966432044,-0.19812030075188,-0.205263157894737,0.0363636363636364,0.107006766732167,-0.2,-0.148368128309572,-0.148368128309572,-0.0175774225774226,0.189520513777602,0.201005107615137,0.201005107615137,0.201005107615137,0.0894117647058823,0.106370829033368,0.111633986928105,0.154722002002584,-0.130871592118172,-0.06,-0.0714285714285714,-0.0890756302521008,-0.0911735323500029,-0.0118426501035197,-0.0873638269158986,-0.0508333333333333,-0.0815522333214549,-0.0320833333333333,-0.0849484597365493,-0.0332604128761607,-0.136118136575018,0.194809042473734,-0.0355316091954023,0.188231423002081,0.0263314261874963,0.193545137353187,0.188142375807067,0.205263157894737,-0.0411255411255411,0.0671687145848731,-0.161123429416112,-0.0420556816361289,-0.0475771540287669,-0.0787991718426501,0.19812030075188,0.2,-0.0868131091248801,0.2,-0.0892753623188406,0.23849635596471,-0.133333333333333,-0.106666666666667,0.233291736288069,-0.0489898840449636,-0.113333333333333
"Frizzled",0.1,-0.0783250843032742,-0.205263157894737,-0.2,0.1,0.110186978746301,-0.1,-0.139706710986737,-0.139706710986737,-0.0378571428571429,0.201005107615137,0.212816131237184,0.212816131237184,0.212816131237184,0.06,0.111633986928105,0.0894117647058823,0.160522466039707,-0.137848336304219,0,-0.0714285714285714,-0.0714285714285714,-0.0890756302521008,-0.005175983436853,-0.103153300600109,-0.113333333333333,-0.0849484597365493,-0.0508333333333333,-0.0970979924468296,-0.0363332838155812,-0.148739495798319,0.19812030075188,-0.0320833333333333,0.188142375807067,0.0362605042016807,0.19812030075188,0.194809042473734,0.2,-0.0363636363636364,0.0598516414141414,-0.175757575757576,-0.0475771540287669,-0.0411255411255411,-0.0892753623188406,0.205263157894737,0.2,-0.0787991718426501,0.3,-0.106666666666667,0.240606060606061,-0.1,-0.1,0.234055095066695,-0.0373015723566519,-0.133333333333333
"AKT",0.1,-0.114347835054816,-0.176313638052768,-0.193236714975845,0.05,0.0999358348085755,-0.2,-0.118793989427842,-0.118793989427842,-0.0343469829403333,0.160476869227488,0.171802170432307,0.171802170432307,0.171802170432307,0.0865546218487395,0.085890583666544,0.0947513431602149,0.129775675340191,-0.120342163355408,-0.0571428571428571,-0.075,-0.0782258064516129,-0.0733477576711251,0.0329048466577071,-0.0782560780925171,0.0529411764705882,-0.074105019785692,0.0708898944193062,-0.0778087234893957,-0.0395249309148418,-0.108625730994152,0.176878609804181,-0.0321404086109968,0.170425001556758,0.136157940696054,0.175754978834891,0.168425001556758,0.193236714975845,-0.0423076923076923,0.0498147573364545,-0.0908119658119658,-0.0482433648223122,-0.0450854700854701,0.0518254423720708,0.176313638052768,0.188888888888889,0.0454810314959379,0.188888888888889,0.0428823529411765,0.214711019425821,-0.0333333333333333,0.0308823529411765,0.205088373859478,0.0750221896203924,0
"PI3K",0.1,-0.117463412944263,-0.193236714975845,-0.188888888888889,0.1,0.105746232362092,-0.1,-0.111944674359349,-0.111944674359349,-0.0523594053005818,0.171802170432307,0.18961038961039,0.18961038961039,0.18961038961039,0.0571428571428571,0.0947513431602149,0.0865546218487395,0.134211159211159,-0.121666666666667,0,-0.075,-0.075,-0.0782258064516129,0.0411755233494364,-0.0865267547842465,0,-0.0778087234893957,0.0529411764705882,-0.0818087234893957,-0.0422522036421146,-0.119736842105263,0.176313638052768,0.0708898944193062,0.168425001556758,0.142579959044678,0.176313638052768,0.176878609804181,0.188888888888889,-0.05,0.0433976450369893,-0.101923076923077,-0.0450854700854701,-0.0423076923076923,0.0428823529411765,0.193236714975845,0.2,0.0518254423720708,0.2,0.0308823529411765,0.217238095238095,0,0.025,0.205336512817295,0.0870522648083624,-0.0333333333333333
"ILK",0.1,-0.117463412944263,-0.193236714975845,-0.188888888888889,0.1,0.105746232362092,-0.1,-0.111944674359349,-0.111944674359349,-0.0523594053005818,0.171802170432307,0.18961038961039,0.18961038961039,0.18961038961039,0.0571428571428571,0.0947513431602149,0.0865546218487395,0.134211159211159,-0.121666666666667,0,-0.075,-0.075,-0.0782258064516129,0.0411755233494364,-0.0865267547842465,0,-0.0778087234893957,0.0529411764705882,-0.0818087234893957,-0.0422522036421146,-0.119736842105263,0.176313638052768,0.0708898944193062,0.168425001556758,0.142579959044678,0.176313638052768,0.176878609804181,0.188888888888889,-0.05,0.0433976450369893,-0.101923076923077,-0.0450854700854701,-0.0423076923076923,0.0428823529411765,0.193236714975845,0.2,0.0518254423720708,0.2,0.0308823529411765,0.217238095238095,0,0.025,0.205336512817295,0.0870522648083624,-0.0333333333333333
"ZEB2",-0.125,-0.12268904128266,-0.0871929824561403,-0.0766666666666667,-0.0678571428571429,-0.0619992735306255,-0.05,-0.0207106953900768,-0.0207106953900768,-0.0168276972624799,-0.0139664618037209,-0.0124675324675325,-0.0124675324675325,-0.0124675324675325,-0.00921052631578947,-0.00397842560768562,-0.00275891341256367,0.016723684808133,0.0240452417564848,0.025,0.0256410256410256,0.026974358974359,0.0275208070617907,0.0359739766883137,0.0582494924430408,0.0611111111111111,0.0625838143306367,0.0677777777777778,0.0692911314038075,0.0705145146868786,0.0768500884410888,0.0770077972709552,0.0780581516095535,0.0783010110993803,0.079931527760767,0.0806392078869143,0.0819373747357439,0.0821212121212121,0.0821428571428571,0.0823362208687614,0.0845604395604396,0.0894599303135888,0.0894599303135888,0.0895980210265925,0.0898135198135198,0.09,0.0933017247302962,0.0954545454545455,0.0984415584415585,0.0991118631690523,0.1,0.103896103896104,0.104801563118458,0.107793317793318,0.111111111111111
"cateninnuc",-0.188888888888889,-0.371315137539883,-0.150126684909294,-0.163170163170163,-0.208888888888889,0.2628122264997,-0.193939393939394,-0.00675112018643395,-0.00675112018643395,-0.0179159095660336,0.280761750761751,0.282613602613603,0.282613602613603,0.282613602613603,0.206728778467909,0.181098770338772,0.190273082265377,0.147148215423321,-0.160714134825526,-0.221014492753623,-0.336597614563716,-0.331946451773019,-0.324673724500291,0.0332460048913884,0.0176871515127116,0.315530303030303,-0.0231438099569068,0.301530303030303,-0.0194603174603175,-0.311813820272615,0.0235095963743651,0.15131716109977,0.289030303030303,0.0496247267708541,0.119852547020285,0.153077575590976,0.148105809344729,0.164540026183862,0.190856102003643,0.0101738485358198,-0.0910767882283403,0.173784152450875,0.184023803866997,-0.00984160666919288,0.151496547922992,0.163170163170163,-0.0148634407303282,0.163170163170163,-0.00294505494505495,0.341514364840395,0.3,0.00628571428571429,0.169100303072938,0.111187741220528,0.3125
"Ecadherin",-0.1,-0.175662869888917,-0.0526695612522056,-0.0396260829913361,-0.0666666666666667,-0.0145233210781991,-0.0333333333333333,-0.00166118879579769,-0.00166118879579769,0.0128634429597511,0.137227853754308,0.141417797888386,0.141417797888386,0.141417797888386,0.141390374331551,0.126722899094033,0.13417387948619,0.0757969160582678,-0.0406032390503313,-0.147272727272727,-0.166698564593301,-0.151234647067528,-0.1538368775508,-0.00713005889430556,0.0123096169523331,0.155238095238095,-0.0107623960416886,0.158941798941799,-0.0071304347826087,-0.0300753811280178,0.0133614627285513,0.0396260829913361,0.148552188552189,0.041121758056713,0.0204913523447865,0.0400858531062786,0.0452300680473759,0.0396260829913361,0.0916666666666667,0.00294575071111384,-0.0672489542896693,0.0743861654389975,0.071236559139785,-0.00329933481152993,0.0534191864396119,0.0745098039215686,-0.00601181220755163,0.0745098039215686,0.00109090909090909,0.156083288739907,0.1,0.00509090909090909,0.0877218703413534,0.0826614470542507,0.16
