"","TGF","TGFR","CDC42","FOXC2","AXIN2","SOSGRB2","DSH","GLI","LIV1","TCFLEF","TWIST1","EGR1","MEK","cfos","RAS","RAF","ERK","Jagged","NOTCH","SNAI1","GSK3","AKT","IKK","SHH","TrCP","SUFU","ILK","Csn","SMAD","HEY1","FUS","Patched","SNAI2","SMO","NFB","RKIP","NOTCHic","Csl","PI3K","DELTA","cateninmemb","SRC","cMet","Frizzled","cateninnuc","CD44","STAT","Wnt","Destcompl","Ecadherin","ZEB2","PAK1","KLF4","miR200","ZEB1"
"Wnt",0.06,0.06,0.0666666666666667,0.0375708502024292,0.124242424242424,0.0242424242424242,0,0.0802631578947368,0,0.0945488721804511,0.0508823529411765,0,-0.00431372549019608,0.0333333333333333,0.0435748462064251,0.0481203007518797,0.0133333333333333,-0.0342156862745098,-0.130952380952381,-0.0658902691511387,-0.040987460815047,0.165833333333333,0.153333333333333,-0.0670995670995671,-0.1,0,-0.0683760683760684,-0.1,-0.0707016497714172,-0.0594871794871795,0.1,0.0909090909090909,0.000603448275862069,0.1,-0.133333333333333,0.035,0.114285714285714,0.1,-0.0481203007518797,-0.0481203007518797,0.066864406779661,-0.1,-0.075,0,-0.093886620524822,-0.0802631578947368,-0.1,-0.075,0.15497906256324,0.0441431568693567,-0.0779053084648493,-0.1,-0.0705882352941176,-0.110909090909091,-0.139646102343376
"GLI",0.150960350568334,0.143666232921275,0.119137931034483,0.0466913914688682,-0.0901856884057971,0.304771099107382,0.06,-0.0453914166902176,-0.1,-0.0595300888644441,0.00704494995666473,0.237142857142857,0.206201836837196,0.212142857142857,0.105944323766175,0.11049877921172,0.205649350649351,-0.0773576497441814,-0.108781419729696,-0.0263471314775364,-0.142415470899009,0.0927993346461392,0.0959243346461392,0.0444384771452441,-0.15,0.0476190476190476,-0.0247062811865381,-0.138888888888889,-0.0409224974027543,-0.015480784071616,-0.00238095238095238,-0.0555495882563552,0.211636120291348,-0.0392230576441103,-0.102046783625731,0.0299932507082457,0.106876657824934,0.114376657824934,-0.11049877921172,-0.11049877921172,0.0474053917505359,0.0503225806451613,0.0600786782061369,-0.0696774193548387,0.0587530416438822,0.0618028161371714,0.06,-0.0567362428842505,0.0606414103605951,0.033850601511698,-0.074778972520908,-0.095,-0.0844358644358644,-0.160706744236156,-0.14762962962963
"GSK3",0.071270436880193,0.0699883855981417,0.0647619047619048,0.0473256812546898,0.135128473308011,0.0140084910362846,0.0802631578947368,0.0888145029610652,0.075,0.0905223326903649,0.0603242266203891,-0.00431372549019608,-0.00653075797038646,-0.00801742919389979,0.0460771069532436,0.0473376111549242,-0.00425803069765919,-0.0320530310342786,-0.112751366280778,-0.0651340138347216,-0.135572678940922,0.14849801061008,0.145933908045977,-0.0664244269345981,-0.153333333333333,0.0909090909090909,-0.0761468975231365,-0.165833333333333,-0.0759969724856552,-0.0644072873102969,0.0670995670995671,0.0640320824369904,0.000633135615636088,0.0670995670995671,-0.147083333333333,0.0237945387945388,0.110933184462596,0.117226890756303,-0.0473376111549242,-0.0473376111549242,0.0624505624974117,-0.0945488721804511,-0.093886620524822,-0.0945488721804511,-0.092101280058786,-0.0900770967152982,-0.0802631578947368,-0.0925880878667256,0.156044252114722,0.0431924597065342,-0.0718801857059401,-0.06,-0.0746608937801757,-0.11879093011362,-0.139483775268395
"Frizzled",0.0647619047619048,0.06,0.06,0.0422220129931268,0.13354474982382,0.0212121212121212,0,0.0945488721804511,0.1,0.093886620524822,0.0613585434173669,0.0333333333333333,-0.00801742919389979,0.0133333333333333,0.0459370509308346,0.0435748462064251,-0.00431372549019608,-0.0271449792038027,-0.117226890756303,-0.0690648723257419,-0.0355329153605016,0.147083333333333,0.165833333333333,-0.0670995670995671,-0.1,0.1,-0.0707016497714172,-0.133333333333333,-0.0735053880891742,-0.0616148390616476,0.1,0.0670995670995671,-0.00160475361688241,0.0909090909090909,-0.153333333333333,0.0278571428571429,0.130952380952381,0.114285714285714,-0.0435748462064251,-0.0435748462064251,0.0652771051923594,-0.075,-0.0802631578947368,-0.075,-0.0900770967152982,-0.0945488721804511,-0.1,-0.0802631578947368,0.152591794658731,0.0415790543052541,-0.0709746153955424,-0.0666666666666667,-0.0753501400560224,-0.118721590909091,-0.136675805313673
"SMAD",0.0999949073834193,0.0987996882599133,0.0893024815560027,0.0936989203162173,0.0206339036880088,0.146606033717835,0.0333333333333333,0.0302066039476111,0.02,0.0195371804081198,0.0644762726019452,0.171428571428571,0.156383704442594,0.148847926267281,-0.0320783566200137,-0.0317494092515927,0.153499089057979,0.0168022622538752,0.0113081554460865,0.0342051577454803,-0.0719191919191919,-0.00913538748832866,-0.00513538748832866,0.0197296590611962,0,0.0333333333333333,0.0325369607561388,-0.0111111111111111,-0.0731773249581469,0.0226738864699405,-0.0166666666666667,-0.0312538226299694,0.133896627950481,-0.0266666666666667,0.00317460317460317,-0.0321790825331345,-0.00972085385878489,-0.00857142857142857,0.0317494092515927,0.0317494092515927,-0.0162575562317177,-0.02,-0.0180392156862745,-0.0333333333333333,-0.0197398146533073,-0.0191301247771836,-0.02,-0.0294871794871795,-0.0602445090496439,-0.0432574020376644,-0.0679675094215021,-0.0738095238095238,-0.072643679851543,-0.193316834369946,-0.185522166686434
"TCFLEF",0.196395541306092,0.192090905544503,0.187418008348241,0.17183565208249,0.580465445665446,-0.00641486258252726,0.227450980392157,0.233433886375063,0.233333333333333,0.127272268190864,0.228380253874854,-0.0157142857142857,-0.0310187489629998,-0.032787456445993,0.124693304922803,0.125087523056837,-0.033739837398374,0.0847291320365041,-0.0219523846596684,-0.0451298097532407,-0.128796514675052,0.172921786488406,0.176182656053624,0.0474212396219125,-0.142857142857143,0,-0.0930091896407686,-0.188311688311688,-0.0966420768300611,-0.0609018301773083,-0.02,-0.0486482334869432,0.167838549415019,-0.0438095238095238,-0.192311688311688,-0.0586370941819351,0.0262713215367448,0.0360752431053722,-0.125087523056837,-0.125087523056837,-0.0414668750467836,-0.220833333333333,-0.226816239316239,-0.227450980392157,-0.127272268190864,-0.228074100951459,-0.220833333333333,-0.233433886375063,0.205636663332694,-0.102855451952776,-0.0634519315966684,-0.18974358974359,0.0408183728036669,-0.101310523479198,-0.127408426368953
"AKT",0.0805488852382748,0.0748087039693926,0.0691176470588235,0.0614264930619231,0.153709816056386,0.0306410256410256,0.0888888888888889,0.10879098339385,0.1,0.107196326790793,0.0804927052548467,0.019047619047619,-0.00553033830257565,0.00140056022408963,0.0901138658887462,0.0893909743224812,-0.00679616108738578,-0.0296578366445916,-0.123822852992798,-0.0289920755996271,0.058194657791432,0.172503313679784,0.271493212669683,-0.0699347728295097,-0.233333333333333,0.1,-0.0933976790716286,-0.266666666666667,-0.095754581428531,-0.0826971070092748,0.1,0.0741452991452991,0.0510408792340204,0.0769230769230769,-0.284313725490196,0.0165615075461623,0.127481389578164,0.140384615384615,-0.0893909743224812,-0.0893909743224812,0.0586015638358016,-0.101932367149758,-0.112701597918989,-0.101932367149758,-0.108580942175408,-0.109876739161927,-0.0888888888888889,-0.112701597918989,0.16890433607731,0.0289876080149355,-0.0625694808028651,-0.0691176470588235,-0.0576585695006748,-0.114800063498231,-0.142548250449473
"Ecadherin",-0.137755589681493,-0.134681448632668,-0.132242424242424,-0.15882129597969,-0.158323330759618,0.0176303752520237,-0.0745098039215686,-0.0850642011415633,-0.0333333333333333,-0.0878486066205941,-0.161484037438687,0.0745454545454545,0.0817740779535807,0.0510160427807487,-0.148857402866604,-0.152488687782805,0.0664799603065218,-0.0462441984749252,0.0101905092146476,-0.100678362496059,-0.123371679739018,-0.197652717652718,-0.193756613756614,-0.0475838201676403,0.2,0.1,0.110202898550725,0.18,0.104149629785591,0.0955417578868033,0.0166666666666667,0.0310483870967742,0.13172518226462,0.00416666666666666,0.175238095238095,0.109490803471542,-0.00312731218862526,-0.0062200956937799,0.152488687782805,0.152488687782805,-0.0297823709713954,0.104742362061104,0.0934380142350166,0.104742362061104,0.0909298391135913,0.0837390175794982,0.0745098039215686,0.0943975344748966,0.110524622180297,-0.0951935255800736,-0.052152778796727,0.146909090909091,-0.0556493202062822,0.112319174721409,0.139180960485965
"TWIST1",0.152274009635273,0.151135057471264,0.149885057471264,0.122978512485264,0.156373680083358,0.100989653621233,0.0857142857142857,0.105749373433584,0.1,0.104176829643873,0.101133631179398,-0.02,-0.00353939683732368,-0.00695652173913044,0.146876989865431,0.146534524112007,0.000938215102974826,0.00689402283570566,-0.0504907810568188,-0.0422950489924769,0.1281505090859,0.237092568448501,0.226923076923077,0.0210434052380203,-0.2,-0.0333333333333333,-0.057002457002457,-0.25,-0.0487516319199488,-0.0434966163779723,-0.0444444444444444,-0.0175951293759513,0.206120056961782,-0.0244444444444444,-0.226923076923077,0.0626768191985583,0.0486039886039886,0.0562962962962963,-0.146534524112007,-0.146534524112007,-0.073140897218997,-0.102380952380952,-0.110891590678825,-0.102380952380952,-0.106189480592694,-0.106473919996094,-0.0857142857142857,-0.109749373433584,-0.113215577842529,-0.121011344503578,-0.0466545492861282,-0.153333333333333,-0.0404732124244319,0.076919959473151,0.0778611945278612
"KLF4",-0.134681448632668,-0.132242424242424,-0.146909090909091,-0.152185140373283,-0.163890341068896,0.00710405946255004,-0.0333333333333333,-0.0943975344748966,-0.1,-0.0837390175794982,-0.159063180827887,0.12,0.0664799603065218,0.0745454545454545,-0.152488687782805,-0.148076923076923,0.0510160427807487,-0.0405233746762982,0.00312731218862526,-0.0937163371796035,-0.129111194087804,-0.193756613756614,-0.175238095238095,-0.0310483870967742,0.1,0.2,0.149333333333333,0.2,0.110202898550725,0.13379679144385,0.1,0.00416666666666666,0.130942521217058,0.0166666666666667,0.18,0.0963821892393321,-0.0062200956937799,-0.0272727272727273,0.148076923076923,0.148076923076923,-0.0251669863560108,0.0745098039215686,0.104742362061104,0.0745098039215686,0.0878486066205941,0.0934380142350166,0.0333333333333333,0.104742362061104,0.112295358433792,0.00704600703920583,-0.0403044375644995,0.190909090909091,-0.0518518518518519,0.109153439153439,0.130650154798762
"FOXC2",-0.134681448632668,-0.132242424242424,-0.146909090909091,-0.152185140373283,-0.163890341068896,0.00710405946255004,-0.0333333333333333,-0.0943975344748966,-0.1,-0.0837390175794982,-0.159063180827887,0.12,0.0664799603065218,0.0745454545454545,-0.152488687782805,-0.148076923076923,0.0510160427807487,-0.0405233746762982,0.00312731218862526,-0.0937163371796035,-0.129111194087804,-0.193756613756614,-0.175238095238095,-0.0310483870967742,0.1,0.2,0.149333333333333,0.2,0.110202898550725,0.13379679144385,0.1,0.00416666666666666,0.130942521217058,0.0166666666666667,0.18,0.0963821892393321,-0.0062200956937799,-0.0272727272727273,0.148076923076923,0.148076923076923,-0.0251669863560108,0.0745098039215686,0.104742362061104,0.0745098039215686,0.0878486066205941,0.0934380142350166,0.0333333333333333,0.104742362061104,0.112295358433792,0.00704600703920583,-0.0403044375644995,0.190909090909091,-0.0518518518518519,0.109153439153439,0.130650154798762
"Destcompl",-0.0492381199303678,-0.0471691544131264,-0.0440112596762843,-0.0744436480132779,0.186048328288883,-0.075273097384406,0.130952380952381,0.133179053158321,0.116666666666667,0.133864532523294,0.0102848249116018,-0.0379487179487179,-0.028406942023875,-0.0227972027972028,-0.0655692491644789,-0.064784319808121,-0.0233436508846345,0.189263648044631,0.110711285477339,-0.102903018791833,-0.146619820156042,-0.105367925764774,-0.108723630462761,0.175446622630106,0.1,-0.211111111111111,0.108412698412698,0.114285714285714,0.11344193817878,0.102878489032335,-0.186973180076628,-0.171384727078849,-0.187746740066171,-0.169830322933771,0.118633540372671,0.112880897416166,-0.114919702311007,-0.117093615354485,0.064784319808121,0.064784319808121,0.15800249440872,-0.140541422048271,-0.135068785232351,-0.140541422048271,-0.134680442773166,-0.132083710605485,-0.130952380952381,-0.135590926998766,0.0422238681486336,-0.0127377343428891,-0.0399287476322629,0.0391836734693878,-0.0392756241490592,0.123603998796564,0.159040754445472
"CD44",-0.0480555555555556,-0.0758333333333333,-0.113333333333333,-0.055,0.17,0.116666666666667,0,0.143333333333333,-0.1,0.127054263565891,-0.0253479853479854,0,0,0,0.0504761904761905,0.0476190476190476,0,0.173986013986014,0.14812030075188,-0.00390749601275918,-0.0315476190476191,-0.126666666666667,-0.133333333333333,0.17,0,-0.1,0.15,0.1,0.135714285714286,0.128654970760234,-0.1,-0.17,0.165177045177045,-0.15,0.1,0.128888888888889,-0.142857142857143,-0.1,-0.0476190476190476,-0.0476190476190476,-0.119578754578755,0,-0.05,-0.1,-0.12551580202743,-0.143333333333333,0.1,-0.15,-0.162987012987013,-0.187698404082076,-0.0301587301587302,0.133333333333333,-0.13015873015873,0.0962494510320597,0.0936507936507937
"cMet",-0.0416725768321513,-0.0480555555555556,-0.0758333333333333,-0.0461392405063291,0.162063492063492,0.13,0.1,0.12969696969697,-0.1,0.12551580202743,-0.0264715808536033,0,0.00181818181818182,0,0.0429290206648697,0.0504761904761905,0,0.158768622681666,0.137482002879539,-0.0123820722839456,-0.0428379416282642,-0.114166666666667,-0.126666666666667,0.1575,0.1,-0.1,0.135714285714286,0.1,0.124805194805195,0.114929480564155,-0.15,-0.17,0.17028653422814,-0.17,0.133333333333333,0.117777777777778,-0.14812030075188,-0.142857142857143,-0.0504761904761905,-0.0504761904761905,-0.119934626464876,-0.05,-0.143333333333333,-0.15,-0.131165519541554,-0.127054263565891,0,-0.143333333333333,-0.157581607581608,-0.185408327746198,-0.0251082251082251,0.113333333333333,-0.13015873015873,0.0868744510320597,0.0865800865800866
"SHH",0.36,0.4,0.3,0.275,0.123809523809524,0.2,0.2,0.05,0,-0.0166666666666667,0.05,0,0.12,0.1,0.161538461538462,0.2,0.1,-0.0428571428571429,-0.1,0.0833333333333333,0.0794871794871795,0.2,0.1,0.04,0,-0.2,-0.133333333333333,0,-0.183333333333333,-0.133333333333333,-0.2,-0.2,-0.0809961685823755,-0.3,0,-0.14,0,-0.1,-0.2,-0.2,0.069247311827957,-0.1,0,-0.2,-0.00555555555555555,0.05,-0.1,-0.1,-0.0849350649350649,0.0202777777777778,-0.025,-0.2,0.05,-0.183333333333333,-0.275
"RKIP",-0.147565643079662,-0.144761904761905,-0.14,-0.142175066312997,-0.0323136427566807,-0.143619047619048,0,-0.0317948717948718,0,-0.0263587289903079,-0.134165181224005,-0.12,-0.121320616287601,-0.12,-0.122521922521923,-0.123376623376623,-0.123448275862069,-0.0872099603848331,-0.0811965811965812,-0.199303526069975,-0.0112687155240347,0.0580627705627706,0.0732142857142857,-0.0776393442622951,-0.1,0.1,-0.0567715019255456,-0.1,-0.0577616009354466,-0.0499419279907085,0.1,0.076,-0.324293291367955,0.08,-0.0857142857142857,0.0269607843137255,0.0888888888888889,0.0888888888888889,0.123376623376623,0.123376623376623,0.117333131450779,0.0333333333333333,0.0385964912280702,0.0333333333333333,0.030684428735855,0.0270580296896086,0,0.0433333333333333,0.211930347051713,0.139536729384747,-0.0201339072214252,0.133333333333333,-0.0201339072214252,0.0491393848217016,0.076988043998087
"RAF",-0.147565643079662,-0.144761904761905,-0.14,-0.142175066312997,-0.0323136427566807,-0.143619047619048,0,-0.0317948717948718,0,-0.0263587289903079,-0.134165181224005,-0.12,-0.121320616287601,-0.12,-0.122521922521923,-0.123376623376623,-0.123448275862069,-0.0872099603848331,-0.0811965811965812,-0.199303526069975,-0.0112687155240347,0.0580627705627706,0.0732142857142857,-0.0776393442622951,-0.1,0.1,-0.0567715019255456,-0.1,-0.0577616009354466,-0.0499419279907085,0.1,0.076,-0.324293291367955,0.08,-0.0857142857142857,0.0269607843137255,0.0888888888888889,0.0888888888888889,0.123376623376623,0.123376623376623,0.117333131450779,0.0333333333333333,0.0385964912280702,0.0333333333333333,0.030684428735855,0.0270580296896086,0,0.0433333333333333,0.211930347051713,0.139536729384747,-0.0201339072214252,0.133333333333333,-0.0201339072214252,0.0491393848217016,0.076988043998087
"cateninmemb",-0.0467588066970592,-0.0465779748706578,-0.0412121212121212,-0.0784998095494163,-0.0545773124096941,0.0153064909271463,0.0137254901960784,0.0376677516235043,0.0666666666666667,0.031511782189886,0.0100985382359027,0.0345454545454546,0.0632537626109488,0.040427807486631,-0.0437373290528072,-0.0468099547511312,0.0620772920227135,0.0514990351714095,0.014185406377666,-0.00160771082256012,-0.0420980917100711,-0.0613083213083213,-0.0691005291005291,0.0824406273812548,0.1,-0.1,0.0348405797101449,0.04,0.0467049864898059,0.0268312816279654,-0.133333333333333,-0.0816532258064516,0.051425513667056,-0.102083333333333,0.0542857142857143,0.0128025265264431,-0.010096187046811,0.00124401913875598,0.0468099547511312,0.0468099547511312,0.0234334141359568,-0.0207022343821249,-0.040702234382125,-0.0207022343821249,-0.0325388596875517,-0.0383610972583791,-0.0137254901960784,-0.0396677516235043,0.0412065378646978,-0.0756091954661352,-0.0181273996253528,0.0345454545454545,-0.0338021565869667,0.0638717789555779,0.0676270303581647
"cateninnuc",-0.135638049347129,-0.132581280788177,-0.130857142857143,-0.152593526691887,-0.163757793848485,-0.0292165722963045,-0.0275058275058275,-0.016659273821275,-0.0121212121212121,-0.0163363077989503,-0.0916924025399492,0.0202898550724638,0.0500236027890242,0.0409247757073844,-0.147784377784378,-0.147784377784378,0.0523171807706756,0.0275999653157485,0.093170251987753,-0.0983762128709397,-0.118931886367225,-0.186660037878788,-0.198378787878788,0.0391197644813845,0.166666666666667,-0.0777777777777778,0.0859451659451659,0.179166666666667,0.0937214278824101,0.0684530898897236,-0.0777777777777778,-0.0389018995576373,0.128944467036002,-0.0531876138433516,0.200378787878788,0.12094320402509,-0.0986247974422984,-0.0939736346516007,0.147784377784378,0.147784377784378,-0.0612696981626327,0.0136169386169386,0.0103560690517212,0.0151770603825398,-0.0853483097100251,0.0155147992104514,0.0275058275058275,0.0119161908173224,0.103846650304399,-0.00913566843879493,-0.00830217134635742,0.130857142857143,-0.0358905922073182,0.0954805467750273,0.135668986695504
