"","FOXC2","NFB","Csn","IKK","SHH","Patched","SMO","SUFU","FUS","Jagged","SNAI2","LIV1","AXIN2","RAF","DELTA","STAT","MEK","ERK","cfos","SRC","EGR1","cMet","TCFLEF","cateninnuc","CD44","Wnt","Frizzled","Destcompl","GLI","cateninmemb","Ecadherin","SOSGRB2","CDC42","PAK1","TGF","TGFR","ZEB2","GSK3","DSH","RAS","PI3K","miR200","RKIP","TWIST1","Csl","NOTCHic","KLF4","NOTCH","SNAI1","ZEB1","SMAD","ILK","TrCP","AKT","HEY1"
"TGFR",0.0359760232173371,-0.0166666666666667,-0.0166666666666667,-0.0324561403508772,0.0936644019092149,0.0874497126436782,0.0905747126436782,0.0733333333333333,0.0733333333333333,0.114367622889586,0.125760852976294,0,-0.0509319814398498,-0.182142857142857,-0.182142857142857,-0.0333333333333333,0.102523202984631,0.103893065998329,0.0794486215538847,-0.0433333333333333,0.0952380952380952,-0.0489937106918239,-0.0480367728927808,-0.047416755177989,-0.0489937106918239,-0.0585175202156334,-0.0528571428571429,-0.0067466082168373,-0.059162681505956,-0.0238471054774677,-0.065976055902551,0.124740090968161,0.0168253968253968,-0.00222222222222222,-0.113595913542722,-0.111468253968254,-0.0488496466761654,0.132012152864406,0.0428571428571429,0.184482038429407,0.182142857142857,-0.0466560552906493,0.00294372294372295,-0.0355410570713062,-0.223333333333333,-0.244022988505747,-0.044698703279939,-0.241864715124452,-0.0185309153169169,-0.0698484695842323,-0.0765820992614702,-0.0797849462365591,-0.0333333333333333,0.034781721746226,-0.116276451398712
"TGF",0.0329192546583851,-0.0166666666666667,0.0333333333333333,-0.0166666666666667,0.0874497126436782,0.0905747126436782,0.0733333333333333,0.133333333333333,0.0733333333333333,0.111469072164948,0.124834927050368,0,-0.0479276895943563,-0.178571428571429,-0.178571428571429,0,0.103893065998329,0.0794486215538847,0.0952380952380952,-0.0333333333333333,0.0666666666666667,-0.0433333333333333,-0.0489937106918239,-0.0480367728927808,-0.0489937106918239,-0.0528571428571429,-0.0428571428571429,-0.0067466082168373,-0.0585175202156334,-0.0224614241841652,-0.0671685601614948,0.140789473684211,-0.00222222222222222,0.02,-0.111468253968254,-0.0168253968253968,-0.044698703279939,0.128344671201814,0,0.182142857142857,0.178571428571429,-0.044016759102966,0.00865800865800866,-0.0351851851851852,-0.213333333333333,-0.223333333333333,-0.044698703279939,-0.244022988505747,-0.0152860775588048,-0.0702258280747983,-0.0797849462365591,-0.0733333333333333,0,0.0324561403508772,-0.111798839458414
"miR200",-0.0333281352793548,0.0252631578947368,0.02,0.022406015037594,-0.0239969730324711,-0.0261708860759494,-0.0325,-0.02,-0.0325,-0.0373617837449053,0.151673293275031,0.2,0.207821416709759,0.107133562954458,0.107133562954458,0.2,-0.00769944341372913,-0.00974025974025974,-0.0142857142857143,0.178260869565217,-0.0142857142857143,0.171218616044091,0.170095020538473,0.169943505386958,0.170095020538473,0.172957746478873,0.18,0.111907218780953,0.171858845379972,0.0631689357795793,0.156606154553842,0.0377143778207608,-0.00196078431372549,0,0.0025421796625627,0.00196078431372549,-0.0433198924731183,0.0447384590370645,-0.2,-0.108380445747476,-0.107133562954458,-0.0659343857483023,0.00660239555945077,0.121165501165501,0.0663054187192118,0.0559605911330049,-0.0476190476190476,0.0508758453702931,0.0102652902652903,0.0514605734767025,0.00119843537603684,0.000884955752212389,0,-0.0186324301319336,0.00502824858757062
"Destcompl",0.101198562643356,-0.0265010351966874,-0.00476190476190476,-0.0111857198813721,-0.0345574811025527,-0.0258534192070015,-0.0388067870826492,-0.0555555555555556,-0.0245210727969349,0.0196172007905043,0.114555573499443,-0.00555555555555556,0.107769959898411,-0.052104363348271,-0.052104363348271,0.0158730158730159,0.0513779517846752,0.039563605793114,0.0565034965034965,-0.00741465535986084,0.0292307692307692,0.00601818046103468,0.00385093449906371,-0.000993532609554339,-0.00368331207627875,0.00644673077875302,-0.00741465535986084,-0.0680694635648168,-0.00375735085390004,-0.0223565755562916,-0.0396887914632577,0.0232979404933459,0.0781773399014778,0.0871428571428571,-0.0799274047186933,-0.0839668135856884,-0.0334724975404901,0.0274639483496978,-0.0158730158730159,0.0646632330499979,0.052104363348271,-0.0703486004424258,-0.0237754381257177,-0.0201327014150425,-0.00114375244810028,0.00320407363885624,-0.0417332040039229,-0.00140514479801751,-0.040711991203059,-0.10882637328752,-0.0546700083542189,-0.0517460317460317,0.0333333333333333,0.0225951158545264,-0.0497926005618313
"Patched",0.12,0.1,0,0.1,0.0258333333333333,0.0133333333333333,0.133333333333333,0.2,0.1,-0.062010582010582,0.196107279693487,0.1,0.20995670995671,0.0269230769230769,0.0269230769230769,0.1,0.0123076923076923,0.02,0,0.1,0.1,0.05,0.0266666666666667,0.0315210355987055,0.0433333333333333,-0.05,0,-0.0276523476523477,-0.0625,-0.103781362007168,-0.06292071197411,-0.0833333333333333,0.166666666666667,0.166666666666667,-0.175,-0.166666666666667,-0.0333333333333333,-0.000366300366300371,0,-0.0331730769230769,-0.0269230769230769,-0.0714285714285714,-0.108571428571429,-0.0361111111111111,0.2,0.166666666666667,-0.0333333333333333,0.175757575757576,-0.106989247311828,-0.183333333333333,-0.01,0,0,-0.114285714285714,0.00769230769230769
"SHH",0.1,0,0,0.1,0.0133333333333333,0.133333333333333,0.1,0.2,0.2,-0.0657142857142857,0.20544061302682,0,0.219047619047619,0.05,0.05,0.1,0.02,0,0.1,0.1,0,0.1,0.0433333333333333,0.0266666666666667,0.05,0,0,-0.0111688311688312,-0.05,-0.112114695340502,-0.0658333333333333,-0.05,0.166666666666667,0.2,-0.166666666666667,-0.166666666666667,-0.025,-0.00512820512820513,0,-0.0269230769230769,-0.05,-0.05,-0.08,-0.025,0.1,0.2,0,0.166666666666667,-0.116666666666667,-0.175,0,0,0,-0.1,0
"KLF4",0.155283883399431,-0.12,-0.1,-0.105714285714286,0.200739247311828,0.210416666666667,0.216666666666667,0.2,0.233333333333333,0.172557357684794,-0.188829885511423,-0.233333333333333,-0.240003481298347,-0.101923076923077,-0.101923076923077,-0.2,0.0866045537240201,0.0773262032085562,0.0890909090909091,-0.182352941176471,0.08,-0.161422708618331,-0.158880902598264,-0.163239557641851,-0.16055314340094,-0.161422708618331,-0.182352941176471,-0.0729279021281257,-0.161422708618331,0.0395519803141754,-0.0589858644402767,-0.123899371069182,0.00509090909090909,0.00909090909090909,-0.011269770879527,-0.0117575757575758,-0.023921568627451,-0.0686732218254234,0.2,0.107070135746606,0.101923076923077,-0.0204884004884005,-0.0429499072356215,-0.192091503267974,-0.210909090909091,-0.19511961722488,0.0037037037037037,-0.189964978049623,-0.0567733023976728,-0.0396336429308566,-0.0139130434782609,-0.00666666666666667,0.1,0.109417989417989,-0.0337509549274255
"SNAI2",0.199823949339768,-0.158333333333333,-0.133333333333333,-0.154885057471264,0.256799283093519,0.263841536614646,0.265882352941176,0.2,0.26,0.248058835290318,0.122346419780121,-0.26,-0.311474604741207,-0.154801675143773,-0.154801675143773,-0.269090909090909,0.104054054054054,0.1,0.105882352941176,-0.261948051948052,0.1,-0.246455094201573,-0.236498326659172,-0.237895842187122,-0.240003481298347,-0.246455094201573,-0.261948051948052,-0.125081591087211,-0.240572741260397,-0.0592893799296672,-0.259000584680586,-0.169100743745774,0.00588235294117647,0.00588235294117647,-0.0113980932395255,-0.0101558572146807,-0.0231550241241871,-0.119161167753226,0.269090909090909,0.157084780166604,0.154801675143773,-0.0212882043553318,-0.0368717948717949,-0.246704579674237,-0.265789473684211,-0.260526315789474,0.00519230769230769,-0.255331510594668,-0.0513950950076546,-0.037679253199077,-0.011433513360867,-0.00617035546613011,0.1,0.156089876748373,-0.0372814948764316
"SUFU",0.122706673631971,0.102285714285714,0.114285714285714,0.109978021978022,0.0410160485160485,0.0460353535353535,0.0369444444444444,0.0133333333333333,0.0258333333333333,-0.0491672166931876,0.199187312666238,0.05,0.192192524133931,0.0344932759684715,0.0344932759684715,0.0433333333333333,0.0215408900221813,0.0194132304477132,0.0274592074592075,0.0266666666666667,0.0123076923076923,0.0315210355987055,0.0338849617183524,0.0326061893398358,0.0292653965009611,-0.0733974358974359,-0.0791666666666667,-0.0183819976081142,-0.0759996663807073,-0.10407899935548,-0.0584986481324059,-0.0941908968224758,0.169594594594595,0.175,-0.170736060875177,-0.171722254169063,-0.0230789478575329,-0.0102694867765548,0.0625,-0.0297464405254335,-0.0344932759684715,-0.0634241024484279,-0.0976959581083292,-0.0414537112590669,0.165757575757576,0.158939393939394,-0.0287089754916397,0.157352092352092,-0.11030073873042,-0.184906031438892,-0.010938616376298,-0.0102457757296467,-0.1,-0.10796459915923,0.000503303227242463
"SOSGRB2",0.0397557997557998,-0.433333333333333,-0.4,-0.43859649122807,-0.19654305468259,-0.191891891891892,-0.2,-0.2,-0.2,-0.189220628478959,0.333341568549344,0,-0.0223116061606161,-0.44180790960452,-0.44180790960452,0,0.311937911937912,0.305877305877306,0.303174603174603,-0.0142857142857143,0.247619047619048,-0.0186335403726708,-0.0229813664596273,-0.0231725710485375,-0.0229813664596273,-0.0142857142857143,-0.0142857142857143,0.130258704755349,-0.0186335403726708,-0.107644514644515,-0.128807980394658,0.224166666666667,0.0328571428571428,0.0428571428571429,-0.0440955498402307,-0.0405494505494505,-0.0226441102756892,0.371170568561873,0,0.446936114732725,0.44180790960452,-0.0191642069678852,0.085562865497076,-0.00979710144927536,-0.127272727272727,-0.134965034965035,-0.0169298245614035,-0.144824189894612,-0.073638237384506,-0.0378822055137845,0.197687044138657,0.199784946236559,0.3,0.442763157894737,0.102840909090909
"NFB",0.221271910913345,-0.0261904761904762,0.0571428571428571,-0.0397039897039897,0.131954330732893,0.124725415070243,0.138518518518519,0.12,0.12,0.116810798783653,0.201908279813392,-0.1,-0.158110435663627,-0.207248451385871,-0.207248451385871,-0.133333333333333,0.118160597572362,0.121428571428571,0.101428571428571,-0.125641025641026,0.121428571428571,-0.133333333333333,-0.129364227991132,-0.126148541716622,-0.125988700564972,-0.133333333333333,-0.125641025641026,0.0224288547136831,-0.126591760299625,-0.0757613062441306,-0.146912645833434,0.0974590888987174,-0.0585858585858586,-0.0722222222222222,0.0584542130162383,0.0609858585858586,-0.0224670872583758,0.151851971557854,0.133333333333333,0.201775814569951,0.207248451385871,-0.0291292896428848,-0.0896665265517725,-0.24421568627451,-0.232034632034632,-0.243145743145743,-0.0175824175824176,-0.238629614113485,-0.104366423832596,-0.0435773341399476,-0.0989200569685221,-0.0992918041804181,-0.1,0.0397039897039897,-0.112953339230429
"FUS",0.123947368421053,0.114285714285714,0.1,0.102285714285714,0.0460353535353535,0.0369444444444444,0.0258333333333333,0.133333333333333,0.0133333333333333,-0.0489296870019762,0.196880127432223,0.1,0.194300252471167,0.0261963327370304,0.0261963327370304,0.05,0.0194132304477132,0.0274592074592075,0.0123076923076923,0.0433333333333333,0.02,0.0266666666666667,0.0292653965009611,0.0338849617183524,0.0315210355987055,-0.0791666666666667,-0.0625,-0.0237514819249669,-0.0733974358974359,-0.101214060747021,-0.0592195544145892,-0.0962887989203779,0.175,0.166666666666667,-0.171722254169063,-0.169594594594595,-0.0211465807077744,-0.00589930682796871,0.05,-0.0344932759684715,-0.0261963327370304,-0.0626806080246361,-0.100553100965472,-0.0404227834240153,0.175757575757576,0.165757575757576,-0.0269125683060109,0.158939393939394,-0.108426803466365,-0.18780458216353,-0.0102457757296467,-0.0147619047619048,-0.1,-0.109978021978022,-0.00431597388119127
"IKK",0.215295815295815,0.0571428571428571,0.1,-0.0261904761904762,0.124725415070243,0.138518518518519,0.12,0.1,0.12,0.118969072164948,0.201501775748351,-0.1,-0.160238095238095,-0.193163944343618,-0.193163944343618,-0.1,0.121428571428571,0.101428571428571,0.121428571428571,-0.133333333333333,0.05,-0.125641025641026,-0.125988700564972,-0.129364227991132,-0.133333333333333,-0.125641025641026,-0.133333333333333,0.0290733729861083,-0.133333333333333,-0.0777676420413851,-0.145146995753177,0.106932773109244,-0.0722222222222222,-0.05,0.0609858585858586,0.0585858585858586,-0.0205513784461153,0.141263736263736,0.1,0.207248451385871,0.193163944343618,-0.0264102564102564,-0.0806921675774135,-0.246437908496732,-0.227272727272727,-0.232034632034632,-0.0175824175824176,-0.243145743145743,-0.104092451229856,-0.0385964912280702,-0.0992918041804181,-0.0923611111111111,0,0.0397039897039897,-0.104024767801858
"SMO",0.12,0.1,0.1,0.114285714285714,0.0369444444444444,0.0258333333333333,0.0133333333333333,0.1,0.133333333333333,-0.0477248677248677,0.197059660645868,0.1,0.196163606508434,0.0331730769230769,0.0331730769230769,0.1,0.0274592074592075,0.0123076923076923,0.02,0.05,0,0.0433333333333333,0.0315210355987055,0.0292653965009611,0.0266666666666667,-0.0625,-0.05,-0.0183500220709523,-0.0791666666666667,-0.104752235793576,-0.0581236640036303,-0.0885964912280702,0.166666666666667,0.166666666666667,-0.169594594594595,-0.175,-0.0180790960451977,-0.0149294071624169,0,-0.0261963327370304,-0.0331730769230769,-0.0676311030741411,-0.0974603174603175,-0.0419934640522876,0.166666666666667,0.175757575757576,-0.0416666666666667,0.165757575757576,-0.10937019969278,-0.188418079096045,-0.0147619047619048,-0.01,0,-0.102285714285714,0.00293040293040293
"Csn",0.103796001277352,-0.111666666666667,-0.095,-0.1075,-0.0105965219926087,-0.00649816133687101,-0.0183261183261183,-0.0142857142857143,-0.00317460317460317,-0.00564592169625478,0.0471159812663814,0.0666666666666667,0.105275613786591,-0.148920018651021,-0.148920018651021,0.0833333333333333,0.102578463203463,0.0932034632034632,0.0996969696969697,0.0660919540229885,0.0633333333333333,0.0745256889627475,0.0714717411242338,0.0679239359528568,0.066970133407192,0.0745256889627475,0.0660919540229885,0.0555340668447691,0.0671021081767213,-0.0306953760334809,-0.00996601443530571,0.0348806641300588,0.0887042062415197,0.0931818181818182,-0.0899250617583179,-0.0925503600876735,-0.0121373035566584,0.177712291953473,-0.0833333333333333,0.157557254735474,0.148920018651021,-0.0174635378192251,-0.0960682337006979,-0.00762973352033661,-0.102020202020202,-0.0981240981240981,-0.0157580981110393,-0.104854867354867,-0.111419540057457,-0.0306170388751034,-0.0011779453873871,0.000107401656314699,0.02,0.1147,-0.00446013289036545
"RKIP",0.0166371942234011,0.214285714285714,0.2,0.226785714285714,0.109639344262295,0.108,0.12,0.1,0.1,0.0915110356536503,-0.298152357638282,0,0.044971870604782,0.247402597402597,0.247402597402597,0,-0.194086573734409,-0.183448275862069,-0.18,0.0333333333333333,-0.13,0.0385964912280702,0.041393694025273,0.0416481469514816,0.0462887989203779,0.0333333333333333,0.0333333333333333,-0.0371297647979052,0.041025641025641,0.0992020592020592,0.125214983785653,-0.11352380952381,-0.06,-0.0666666666666667,0.0675656430796618,0.0647619047619048,-0.00432137733142037,-0.260283687943262,0,-0.253385503385503,-0.247402597402597,0.000714637125343574,-0.0373249299719888,-0.0537136066547831,0.0111111111111111,0.0111111111111111,-0.00832137733142037,0.0264957264957265,0.014085161008385,-0.0181339072214252,-0.121185767485606,-0.122175866495507,-0.2,-0.241937229437229,-0.121486643437863
"RAF",0.0166371942234011,0.214285714285714,0.2,0.226785714285714,0.109639344262295,0.108,0.12,0.1,0.1,0.0915110356536503,-0.298152357638282,0,0.044971870604782,0.247402597402597,0.247402597402597,0,-0.194086573734409,-0.183448275862069,-0.18,0.0333333333333333,-0.13,0.0385964912280702,0.041393694025273,0.0416481469514816,0.0462887989203779,0.0333333333333333,0.0333333333333333,-0.0371297647979052,0.041025641025641,0.0992020592020592,0.125214983785653,-0.11352380952381,-0.06,-0.0666666666666667,0.0675656430796618,0.0647619047619048,-0.00432137733142037,-0.260283687943262,0,-0.253385503385503,-0.247402597402597,0.000714637125343574,-0.0373249299719888,-0.0537136066547831,0.0111111111111111,0.0111111111111111,-0.00832137733142037,0.0264957264957265,0.014085161008385,-0.0181339072214252,-0.121185767485606,-0.122175866495507,-0.2,-0.241937229437229,-0.121486643437863
"MEK",-0.0121326897188966,-0.226785714285714,-0.214285714285714,-0.241937229437229,-0.106371370406086,-0.109639344262295,-0.108,-0.1,-0.12,-0.0939700520470929,0.29961221165288,0,-0.044971870604782,-0.253385503385503,-0.253385503385503,-0.0333333333333333,0.0974199070677427,0.194086573734409,0.183448275862069,-0.0385964912280702,0.18,-0.0462887989203779,-0.0416481469514816,-0.0386741692563143,-0.041393694025273,-0.041025641025641,-0.0333333333333333,0.0339916894840977,-0.0361305361305361,-0.098470351884986,-0.125943581235562,0.111301587301587,0.0647619047619048,0.06,-0.0675656430796618,-0.0675656430796618,0.00273407574411879,0.268391796051371,0.0333333333333333,0.249258519258519,0.253385503385503,-0.00226262474144265,0.0360091404983046,0.055545108486285,-0.0111111111111111,-0.0264957264957265,0.00439980870396939,-0.0301453615322228,-0.0147261866494106,0.0173402564277744,0.120078756415495,0.121185767485606,0.2,0.245466641201935,0.119668461619681
"ERK",-0.0126455102317171,-0.241937229437229,-0.226785714285714,-0.245466641201935,-0.107337553980965,-0.106371370406086,-0.109639344262295,-0.12,-0.108,-0.0933676424085387,0.301595980814287,-0.0333333333333333,-0.0451344722307983,-0.249258519258519,-0.249258519258519,-0.0385964912280702,0.0993697677919767,0.0974199070677427,0.194086573734409,-0.0462887989203779,0.183448275862069,-0.041393694025273,-0.0386741692563143,-0.0397852803674255,-0.0416481469514816,-0.0361305361305361,-0.041025641025641,0.0375617759177693,-0.0363811626969522,-0.10031027828793,-0.12556596365918,0.11033071351518,0.0675656430796618,0.0647619047619048,-0.0675656430796618,-0.0675656430796618,0.00320651668900068,0.266484439103142,0.0333333333333333,0.252888882294823,0.249258519258519,-0.00275282081987402,0.0368447950944049,0.0554064122310839,-0.0264957264957265,-0.0301453615322228,0.00362461490551978,-0.0304223698424722,-0.0177354459086699,0.0162378942230499,0.120382707783277,0.120078756415495,0.214285714285714,0.248218934779917,0.118644570834698
