"","GSK3","SNAI2","Ecadherin","PAK1","RAS","CDC42","ZEB2","PI3K","DELTA","GLI","FOXC2","STAT","SOSGRB2","TCFLEF","cateninnuc","Destcompl","TWIST1","Csl","NOTCHic","NFB","NOTCH","IKK","ERK","cfos","SNAI1","Jagged","AKT","Csn","SMAD","ILK","TrCP","SUFU","SMO","Patched","EGR1","ZEB1","HEY1","SHH","FUS","RKIP","MEK","KLF4","miR200","SRC","AXIN2","Frizzled","cMet","CD44","Wnt","DSH","TGFR","RAF","TGF","LIV1","cateninmemb"
"cateninnuc",0.0170326244033504,0.292831054903808,0.122650853931037,0.0834285714285714,0.16469235969236,0.0865054945054945,-0.0280437039687905,0.163850608850609,0.163850608850609,0.0877547060840688,0.0824455653635982,0.0939393939393939,0.0101705517043314,0.0903608269691005,-0.00972202307232452,0.011816214688441,0.0725545154436518,0.204770872567483,0.20942203535818,0.156818181818182,0.205785671721817,0.166818181818182,0.0826266041180736,0.0687025534851622,-0.0846129589642957,0.0738915816707593,0.162911931818182,0.141666666666667,-0.0177097933141589,-0.0164819624819625,0.166666666666667,0.111111111111111,0.112914389799636,0.113535507812058,0.0702898550724638,-0.0201855945103133,-0.0377697449202829,-0.114624832430794,-0.121111111111111,0.0973216262645543,-0.0812504573290827,-0.00562551327675883,0.00957976086649409,-0.0911616161616162,-0.019250514955176,-0.0898298048982981,-0.0879007465963988,-0.089091222786875,-0.0865689353330807,-0.0939393939393939,-0.0865054945054945,-0.163850608850609,-0.0849771102260185,-0.0939393939393939,-0.143855102679392
"cateninmemb",0.0894572960322029,0.258649961302581,0.149461857773963,0.102727272727273,0.161321991624325,0.112060606060606,-0.0185523992585311,0.166349924585219,0.166349924585219,0.152769218673837,0.106299749735269,0.150980392156863,-0.0335936324516265,0.154535311965921,0.156215984234828,0.0872963083110288,0.165062693978895,0.182200956937799,0.18941745178316,0.146666666666667,0.19573715438539,0.15037037037037,0.102284580186339,0.10331550802139,-0.0260046087639879,0.143878730491214,0.164656084656085,0.18,-0.0281197319016037,-0.0225507246376812,0.2,0.166666666666667,0.179166666666667,0.175940860215054,0.132727272727273,-0.012156862745098,-0.044421224255413,-0.172791253915841,-0.166666666666667,0.0369884351425282,-0.114441442931437,-0.00253164556962025,0.00864168730090518,-0.162608299133607,-0.0819341504783455,-0.162608299133607,-0.15826047304665,-0.153912646959694,-0.157435885340504,-0.150980392156863,-0.119377679231338,-0.166349924585219,-0.118835183752133,-0.133333333333333,-0.193108539884457
"SNAI2",0.0680522184524696,0.384796939296997,0.244867486895602,0.0823529411764706,0.107046825508339,0.0775910364145658,-0.0107497377805748,0.109786551535736,0.109786551535736,0.0828599403910092,0.0877175362823203,0.0709090909090909,-0.0459770114942529,0.0819341504783455,0.082865827496979,0.0669874675810092,0.0859159899328448,0.117543859649123,0.115789473684211,0.108333333333333,0.120984278879016,0.0910919540229885,0.0941176470588235,0.103921568627451,-0.011077694235589,0.0793544619521114,0.0995256889627475,0.133333333333333,-0.0211046181394588,-0.0187122736418511,0.1,0.1,0.0858823529411765,0.0920048019207683,0.133333333333333,-0.00684518565135305,-0.033996383363472,-0.0877794498080922,-0.08,0.0185128205128205,-0.0968203497615262,0,0.0051818187841147,-0.0851948051948052,-0.0679940813989536,-0.0851948051948052,-0.0866032558990305,-0.0833774494474177,-0.0866032558990305,-0.0709090909090909,-0.0852833441068735,-0.109786551535736,-0.0871466981441406,-0.08,-0.209093157156587
"Ecadherin",0.0163032574523522,0.0999927730480395,-0.0492553209849441,0.0267272727272727,0.0493044145032315,0.0413939393939394,-0.0104731510963078,0.0509803921568628,0.0509803921568628,-0.0177948645376354,0.0556728214839949,-0.00392156862745098,-0.0206350997562517,-0.0149535904721105,-0.0143933663824746,0.0152170813389006,-0.0124495076739572,0.0579904306220096,0.0672687811374735,0.0257142857142857,0.0676405283493694,0.0479365079365079,0.0656419868791003,0.0563636363636364,-0.015031328963351,-0.0238707440538104,0.0531313131313131,0.04,-0.0131766852651156,-0.0100289855072464,0.1,-0.0333333333333333,-0.0104166666666667,-0.0200940860215054,0.0563636363636364,-0.00739343829325195,-0.0185230797627166,0.0185192828718991,0.0166666666666667,0.0207174936709447,-0.0746615947222375,-0.00253164556962025,0.0042074519728151,0.0108983128134975,-0.0201183181158075,0.0108983128134975,0.0169852693352366,0.0173197174957717,0.0177948645376354,0.00392156862745098,-0.039930524759793,-0.0509803921568628,-0.0372180473637714,0.0333333333333333,-0.113327565614151
"KLF4",0.0151995046929703,0.099691749568208,0.0518157598329721,0.0227272727272727,0.0509803921568628,0.0267272727272727,-0.00952528379772962,0.0583333333333333,0.0583333333333333,-0.0177948645376354,0.0572746521476104,-0.0333333333333333,-0.0298456260720412,-0.0173197174957717,-0.0149535904721105,0.0140987215998512,-0.0111459694989107,0.0527272727272727,0.0579904306220096,0.04,0.0672687811374735,0.0257142857142857,0.0563636363636364,0.0563636363636364,-0.0143984175709459,-0.0208959156785244,0.0479365079365079,0.1,-0.0100289855072464,-0.00133333333333333,0.1,0,-0.0166666666666667,-0.0104166666666667,0.12,-0.00691950464396285,-0.0124828113063407,0.0200940860215054,0.0333333333333333,0.0195938981653267,-0.0656419868791003,0,0.00327635327635327,0.00392156862745098,-0.0207368748168385,0.00392156862745098,0.0108983128134975,0.0169852693352366,0.0108983128134975,0.0333333333333333,-0.0413939393939394,-0.0583333333333333,-0.039930524759793,0.0333333333333333,-0.110635257921843
"HEY1",0.0151995046929703,0.099691749568208,0.0518157598329721,0.0227272727272727,0.0509803921568628,0.0267272727272727,-0.00952528379772962,0.0583333333333333,0.0583333333333333,-0.0177948645376354,0.0572746521476104,-0.0333333333333333,-0.0298456260720412,-0.0173197174957717,-0.0149535904721105,0.0140987215998512,-0.0111459694989107,0.0527272727272727,0.0579904306220096,0.04,0.0672687811374735,0.0257142857142857,0.0563636363636364,0.0563636363636364,-0.0143984175709459,-0.0208959156785244,0.0479365079365079,0.1,-0.0100289855072464,-0.00133333333333333,0.1,0,-0.0166666666666667,-0.0104166666666667,0.12,-0.00691950464396285,-0.0124828113063407,0.0200940860215054,0.0333333333333333,0.0195938981653267,-0.0656419868791003,0,0.00327635327635327,0.00392156862745098,-0.0207368748168385,0.00392156862745098,0.0108983128134975,0.0169852693352366,0.0108983128134975,0.0333333333333333,-0.0413939393939394,-0.0583333333333333,-0.039930524759793,0.0333333333333333,-0.110635257921843
"FOXC2",0.0151995046929703,0.099691749568208,0.0518157598329721,0.0227272727272727,0.0509803921568628,0.0267272727272727,-0.00952528379772962,0.0583333333333333,0.0583333333333333,-0.0177948645376354,0.0572746521476104,-0.0333333333333333,-0.0298456260720412,-0.0173197174957717,-0.0149535904721105,0.0140987215998512,-0.0111459694989107,0.0527272727272727,0.0579904306220096,0.04,0.0672687811374735,0.0257142857142857,0.0563636363636364,0.0563636363636364,-0.0143984175709459,-0.0208959156785244,0.0479365079365079,0.1,-0.0100289855072464,-0.00133333333333333,0.1,0,-0.0166666666666667,-0.0104166666666667,0.12,-0.00691950464396285,-0.0124828113063407,0.0200940860215054,0.0333333333333333,0.0195938981653267,-0.0656419868791003,0,0.00327635327635327,0.00392156862745098,-0.0207368748168385,0.00392156862745098,0.0108983128134975,0.0169852693352366,0.0108983128134975,0.0333333333333333,-0.0413939393939394,-0.0583333333333333,-0.039930524759793,0.0333333333333333,-0.110635257921843
"IKK",0.227875457875458,0.374819888381532,0.210943278609509,0.15,0.228397365438852,0.172222222222222,0.00326315789473684,0.221355111917725,0.221355111917725,0.115128205128205,0.143751803751804,0.15,0.115126050420168,0.124732724902216,0.120513315619516,0.123194725724766,0.217352941176471,0.145454545454545,0.140692640692641,0.142857142857143,0.142279942279942,0.0595238095238095,0.0548571428571428,0.0428571428571429,0.0121006502685892,0.00190721649484536,0.0622265122265122,0.1,-0.107240099009901,-0.10625,0.2,0.1,0.14,0.128888888888889,0,-0.000736842105263158,-0.111145510835913,-0.132337164750958,-0.12,0.000364298724954464,-0.0615238095238095,-0.00769230769230769,-0.00127090301003344,-0.116666666666667,-0.0966666666666667,-0.116666666666667,-0.116666666666667,-0.115128205128205,-0.116666666666667,-0.15,-0.163131313131313,-0.221355111917725,-0.162331313131313,-0.1,-0.220493352085531
"NFB",0.23493428140487,0.374819888381532,0.211585333184148,0.172222222222222,0.231879952503529,0.163131313131313,0.00594515023190159,0.228397365438852,0.228397365438852,0.124116969173149,0.145743835624314,0.116666666666667,0.114073418841221,0.120513315619516,0.121062335227359,0.117214659279584,0.227194211017741,0.140692640692641,0.142279942279942,0.0595238095238095,0.133892845505749,0.0622265122265122,0.0615238095238095,0.0548571428571428,0.00908695163845221,0.0076626121782986,0.0488931788931789,0.142857142857143,-0.106124857374213,-0.107240099009901,0.1,0.12,0.128888888888889,0.132337164750958,0.0428571428571429,0.00501028433151845,-0.116502653693056,-0.132337164750958,-0.14,-0.00476390640325066,-0.0438767507002801,-0.00769230769230769,-0.00338570663541109,-0.116666666666667,-0.104468085106383,-0.116666666666667,-0.115128205128205,-0.124732724902216,-0.115128205128205,-0.116666666666667,-0.162331313131313,-0.228397365438852,-0.163597135916123,-0.15,-0.217008663595563
"Csn",0.161593392325728,0.0675266478600055,0.0205908811928357,0.125,0.236070883667497,0.132462686567164,0.0268535980148883,0.232040173494752,0.232040173494752,0.0790283857913207,0.127576533495514,0.0833333333333333,0.0549936584803413,0.0821584244358148,0.0798132650852435,0.0581015234717178,0.0956537322736481,0.140909090909091,0.129220779220779,0.136666666666667,0.137874625374625,0.124166666666667,0.0737229437229437,0.0906060606060606,0.107333514286177,0.0113379154770717,0.131366666666667,0.12,-0.00682842945493834,-0.00759963768115942,0.22,0.0142857142857143,0.0183261183261183,0.0129497742400968,0.0633333333333333,0.00996526054590571,-0.0166112956810631,-0.0186874791581296,-0.00317460317460317,-0.0918077507017793,-0.0851812770562771,-0.0293729799612153,-0.0161010196838564,-0.0729885057471264,-0.0642957192319799,-0.0729885057471264,-0.0838318792411023,-0.0789429903522135,-0.0838318792411023,-0.0833333333333333,-0.131180635285113,-0.232040173494752,-0.134760587552416,-0.0666666666666667,-0.0404506064029438
"SOSGRB2",0.165650615552439,-0.148923915866247,-0.114179643146336,0.0428571428571429,0.23417354773287,0.0528571428571429,0.0272305764411028,0.22391713747646,0.22391713747646,-0.00160455486542443,0.0543101343101343,0,0.0966666666666667,0.00521085322000654,0.00196037520853426,0.0944014225893421,0.0675652173913043,0.127272727272727,0.11958041958042,0.133333333333333,0.120988870284645,0.128070175438597,0.0652509652509653,0.0571428571428571,0.0536979388770433,0.015660928061272,0.12390350877193,0.1,0.0112369351079028,0.0105376344086022,0,0,-0.0333333333333333,-0.0306306306306306,0.0238095238095238,0.0148496240601504,-0.0825757575757576,0.0166771422585376,0.0333333333333333,-0.085014619883041,-0.0713115713115713,-0.0300877192982456,-0.0120045914377255,0.0142857142857143,-0.000398789878987899,0.0142857142857143,0.00124223602484472,-0.0031055900621118,0.00595238095238095,0,-0.049010989010989,-0.22391713747646,-0.0525570883017692,0,0.108563823563824
"ERK",-0.110697956770193,0.303470390777716,0.149591240542631,0.0495238095238095,-0.0697779063620648,0.0448509123275478,0.0327712540236631,-0.0683477633477634,-0.0683477633477634,0.0275475401791191,0.0406011581873651,0.0175438596491228,0.0592436430883033,0.0193733482078035,0.0210400148744701,-0.0163417918134891,0.0849553527251985,0.0733100233100233,0.0842589284195124,0.060551948051948,0.0778877372837783,0.0758460656990069,-0.0556480802152115,0.0326852531181218,0.00430354951143332,0.0826897571319301,0.0685066161577225,0.0696428571428571,0.0632214108000293,0.0653490703744974,0.0571428571428571,-0.0666666666666667,-0.0614207650273224,-0.0581527911711133,0.0603448275862069,0.0136563198610217,0.0573191212165656,0.0600851583208717,0.0466666666666667,0.108704920173611,0.0659544869004483,-0.0315338160221547,-0.00532748126155153,-0.0213900134952767,-0.0150521948314477,-0.0271794871794872,-0.0164949086001718,-0.0223473259029707,-0.0222843822843823,-0.0233333333333333,-0.0433910583129493,0.0683477633477634,-0.0425668824887735,-0.0333333333333333,-0.140643933228753
"miR200",0.117313719348174,0.0106540792315195,0.0613715885446771,0.1125,0.00237585332497306,0.153676470588235,0.0363888888888889,0.0011289705319556,0.0011289705319556,0.0237486457204767,0.118891948160241,0.06,0.0943262411347518,0.0248608990970193,0.0227396869758072,0.0061927993112299,-0.00358430935118052,0.0522167487684729,0.0591133004926108,0.00631578947368421,0.0517686677242493,0.0377443609022556,0.0445454545454545,-0.01,0.0386789136789137,0.0433058099576441,0.041517945807916,-0.02,0.00354757303185744,0.0138924006180643,0,-0.02,0,-0.0139240506329114,0,0.0923521505376344,0.0069774011299435,0.0160979636763897,0.02,-0.0264218333286214,-0.0520284477427334,-0.0396307798481712,-0.0727146720757268,-0.0295652173913043,0.00247098095105965,-0.04,-0.00562155541947336,-0.0157339149700352,-0.016056338028169,-0.06,-0.143999051233397,-0.0011289705319556,-0.130626958210141,0,0.00687632526537631
"TGFR",-0.0607887164645809,0.171068237162988,0.1060261381203,-0.0577777777777778,-0.0238826232247285,-0.0673015873015873,0.0642999573909293,-0.0279761904761905,-0.0279761904761905,0.0870532997130684,0.0260929914019908,0.0666666666666667,-0.000243664717348929,0.069325328759291,0.0685281631259872,0.017918425914835,0.0217391590879135,0.0433333333333333,0.0467816091954023,0.0369047619047619,0.0374290912097908,0.0421679197994987,-0.0377610693400167,-0.0488721804511278,0.00158610362552438,0.1138065356129,0.0282144314274057,0.00833333333333333,0.0861652804013038,0.0794037145650049,0.0333333333333333,-0.0733333333333333,-0.0836781609195402,-0.0711781609195402,-0.0857142857142857,0.0439186301946977,0.0794037549197918,0.0683533021624781,0.0733333333333333,-0.0276623376623377,0.0459802474222085,-0.0695143656242054,-0.0436395161506396,-0.0666666666666667,-0.0619755357237474,-0.0857142857142857,-0.0647798742138365,-0.0674114531612049,-0.0838274932614555,-0.0857142857142857,-0.0362698412698413,0.0279761904761905,-0.0341421816953732,-0.1,-0.126849442368345
"TGF",-0.0605442176870748,0.168753422348174,0.108581504389465,-0.08,-0.0279761904761905,-0.0577777777777778,0.0676961838060236,-0.0261904761904762,-0.0261904761904762,0.0838274932614555,0.028276397515528,0.1,-0.00394736842105263,0.0674114531612049,0.069325328759291,0.0171119743019318,0.0235185185185185,0.0333333333333333,0.0433333333333333,0.00833333333333333,0.0467816091954023,0.0369047619047619,-0.0488721804511278,-0.0857142857142857,0.0030610298792117,0.11453117329406,0.0421679197994987,0.0333333333333333,0.0794037145650049,0.0842424242424242,0,-0.133333333333333,-0.0733333333333333,-0.0836781609195402,-0.1,0.0458054226475279,0.0838813668600903,0.0711781609195402,0.0733333333333333,-0.0376623376623377,0.0377610693400167,-0.0695143656242054,-0.0433462610186748,-0.0666666666666667,-0.0581128747795414,-0.0857142857142857,-0.0666666666666667,-0.0647798742138365,-0.0857142857142857,-0.1,0.0673015873015873,0.0261904761904762,-0.0362698412698413,0,-0.126156601721694
"AXIN2",0.0546861957010698,0.106029333113608,0.0463506364776253,0.115833333333333,0.0892423109098177,0.104722222222222,0.0758922657432704,0.0971163266578492,0.0971163266578492,0.0450485441789855,0.100386670316413,0.02,0.0181846515647357,0.0363767181123232,0.0428185685230452,0.038997987410435,0.043867169817136,0.0445614035087719,0.0731328320802005,0.0608695652173913,0.05759229153966,0.0855072463768116,0.0700265937238812,0.0354471544715447,0.0284155435117048,0.0266368062020236,0.0743961352657005,0.1,-0.0317172762824937,-0.0257648953301127,0.0666666666666667,0.05,0.0752747252747253,0.0931318681318681,0.0866666666666667,0.0411425952247736,-0.0332542336599132,-0.0810007205908845,-0.103846153846154,-0.0394110638465477,-0.0486472833790536,-0.0731686613252568,-0.0637313005166891,-0.0548837209302325,-0.0887907203495822,-0.0548837209302325,-0.0324699278267843,-0.0454036817700019,-0.0324699278267843,-0.02,-0.114456735496558,-0.0971163266578492,-0.109836273450354,-0.0666666666666667,-0.0425437990111484
"Destcompl",0.0360853184590991,0.169110459812618,0.0680073422436824,0.135510204081633,0.139061809059959,0.144475721323012,0.0959933483106471,0.136707020990885,0.136707020990885,0.0306067886632107,0.134604505791989,0.0452380952380952,0.0538049807433098,0.0358473775934418,0.0337056131875264,-0.0579604244307204,0.0245007475721804,0.0891578535056796,0.0815491578535057,0.107867494824017,0.0885631859096179,0.105164792121314,0.0634017348771447,0.0770629370629371,0.0193046533765795,0.00182337776913153,0.111876201517287,0.0904761904761905,-0.0495112781954887,-0.051031746031746,0.133333333333333,0.122222222222222,0.116409414340449,0.107601124185008,0.0528205128205128,0.0246798232089629,-0.0591978961209731,-0.113984102908413,-0.104980842911877,-0.00505975452068922,-0.0802793720079464,-0.104509529984966,-0.0644486169014808,-0.0301696020874103,-0.0363767181123232,-0.0301696020874103,-0.0376322886545745,-0.0309158707441267,-0.0371002951567172,-0.0452380952380952,-0.142896773954591,-0.136707020990885,-0.144571650801882,-0.0166666666666667,-0.0518644614494131
