"","PAK1","CDC42","TGFR","Ecadherin","EGR1","ERK","NOTCHic","NOTCH","Jagged","Csn","cMet","ZEB2","TCFLEF","cateninnuc","CD44","TrCP","Wnt","GLI","Frizzled","Destcompl","NFB","ILK","SMAD","RAF","HEY1","SNAI2","KLF4","GSK3","RAS","PI3K","DELTA","LIV1","miR200","AKT","Patched","SHH","FUS","IKK","SRC","DSH","ZEB1","SMO","TWIST1","STAT","SOSGRB2","cateninmemb","AXIN2","RKIP","SUFU","Csl","SNAI1","MEK","cfos","TGF","FOXC2"
"GSK3",-0.165217391304348,-0.158550724637681,-0.152627379689946,-0.227066727557896,-0.0156862745098039,0.0104067357937327,0.138864566805743,0.137046384987561,0.064286006262713,0.2175,-0.136315540506896,-0.257603229493989,-0.136408404010267,-0.136408404010267,-0.137744111935468,0.18,-0.137735269546415,-0.139150363886038,-0.144924812030075,0.0015421061132514,0.19875,0.181929891838648,0.173983864852142,-0.0804973294746825,0.16194677935019,-0.0526092106746898,0.259942835801778,-0.0399880173744712,0.082598169810817,0.0804973294746825,0.0804973294746825,0.15,0.280789653533592,-0.198248968464486,-0.126117612185295,-0.126596081084816,-0.121645021645022,-0.206795977011494,0.144924812030075,0.134210526315789,0.257603229493989,-0.137774053903086,-0.00584554469075613,0.134210526315789,0.0460853572594922,0.0562002649998274,0.192799373396113,0.0708998019524335,-0.145454545454545,-0.138165266106443,0.0292738376105414,-0.0109749176119145,0.000871459694989105,0.153909430971997,0.153410212798218
"ERK",-0.22,-0.192897196261682,-0.189977488232485,0.0324946322874733,0.013448275862069,-0.0753460503790658,0.0774408883897935,0.0782719133205414,0.00672965696497716,0.1,-0.0326463010673537,-0.257134190722573,-0.0256389134191987,-0.0245972467525321,-0.0252671662073028,0.1,-0.0258041958041958,-0.0200397847766269,-0.0223076923076923,0.0163938988413167,0.133333333333333,0.0772628437592349,0.0763509896558914,-0.143466533466533,0.0626007010923351,0.305063080358896,0.265094035345278,0.116326041756501,0.143136500463233,0.143466533466533,0.143466533466533,0,0.275131709752497,-0.119355999280446,-0.0618780670738241,-0.0541485984747902,-0.076,-0.115686274509804,0.0291497975708502,0.03,0.257134190722573,-0.0546885245901639,0.149402353785563,0.0368421052631579,0.127569116967175,-0.0711920489176148,0.0299123637376184,0.169070164350743,-0.04,-0.0854700854700855,0.161609115941491,0.068939365142297,-0.0113206162876009,0.188603861858859,0.174568069395656
"STAT",-0.0545454545454545,-0.0170454545454545,-0.00651913875598086,-0.317392272848742,-0.166666666666667,-0.109019607843137,0.0365129835718071,0.0336003622125838,0.0686168874287911,0.1,-0.134902597402597,-0.236560875022414,-0.129682720889345,-0.130040289423315,-0.130629093129093,0.1,-0.134902597402597,-0.132381588999236,-0.130357142857143,-0.0861972088074268,0.14,0.198067632850242,0.186573379976678,0.136652191894127,0.194666666666667,-0.0740223819086752,0.144394929689047,-0.129243435692034,-0.141129803834426,-0.136652191894127,-0.136652191894127,0.2,0.259660316839492,-0.124019370460048,-0.141627906976744,-0.131893393702408,-0.15,-0.125714285714286,0.130357142857143,0.142857142857143,0.236560875022414,-0.13,-0.110788761463424,0.142857142857143,-0.106773399014778,0.161039671560918,0.186205167381638,-0.0991570141570142,-0.1,-0.0392156862745098,-0.111947814269109,0.0993421884882985,0.126666666666667,0.00313749624390356,-0.0112897068847989
"LIV1",0.0238095238095238,0.0375350140056022,0.0481410746116629,-0.213861852902546,-0.12,-0.0810906411201179,0.110512820512821,0.105018315018315,0.128471796182686,0.183333333333333,-0.1303003003003,-0.231675949395872,-0.129317535357139,-0.129455466391622,-0.132280498320102,0.133333333333333,-0.133216374269006,-0.13565539865925,-0.141111111111111,-0.109567088537388,0.158333333333333,0.195135688684076,0.179651817716334,0.0669934640522876,0.185000881911985,0.0126482602986345,0.236466302367942,-0.144284632034632,-0.0656298276886512,-0.0669934640522876,-0.0669934640522876,0.15,0.252582558942667,-0.15219298245614,-0.163585936166581,-0.162585936166581,-0.15952380952381,-0.168859649122807,0.141111111111111,0.13,0.231675949395872,-0.1821044546851,-0.0718268398268398,0.13,-0.0501925192519252,0.147333283998236,0.172742200328407,-0.107461268013754,-0.176190476190476,-0.108974358974359,-0.119312525183647,0.0770906411201179,0.0895652173913043,-0.0454088341745044,-0.0506559427808129
"EGR1",0.0238095238095238,0.0375350140056022,0.0481410746116629,-0.213861852902546,-0.12,-0.0810906411201179,0.110512820512821,0.105018315018315,0.128471796182686,0.183333333333333,-0.1303003003003,-0.231675949395872,-0.129317535357139,-0.129455466391622,-0.132280498320102,0.133333333333333,-0.133216374269006,-0.13565539865925,-0.141111111111111,-0.109567088537388,0.158333333333333,0.195135688684076,0.179651817716334,0.0669934640522876,0.185000881911985,0.0126482602986345,0.236466302367942,-0.144284632034632,-0.0656298276886512,-0.0669934640522876,-0.0669934640522876,0.15,0.252582558942667,-0.15219298245614,-0.163585936166581,-0.162585936166581,-0.15952380952381,-0.168859649122807,0.141111111111111,0.13,0.231675949395872,-0.1821044546851,-0.0718268398268398,0.13,-0.0501925192519252,0.147333283998236,0.172742200328407,-0.107461268013754,-0.176190476190476,-0.108974358974359,-0.119312525183647,0.0770906411201179,0.0895652173913043,-0.0454088341745044,-0.0506559427808129
"Csl",0.0217777777777778,0.0346810035842294,0.0442351437116179,-0.230185761157788,-0.14,-0.0985714285714286,0.087239873878244,0.0808762375146076,0.10930207746019,0.166666666666667,-0.111508491508491,-0.231264490529444,-0.110854183983955,-0.112054870090301,-0.114365634365634,0.133333333333333,-0.113871719678171,-0.117097526129784,-0.121398601398601,-0.0851441580852471,0.144444444444444,0.196879068174032,0.180212401507366,0.0839137574070108,0.288468314862177,-0.0132334552343935,0.232694962042788,-0.117233638036404,-0.0850166985834814,-0.0839137574070108,-0.0839137574070108,0.12,0.250544747355356,-0.138242894056848,-0.150008514572082,-0.150870583537599,-0.150641025641026,-0.156072351421189,0.121398601398601,0.112307692307692,0.231264490529444,-0.168288084464555,-0.0563271467735442,0.112307692307692,-0.0498560703310382,0.133623435064046,0.160284535569737,-0.103036122671398,-0.158333333333333,-0.0846082949308756,-0.113860270164618,0.0931366459627329,0.104285714285714,-0.0403802684281712,-0.0465997745037948
"SNAI1",0.0375350140056022,0.0481410746116629,0.0454088341745044,-0.214434173402025,-0.0895652173913043,-0.0770906411201179,0.105018315018315,0.102569335426478,0.124707090300333,0.158333333333333,-0.132280498320102,-0.229338926025638,-0.129455466391622,-0.129403840165499,-0.129317535357139,0.183333333333333,-0.13565539865925,-0.13327879902488,-0.133216374269006,-0.111540772747914,0.168859649122807,0.179651817716334,0.175100772205879,0.0656298276886512,0.171310405721509,0.0132181563764085,0.229924246293175,-0.138938097381167,-0.0657940313011307,-0.0656298276886512,-0.0656298276886512,0.13,0.250949513793771,-0.149415204678363,-0.162585936166581,-0.152294674030659,-0.1821044546851,-0.15219298245614,0.1303003003003,0.141111111111111,0.229338926025638,-0.163585936166581,-0.0676217116217116,0.141111111111111,-0.0505698777424912,0.145640710595818,0.170877398463605,-0.100348297302457,-0.15952380952381,-0.110512820512821,-0.217711101696102,0.077987502106665,0.0810906411201179,-0.0429894793357947,-0.0469710634923758
"TCFLEF",-0.174358974358974,-0.169707811568277,-0.169707811568277,-0.161808847341982,-0.112857142857143,-0.087212543554007,0.20892714809501,0.212581633144844,0.123077657980714,0.0948051948051948,0.114273504273504,-0.209441786283892,0.0154168183714964,0.016361835553627,0.115531365908724,0.0857142857142857,0.108391151332328,0.109633387357173,0.104117647058824,-0.134227981414026,0.114805194805195,0.0372991569833675,0.033666269794075,-0.0842612403532981,-0.00221943096393568,0.282789427550151,0.213827349121467,-0.146896370529737,0.0857067068447567,0.0842612403532981,0.0842612403532981,-0.1,0.215945600584155,-0.114840257918799,-0.128064516129032,-0.124997031466456,-0.12,-0.111579388353582,-0.11,-0.0941176470588235,0.209441786283892,-0.12,0.160716268775979,-0.1,0.194448027022877,0.139316858151941,-0.464431257631257,0.0368824907011985,-0.1,-0.206966363781285,-0.0388026106854559,0.0892533598805376,0.0957839721254355,0.169376685740462,0.161612921372056
"SRC",-0.0666666666666667,-0.0416666666666667,-0.0273809523809524,-0.277656042214866,-0.133333333333333,-0.0616161616161616,0.100238095238095,0.110952380952381,0.0355728063984945,0.1,-0.115,-0.202365977837676,-0.112520991603359,-0.109612714198437,-0.110081967213115,0.1,-0.115,-0.110081967213115,-0.125,-0.0562848383500557,0.133333333333333,0.107456140350877,0.104753437648174,-6.67501042970364e-05,0.076009599470374,0.0199156960822036,0.115245478036176,-0.085021645021645,0.0061273561649031,6.67501042970364e-05,6.67501042970364e-05,0.2,0.211333626116235,-0.152136752136752,-0.057037037037037,-0.0599782135076253,-0.0333333333333333,-0.141025641025641,0.125,0.1,0.202365977837676,-0.0533333333333333,0.0181192370847543,0.2,0.0628571428571429,0.149131492291573,0.161657954014195,-0.0050179211469534,-0.0333333333333333,-0.105,-0.0762139520332038,0.0521821993520107,0.106060606060606,0.0201082251082251,0.0235527544351074
"cateninnuc",-0.216571428571429,-0.21810989010989,-0.213512188960465,-0.011132398219677,0.0036231884057971,0.0166229874815455,0.249726273376254,0.249271727921708,0.151355708960248,0.191666666666667,0.132900915509611,-0.160353282670577,0.133726869490905,0.0332021525618798,0.131710439319135,0.166666666666667,0.131607155996674,0.130421385245685,0.125085416866239,-0.000952095784353915,0.182575757575758,0.0503001443001443,0.0460709492114676,-0.184951984951985,0.0163810399607586,0.328321118928093,0.178920674027436,-0.00994459553106367,0.184110234110234,0.184951984951985,0.184951984951985,-0.124242424242424,0.184829302066239,-0.193107007575758,-0.135776058106778,-0.142529870742944,-0.123333333333333,-0.198575757575758,-0.126379176379176,-0.131934731934732,0.160353282670577,-0.141366120218579,0.144379114481539,-0.131934731934732,0.250835561949378,0.126490725502812,-0.282957793348611,-0.0111252081252081,-0.133333333333333,-0.242749529190207,-0.0152108995723159,-0.0189165654631969,-0.011559696342305,0.214167210794526,0.211450724139249
"AXIN2",-0.06125,-0.052608024691358,-0.0455283786736589,-0.0699390290149167,-0.0133333333333333,-0.00435225286832308,-0.0185964912280702,-0.0199478425794215,-0.100249973293452,0.1,-0.151627906976744,-0.144946121007194,-0.153718875575233,-0.154021512842851,-0.153836108869489,0.0666666666666667,-0.151627906976744,-0.153514699429574,-0.151627906976744,0.125916155518004,0.0956521739130435,0.135840809753853,0.134253508166552,-0.0615257311191567,0.135210188455625,-0.198976252269733,0.143691238697149,0.118561520859004,0.0612632639275557,0.0615257311191567,0.0615257311191567,0.133333333333333,0.162878970921817,-0.100676328502415,0.0517399267399267,0.0507563201825497,0.0576923076923077,-0.102898550724638,0.151627906976744,0.14,0.144946121007194,0.0481684981684982,-0.0404369214037909,0.14,-0.040498675393486,-0.105960398201662,0.533533878534491,0.072186281460475,0.05,0.0185964912280702,0.070160361399284,0.00297294252349549,0.0108943089430894,0.0428881146472563,0.0662482404402779
"SNAI2",-0.150980392156863,-0.160504201680672,-0.15794009911657,0.400498938018856,0.0666666666666667,0.0509803921568628,0.172368421052632,0.172368421052632,0.139870910484124,0.133333333333333,0.133316261203585,-0.142798195930355,0.134258507074331,0.133482109558803,0.131165723569177,0.1,0.133316261203585,0.130642464412141,0.129090909090909,0.0764921578309063,0.133333333333333,0.0440643863179074,0.0416720418202998,-0.149175101528132,0.0173447860156721,0.438211518787562,0.148076923076923,0.073161331422201,0.146435375500735,0.149175101528132,0.149175101528132,-0.12,0.15801776203846,-0.146960254812353,-0.135606242496999,-0.145465397426576,-0.12,-0.150574712643678,-0.129090909090909,-0.129090909090909,0.142798195930355,-0.137647058823529,0.148760089801374,-0.129090909090909,0.192663962136579,-0.175231077962023,-0.186248426240502,0.0922820512820513,-0.1,-0.16359649122807,0.0863443355359175,-0.0536830948595655,-0.0607843137254902,0.159803453153837,0.174168518628157
"TWIST1",-0.0957575757575758,-0.0923092998955068,-0.0935592998955068,-0.0781960880127275,-0.0933333333333333,-0.0950495804729214,-0.0614814814814815,-0.0586512928022362,-0.0427136064755608,-0.1,-0.0674940898345154,-0.130672778041199,-0.0669799352068162,-0.0654273187605827,-0.0646828448545957,-0.1,-0.0663742690058479,-0.063174269005848,-0.0611111111111111,-0.0592081313023421,-0.0615384615384615,0.0187505687505687,0.0243611298066744,-0.0115180445857233,0.0288880610914509,0.224837439635698,0.126620804669585,-0.0589665437958591,0.0139153048596959,0.0115180445857233,0.0115180445857233,0.0666666666666667,0.146875589560843,0.0561308747749426,0.117004566210046,0.124393728771622,0.133333333333333,0.0663003663003663,0.0611111111111111,0.0666666666666667,0.130672778041199,0.129333333333333,-0.0558862282517889,0.0666666666666667,0.0174519353009056,0.0762309472792378,0.0985196523906201,0.0743108373543156,0.166666666666667,0.0614814814814815,0.0888990785724535,0.0995271924132199,0.0976811594202898,0.0892312816722722,0.118170492298399
"ZEB2",-0.303896103896104,-0.287532467532468,-0.286852195423624,-0.193468442306943,-0.175,-0.173811544991511,-0.157641025641026,-0.154908785203867,-0.153124053618118,-0.133333333333333,-0.105789473684211,-0.104148304270894,-0.103624632786975,-0.103624632786975,-0.101159844054581,-0.1,-0.0882750582750583,-0.0846053335044161,-0.0754545454545455,-0.0748553322600622,-0.0708333333333333,-0.0414414693287933,-0.0341243961580616,-0.0218614718614719,-0.0177362959621024,0.00254332342267196,0.00554874347562174,0.00860347736846074,0.0143668251805297,0.0218614718614719,0.0218614718614719,0.05,0.0557956893258795,0.0660565939771547,0.0701393728222996,0.0774121000950269,0.0785714285714286,0.0819444444444444,0.09,0.0954545454545455,0.104148304270894,0.104285714285714,0.108477085097281,0.11,0.115201465201465,0.117396956834797,0.120498756107065,0.148067632850242,0.15,0.158974358974359,0.159435219284248,0.171372520601267,0.180263157894737,0.279973888545317,0.290703962703963
"KLF4",-0.109090909090909,-0.113090909090909,-0.103757575757576,0.218255798431427,0.04,0.0373262032085562,0.121435406698565,0.116280767523307,0.0407114624505929,0.1,0.0344277245782034,-0.103581011351909,0.0346952831066315,0.0315819580754982,0.0283407680564642,0.1,0.0344277245782034,0.0275311728540654,0.0274509803921569,0.0205636033119174,0.08,0.0373333333333333,0.0257391304347826,-0.0987179487179487,0.0166386554621849,0.154801412268811,0.111111111111111,0.0180399500863277,0.0906297134238311,0.0987179487179487,0.0987179487179487,-0.0333333333333333,0.124236874236874,-0.088994708994709,-0.0375,-0.0536290322580645,-0.0333333333333333,-0.103809523809524,-0.0274509803921569,-0.0333333333333333,0.103581011351909,-0.05,0.0330718954248366,-0.0333333333333333,0.151129216695254,-0.0861621440889734,-0.131165723569177,0.0243661100803958,0,-0.110909090909091,0.0145985445599227,-0.0466045537240201,-0.0490909090909091,0.108147819660015,0.131955367345567
"Ecadherin",-0.113090909090909,-0.103757575757576,-0.108147819660015,0.116989975646616,0.0490909090909091,0.0466045537240201,0.116280767523307,0.122600470125537,0.0413979613064281,0.08,0.0283407680564642,-0.09789380756044,0.0315819580754982,0.0340095957972536,0.0346952831066315,0.1,0.0275311728540654,0.0341978395207321,0.0344277245782034,0.0203772100220758,0.103809523809524,0.0257391304347826,0.034213706705969,-0.0906297134238311,0.00657154136822514,0.154018751221249,0.118706047819972,0.0175984489825749,0.0948196575579093,0.0906297134238311,0.0906297134238311,-0.0333333333333333,0.124795533454751,-0.104579124579125,-0.0536290322580645,-0.0441802133604267,-0.05,-0.088994708994709,-0.0344277245782034,-0.0274509803921569,0.09789380756044,-0.0375,0.0325132362069595,-0.0274509803921569,0.145866058800518,-0.0892390671658964,-0.134258507074331,0.015002814200246,-0.0333333333333333,-0.121435406698565,0.0168137344333405,-0.046212396861275,-0.0373262032085562,0.103627023999979,0.128065207162501
"cateninmemb",-0.113090909090909,-0.103757575757576,-0.108147819660015,-0.146610021161631,0.0490909090909091,0.0466045537240201,0.116280767523307,0.122600470125537,0.0413979613064281,0.08,0.0283407680564642,-0.09789380756044,0.0315819580754982,0.0340095957972536,0.0346952831066315,0.1,0.0275311728540654,0.0341978395207321,0.0344277245782034,0.0203772100220758,0.103809523809524,0.0257391304347826,0.034213706705969,-0.0906297134238311,0.00657154136822514,0.154018751221249,0.118706047819972,0.0175984489825749,0.0948196575579093,0.0906297134238311,0.0906297134238311,-0.0333333333333333,0.124795533454751,-0.104579124579125,-0.0536290322580645,-0.0441802133604267,-0.05,-0.088994708994709,-0.0344277245782034,-0.0274509803921569,0.09789380756044,-0.0375,0.0325132362069595,-0.0274509803921569,0.145866058800518,0.0382776568748558,-0.134258507074331,0.015002814200246,-0.0333333333333333,-0.121435406698565,0.0168137344333405,-0.046212396861275,-0.0373262032085562,0.103627023999979,0.128065207162501
"Destcompl",-0.0322448979591837,-0.0260380014074595,-0.0260380014074595,-0.0560217896524868,-0.0133333333333333,-0.00588176850471932,-0.0258480219349785,-0.0272508275462009,-0.00104059362084555,0.0380952380952381,-0.0498078751707866,-0.0909850887626096,-0.0488632830628333,-0.0489652718440673,-0.0483153378573538,0.0666666666666667,-0.049295585135813,-0.0483679413510264,-0.04632528810611,-0.0817974541804985,0.0511387163561077,0.0886507936507937,0.0866624895572264,-0.0170460844941935,0.0891482876098261,-0.149124796807434,0.0874680093263307,0.0148320729244247,0.0154762257814776,0.0170460844941935,0.0170460844941935,0.0388888888888889,0.11717695518607,-0.0430306082479995,0.0238935824463786,0.0271817836069202,0.0160919540229885,-0.0430306082479995,0.04632528810611,0.0531746031746032,0.0909850887626096,0.0275205254515599,-0.0378987535393293,0.0531746031746032,-0.0404138798436624,-0.00309501607670285,0.153718875575233,-0.0258275015225716,0.0333333333333333,0.0236741088915002,-0.0332671341213286,0.00377206386336911,0.00424242424242424,0.0259394792399718,0.0313795040481099
"NFB",-0.1,-0.104545454545455,-0.0989454545454545,-0.0939250505699796,-0.0142857142857143,-0.00806349206349206,0.0122655122655123,0.0116203509751897,-0.0856950952827241,0.114285714285714,-0.091965811965812,-0.0417753579350676,-0.0945189121589036,-0.0958522454922369,-0.0970505577285238,0.1,-0.091965811965812,-0.0964601939882839,-0.0965811965811966,0.0327056980095448,-0.00238095238095238,-0.0688668866886689,-0.0729561060195239,-0.113118274072749,-0.0711853162317559,0.199756032048636,0.0371794871794872,0.11861452273217,0.110133199445883,0.113118274072749,0.113118274072749,0.1,0.0477090469406245,-0.0120935220935221,0.10492975734355,0.0977008416808998,0.12,-0.0165379665379665,0.0965811965811966,0.0888888888888889,0.0417753579350676,0.101481481481481,0.0247525676937442,0.0888888888888889,0.0867669172932331,0.0660203478559593,0.126884498480243,0.0855331371724814,0.12,-0.00432900432900433,0.0748243229112203,0.00610270774976657,0.0102857142857143,0.0995783659378596,0.130741564765469
