"","TCFLEF","GSK3","GLI","cMet","Destcompl","Wnt","RAS","Frizzled","RAF","PI3K","DSH","LIV1","ZEB2","SOSGRB2","miR200","AKT","TWIST1","SHH","TGF","IKK","TGFR","CDC42","SUFU","ZEB1","KLF4","PAK1","SNAI1","TrCP","SMAD","ILK","HEY1","Csn","SMO","FUS","NFB","Patched","RKIP","Csl","FOXC2","NOTCHic","NOTCH","EGR1","cfos","SNAI2","ERK","MEK","Jagged","STAT","DELTA","SRC","Ecadherin","CD44","cateninmemb","cateninnuc","AXIN2"
"AKT",0.33891337690698,0.152186612670484,0.329769789220846,0.314685990338164,0.381362428289871,0.314685990338164,0.162465979198773,0.294685990338164,0.151622605704797,0.151622605704797,0.255555555555556,0.2,-0.0197948362409324,0.180683760683761,-0.0065825315102075,0.0611271081859317,0.213509589231339,0.175499325236167,0.0894604108241189,0.152036199095023,0.0837202295552367,0.0666470588235294,0.15,0.114177789842289,-0.0227845254161044,0.0426470588235294,0.0436770973327037,0.1,0.100634532600919,0.0935638255302121,0.0902861532804871,-0.133333333333333,-0.157692307692308,-0.15,-0.13921568627451,-0.166025641025641,0.0365089514066496,-0.0653846153846154,0.0991525154349288,-0.0718362282878412,-0.0742752526780851,0.0333333333333333,0.0274509803921569,-0.11790287092083,0.0225329476052716,0.0174696564660311,-0.0741663762054142,-0.255555555555556,-0.151622605704797,-0.294685990338164,-0.176543217955305,-0.328810284123475,-0.245322574300444,-0.347374915368519,-0.365093690905965
"PI3K",0.328810284123475,0.141702741702742,0.314685990338164,0.294685990338164,0.372677564766297,0.294685990338164,0.151622605704797,0.255555555555556,0.136554112554113,0.136554112554113,0.2,0.1,-0.0191099047340831,0.158461538461538,-0.00979108765994012,0.152036199095023,0.203417846112073,0.166025641025641,0.0837202295552367,0.13921568627451,0.0666470588235294,0.0426470588235294,0.1,0.117602447376536,-0.0219298245614035,0.025,0.0374114331723027,0,0.0935638255302121,0.0895638255302121,0.0865267547842465,-0.1,-0.15,-0.15,-0.133333333333333,-0.157692307692308,0.0334033613445378,-0.05,0.0923855981416957,-0.0653846153846154,-0.0718362282878412,0.0333333333333333,0.0333333333333333,-0.113782267905754,0.0274509803921569,0.0225329476052716,-0.0675438596491228,-0.2,-0.136554112554113,-0.255555555555556,-0.173664430076517,-0.314685990338164,-0.237677314361606,-0.33891337690698,-0.345238095238095
"ILK",0.328810284123475,0.141702741702742,0.314685990338164,0.294685990338164,0.372677564766297,0.294685990338164,0.151622605704797,0.255555555555556,0.136554112554113,0.136554112554113,0.2,0.1,-0.0191099047340831,0.158461538461538,-0.00979108765994012,0.152036199095023,0.203417846112073,0.166025641025641,0.0837202295552367,0.13921568627451,0.0666470588235294,0.0426470588235294,0.1,0.117602447376536,-0.0219298245614035,0.025,0.0374114331723027,0,0.0935638255302121,0.0895638255302121,0.0865267547842465,-0.1,-0.15,-0.15,-0.133333333333333,-0.157692307692308,0.0334033613445378,-0.05,0.0923855981416957,-0.0653846153846154,-0.0718362282878412,0.0333333333333333,0.0333333333333333,-0.113782267905754,0.0274509803921569,0.0225329476052716,-0.0675438596491228,-0.2,-0.136554112554113,-0.255555555555556,-0.173664430076517,-0.314685990338164,-0.237677314361606,-0.33891337690698,-0.345238095238095
"ZEB1",0.199322749238612,0.135448781143574,0.20608031437174,0.196707501011662,0.23870036177086,0.204362101313321,0.163478136345454,0.202439024390244,0.161745852880887,0.161745852880887,0.2,0.2,-0.01721213730562,0.0676413255360624,0.0755131275391905,0.0967886930440856,0.228632479112205,0.0882397345868144,0.0909148623924045,0.0939315501869428,0.0893400592427982,0.0908629018823921,0.0666666666666667,-0.165108077829217,-0.0244179200128172,0.0952107279693487,0.0690637441655814,0.0666666666666667,0.0106852356220236,0.0154929279297159,0.0211642933922727,-0.0666666666666667,-0.0848484848484849,-0.0666666666666667,-0.0824561403508772,-0.0907308377896613,0.0887782494745744,0.0291666666666667,0.220102657422933,0.0350490196078431,0.0358754658888349,0.05,0.054,-0.13294938569389,0.0598823529411765,0.0620849961129826,-0.0282039756631739,-0.192307692307692,-0.161745852880887,-0.194746716697936,-0.0199690081862673,-0.198790834344995,-0.165938248006042,-0.199616291312976,-0.237639124984293
"FUS",0.303854214825089,0.307876617543144,0.183760683760684,0.278888888888889,0.360729438614348,0.172222222222222,0.351282848739561,0.15,0.345605992844365,0.345605992844365,0.15,0.2,-0.00721638764687532,0.0445344129554656,0.0552775440292673,0.128241758241758,0.177032360355428,-0.0191414141414142,-0.0266110791642707,0.112857142857143,-0.0287387387387387,-0.0233333333333333,-0.2,-0.155918339052373,-0.0160291438979964,-0.04,0.0677187490942817,0.1,-0.0698515104966718,-0.0692063492063492,-0.0821627647714604,-0.05,0.055,0.08,-0.0928571428571429,0.0383333333333333,0.0724480445099002,-0.0575757575757576,0.211869328493648,-0.0475757575757576,-0.0475757575757576,-0.02,-0.0276923076923077,-0.101510850114825,-0.0489044289044289,-0.0408584518929347,-0.242724867724868,-0.25,-0.345605992844365,-0.256666666666667,0.0178560456737697,-0.289568500539374,-0.17886318088354,-0.312821606129436,-0.43836718004634
"TrCP",0.367830008226048,0.170238636363636,0.354463937621832,0.332472472472472,0.369719215050073,0.334463937621832,0.206753691868469,0.308148148148148,0.193117328232106,0.193117328232106,0.26,0.2,-0.00379333232739024,0.106696919691969,0.00359742112504131,0.182285575048733,0.152769151138716,0.190832508391648,0.0418494074231779,0.156359649122807,0.0341991341991342,0.019047619047619,0.147619047619048,0.0878913121736787,-0.00809263596148842,-0.0142857142857143,0.0326696633980402,0.133333333333333,0.0866086362860556,0.081447345963475,0.0874805244436605,-0.133333333333333,-0.150844854070661,-0.147619047619048,-0.145833333333333,-0.171832508391648,-0.0356803049620729,0.0512820512820513,0.0233122012471936,0.0374358974358974,0.0429304029304029,0,-0.0217391304347826,-0.117335476436465,-0.0369933677229182,-0.0396600343895849,-0.0507415218132243,-0.26,-0.193117328232106,-0.308148148148148,-0.256688733453942,-0.352274452670492,-0.350319190950578,-0.380105870295013,-0.392469250549927
"LIV1",0.367830008226048,0.170238636363636,0.354463937621832,0.332472472472472,0.369719215050073,0.334463937621832,0.206753691868469,0.308148148148148,0.193117328232106,0.193117328232106,0.26,0.2,-0.00379333232739024,0.106696919691969,0.00359742112504131,0.182285575048733,0.152769151138716,0.190832508391648,0.0418494074231779,0.156359649122807,0.0341991341991342,0.019047619047619,0.147619047619048,0.0878913121736787,-0.00809263596148842,-0.0142857142857143,0.0326696633980402,0.133333333333333,0.0866086362860556,0.081447345963475,0.0874805244436605,-0.133333333333333,-0.150844854070661,-0.147619047619048,-0.145833333333333,-0.171832508391648,-0.0356803049620729,0.0512820512820513,0.0233122012471936,0.0374358974358974,0.0429304029304029,0,-0.0217391304347826,-0.117335476436465,-0.0369933677229182,-0.0396600343895849,-0.0507415218132243,-0.26,-0.193117328232106,-0.308148148148148,-0.256688733453942,-0.352274452670492,-0.350319190950578,-0.380105870295013,-0.392469250549927
"EGR1",0.367830008226048,0.170238636363636,0.354463937621832,0.332472472472472,0.369719215050073,0.334463937621832,0.206753691868469,0.308148148148148,0.193117328232106,0.193117328232106,0.26,0.2,-0.00379333232739024,0.106696919691969,0.00359742112504131,0.182285575048733,0.152769151138716,0.190832508391648,0.0418494074231779,0.156359649122807,0.0341991341991342,0.019047619047619,0.147619047619048,0.0878913121736787,-0.00809263596148842,-0.0142857142857143,0.0326696633980402,0.133333333333333,0.0866086362860556,0.081447345963475,0.0874805244436605,-0.133333333333333,-0.150844854070661,-0.147619047619048,-0.145833333333333,-0.171832508391648,-0.0356803049620729,0.0512820512820513,0.0233122012471936,0.0374358974358974,0.0429304029304029,0,-0.0217391304347826,-0.117335476436465,-0.0369933677229182,-0.0396600343895849,-0.0507415218132243,-0.26,-0.193117328232106,-0.308148148148148,-0.256688733453942,-0.352274452670492,-0.350319190950578,-0.380105870295013,-0.392469250549927
"cfos",0.352274452670492,0.156420454545455,0.334463937621832,0.308148148148148,0.357238012042555,0.308148148148148,0.193117328232106,0.26,0.172385620915033,0.172385620915033,0.2,0.1,-0.00282870210230985,0.0819444444444444,0.000551735845853493,0.156359649122807,0.138095238095238,0.171832508391648,0.0341991341991342,0.145833333333333,0.019047619047619,-0.0142857142857143,0.133333333333333,0.0959298973826819,-0.00317460317460317,-0.0571428571428571,0.0238391144720259,0.1,0.081447345963475,0.0669312169312169,0.0771864067966017,-0.133333333333333,-0.147619047619048,-0.147619047619048,-0.133333333333333,-0.150844854070661,-0.0406526806526807,0.0666666666666667,0.0108984081437453,0.0512820512820513,0.0374358974358974,0.08,0,-0.11046386703321,-0.0217391304347826,-0.0369933677229182,-0.0439930555555556,-0.2,-0.172385620915033,-0.26,-0.253989771516226,-0.332472472472472,-0.339330179961567,-0.367830008226048,-0.366683087027915
"DELTA",0.326806526806527,0.147509578544061,0.269230769230769,0.2,0.319351351351351,0.2,0.176969696969697,0.1,0.113333333333333,0.113333333333333,0,0,-0.00193236714975845,0.02,-0.00727272727272727,0.144444444444444,0.111,0.166025641025641,-0.000444444444444442,0.133333333333333,-0.0444444444444444,-0.1,0,0.0797101449275362,0.0111111111111111,0,0.0166666666666667,0,0.0595238095238095,0.0833333333333333,-0.0166666666666667,0,-0.133333333333333,-0.1,-0.1,-0.158333333333333,-0.0256410256410257,0,0.00142857142857143,-0.02,-0.0485714285714286,-0.1,0,-0.0923831070889894,-0.02,-0.02,-0.0273593073593074,0,-0.113333333333333,-0.1,-0.27140350877193,-0.269230769230769,-0.337580025608195,-0.358674658674659,-0.28
"SMO",0.289568500539374,0.301522102492976,0.172222222222222,0.256666666666667,0.351240387519457,0.15,0.345605992844365,0.15,0.329326923076923,0.329326923076923,0.1,0.1,-0.00169491525423729,0.0368421052631579,0.0493369499698614,0.112857142857143,0.163943355119826,-0.0383333333333333,-0.0287387387387387,0.0928571428571429,-0.0233333333333333,-0.04,-0.1,-0.14180790960452,-0.0111111111111111,-0.1,0.0620583717357911,0,-0.0692063492063492,-0.0866666666666666,-0.0923076923076923,-0.1,0.08,0.2,-0.05,0.055,0.056984126984127,-0.0666666666666667,0.193448275862069,-0.0575757575757576,-0.0475757575757576,0,-0.02,-0.093431855500821,-0.0276923076923077,-0.0489044289044289,-0.242724867724868,-0.2,-0.329326923076923,-0.25,0.0170341278655505,-0.278888888888889,-0.169365974179629,-0.303854214825089,-0.422839229735781
"SHH",-0.256666666666667,-0.271794871794872,-0.15,-0.2,-0.325454545454545,-0.1,-0.323076923076923,0,-0.3,-0.3,0,0,0,0,-0.0333333333333333,-0.05,-0.15,0.08,0.04,-0.1,0.1,0.1,0.2,0.15,0,0.2,-0.0333333333333333,0,0.116666666666667,0.133333333333333,0.133333333333333,0,-0.1,-0.2,0,-0.2,-0.08,0.1,-0.2,0,0.0666666666666667,0,-0.1,0.0839080459770115,0,0.02,0.242857142857143,0.1,0.3,0.1,-0.0402777777777778,0.25,0.149247311827957,0.278888888888889,0.371428571428571
"Patched",0.278888888888889,0.290842490842491,0.15,0.25,0.341938061938062,0.15,0.329326923076923,0.1,0.323076923076923,0.323076923076923,0,0.1,0,0,0.0404761904761905,0.0928571428571429,0.146296296296296,-0.055,-0.0233333333333333,0.05,-0.04,-0.1,-0.2,-0.133333333333333,-0.0111111111111111,-0.1,0.043010752688172,0,-0.0866666666666666,-0.116666666666667,-0.125641025641026,0,0.2,0.1,-0.1,0.08,0.0514285714285714,0,0.19,-0.0666666666666667,-0.0575757575757576,0.1,0,-0.0905747126436782,-0.02,-0.0276923076923077,-0.239153439153439,-0.1,-0.323076923076923,-0.2,0.0218311758360302,-0.256666666666667,-0.154802867383513,-0.289568500539374,-0.398701298701299
"NOTCH",-0.358674658674659,-0.188418669453152,-0.326806526806527,-0.269230769230769,-0.350192472846678,-0.269230769230769,-0.224795783926219,-0.2,-0.176969696969697,-0.176969696969697,-0.1,0,0.00193236714975845,-0.0673684210526316,0.00441558441558442,-0.166666666666667,-0.139813559322034,-0.177790346907994,-0.0350394265232975,-0.144444444444444,0.000444444444444442,0.0444444444444444,-0.1,-0.0945249597423511,0.00193236714975845,0.1,-0.0243589743589744,0,-0.0695238095238095,-0.0595238095238095,0.0297101449275362,0.1,0.158333333333333,0.133333333333333,0.133333333333333,0.166025641025641,0.0428824049513705,0.02,-0.0116326530612245,0.0485714285714286,-0.0352995391705069,0,0.02,0.105610620316503,0.02,0.0414285714285714,0.0718037518037518,0.1,0.176969696969697,0.2,0.281887379739672,0.326806526806527,0.357998873775734,0.385205270919557,0.346037735849057
"Jagged",-0.326806526806527,-0.147509578544061,-0.269230769230769,-0.2,-0.319351351351351,-0.2,-0.176969696969697,-0.1,-0.113333333333333,-0.113333333333333,0,0,0.00193236714975845,-0.02,0.00727272727272727,-0.144444444444444,-0.111,-0.166025641025641,0.000444444444444442,-0.133333333333333,0.0444444444444444,0.1,0,-0.0797101449275362,-0.0111111111111111,0,-0.0166666666666667,0,-0.0595238095238095,-0.0833333333333333,0.0166666666666667,0,0.133333333333333,0.1,0.1,0.158333333333333,0.0256410256410257,0,-0.00142857142857143,0.02,0.0485714285714286,0.1,0,0.0923831070889894,0.02,0.02,0.0273593073593074,0,0.113333333333333,0.1,0.27140350877193,0.269230769230769,0.337580025608195,0.358674658674659,0.28
"CDC42",-0.352274452670492,-0.156420454545455,-0.334463937621832,-0.308148148148148,-0.357238012042555,-0.308148148148148,-0.193117328232106,-0.26,-0.172385620915033,-0.172385620915033,-0.2,-0.1,0.00282870210230985,-0.0819444444444444,-0.000551735845853493,-0.156359649122807,-0.138095238095238,-0.171832508391648,-0.0341991341991342,-0.145833333333333,-0.019047619047619,0.0142857142857143,-0.133333333333333,-0.0959298973826819,0.00317460317460317,0.157142857142857,-0.0238391144720259,-0.1,-0.081447345963475,-0.0669312169312169,-0.0771864067966017,0.133333333333333,0.147619047619048,0.147619047619048,0.133333333333333,0.150844854070661,0.0406526806526807,-0.0666666666666667,-0.0108984081437453,-0.0512820512820513,-0.0374358974358974,0.02,0,0.11046386703321,0.0217391304347826,0.0369933677229182,0.0439930555555556,0.2,0.172385620915033,0.26,0.253989771516226,0.332472472472472,0.339330179961567,0.367830008226048,0.366683087027915
"PAK1",-0.367830008226048,-0.170238636363636,-0.354463937621832,-0.332472472472472,-0.369719215050073,-0.334463937621832,-0.206753691868469,-0.308148148148148,-0.193117328232106,-0.193117328232106,-0.26,-0.2,0.00379333232739024,-0.106696919691969,-0.00359742112504131,-0.182285575048733,-0.152769151138716,-0.190832508391648,-0.0418494074231779,-0.156359649122807,-0.0341991341991342,-0.019047619047619,-0.147619047619048,-0.0878913121736787,0.00809263596148842,0.0142857142857143,-0.0326696633980402,-0.133333333333333,-0.0866086362860556,-0.081447345963475,-0.0874805244436605,0.133333333333333,0.150844854070661,0.147619047619048,0.145833333333333,0.171832508391648,0.0356803049620729,-0.0512820512820513,-0.0233122012471936,-0.0374358974358974,-0.0429304029304029,0,0.0217391304347826,0.117335476436465,0.0369933677229182,0.0396600343895849,0.0507415218132243,0.26,0.193117328232106,0.308148148148148,0.256688733453942,0.352274452670492,0.350319190950578,0.380105870295013,0.392469250549927
"NOTCHic",-0.385205270919557,-0.214038504163896,-0.36013986013986,-0.326806526806527,-0.371859139513345,-0.326806526806527,-0.249918936635578,-0.269230769230769,-0.224795783926219,-0.224795783926219,-0.2,-0.1,0.00415458937198068,-0.112822966507177,-0.00309886645146761,-0.187596899224806,-0.161826137938386,-0.204672067338101,-0.0547846494532338,-0.166666666666667,-0.0350394265232975,0.000444444444444442,-0.133333333333333,-0.0893397745571659,0.00550379572118703,0.0444444444444444,-0.0344118844118844,-0.1,-0.083192874272011,-0.0695238095238095,0.0220178372352285,0.133333333333333,0.166025641025641,0.158333333333333,0.144444444444444,0.177790346907994,0.0358401514302437,0.0485714285714286,-0.0293745885450955,-0.0352995391705069,-0.0221416444336648,0.02,0.02,0.117033466007885,0.0414285714285714,0.0557142857142857,0.087035539883222,0.2,0.224795783926219,0.269230769230769,0.289697486937222,0.358674658674659,0.376457291625632,0.404899927408106,0.390482180293501
"Csl",-0.404899927408106,-0.231564277359772,-0.386752763365667,-0.358674658674659,-0.38776407552797,-0.36013986013986,-0.267933642517931,-0.326806526806527,-0.249918936635578,-0.249918936635578,-0.269230769230769,-0.2,0.00581204793551659,-0.141278251060023,-0.00636684030767676,-0.217829457364341,-0.181013496854865,-0.226223791476032,-0.0654422458251159,-0.187596899224806,-0.0547846494532338,-0.0350394265232975,-0.158333333333333,-0.080499995551641,0.0112180814354727,0.000444444444444442,-0.0438980504197895,-0.133333333333333,-0.088192874272011,-0.083192874272011,0.0122139156666011,0.144444444444444,0.177790346907994,0.166025641025641,0.166666666666667,0.204672067338101,0.0298493680201055,-0.0352995391705069,-0.0448918299244058,-0.0221416444336648,-0.0266870989791194,0.02,0.0414285714285714,0.125460013360607,0.0557142857142857,0.0600621118012422,0.0990147065498887,0.269230769230769,0.249918936635578,0.326806526806527,0.293302138100012,0.385205270919557,0.390218759515541,0.420394495732863,0.423644134021007
"SNAI1",-0.380105870295013,-0.179149527452745,-0.370003242923478,-0.352274452670492,-0.379313513295687,-0.354463937621832,-0.216770112229717,-0.334463937621832,-0.206753691868469,-0.206753691868469,-0.308148148148148,-0.26,0.00686836307769774,-0.117640315918384,-0.00503834331524304,-0.200341130604289,-0.165384535754101,-0.201900469556697,-0.0476961816167263,-0.182285575048733,-0.0418494074231779,-0.0341991341991342,-0.147619047619048,-0.081864251903076,0.0108963742792454,-0.019047619047619,-0.137118061974553,-0.133333333333333,-0.0867316375160679,-0.0866086362860556,-0.0910519530150891,0.145833333333333,0.171832508391648,0.150844854070661,0.156359649122807,0.190832508391648,0.0298225643762989,-0.0374358974358974,-0.0348750983247031,-0.0429304029304029,-0.0453793825222397,0.0217391304347826,0.0369933677229182,0.122866820720743,0.0396600343895849,0.0396600343895849,0.0587415218132243,0.308148148148148,0.206753691868469,0.332472472472472,0.257625257907636,0.367830008226048,0.357814873161286,0.388469318926918,0.411816569897247
