"","Ecadherin","cateninmemb","LIV1","DSH","KLF4","FUS","SHH","STAT","Frizzled","cateninnuc","SMO","SUFU","SRC","SMAD","AXIN2","ILK","HEY1","Jagged","RKIP","NOTCHic","NOTCH","SNAI1","SOSGRB2","PAK1","MEK","ERK","FOXC2","cfos","EGR1","TGFR","TGF","ZEB2","ZEB1","Csl","CDC42","TWIST1","miR200","SNAI2","TrCP","Patched","Destcompl","TCFLEF","Csn","cMet","CD44","AKT","Wnt","GLI","IKK","NFB","RAF","PI3K","DELTA","RAS","GSK3"
"cateninnuc",0.115450936469622,0.126195411226809,0.0787878787878788,0.0557109557109557,0.125714025002281,0.0511111111111111,0.0382500262320815,0.0557109557109557,0.0488616406424626,-0.0431254142506972,0.0396357012750455,0.0111111111111111,0.0473776223776224,0.0267953024692452,0.00306484394157908,0.0247489177489177,0.0431609247156217,-0.0420101842519787,0.028069070714232,-0.145505773806917,-0.148687591988735,0.0111937968632128,-0.117140116933178,0.0588571428571429,-0.0798790471269555,0.0853836342829188,0.0374205739615576,-0.0790545203588682,0.0615942028985507,-0.055037514209928,-0.0570025797121114,-0.158701142497902,-0.158701142497902,0.150156936597615,-0.0619340659340659,0.109930554273179,-0.178514383527337,0.0120713746173404,-0.1,-0.0328034031383996,-0.00310331962108088,-0.0555766017669775,-0.1,-0.0593341441167528,-0.0589373187199274,-0.121520833333333,-0.060818162381593,-0.0600276485476009,-0.129333333333333,-0.133333333333333,-0.126690921690922,-0.126690921690922,-0.126690921690922,-0.128374423374423,-0.0182433740310371
"KLF4",0.258695544530354,0.22764256971574,-0.0333333333333333,0,0.0851851851851852,-0.0333333333333333,-0.0118951612903226,0,0.0176470588235294,0.00306484394157908,-0.0166666666666667,0,0.0176470588235294,0.0105507246376812,0.0282676902077175,0.012,0.0228418640183346,0.00340375266911999,-0.0101834673263245,-0.0866985645933014,-0.0794820697479406,-0.0105644325836528,-0.0844625500285878,0.00454545454545455,-0.0858856607310216,0.0745454545454545,0.0363502946382559,-0.0745454545454545,0.12,-0.0232121212121212,-0.0227243163340724,-0.098343653250774,-0.098343653250774,0.0709090909090909,-0.0165454545454545,0.0162745098039216,-0.11981684981685,-0.0176559816299006,-0.1,-0.00208333333333333,-0.0211113817483097,-0.00568003696773101,-0.1,0.00328317373461012,0.00067447808243621,-0.0691005291005291,0.00328317373461012,-0.000165102127458842,-0.0542857142857143,-0.04,-0.0651282051282051,-0.0651282051282051,-0.0651282051282051,-0.062922322775264,-0.0270657037115049
"HEY1",0.258695544530354,0.22764256971574,-0.0333333333333333,0,0.0851851851851852,-0.0333333333333333,-0.0118951612903226,0,0.0176470588235294,0.00306484394157908,-0.0166666666666667,0,0.0176470588235294,0.0105507246376812,0.0282676902077175,0.012,0.0228418640183346,0.00340375266911999,-0.0101834673263245,-0.0866985645933014,-0.0794820697479406,-0.0105644325836528,-0.0844625500285878,0.00454545454545455,-0.0858856607310216,0.0745454545454545,0.0363502946382559,-0.0745454545454545,0.12,-0.0232121212121212,-0.0227243163340724,-0.098343653250774,-0.098343653250774,0.0709090909090909,-0.0165454545454545,0.0162745098039216,-0.11981684981685,-0.0176559816299006,-0.1,-0.00208333333333333,-0.0211113817483097,-0.00568003696773101,-0.1,0.00328317373461012,0.00067447808243621,-0.0691005291005291,0.00328317373461012,-0.000165102127458842,-0.0542857142857143,-0.04,-0.0651282051282051,-0.0651282051282051,-0.0651282051282051,-0.062922322775264,-0.0270657037115049
"FOXC2",0.258695544530354,0.22764256971574,-0.0333333333333333,0,0.0851851851851852,-0.0333333333333333,-0.0118951612903226,0,0.0176470588235294,0.00306484394157908,-0.0166666666666667,0,0.0176470588235294,0.0105507246376812,0.0282676902077175,0.012,0.0228418640183346,0.00340375266911999,-0.0101834673263245,-0.0866985645933014,-0.0794820697479406,-0.0105644325836528,-0.0844625500285878,0.00454545454545455,-0.0858856607310216,0.0745454545454545,0.0363502946382559,-0.0745454545454545,0.12,-0.0232121212121212,-0.0227243163340724,-0.098343653250774,-0.098343653250774,0.0709090909090909,-0.0165454545454545,0.0162745098039216,-0.11981684981685,-0.0176559816299006,-0.1,-0.00208333333333333,-0.0211113817483097,-0.00568003696773101,-0.1,0.00328317373461012,0.00067447808243621,-0.0691005291005291,0.00328317373461012,-0.000165102127458842,-0.0542857142857143,-0.04,-0.0651282051282051,-0.0651282051282051,-0.0651282051282051,-0.062922322775264,-0.0270657037115049
"Ecadherin",0.159961367315164,0.226232313305484,0,0.0176470588235294,0.0902484763244257,-0.0166666666666667,-0.0111077597155194,0.0176470588235294,-0.00328317373461012,0.00194439576230738,0.00208333333333333,-0.0333333333333333,-0.00328317373461012,0.0117613783907078,0.029298618042769,0.0105507246376812,0.0208284411995427,-0.0014017393217267,-0.00231829878699863,-0.0794820697479406,-0.0791103225360447,-0.0143619009380832,-0.0818309710812194,0.0165454545454545,-0.0854935038682764,0.0858856607310216,0.0425287843407731,-0.0745454545454545,0.0745454545454545,-0.0227243163340724,-0.0185651843268392,-0.0955000513550394,-0.0955000513550394,0.0866985645933014,-0.0232121212121212,0.0164607295432139,-0.119630630077557,-0.0147059515275527,-0.1,0.0118951612903226,-0.0199930220092603,-0.00306484394157908,-0.04,0.00067447808243621,-0.00568003696773101,-0.0613083213083213,-0.000165102127458842,-0.00616510212745884,-0.0691005291005291,-0.0542857142857143,-0.062922322775264,-0.062922322775264,-0.062922322775264,-0.0676709261272193,-0.0283902070227632
"SNAI2",0.0898174016566023,0.112108154974488,0.02,0.0290909090909091,0.0705769230769231,0.02,0.0234103782358014,0.0290909090909091,0.0362337662337662,0.0272799845023963,0.0258823529411765,0,0.0362337662337662,0.00681890385374448,0.0411579232068632,0.00442655935613682,0.0137582881253767,-0.0279270769534187,-0.0303333333333333,-0.0736842105263158,-0.0645933014354067,-0.0290315953818974,-0.0737322515212982,-0.00784313725490196,-0.0844462109167991,0.0803921568627451,0.0395234815239465,-0.0705882352941176,0.1,-0.0116928822811176,-0.0129351183059623,-0.077322005454164,-0.077322005454164,0.0614035087719298,-0.0159663865546218,0.0295567832109622,-0.0943046082151516,-0.0348090304315654,-0.1,-0.0360864345738295,-0.0317267500920872,-0.029298618042769,-0.0666666666666667,-0.0207408084872874,-0.0282676902077175,-0.0625225038083368,-0.0207408084872874,-0.0287621988616189,-0.0589080459770115,-0.0416666666666667,-0.0585865199930155,-0.0585865199930155,-0.0585865199930155,-0.0590431409975817,-0.0371468798732964
"SOSGRB2",0.117406111872411,0.103090285090285,0,0,0.0441228070175439,0.166666666666667,0.170186465535303,0,-0.0142857142857143,-0.0130418781178568,0.166666666666667,0.2,-0.0142857142857143,0.173602526505752,-0.00981160616061606,0.172903225806452,0.163825757575758,0.183618922147571,0.0301169590643275,-0.0272727272727273,-0.034314980793854,-0.0714747690120824,-0.13,0.0428571428571429,-0.175851175851176,0.184942084942085,-0.0396092796092796,-0.171428571428571,0.138095238095238,-0.0443956043956044,-0.0394310653885122,-0.0484085213032581,-0.0484085213032581,0.0272727272727273,-0.0328571428571428,-0.00379710144927536,-0.0497827266076339,0.0691657851680136,-0.2,-0.158558558558559,-0.123561635977743,0.0132330827067669,-0.3,0.00993788819875776,0.0142857142857143,-0.294152046783626,0.00595238095238095,0.0103002070393375,-0.294152046783626,-0.288888888888889,-0.253860640301318,-0.253860640301318,-0.253860640301318,-0.25514269158337,-0.311412953572841
"RKIP",-0.108648380232356,-0.103851919146037,0,0,0.0318986131037781,-0.0666666666666667,-0.0741420765027322,0,0,0.00134728001341099,-0.0666666666666667,-0.1,0,-0.0745887297330503,0.00262541022034693,-0.0735986307231493,-0.0629887727448703,-0.0794142614601019,0.0235294117647059,-0.0666666666666667,-0.058974358974359,0.016723568131538,0.0452698412698413,-0.0666666666666667,0.107065297138665,-0.113448275862069,0.0620394930739758,0.11,-0.06,0.0695238095238095,0.0648509123275478,-0.0338986131037781,-0.0338986131037781,0.0666666666666667,0.06,0.0696197266785502,-0.0300733404375353,-0.0731138893745993,0.1,0.0626666666666667,0.0326022395020726,-0.00312845049687155,0.1,0.00526315789473684,-0.00242914979757085,0.0887445887445888,0.01,0.00230769230769231,0.0857142857142857,0.0857142857142857,0.10974025974026,0.10974025974026,0.10974025974026,0.110594960594961,0.170409771473601
"RAF",-0.108648380232356,-0.103851919146037,0,0,0.0318986131037781,-0.0666666666666667,-0.0741420765027322,0,0,0.00134728001341099,-0.0666666666666667,-0.1,0,-0.0745887297330503,0.00262541022034693,-0.0735986307231493,-0.0629887727448703,-0.0794142614601019,0.0235294117647059,-0.0666666666666667,-0.058974358974359,0.016723568131538,0.0452698412698413,-0.0666666666666667,0.107065297138665,-0.113448275862069,0.0620394930739758,0.11,-0.06,0.0695238095238095,0.0648509123275478,-0.0338986131037781,-0.0338986131037781,0.0666666666666667,0.06,0.0696197266785502,-0.0300733404375353,-0.0731138893745993,0.1,0.0626666666666667,0.0326022395020726,-0.00312845049687155,0.1,0.00526315789473684,-0.00242914979757085,0.0887445887445888,0.01,0.00230769230769231,0.0857142857142857,0.0857142857142857,0.10974025974026,0.10974025974026,0.10974025974026,0.110594960594961,0.170409771473601
"MEK",-0.107191185332538,-0.105803138658232,0,0,0.0338593974175036,-0.0666666666666667,-0.0721812921890067,0,-0.01,0.00153315361935895,-0.0626666666666667,-0.0666666666666667,-0.00526315789473684,-0.0764337481832348,0.000823608418545128,-0.0745887297330503,-0.0666251363812339,-0.0802339335912494,0.0287925696594427,-0.058974358974359,-0.067003556054651,0.0103133117212816,0.0519365079365079,-0.06,0.000398630471998043,-0.107065297138665,0.0692467002811831,0.113448275862069,-0.11,0.0648509123275478,0.0692304743713435,-0.0291367083418733,-0.0291367083418733,0.0666666666666667,0.0695238095238095,0.0663230233818469,-0.0285253528214362,-0.0716540353600007,0.1,0.0741420765027322,0.0300917792510266,-0.00134728001341099,0.0857142857142857,-0.00242914979757085,-0.00312845049687155,0.0922740005092946,0.00230769230769231,0.00160839160839161,0.0887445887445888,0.0857142857142857,0.110594960594961,0.110594960594961,0.110594960594961,0.105833055833056,0.176552277616107
"ZEB2",-0.235072534130288,-0.222871975915832,-0.15,-0.122727272727273,-0.119798890007809,-0.114285714285714,-0.11145707950586,-0.11,-0.109393939393939,-0.109177376860846,-0.105714285714286,-0.1,-0.0966666666666667,-0.0962248160633595,-0.0947157030243084,-0.0937857916731156,-0.0875513196480938,-0.0606648244549781,-0.0381642512077295,-0.0375384615384615,-0.0369920134510298,-0.0360562593921121,-0.0292490842490843,-0.0233766233766234,-0.0102171242425497,-0.00319750990379173,0.00565345765345765,0.00964912280701754,0.0166666666666667,0.0213481756338899,0.0229354772211915,0.0281261385603882,0.0281261385603882,0.0282051282051282,0.0288311688311688,0.0485876790795343,0.0662668962766463,0.0802963012910028,0.1,0.103275261324042,0.106811411397461,0.107878675562145,0.111111111111111,0.112456140350877,0.112456140350877,0.122902388369678,0.124778554778555,0.124778554778555,0.129444444444444,0.136111111111111,0.144350649350649,0.144350649350649,0.144350649350649,0.147134375260714,0.201641594310375
"ERK",0.108255380320523,0.104975171776907,0,0.01,-0.0292082346268059,0.0626666666666667,0.073147475763886,0.00526315789473684,0.00230769230769231,-0.00188037584158117,0.0741420765027322,0.0666666666666667,-0.00242914979757085,0.0752179427121102,-0.000335803540496348,0.0764337481832348,0.0683316210228722,0.0799327287719723,-0.0240571936148745,0.067003556054651,0.0672805643649003,-0.0123966450546149,-0.0461112652180613,0.0695238095238095,-0.00123428506809832,0.000398630471998043,-0.0642894353239181,-0.107065297138665,0.113448275862069,-0.0692304743713435,-0.0651095952504643,0.0314989130662828,0.0314989130662828,-0.058974358974359,-0.0648509123275478,-0.0681260746994613,0.0280351567430048,0.0725557486151856,-0.0857142857142857,-0.0721812921890067,-0.0317077131104779,0.00153315361935895,-0.0857142857142857,0.00312845049687155,0.00134728001341099,-0.0931914317019552,-0.00160839160839161,-0.00286152444047181,-0.0922740005092946,-0.0887445887445888,-0.105833055833056,-0.105833055833056,-0.105833055833056,-0.108803352862759,-0.174281614582502
"AXIN2",0.0188314239447151,0.0238069120515823,0.0333333333333333,0.0266666666666667,-0.0842285216862785,0.0576923076923077,0.055689965771933,0.0266666666666667,0.0336434108527132,0.0278593451348863,0.0576923076923077,0.05,0.0336434108527132,-0.00992638601334253,-0.0561579551893655,-0.0107200368069933,-0.0110759121915309,-0.0256778885039755,0.0251618811296231,-0.0104323308270677,-0.0111080065027433,0.0254084271087166,0.000276821511043109,-0.0608333333333333,0.0249808079775931,-0.0394635665982828,0.0672835127401872,0.0198373983739837,-0.0466666666666667,0.0615107068720638,0.0671212679281694,0.0865106619806436,0.0865106619806436,0.0157894736842105,0.0694753086419753,0.00236884693950279,0.106545118953707,-0.0293362069419483,0,-0.0612637362637363,0.0346863270148763,-0.026692029959789,0.0555555555555556,-0.0215744453354718,-0.0300917954932005,0.0339613526570048,-0.0215744453354718,-0.0303794767820127,0.0439613526570048,0.033816425120773,0.0511556848494565,0.0511556848494565,0.0511556848494565,0.043544136293026,0.039255002053629
