"","SMAD","ILK","miR200","ZEB1","SHH","AKT","Jagged","TGF","TGFR","SNAI1","CDC42","NOTCH","PAK1","NOTCHic","Csl","SOSGRB2","MEK","ERK","TWIST1","cfos","EGR1","GSK3","LIV1","DSH","Destcompl","Frizzled","RAS","STAT","Wnt","RAF","DELTA","Ecadherin","SNAI2","cateninmemb","cateninnuc","TCFLEF","CD44","cMet","GLI","SRC","PI3K","AXIN2","FOXC2","TrCP","RKIP","Csn","SUFU","NFB","FUS","IKK","SMO","Patched","ZEB2","HEY1","KLF4"
"Jagged",0.5,0.4,0.58,0.573913043478261,0.313461538461538,0.277777777777778,0.294199134199134,0.415555555555556,0.355555555555556,0.4,0.3,0.317142857142857,0.2,0.26,0.2,0.26,0.293333333333333,0.26,0.261,0.2,0.1,-0.0409961685823755,0,0,-0.054965250965251,0,0.0824242424242424,0,-0.06,0.0733333333333333,0.0733333333333333,0.171578947368421,-0.116515837104072,0.129828059264679,0.110849150849151,0.0921678321678322,0.0830769230769231,0.06,0.0830769230769231,0,-0.0733333333333333,0.0728571428571429,-0.114285714285714,0,-0.271794871794872,0,0,-0.1,-0.1,-0.2,-0.2,-0.275,-0.573913043478261,-0.5,-0.5
"STAT",0.525720473096785,0.494685990338164,0.580839668787055,0.569230769230769,0.413635178706181,0.287804681194512,0.165952014818439,0.221901653838153,0.217553827751196,0.283531322391037,0.209659090909091,0.126630857013495,0.190909090909091,0.11595124536301,0.107843137254902,0.10927750410509,0.26831119544592,0.26078431372549,0.0348210094087156,0.266666666666667,0.266666666666667,0.137712505562973,0.3,0.185714285714286,0.151414392811814,0.198214285714286,-0.0677271212177327,0.185714285714286,0.207305194805195,-0.073697270471464,-0.073697270471464,-0.181424265176768,0.0485073187437387,-0.217408114045317,-0.197087865237053,-0.199114086929544,-0.201322288822289,-0.207305194805195,-0.203103514132926,-0.198214285714286,0.073697270471464,-0.247347946171476,-0.126951601908657,-0.1,-0.184060489060489,-0.15,-0.2,-0.21,-0.3,-0.262380952380952,-0.346666666666667,-0.386201550387597,-0.569230769230769,-0.492,-0.650019805902159
"SUFU",0.521015444942287,0.484756784434204,0.576898787978383,0.564260312480064,0.117827795327795,0.332749170292794,0.368197166753959,0.559899271044934,0.543133985048879,0.403473662833852,0.51972972972973,0.163102453102453,0.49,0.144848484848485,0.128939393939394,0.447871426818795,0.277632604617197,0.265292179085283,0.285762476080073,0.25034965034965,0.223076923076923,-0.0787833969437392,-0.15,-0.2625,-0.0836945887872815,-0.279166666666667,0.0746803274866905,-0.156666666666667,-0.286858974358974,0.0699334920436525,0.0699334920436525,0.165430165833652,-0.0780373763895846,0.229975071628244,0.200194205717656,0.19513026709873,0.189152006229165,0.180129449838188,0.294665665808789,0.173333333333333,-0.0699334920436525,0.331774553430119,-0.124736234142299,-0.15,-0.317277976482689,-0.221428571428571,0.04,-0.265428571428571,-0.0225,-0.30389010989011,-0.0558333333333333,-0.0911868686868687,-0.564260312480064,-0.475314924293447,-0.509568840461154
"FUS",0.484756784434204,0.435079365079365,0.544185033331543,0.532859346296489,0.0911868686868687,0.30389010989011,0.344206667941608,0.543133985048879,0.51972972972973,0.386948960959917,0.49,0.144848484848485,0.44,0.128939393939394,0.0939393939393939,0.421997300944669,0.265292179085283,0.25034965034965,0.269473816286259,0.223076923076923,0.2,-0.0772409804912971,-0.1,-0.25,-0.0809832650233261,-0.2625,0.0699334920436525,-0.15,-0.279166666666667,0.0633832737030412,0.0633832737030412,0.157191236894414,-0.0765212260929465,0.223426640523196,0.19513026709873,0.189152006229165,0.180129449838188,0.173333333333333,0.286858974358974,0.156666666666667,-0.0633832737030412,0.322172679893819,-0.119029038112523,-0.1,-0.300543282605138,-0.15,0.2,-0.221428571428571,0.04,-0.265428571428571,-0.0225,-0.0558333333333333,-0.532859346296489,-0.42712215320911,-0.47304189435337
"ERK",0.514325292171669,0.486969669071365,0.510152180189076,0.497469025123653,0.417629412230561,0.306050817324428,0.29405347660308,0.364955662387957,0.353966651398946,0.431394324291895,0.338638184245661,0.226246170945607,0.317142857142857,0.214334813604887,0.2004662004662,0.327851440899985,0.210953029086121,0.204546343849352,0.243797973712308,0.297879677182685,0.287241379310345,-0.144405757667396,0.1,0.1,0.00714278302326047,0.0923076923076923,-0.0574324355512474,0.0947368421052632,0.0888111888111888,-0.0626029526029526,-0.0626029526029526,-0.0320537089772625,0.0773976314151607,-0.0856155990872657,-0.0698284087963893,-0.0735089643519448,-0.0787134253184876,-0.083548030916452,-0.0850517903149482,-0.0870445344129555,0.0626029526029526,-0.116912387843231,-0.112490421455939,-0.142857142857143,-0.20109020297754,-0.192857142857143,-0.266666666666667,-0.2504329004329,-0.334666666666667,-0.282197606315253,-0.369092896174863,-0.395890281795778,-0.497469025123653,-0.477628507068281,-0.474794523595031
"SMO",0.435079365079365,0.37,0.504581072935503,0.494209039548023,0.0558333333333333,0.265428571428571,0.315291005291005,0.51972972972973,0.49,0.363364055299539,0.44,0.128939393939394,0.4,0.0939393939393939,0.0666666666666667,0.391228070175439,0.25034965034965,0.223076923076923,0.255337690631808,0.2,0.1,-0.074230947046481,-0.1,-0.2,-0.0782095423955889,-0.25,0.0633832737030412,-0.1,-0.2625,0.0610576923076923,0.0610576923076923,0.150067949223182,-0.0695194307608101,0.210577478512023,0.189152006229165,0.180129449838188,0.173333333333333,0.156666666666667,0.279166666666667,0.15,-0.0610576923076923,0.311613673682639,-0.120344827586207,0,-0.285079365079365,-0.1,0.3,-0.15,0.2,-0.221428571428571,0.04,-0.0225,-0.494209039548023,-0.361904761904762,-0.422222222222222
"PI3K",0.418361584633853,0.383961584633853,0.494961131026705,0.483972442670042,0.338461538461538,-0.0306184012066365,0.176228070175439,0.26248493543759,0.245411764705882,0.337934782608696,0.229411764705882,0.218672456575682,0.2,0.205769230769231,0.175,0.183076923076923,0.237608486017358,0.229411764705882,0.052624195318422,0.2,0.2,-0.13548581048581,0.1,0.1,0.001619549642831,0.111111111111111,-0.166382019806677,0.1,0.106763285024155,-0.171861471861472,-0.171861471861472,-0.0564489731841756,0.0233653274507963,-0.0731210653098806,-0.101971733166379,-0.105476887805554,-0.108301746562616,-0.106763285024155,-0.108301746562616,-0.111111111111111,0.171861471861472,-0.154857142857143,-0.250480836236934,0.2,-0.26874595992243,0.166666666666667,-0.1,0.1,-0.2,0.0588235294117647,-0.266666666666667,-0.305128205128205,-0.483972442670042,-0.385702754515185,-0.449561403508772
"MEK",0.486969669071365,0.451914318517859,0.485642376267508,0.47431941882444,0.395890281795778,0.282197606315253,0.276884801904285,0.353966651398946,0.338638184245661,0.419588768736339,0.317142857142857,0.214334813604887,0.293333333333333,0.2004662004662,0.16969696969697,0.31231746031746,0.204546343849352,0.297879677182685,0.233395754572225,0.287241379310345,0.27,-0.144678237231429,0.1,0.1,0.00845807802513946,0.1,-0.0626029526029526,0.1,0.0923076923076923,-0.0660950160950161,-0.0660950160950161,-0.0374433416583473,0.0794715719020859,-0.0910433819759501,-0.0735089643519448,-0.0787134253184876,-0.083548030916452,-0.0870445344129555,-0.0888111888111888,-0.0947368421052632,0.0660950160950161,-0.12130263174567,-0.108900677866195,-0.1,-0.189112487100103,-0.142857142857143,-0.166666666666667,-0.192857142857143,-0.266666666666667,-0.2504329004329,-0.334666666666667,-0.369092896174863,-0.47431941882444,-0.442474923450533,-0.445337159253945
"TCFLEF",0.396002018778913,0.374778309409888,0.480411776978042,0.467826998050682,0.164893839586102,0.264874100653904,0.284249236956366,0.489599664354936,0.478341386209241,0.314260597607878,0.460584376863447,0.103784081225608,0.451282051282051,0.0941495297305914,0.076502470907062,0.409084600030708,0.177589182014269,0.168745644599303,0.305299031803527,0.160174216027875,0.152857142857143,-0.101103677116537,-0.1,-0.105882352941176,-0.138472643189851,-0.115882352941176,0.115373021632449,-0.1,-0.118446455505279,0.111825058426141,0.111825058426141,0.162662849792891,-0.0526129887418513,0.134226705204694,0.0252086377820671,0.0229749608061221,0.120111272375423,0.112564102564103,0.124657635629503,0.11,-0.111825058426141,0.466932356532356,-0.0306000630448263,-0.142857142857143,-0.247990540478486,-0.188311688311688,-0.0333333333333333,-0.216311688311688,-0.0933333333333333,-0.248569752827817,-0.131428571428571,-0.150783410138249,-0.467826998050682,-0.344722809020839,-0.34666889483066
"Patched",0.37,0.3,0.447619047619048,0.441666666666667,0.0225,0.221428571428571,0.27957671957672,0.49,0.44,0.341935483870968,0.4,0.0939393939393939,0.3,0.0666666666666667,0,0.333333333333333,0.223076923076923,0.2,0.225925925925926,0.1,0.1,-0.0732600732600732,-0.1,-0.2,-0.072007992007992,-0.2,0.0610576923076923,-0.1,-0.25,0.0423076923076923,0.0423076923076923,0.133462783171521,-0.0685670498084291,0.203781362007168,0.180129449838188,0.173333333333333,0.156666666666667,0.15,0.2625,0.1,-0.0423076923076923,0.294372294372294,-0.11,0,-0.262857142857143,0,0.2,-0.1,0.3,-0.15,0.2,0.04,-0.441666666666667,-0.3,-0.355555555555556
"Ecadherin",0.286709618556339,0.256927536231884,0.326163236721896,0.312472989694755,-0.159376322919313,0.195036075036075,0.410558261539087,0.364829190774236,0.34909682187731,0.265296636455973,0.328121212121212,0.195482067547493,0.297454545454545,0.181727420707345,0.168325358851675,0.365394511149228,0.0409780031975302,0.0303897679034125,0.395919207409842,0.0108021390374332,-0.0127272727272727,-0.184832535949011,-0.3,-0.317647058823529,-0.19546066412946,-0.333926128590971,0.14439556527381,-0.317647058823529,-0.347719232039247,0.141881598793364,0.141881598793364,0.35878517812996,-0.187120982615603,0.498629923599436,0.364016471356926,0.359347937276628,0.353993018223078,0.346969606851841,0.35505256537258,0.333926128590971,-0.141881598793364,0.411426447449296,0.0877715382075044,-0.1,-0.231170105086638,-0.12,0.233333333333333,-0.153333333333333,0.216666666666667,-0.175555555555556,0.197916666666667,0.177486559139785,-0.312472989694755,-0.245656246635323,-0.245100796999531
"cateninmemb",0.286709618556339,0.256927536231884,0.326163236721896,0.312472989694755,-0.159376322919313,0.195036075036075,0.410558261539087,0.364829190774236,0.34909682187731,0.265296636455973,0.328121212121212,0.195482067547493,0.297454545454545,0.181727420707345,0.168325358851675,0.365394511149228,0.0409780031975302,0.0303897679034125,0.395919207409842,0.0108021390374332,-0.0127272727272727,-0.184832535949011,-0.3,-0.317647058823529,-0.19546066412946,-0.333926128590971,0.14439556527381,-0.317647058823529,-0.347719232039247,0.141881598793364,0.141881598793364,0.352787484435158,-0.187120982615603,0.403517437197079,0.364016471356926,0.359347937276628,0.353993018223078,0.346969606851841,0.35505256537258,0.333926128590971,-0.141881598793364,0.411426447449296,0.0877715382075044,-0.1,-0.231170105086638,-0.12,0.233333333333333,-0.153333333333333,0.216666666666667,-0.175555555555556,0.197916666666667,0.177486559139785,-0.312472989694755,-0.245656246635323,-0.245100796999531
"KLF4",0.256927536231884,0.212,0.301396011396011,0.288302373581011,-0.177486559139785,0.175555555555556,0.391565126527645,0.34909682187731,0.328121212121212,0.250106763038251,0.297454545454545,0.181727420707345,0.245454545454545,0.168325358851675,0.147272727272727,0.340394511149228,0.0303897679034125,0.0108021390374332,0.384187363834423,-0.0127272727272727,-0.04,-0.181521277670866,-0.233333333333333,-0.3,-0.192478371491995,-0.317647058823529,0.141881598793364,-0.3,-0.333926128590971,0.138205128205128,0.138205128205128,0.45274817715625,-0.185013818256783,0.491450436419949,0.359347937276628,0.353993018223078,0.346969606851841,0.333926128590971,0.347719232039247,0.317647058823529,-0.138205128205128,0.400498612397749,0.0902887006789003,-0.1,-0.21881055452484,-0.1,0.2,-0.12,0.233333333333333,-0.153333333333333,0.216666666666667,0.197916666666667,-0.288302373581011,-0.202032085561497,-0.218518518518519
"cateninnuc",0.264504538662792,0.244995670995671,0.307796286217002,0.285024160578118,0.00339756588467333,0.120391098484848,0.298872112652002,0.329718873707731,0.319456864974106,0.127707206590486,0.306813186813187,0.115795068010283,0.291428571428571,0.107613249828465,0.0936597614563716,0.333632402628142,0.0520609041719553,0.0442627390343406,0.266195987912907,0.0391994478951001,0.0217391304347826,-0.0787744776612961,-0.190909090909091,-0.206293706293706,-0.0875051330379695,-0.218622473416994,0.0507669107669108,-0.206293706293706,-0.221883342982211,0.0485783585783586,0.0485783585783586,0.184752909576361,-0.0854135482498346,0.263490927424179,0.131303692150193,0.229287674475517,0.225030766335114,0.220665686970035,0.226231169069168,0.217404817404817,-0.0485783585783586,0.359347937276628,0.035311551836142,-0.0333333333333333,-0.095175651478381,-0.0708333333333333,0.0666666666666667,-0.0859848484848485,0.0466666666666667,-0.103984848484848,0.0253551912568306,0.00858500492142688,-0.285024160578118,-0.229648257603287,-0.228404355628555
"TGFR",0.335883470220515,0.318445747800587,0.265688360891364,0.253798875591544,0.281234292811221,0.393228711313167,0.29756381934217,0.132429078014184,0.1225,0.119142620586707,0.217142857142857,0.135107913669065,0.193333333333333,0.12,0.12,0.342690058479532,0.18579576795871,0.173467000835422,0.120516673256887,0.175689223057644,0.180952380952381,0.0998123709409409,0,-0.0428571428571429,-0.0324973632970062,-0.0428571428571429,0.217731829573935,-0.0666666666666667,-0.044743935309973,0.210714285714286,0.210714285714286,0.119077791364659,-0.0310462786515579,0.1055097636067,0.0912132418802073,0.08829030122476,0.0830271433300232,0.0685534591194969,0.0570019998261021,0.0666666666666667,-0.210714285714286,0.0820465366245051,-0.137078507689387,-0.3,-0.0842857142857143,-0.325,-0.22,-0.353571428571429,-0.236666666666667,-0.374624060150376,-0.240114942528736,-0.268239942528736,-0.253798875591544,-0.323197359431084,-0.238757219134793
"TWIST1",0.341000856842441,0.315588315588316,0.263455961988611,0.249972779797341,0.0327031513597409,0.258750853666108,0.219086926633574,0.29927382873587,0.289478840125392,0.207515732939754,0.273228840125392,0.121165403429554,0.249090909090909,0.113618233618234,0.105925925925926,0.317796162647421,0.125753270261963,0.116300533943555,0.220224792052595,0.108405797101449,0.0866666666666667,-0.128349495784404,-0.133333333333333,-0.161904761904762,-0.139883728050646,-0.167460317460317,0.118138452755437,-0.161904761904762,-0.174828738512949,0.117453521248588,0.117453521248588,0.216188546597074,-0.117074843832575,0.231397714728781,0.18756988832689,0.184292142495952,0.181995052143732,0.17597095575819,0.181228738512949,0.167460317460317,-0.117453521248588,0.226415251415251,0.112485264173186,-0.2,-0.158697015218754,-0.2,0.0333333333333333,-0.223076923076923,0,-0.246886446886447,-0.012,-0.0243287671232877,-0.249972779797341,-0.313379276091141,-0.219814467375443
"TGF",0.318445747800587,0.299090909090909,0.24897281836937,0.239081894459469,0.268239942528736,0.374624060150376,0.280897152675503,0.1225,0.217142857142857,0.110588048315321,0.193333333333333,0.12,0.16,0.12,0.1,0.331578947368421,0.173467000835422,0.175689223057644,0.105925925925926,0.180952380952381,0.166666666666667,0.102012859938496,0,0,-0.0306828471679739,-0.0428571428571429,0.210714285714286,0,-0.0428571428571429,0.203571428571429,0.203571428571429,0.112093123562274,-0.0287314638367431,0.101352719726793,0.08829030122476,0.0830271433300232,0.0685534591194969,0.0666666666666667,0.044743935309973,0.0666666666666667,-0.203571428571429,0.0704585537918871,-0.134021739130435,-0.2,-0.0714285714285714,-0.3,-0.2,-0.325,-0.22,-0.353571428571429,-0.236666666666667,-0.240114942528736,-0.239081894459469,-0.30528691166989,-0.220900076277651
"SOSGRB2",0.165650048875855,0.156559139784946,0.221974255152754,0.205551378446115,0.152252252252252,0.291008771929825,0.0922746990197491,0.133155638687554,0.121098901098901,0.081638237384506,0.105714285714286,-0.0369742933123215,0.135714285714286,-0.0496503496503497,-0.0727272727272727,0.103888888888889,0.0328614328614329,0.0328614328614329,0.10136231884058,0.0301587301587302,0.019047619047619,0.0506654199781829,0,0.1,0.0027476624792061,0.0857142857142857,0.202035346950601,0.1,0.0773809523809524,0.20075329566855,0.20075329566855,-0.0487639624801964,-0.00889444337328306,-0.0925962325962326,-0.0629387709859902,-0.0654244306418219,-0.0654244306418219,-0.0726708074534162,-0.0701345755693582,-0.0857142857142857,-0.20075329566855,-0.0979304180418042,-0.0351770451770452,-0.2,0.0344663742690059,-0.2,0,-0.233333333333333,-0.0666666666666667,-0.270175438596491,-0.133333333333333,-0.152252252252252,-0.205551378446115,-0.15530303030303,-0.194122807017544
