"","KLF4","Patched","SMO","RKIP","Jagged","FUS","NFB","Csn","SUFU","MEK","TWIST1","DSH","SOSGRB2","SRC","RAF","PI3K","SNAI2","cateninnuc","cateninmemb","Ecadherin","TCFLEF","CD44","GSK3","GLI","cMet","RAS","DELTA","LIV1","Wnt","AXIN2","Frizzled","STAT","Destcompl","PAK1","CDC42","TGFR","TGF","EGR1","cfos","ERK","TrCP","Csl","NOTCHic","NOTCH","SNAI1","IKK","AKT","FOXC2","SHH","ILK","HEY1","SMAD","ZEB2","ZEB1","miR200"
"PI3K",0.309649122807018,0.230769230769231,0.2,0.0997575953458306,0.0726315789473684,0.15,0.233333333333333,0.233333333333333,0.1,0.0828534692565551,0.0235515731595561,0.1,0.0380769230769231,0.133333333333333,-0.00834632034632035,-0.00834632034632035,-0.0169316155073688,0.158809521165841,0.0677231225201969,-0.0425985533874456,-0.160252820134913,-0.159687848383501,0.115584415584416,-0.159687848383501,-0.155072463768116,0.0110860463737176,0.00834632034632035,-0.1,-0.155072463768116,-0.204380952380952,-0.133333333333333,-0.1,-0.230794243460617,0.075,0.0691176470588235,0.0611176470588235,0.0603046389287422,-0.0666666666666667,-0.0523809523809524,-0.0582633053221289,-0.2,0.025,0.00961538461538461,0.0192928039702233,-0.0944162640901771,-0.262745098039216,-0.290950226244344,-0.132787456445993,-0.247435897435897,-0.23703081232493,-0.225180775569233,-0.25543081232493,-0.334047827709885,-0.334047827709885,-0.33644788603805
"Wnt",0.296078431372549,0.195454545454545,0.15,0.101666666666667,0.0772303921568628,0.1,0.133333333333333,0.1,0,0.0725490196078431,0.0308823529411765,0,0.0272727272727273,0.1,0.00150375939849624,0.00150375939849624,-0.0292241379310345,0.136153712094807,0.0349152542372881,-0.0788121464163951,-0.140789473684211,-0.140789473684211,0.125,-0.140789473684211,-0.125,-0.0105946684894053,-0.00150375939849624,0,-0.125,-0.180606060606061,0,-0.1,-0.239188032192282,0.1,0.0666666666666667,0.06,0.0556521739130435,-0.1,-0.0666666666666667,-0.0666666666666667,-0.1,0.05,0.0357142857142857,0.019047619047619,-0.0995341614906832,-0.153333333333333,-0.178333333333333,-0.118866396761134,-0.228787878787879,-0.227350427350427,-0.211794871794872,-0.243629497117869,-0.322907699665232,-0.322907699665232,-0.323939393939394
"TGFR",0.215918873270132,0.170158045977011,0.163908045977011,0.0786580086580087,0.213954077821178,0.146666666666667,0.261904761904762,0.233333333333333,0.113333333333333,0.0793485998100274,0.0909404244101753,-0.0857142857142857,0.0375893437296946,-0.1,0.0803571428571428,0.0803571428571428,0.091321378400643,-0.115311390601565,-0.117713975625394,-0.070408944307787,0.113805633294213,0.111891757696127,-0.16783229083575,0.0969863490131293,0.113207547169811,-0.0850355054302423,-0.0803571428571428,0.1,0.098921832884097,0.146258260099462,0.0857142857142857,0.1,-0.00780385363886765,-0.0266666666666667,-0.0361904761904762,-0.13797619047619,-0.135848530901722,-0.080952380952381,-0.0651629072681704,-0.080718462823726,-0.233333333333333,-0.0733333333333333,-0.0767816091954023,-0.0861341271810138,-0.0753295095893648,-0.277694235588972,-0.280019816984321,-0.110991212129431,-0.179762565751023,-0.219960899315738,-0.225518442603231,-0.228857696468763,-0.223072144527177,-0.223072144527177,-0.236369070615455
"TGF",0.199847444698703,0.163908045977011,0.146666666666667,0.0800865800865801,0.205983063328424,0.113333333333333,0.233333333333333,0.233333333333333,0.133333333333333,0.080718462823726,0.0912962962962963,-0.1,0.0289473684210526,-0.1,0.0910714285714286,0.0910714285714286,0.0887750821043467,-0.113805633294213,-0.11563545368544,-0.0712607330641754,0.111891757696127,0.113207547169811,-0.164653806728171,0.098921832884097,0.1,-0.0803571428571428,-0.0910714285714286,0,0.0857142857142857,0.143253968253968,0.0857142857142857,0.1,-0.00740062783241604,-0.06,-0.0266666666666667,-0.0361904761904762,-0.13797619047619,-0.0666666666666667,-0.080952380952381,-0.0651629072681704,-0.2,-0.0333333333333333,-0.0733333333333333,-0.0767816091954023,-0.0673649078194533,-0.261904761904762,-0.277694235588972,-0.10444099378882,-0.170158045977011,-0.200606060606061,-0.207607994842037,-0.219960899315738,-0.214392899244158,-0.214392899244158,-0.226691651260617
"MEK",0.12883787661406,0.112196721311475,0.104,0.274966828836798,0.210461869904799,0.1,0.126785714285714,0.114285714285714,0.1,0.0748838346784055,0.268392783686901,-0.133333333333333,-0.144380952380952,-0.170175438596491,0.0855089355089355,0.0855089355089355,-0.026139348966543,-0.195471569955507,-0.192894380340578,-0.130114051868939,0.193984581107924,0.192203410624463,-0.107117852862534,0.185361305361305,0.181713900134953,-0.0826517926517926,-0.0855089355089355,0.1,0.174871794871795,0.226674142496927,0.163333333333333,0.133333333333333,0.281094217752122,-0.04,-0.0352380952380952,-0.0361726746773476,-0.0390923827065447,-0.17,-0.180344827586207,-0.178217168011739,-0.1,-0.129292929292929,-0.148523698523699,-0.165312019691582,-0.245076405536215,-0.135876623376623,-0.1417589763178,-0.210114225631467,-0.118079074252652,-0.182470227125408,-0.188993770457185,-0.194647348896626,-0.138262713215367,-0.138262713215367,-0.136137185090218
"RKIP",0.113151602104256,0.104,0.1,0.265756302521008,0.198166787937586,0.1,0.114285714285714,0.1,0.1,0.178217168011739,0.258502673796791,-0.1,-0.131047619047619,-0.133333333333333,0.0863636363636364,0.0863636363636364,-0.0251661129568106,-0.193984581107924,-0.191674868145456,-0.130478350593894,0.192203410624463,0.181713900134953,-0.105397951142632,0.174871794871795,0.170175438596491,-0.0855089355089355,-0.0863636363636364,0,0.163333333333333,0.212259728082513,0.133333333333333,0.1,0.282140242856725,-0.0333333333333333,-0.04,-0.0352380952380952,-0.0361726746773476,-0.12,-0.17,-0.180344827586207,-0.1,-0.111111111111111,-0.129292929292929,-0.148523698523699,-0.240589226049035,-0.126785714285714,-0.135876623376623,-0.201105216622458,-0.112196721311475,-0.167618741976893,-0.174448315911731,-0.182470227125408,-0.127151602104256,-0.127151602104256,-0.124062881684646
"RAF",0.113151602104256,0.104,0.1,0.265756302521008,0.198166787937586,0.1,0.114285714285714,0.1,0.1,0.178217168011739,0.258502673796791,-0.1,-0.131047619047619,-0.133333333333333,0.0863636363636364,0.0863636363636364,-0.0251661129568106,-0.193984581107924,-0.191674868145456,-0.130478350593894,0.192203410624463,0.181713900134953,-0.105397951142632,0.174871794871795,0.170175438596491,-0.0855089355089355,-0.0863636363636364,0,0.163333333333333,0.212259728082513,0.133333333333333,0.1,0.282140242856725,-0.0333333333333333,-0.04,-0.0352380952380952,-0.0361726746773476,-0.12,-0.17,-0.180344827586207,-0.1,-0.111111111111111,-0.129292929292929,-0.148523698523699,-0.240589226049035,-0.126785714285714,-0.135876623376623,-0.201105216622458,-0.112196721311475,-0.167618741976893,-0.174448315911731,-0.182470227125408,-0.127151602104256,-0.127151602104256,-0.124062881684646
"TWIST1",0.0841359182822598,0.412103500761035,0.391555555555556,0.0647168668907799,-0.255456770981903,0.355555555555556,0.257692307692308,0.25,0.3,0.0510324806175074,-0.278875676510116,0.338095238095238,0.0864871208120636,0.365873015873016,0.17662006627851,0.17662006627851,-0.127429515263788,0.385357432947637,0.370649311752913,0.223229457496624,-0.388980204655515,-0.38943962272596,0.252167173874021,-0.390673015873016,-0.385021952043229,-0.177989929292209,-0.17662006627851,-0.266666666666667,-0.385873015873016,-0.44568071713233,-0.365873015873016,-0.338095238095238,-0.271581141724689,0.0866666666666667,0.0832183908045977,0.0832183908045977,0.0811682769093813,-0.02,-0.0330434782608696,-0.0435697940503432,-0.2,0.193333333333333,0.213846153846154,0.221393323657475,-0.0728090087735482,-0.267216117216117,-0.273995778233066,0.00792312526183494,-0.422448328347242,-0.13960778960779,-0.122251195132551,-0.141918020630892,-0.107640974307641,-0.107640974307641,-0.121815672710757
"Csn",0.0615111685699921,-0.00802960480379835,-0.0112554112554113,0.104851179098446,0.0637777542796047,-0.0142857142857143,-0.08,-0.08,-0.0142857142857143,0.0119020562770563,0.13747311827957,-0.15,-0.00850916637841577,-0.160344827586207,-0.0181116176406458,-0.0181116176406458,0.057449749577554,-0.164695678845333,-0.0605046946290013,-0.00207855537374901,0.165357134046776,0.165035590638416,-0.128795700165695,0.165058880303627,0.166368923971749,0.0171519247423733,0.0181116176406458,0.133333333333333,0.166368923971749,0.202480130626377,0.160344827586207,0.15,0.253606559586656,-0.0909090909090909,-0.0953867028493894,-0.0966687541314407,-0.0964300906469538,-0.0233333333333333,-0.0142424242424242,-0.0129437229437229,-0.02,-0.12020202020202,-0.129292929292929,-0.13506216006216,-0.121264003649827,0.0758333333333333,0.0718333333333333,-0.159021722165112,0.00557058841035573,-0.0371596790890269,-0.0423338870431894,-0.0399874425851709,-0.0632406947890819,-0.0632406947890819,-0.0654107819941498
"NFB",0.0521062271062271,0.175759897828863,0.158518518518519,0.0888258371864929,-0.064510427272053,0.14,0.0595238095238095,0.142857142857143,0.12,0.0402259570494865,-0.0470121381886088,0.183333333333333,-0.015749668288368,0.214102564102564,0.0363751778669598,0.0363751778669598,-0.0540284010548942,0.234777857275302,0.273303230712603,0.209490425360084,-0.235170014138047,-0.232216427640156,0.0685207929325576,-0.232736963411121,-0.224871794871795,-0.0393602524938254,-0.0363751778669598,-0.15,-0.224871794871795,-0.269913880445795,-0.214102564102564,-0.183333333333333,0.0183137070842171,0.0611111111111111,0.0656565656565657,0.0616565656565657,0.0610236542641606,-0.0214285714285714,-0.0334285714285714,-0.0356507936507936,-0.1,-0.0307359307359307,-0.0227994227994228,-0.0169929711865196,-0.101066920732298,-0.0622265122265122,-0.0688931788931789,-0.110355116331212,-0.186603271322839,-0.128252200220022,-0.12702896948253,-0.133084913974669,-0.0610967649007576,-0.0610967649007576,-0.0662240364828044
"FOXC2",0.0481481481481481,-0.352083333333333,-0.333333333333333,0.00700886415172129,0.411688701103993,-0.3,-0.12,-0.1,-0.2,-0.152195821158829,0.343795206971678,-0.366666666666667,-0.180631789594054,-0.407843137254902,-0.141410256410256,-0.141410256410256,0.20432951514283,-0.417520415943912,-0.418844015063527,-0.182000504081255,0.421879070987499,0.425558000753385,-0.255896274878381,0.426367595955784,0.419471044231646,0.145822021116139,0.141410256410256,0.3,0.419471044231646,0.483592267190632,0.407843137254902,0.366666666666667,0.250316946971353,-0.00909090909090909,-0.00509090909090909,-0.00109090909090909,-0.00060310421286031,0.12,0.129090909090909,0.140855614973262,0.1,-0.305454545454545,-0.326507177033493,-0.33784738321906,-0.0123293884000821,0.124761904761905,0.132169312169312,-0.214076538728686,0.357459677419355,-0.00666666666666667,-0.0373873185637892,-0.00521739130434783,-0.0199742002063984,-0.0199742002063984,-0.019043549043549
"SOSGRB2",0.0100877192982456,-0.0247747747747748,-0.0166666666666667,0.0688961988304094,0.0589512500953139,0,-0.0888888888888889,-0.1,0,0.0019032019032019,0.0394492753623188,-0.1,-0.00555555555555555,-0.142857142857143,-0.164030131826742,-0.164030131826742,0.0454180965610629,-0.18344805400316,-0.175498342498342,-0.1127528579666,0.182109621880789,0.174741200828157,0.000168302945301547,0.169668737060041,0.164596273291925,0.167876285672896,0.164030131826742,0,0.15952380952381,0.203637238723872,0.142857142857143,0.1,0.251973269087363,-0.0142857142857143,-0.0242857142857143,-0.0165934065934066,-0.0144657470189385,0.0142857142857143,0.00317460317460317,-0.00493350493350493,0,-0.209090909090909,-0.216783216783217,-0.223825470304344,-0.00937953091684435,0.083625730994152,0.083625730994152,-0.0199023199023199,0.0271003561701236,-0.0032258064516129,-0.112215909090909,-0.0039251071509136,-0.0100877192982456,-0.0100877192982456,-0.00980710285325059
"SNAI2",-0.0275,0.17608643457383,0.165882352941176,-0.000987179487179488,-0.189461703322999,0.16,0.0916666666666667,0.0666666666666667,0.1,0.117170111287758,-0.16545857336268,0.169090909090909,0.124712643678161,0.190519480519481,0.094586621380332,0.094586621380332,-0.10604599761223,0.188252343286032,0.181123691096015,0.0563399811600698,-0.189494579310876,-0.193412105084072,0.153996863458486,-0.193923864039854,-0.189111029815255,-0.0982395894168617,-0.094586621380332,-0.16,-0.189111029815255,-0.247449007028932,-0.190519480519481,-0.169090909090909,-0.150807197341969,0.00588235294117647,0.00112044817927171,0.000265747324570854,0.000265747324570854,-0.1,-0.105882352941176,-0.111764705882353,-0.1,0.174122807017544,0.182894736842105,0.186790840738209,0.00399762771147398,-0.0882183908045977,-0.0942424871901399,0.137141081680286,-0.17608643457383,0.00335345405767941,0.0238848704038577,0.00287498515815788,0.0107497377805748,0.0107497377805748,0.0106649429464152
"cateninnuc",-0.0422392554065152,0.222577356910928,0.219471766848816,-0.0476376121810365,-0.237211947896263,0.221111111111111,0.0424242424242424,0.0333333333333333,0.211111111111111,0.130814675308573,-0.186599197889592,0.252913752913753,0.130457219793799,0.255691530691531,0.0490847440847441,0.0490847440847441,-0.0766016932672595,0.134205062381368,0.153247071834961,-0.0364586160632543,-0.236442013499844,-0.241147017233974,0.196077867460673,-0.24289290717224,-0.245908921995878,-0.0495897945897946,-0.0490847440847441,-0.260606060606061,-0.247240733259197,-0.417520415943912,-0.257023341954849,-0.252913752913753,-0.189862268629249,-0.004,-0.00246153846153846,-0.00418567639257294,-0.0052773794493415,-0.11304347826087,-0.124154589371981,-0.126686234941601,-0.0333333333333333,0.28286252354049,0.281699732842815,0.279427005570088,0.0550900610638299,-0.0404242424242424,-0.0451117424242424,0.15000489128358,-0.221052302444697,0.00198124098124098,0.0316367076631977,-0.00306650799556666,0.0123621542404654,0.0123621542404654,0.0060091927414867
"Ecadherin",-0.046882325363338,0.357459677419355,0.352083333333333,-0.00064182295321942,-0.408713872728707,0.333333333333333,0.124761904761905,0.12,0.3,0.158078174100006,-0.339139713489368,0.407843137254902,0.183263368541422,0.419471044231646,0.145822021116139,0.145822021116139,-0.203908082271066,0.41294525254522,0.414741450960963,0.0812215362136799,-0.417520415943912,-0.421879070987499,0.251260513288977,-0.423034262622451,-0.425558000753385,-0.146101350725077,-0.145822021116139,-0.366666666666667,-0.426367595955784,-0.487097421829807,-0.419471044231646,-0.407843137254902,-0.245843508015155,0.00509090909090909,0.00109090909090909,0.00060310421286031,-0.000662718571949816,-0.129090909090909,-0.140855614973262,-0.152195821158829,-0.1,0.326507177033493,0.33784738321906,0.341193108126123,0.0072660972608416,-0.132169312169312,-0.133468013468013,0.21155937625729,-0.361396685293371,0.00521739130434783,0.0394007413825811,0.00206969154647858,0.0152348637135074,0.0152348637135074,0.0143880555612399
"cateninmemb",-0.046882325363338,0.357459677419355,0.352083333333333,-0.00064182295321942,-0.408713872728707,0.333333333333333,0.124761904761905,0.12,0.3,0.158078174100006,-0.339139713489368,0.407843137254902,0.183263368541422,0.419471044231646,0.145822021116139,0.145822021116139,-0.203908082271066,0.41294525254522,0.317793312231748,0.100167077506089,-0.417520415943912,-0.421879070987499,0.251260513288977,-0.423034262622451,-0.425558000753385,-0.146101350725077,-0.145822021116139,-0.366666666666667,-0.426367595955784,-0.487097421829807,-0.419471044231646,-0.407843137254902,-0.245843508015155,0.00509090909090909,0.00109090909090909,0.00060310421286031,-0.000662718571949816,-0.129090909090909,-0.140855614973262,-0.152195821158829,-0.1,0.326507177033493,0.33784738321906,0.341193108126123,0.0072660972608416,-0.132169312169312,-0.133468013468013,0.21155937625729,-0.361396685293371,0.00521739130434783,0.0394007413825811,0.00206969154647858,0.0152348637135074,0.0152348637135074,0.0143880555612399
"KLF4",-0.0481481481481481,0.352083333333333,0.333333333333333,-0.00700886415172129,-0.411688701103993,0.3,0.12,0.1,0.2,0.152195821158829,-0.343795206971678,0.366666666666667,0.180631789594054,0.407843137254902,0.141410256410256,0.141410256410256,-0.20432951514283,0.417520415943912,0.418844015063527,0.182000504081255,-0.421879070987499,-0.425558000753385,0.255896274878381,-0.426367595955784,-0.419471044231646,-0.145822021116139,-0.141410256410256,-0.3,-0.419471044231646,-0.483592267190632,-0.407843137254902,-0.366666666666667,-0.250316946971353,0.00909090909090909,0.00509090909090909,0.00109090909090909,0.00060310421286031,-0.12,-0.129090909090909,-0.140855614973262,-0.1,0.305454545454545,0.326507177033493,0.33784738321906,0.0123293884000821,-0.124761904761905,-0.132169312169312,0.214076538728686,-0.357459677419355,0.00666666666666667,0.0373873185637892,0.00521739130434783,0.0199742002063984,0.0199742002063984,0.019043549043549
"HEY1",-0.0481481481481481,0.352083333333333,0.333333333333333,-0.00700886415172129,-0.411688701103993,0.3,0.12,0.1,0.2,0.152195821158829,-0.343795206971678,0.366666666666667,0.180631789594054,0.407843137254902,0.141410256410256,0.141410256410256,-0.20432951514283,0.417520415943912,0.418844015063527,0.182000504081255,-0.421879070987499,-0.425558000753385,0.255896274878381,-0.426367595955784,-0.419471044231646,-0.145822021116139,-0.141410256410256,-0.3,-0.419471044231646,-0.483592267190632,-0.407843137254902,-0.366666666666667,-0.250316946971353,0.00909090909090909,0.00509090909090909,0.00109090909090909,0.00060310421286031,-0.12,-0.129090909090909,-0.140855614973262,-0.1,0.305454545454545,0.326507177033493,0.33784738321906,0.0123293884000821,-0.124761904761905,-0.132169312169312,0.214076538728686,-0.357459677419355,0.00666666666666667,0.0373873185637892,0.00521739130434783,0.0199742002063984,0.0199742002063984,0.019043549043549
"IKK",-0.0501831501831502,-0.158518518518519,-0.14,-0.0836976320582878,0.0637910028116214,-0.12,-0.142857142857143,-0.1,-0.1,-0.0356507936507936,0.0454248366013072,-0.15,0.0189075630252101,-0.183333333333333,-0.0349667271627344,-0.0349667271627344,0.0542316530874146,-0.235170014138047,-0.273620020575328,-0.212219157302299,0.232216427640156,0.224871794871795,-0.0673443223443223,0.224871794871795,0.214102564102564,0.0363751778669598,0.0349667271627344,0.1,0.214102564102564,0.257857142857143,0.183333333333333,0.15,-0.0171509163865427,-0.05,-0.0611111111111111,-0.0656565656565657,-0.0616565656565657,-0.05,0.0214285714285714,0.0334285714285714,0,0.0545454545454545,0.0307359307359307,0.0227994227994228,0.0964093864857224,0.0595238095238095,0.0622265122265122,0.10995670995671,0.175759897828863,0.117361111111111,0.121671826625387,0.128252200220022,0.0568822055137845,0.0568822055137845,0.0622965440356745
