"","CDC42","MEK","ERK","ZEB2","SOSGRB2","RKIP","TWIST1","AXIN2","SRC","cMet","Destcompl","cateninnuc","ZEB1","LIV1","IKK","SNAI2","RAF","STAT","Jagged","SNAI1","SUFU","NFB","Csl","NOTCH","NOTCHic","FUS","miR200","TrCP","Csn","GSK3","SMAD","SMO","Patched","SHH","DSH","FOXC2","KLF4","ILK","AKT","RAS","PI3K","DELTA","HEY1","Ecadherin","Wnt","Frizzled","GLI","TCFLEF","CD44","cateninmemb","EGR1","cfos","PAK1","TGF","TGFR"
"Destcompl",0.107016185784659,0.0343023511730712,0.0347242921013413,-0.000845410628019325,-0.000889003425582121,0.0304333074200206,0.0254661159930892,-0.0399936755349524,-0.034779299847793,-0.0332867625343602,-0.0875283842157844,-0.0349612729814332,0.12636462417221,-0.0388888888888889,-0.0287448939622853,0.162430174468637,-0.0290288998898308,-0.0388888888888889,0.0073899420404906,0.0174760040227667,-0.122222222222222,-0.0368530020703934,0.0129494712103408,0.0133197770393902,0.015123384253819,-0.132567049808429,0.131934824484195,0.0666666666666667,0.0238095238095238,0.0191022515861617,0.0495488721804511,0.121138478379858,0.125801690815091,0.123674031240623,0.0388888888888889,0.0380868922069326,-0.00543663684377748,0.0487301587301587,0.0347851624186611,0.0273020553058434,0.0290288998898308,0.0290288998898308,0.0438969577431116,0.0113631518106417,0.032799101827991,0.034779299847793,0.0340978031266923,0.0340943683409437,0.034779299847793,-0.0167434658589402,-0.0333333333333333,-0.0363636363636364,-0.106326530612245,-0.107246935071669,-0.107542501574132
"NFB",0.0954545454545455,0.0718113912231559,0.0750793650793651,-0.000450897358338376,0.0964307828394516,0.00576572789687544,0.140406162464986,-0.034741641337386,-0.0188034188034188,-0.0111111111111111,-0.0725740020950982,-0.0146032675531773,-0.0121137326073805,0,0.201415701415701,0.272147363455907,0.128701549892215,-0.0111111111111111,0.0543897253331356,-0.0175040375521396,0.08,0.20952380952381,-0.0398268398268398,-0.0427556672717963,-0.0382395382395382,0.12,-0.0117380189756388,-0.3,-0.342857142857143,-0.18294009911657,-0.0954551960772285,-0.108888888888889,-0.10544061302682,-0.109055070858145,0.0111111111111111,-0.111240693790495,0.0102564102564103,-0.0898789878987899,-0.203637923637924,-0.13118911208127,-0.128701549892215,-0.128701549892215,-0.0847357363998231,-0.0457189573338617,0.0111111111111111,0.0188034188034188,0.015605493133583,0.0129562087296479,0.0150659133709981,0.0217567497659585,-0.0928571428571429,-0.0728571428571429,-0.1,-0.0923861910241657,-0.0898545454545455
"KLF4",0.00290909090909091,-0.0719400187441425,-0.0709090909090909,-0.000340557275541797,0.0647798742138365,-0.00844155844155844,0.00674945533769063,0.0182127368315465,-0.0176470588235294,-0.0106703146374829,0.0229602219590129,-0.0129581399747424,-0.00294633642930857,-0.0333333333333333,-0.0542857142857143,-0.101772030303259,-0.0548717948717949,0,0.0100131752305665,-0.00998432529547215,0,-0.04,-0.0254545454545455,-0.0148197109455927,-0.00966507177033493,-0.0333333333333333,-0.00327635327635327,0.1,0.1,0.0252258551120558,-0.0115942028985507,0.0166666666666667,0.0166666666666667,0.0241935483870968,0,0.0691856557101566,0.0148148148148148,0,0.0394708994708995,0.0497247360482655,0.0548717948717949,0.0548717948717949,0.00123758594346829,-0.00477952068833218,0.0106703146374829,0.0176470588235294,0.0158427284305864,0.0113392109585531,0.0150181407244394,-0.00932533816680158,0.08,0.0709090909090909,0.00909090909090909,-0.00134811529933481,0.00109090909090909
"HEY1",-0.00290909090909091,0.0719400187441425,0.0709090909090909,0.000340557275541797,-0.0647798742138365,0.00844155844155844,-0.00674945533769063,-0.0182127368315465,0.0176470588235294,0.0106703146374829,-0.0229602219590129,0.0129581399747424,0.00294633642930857,0.0333333333333333,0.0542857142857143,0.101772030303259,0.0548717948717949,0,-0.0100131752305665,0.00998432529547215,0,0.04,0.0254545454545455,0.0148197109455927,0.00966507177033493,0.0333333333333333,0.00327635327635327,-0.1,-0.1,-0.0252258551120558,0.0115942028985507,-0.0166666666666667,-0.0166666666666667,-0.0241935483870968,0,-0.0691856557101566,-0.0148148148148148,0,-0.0394708994708995,-0.0497247360482655,-0.0548717948717949,-0.0548717948717949,-0.00123758594346829,0.00477952068833218,-0.0106703146374829,-0.0176470588235294,-0.0158427284305864,-0.0113392109585531,-0.0150181407244394,0.00932533816680158,-0.08,-0.0709090909090909,-0.00909090909090909,0.00134811529933481,-0.00109090909090909
"FOXC2",-0.00290909090909091,0.0719400187441425,0.0709090909090909,0.000340557275541797,-0.0647798742138365,0.00844155844155844,-0.00674945533769063,-0.0182127368315465,0.0176470588235294,0.0106703146374829,-0.0229602219590129,0.0129581399747424,0.00294633642930857,0.0333333333333333,0.0542857142857143,0.101772030303259,0.0548717948717949,0,-0.0100131752305665,0.00998432529547215,0,0.04,0.0254545454545455,0.0148197109455927,0.00966507177033493,0.0333333333333333,0.00327635327635327,-0.1,-0.1,-0.0252258551120558,0.0115942028985507,-0.0166666666666667,-0.0166666666666667,-0.0241935483870968,0,-0.0691856557101566,-0.0148148148148148,0,-0.0394708994708995,-0.0497247360482655,-0.0548717948717949,-0.0548717948717949,-0.00123758594346829,0.00477952068833218,-0.0106703146374829,-0.0176470588235294,-0.0158427284305864,-0.0113392109585531,-0.0150181407244394,0.00932533816680158,-0.08,-0.0709090909090909,-0.00909090909090909,0.00134811529933481,-0.00109090909090909
"Csn",0.107598371777476,-0.0217288961038961,-0.0227705627705628,0.000961124896608769,0.0246258503401361,0.0975700960099614,0.0862934393018544,-0.0660268138180674,-0.0798850574712644,-0.0810898767483728,0.0193156232638798,-0.0797356614618808,0.0353416046319272,-0.0666666666666667,-0.095,0.0492459542922976,-0.118075389038164,-0.0833333333333333,0.0142275014784267,0.102184626955424,-0.0142857142857143,-0.111666666666667,0.117171717171717,0.112314074814075,0.113275613275613,-0.0142857142857143,0.0336070713638814,0.22,0.095,0.134676375995261,0.000235889790139819,0.0112554112554113,0.0166317553414328,0.0141727389479901,0.0833333333333333,0.0742465594910684,-0.00358399770164476,-0.00259187370600414,0.1022,0.119418959095746,0.118075389038164,0.118075389038164,-0.0108970099667774,0.00313616992420393,0.0810898767483728,0.0798850574712644,0.0797798330802505,0.0794350000066794,0.0797565434150395,-0.0267771279286631,0.0266666666666667,0.0266666666666667,-0.109090909090909,-0.108164432606067,-0.108880423059528
"SOSGRB2",0.0142857142857143,0.15032175032175,0.15032175032175,0.00305764411027569,-0.168888888888889,0.133077485380117,0.0309855072463768,0.00554180418041804,0.0142857142857143,0.00124223602484472,0.0528681236734928,0.00338819031950981,0.0102005012531328,0,-0.128070175438597,0.343110397781261,-0.00357815442561205,0,-0.198738467012903,0.0202842928216063,-0.2,-0.133333333333333,-0.172727272727273,-0.164926622673102,-0.18041958041958,-0.2,0.0107167183834103,0.1,0.1,0.123044317378118,0.198228438228438,0.2,0.191891891891892,0.194217473287241,0,-0.00642246642246642,-0.0087719298245614,0.193333333333333,0.13640350877193,0.012552513399971,0.00357815442561205,0.00357815442561205,0.199715909090909,-0.108033389229298,-0.00595238095238095,-0.0142857142857143,-0.0103002070393375,-0.00243216737495914,-0.00559006211180124,-0.104308529308529,-0.180952380952381,-0.147619047619048,-0.0142857142857143,-0.022687241836178,-0.021978021978022
"TGF",-0.0511111111111111,-0.244411027568922,-0.264411027568922,0.00396597554492291,-0.0157894736842105,-0.117316017316017,0.00111111111111111,-0.0105820105820106,0,-0.02,-0.0063667230374601,-0.016504017333213,-0.0888907380440561,0,-0.125,-0.133930530866753,-0.0821428571428572,0,-0.0217169857633775,0.0115130324221233,0,-0.125,0.06,0.0696551724137931,0.08,-0.06,-0.0628797926211719,0.2,0.1,0.0633119001025068,0.0480645161290322,0.0433333333333333,0.0605747126436782,0.0480747126436782,0,-0.0748913043478261,-0.00760233918128655,0.04,0.130263157894737,0.0732142857142857,0.0821428571428572,0.0821428571428572,0.0347517730496454,0.0447374301675978,0.00571428571428572,-0.0142857142857143,0.0076010781671159,0.0179394240317776,0.0218867924528302,0.0198365278714084,0.266666666666667,0.238095238095238,0.04,-0.036984126984127,0.0558730158730159
"Ecadherin",0.00109090909090909,0.069979234430417,0.0719400187441425,0.00507989376843279,-0.0647798742138365,0.0163067269808843,-0.00134908289821205,-0.0229550048727836,0.0106703146374829,0.0150181407244394,-0.0216554689301219,0.0123979158851066,0.00815960657148866,0,0.0394708994708995,0.100628141079899,0.0497247360482655,0.0176470588235294,-0.0111573399902919,0.00618685694104177,0.0333333333333333,0.0542857142857143,0.00966507177033493,0.0137044693099049,0.0148197109455927,0.0166666666666667,0.00234525457989145,-0.1,-0.04,-0.0252258551120558,0.00457241113099625,-0.0166666666666667,-0.0241935483870968,-0.020256540513081,-0.0176470588235294,-0.0602611705842985,-0.00848570089076418,0.0115942028985507,-0.0511592111592112,-0.0527973617465895,-0.0497247360482655,-0.0497247360482655,0.00614496439210218,-0.0954152212785617,-0.0158427284305864,-0.0106703146374829,-0.0118427284305863,-0.0129581399747424,-0.0113392109585531,0.0106073894488529,-0.0709090909090909,-0.0709090909090909,0.00290909090909091,-0.000279371138278209,0.00134811529933481
"TGFR",-0.0558730158730159,-0.249890479623717,-0.244411027568922,0.0111357868656776,-0.0170240415854451,-0.111601731601732,0.0028904705417161,-0.00929445693394191,-0.02,-0.0218867924528302,-0.00354414239229881,-0.0160611475369331,-0.0862492286100938,0,-0.130263157894737,-0.135550901237123,-0.0732142857142857,0,-0.0275140872126529,0.00944813566696109,-0.06,-0.125,0.08,0.076129992557678,0.0696551724137931,-0.0433333333333333,-0.0649325785449256,0.1,0.125,0.0596444184399151,0.0398794627482493,0.0605747126436782,0.0480747126436782,0.0542894019092149,-0.0142857142857143,-0.066594361116385,-0.00403091060985798,0.0480645161290322,0.111658506731946,0.0796470342522974,0.0732142857142857,0.0732142857142857,0.0451995342436752,0.0443967146650424,0.0076010781671159,0.00571428571428572,0.00566559429614816,0.016504017333213,0.0179394240317776,0.0205293685180597,0.238095238095238,0.264411027568922,0.0511111111111111,-0.0391117865585951,-0.036984126984127
"RKIP",0.14,0.0713206162876009,0.073448275862069,0.01124725011956,-0.042031746031746,0.225420168067227,0.129420677361854,-0.00478199718706048,0,-0.0157894736842105,0.0402874041602704,-0.0122600514524982,0.0916307986609278,0,-0.226785714285714,0.34265139593169,-0.205844155844156,0,-0.104834667313445,0.207200538970675,-0.1,-0.214285714285714,0.0111111111111111,0.0174048174048174,0.00202020202020202,-0.1,0.0746100381993317,0.2,0.2,0.2548463356974,0.11828791672492,0.12,0.116,0.117639344262295,0,0.0277483053345122,-0.01324725011956,0.117297817715019,0.235876623376623,0.211827061827062,0.205844155844156,0.205844155844156,0.116608594657375,-0.0931056436244853,0.01,0,0.00615384615384615,0.0140412219359588,0.0119433198380567,-0.100956923309864,-0.07,-0.07,-0.133333333333333,-0.139065420560748,-0.14
"RAF",0.14,0.0713206162876009,0.073448275862069,0.01124725011956,-0.042031746031746,0.225420168067227,0.129420677361854,-0.00478199718706048,0,-0.0157894736842105,0.0402874041602704,-0.0122600514524982,0.0916307986609278,0,-0.226785714285714,0.34265139593169,-0.205844155844156,0,-0.104834667313445,0.207200538970675,-0.1,-0.214285714285714,0.0111111111111111,0.0174048174048174,0.00202020202020202,-0.1,0.0746100381993317,0.2,0.2,0.2548463356974,0.11828791672492,0.12,0.116,0.117639344262295,0,0.0277483053345122,-0.01324725011956,0.117297817715019,0.235876623376623,0.211827061827062,0.205844155844156,0.205844155844156,0.116608594657375,-0.0931056436244853,0.01,0,0.00615384615384615,0.0140412219359588,0.0119433198380567,-0.100956923309864,-0.07,-0.07,-0.133333333333333,-0.139065420560748,-0.14
"ERK",0.139065420560748,-0.0217388080392329,-0.0203460503790658,0.0114172288722159,-0.0455053166897827,0.227417675764046,0.12990433609794,-0.00594657640042018,-0.0119433198380567,-0.0140412219359588,0.040576800508263,-0.0127012431088386,0.0935393100969983,0,-0.222935446906035,0.342768772231331,-0.21023976023976,-0.0157894736842105,-0.104918609640129,0.206434869455006,-0.12,-0.235876623376623,0.0174048174048174,0.0118686951167692,0.00937562032452543,-0.116,0.0760290268474226,0.214285714285714,0.226785714285714,0.256603505301981,0.119438669873789,0.117639344262295,0.116985749491053,0.117468841278493,0.01,0.0291296867158936,-0.0128368534027337,0.117918913034883,0.226605171676677,0.212770013265063,0.21023976023976,0.21023976023976,0.116949891585703,-0.0933669557376993,0.00825174825174825,0.00615384615384615,0.00649736228683597,0.0126317986643941,0.0122600514524982,-0.101324908590453,-0.073448275862069,-0.0713206162876009,-0.14,-0.140250549300621,-0.140525274575346
"MEK",0.14,-0.0203460503790658,0.0713206162876009,0.0128345517068616,-0.0464761904761905,0.22936753648828,0.131984779925956,-0.00838560079066408,-0.0157894736842105,-0.0119433198380567,0.0409150192230319,-0.0126317986643941,0.0940117510418802,0,-0.235876623376623,0.342408086929257,-0.211827061827062,0,-0.104014995182297,0.205277462047598,-0.1,-0.226785714285714,0.00202020202020202,0.00937562032452543,0.0174048174048174,-0.12,0.0755388307689912,0.2,0.214285714285714,0.257057637908702,0.117918913034883,0.116,0.117639344262295,0.116985749491053,0,0.0313519089381158,-0.0112864658058345,0.11828791672492,0.222935446906035,0.21023976023976,0.211827061827062,0.211827061827062,0.116608594657375,-0.0934699423494398,0.00615384615384615,0.01,0.00825174825174825,0.0122600514524982,0.0140412219359588,-0.100956923309864,-0.07,-0.073448275862069,-0.14,-0.140525274575346,-0.139065420560748
"AXIN2",0.0903395061728395,0.015327626818002,0.0167069371628296,0.022488731628098,0.000687378695793843,0.0419216983733113,0.0361816151944617,-0.0822743566575289,-0.0449612403100775,-0.0380646885859396,0.0328844222091794,-0.0394316348950907,0.089912672515803,-0.0666666666666667,-0.048792270531401,0.105633217135005,-0.0412105382693618,-0.0333333333333333,0.0194074961466266,0.0329285225423947,-0.1,-0.021256038647343,0.0256140350877193,0.0302955022691865,0.0309711779448622,-0.0923076923076923,0.0987306463355044,0,0.0777777777777778,0.0328124645504508,0.0454681389463998,0.101831501831502,0.0911172161172161,0.0980024620188555,0.0333333333333333,0.0479859562763544,-0.0245740393059773,0.052610996089257,0.0332367149758454,0.0406856038861597,0.0412105382693618,0.0412105382693618,0.0472774571151853,0.0146542654180454,0.0380646885859396,0.0449612403100775,0.0393225502211597,0.0399936755349524,0.0396419756521856,-0.0257338852073795,-0.0133333333333333,-0.0157723577235772,-0.0841666666666667,-0.0895596936783157,-0.0885695946684147
"RAS",0.1,-0.0433023735810114,-0.0452631578947368,0.0377356406480118,0.102164502164502,-0.00232704402515723,0.0301036552100382,-0.0818445322793149,-0.1,-0.105882352941176,0.0313081638663034,-0.0948447653705288,0.166078792341679,0,-0.0933333333333333,-0.184767191571315,-0.138717948717949,-0.1,0.0686339444115908,0.081504424778761,0.1,-0.1,0.1,0.08987090367428,0.0842105263157895,0,0.149261538461538,0.1,0,0.0744573643410853,-0.00179344465058751,0.0166666666666667,0.0126666666666667,0.00419209039548022,0.1,0.0573015873015873,-0.0346428571428571,-0.00995670995670996,0.0933333333333333,0.0541025641025641,0.138717948717949,0.138717948717949,-0.0130434782608696,0.083533703336407,0.105882352941176,0.1,0.10171568627451,0.0979609126793107,0.0994993742177722,0.0252718579272534,0.04,0.04,-0.14,-0.0931275480489225,-0.0941176470588235
"cMet",0.100833333333333,0.264090909090909,0.255,0.0401154401154401,-0.0723809523809524,0.224814814814815,0.0928213359674034,0.0584126984126984,0.15,0.0566666666666667,0.076837147635467,0.0634869571369374,0.118903318903319,0.1,-0.166666666666667,0.311007224729852,0.0142857142857143,0.2,-0.169544947805817,0.0618630551726002,-0.1,-0.133333333333333,-0.2,-0.159014557670773,-0.152631578947368,-0.2,0.115871349363197,0,0.1,0.117837941628264,0.168946608946609,0.18,0.18,0.1675,-0.1,0.0443090717299578,0.073015873015873,0.163492063492063,0.147916666666667,-0.0161725067385445,-0.0142857142857143,-0.0142857142857143,0.165978672170623,-0.11187558823765,-0.0566666666666667,-0.05,-0.0657575757575758,-0.0651818723911747,-0.0636434108527132,-0.0832313297615789,-0.275,-0.295,-0.113333333333333,-0.10378841607565,-0.0952777777777778
"TWIST1",0.119540229885057,0.165198834204265,0.161716247139588,0.0434451995855505,0.0483130904183536,0.0980504154417198,0.0474829283353311,-0.0323911572298669,-0.0119047619047619,-0.0204154002026342,-0.0312683765458379,-0.0166665566273905,0.0922360957448677,0,0.11996336996337,0.289045865315262,0.0298210227938248,-0.0285714285714286,0.00431045895701142,0.0663115608921141,0.1,0.0961538461538462,0.0385185185185185,0.0304149868300812,0.0256980056980057,0.0666666666666667,0.100902770499249,-0.2,-0.15,-0.0256633534685608,-0.0192780989810693,-0.0626666666666667,-0.0640365296803653,-0.0704404705670648,0.0285714285714286,-0.094923690338169,-0.0522305607671461,-0.0341295841295841,-0.109793878437946,-0.024684036492455,-0.0298210227938248,-0.0298210227938248,-0.0349909977028621,-0.0850847619541467,0.0213784461152882,0.0119047619047619,0.0157784461152882,0.018104164447977,0.0151945166684977,0.01654073897605,-0.16,-0.164347826086957,-0.133333333333333,-0.124195696855445,-0.125790229885057
"Patched",-0.0333333333333333,0.00307692307692308,-0.02,0.0583333333333333,-0.0333333333333333,-0.0685714285714286,0.0166666666666667,-0.00995670995670996,-0.1,-0.1,-0.0290509490509491,-0.0898705501618123,-0.208333333333333,-0.1,0.2,0.232766283524904,0.207692307692308,-0.1,0.134603174603175,-0.0338709677419355,0,0.1,0,0.0242424242424242,0.0333333333333333,-0.1,-0.15952380952381,0,0,-0.0626373626373626,-0.0166666666666667,0,-0.08,-0.08,0,-0.1,-0.105555555555556,-0.0666666666666667,-0.185714285714286,-0.188942307692308,-0.207692307692308,-0.207692307692308,-0.0743589743589744,-0.0412513484358145,0,0,-0.0125,0.0966666666666667,0.08,-0.12421146953405,0.1,0,0.0333333333333333,0.00166666666666666,-0.00666666666666667
"SMO",0.00666666666666667,-0.0120745920745921,0.00307692307692308,0.0634180790960452,-0.00701754385964912,-0.0574603174603175,0.0343137254901961,-0.0237498134049858,-0.1,-0.08,-0.0306013366478483,-0.0928780689588048,-0.196468926553672,-0.1,0.185714285714286,0.22895675971538,0.188942307692308,-0.1,0.127460317460317,-0.0600614439324117,-0.1,0.2,0.0333333333333333,0.0142424242424242,0.0242424242424242,0,-0.16838456901748,0,-0.1,-0.0577829937053238,-0.0436507936507937,-0.08,-0.08,-0.0577777777777778,0,-0.0758620689655172,-0.0638888888888889,-0.0166666666666667,-0.189714285714286,-0.202895796064401,-0.188942307692308,-0.188942307692308,-0.021978021978022,-0.046786403786368,-0.0125,0,0.00416666666666667,0.0898705501618123,0.0966666666666667,-0.120327974388419,0,0.02,0.0333333333333333,0.00436936936936936,0.00166666666666666
"SHH",-0.0333333333333333,-0.02,0,0.1,0,-0.04,0.05,-0.019047619047619,-0.1,-0.1,-0.0345454545454545,-0.0966666666666667,-0.2,0,0.1,0.220766283524904,0.2,-0.1,0.145714285714286,-0.05,0,0,0.1,0.0333333333333333,0,0,-0.166666666666667,0,0,-0.0435897435897436,-0.0666666666666667,0.1,0,-0.08,0,-0.05,-0.05,-0.0666666666666667,-0.2,-0.207692307692308,-0.2,-0.2,-0.0666666666666667,-0.0422222222222222,0,0,0,0.08,0.1,-0.121433691756272,0,0.1,0,-0.00666666666666667,0.0333333333333333
"cfos",-0.0904761904761905,-0.225261606484893,-0.22695652173913,0.105736192782198,-0.00555555555555555,-0.122167832167832,-0.0628917748917749,0.0630377668308703,0.06,0.0562962962962963,0.0653398191190286,0.0623579024569123,-0.241275606287713,0.1,0.0166666666666667,-0.229819256169621,-0.0440087145969499,0.1,0.0625,-0.0528346758726505,0.0666666666666667,0.0416666666666667,0.0666666666666667,0.0651282051282051,0.0666666666666667,0.080952380952381,-0.160915881504117,-0.1,-0.0666666666666667,-0.0540313852813853,-0.0533794162826421,-0.0476190476190476,-0.0508448540706605,-0.049610286169426,-0.1,0.0581007036961126,-0.0903809523809524,-0.0404761904761905,-0.0482456140350877,0.0440087145969499,0.0440087145969499,0.0440087145969499,-0.0436531734132934,-0.0364300496294048,-0.0562962962962963,-0.06,-0.0536647173489279,-0.0612467913458012,-0.0562962962962963,-0.0614037690826112,0.28,0.24,0.0857142857142857,0.101171377641966,0.104201680672269
"CDC42",-0.0904761904761905,-0.225261606484893,-0.22695652173913,0.105736192782198,-0.00555555555555555,-0.122167832167832,-0.0628917748917749,0.0630377668308703,0.06,0.0562962962962963,0.0653398191190286,0.0623579024569123,-0.241275606287713,0.1,0.0166666666666667,-0.229819256169621,-0.0440087145969499,0.1,0.0625,-0.0528346758726505,0.0666666666666667,0.0416666666666667,0.0666666666666667,0.0651282051282051,0.0666666666666667,0.080952380952381,-0.160915881504117,-0.1,-0.0666666666666667,-0.0540313852813853,-0.0533794162826421,-0.0476190476190476,-0.0508448540706605,-0.049610286169426,-0.1,0.0581007036961126,-0.0903809523809524,-0.0404761904761905,-0.0482456140350877,0.0440087145969499,0.0440087145969499,0.0440087145969499,-0.0436531734132934,-0.0364300496294048,-0.0562962962962963,-0.06,-0.0536647173489279,-0.0612467913458012,-0.0562962962962963,-0.0614037690826112,0.18,0.24,-0.0142857142857143,0.101171377641966,0.104201680672269
"TrCP",-0.104201680672269,-0.217261606484893,-0.225261606484893,0.106057736190558,-0.0164466446644664,-0.122720318355677,-0.0672396009787314,0.0668113517365307,0.0562962962962963,0.0562962962962963,0.0642871875400812,0.0620820403879468,-0.244169496962954,0.1,0.0482456140350877,-0.230361751648825,-0.0440087145969499,0.06,0.064340490797546,-0.0483000696674,0.080952380952381,0.0166666666666667,0.0666666666666667,0.0607326007326007,0.0651282051282051,0.0476190476190476,-0.157362582011731,-0.0666666666666667,-0.0416666666666667,-0.0529404761904762,-0.044347158218126,-0.0508448540706605,-0.049610286169426,-0.056610286169426,-0.06,0.0539627726616298,-0.103495706479313,-0.0533794162826421,-0.0556530214424951,0.0467359873242226,0.0440087145969499,0.0440087145969499,-0.0568884675309404,-0.0351151707366712,-0.0536647173489279,-0.0562962962962963,-0.0590305710074645,-0.0623579024569123,-0.0612467913458012,-0.0615869192657613,0.24,0.22695652173913,0.0904761904761905,0.100624929554534,0.101171377641966
"EGR1",-0.104201680672269,-0.217261606484893,-0.225261606484893,0.106057736190558,-0.0164466446644664,-0.122720318355677,-0.0672396009787314,0.0668113517365307,0.0562962962962963,0.0562962962962963,0.0642871875400812,0.0620820403879468,-0.244169496962954,0.1,0.0482456140350877,-0.230361751648825,-0.0440087145969499,0.06,0.064340490797546,-0.0483000696674,0.080952380952381,0.0166666666666667,0.0666666666666667,0.0607326007326007,0.0651282051282051,0.0476190476190476,-0.157362582011731,-0.0666666666666667,-0.0416666666666667,-0.0529404761904762,-0.044347158218126,-0.0508448540706605,-0.049610286169426,-0.056610286169426,-0.06,0.0539627726616298,-0.103495706479313,-0.0533794162826421,-0.0556530214424951,0.0467359873242226,0.0440087145969499,0.0440087145969499,-0.0568884675309404,-0.0351151707366712,-0.0536647173489279,-0.0562962962962963,-0.0590305710074645,-0.0623579024569123,-0.0612467913458012,-0.0615869192657613,0.24,0.22695652173913,0.0904761904761905,0.100624929554534,0.101171377641966
"SMAD",-0.112676056338028,-0.214891325853441,-0.223545172007288,0.10651053279686,-0.0469683525584147,-0.113761775150445,-0.085692039890176,-0.00529717476893695,-0.0196825396825397,-0.0177217553688142,0.0185669138981643,-0.0137344468162468,-0.232873448184188,0.02,-0.0689542483660131,-0.151138382934806,-0.10944857180665,-0.00857142857142857,-0.0177447283898897,-0.0576157440230021,-0.0333333333333333,-0.0944444444444444,-0.00285714285714286,-0.00116037219485495,0.0051888341543514,-0.0583333333333333,-0.147131676924246,0.05,0.0611111111111111,0.0834301482421783,-0.0391704642389574,0.0483333333333333,0.0547553516819572,0.0462051658083512,-0.00476190476190476,0.0603454889463882,-0.103962191996411,0.0527342976658045,0.0636209150326797,0.111093308648756,0.10944857180665,0.10944857180665,0.0652340206289715,0.0358372047621825,0.00634920634920635,0.00634920634920635,0.00275208404704808,0.0132278612032782,0.0144490280960869,0.0109305440828947,0.228571428571429,0.21889400921659,0.1,0.109804859560891,0.111000078684397
