"","EGR1","ERK","SUFU","SNAI1","Csn","NOTCHic","PAK1","TrCP","Csl","ZEB2","ZEB1","FUS","TGFR","NFB","IKK","TGF","miR200","RAF","FOXC2","DSH","SHH","SOSGRB2","Destcompl","Frizzled","Ecadherin","GLI","cateninmemb","HEY1","cateninnuc","TCFLEF","CD44","SMAD","SRC","cMet","ILK","Wnt","KLF4","AXIN2","Patched","STAT","AKT","RAS","PI3K","DELTA","LIV1","CDC42","SMO","SNAI2","NOTCH","Jagged","MEK","GSK3","TWIST1","cfos","RKIP"
"Csn",0.0233333333333333,0.0687878787878788,0.142857142857143,0.192434963808661,0.185,0.136291486291486,0.202272727272727,0.26,0.12979797979798,-0.150873449131514,-0.150873449131514,0.20952380952381,0.232333959572766,0.218333333333333,0.226666666666667,0.221116775801883,-0.168145157500586,0.0104365211149017,0.205370037477373,0.25,0.189467882725418,-0.0201199123717284,0.267327641526842,0.246551724137931,-0.0116871561151419,0.208376315078111,0.0735782343898477,-0.138383167220377,0.189519752518068,0.194751261838573,-0.206326824539537,-0.135463476717389,-0.246551724137931,-0.223660157872871,-0.148574016563147,-0.223660157872871,0.1639244415715,-0.145869235914385,-0.213238374528697,-0.25,-0.216266666666667,-0.0125478454911013,-0.0104365211149017,-0.0104365211149017,-0.2,-0.233616010854817,-0.218614718614719,0.232255849193332,-0.139176101676102,-0.0662040816326531,-0.0719128787878788,-0.185492834590867,0.0321115786192925,-0.0415151515151515,-0.157847913230588
"IKK",-0.05,0.0254285714285714,0.1,0.132569974554707,0.3,0.140692640692641,0.2,0.2,0.145454545454545,-0.147423558897243,-0.147423558897243,0.2,0.228787878787879,0.371428571428571,0.271428571428571,0.234387878787879,-0.161627647714604,-0.0980036297640653,0.239336219336219,0.1,0.242988505747126,0.0928571428571429,0.194968184028626,0.111111111111111,-0.0569873860187038,0.108034188034188,0.029712596528239,-0.246646026831785,0.0803934814619217,0.0905200637404027,-0.108034188034188,-0.237926292629263,-0.111111111111111,-0.118803418803419,-0.252777777777778,-0.118803418803419,0.167399267399267,-0.0876190476190476,-0.253333333333333,-0.1,-0.284942084942085,0.0923698269471639,0.0980036297640653,0.0980036297640653,-0.1,-0.233333333333333,-0.22,0.3732508132629,-0.145454545454545,-0.0692721024679788,-0.0187619047619048,-0.122161172161172,0.213267973856209,-0.0214285714285714,-0.0902550091074681
"NFB",0.0214285714285714,0.0187619047619048,0.2,0.127364495102653,0.371428571428571,0.145454545454545,0.233333333333333,0.3,0.140692640692641,-0.139377581885749,-0.139377581885749,0.22,0.234387878787879,0.271428571428571,0.284942084942085,0.228058764863828,-0.148636711158713,-0.0923698269471639,0.234156936467693,0.111111111111111,0.229735493698934,0.087593984962406,0.188323665756201,0.118803418803419,-0.0504063266286556,0.0911802554499184,0.028128647214617,-0.228788883974643,0.0765503442070197,0.0803934814619217,-0.0905200637404027,-0.220454173670155,-0.118803418803419,-0.108034188034188,-0.237926292629263,-0.108034188034188,0.146245421245421,-0.0791084093211753,-0.242988505747126,-0.111111111111111,-0.284942084942085,0.0859021652556216,0.0923698269471639,0.0923698269471639,-0.1,-0.228787878787879,-0.253333333333333,0.363494715701925,-0.149970674486804,-0.075027498151432,-0.0311802054154995,-0.114710191769015,0.205331465919701,-0.0254285714285714,-0.0902550091074681
"Frizzled",0.0333333333333333,0.0709803921568627,0.1,0.190027605244997,0.133333333333333,0.0773809523809524,0.166666666666667,0.1,0.0857142857142857,-0.111230592212736,-0.111230592212736,0.15,0.226086956521739,0.153333333333333,0.165833333333333,0.223229813664596,-0.123188131313131,0.00758714969241285,0.201803973260522,0.3,0.187313224409999,-0.0606060606060606,0.254516734857392,0.25,-0.0184973628522016,0.223308270676692,0.083589588377724,-0.115362793235134,0.194951285498514,0.205427475974705,-0.223308270676692,-0.102077028962489,-0.25,-0.244736842105263,-0.127310673822302,-0.244736842105263,0.13249299719888,-0.137970401691332,-0.20021645021645,-0.2,-0.165833333333333,-0.0146737638656412,-0.00758714969241285,-0.00758714969241285,-0.1,-0.2,-0.195454545454545,0.24987979984771,-0.0793417366946779,-0.00625148544266191,-0.0894989106753813,-0.182878787878788,0.0496918767507003,-0.0533333333333333,-0.157619047619048
"GSK3",0.0709803921568627,0.0932583091716219,0.195454545454545,0.163258863370087,0.165833333333333,0.0800410373939786,0.226086956521739,0.153333333333333,0.0793417366946779,-0.102435796317052,-0.102435796317052,0.20021645021645,0.210337827601878,0.165833333333333,0.153189655172414,0.198030135294186,-0.111251065576706,0.0166345481793667,0.179657698482668,0.244736842105263,0.148554308156733,-0.0488760549339109,0.246874744478025,0.223308270676692,-0.00538203341944901,0.197062741018287,0.081617538251659,-0.0804450490476754,0.190127446627071,0.19058797294286,-0.194951285498514,-0.0777699372253383,-0.223308270676692,-0.205427475974705,-0.0881147648115452,-0.206968401395646,0.0960074120806701,-0.126148349016149,-0.1633868440419,-0.244736842105263,-0.137805039787798,-0.0157942120449129,-0.0166345481793667,-0.0166345481793667,-0.25,-0.223229813664596,-0.187313224409999,0.232263051436481,-0.0777033750563162,-0.00727338325288089,-0.0864401273534401,-0.267244751798164,0.0447173487315214,-0.0894989106753813,-0.143345601766654
"DSH",0.0533333333333333,0.0894989106753813,0.15,0.174665286404417,0.153333333333333,0.0793417366946779,0.2,0.133333333333333,0.0773809523809524,-0.100206970165492,-0.100206970165492,0.195454545454545,0.223229813664596,0.165833333333333,0.165833333333333,0.210337827601878,-0.111602765459473,0.0146737638656412,0.190981462438011,0.25,0.1633868440419,-0.0484109386548411,0.24860070432304,0.244736842105263,-0.0122638246608056,0.206968401395646,0.0806449476238959,-0.092555775691274,0.19058797294286,0.194951285498514,-0.205427475974705,-0.0881147648115452,-0.244736842105263,-0.223308270676692,-0.102077028962489,-0.223308270676692,0.108221152538685,-0.129953524054201,-0.187313224409999,-0.25,-0.153189655172414,-0.0166345481793667,-0.0146737638656412,-0.0146737638656412,-0.2,-0.226086956521739,-0.20021645021645,0.238820428485661,-0.0800410373939786,-0.00625148544266191,-0.0932583091716219,-0.172901989734936,0.043308898027296,-0.0709803921568627,-0.154122544122544
"ZEB2",-0.158333333333333,-0.151542161856254,-0.15,-0.149076681776051,-0.133333333333333,-0.109333333333333,-0.103896103896104,-0.1,-0.1,-0.0988647768375714,-0.0988647768375714,-0.0642857142857143,-0.0632282003710575,-0.0583333333333333,-0.0561111111111111,-0.0526461897890469,-0.05167669627538,-0.0481168831168831,-0.0442362082362082,-0.0409090909090909,-0.0362274311054799,-0.0298717948717949,-0.0143778946938749,-0.0142424242424242,-0.0133804473382538,-0.0103845084579029,-0.00737371846469346,-0.00695578614933453,-0.00521238542365303,-0.00235524256651017,-0.00222222222222222,0.00212217646089168,0.00333333333333333,0.00333333333333333,0.0155368106072331,0.0168065268065268,0.0175788186635917,0.0278732291896576,0.0289547038327526,0.03,0.0327466251298027,0.0466179537806947,0.0481168831168831,0.0481168831168831,0.05,0.0693506493506494,0.0728571428571429,0.0912438314728983,0.095672131147541,0.11306433750917,0.14910313746601,0.150194427002098,0.154705777938715,0.174122807017544,0.198985507246377
"ILK",0.0333333333333333,0.0795518207282913,0.1,0.159702093397746,0.0333333333333333,0.0673076923076923,0.075,0,0.075,-0.0955384066085658,-0.0955384066085658,0.15,0.108647058823529,0.0333333333333333,0.0392156862745098,0.101329985652798,-0.103291443455378,0.0425281385281385,0.0822903600464576,0.2,0.154059829059829,-0.0869230769230769,0.226822555510234,0.233333333333333,0.00327327487964276,0.208985507246377,0.0743408582170983,-0.0842666397605354,0.184972460476035,0.192601326455416,-0.208985507246377,-0.0657895158063225,-0.233333333333333,-0.228985507246377,-0.0937895158063225,-0.228985507246377,0.108991228070175,-0.131428571428571,-0.167948717948718,-0.2,-0.026395173453997,-0.0466377275692344,-0.0425281385281385,-0.0425281385281385,-0.1,-0.0926470588235294,-0.183333333333333,0.112319433828164,-0.0608560794044665,0.00342105263157895,-0.0877485420397667,-0.158477633477633,-0.0640973424294878,-0.0619047619047619,-0.147446670976083
"AKT",0.0619047619047619,0.0877485420397667,0.15,0.144915125979199,0.0333333333333333,0.0608560794044665,0.0926470588235294,0.0333333333333333,0.0673076923076923,-0.0886890915400727,-0.0886890915400727,0.183333333333333,0.101329985652798,0.0392156862745098,0.026395173453997,0.0907559675259095,-0.0974090905142014,0.0466377275692344,0.0740196833547283,0.233333333333333,0.128796671165092,-0.0802564102564103,0.2222733412836,0.228985507246377,0.00933388094024882,0.193901708363695,0.0750544158113898,-0.0594546096853474,0.18358784509142,0.184972460476035,-0.192601326455416,-0.0560252060420128,-0.228985507246377,-0.208985507246377,-0.0657895158063225,-0.208985507246377,0.0927519118308592,-0.124569365652398,-0.154059829059829,-0.233333333333333,-0.115284062342886,-0.0502521854005597,-0.0466377275692344,-0.0466377275692344,-0.2,-0.108647058823529,-0.167948717948718,0.103776720260325,-0.0620755915995885,0.00540780759846637,-0.090280187609387,-0.148800214122795,-0.0692961191878976,-0.0795518207282913,-0.141856608864282
"ERK",0.212068965517241,0.122707263389582,-0.173333333333333,-0.0743519407543115,-0.251785714285714,-0.184190302803441,-0.123809523809524,-0.214285714285714,-0.187839937839938,-0.0295041136357238,-0.0295041136357238,-0.169333333333333,-0.141068545570899,-0.236634199134199,-0.237810669722434,-0.138870743373097,-0.0314577095096055,0.0384915084915085,-0.121051290016807,-0.163333333333333,-0.174578396433413,-0.223856988750193,-0.282177674474728,-0.174871794871795,-0.0764597866542594,-0.168909336277757,-0.146417031353327,0.109292965328926,-0.15899847476965,-0.161290141436316,0.164635866343379,0.122091788505883,0.171187584345479,0.170488283646178,0.129690572700412,0.174172494172494,0.0261007863156607,0.115468806256086,0.182790956819886,0.159649122807018,0.238728100915095,-0.0355212114618055,-0.0384915084915085,-0.0384915084915085,0.133333333333333,0.135959056519804,0.187366120218579,0.263406962626606,0.185021327734189,0.0714480427205775,-0.111286650576211,0.0984557017080642,-0.133383223160493,-0.222707263389582,-0.0392759200146852
"ZEB1",-0.0833333333333333,-0.0616862745098039,-0.125,-0.088791314005994,-0.12,-0.172303921568627,0.0881226053639847,-0.1,-0.1625,-0.0175887734865599,-0.0175887734865599,-0.0375,0.119065002185878,-0.0621052631578947,-0.06702329594478,0.121427206910288,0.0407150570413506,-0.148178472698072,0.0734636858334663,0.280952380952381,-0.0385384354324066,-0.0649512670565302,0.260324223053926,0.298025551684088,0.0537770233362981,0.284630098340181,0.252047971420085,0.0250355085329179,0.280232760266839,0.284538044024178,-0.294112512109284,0.0523011924863134,-0.306816760475297,-0.298973623220395,0.053743500178621,-0.288410167068704,0.0265681346337426,-0.148827701359677,0.0211007130124777,-0.28974358974359,0.0555947245162085,0.145501307343741,0.148178472698072,0.148178472698072,-0.266666666666667,-0.11855738797268,0.0465909090909091,0.354184242951366,0.162386566196727,0.197199823967162,0.0594836313379978,-0.145091697470636,0.289214105336321,0.0793333333333333,0.113294313681161
"RKIP",-0.25,-0.212068965517241,0.1,0.0790527954551662,0.2,0.207070707070707,0.0666666666666667,0.2,0.188888888888889,0.0105002391200383,0.0105002391200383,0.133333333333333,0.123809523809524,0.214285714285714,0.251785714285714,0.135959056519804,0.0111661718419068,-0.0266233766233766,0.120011788977306,0.1,0.187366120218579,0.224698412698413,0.288117964956017,0.133333333333333,0.0748225058759883,0.174871794871795,0.152311302899538,-0.13283004258614,0.164635866343379,0.170488283646178,-0.171187584345479,-0.141867694471629,-0.133333333333333,-0.159649122807018,-0.154738981600342,-0.163333333333333,0.00549976087996174,-0.119784341303329,-0.169333333333333,-0.1,-0.236634199134199,0.0394438894438894,0.0266233766233766,0.0266233766233766,0,-0.1,-0.173333333333333,-0.260819199160692,-0.187839937839938,-0.0778720996038483,0.222707263389582,-0.101260835303389,0.138205585264409,0.25,0.0493697478991597
"RAF",-0.25,-0.212068965517241,0.1,0.0790527954551662,0.2,0.207070707070707,0.0666666666666667,0.2,0.188888888888889,0.0105002391200383,0.0105002391200383,0.133333333333333,0.123809523809524,0.214285714285714,0.251785714285714,0.135959056519804,0.0111661718419068,-0.0266233766233766,0.120011788977306,0.1,0.187366120218579,0.224698412698413,0.288117964956017,0.133333333333333,0.0748225058759883,0.174871794871795,0.152311302899538,-0.13283004258614,0.164635866343379,0.170488283646178,-0.171187584345479,-0.141867694471629,-0.133333333333333,-0.159649122807018,-0.154738981600342,-0.163333333333333,0.00549976087996174,-0.119784341303329,-0.169333333333333,-0.1,-0.236634199134199,0.0394438894438894,0.0266233766233766,0.0266233766233766,0,-0.1,-0.173333333333333,-0.260819199160692,-0.187839937839938,-0.0778720996038483,0.222707263389582,-0.101260835303389,0.138205585264409,0.25,0.0493697478991597
"MEK",-0.25,-0.222707263389582,0.133333333333333,0.0771297185320893,0.214285714285714,0.187839937839938,0.1,0.2,0.207070707070707,0.0239923026121018,0.0239923026121018,0.173333333333333,0.135959056519804,0.251785714285714,0.236634199134199,0.141068545570899,0.0238596702939192,-0.0394438894438894,0.12361539258091,0.133333333333333,0.182790956819886,0.218031746031746,0.284770684621289,0.163333333333333,0.074640356513511,0.174172494172494,0.148164961436124,-0.121920951677049,0.161290141436316,0.164635866343379,-0.170488283646178,-0.129690572700412,-0.159649122807018,-0.171187584345479,-0.141867694471629,-0.174871794871795,-0.0121472979435677,-0.118883440402428,-0.187366120218579,-0.133333333333333,-0.237810669722434,0.0384915084915085,0.0394438894438894,0.0394438894438894,-0.1,-0.123809523809524,-0.169333333333333,-0.261062508163126,-0.184190302803441,-0.0729540668169631,0.122707263389582,-0.101997936040489,0.134908881967705,0.212068965517241,0.0362118531623176
"miR200",-0.114285714285714,-0.118831168831169,-0.1,-0.111479261479261,-0.1,-0.135467980295567,0.0166666666666667,-0.2,-0.166502463054187,0.0273566308243727,0.0273566308243727,-0.1375,0.0469639468690702,-0.126315789473684,-0.0606015037593985,0.0498709236132563,-0.00858188552782433,-0.150907003444317,0.0156119219533854,0.16,-0.0259984406530912,-0.0622920696324952,0.208531163491618,0.172,0.0156961864442377,0.186533353969974,0.174290472581014,-0.00152542372881356,0.190550441154623,0.197974683578866,-0.198371508975691,0.036397161084375,-0.181739130434783,-0.202865890998163,0.0197827410216791,-0.19312676056338,-0.0315044858523119,-0.122073185599993,0.0596940928270042,-0.16,0.0624882962122287,0.148163861299678,0.150907003444317,0.150907003444317,-0.1,-0.0147058823529412,0.0508333333333333,0.293256323970217,0.145072500069578,0.149549268760489,0.0991032776747062,-0.0512294537233011,0.279489181575071,0.114285714285714,0.16910218352134
"SOSGRB2",-0.104761904761905,-0.0753324753324753,0,0.0667931769722814,0.2,0.188111888111888,0.0428571428571429,0.3,0.172727272727273,0.0546616541353383,0.0546616541353383,0.0333333333333333,0.0667032967032967,0.188888888888889,0.215204678362573,0.0688309562777648,0.0549277542319433,-0.0436911487758945,0.057045177045177,0.1,0.0334066624764299,0.108611111111111,0.109157918889463,0.114285714285714,0.0791468946202752,0.124068322981366,0.12613923013923,0.00388257575757576,0.114056852164496,0.116924920998148,-0.12008281573499,-0.000372960372960371,-0.114285714285714,-0.118633540372671,-0.00666666666666667,-0.122619047619048,-0.0489473684210526,-0.0941487898789879,-0.0310810810810811,-0.1,-0.198538011695906,0.0539475590323048,0.0436911487758945,0.0436911487758945,0,-0.0628571428571429,-0.05,-0.1741704314631,-0.17543583177386,0.0236268437952741,0.0904839904839905,-0.0963507989594946,0.0373333333333333,0.115873015873016,0.0484649122807018
"PI3K",-0.0333333333333333,-0.0795518207282913,-0.1,-0.159702093397746,-0.0333333333333333,-0.0673076923076923,-0.075,0,-0.075,0.0955384066085658,0.0955384066085658,-0.15,-0.108647058823529,-0.0333333333333333,-0.0392156862745098,-0.101329985652798,0.103291443455378,-0.0425281385281385,-0.0822903600464576,-0.2,-0.154059829059829,0.0869230769230769,-0.226822555510234,-0.233333333333333,-0.00327327487964276,-0.208985507246377,-0.0743408582170983,0.0842666397605354,-0.184972460476035,-0.192601326455416,0.208985507246377,0.0657895158063225,0.233333333333333,0.228985507246377,0.0937895158063225,0.228985507246377,-0.108991228070175,0.131428571428571,0.167948717948718,0.2,0.026395173453997,0.0466377275692344,0.0425281385281385,0.0425281385281385,0.1,0.0926470588235294,0.183333333333333,-0.112319433828164,0.0608560794044665,-0.00342105263157895,0.0877485420397667,0.158477633477633,0.0640973424294878,0.0619047619047619,0.147446670976083
"cateninmemb",0.0927272727272727,0.0975786978333976,0.0333333333333333,0.0372615756378571,0.02,-0.0360370936713856,0.0789090909090909,0,-0.0432535885167464,0.12428777896791,0.12428777896791,0,0.0695432372505543,0.00571428571428572,0.00571428571428572,0.0650224415905181,0.14572308510856,-0.014973604826546,0.0888989959211427,0.00588235294117647,-0.0215916306832614,-0.025571002979146,0.0696756584247661,-0.0103967168262654,-0.098232516487518,-0.0151783260216677,-0.115846134783992,0.0507749652637138,-0.0125416567913364,-0.014128958378638,0.0157478873948273,0.0652276379969821,0.0103967168262654,0.0147445429132219,0.0649855072463768,0.0138449926883344,-0.138209095171121,-0.0196972008508002,0.0223790322580645,-0.00588235294117647,0.00207792207792208,0.0172082416980544,0.014973604826546,0.014973604826546,0,-0.0749090909090909,0.00625,0.105687463950928,0.038639324154657,0.00590561178740773,-0.0940492860686918,-0.0721258392486987,-0.0279082289650808,-0.0986096256684492,-0.0529060381387829
"Wnt",0,-0.0533333333333333,0,-0.196376811594203,-0.1,-0.0857142857142857,-0.1,-0.1,-0.1,0.134002869440459,0.134002869440459,-0.1,-0.2,-0.133333333333333,-0.153333333333333,-0.226086956521739,0.151313131313131,0.00150375939849624,-0.20412955465587,-0.2,-0.20021645021645,0.0575757575757576,-0.265922570401158,-0.3,0.022926267281106,-0.244736842105263,-0.0921610169491525,0.13025641025641,-0.205427475974705,-0.223308270676692,0.244736842105263,0.127310673822302,0.2,0.25,0.143589743589744,0.25,-0.170588235294118,0.147272727272727,0.195454545454545,0.1,0.165833333333333,0.00758714969241285,-0.00150375939849624,-0.00150375939849624,0,0.166666666666667,0.15,-0.261551724137931,0.0773809523809524,0.00120098039215686,0.0709803921568627,0.193181818181818,-0.0658823529411765,0.0333333333333333,0.143333333333333
