"","SNAI1","SOSGRB2","RKIP","AXIN2","TCFLEF","Ecadherin","Wnt","CD44","ZEB2","ZEB1","cMet","Frizzled","Csn","DSH","SRC","TGF","TGFR","PAK1","CDC42","EGR1","cfos","TrCP","LIV1","NOTCHic","MEK","Csl","cateninmemb","Patched","miR200","NOTCH","PI3K","HEY1","SMAD","KLF4","ILK","AKT","Jagged","RAS","RAF","DELTA","NFB","IKK","FUS","ERK","SHH","FOXC2","TWIST1","SMO","STAT","SUFU","GLI","cateninnuc","SNAI2","Destcompl","GSK3"
"CD44",-0.324694311536417,-0.0880952380952381,-0.136296296296296,0.02,-0.0508527131782946,-0.0541217023124525,0,-0.00666666666666667,-0.411111111111111,-0.411111111111111,0.1,0.1,-0.2,0,0.2,-0.160277777777778,-0.165833333333333,-0.133333333333333,-0.153333333333333,-0.2,-0.15,-0.1,0.1,-0.142857142857143,-0.17,-0.1,0.0178205128205128,-0.02,-0.424426877470356,-0.116541353383459,-0.171428571428571,0.0690058479532164,-0.107709750566893,0.477777777777778,-0.0444444444444444,-0.02,-0.00400932400932401,0.191428571428571,0.171428571428571,0.171428571428571,0.1,0.0666666666666667,0.1,0.19,-0.0163636363636364,0.154583333333333,0.221025641025641,0.1,-0.1,0.1,0.00666666666666667,0.0508527131782946,-0.17022533022533,0.300005456728146,0.360119047619048
"PI3K",-0.23805152979066,-0.232692307692308,-0.230171299288946,-0.307142857142857,-0.294311358010695,-0.0463815847617276,-0.263768115942029,-0.27453734671126,-0.396735722284434,-0.396735722284434,-0.263768115942029,-0.233333333333333,0.1,-0.2,-0.233333333333333,-0.266249641319943,-0.249176470588235,-0.2,-0.241176470588235,0.0333333333333333,0.0333333333333333,0,-0.1,0.0307692307692308,0.0408550305368049,0,0.104151338392184,0.133333333333333,-0.409909574253837,0.0436724565756824,-0.19804329004329,0.228510409309521,-0.247192637054822,0.374342105263158,-0.241592637054822,-0.153996983408748,-0.251666666666667,0.213111783193975,0.19804329004329,0.19804329004329,-0.1,-0.141176470588235,-0.1,-0.0392156862745098,-0.144444444444444,0.235486643437863,-0.0526219325934223,-0.133333333333333,0.2,-0.1,0.27453734671126,0.300703110588014,0.173601299432755,0.527990492924602,0.398917748917749
"ILK",-0.23805152979066,-0.232692307692308,-0.230171299288946,-0.307142857142857,-0.294311358010695,-0.0463815847617276,-0.263768115942029,-0.27453734671126,-0.396735722284434,-0.396735722284434,-0.263768115942029,-0.233333333333333,0.1,-0.2,-0.233333333333333,-0.266249641319943,-0.249176470588235,-0.2,-0.241176470588235,0.0333333333333333,0.0333333333333333,0,-0.1,0.0307692307692308,0.0408550305368049,0,0.104151338392184,0.133333333333333,-0.409909574253837,0.0436724565756824,-0.19804329004329,0.228510409309521,-0.247192637054822,0.374342105263158,-0.241592637054822,-0.153996983408748,-0.251666666666667,0.213111783193975,0.19804329004329,0.19804329004329,-0.1,-0.141176470588235,-0.1,-0.0392156862745098,-0.144444444444444,0.235486643437863,-0.0526219325934223,-0.133333333333333,0.2,-0.1,0.27453734671126,0.300703110588014,0.173601299432755,0.527990492924602,0.398917748917749
"SRC",-0.177539335541368,-0.135714285714286,-0.094395568589117,0.0736027880487909,-0.00896041583366653,0.0139089069971423,-0.01,0.0178688524590164,-0.396720575022462,-0.396720575022462,-0.01,0.05,-0.05,0,0.05,-0.0907395382395382,-0.0871031746031746,-0.0888888888888889,-0.101388888888889,-0.0666666666666667,-0.0393939393939394,-0.1,0.2,0.0942857142857143,-0.0521821993520107,0.08,0.052029262086514,0.171481481481481,-0.415485287659201,0.119285714285714,-0.0764956195244055,0.230230056272757,-0.23351706970128,0.504263565891473,-0.218201754385965,-0.0995726495726496,-0.123593860268172,0.0977077407365267,0.0764956195244055,0.0764956195244055,-0.0166666666666667,-0.0551282051282051,-0.0833333333333333,0.0616161616161616,-0.17442265795207,0.0852287581699346,0.110842490842491,-0.123333333333333,-0.1,-0.0333333333333333,-0.0178688524590164,-0.00781810765626635,-0.00190674844774385,0.0821838668577799,0.2204329004329
"Wnt",-0.209472049689441,-0.175757575757576,-0.213333333333333,-0.292121212121212,-0.279511278195489,0.00459330860589711,-0.225,-0.272368421052632,-0.391582974653276,-0.391582974653276,-0.225,-0.1,0.1,0,-0.2,-0.151014492753623,-0.146666666666667,-0.1,-0.1,0,0.0333333333333333,0.1,0,-0.00714285714285715,0.0392156862745098,-0.05,0.124279661016949,0.145454545454545,-0.412828282828283,0.0261904761904762,-0.230075187969925,0.216410256410256,-0.269071755118267,0.374509803921569,-0.234188034188034,-0.27,-0.250441176470588,0.234620642515379,0.230075187969925,0.230075187969925,-0.2,-0.22,-0.1,-0.0333333333333333,-0.15021645021645,0.118461538461538,0.0258823529411765,-0.1,0.1,0,0.272368421052632,0.307988099387542,0.28301724137931,0.550411743644826,0.509639498432602
"SOSGRB2",-0.253742714996446,-0.2425,-0.0893274853801169,-0.252220847084708,-0.230711561512477,-0.187396235783333,-0.204761904761905,-0.226501035196687,-0.360426065162907,-0.360426065162907,-0.201863354037267,-0.171428571428571,-0.1,-0.1,-0.171428571428571,-0.15231704465747,-0.145934065934066,-0.142857142857143,-0.122857142857143,-0.138095238095238,-0.126984126984127,-0.1,0,-0.100699300699301,-0.107819507819508,-0.154545454545455,-0.0831121251121251,-0.0207207207207207,-0.378305456747143,-0.0598542302767655,-0.168361581920904,0.117329545454545,-0.0679148808181066,0.356140350877193,-0.0462365591397849,-0.0616228070175439,-0.0385068329506655,0.177335940895263,0.168361581920904,0.168361581920904,0,-0.0157894736842105,0.1,0.135092235092235,0.0207207207207207,0.125934065934066,0.0832753623188406,0.0666666666666667,0.1,0.2,0.229399585921325,0.245434314858557,-0.133355410570503,0.472147651006711,0.44943863056065
"SHH",-0.25,-0.25,-0.18,-0.342857142857143,-0.246666666666667,0.0894444444444444,-0.3,-0.2,-0.35,-0.35,-0.2,-0.2,0,-0.2,-0.1,-0.353333333333333,-0.333333333333333,-0.2,-0.233333333333333,0,-0.1,0,0,0.2,-0.08,0.1,0.206594982078853,-0.266666666666667,-0.366666666666667,0.233333333333333,0,0.0666666666666667,-0.116666666666667,0.3,-0.0666666666666667,0.05,-0.174285714285714,0.0538461538461538,0,0,0,0.1,0.2,0.1,0.186666666666667,0.2,0,0.3,0.1,0.2,0.3,0.257777777777778,0.324367816091954,0.423636363636364,0.335897435897436
"SMAD",-0.0447784079719564,-0.100155279503106,-0.0335435722335801,-0.128265429245664,-0.103289663219426,-0.0480419517891975,-0.125091575091575,-0.0847007894066718,-0.346985714316484,-0.346985714316484,-0.101064425770308,-0.0904761904761905,0.0833333333333333,-0.123809523809524,-0.0638095238095238,-0.0141592728934761,-0.00818317727594618,0,-0.00985915492957746,0.0571428571428571,0.0668202764976959,0.05,-0.04,0.0596387520525452,0.0619231387517209,0.0561904761904762,-0.0258301003202107,0.0889296636085627,-0.366142173304243,0.0667816091954023,-0.0964998204124842,0.117514656806786,-0.248770726989905,0.347919530212941,-0.141627869847048,-0.132464985994398,-0.111971233068007,0.113605083570379,0.0964998204124842,0.0964998204124842,-0.126190476190476,-0.112464985994398,-0.0833333333333333,-0.0551923695209517,-0.075175016768414,-0.00121064160207244,0.0317842126024915,-0.0733333333333333,0.0971428571428571,-0.0583333333333333,0.108544812501647,0.0949816591667413,0.209946356009311,0.181101630524188,0.214719952840254
"ERK",-0.260090562523407,-0.176018492834027,-0.156476949378197,-0.253012399556086,-0.217673193982188,-0.148043752527954,-0.205198135198135,-0.216000331528656,-0.330644495478237,-0.330644495478237,-0.200987608882346,-0.205897435897436,0.1,-0.186666666666667,-0.201686909581646,-0.0991259442060997,-0.096378691458847,-0.0752380952380952,-0.0817801513128616,-0.046551724137931,-0.0146368305209098,0.1,-0.166666666666667,-0.0347177558856391,0.088422593805924,-0.0369075369075369,-0.0589229989186037,0.0451781849351763,-0.345670572542795,-0.0349947641958884,-0.182143412143412,0.0937369581222074,-0.124970651517077,0.317029795468953,-0.116460013219205,-0.150662153101441,-0.117499868701016,0.182253423144512,0.182143412143412,0.182143412143412,-0.139393939393939,-0.140570409982175,-0.056,-0.0870298361457569,-0.041796542423099,0.0709788833926765,0.0892141242855121,-0.0445245901639344,0.182456140350877,-0.02,0.218481343218185,0.227812082871077,-0.109507393214961,0.471695403847094,0.353029408012306
"GLI",-0.0100564597836389,-0.0650706815308585,-0.0299094649144302,-0.0891092995169082,-0.0759552355184358,-0.0468430935507835,-0.210967741935484,-0.0665396511028514,-0.320524577572965,-0.320524577572965,-0.082918961447679,-0.190967741935484,0.116666666666667,-0.22,-0.0609677419354839,-0.0725915649278579,-0.0714150943396226,-0.0783333333333333,-0.0783333333333333,0.122857142857143,0.131190476190476,0.0833333333333333,-0.05,0.0942550839964633,0.131491832292937,0.0867550839964633,-0.0484813887414035,0.05203186537773,-0.340982320053527,0.0990169887583681,-0.0716295447373229,0.185818284714719,-0.178746250132987,0.330027456027456,-0.18144895283569,-0.158323822950233,-0.133881008840627,0.0825206338462338,0.0716295447373229,0.0716295447373229,-0.153508771929825,-0.147386322950233,-0.0345238095238095,-0.122099567099567,-0.0417437995341086,-0.0409106252149983,0.0368409048035534,-0.0397869674185464,0.09,-0.00952380952380951,0.0943719972546328,0.0669295331872942,0.189802804540405,0.0806609451904965,-0.0526146711042169
"NOTCH",0.0712820512820513,-0.0242105263157895,0.04447391688771,0.0274932614555256,0.0236297036297036,0.0657583474816072,0.0123076923076923,0.0335198135198135,-0.290660225442834,-0.290660225442834,0.0123076923076923,0.02,0.1,0,0.02,0.100888888888889,0.100888888888889,0.1,0.0888888888888889,0,0.06,0,0,0.234285714285714,0.0933333333333333,0.22,0.0296092499786918,0.191025641025641,-0.30995670995671,0.131059907834101,-0.0351515151515151,0.330434782608696,-0.217142857142857,0.298067632850242,-0.223809523809524,-0.2,-0.148330928330928,0.0394993412384717,0.0351515151515151,0.0351515151515151,-0.133333333333333,-0.188888888888889,-0.133333333333333,-0.0933333333333333,-0.202790346907994,-0.0977551020408163,0.0464745762711864,-0.183333333333333,0,-0.1,-0.0335198135198135,-0.0354664383235812,0.103294309176662,-0.0247338072384801,-0.0239028213166144
"LIV1",0.0556770953284654,-0.0285891089108911,0.0357468866308645,-0.0842163150230815,-0.073011724595883,-0.0332461541798862,-0.0755750487329435,-0.0581969097810682,-0.289850170089654,-0.289850170089654,-0.078988988988989,-0.0492592592592593,0.183333333333333,-0.09,-0.0492592592592593,0.0734200386562971,0.0761522790934556,0.0714285714285714,0.0655462184873949,0.08,0.0843478260869565,0.133333333333333,-0.05,0.168205128205128,0.0778167526406288,0.166666666666667,-0.0403804469423691,0.207194060419867,-0.312006362304959,0.171501831501832,-0.00913969924012966,0.230434782608696,-0.216557433009046,0.298349206349206,-0.218492916880014,-0.214181286549708,-0.181850289706885,0.0232306083310387,0.00913969924012966,0.00913969924012966,-0.208333333333333,-0.203070175438596,-0.192857142857143,-0.0724834193072955,-0.196194060419867,-0.0812934627172989,0.00359928477319781,-0.196082949308756,0.09,-0.176190476190476,0.0545994389768459,0.061011724595883,0.176011668272594,0.104717083164342,0.0531645021645022
"NOTCHic",0.0834513634513634,-0.0151196172248804,0.0458823675919353,0.0261043725666367,0.0354664383235812,0.0711182249701218,0.0335198135198135,0.0236297036297036,-0.281030595813205,-0.281030595813205,0.0335198135198135,0.0123076923076923,0.133333333333333,0.02,0.0123076923076923,0.110443029016277,0.100888888888889,0.0888888888888889,0.100888888888889,0.06,0.0933333333333333,0.1,0,0.131059907834101,0.0847619047619048,0.234285714285714,0.0208871404452232,0.202790346907994,-0.30359832845382,0.13369148678147,-0.0394993412384717,0.325819397993311,-0.214984583761562,0.290924775707384,-0.217142857142857,-0.202325581395349,-0.151642186609074,0.0242284052778805,0.0394993412384717,0.0394993412384717,-0.188888888888889,-0.2,-0.183333333333333,-0.0933333333333333,-0.206016153359607,-0.104206714944042,0.0395563372774757,-0.191025641025641,-0.02,-0.133333333333333,-0.0259929317993834,-0.0310389574075506,0.0990858923429948,-0.0340671405718135,-0.0255557138785979
"Csl",0.0826608496173713,-0.00942856031431128,0.0564814459329492,0.0330452466026264,0.0310389574075506,0.0679786900864009,0.0259929317993834,0.0354664383235812,-0.271638330619834,-0.271638330619834,0.0236297036297036,0.0335198135198135,0.188888888888889,0.0123076923076923,0.0335198135198135,0.11157681586435,0.110443029016277,0.100888888888889,0.100888888888889,0.0933333333333333,0.0933333333333333,0.133333333333333,0.02,0.13369148678147,0.0847619047619048,0.131059907834101,0.0257801068060795,0.206016153359607,-0.292922947190203,0.134600577690561,-0.0242284052778805,0.325165803222069,-0.20776236153934,0.282353347135956,-0.214984583761562,-0.201550387596899,-0.143308853275741,0.0282725229249394,0.0242284052778805,0.0242284052778805,-0.2,-0.202325581395349,-0.191025641025641,-0.0847619047619048,-0.201705808532021,-0.107654990806111,0.0420394072549024,-0.202790346907994,-0.0123076923076923,-0.183333333333333,-0.0380897059929318,-0.0387576538054923,0.0988621786964623,-0.0358343556845496,-0.0336558611540029
"cateninmemb",-0.185978574835278,-0.198596942613824,-0.154029749455111,-0.221507544729229,-0.135657778503,0.207767410917931,-0.124398949635989,-0.11087571125518,-0.239750903604146,-0.239750903604146,-0.123919189516049,-0.0795713634290926,-0.06,-0.109803921568627,-0.0795713634290926,-0.165861004077738,-0.156638580931264,-0.131272727272727,-0.151272727272727,-0.0890909090909091,-0.0655614973262032,0,-0.0333333333333333,0.120404478863513,-0.067882095668633,0.121435406698565,0.121910813774821,-0.0520161290322581,-0.263156754274073,0.131928642432286,-0.00741327300150829,0.094303864315708,-0.11218233498263,0.209517112048758,-0.088695652173913,-0.0223472823472824,-0.114712882793053,0.0275250048450837,0.00741327300150829,0.00741327300150829,-0.00190476190476191,0.0166137566137566,0.05,0.0769017035117702,0.0677641605283211,0.177683380531956,0.00250985260646779,0.0875,0.109803921568627,0.1,0.111065616302656,0.130522391014672,0.192112614295908,0.28992981512757,0.26297517406806
"ZEB2",-0.219648772308437,-0.215,-0.197053140096618,-0.1694008332584,-0.146989676852538,-0.144742228994647,-0.144195804195804,-0.143820662768031,-0.136384169997259,-0.136384169997259,-0.134561403508772,-0.133939393939394,-0.133333333333333,-0.127272727272727,-0.126666666666667,-0.124320758606473,-0.122733457019171,-0.112987012987013,-0.111168831168831,-0.108333333333333,-0.103070175438596,-0.1,-0.1,-0.098974358974359,-0.0933927560837578,-0.0923076923076923,-0.0889090950529878,-0.0884668989547038,-0.0867571679255118,-0.08640605296343,-0.0638528138528139,-0.0521385066546357,0.0217403356977387,0.0303397285719504,0.0400330186245679,0.0478219106957425,0.0546321572334142,0.0636386810905012,0.0638528138528139,0.0638528138528139,0.0708333333333333,0.0730555555555556,0.0928571428571429,0.0933927560837578,0.0939214444092493,0.103062937062937,0.106034822770947,0.112857142857143,0.12,0.15,0.152452684929749,0.153483183346045,0.177799954848821,0.22553711219039,0.311900752570461
"Csn",-0.189540918321679,-0.130923555863023,-0.174245573602176,-0.245571392036512,-0.220959970717775,0.0405785195048062,-0.201980335133638,-0.211313668466971,-0.104345740281224,-0.104345740281224,-0.201980335133638,-0.183908045977011,0.12,-0.166666666666667,-0.183908045977011,-0.17229556649551,-0.163465017569495,-0.143181818181818,-0.150644504748982,0.0133333333333333,0.0133333333333333,0.22,-0.133333333333333,-0.0625541125541126,0.0208820346320346,-0.0742424242424242,0.105242971852397,-0.000828562118884699,-0.106308735347464,-0.0548618048618048,-0.229343826210052,0.0468853820598007,-0.066554760973351,0.0892207139265963,-0.0555007763975155,-0.156033333333333,-0.0978158604835141,0.238364939453814,0.229343826210052,0.229343826210052,-0.136666666666667,-0.140833333333333,0.00317460317460317,-0.0146320346320346,0.00328757851232732,0.150252012457773,-0.00908524232507402,0.0062049062049062,0.166666666666667,0.0142857142857143,0.211150640810494,0.227754919605328,0.14931234161982,0.520668899600765,0.497980213131029
"ZEB1",-0.13151929199574,-0.0581286549707602,-0.130530951962287,0.13389781547789,0.0268993557065156,0.0602002844907551,0.0141427678013044,0.0276972280469411,-0.0553037185350441,-0.0553037185350441,0.0214472280469411,0.0218350754936121,-0.14,0.00476190476190476,0.0273295809881176,0.0336642762195384,0.0297272683455227,0.0229885057471264,0.0302348825587206,-0.0833333333333333,-0.0793333333333333,-0.1,0.0333333333333333,-0.157843137254902,-0.0791882180184849,-0.15,-0.0150789079345167,-0.0847370766488414,0.00422109919762423,-0.149578674444985,-0.0829039443269303,-0.0799909417007863,0.0591031264280778,0.0685335950173232,0.065833895658847,0.0829951929002835,0.10285519917502,0.0833763852718122,0.0829039443269303,0.0829039443269303,0.0821052631578947,0.100138050043141,0.0875,0.0805098039215686,0.0964808488908342,-0.0130936605366222,0.20927174877489,0.110227272727273,-0.0102564102564103,0.15,-0.0213592626466652,-0.0298347764501555,-0.0672554068882517,-0.147079518345806,-0.0265146675369563
"IKK",0.000614927905004239,-0.120168067226891,-0.00264116575591985,-0.0859523809523809,-0.0550499782703172,-0.170955265774725,-0.0525641025641026,-0.0725641025641025,-0.0150225563909774,-0.0150225563909774,-0.0525641025641026,-0.0833333333333333,-0.3,-0.05,-0.0833333333333333,-0.134888888888889,-0.138888888888889,-0.15,-0.138888888888889,0,-0.0142857142857143,-0.2,-0.1,0.0956709956709957,-0.0125079365079365,0.0909090909090909,-0.128324673464338,-0.111111111111111,-0.0115384615384615,0.0909090909090909,0.10562613430127,-0.0888544891640867,0.096720297029703,0.00659340659340659,0.09375,0.211132561132561,0.00771790065604498,-0.122527542751975,-0.10562613430127,-0.10562613430127,0.314285714285714,0.197619047619048,0.12,0.0102857142857143,0.0938697318007663,0.127792207792208,-0.172549019607843,0.1,0.05,0.1,0.0725641025641025,0.0647546196205282,-0.238000716268242,-0.159291149923943,-0.228315018315018
