"","ILK","Patched","SMAD","TGF","SOSGRB2","TGFR","ERK","PAK1","cfos","CDC42","SMO","MEK","SNAI2","NOTCHic","EGR1","TWIST1","NOTCH","SRC","SNAI1","Destcompl","ZEB2","cateninmemb","Ecadherin","LIV1","RKIP","ZEB1","STAT","TCFLEF","RAS","GLI","DSH","cateninnuc","GSK3","CD44","Frizzled","AXIN2","RAF","PI3K","DELTA","Wnt","cMet","Jagged","miR200","KLF4","IKK","Csl","TrCP","NFB","FUS","FOXC2","SHH","HEY1","AKT","SUFU","Csn"
"Destcompl",0.330396825396825,0.0559855478133127,0.343613199665831,0.19855365013519,0.236048303763332,0.192937886588392,0.325352134204593,0.174897959183673,0.307319347319347,0.186622097114708,0.0399233716475096,0.339276184837505,0.276038038645382,0.304012925969448,0.283076923076923,0.0783140819805901,0.318642184486482,-0.205620787127636,0.395349819242152,0.211995128121268,-0.349694396722611,-0.181974256050924,-0.0518469042986663,0.188888888888889,-0.321013857703028,0.349694396722611,-0.196031746031746,0.210817747531099,0.328982995648337,0.212117967457914,-0.196031746031746,0.210766753140482,0.331966323965192,0.212461583147537,0.205620787127636,0.105776837040903,0.325686292351634,0.325686292351634,0.325686292351634,0.211561381187042,0.212088448819179,-0.326499036187171,0.212978276974792,-0.343992808879334,0.166179844440714,-0.283360752056404,0.2,0.167080745341615,-0.0199233716475096,-0.273990787646538,-0.0662369984902953,-0.340694519156058,0.160810716923936,0.0111111111111111,0.171428571428571
"cfos",0.374867724867725,0.308909370199693,0.387770950674176,0.403654188948307,0.348611111111111,0.396078431372549,0.390434782608696,0.342857142857143,0.36,0.366666666666667,0.247619047619048,0.381960206337509,0.271825133503966,0.233333333333333,0.36,0.21412987012987,0.241025641025641,-0.04,0.351252123404022,-0.100136544681205,-0.343962104615858,-0.121046326624252,0.0934790867407442,0.1,-0.241398601398601,0.343962104615858,-0.1,0.0737010277604337,0.10887002497476,0.0726510721247563,-0.1,0.062960287019693,-0.028336038961039,0.0707307307307307,0.04,0.0730213464696223,0.0905773420479303,0.0905773420479303,0.0905773420479303,0.0437037037037037,0.0437037037037037,-0.266180555555556,0.175218572277396,-0.337365079365079,-0.2125,-0.233333333333333,-0.1,-0.2,-0.214285714285714,-0.428505841360935,-0.327427888718211,-0.383033483258371,-0.270394736842105,-0.2,-0.2
"ERK",0.418129814440406,0.324061287903139,0.431807625990558,0.395997783056928,0.416983818770227,0.386107673166818,0.321407434580582,0.352380952380952,0.393074101247249,0.366399643969737,0.289420765027322,0.323914398368883,0.464829663805439,0.364284053335148,0.344137931034483,0.290507226449545,0.368439177988888,-0.0555330634278003,0.456404756032586,0.251713085167856,-0.341679420273327,0.0311223929415047,-0.0403198830919637,0.0666666666666667,-0.200772700225083,0.341679420273327,-0.0824561403508772,0.067704220874079,0.304488360924004,0.0662318383371015,-0.0866666666666667,0.0648569986518568,0.289824894648363,0.0611986446659006,0.0597435897435898,0.0386342718142656,0.293817293817294,0.293817293817294,0.293817293817294,0.0534498834498835,0.049239357134094,-0.300342469187693,0.191981399375465,-0.334487782634324,-0.0970639164756812,-0.356254856254856,-0.0428571428571429,-0.0958874458874459,-0.274666666666667,-0.422421201041891,-0.341452592250966,-0.425876015269173,-0.121834558677516,-0.246666666666667,-0.0928571428571429
"SOSGRB2",0.455483870967742,0.37972972972973,0.498141213625085,0.32751071623412,0.473055555555556,0.30978021978022,0.417031317031317,0.242857142857143,0.387301587301587,0.282857142857143,0.35,0.468546468546469,0.46027043678709,0.525174825174825,0.309523809523809,0.219855072463768,0.574470599822712,-0.0714285714285714,0.416009950248756,0.292892789537085,-0.340827067669173,0.0355287625287625,-0.0363504350260186,0,-0.106615497076023,0.340827067669173,0,0.0709098834041626,0.516420396928871,0.0804865424430642,0,0.0798964990829389,0.429338176238597,0.0772256728778468,0.0714285714285714,0.0446644664466447,0.517702448210923,0.517702448210923,0.517702448210923,0.0964285714285714,0.093167701863354,-0.386254882191967,0.203639881177628,-0.313684210526316,0.0415204678362573,-0.463636363636364,0.1,0.0888888888888889,-0.266666666666667,-0.356019536019536,-0.39833438089252,-0.460416666666667,0.0373538011695906,-0.2,0.1
"ZEB1",0.460437952341259,0.381795900178253,0.467649490802797,0.329962731905295,0.273138401559454,0.325632023243877,0.219843137254902,0.300766283524904,0.218666666666667,0.310911211061136,0.360227272727273,0.214116265008206,0.0186394202649379,0.256740196078431,0.166666666666667,0.259287024940937,0.252607964673473,-0.032145090681676,0.258759707460641,0.0494000542279861,-0.335235927608271,0.10690440975371,-0.0237603111899462,0.0666666666666667,-0.224344746162928,0.335235927608271,-0.058974358974359,0.0359345497277058,-0.0418478369144372,0.0400488707504046,-0.0666666666666667,0.0348582287883712,-0.0583255816116366,0.029285613557493,0.0398373983739837,0.00145880434988029,-0.0454698841585317,-0.0454698841585317,-0.0454698841585317,0.032145090681676,0.0223411691130486,-0.314790330509226,0.178663119923883,-0.333944405503375,-0.353132010353753,-0.264583333333333,-0.3,-0.325263157894737,-0.3375,-0.357078906887344,-0.388557466014552,-0.473177892918826,-0.368846296068039,-0.325,-0.32
"MEK",0.394882581968081,0.289420765027322,0.418129814440406,0.386107673166818,0.405333333333333,0.366399643969737,0.393074101247249,0.333333333333333,0.344137931034483,0.352380952380952,0.274666666666667,0.321407434580582,0.455632188602554,0.356254856254856,0.32,0.290645922704746,0.364284053335148,-0.0824561403508772,0.448302904180734,0.253855137028059,-0.333647924210335,0.0358142052690116,-0.0376079023161313,0,-0.196594427244582,0.333647924210335,-0.0666666666666667,0.0611986446659006,0.293817293817294,0.0534498834498835,-0.0666666666666667,0.067704220874079,0.28955241508433,0.049239357134094,0.0866666666666667,0.0316424018955665,0.285880785880786,0.285880785880786,0.285880785880786,0.0597435897435898,0.0555330634278003,-0.283776204127452,0.187324536630367,-0.32285987565758,-0.0958874458874459,-0.31010101010101,0,-0.0928571428571429,-0.246666666666667,-0.41165197027266,-0.324061287903139,-0.400278745644599,-0.0970639164756812,-0.166666666666667,-0.0428571428571429
"Jagged",0.283333333333333,0.225,0.345238095238095,0.367555555555556,0.26,0.355555555555556,0.26,0.2,0.2,0.3,0.2,0.326666666666667,0.183182503770739,0.06,0.1,0.195,0.0885714285714286,0,0.325,-0.00228571428571429,-0.327294685990338,-0.0136253886958112,0.0264561403508772,0,-0.241025641025641,0.327294685990338,0,-4.66200466200467e-05,0.0460606060606061,-0.00307692307692308,0,0.012041292041292,0.00344827586206897,-0.00307692307692308,0,-0.00571428571428572,0.0733333333333333,0.0733333333333333,0.0733333333333333,0.02,0.02,-0.192034632034632,0.167272727272727,-0.305555555555556,-0.2,0,0,-0.1,-0.1,-0.391428571428571,-0.248076923076923,-0.183333333333333,-0.211111111111111,0,0
"RAF",0.356268720581943,0.274666666666667,0.394882581968081,0.366399643969737,0.385333333333333,0.352380952380952,0.344137931034483,0.3,0.32,0.333333333333333,0.246666666666667,0.393074101247249,0.445169901497931,0.31010101010101,0.22,0.281488413547237,0.356254856254856,-0.0666666666666667,0.436123417001247,0.255947187237264,-0.323330463892874,0.0467898150251091,-0.040522292115767,0,-0.192647058823529,0.323330463892874,0,0.049239357134094,0.285880785880786,0.0597435897435898,0,0.0611986446659006,0.282427107959023,0.0555330634278003,0.0666666666666667,0.0298406000937647,0.298701298701299,0.298701298701299,0.298701298701299,0.0866666666666667,0.0824561403508772,-0.271481122160239,0.183299768828509,-0.299330463892874,-0.0928571428571429,-0.255555555555556,0,-0.0428571428571429,-0.166666666666667,-0.393633952254642,-0.289420765027322,-0.360278745644599,-0.0958874458874459,-0.1,0
"STAT",0.348711755233494,0.261201550387597,0.359056582819701,0.290777771999168,0.35307881773399,0.295125598086124,0.306666666666667,0.245454545454545,0.306666666666667,0.276704545454545,0.221666666666667,0.305591397849462,0.167549869213252,0.152676205617382,0.266666666666667,0.105868277982221,0.169181059986314,-0.0196428571428571,0.288791868296745,-0.11359257062106,-0.319194907656446,-0.166617942576487,0.157648225595774,0,-0.189391891891892,0.319194907656446,-0.0571428571428571,0.0630555082842149,0.109281292050912,0.0684205500381971,-0.0571428571428571,0.0500638515500075,-0.0975700934579439,0.0671564546564547,0.0196428571428571,0.0593034416563828,0.0980872622001654,0.0980872622001654,0.0980872622001654,0.0423701298701299,0.0423701298701299,-0.19828300655879,0.16414194331515,-0.216914240443652,-0.193809523809524,-0.16078431372549,-0.1,-0.17,-0.175,-0.330835719154738,-0.267396240653084,-0.358,-0.219233252623083,-0.15,-0.15
"GLI",0.264242366991281,0.131117973505192,0.27343155618047,0.228700014032939,0.123350955828832,0.231758837562351,0.210194805194805,0.206666666666667,0.219285714285714,0.22735632183908,0.112750626566416,0.221797015139557,0.260081694691602,0.128950044208665,0.194285714285714,0.187382503367223,0.15371194897057,-0.0432258064516129,0.27667315125963,-0.0711114692278537,-0.312021164021164,-0.108004349007248,0.0798347441375728,0.1,-0.21069822927817,0.312021164021164,-0.04,0.0658662442308227,0.0159721608963926,0.0598716137106868,-0.12,0.06054645941313,0.0894074203543081,0.0785285818931604,0.123225806451613,0.0726615338164251,0.0149820618864916,0.0149820618864916,0.0149820618864916,0.152637571157495,0.0724940991345397,-0.191498906432361,0.160822304630354,-0.304992706992707,-0.163897839837689,-0.121450044208665,-0.133333333333333,-0.116959064327485,-0.0601190476190476,-0.348010405916753,-0.127414269801488,-0.266980929841711,-0.171710339837689,-0.0476190476190476,-0.122222222222222
"NFB",0.200625687568757,0.0530268199233716,0.217354312104073,0.199808464390743,0.135953118089341,0.177656565656566,0.16384126984127,0.161111111111111,0.108285714285714,0.165656565656566,0.0288888888888889,0.173645191409897,-0.206137498025531,0.15021645021645,0.0642857142857143,0.114117647058824,0.141829353442257,-0.0277777777777778,0.258556763916484,0.207140638196179,-0.307475815976723,0.0312025577536482,0.00948347275659633,-0.05,-0.197085610200364,0.307475815976723,-0.0277777777777778,0.00113597646959586,0.182868459776728,-0.0171314702775377,-0.0277777777777778,0.00780264313626253,0.333378582202112,-0.0165855425177459,0.0277777777777778,-0.0369503546099291,0.172918211020509,0.172918211020509,0.172918211020509,-0.0137606837606838,-0.0137606837606838,-0.0681468808083805,0.159677777890046,-0.298626373626374,0.130823680823681,-0.126406926406926,0.3,0.111904761904762,-0.04,-0.219902036874148,-0.0903762175137331,-0.197324192835029,0.115268125268125,0,0.228571428571429
"TCFLEF",0.203449381028328,0.00448540706605222,0.215495270129667,0.248315982162065,0.232677414401965,0.241031213950145,0.232891986062718,0.215384615384615,0.212891986062718,0.22701252236136,-0.0180952380952381,0.236973618715779,-0.130452987118311,0.308130081300813,0.171428571428571,0.0526676669351941,0.311120114523404,-0.143333333333333,0.294496247592482,0.152197358816865,-0.304834839624313,0.0332498387286986,-0.0252262030236585,0.133333333333333,-0.148070441291271,0.304834839624313,-0.158333333333333,0.0496050188113989,0.267762685808189,0.134499264588779,-0.150980392156863,0.0489177335880312,0.219734528201686,0.141930333817126,0.135980392156863,0.0465982905982906,0.260009729172184,0.260009729172184,0.260009729172184,0.128288084464555,0.135641025641026,-0.205591293278172,0.169069003285871,-0.299306086070792,0.122305823209049,-0.304208512673362,0.142857142857143,0.109402597402597,0.0133333333333333,-0.264062965717067,-0.018595836513905,-0.225021346782123,0.10817538842644,0.0333333333333333,0.0974025974025974
"RAS",0.340692640692641,0.261333333333333,0.379468150896722,0.286243447874199,0.294372294372294,0.269411764705882,0.367894736842105,0.18,0.31,0.24,0.233333333333333,0.401228070175439,0.344113151503474,0.457894736842105,0.26,0.136508456082924,0.489970208540219,-0.15,0.432330383480826,0.30581911802842,-0.301568483063328,-0.0598793802496844,0.0106989585469673,0,-0.174088050314465,0.301568483063328,-0.1,0.161264080100125,0.476282051282051,0.163480392156863,-0.1,0.166646516360748,0.495956072351421,0.161264080100125,0.15,0.121844532279315,0.566666666666667,0.566666666666667,0.566666666666667,0.167647058823529,0.167647058823529,-0.299593928641829,0.197384615384615,-0.277857142857143,0.16,-0.4,0.1,0.166666666666667,-0.2,-0.321587301587302,-0.293536723163842,-0.347826086956522,0.148888888888889,-0.1,0.2
"IKK",0.165972222222222,0.0288888888888889,0.200625687568757,0.177656565656566,0.122268907563025,0.165656565656566,0.108285714285714,0.15,0.0642857142857143,0.161111111111111,0.04,0.16384126984127,-0.217722863879189,0.126406926406926,0.05,0.107450980392157,0.15021645021645,-0.0277777777777778,0.250063613231552,0.211625688030066,-0.300962406015038,0.047147647510776,0.00595217259608268,-0.1,-0.197085610200364,0.300962406015038,0.05,-0.0165855425177459,0.172918211020509,-0.0137606837606838,0.05,0.00113597646959586,0.324358974358974,-0.0137606837606838,0.0277777777777778,-0.0433333333333333,0.191228070175439,0.191228070175439,0.191228070175439,0.0277777777777778,0.0277777777777778,-0.0573555139019057,0.156354515050167,-0.281318681318681,0.111904761904762,-0.0454545454545455,0.2,0.228571428571429,0,-0.202770562770563,-0.0530268199233716,-0.161609907120743,0.130823680823681,0.1,0.3
"SMO",0.176666666666667,0.0533333333333333,0.20047619047619,0.104324324324324,0.0157894736842105,0.08,0.0738461538461539,0.1,0.02,0.08,0.0533333333333333,0.107179487179487,-0.0819726327312534,-0.0515151515151515,0,0.0936274509803922,-0.0415151515151515,-0.1,0.21136712749616,0.181114699254234,-0.276977401129944,-0.003674705084038,0.106979702806737,-0.1,-0.188253968253968,0.276977401129944,0,0.0290291262135922,0.0458966905187835,0.125,-0.1,0.0530892765895321,0.19060777410292,0.03,0.2,0.0282280937453351,0.0668269230769231,0.0668269230769231,0.0668269230769231,0.175,0.08,-0.0351322751322751,0.144424352019289,-0.244444444444444,-0.114285714285714,0.133333333333333,0,-0.1,-0.133333333333333,-0.244137931034483,-0.07,-0.161172161172161,-0.118285714285714,-0.1,-0.1
"miR200",0.289012501755865,0.227964135021097,0.292460777617934,0.251031324007472,0.214078014184397,0.235333649588868,0.165194805194805,0.245833333333333,0.124285714285714,0.232107843137255,0.224166666666667,0.171317254174397,-0.00785272909679108,0.195270935960591,0.114285714285714,0.219841263031447,0.180016698672456,0.0156521739130435,0.148839863839864,0.0772575841092909,-0.262284946236559,0.117096567131695,-0.108093420103607,-0.1,-0.121513857868499,0.262284946236559,0.02,-0.0549679060084876,-0.0829591157964255,-0.0609329825104473,0.02,-0.0464830575236391,-0.0445139851784643,-0.0688567948973764,-0.008,-0.0506316293970008,-0.0857022579410639,-0.0857022579410639,-0.0857022579410639,-0.0488450704225352,-0.0564972443355787,-0.196509693918325,0.049191727665579,-0.261059351276743,-0.216842105263158,-0.167684729064039,-0.1,-0.236842105263158,-0.2375,-0.252952954904174,-0.252964135021097,-0.295141242937853,-0.226276067527309,-0.2,-0.2
"Patched",0.166666666666667,0.0533333333333333,0.176666666666667,0.08,0,0.08,0.02,0.1,0,0.1,0.133333333333333,0.0738461538461539,-0.0772107279693486,-0.133333333333333,0.1,0.0583333333333333,-0.0515151515151515,0,0.216129032258065,0.176463536463536,-0.258333333333333,0.0021505376344086,0.0837324703344121,-0.1,-0.177142857142857,0.258333333333333,0.1,0.03,0.0668269230769231,0.175,0,0.0290291262135922,0.172161172161172,0.08,0.1,0.0489177489177489,0.0730769230769231,0.0730769230769231,0.0730769230769231,0.2,0.1,-0.0637037037037037,0.138095238095238,-0.211111111111111,-0.1,0.2,0,-0.1,-0.1,-0.22,-0.0533333333333333,-0.156410256410256,-0.114285714285714,0,0
"SMAD",0.395509787016636,0.365756880733945,0.29884312034997,0.262880121507458,0.277669328601006,0.27323868724451,0.272135891115636,0.247619047619048,0.295391705069124,0.271562709590879,0.3575,0.274058968038713,0.228645220557428,0.259178981937603,0.285714285714286,0.156868705805087,0.277432950191571,-0.00301587301587302,0.181329788491079,-0.110919091631225,-0.253303462263491,-0.0953557930776186,0.0693943164698553,0.08,-0.132414889318902,0.253303462263491,-0.00857142857142857,0.0290734993228409,-0.0459526433690419,0.0624181973102836,-0.0285714285714286,0.0216773493734994,-0.195275978546655,0.040064001358119,0.023015873015873,0.0473830650881617,-0.0429921170532524,-0.0429921170532524,-0.0429921170532524,0.0537851037851038,0.0324276377217554,-0.312032397709817,0.128089050983968,-0.254452276680162,-0.348272642390289,-0.269523809523809,-0.3,-0.303174603174603,-0.3125,-0.279470028340698,-0.354976211588964,-0.40688228420567,-0.346939309056956,-0.3,-0.288888888888889
"AXIN2",0.191603404646883,-0.00549450549450549,0.199143087186565,0.128372077866587,0.146148724269341,0.125401780836884,0.169791049312362,0.109166666666667,0.155772357723577,0.122746913580247,-0.0126373626373626,0.175997945864086,0.163252155325357,0.157763157894737,0.153333333333333,0.0333525605939399,0.165871266002845,-0.10031007751938,0.185029270815963,0.143135846570619,-0.193463445673227,-0.0902025842981039,-0.0381474433327299,0.1,-0.154925361376974,0.193463445673227,-0.0933333333333333,0.105776837040903,0.177398279016675,0.106274076651889,-0.0933333333333333,0.105041860819545,0.15215877486358,0.106597470100692,0.10031007751938,-0.0320678183275393,0.174511139909064,0.174511139909064,0.174511139909064,0.103758353381449,0.103758353381449,-0.160742213133517,0.136099010992224,-0.190779603746713,0.110628019323672,-0.145263157894737,0.133333333333333,0.109178743961353,0.0269230769230769,-0.159943959241383,-0.00204647811205188,-0.197917172460783,0.10951690821256,0.05,0.122222222222222
"SRC",0.132236842105263,0.0944444444444444,0.127732337600759,0.114549062049062,0.0828571428571429,0.110912698412698,-0.0242424242424242,0.0888888888888889,-0.0242424242424242,0.101388888888889,0.0833333333333333,-0.0449971412235563,0.0256615983523074,-0.0788095238095238,-0.0333333333333333,0.111633194391815,-0.103809523809524,-0.05,-0.01109907683443,-0.168813505335244,-0.156933213536987,-0.160603577308786,0.168061426590838,0,-0.0800260671228413,0.156933213536987,0,0.0409876049580168,-0.298863731179125,0.0214754098360656,-0.1,0.0380793275530951,-0.358008658008658,0.0214754098360656,0.05,0.0363083853967445,-0.301894034209428,-0.301894034209428,-0.301894034209428,0.01,0.01,-0.0701799576570219,0.065829307568438,-0.0708010335917313,-0.224358974358974,0.055,-0.1,-0.216666666666667,-0.0833333333333333,-0.10984126984127,-0.109150326797386,-0.100397219463754,-0.235470085470085,-0.0333333333333333,-0.15
