"","SNAI2","CD44","FOXC2","Wnt","Frizzled","TGF","TWIST1","MEK","LIV1","PAK1","ZEB2","cfos","RAF","DELTA","RKIP","GSK3","ZEB1","SNAI1","ILK","KLF4","Csn","SMO","TrCP","SUFU","FUS","Patched","SOSGRB2","SHH","SMAD","NFB","HEY1","miR200","IKK","AKT","Csl","NOTCH","NOTCHic","EGR1","RAS","PI3K","Jagged","Ecadherin","ERK","Destcompl","CDC42","TGFR","DSH","STAT","GLI","cateninmemb","SRC","cMet","TCFLEF","cateninnuc","AXIN2"
"ZEB1",0.155586620616885,0.173789608088389,-0.140798150049119,0.183275261324042,0.183275261324042,-0.182467153049639,0.0294237784329161,-0.102100716938758,0.2,-0.163218390804598,-0.0215446139244534,-0.0866666666666667,0.158735037881996,0.158735037881996,-0.109174642250077,0.0762354364581466,-0.175968298979147,-0.0836257583359293,-0.0310570396538721,-0.031220315222398,0.02,-0.113257575757576,0,-0.0916666666666667,-0.104166666666667,-0.103453654188948,0.139766081871345,-0.0981155758971334,0.0305762704231029,-0.00421052631578948,0.0375289563631533,-0.0779047409897485,0.0171009490940466,0.0156723776654752,0.0541666666666667,0.0475550964187328,0.0541666666666667,0.0666666666666667,-0.159837400086721,-0.158735037881996,-0.00235991159403478,-0.0187062203233096,0.0972549019607843,-0.0919500083883645,0.176261869065467,0.182860853837041,-0.185714285714286,-0.176923076923077,-0.18224433348899,-0.151925657489962,-0.174484052532833,-0.174484052532833,-0.170066203833069,-0.168304951386885,-0.214907820839148
"NOTCHic",-0.334702666843419,-0.204788544788545,-0.180816326530612,-0.201491841491841,-0.198461538461538,-0.121155172020181,-0.194719752691611,-0.27952380952381,-0.1,-0.0888888888888889,-0.0208373590982287,-0.246666666666667,-0.19201581027668,-0.19201581027668,-0.144581013935069,-0.136859979101358,-0.14061191626409,-0.0635693935693935,0.0142857142857143,-0.0182712215320911,0.0666666666666667,0.058974358974359,0.1,0.0666666666666667,0.0666666666666667,0.0825037707390649,-0.0248803827751196,0.0943317277283122,-0.0135662898252826,-0.0111111111111111,0.0841583054626533,-0.0169216525285889,0.0444444444444444,0.0560723514211886,0.0742857142857143,-0.0291947610962891,-0.016036866359447,0.18,0.187582312739734,0.19201581027668,0.0399722230185806,0.10362913409097,0.268095238095238,0.131958611481976,0.108888888888889,0.121792114695341,0.16,0.16,0.206868185577863,0.194374974583039,0.198461538461538,0.201491841491841,0.204380381523239,0.206059770836216,0.251905510631926
"cfos",-0.279332638164755,-0.160890890890891,-0.167053357928537,-0.166296296296296,-0.17,-0.127170868347339,-0.1424329004329,-0.273603537214444,-0.1,-0.0857142857142857,-0.0207540643375994,-0.24,-0.168300653594771,-0.168300653594771,-0.154172494172494,-0.131160714285714,-0.148107152465506,-0.0742890021371034,0.0161375661375661,-0.0205714285714286,0.0666666666666667,0.0357142857142857,0.1,0.0666666666666667,0.0523809523809524,0.0518433179723502,-0.0125,0.0629544290834614,-0.0177504693633726,-0.0166666666666667,-0.0188655672163918,-0.0177234530175707,0.0333333333333333,0.0385964912280702,-0.0333333333333333,-0.0394871794871795,-0.0256410256410256,0.08,0.159764068228918,0.168300653594771,0.0040625,0.0848906681331743,0.261739130434783,0.120680903503572,0.10952380952381,0.127170868347339,0.15,0.15,0.163664717348928,0.150194079791694,0.17,0.166296296296296,0.15990079188099,0.160641532621731,0.202857142857143
"CDC42",-0.279332638164755,-0.160890890890891,-0.167053357928537,-0.166296296296296,-0.17,-0.127170868347339,-0.1424329004329,-0.273603537214444,-0.1,-0.185714285714286,-0.0207540643375994,-0.24,-0.168300653594771,-0.168300653594771,-0.154172494172494,-0.131160714285714,-0.148107152465506,-0.0742890021371034,0.0161375661375661,-0.0205714285714286,0.0666666666666667,0.0357142857142857,0.1,0.0666666666666667,0.0523809523809524,0.0518433179723502,-0.0125,0.0629544290834614,-0.0177504693633726,-0.0166666666666667,-0.0188655672163918,-0.0177234530175707,0.0333333333333333,0.0385964912280702,-0.0333333333333333,-0.0394871794871795,-0.0256410256410256,0.18,0.159764068228918,0.168300653594771,0.0040625,0.0848906681331743,0.261739130434783,0.120680903503572,0.10952380952381,0.127170868347339,0.15,0.15,0.163664717348928,0.150194079791694,0.17,0.166296296296296,0.15990079188099,0.160641532621731,0.202857142857143
"AKT",0.0927254857584378,0.00748357676876468,0.0580965829207164,0.0103084355258268,0.0241545893719807,0.0602459483240647,0.00721408627272209,0.0780806948220251,0,0.0323529411764706,-0.0203568308959389,0.0582633053221289,0.00926620411551918,0.00926620411551918,0.0167758073128917,0.00368450247482506,0.1205735041099,-0.0244723221096219,-0.00585898359343738,-0.0186122357174989,-0.1,-0.00128205128205128,-0.1,-0.05,-0.0166666666666667,-0.0123931623931624,-0.060982905982906,-0.019761583445794,0.00686908460353839,0.0588235294117647,0.0192936179617645,0.0075681954418695,0.0306184012066365,-0.0703916998034645,0.0769230769230769,0.0858923924226835,0.073697270471464,-0.0523809523809524,-0.00324210772997701,-0.00926620411551918,0.00471011967003602,-0.0927695589755734,-0.0730174036827846,-0.000353969329263888,-0.0483529411764706,-0.0605480631276901,-0.0111111111111111,-0.0111111111111111,-0.00863245787219554,-0.0395458704282661,-0.0241545893719807,-0.0103084355258268,-0.00480316439763066,-0.00711085670532297,0.0429633831872099
"TCFLEF",-0.247702804318401,-0.153875987743912,-0.0244148692874022,-0.163531925590749,-0.157549019607843,0.0884006957814696,-0.0756291764658434,0.0196299983407997,-0.166666666666667,0.0743589743589743,-0.0200884724437356,0.011602787456446,-0.057593370317197,-0.057593370317197,0.0196491711438674,-0.0734606304256428,0.136929160021265,-0.00792862878636938,0.00512675628465102,0.0806579449961803,-0.123376623376623,0.112857142857143,-0.114285714285714,0.0833333333333333,0.103333333333333,0.106405529953917,-0.165521879318286,0.10211105142631,-0.00799482511830303,0.0953766233766234,-0.012064072065214,0.00347320015994715,0.0856992040217846,0.0835252909783064,0.0305914235612944,0.0296924593244369,0.024709070620118,-0.00428571428571428,0.0579875884512312,0.057593370317197,0.119005904646959,-0.0243201241817394,-0.0182694541231127,0.124988442951564,-0.0859868813357185,-0.0897251990927279,0.172549019607843,0.166666666666667,0.159184099503793,0.0444206268192246,0.151666666666667,0.157649572649573,0.0539905352811402,0.0512413943876694,0.506517704517705
"PI3K",0.0938310133966287,0.0103084355258268,0.061855981416957,0.0241545893719807,0.0111111111111111,0.0605480631276901,0.0118012422360248,0.0730174036827846,-0.1,0.05,-0.0189869678822403,0.0523809523809524,0.0202251082251082,0.0202251082251082,0.022365869424693,0.0048941798941799,0.126052956164695,-0.0167028985507246,0.0125410164065626,-0.00921052631578947,-0.1,-0.0166666666666667,0,-0.1,-0.05,-0.00128205128205128,-0.0565384615384615,-0.0123931623931624,0.00585898359343738,0.1,0.00500790367605019,0.0182633826076449,0.0588235294117647,0.0306184012066365,0.1,0.073697270471464,0.0769230769230769,-0.0666666666666667,-0.00926620411551918,-0.0202251082251082,-0.00456140350877193,-0.0941331953392097,-0.0582633053221289,-0.00109838620271302,-0.0323529411764706,-0.0483529411764706,0,0,-0.0103084355258268,-0.0388323128339745,-0.0111111111111111,-0.0241545893719807,-0.00748357676876468,-0.00480316439763066,0.0397142857142857
"Destcompl",-0.166299885489584,-0.0461230215523816,-0.108055507014604,-0.0529391882436776,-0.0479886931941726,-0.0815015370939665,-0.0166339848814719,-0.0692259804938784,-0.0388888888888889,-0.0777551020408163,-0.0169098277608916,-0.0666666666666667,-0.114207548497093,-0.114207548497093,-0.00988037520372205,-0.0269597531850916,-0.074267947080158,0.00899451302693994,0.0334920634920635,-0.0125624186446569,-0.0952380952380952,0.117591680350301,-0.0666666666666667,0.122222222222222,0.111877394636015,0.117073545635275,-0.0310603226027812,0.119974899600459,-0.033609022556391,0.0995859213250518,-0.0360241467933776,-0.0515029901836264,0.105892227631358,0.101865381993774,-0.018174696435566,-0.0236944315579847,-0.0246964355660008,0.0666666666666667,0.112166732170562,0.114207548497093,0.0205941071971141,0.0102390033423794,0.0704918032786885,-0.0672346831092027,0.0812033779028853,0.0827823252713064,0.0603174603174603,0.0603174603174603,0.0468167392640858,0.0303674150019511,0.0479886931941726,0.0524663051344711,0.0484517886756693,0.0463100242697539,0.153597834784252
"SMAD",-0.328521938472512,-0.20714234784823,-0.171949491044968,-0.181959706959707,-0.176190476190476,-0.123601965536533,-0.169117991222985,-0.26029786979712,-0.16,-0.111904761904762,-0.0154126039952741,-0.251152073732719,-0.0909367662904781,-0.0909367662904781,-0.14423454307404,-0.0337991081600104,-0.139434358071575,-0.0905658011343495,-0.0812236165660823,-0.00941010640318976,-0.0555555555555556,-0.0283333333333333,0,-0.0333333333333333,-0.0583333333333333,-0.0145718654434251,-0.0101079562259686,-0.0112261405363619,-0.00972876438629864,0.117460317460317,0.100279194911116,-0.00836714535369653,0.123342670401494,0.111342670401494,0.0952380952380952,0.0748221127531472,0.0779967159277504,0.228571428571429,0.0896209768167939,0.0909367662904781,0.139036866359447,0.102513646161374,0.265105562104812,0.120021481501558,0.130214621059691,0.130773280277569,0.176190476190476,0.202857142857143,0.181959706959707,0.1966798802965,0.202857142857143,0.206778711484594,0.210534478106032,0.210027892493063,0.25622836763241
"STAT",-0.353363171212876,-0.307500832500832,-0.236845262440354,-0.310064935064935,-0.296428571428571,-0.163452314911125,-0.284740854680885,-0.265173940543959,-0.3,-0.140909090909091,-0.0147749686211225,-0.24,-0.27777088502895,-0.27777088502895,-0.124584942084942,-0.190053404539386,-0.132167832167832,-0.0445975073046126,0.00458937198067634,0.0897207367795603,0.05,0.106666666666667,0.1,0.1,0.1,0.122945736434109,-0.103325123152709,0.13445016121287,-0.00573879726803266,0.01,-0.00333333333333334,-0.00901236562339691,0.0623809523809524,0.0708555286521388,0.0176470588235294,0.0154953925941933,0.0203497615262321,0.2,0.272547004431935,0.27777088502895,0.112695161872808,0.20311102595059,0.257647058823529,0.179667398228595,0.153409090909091,0.163935406698565,0.271428571428571,0.271428571428571,0.309224598930481,0.297915520386601,0.296428571428571,0.310064935064935,0.309078119567079,0.307051897874587,0.359889522242463
"ERK",0.16418912235866,-0.173623008837955,-0.046408663305215,-0.16041958041958,-0.156923076923077,-0.0169303784420777,-0.0305823670586663,-0.0577948037775103,-0.1,5.55111512312578e-18,-0.01362344018332,-0.143059427732942,-0.00361305361305361,-0.00361305361305361,-0.0838321943643313,-0.0591052539107499,-0.0774872577800085,0.102970233705697,-0.0992436821189473,-0.01164681414256,-0.0535714285714286,-0.0676939890710383,-0.0285714285714286,-0.0733333333333333,-0.0693333333333333,-0.0487397407050252,-0.0786956387733087,-0.0424595474683102,0.101675293061197,0.092965367965368,0.104775632074392,-0.0237474385527141,0.115318309141839,0.11715317152716,0.11981351981352,0.115429913852786,0.123463154850016,0.119655172413793,0.0035030426119535,0.00361305361305361,0.169941675306691,0.223572905750959,0.053059427732942,0.0601479376628681,0.014018691588785,0.0191281806398799,0.13,0.136842105263158,0.167687750845646,0.257839090572384,0.163765182186235,0.167261685682738,0.175109997685538,0.177401664352205,0.181008070435363
"Wnt",-0.039051724137931,-0.0157894736842105,-0.0634817813765182,0,0.1,-0.0730434782608696,-0.0391176470588235,-0.0725490196078431,0,-0.1,-0.00832137733142037,-0.0666666666666667,-0.0300751879699248,-0.0300751879699248,-0.045,-0.109090909090909,-0.125824964131994,-0.00434782608695652,0.00341880341880342,-0.00588235294117647,-0.1,0.05,-0.1,0,0.1,0.0227272727272727,0.0393939393939394,0.017965367965368,-0.0103955476048499,0,-0.018974358974359,-0.0352525252525253,0.02,0.0575,-0.15,-0.0904761904761905,-0.107142857142857,0.1,0.0437115516062884,0.0300751879699248,0.00191176470588235,0.0997124498894758,0.0666666666666667,-0.00901944301748159,0.0666666666666667,0.06,-0.2,-0.1,0.0157894736842105,0.0441101694915254,0,0,0.00507518796992481,0.00706194293681223,-0.0442424242424242
"Frizzled",-0.0418908408571739,-0.00507518796992481,-0.0774352697486112,-0.0157894736842105,0,-0.0816149068322981,-0.0381652661064426,-0.0836601307189543,0.1,-0.0666666666666667,-0.00139068426211344,-0.0666666666666667,-0.0437115516062884,-0.0437115516062884,-0.0485714285714286,-0.101212121212121,-0.136716053240905,0.00200138026224983,0.0103955476048499,-0.0106442577030812,0,0.0227272727272727,-0.1,0.1,0.05,0.017965367965368,0.0363636363636364,0.0276427873202067,-0.024414239193635,0.02,-0.0296126568466994,-0.0274400252525253,0.0575,0.07,-0.107142857142857,-0.088515406162465,-0.0904761904761905,0.0666666666666667,0.0350501342834538,0.0437115516062884,-0.00717914438502674,0.10414135431838,0.0725490196078431,-0.00504066317663279,0.06,0.0730434782608696,-0.1,0,0.00507518796992481,0.0463323917137476,0,0.0157894736842105,0.00706194293681223,0.00515718103205032,-0.0465680056377731
"SHH",0.400383141762452,0.2,0.2,0.1,0,0.213333333333333,0.125,0.22,0,0.2,0,0.1,0.25,0.25,0.08,0.058974358974359,0.15,0.0833333333333333,0,0,0,0.1,0,0.2,0.2,0.0666666666666667,-0.1,-0.0533333333333333,-0.0166666666666667,0,0,0.0333333333333333,-0.1,-0.1,-0.1,0,0,0,-0.273076923076923,-0.25,-0.134285714285714,-0.0172222222222222,-0.2,-0.0709090909090909,-0.233333333333333,-0.233333333333333,0,-0.1,-0.1,-0.18078853046595,-0.1,-0.2,-0.246666666666667,-0.235555555555556,-0.342857142857143
"DSH",0.0417744264217839,0.00706194293681223,0.0735391658525073,0.00507518796992481,0.0157894736842105,0.0805696106650508,0.0360376065319745,0.0889232886136911,0,0.06,0.00217808583691659,0.0725490196078431,0.0350501342834538,0.0350501342834538,0.0436763236763237,0.102836251142516,0.129629439067677,-0.00808833678398896,-0.024414239193635,0.00190639362541133,0.02,-0.017965367965368,0,-0.05,-0.0227272727272727,-0.0276427873202067,-0.0388026607538803,-0.0331642597128447,0.0232821637219369,-0.0575,0.0401389726361731,0.0195131959842326,-0.07,-0.073448275862069,0.0904761904761905,0.0990049166519755,0.088515406162465,-0.0666666666666667,-0.0319689017904566,-0.0350501342834538,0.0118303071757244,-0.102473224379838,-0.0836601307189543,0.00618570134457172,-0.0730434782608696,-0.0816149068322981,0,0,-0.00834316182613396,-0.047628033645432,-0.0157894736842105,-0.00507518796992481,-0.00515718103205032,-0.00863002163757125,0.046146064709503
"GSK3",0.0428960830223016,0.00515718103205032,0.0692329457568136,0.00834316182613396,0.00507518796992481,0.0764670465624867,0.0315561724730756,0.0843778340682366,0,0.0730434782608696,0.00292102788743665,0.0836601307189543,0.0319689017904566,0.0319689017904566,0.0399169251800831,0.00217069373818952,0.122645783792788,-0.00731314298553935,-0.0232821637219369,0.00266975240403728,0.0575,-0.0276427873202067,0.02,-0.0227272727272727,-0.017965367965368,-0.0331642597128447,-0.0429887072655082,-0.0336427286123662,0.0186344875600178,-0.07,0.0377168273074534,0.019395962689977,-0.073448275862069,-0.0623371647509579,0.088515406162465,0.0992646569117157,0.0990049166519755,-0.0725490196078431,-0.0317588177568432,-0.0319689017904566,0.0125602341830237,-0.101584189147701,-0.0889232886136911,0.00460063618078165,-0.0816149068322981,-0.0805696106650508,-0.0157894736842105,-0.0157894736842105,-0.00598467126009623,-0.0485122069433984,-0.00507518796992481,-0.00706194293681223,-0.00863002163757125,-0.00803791637441336,0.0472115137201575
"IKK",0.261931685916376,0.0282051282051282,0.0208080808080808,0.0358974358974359,0.0666666666666667,-0.0209212121212121,0.105882352941176,-0.0142539682539683,0.1,-0.05,0.00725814536340852,-0.00714285714285715,-0.050453720508167,-0.050453720508167,-0.00591985428051002,-0.0333699633699634,-0.113974937343358,0.0135001413627368,0.103472222222222,0.0010989010989011,-0.1,0.14,-0.2,0.1,0.16,0.121481481481481,-0.0283613445378151,0.12492975734355,-0.116343509350935,0,-0.118059855521156,-0.0242809364548495,-0.0833333333333333,-0.0481981981981982,-0.209090909090909,-0.167821067821068,-0.185281385281385,0.05,0.0617213261419698,0.050453720508167,-0.0689628241174633,0.0811961539259458,0.00314285714285715,-0.0699380515618055,0.0166666666666667,0.0121212121212121,-0.1,-0.1,-0.0282051282051282,0.0112905809274524,-0.0666666666666667,-0.0358974358974359,-0.0231203824424163,-0.0231203824424163,-0.0664285714285714
"Csn",0.119171884494339,0.025029866592808,0.072604995846811,0.0254743110372525,0.0339080459770115,0.068149472441853,0.0338779803646564,0.133092532467532,0,0.0409090909090909,0.00871794871794872,0.111515151515152,0.067899780951135,0.067899780951135,0.0424178344783896,0.119316786571026,0.135727047146402,-0.0206206163761319,-0.0210934265010352,0.00847518494577318,0.025,-0.0258297258297258,0.1,-0.0571428571428571,-0.0349206349206349,-0.0376576828189731,-0.0289057996079788,-0.045034731999301,0.0208363570922948,-0.0666666666666667,0.0312707641196013,0.0179252853501139,-0.0916666666666667,-0.0956666666666667,0.104545454545455,0.112187812187812,0.100649350649351,-0.0933333333333333,-0.0631013164597722,-0.067899780951135,0.00669039982141388,-0.0962847300615291,-0.125800865800866,-0.00912807141415852,-0.0573270013568521,-0.0688654628953136,-0.0166666666666667,-0.0166666666666667,-0.0267843547053747,-0.0811823783016434,-0.0339080459770115,-0.0254743110372525,-0.0234221495510074,-0.0260078380657398,0.00315421388101983
