"","SOSGRB2","IKK","CDC42","SUFU","TGFR","SHH","SMO","PAK1","Csn","Csl","ZEB2","Wnt","GLI","Frizzled","AXIN2","DSH","cateninnuc","CD44","TCFLEF","cfos","RAF","PI3K","MEK","RAS","ERK","Ecadherin","KLF4","GSK3","STAT","DELTA","SRC","cateninmemb","cMet","EGR1","Destcompl","RKIP","LIV1","TWIST1","SNAI2","SNAI1","Jagged","NOTCH","NOTCHic","NFB","SMAD","ILK","Patched","AKT","TGF","TrCP","FUS","HEY1","FOXC2","miR200","ZEB1"
"EGR1",-0.228176567656766,-0.110087719298246,-0.321008403361345,-0.080952380952381,-0.308887191240132,-0.0654653240029584,-0.0648233486943164,-0.319047619047619,-0.0666666666666667,-0.112820512820513,-0.0936874537269265,-0.0127680311890838,-0.00935339704274236,-0.0259259259259259,-0.028541995848437,0,-0.0099501406493554,-0.00673941268000674,-0.0122949682355623,0.0791304347826087,0.0660954354641586,0.0660954354641586,0.0590400393023827,0.0583681627368858,0.0537067059690494,0.062273620937441,-0.097815768930523,-0.00980790043290043,0,-0.0660954354641586,0.0259259259259259,0.00414724462207117,0.00970970970970971,-0.04,0.0278613892962004,0.11840384293423,0,0.175996800301148,0.162605534229853,0.157781908735052,0.0733329072937969,0.0974358974358975,0.105128205128205,0.141666666666667,0.0815668202764977,0.0880184331797235,0.0734653240029584,0.108235867446394,0.314898120201881,0.0666666666666667,0.080952380952381,0.0962702472293265,0.315652585676827,0.252074492310384,0.370930808786901
"ZEB1",-0.178440545808967,-0.183295944779983,-0.247384641012827,-0.133333333333333,-0.244846569946837,-0.13574871067806,-0.13219696969697,-0.228544061302682,-0.16,-0.135416666666667,-0.0867129896590167,-0.00149870454748504,0.002968649404405,0.0119628339140534,0.023645121835175,0.00952380952380952,0.0146068895596135,0.0140874658180971,0.0156832104989482,-0.0466666666666667,0.031383377797873,0.031383377797873,-0.0423961302582707,0.0359503069317312,-0.0384313725490196,0.137853603244952,-0.0891857622547547,0.0099377889457433,-0.0205128205128205,-0.031383377797873,-0.0229518449030644,-0.0224110472729486,-0.00922635470698598,0.0666666666666667,-0.00929566096622562,0.0913215604511543,0.0333333333333333,0.18634486389198,-0.0462740594096121,0.109055480894839,0.147758830959636,0.145220588235294,0.145220588235294,0.165263157894737,0.176577978264211,0.184751055187287,0.128275401069519,0.173295944779983,0.238547357348412,0.2,0.145833333333333,0.201098832083288,0.233411180582941,0.236927296011192,0.287227330097072
"ZEB2",-0.20981684981685,-0.203611111111111,-0.202077922077922,-0.2,-0.198676561533704,-0.193535001583782,-0.191428571428571,-0.185714285714286,-0.166666666666667,-0.161538461538462,-0.0849683290133099,-0.074032634032634,-0.0676106156840102,-0.0612121212121212,-0.0590635788693517,-0.0545454545454545,-0.0542728335278372,-0.0524171539961014,-0.052065041320045,-0.0403508771929825,-0.0401731601731602,-0.0401731601731602,-0.0392100432039974,-0.0365329032138454,-0.0306734578381438,-0.0208008595356284,0.0155163237726516,0.0199429828538173,0.04,0.0401731601731602,0.0466666666666667,0.0544323053210331,0.0598245614035088,0.0666666666666667,0.0723197142456238,0.0866988727858293,0.1,0.10576549567156,0.106075317737964,0.115123338634032,0.168534724573482,0.1772324506095,0.178871794871795,0.179166666666667,0.181477262574824,0.186355311355311,0.188989547038328,0.191461578400831,0.1944437573009,0.2,0.2,0.203938642003158,0.204526806526807,0.236026565536977,0.284324132183532
"STAT",-0.279392446633826,-0.122380952380952,-0.234090909090909,-0.1,-0.228827751196172,-0.0954325306990464,-0.0933333333333333,-0.209090909090909,-0.05,-0.0490196078431373,-0.0848215886677425,-0.0592532467532467,-0.04664820473644,-0.0410714285714286,-0.042440304793246,-0.0285714285714286,-0.0481869719025357,-0.0447233322233322,-0.0437769599835846,0.04,-0.0200785773366419,-0.0200785773366419,0.0436685641998735,-0.0133621594261941,0.0576470588235294,-0.0631926671406224,0.0174985145573381,-0.0584334668446818,0.0285714285714286,0.0200785773366419,0.0410714285714286,0.0436814322757458,0.0592532467532467,0,0.0413329473857884,0.122286036036036,0.2,0.0747075596400934,0.116678121578206,0.17826724341996,0.0628280268875453,0.0812421216190491,0.0841547429782724,0.07,0.0954606030318174,0.101207729468599,0.0910077519379845,0.103736884584342,0.223513741534337,0.1,0.1,0.11,0.251270620313565,0.24846887094704,0.364344629729245
"SRC",-0.0957142857142857,-0.041025641025641,-0.0541666666666667,-0.0333333333333333,-0.0779761904761905,0.00518518518518519,-0.0133333333333333,-0.0666666666666667,-0.1,-0.07,-0.0803533992213237,-0.025,-0.0397540983606557,-0.025,-0.0416889795571423,-0.1,-0.0354244208356926,-0.0397540983606557,-0.0360955617752899,-0.0575757575757576,0.00655819774718398,0.00655819774718398,-0.00369735086716219,0.00504304623203246,-0.0131313131313131,-0.0602279093455564,0.0180878552971576,0.0863203463203463,0.2,-0.00655819774718398,0.025,0.0425067355186349,0.025,0.0666666666666667,0.0472447842013059,0.0365591397849463,0.2,0.0762536314260452,0.119091916197029,-0.0276644237445882,-0.00917901670195248,0.064047619047619,0.0461904761904762,0.0333333333333333,-0.0206377430061641,-0.0197368421052632,-0.00518518518518519,0.0688034188034188,0.0779761904761905,0.1,0.0333333333333333,-0.0011833829857663,0.0724789915966387,0.120155174937784,0.174700509134471
"TWIST1",0.0121750865457959,0.0432234432234432,-0.115151515151515,0.233333333333333,-0.116401515151515,0.261599988003389,0.256444444444444,-0.115151515151515,0,0.0785185185185185,-0.0747747747747748,0.11140350877193,0.10820350877193,0.116666666666667,0.0887546324643099,0.1,0.110823982759733,0.106669230111937,0.110191435318675,0.16695652173913,0.0742989308580706,0.0742989308580706,0.167807529856439,0.0770386568854679,0.164324942791762,0.201406668277679,-0.0853450072962268,0.0884024178971141,-0.1,-0.0742989308580706,-0.116666666666667,-0.12763572831526,-0.110283687943262,-0.18,-0.0812344178943568,-0.0978156847722065,-0.1,0.0662474120082816,0.201730214815733,-0.137567851505647,-0.129337744517979,-0.0868881363220986,-0.0887749287749288,-0.0384615384615385,-0.230562155314631,-0.226271726271726,-0.266033485540335,-0.0449183584776805,0.110251173465866,0,-0.244444444444444,-0.233376792698827,0.0635931304254635,-0.178085805121755,-0.184408970373883
"NFB",-0.204812030075188,-0.0358429858429858,-0.302020202020202,0.04,-0.307620202020202,0.0807496653279786,0.0711111111111111,-0.311111111111111,-0.171428571428571,-0.0502164502164502,-0.0721914556506208,0.105128205128205,0.0927686545664074,0.0974358974358975,0.0795694022289767,0.0666666666666667,0.0999422440241755,0.0921338548457193,0.0971971459849598,0.0594285714285714,0.140309126385658,0.140309126385658,0.0714547152194211,0.134836489569738,0.0616507936507937,0.227926108618445,-0.0782967032967033,-0.000786468433527254,-0.0666666666666667,-0.140309126385658,-0.0974358974358975,-0.149772797713103,-0.105128205128205,-0.0714285714285714,-0.0852446934676065,0.0147400868712344,-0.1,0.278739495798319,0.252034329193681,0.0197490714598317,-0.0677421848837706,0.0360843457617651,0.0264069264069264,0.0547619047619048,-0.0559034806826407,-0.0525577557755776,-0.0711111111111111,0.0580652080652081,0.307620202020202,0.1,-0.06,-0.047359206840631,0.275093105212627,0.165343424035136,0.235375046812433
"TCFLEF",-0.0466893904498695,-0.0823007959782153,-0.40417412045319,0.166666666666667,-0.405108699892443,0.170968684327085,0.161904761904762,-0.394871794871795,-0.0766233766233766,0.0396461023433764,-0.0618192893850789,0.205480140774258,0.202374550712147,0.196078431372549,0.0715873015873016,0.196078431372549,0.0965491515335904,0.197923721980326,0.0955182236985388,0.0898257839721254,0.0892247002030395,0.0892247002030395,0.0956761241081799,0.0843626765499515,0.107921022067364,0.222663023279665,-0.0595317672523555,0.00109582084919157,-0.191666666666667,-0.0892247002030395,-0.191666666666667,-0.123701470874759,-0.201068376068376,-0.0971428571428571,0.0152354436329017,0.142734077237452,-0.166666666666667,0.279370207448219,0.221900728967613,0.149790342154359,-0.155181023796504,-0.044062752724459,-0.0337637494021999,0.0726233766233766,-0.0548355357366125,-0.0527322852586011,-0.171582181259601,0.071431230760824,0.405439825720257,0.0857142857142857,-0.133333333333333,-0.0446010086592445,0.385467383911181,0.200740537909213,0.258687533227007
"SMO",-0.182456140350877,-0.114285714285714,-0.32,0.3,-0.32,0.210277777777778,0.186666666666667,-0.3,-0.1,0,-0.0535310734463277,0.2375,0.231944444444444,0.2,0.0325272428720705,0.2,0.131318182186859,0.127777777777778,0.12680690399137,-0.02,0.0610576923076923,0.0610576923076923,0.00937062937062937,0.051755366726297,0.0184615384615385,0.0569662682063714,-0.0555555555555556,0.0277463636686938,-0.1,-0.0610576923076923,-0.1,0.0860089779726485,-0.133333333333333,0,-0.00230978324001579,0.103333333333333,-0.1,0.127287581699346,-0.182892172961138,0.117204301075269,-0.113068783068783,-0.0109090909090909,0.00909090909090909,0.1,-0.0146031746031746,-0.00666666666666667,-0.199166666666667,0.102285714285714,0.325405405405405,0,-0.266666666666667,-0.00879120879120879,0.221551724137931,0.212417118746233,0.269915254237288
"RKIP",-0.200634920634921,-0.176785714285714,-0.166666666666667,-0.1,-0.147619047619048,-0.136415300546448,-0.153333333333333,-0.2,-0.2,-0.233333333333333,-0.0505327594452415,-0.0933333333333333,-0.0779487179487179,-0.133333333333333,-0.0679324894514768,-0.1,-0.0801783324483204,-0.0705802968960864,-0.0824684087841983,-0.05,-0.0431818181818182,-0.0431818181818182,-0.0241746148202494,-0.0354895104895105,-0.0603448275862069,-0.0880122471796413,-0.0465327594452415,0.0473207249802994,0.1,0.0431818181818182,0.133333333333333,0.0782204052792288,0.0859649122807018,0.1,0.0441373064905405,-0.0553921568627451,0,0.108107546048722,-0.194892463717433,0.0569742987463469,0.124217802570943,0.188228438228438,0.215151515151515,0.214285714285714,0.112281972741562,0.119212665810869,0.141333333333333,0.161634199134199,0.152291944815309,0.2,0.133333333333333,0.14235385210995,0.156808134394341,0.181032160760112,0.241475848876136
"SUFU",-0.169519077413814,-0.11767032967033,-0.325405405405405,0.186666666666667,-0.321150086256469,0.219099586599587,0.210277777777778,-0.32,-0.114285714285714,0.0109090909090909,-0.0465603256913708,0.231944444444444,0.236033663775299,0.231944444444444,0.0380460291463806,0.2375,0.130375087557703,0.131318182186859,0.132676877839033,0.00937062937062937,0.0548121352852489,0.0548121352852489,0.016824774638421,0.0551285909814515,0.0266120086809742,0.0546365135402314,-0.0616417438347349,0.0307013722233447,-0.133333333333333,-0.0548121352852489,-0.127777777777778,0.0878323054882028,-0.12680690399137,-0.0184615384615385,-0.00561257683093847,0.105630829651448,-0.1,0.128619691593015,-0.186024122180577,0.113443573358384,-0.121891723285708,-0.00430735930735931,0.000454545454545453,0.102285714285714,-0.0245115408402304,-0.0242805939580133,-0.213308080808081,0.108945497455565,0.320163892962584,0.1,-0.199166666666667,-0.024471320542562,0.216363660927797,0.206723129272936,0.261012139332573
"RAS",0.173160173160173,0.14,0.2,0.1,0.188235294117647,0.224248587570621,0.233333333333333,0.22,0.1,0.15,-0.0297312223858616,0.144117647058824,0.12328431372549,0.15,0.0978656126482213,0.1,0.123262966810496,0.120713391739675,0.120713391739675,0.07,0.0756410256410256,0.0756410256410256,0.0627760577915377,-0.0397435897435897,0.0647368421052632,0.0525333646853559,-0.0410714285714286,0.0289018087855297,-0.1,-0.0756410256410256,-0.15,-0.0108854984359863,-0.144117647058824,-0.02,0.0489082413501018,-0.117698113207547,0,-0.0564866339334425,0.144796117420092,-0.169360865290069,-0.208200275970826,-0.148808341608739,-0.165789473684211,-0.133333333333333,-0.2143475572047,-0.208225108225108,-0.229333333333333,-0.117777777777778,-0.18130460104834,0,-0.2,-0.122924901185771,-0.192698412698413,-0.2512,-0.297588365243004
"SHH",-0.2,-0.1,-0.3,0.2,-0.3,0.186666666666667,0.3,-0.2,0,0.1,-0.025,0.2,0.2,0.2,0.019047619047619,0.2,0.127777777777778,0.1,0.133333333333333,-0.1,0.05,0.05,-0.02,0.0423076923076923,0,0.0461111111111111,-0.05,0.0230769230769231,-0.1,-0.05,-0.1,0.0898924731182796,-0.1,0,-0.0101298701298701,0.12,0,0.125,-0.186130268199234,0.133333333333333,-0.0942857142857143,0,0,0,-0.0166666666666667,0,-0.266666666666667,0.1,0.32,0,-0.2,0,0.225,0.216666666666667,0.275
"TGFR",-0.245321637426901,-0.167105263157895,-0.294920634920635,-0.22,-0.402063492063492,-0.240079631794272,-0.240114942528736,-0.271111111111111,-0.125,-0.12,-0.018619195713449,-0.0616711590296496,-0.0584453525780367,-0.0371428571428571,-0.0375685976186691,-0.0571428571428571,-0.0276357928139654,-0.0325984773253889,-0.025421443832566,-0.0538847117794486,-0.018452380952381,-0.018452380952381,-0.0345848639864502,-0.0108500417710944,-0.0249958228905597,0.0182597466851178,-0.0125526679016382,-0.105490031584415,0.0333333333333333,0.018452380952381,0.0133333333333333,0.0213792328977372,0.0378616352201258,0.0380952380952381,-0.00772390194712553,0.15030303030303,0.1,0.262578094108343,0.0431949169796286,0.285190755878608,0.227636016307016,0.145725626395435,0.140689655172414,0.125,0.232654324208681,0.236568914956012,0.233864942528736,0.160128518971848,0.39000675447484,0.1,0.236666666666667,0.250299758461079,0.400177520410101,0.315963357801511,0.404605329666424
"KLF4",-0.0231132075471698,0.0152380952380952,0.0609090909090909,0,0.0542424242424242,0.0159274193548387,0,0.0409090909090909,0,-0.0290909090909091,-0.00436532507739938,0.00574555403556772,0.00229727817349875,-0.00588235294117647,-0.0263497308385995,0,0.000173056253421333,0.0031368583833938,0.000795721259647983,-0.0672727272727273,-0.018974358974359,-0.018974358974359,-0.0686068691769116,-0.0233861236802413,-0.0613903743315508,-0.022626836984816,0.0148148148148148,-0.0145307338224703,0,0.018974358974359,0.00588235294117647,0.0145737573176598,-0.00574555403556772,0.04,0.0132745957075652,-0.0228097299525871,-0.0333333333333333,-0.0053115468409586,0.0779447537134565,-0.0220792137504555,-0.0013556857934669,0.0291994278103882,0.0343540669856459,-0.02,0.0212753623188406,0.00533333333333333,-0.00625,-0.0152380952380952,-0.0488765705838877,-0.1,-0.0333333333333333,0.00799083269671505,-0.0684076090609666,-0.00875457875457875,-0.0147626418988648
"HEY1",-0.0231132075471698,0.0152380952380952,0.0609090909090909,0,0.0542424242424242,0.0159274193548387,0,0.0409090909090909,0,-0.0290909090909091,-0.00436532507739938,0.00574555403556772,0.00229727817349875,-0.00588235294117647,-0.0263497308385995,0,0.000173056253421333,0.0031368583833938,0.000795721259647983,-0.0672727272727273,-0.018974358974359,-0.018974358974359,-0.0686068691769116,-0.0233861236802413,-0.0613903743315508,-0.022626836984816,0.0148148148148148,-0.0145307338224703,0,0.018974358974359,0.00588235294117647,0.0145737573176598,-0.00574555403556772,0.04,0.0132745957075652,-0.0228097299525871,-0.0333333333333333,-0.0053115468409586,0.0779447537134565,-0.0220792137504555,-0.0013556857934669,0.0291994278103882,0.0343540669856459,-0.02,0.0212753623188406,0.00533333333333333,-0.00625,-0.0152380952380952,-0.0488765705838877,-0.1,-0.0333333333333333,0.00799083269671505,-0.0684076090609666,-0.00875457875457875,-0.0147626418988648
"CD44",0,-0.133333333333333,-0.0333333333333333,-0.1,-0.0708333333333333,-0.147272727272727,-0.1,0.0666666666666667,0,-0.1,0.00158730158730159,0.05,-0.01,0.1,0.01,0,0.0201252236135957,-0.01,0.00627906976744186,0.05,0.0952380952380952,0.0952380952380952,-0.01,0.0638095238095238,-0.01,0.0212452502442732,-0.0793650793650794,-0.161904761904762,-0.1,-0.0952380952380952,-0.2,-0.0424358974358974,-0.15,0,-0.10784131834552,-0.0414814814814815,-0.1,0.021025641025641,-0.244053724053724,0.129505582137161,0.157855477855478,0.161654135338346,0.114285714285714,0.1,0.149433106575964,0.155555555555556,0.12,0.18,0.0708333333333333,-0.1,0.1,0.126315789473684,0.0729166666666667,0.0296354852876592,0.0555555555555555
"SNAI2",0.0488505747126437,-0.0632183908045977,-0.103641456582633,0.1,-0.102786755727932,0.0940540723331586,0.0976470588235294,-0.0941176470588235,-0.0666666666666667,0.0719298245614035,0.00360730018879799,0.0920084141210902,0.0925431734793789,0.0962337662337662,0.0719834431010812,0.0890909090909091,0.0943833901087959,0.0920084141210902,0.0934517130901623,0.0725490196078431,0.0665838670249018,0.0665838670249018,0.0746422893481717,0.0688669720477329,0.0705882352941176,0.221315405331082,-0.01,0.0638642609243771,-0.0890909090909091,-0.0665838670249018,-0.0962337662337662,-0.113927781064441,-0.0920084141210902,-0.0666666666666667,-0.0617639789554095,0.0171153846153846,-0.08,0.0977902508709607,0.224052511311189,0.0161499972311391,-0.0945622635944767,-0.075894281157439,-0.0771929824561403,0.0666666666666667,-0.0296631463421678,-0.0215291750503018,-0.09968787515006,0.0620135715274893,0.099060047653398,0.1,-0.08,-0.0281946955997589,0.102720975467467,0.0126069799724101,0.0164164044472414
"Destcompl",-0.0243645342305263,-0.103016059537799,-0.127114707952146,0.0333333333333333,-0.125009444794252,0.0409856070837828,0.0351067323481117,-0.129183673469388,-0.1,-0.018174696435566,0.0037249093285171,0.015807784300935,0.0200749457109535,0.015807784300935,0.0331782770167788,0.0253968253968254,0.0173693197391519,0.0201610181317808,0.0196130729263013,0.017995337995338,0.0782428840818316,0.0782428840818316,0.0213777824858962,0.0794987710520043,0.0272849554816768,0.0156941410339489,-0.00156844075155432,-0.00140806192455145,-0.0253968253968254,-0.0782428840818316,-0.015807784300935,0.00148090057424356,-0.015310271863124,-0.021025641025641,-0.0907976733234333,0.0190012667269118,-0.0111111111111111,0.024743677781803,-0.0852182856361264,0.0225310315482312,-0.00143515678562407,0.0252366464224964,0.0290442616529573,0.091304347826087,0.0420384294068505,0.0384126984126984,-0.0376974059232412,0.0963046501418255,0.125699099966665,0.1,-0.0436781609195402,0.0407973223357839,0.119552369728157,0.122695312960258,0.119278702847158
