"","SUFU","Csn","Patched","AKT","SOSGRB2","TrCP","LIV1","Frizzled","Destcompl","miR200","Wnt","DSH","GLI","cfos","IKK","EGR1","RAS","RAF","DELTA","TGFR","TGF","FOXC2","GSK3","CDC42","PAK1","ZEB2","ZEB1","PI3K","MEK","ERK","SNAI2","TWIST1","Ecadherin","CD44","cMet","STAT","NOTCHic","TCFLEF","cateninnuc","SMO","SRC","cateninmemb","KLF4","NFB","Csl","NOTCH","AXIN2","SMAD","Jagged","FUS","RKIP","SNAI1","SHH","ILK","HEY1"
"cateninnuc",-0.0888888888888889,0.208333333333333,-0.0537977576395253,0.223613636363636,-0.102121800563675,0.233333333333333,0.0272727272727273,0.00451192642973465,-0.19288486334675,-0.00809911519187357,-0.00200981270070014,0.0195804195804196,0.00115224263526824,0.201207729468599,0.217363636363636,0.21231884057971,-0.213690923690924,-0.213017523017523,-0.213017523017523,0.042142730832386,0.0443261369459231,0.0545287936107608,-0.218168393508863,-0.0363956043956044,0.0348571428571429,-0.0486707770706199,-0.0486707770706199,0.213017523017523,-0.19935544750367,-0.196144438329358,-0.0360322116498662,-0.0594098428843602,-0.0510089403752727,0.000433383042078696,0.00360798621668187,-0.0195804195804196,-0.0911130089490358,-0.00397289029623348,-0.105823207888059,0.0506921675774135,-0.00291375291375291,0.0109742216902392,-0.0585447273169693,-0.211363636363636,-0.094601381042059,-0.0920220998581267,0.179083654442057,-0.0277736574476001,-0.0035295224108623,0.0588888888888889,-0.142501800102296,-0.121364899909474,0.0570657314957344,-0.0257272727272727,-0.0275092832828867
"Ecadherin",-0.166666666666667,0.22,-0.121572580645161,0.196575276575277,-0.116064818994313,0.2,-0.1,-0.0775649794801642,-0.188950610739297,-0.00870107752789317,-0.0930822208594745,-0.0705882352941176,-0.0997488875261412,0.205454545454545,0.188783068783069,0.205454545454545,-0.195957830919218,-0.192326546003017,-0.192326546003017,0.0808085735402809,0.0860526965059228,0.0835555662714452,-0.205840312333347,-0.0773939393939394,0.0867272727272727,-0.0327927848615126,-0.0327927848615126,0.192326546003017,-0.186170130657699,-0.192052483598875,0.0504938955178493,-0.155132289042246,-0.169391550765484,0.101110129981836,0.0940867186105989,0.0705882352941176,0.00176194939081537,0.0982458709531938,0.093764078236107,0.13125,0.0775649794801642,0.117174801260167,-0.0442569151429911,-0.196190476190476,-0.00545454545454545,0.00436417987408675,0.171856967200508,-0.00384980875179843,0.0967067184111294,0.15,-0.0736140353315313,-0.0556688638043929,0.123934785369571,-0.00602898550724638,-0.00170733332991525
"KLF4",-0.2,0.2,-0.13125,0.188783068783069,-0.118696397941681,0.1,-0.166666666666667,-0.0705882352941176,-0.187645857710406,-0.00404558404558404,-0.0775649794801642,-0.1,-0.0930822208594745,0.205454545454545,0.196190476190476,0.16,-0.192326546003017,-0.187179487179487,-0.187179487179487,0.0773939393939394,0.0808085735402809,0.0810384038000493,-0.201425301295819,-0.0867272727272727,0.122727272727273,-0.0304231166150671,-0.0304231166150671,0.187179487179487,-0.192052483598875,-0.205454545454545,0.0530826974443996,-0.149359477124183,-0.0690020668316965,0.0940867186105989,0.0775649794801642,0.1,-0.00545454545454545,0.101110129981836,0.0982458709531938,0.15,0.0705882352941176,0.121533775619141,-0.0518518518518519,-0.22,-0.00545454545454545,0.00176194939081537,0.164640472355148,-0.00602898550724638,0.0946472218436236,0.166666666666667,-0.0702432488146774,-0.0528207625385701,0.121572580645161,0.00266666666666667,0.00970206264323911
"HEY1",-0.2,0.2,-0.13125,0.188783068783069,-0.118696397941681,0.1,-0.166666666666667,-0.0705882352941176,-0.187645857710406,-0.00404558404558404,-0.0775649794801642,-0.1,-0.0930822208594745,0.205454545454545,0.196190476190476,0.16,-0.192326546003017,-0.187179487179487,-0.187179487179487,0.0773939393939394,0.0808085735402809,0.0810384038000493,-0.201425301295819,-0.0867272727272727,0.122727272727273,-0.0304231166150671,-0.0304231166150671,0.187179487179487,-0.192052483598875,-0.205454545454545,0.0530826974443996,-0.149359477124183,-0.0690020668316965,0.0940867186105989,0.0775649794801642,0.1,-0.00545454545454545,0.101110129981836,0.0982458709531938,0.15,0.0705882352941176,0.121533775619141,-0.0518518518518519,-0.22,-0.00545454545454545,0.00176194939081537,0.164640472355148,-0.00602898550724638,0.0946472218436236,0.166666666666667,-0.0702432488146774,-0.0528207625385701,0.121572580645161,0.00266666666666667,0.00970206264323911
"FOXC2",-0.2,0.2,-0.13125,0.188783068783069,-0.118696397941681,0.1,-0.166666666666667,-0.0705882352941176,-0.187645857710406,-0.00404558404558404,-0.0775649794801642,-0.1,-0.0930822208594745,0.205454545454545,0.196190476190476,0.16,-0.192326546003017,-0.187179487179487,-0.187179487179487,0.0773939393939394,0.0808085735402809,0.0810384038000493,-0.201425301295819,-0.0867272727272727,0.122727272727273,-0.0304231166150671,-0.0304231166150671,0.187179487179487,-0.192052483598875,-0.205454545454545,0.0530826974443996,-0.149359477124183,-0.0690020668316965,0.0940867186105989,0.0775649794801642,0.1,-0.00545454545454545,0.101110129981836,0.0982458709531938,0.15,0.0705882352941176,0.121533775619141,-0.0518518518518519,-0.22,-0.00545454545454545,0.00176194939081537,0.164640472355148,-0.00602898550724638,0.0946472218436236,0.166666666666667,-0.0702432488146774,-0.0528207625385701,0.121572580645161,0.00266666666666667,0.00970206264323911
"cateninmemb",0.0333333333333333,0.08,0.044758064516129,0.0737950937950938,-0.0622423339652734,0.1,0.0666666666666667,0.0445052439580483,-0.0742001993809775,-0.00552013060392948,0.0376086922339104,0.0607843137254902,0.0396086922339104,0.11144385026738,0.0673015873015873,0.129090909090909,-0.0703660566074303,-0.0700867269984917,-0.0700867269984917,0.0217841832963784,0.0241349970395972,0.0456787931570277,-0.0831085434974527,-0.0173939393939394,0.0107272727272727,-0.0195019783917558,-0.0195019783917558,0.0700867269984917,-0.106188139735744,-0.104227355422019,0.00249499921687625,0.0150446075388566,-0.067515235619285,-0.0390202941252724,-0.0366791570015266,-0.0607843137254902,-0.012270507571647,-0.0436280151713496,-0.0453086874402572,-0.0458333333333333,-0.0445052439580483,-0.114111642819339,-0.019690576652602,-0.0561904761904762,-0.0133014354066986,-0.0126422547835429,0.0615968497950446,-0.00402021265396357,-0.0485855636774914,-0.0333333333333333,-0.0413248513569541,-0.0304249373822597,-0.039246253492507,-0.00765217391304348,-0.00769089576037859
"IKK",-0.1,0.1,-0.0762962962962963,0.0277992277992278,-0.0321428571428571,0.2,0.1,0.0888888888888889,-0.147590213108114,-0.00588628762541806,0.0888888888888889,0.1,0.0904273504273504,0.0642857142857143,0.0142857142857143,0.05,-0.155387984288064,-0.152571082879613,-0.152571082879613,0.05,0.0476,0.0607792207792208,-0.257930402930403,-0.05,0.05,-0.0132631578947368,-0.0132631578947368,0.152571082879613,-0.0669523809523809,-0.0602857142857143,-0.0822653475393201,-0.0158823529411765,0.00648217220463275,-0.0904273504273504,-0.0888888888888889,-0.1,-0.104329004329004,-0.0955120961900623,-0.0976218008314125,0.08,-0.0888888888888889,-0.061372947350601,-0.00256410256410256,-0.114285714285714,-0.109090909090909,-0.112265512265512,-0.120952380952381,0.0776883938393839,-0.000971571383942518,0.08,-0.0392531876138434,-0.0275657336726039,0.0728480204342273,0.0826388888888889,0.078328173374613
"SNAI2",0.1,-0.133333333333333,0.0639135654261705,-0.117296773300097,0.0971602434077079,-0.1,0.08,0.0455844155844156,0.121616271075134,0.00375335475885344,0.0526266691055424,0.0527272727272727,0.0595785407632964,-0.150980392156863,-0.116091954022989,-0.133333333333333,0.121008593925357,0.118268867897959,0.118268867897959,-0.0672125260360555,-0.0696969980857449,-0.0759747286076186,0.127963735631292,0.0680672268907563,-0.0823529411764706,0.0164164044472414,0.0164164044472414,-0.118268867897959,0.13834128245893,0.145098039215686,-0.0446076274539052,0.0792474789267903,0.0200314904307288,-0.0601535508259725,-0.0526266691055424,-0.0527272727272727,-0.031140350877193,-0.0615968497950446,-0.0592676572484608,-0.0741176470588235,-0.0455844155844156,-0.0709588546442462,0.0276923076923077,0.133333333333333,-0.0258771929824561,-0.0337377534745956,-0.111510824934677,-0.00493615601102628,-0.0568467110625798,-0.08,0.0351666666666667,0.025256512628685,-0.0610966640177198,-0.00637156270959088,-0.0122664255575648
"NFB",0.08,-0.114285714285714,0.0728480204342273,-0.0322436722436722,0.0331954887218045,-0.1,-0.1,-0.0888888888888889,0.148254664935356,0.00316725439278966,-0.0904273504273504,-0.0888888888888889,-0.0960453279554403,-0.0602857142857143,-0.0277992277992278,-0.0642857142857143,0.155387984288064,0.155387984288064,0.155387984288064,-0.0476,-0.0463341772151899,-0.0595840016557148,0.259891187244128,0.05,-0.05,0.0167114337568058,0.0167114337568058,-0.155387984288064,0.0728347338935574,0.0669523809523809,0.0822653475393201,0.0155648926237162,-0.0071242267792716,0.0955120961900623,0.0904273504273504,0.0888888888888889,0.112265512265512,0.0976218008314125,0.0986414086745497,-0.0762962962962963,0.0888888888888889,0.0623233169387742,0.0102564102564103,0.0142857142857143,0.104329004329004,0.115491318717125,0.124498480243161,-0.0721121856609453,0.0060075426069641,-0.08,0.0430993414599972,0.0327712131246587,-0.069233562602902,-0.0776883938393839,-0.0729710305174701
"ZEB1",-0.2,-0.0933333333333333,-0.144897504456328,-0.0659180738732076,-0.142300194931774,-0.0333333333333333,-0.166666666666667,-0.140534262485482,-0.174377939195848,-0.109374601582243,-0.144380416331636,-0.138095238095238,-0.146785914613423,-0.0366666666666667,-0.0344895024446362,-0.0166666666666667,-0.131544261069242,-0.128867095714911,-0.128867095714911,0.0415037827955735,0.0541022079924238,0.0263205233566835,-0.0799956837804841,-0.0409961685823755,0.0743295019157088,0.017267256804694,0.017267256804694,0.128867095714911,0.0224039042929947,0.0237254901960784,0.101050818260121,-0.0231519066441968,0.0655113835765228,0.151461774515935,0.147989552293713,0.143589743589744,0.0982843137254902,0.155451136218063,0.155744678292427,0.105681818181818,0.146028767979987,0.170652050962643,0.00674925733816648,0.0459649122807018,0.104166666666667,0.1172925781883,0.184700868643204,0.128474843439417,0.175585887679687,0.1375,0.104009478593618,0.10719386952017,0.152370814064869,0.160205612670186,0.160624418759134
"ZEB2",-0.2,-0.177777777777778,-0.159372822299652,-0.128444963655244,-0.107545787545788,-0.1,-0.1,-0.0975757575757576,-0.0958245310399093,-0.092955292003537,-0.0924475524475524,-0.0909090909090909,-0.0887778276769102,-0.0868421052631579,-0.0863888888888889,-0.05,-0.0309021385466782,-0.0302597402597403,-0.0302597402597403,-0.0134075448361163,-0.000180031608603037,0.00129448329448329,0.00797046701462447,0.0127272727272727,0.0181818181818182,0.0184401061870532,0.0184401061870532,0.0302597402597403,0.0512795560892791,0.0610356536502547,0.0739605231606498,0.0790794987991842,0.0829519404454574,0.0959941520467836,0.0987719298245614,0.1,0.100717948717949,0.100923729511572,0.104170482758326,0.105714285714286,0.106666666666667,0.112895486938256,0.114246233209672,0.115277777777778,0.115384615384615,0.122029424127785,0.128183371344958,0.130243638189361,0.139388096514493,0.142857142857143,0.153317230273752,0.160888736116986,0.170281913208742,0.170487540628386,0.170552673133318
"cMet",0.1,0.1,0.115454545454545,0.0983333333333333,0.03,0.1,-0.1,0.15,-0.108782456471532,0.031268115942029,0.13,0.1,0.13,0.025,0.0733333333333333,0.025,-0.00091644204851752,0.00285714285714286,0.00285714285714286,0.0252777777777778,0.0274054373522459,0.0333175105485232,-0.1482910906298,-0.0475,0.06,0.0363636363636364,0.0363636363636364,-0.00285714285714286,-0.0140909090909091,-0.005,-0.0264535464535465,0.0285450878709306,-0.0668142692537935,-0.132325581395349,-0.13,0,-0.101503759398496,-0.13386404293381,-0.134993986436635,-0.07,-0.05,-0.119380092031338,-0.0444444444444444,-0.0666666666666667,-0.0857142857142857,-0.112142057270837,-0.161587301587302,-0.0817336631622346,-0.109532786054525,-0.05,-0.0433333333333333,0.0138629830868903,-0.0967045454545455,-0.08718820861678,-0.10749914000688
"CD44",0.1,0.1,0.07,0.0733333333333333,0.0166666666666667,0,-0.1,0.1,-0.106755429444505,0.043768115942029,0.15,0,0.13,0.025,0.0666666666666667,0,0.00285714285714286,0,0,0.0475,0.0252777777777778,0.0345833333333333,-0.143452380952381,-0.06,0,0.0555555555555556,0.0555555555555556,0,-0.005,-0.025,-0.0264535464535465,0.0364102564102564,-0.0670687221800022,-0.13,-0.05,0.1,-0.0857142857142857,-0.132325581395349,-0.13386404293381,-0.05,0,-0.117600732600733,-0.053968253968254,-0.1,-0.1,-0.101503759398496,-0.16,-0.08718820861678,-0.118228438228438,-0.1,-0.0285185185185185,0.0104731525784157,-0.115454545454545,-0.105555555555556,-0.125146198830409
"miR200",-0.1,-0.06,-0.105822784810127,-0.0552674138175628,-0.141534493874919,0,-0.2,-0.16,-0.18067261150921,-0.136479848311139,-0.164225352112676,-0.18,-0.164225352112676,-0.03,-0.0741353383458647,0,-0.129435567224304,-0.130183696900115,-0.130183696900115,0.0277909550917141,0.0277909550917141,0.00145697121306877,-0.0521553288001196,-0.0600490196078431,0.0541666666666667,0.114099462365591,0.114099462365591,0.130183696900115,0.0389053803339518,0.0572727272727273,0.127924308662898,-0.0336874168776009,0.178089617569873,0.168934682840571,0.171181873851806,0.18,0.111428571428571,0.169728333634221,0.174122273028161,0.14,0.16695652173913,0.186909560604493,0.149292615596963,0.128421052631579,0.14935960591133,0.10182405165456,0.202018699997057,0.165047258260563,0.157074434588028,0.2,0.0998354584263945,0.121506086506087,0.15147495872317,0.150940675188463,0.149293785310734
"MEK",-0.166666666666667,-0.171428571428571,-0.201814207650273,-0.192244079449962,-0.239047619047619,-0.1,0,-0.04,0.274652977252307,0.0174776816928812,-0.0553846153846154,0,-0.0518881118881119,-0.167931034482759,-0.181655844155844,-0.13,0.1147890997891,0.114471639471639,0.114471639471639,0.141744548286604,0.153423380403393,0.150421774559706,0.32427369342263,-0.133333333333333,0.133333333333333,0.13218683245656,0.13218683245656,-0.114471639471639,0.0719026656884324,0.178569332355099,0.132187800599785,0.0695764039881687,-0.0467707573811259,0.0592565329407435,0.062753036437247,0,0.182828282828283,0.055948644900031,0.0570638865357187,0.170666666666667,0.0473684210526316,-0.0424779791063866,0.14337637494022,0.208928571428571,0.182828282828283,0.19523704195237,0.0602577260805109,0.243769178442175,0.216214650852409,0.206666666666667,0.363954002653693,0.22742238815273,0.237761920068574,0.242662167372065,0.25346707493049
"RKIP",-0.1,-0.1,-0.170666666666667,-0.181655844155844,-0.216825396825397,-0.1,0,0,0.270259671812976,0.0103569386588255,-0.04,0,-0.0553846153846154,-0.13,-0.208928571428571,-0.13,0.114471639471639,0.120454545454545,0.120454545454545,0.133333333333333,0.141744548286604,0.139610963748895,0.321079590228526,-0.133333333333333,0.1,0.143297943567671,0.143297943567671,-0.120454545454545,0.178569332355099,0.167931034482759,0.132674418604651,0.0604188948306595,-0.04913869909333,0.062753036437247,0.0473684210526316,0,0.182828282828283,0.0592565329407435,0.055948644900031,0.206666666666667,0,-0.042721881545411,0.147297943567671,0.171428571428571,0.155555555555556,0.182828282828283,0.0548523206751055,0.242662167372065,0.19900153609831,0.166666666666667,0.346848739495798,0.206909567639909,0.201814207650273,0.196127513906718,0.206194347657762
"RAF",-0.1,-0.1,-0.170666666666667,-0.181655844155844,-0.216825396825397,-0.1,0,0,0.270259671812976,0.0103569386588255,-0.04,0,-0.0553846153846154,-0.13,-0.208928571428571,-0.13,0.114471639471639,0.120454545454545,0.120454545454545,0.133333333333333,0.141744548286604,0.139610963748895,0.321079590228526,-0.133333333333333,0.1,0.143297943567671,0.143297943567671,-0.120454545454545,0.178569332355099,0.167931034482759,0.132674418604651,0.0604188948306595,-0.04913869909333,0.062753036437247,0.0473684210526316,0,0.182828282828283,0.0592565329407435,0.055948644900031,0.206666666666667,0,-0.042721881545411,0.147297943567671,0.171428571428571,0.155555555555556,0.182828282828283,0.0548523206751055,0.242662167372065,0.19900153609831,0.166666666666667,0.346848739495798,0.206909567639909,0.201814207650273,0.196127513906718,0.206194347657762
"ERK",-0.206666666666667,-0.208928571428571,-0.237761920068574,-0.210592703303173,-0.249727230698105,-0.171428571428571,0,-0.0553846153846154,0.276719869398116,0.0321835640458224,-0.0518881118881119,-0.04,-0.0476274602590392,-0.178569332355099,-0.192244079449962,-0.167931034482759,0.116439264805601,0.1147890997891,0.1147890997891,0.153423380403393,0.158093710073722,0.157088441226372,0.329814111224628,-0.141744548286604,0.133333333333333,0.145887619858135,0.145887619858135,-0.1147890997891,0.071624114156399,0.0719026656884324,0.13426174108671,0.0810881931698608,-0.0465304552870648,0.055948644900031,0.0592565329407435,0.0473684210526316,0.19523704195237,0.0570638865357187,0.0593555532023854,0.201814207650273,0.062753036437247,-0.0407300490235899,0.132523661761925,0.181655844155844,0.182828282828283,0.204932332811096,0.0600951244544946,0.237386199718771,0.214708626756023,0.170666666666667,0.383174058363999,0.229968684449026,0.237278828281134,0.243769178442175,0.256538747285438
"NOTCH",-0.1,-0.1,-0.173076923076923,-0.133333333333333,-0.156842105263158,0,0,-0.06,-0.0563150867823765,-0.0422510822510822,-0.0830769230769231,0,-0.073986013986014,-0.06,-0.144444444444444,0,-0.0729644268774703,-0.0715151515151515,-0.0715151515151515,0.115111111111111,0.128014336917563,0.114489795918367,0.00960466736328805,-0.111111111111111,0.1,0.16731078904992,0.16731078904992,0.0715151515151515,0.0719047619047619,0.0933333333333333,0.111577964519141,0.138474576271186,0.0786621392190153,0.073986013986014,0.0830769230769231,0,0.245714285714286,0.0618981018981019,0.0614899386327958,0.15,0.06,0.0730259903064269,0.204347826086957,0.2,0.26,0.148940092165899,0.0785175202156334,0.233809523809524,0.194824434824435,0.2,0.287267904509284,0.315641025641026,0.237782805429864,0.223809523809524,0.32463768115942
