"","HEY1","AKT","Csn","FOXC2","ILK","GSK3","SMAD","PAK1","TGFR","TrCP","Jagged","NOTCH","Csl","Destcompl","RAF","PI3K","RAS","SRC","DSH","AXIN2","CD44","TCFLEF","Frizzled","Wnt","GLI","SNAI2","Ecadherin","ZEB1","cateninmemb","cateninnuc","cMet","STAT","DELTA","LIV1","TWIST1","SNAI1","EGR1","miR200","RKIP","cfos","MEK","ERK","NOTCHic","TGF","SHH","SMO","Patched","SUFU","FUS","CDC42","ZEB2","IKK","NFB","SOSGRB2","KLF4"
"DELTA",0.283333333333333,0.1,0,0.294285714285714,0.183333333333333,-0.20727969348659,0.197619047619048,0.2,0.333333333333333,0,0.0202597402597403,0.165714285714286,0.2,-0.300540540540541,-0.2,-0.2,-0.254545454545455,-0.1,0,-0.162857142857143,-0.253846153846154,-0.293240093240093,-0.1,-0.2,-0.253846153846154,0.363976872800402,0.226456140350877,0.170289855072464,0.300786537406256,0.325108225108225,0.2,0,0.2,0,-0.022,-0.25,-0.1,-0.000606060606060606,-0.241025641025641,-0.2,-0.366666666666667,-0.3,-0.18,-0.337333333333333,-0.100641025641026,-0.133333333333333,-0.108333333333333,0,-0.1,-0.3,-0.151932367149758,-0.133333333333333,-0.1,-0.22,-0.138888888888889
"IKK",0.278534571723426,-0.0595881595881596,-0.1,0.357200577200577,0.275694444444444,-0.58467032967033,0.286585533553355,0.35,0.406060606060606,-0.2,-0.0934083099031553,0.133621933621934,0.127272727272727,-0.537665961398024,-0.461887477313975,-0.461887477313975,-0.512591702666087,-0.277777777777778,-0.2,-0.241666666666667,-0.397777777777778,-0.43789077212806,-0.277777777777778,-0.347008547008547,-0.397777777777778,0.596965410212791,0.342222092305128,0.23531328320802,0.435318396687112,0.466582755250423,0.347008547008547,0.2,0.461887477313975,0.1,-0.00624183006535948,-0.32921967769296,-0.1,0.0289855072463768,-0.331147540983607,-0.2,-0.322666666666667,-0.276,-0.132034632034632,-0.421260606060606,-0.107688378033206,-0.14,-0.121481481481481,-0.1,-0.16,-0.383333333333333,-0.144075187969925,0.019047619047619,0.0857142857142857,-0.264075630252101,-0.127106227106227
"TCFLEF",0.123824023852571,0.0533008870512377,0.123376623376623,0.406312206972862,0.144451279714438,-0.280363406107394,0.14808416690373,0.335897435897436,0.351741817553598,0.114285714285714,-0.00460798038707353,0.0132983047633877,-0.00208831500079707,-0.360295875447968,-0.123745108698177,-0.123745108698177,-0.147792414874261,-0.176666666666667,-0.143137254901961,-0.135840293040293,-0.231383647798742,-0.347993040696795,-0.178137254901961,-0.211470588235294,-0.233209718670077,0.522755816001654,0.294120825895263,0.221461899698742,0.372699707952912,0.359934621452809,0.21,0.141666666666667,0.123745108698177,0.0666666666666667,-0.0899011798156902,-0.289048796391893,-0.0542857142857143,0.0324120725325545,-0.200900032144005,-0.0811149825783972,-0.125196615231458,-0.106829268292683,-0.0116371751952814,-0.359357711593333,-0.096683629715492,-0.110952380952381,-0.107726574500768,-0.15,-0.13,-0.345199761478831,-0.139714602161971,-0.0663443653121072,-0.0953766233766234,-0.184327345309381,-0.228771963330787
"AXIN2",0.145987192640337,-0.19768115942029,-0.144444444444444,0.148944778874521,0.146376811594203,-0.320767519411684,0.151932367149758,0.155416666666667,0.179616382606796,-0.133333333333333,-0.170999359042837,0.0453010905642485,0.0371929824561403,-0.333528528800246,-0.30215645081562,-0.30215645081562,-0.323678760526906,-0.226201550387597,-0.186666666666667,-0.176820149981367,-0.265671799490175,-0.28009149468361,-0.226201550387597,-0.245167067628976,-0.265292853792498,0.273358947953997,0.0863867759556898,0.180555563019207,0.238307694205554,0.292153751492948,0.245167067628976,0.186666666666667,0.30215645081562,0.166666666666667,0.0321381638420178,-0.219616039806213,-0.153333333333333,0.066209133461167,-0.22266838000709,-0.189918699186992,-0.232303488100946,-0.209544867411291,-0.0371929824561403,-0.187537174686004,0.0825148621869933,0.0730769230769231,0.0802197802197802,0.05,0.0730769230769231,-0.168996913580247,-0.138771674291256,0.182125603864734,0.166183574879227,-0.0473432785073739,-0.126558396237834
"SMAD",0.280071524543627,0.156196078431373,0.216666666666667,0.197264139369403,0.260365935434429,-0.0769260271891851,0.162746887815381,0.257142857142857,0.256828119555321,0.25,0.0834611087836894,0.169321291735085,0.166666666666667,-0.228739640248752,-0.17170577893722,-0.17170577893722,-0.189139989463536,-0.270634920634921,-0.242857142857143,-0.184387475078445,-0.306385366267719,-0.315204904938004,-0.270634920634921,-0.293711843711844,-0.308100332920477,0.366946672840425,0.208247453930575,0.146353102883551,0.303632475977621,0.32189183502919,0.292203548085901,0.242857142857143,0.17170577893722,0.2,0.0249539666919726,-0.193798475717831,-0.314285714285714,0.0056348301800775,-0.231085865566589,-0.34331797235023,-0.374176648557744,-0.354945879326975,-0.170114942528736,-0.261608996049345,-0.154882564259973,-0.178333333333333,-0.166406727828746,-0.208333333333333,-0.183333333333333,-0.252917505030181,-0.136446895347012,-0.173529411764706,-0.183333333333333,-0.199142265601893,-0.130538279286004
"CD44",-0.0725146198830409,-0.173333333333333,-0.1,0.205416666666667,-0.05,-0.213690476190476,-0.0397959183673469,0.133333333333333,0.178333333333333,0,-0.0446620046620047,0.037593984962406,0,-0.141023682200153,-0.142857142857143,-0.142857142857143,-0.162857142857143,0.2,0,0.08,0.0933333333333333,0.0817054263565891,0.1,0.1,0.0933333333333333,-0.240883560883561,-0.0554462056237108,0.150793650793651,-0.10040293040293,-0.0724746571258199,-0.2,-0.1,0.142857142857143,-0.1,-0.164981684981685,-0.196092503987241,-0.3,0.0600043917435222,-0.318518518518519,-0.325,-0.415,-0.385,-0.0428571428571429,-0.195,0.0409090909090909,0.05,0.05,0.1,0.1,-0.153333333333333,-0.125396825396825,0.166666666666667,0.2,-0.378571428571429,-0.220634920634921
"SUFU",0.101851457430295,-0.185806622907294,-0.114285714285714,0.128338774977145,0.106758832565284,-0.465979290390141,0.111608717091843,0.0783333333333333,0.100357485144719,-0.1,-0.203182270990988,0.0224891774891775,0.00409090909090909,-0.485130240713691,-0.42903529774785,-0.42903529774785,-0.453402386355445,-0.343333333333333,-0.2125,-0.15709954262809,-0.389409689271723,-0.405985776228245,-0.245833333333333,-0.268910256410256,-0.290843341912115,0.431967768243274,0.112728883872538,0.221947798760146,0.300950027452346,0.419540763440521,0.367605177993528,0.31,0.42903529774785,0.25,0.0891129768448403,-0.240705625133651,-0.173846153846154,0.0162149232192995,-0.241947541903359,-0.201118881118881,-0.253004427707289,-0.232153363877502,-0.0177272727272727,-0.109627702107244,0.0246551421551422,0.0158333333333333,0.0188636363636364,-0.0133333333333333,-0.00083333333333333,-0.0918468468468469,-0.108962113688572,0.173054945054945,0.142285714285714,0.0654827628511839,-0.0809493035786351
"TGFR",0.130403110174466,-0.0654907617881914,0.00833333333333333,0.0254398003742982,0.0991984359726295,-0.266074615531311,0.0995543078587505,0.131111111111111,0.0424206349206349,0.0333333333333333,0.0427234744189025,0.223601256925494,0.203333333333333,-0.181124268685266,-0.332738095238095,-0.332738095238095,-0.347942773600668,-0.176666666666667,-0.171428571428571,-0.133424733746622,-0.191537570340947,-0.19871460383377,-0.181428571428571,-0.187088948787062,-0.196766368141901,0.0565707837156571,0.106358509823942,0.0559838704823809,0.178741112266874,0.203940467429872,0.182327044025157,0.166666666666667,0.332738095238095,0.1,0.0353156715434296,-0.072396216012467,-0.376190476190476,0.0585685834990618,-0.207012987012987,-0.413032581453634,-0.451175656035065,-0.437477025898079,-0.217126436781609,-0.0502220533603512,-0.0619288184297682,-0.0627586206896552,-0.0658836206896552,-0.113333333333333,-0.08,-0.140634920634921,-0.106776403558926,0.0608395989974937,0.0345238095238095,-0.371637426900585,-0.0977234753550543
"FUS",0.0958273610447523,-0.173054945054945,-0.1,0.122631578947368,0.100952380952381,-0.441557696559807,0.106758832565284,0.0533333333333333,0.0918468468468469,-0.1,-0.191543316121629,0.0177272727272727,0.00909090909090909,-0.466576280054467,-0.398904293381038,-0.398904293381038,-0.42903529774785,-0.31,-0.15,-0.148902821316614,-0.367605177993528,-0.389409689271723,-0.2125,-0.245833333333333,-0.268910256410256,0.419772646292054,0.110154218579026,0.212769054798794,0.291127380794775,0.405985776228245,0.343333333333333,0.25,0.398904293381038,0.2,0.0851954510716445,-0.229291655798047,-0.12,0.0128691983122363,-0.222763868433972,-0.173846153846154,-0.232153363877502,-0.201118881118881,-0.00409090909090909,-0.100357485144719,0.0188636363636364,-0.00083333333333333,0.0158333333333333,0.0666666666666667,-0.0133333333333333,-0.0783333333333333,-0.0997833697272192,0.142285714285714,0.114285714285714,0.0703778677462888,-0.0743624772313297
"SMO",0.0827838827838828,-0.142285714285714,-0.1,0.12,0.0866666666666667,-0.413798499235392,0.100952380952381,0.0333333333333333,0.0783333333333333,0,-0.181904761904762,0.00409090909090909,0,-0.442196718010672,-0.366346153846154,-0.366346153846154,-0.398904293381038,-0.25,-0.1,-0.1346171070309,-0.343333333333333,-0.367605177993528,-0.15,-0.2125,-0.245833333333333,0.404153256704981,0.107140519948889,0.208474576271186,0.276788460869263,0.389409689271723,0.31,0.2,0.366346153846154,0.1,0.0773420479302832,-0.21136712749616,-0.1,0.0128691983122363,-0.205238095238095,-0.12,-0.201118881118881,-0.173846153846154,-0.00909090909090909,-0.0918468468468469,0.0158333333333333,-0.0133333333333333,-0.00083333333333333,0.1,0.0666666666666667,-0.0533333333333333,-0.0918079096045198,0.114285714285714,0.1,0.0780701754385965,-0.0694444444444444
"Patched",0.058974358974359,-0.114285714285714,0,0.12,0.0666666666666667,-0.373992673992674,0.0866666666666667,0.0333333333333333,0.0533333333333333,0,-0.167619047619048,0.00909090909090909,0,-0.415064935064935,-0.303846153846154,-0.303846153846154,-0.366346153846154,-0.2,0,-0.131168831168831,-0.31,-0.343333333333333,-0.1,-0.15,-0.2125,0.384153256704981,0.100129449838188,0.2,0.261254480286738,0.367605177993528,0.25,0.1,0.303846153846154,0.1,0.0685185185185185,-0.199462365591398,-0.1,0.0166666666666667,-0.188571428571429,-0.1,-0.173846153846154,-0.12,0,-0.0783333333333333,-0.00083333333333333,0.0666666666666667,-0.0133333333333333,0,0.1,-0.0333333333333333,-0.0833333333333333,0.1,0.1,0.0833333333333333,-0.0611111111111111
"SHH",0.0666666666666667,-0.1,0,0.1,0.0666666666666667,-0.335897435897436,0.0666666666666667,0,0.0333333333333333,0,-0.134285714285714,0,-0.1,-0.372207792207792,-0.25,-0.25,-0.303846153846154,-0.1,0,-0.0857142857142857,-0.25,-0.31,0,-0.1,-0.15,0.353486590038314,0.0933333333333333,0.175,0.244587813620072,0.343333333333333,0.2,0.1,0.25,0,0.05,-0.183333333333333,0,0.0166666666666667,-0.16,-0.1,-0.12,-0.1,0,-0.0533333333333333,-0.0133333333333333,0.1,0.0666666666666667,0,0,-0.0333333333333333,-0.075,0.1,0,0.05,-0.05
"cateninnuc",0.0269137547263961,-0.389177083333333,-0.325,-0.0882791088692728,0.034955266955267,-0.462546722258885,0.0416401237083365,0.0405714285714286,0.0611107742831881,-0.3,-0.306791535853001,0.0157399842598897,0.00816070307595731,-0.472213254377262,-0.468233343233343,-0.468233343233343,-0.486246811246811,-0.324087024087024,-0.301864801864802,-0.133503994673866,-0.358334781160868,-0.371404235977896,-0.322412747070281,-0.341977964461586,-0.356207213473443,0.391709931658043,0.0151958806282716,0.0891752059685061,0.246874356772634,0.281539557712223,0.343652241478328,0.301864801864802,0.468233343233343,0.278787878787879,0.182253401261676,-0.192352156195556,-0.188405797101449,0.019702537603791,-0.196550847828763,-0.215389924085576,-0.25445042809208,-0.235643088642538,-0.0116490751689806,-0.0694077175146291,0.244516403536151,0.236029143897996,0.240376969984953,0.211111111111111,0.231111111111111,-0.0513406593406593,-0.0712544034937394,0.374333333333333,0.358333333333333,0.106063311139391,-0.0231423183380479
"Ecadherin",0.00807009808194175,-0.32031746031746,-0.26,-0.113962804172962,0.0219130434782609,-0.380747631389856,0.0269977892409727,0.0210909090909091,0.0387169253510717,-0.2,-0.317629175842701,-0.0609217379791863,-0.0709090909090909,-0.387866902320919,-0.37078431372549,-0.37078431372549,-0.386985431043926,-0.317008663930689,-0.296078431372549,-0.163262242378296,-0.346172543529351,-0.357754112645166,-0.317008663930689,-0.330801767378964,-0.344801767378964,0.322860970581748,-0.0749183784610253,0.0624547219735986,0.296673270270831,0.367371292850582,0.331791272626341,0.296078431372549,0.37078431372549,0.266666666666667,0.250231423668164,-0.104362522265926,-0.147272727272727,0.0176568145283229,-0.105416119461063,-0.170802139037433,-0.206468199275962,-0.190389767903413,0.0657544517338332,-0.046131030233531,0.270238548810431,0.2625,0.267876344086022,0.233333333333333,0.25,-0.0304242424242424,-0.0489002929682724,0.306031746031746,0.283809523809524,0.12749917245945,-0.0124706985466479
"KLF4",0.000687547746371277,-0.306031746031746,-0.2,-0.119683627971589,0.0146666666666667,-0.364191339999128,0.0219130434782609,0.00909090909090909,0.0304242424242424,-0.1,-0.310077688428513,-0.0657544517338332,-0.0709090909090909,-0.37491256867693,-0.351666666666667,-0.351666666666667,-0.37078431372549,-0.296078431372549,-0.266666666666667,-0.156870489800976,-0.331791272626341,-0.346172543529351,-0.296078431372549,-0.317008663930689,-0.330801767378964,0.314131289666636,0.0223552340024606,0.0553457172342621,0.289365577963139,0.357754112645166,0.317008663930689,0.266666666666667,0.351666666666667,0.233333333333333,0.248183006535948,-0.0945523956836478,-0.12,0.0163532763532764,-0.0915584415584415,-0.147272727272727,-0.190389767903413,-0.170802139037433,0.0709090909090909,-0.0387169253510717,0.267876344086022,0.25,0.2625,0.2,0.233333333333333,-0.0210909090909091,-0.042265221878225,0.283809523809524,0.26,0.131446540880503,-0.00740740740740741
"HEY1",0.000687547746371277,-0.306031746031746,-0.2,-0.119683627971589,0.0146666666666667,-0.364191339999128,0.0219130434782609,0.00909090909090909,0.0304242424242424,-0.1,-0.310077688428513,-0.0657544517338332,-0.0709090909090909,-0.37491256867693,-0.351666666666667,-0.351666666666667,-0.37078431372549,-0.296078431372549,-0.266666666666667,-0.156870489800976,-0.331791272626341,-0.346172543529351,-0.296078431372549,-0.317008663930689,-0.330801767378964,0.314131289666636,0.0223552340024606,0.0553457172342621,0.289365577963139,0.357754112645166,0.317008663930689,0.266666666666667,0.351666666666667,0.233333333333333,0.248183006535948,-0.0945523956836478,-0.12,0.0163532763532764,-0.0915584415584415,-0.147272727272727,-0.190389767903413,-0.170802139037433,0.0709090909090909,-0.0387169253510717,0.267876344086022,0.25,0.2625,0.2,0.233333333333333,-0.0210909090909091,-0.042265221878225,0.283809523809524,0.26,0.131446540880503,-0.00740740740740741
"FOXC2",0.000687547746371277,-0.306031746031746,-0.2,-0.119683627971589,0.0146666666666667,-0.364191339999128,0.0219130434782609,0.00909090909090909,0.0304242424242424,-0.1,-0.310077688428513,-0.0657544517338332,-0.0709090909090909,-0.37491256867693,-0.351666666666667,-0.351666666666667,-0.37078431372549,-0.296078431372549,-0.266666666666667,-0.156870489800976,-0.331791272626341,-0.346172543529351,-0.296078431372549,-0.317008663930689,-0.330801767378964,0.314131289666636,0.0223552340024606,0.0553457172342621,0.289365577963139,0.357754112645166,0.317008663930689,0.266666666666667,0.351666666666667,0.233333333333333,0.248183006535948,-0.0945523956836478,-0.12,0.0163532763532764,-0.0915584415584415,-0.147272727272727,-0.190389767903413,-0.170802139037433,0.0709090909090909,-0.0387169253510717,0.267876344086022,0.25,0.2625,0.2,0.233333333333333,-0.0210909090909091,-0.042265221878225,0.283809523809524,0.26,0.131446540880503,-0.00740740740740741
"SNAI2",-0.00795660036166365,-0.340641877856253,-0.2,-0.165183220242144,0.0118041582830315,-0.402362025041353,0.0189811917758545,0.00588235294117647,0.0248078718666954,-0.1,-0.366493784361071,-0.12241968557758,-0.128070175438597,-0.416834951176299,-0.391656246303587,-0.391656246303587,-0.414943917536464,-0.341168831168831,-0.305454545454545,-0.207080652406349,-0.38728423325879,-0.403572893052605,-0.341168831168831,-0.367929394549113,-0.38664597208922,0.574313128893812,0.218388472307346,0.0522034822739669,0.367889946839756,0.416926930319685,0.367929394549113,0.305454545454545,0.391656246303587,0.26,0.296958614982728,-0.084791772731901,-0.133333333333333,0.0177471172190263,-0.0802307692307692,-0.162745098039216,-0.209856915739269,-0.188235294117647,0.126315789473684,-0.0335035240406084,0.317638266574235,0.289411764705882,0.307779111644658,0.2,0.26,-0.015406162464986,-0.0394413677365219,0.312931034482759,0.275,0.173698444895199,-0.005
"cateninmemb",0.00853523105398352,-0.138470418470418,-0.12,-0.0551826425968303,0.0135652173913043,-0.167480596194796,0.0152601326455416,0.0130909090909091,0.0205055432372506,-0.1,-0.0528396089036821,-0.00858400674657102,-0.0161722488038278,-0.167311063728646,-0.157737556561086,-0.157737556561086,-0.163882807957734,-0.0533059735522116,-0.0509803921568627,-0.0550085025070154,-0.0657474451241179,-0.0696079681627232,-0.0533059735522116,-0.058478387345315,-0.0651450540119817,0.132345955961705,-0.0665890579423062,0.0346341075716892,-0.0486064509294775,0.0734361661085682,0.0593929300739507,0.0509803921568627,0.157737556561086,0.0333333333333333,0.0185194435316026,-0.0557448980564071,-0.107272727272727,0.0089897749674286,-0.0604692881578917,-0.113155080213904,-0.127531469945054,-0.122433430729368,0.00895575395846693,-0.0235796842860751,0.0392954660909322,0.0395833333333333,0.038508064516129,0.0333333333333333,0.0333333333333333,-0.0170909090909091,-0.0281869714710529,0.135873015873016,0.124761904761905,0.0621482952664681,-0.00740740740740741
"SRC",0.076009599470374,0.264529914529914,0.2,0.0528104575163399,0.119956140350877,0.403463203463203,0.106442626837364,0.0888888888888889,0.0698412698412698,0.1,0.0984815337567631,-0.0852380952380952,-0.065,0.201342172320433,0.333266583229036,0.333266583229036,0.343872643835097,0.075,0.1,0.0586977772111012,0.0699180327868852,0.0747960815673731,0.075,0.065,0.0699180327868852,0.0680444152728425,0.0866846334493393,0.0759808325846062,-0.0271991468343062,-0.080388922730684,-0.065,-0.2,-0.333266583229036,-0.2,-0.03097890615132,0.0532502563098361,0.133333333333333,-0.0230098082271995,0.146041055718475,0.124242424242424,0.174556889651229,0.157575757575758,0.0888095238095238,-0.0571139971139971,-0.127821350762527,-0.13,-0.133703703703704,-0.1,-0.15,-0.0888888888888889,-0.0247005091344714,-0.258974358974359,-0.266666666666667,-0.0328571428571429,-0.129134366925065
