"","GSK3","Csn","ERK","NFB","miR200","AKT","Destcompl","Patched","SHH","PI3K","DELTA","SMO","RAS","KLF4","PAK1","TGFR","Csl","NOTCHic","CDC42","TGF","Jagged","cMet","STAT","TCFLEF","Wnt","SNAI2","cateninnuc","CD44","ZEB2","ZEB1","GLI","LIV1","SNAI1","Frizzled","DSH","SRC","TWIST1","Ecadherin","SOSGRB2","AXIN2","RKIP","cateninmemb","NOTCH","HEY1","SMAD","ILK","IKK","FOXC2","FUS","RAF","cfos","MEK","TrCP","EGR1","SUFU"
"MEK",-0.231829024382216,0.3,-0.267314746881878,0.3375,-0.133820902635425,0.355467914438503,-0.237223222792536,0.289377049180328,0.296566591663988,-0.226437451437451,-0.226437451437451,0.232,-0.214056499056499,0.204351984696318,-0.173333333333333,-0.161317311971518,0.0606060606060606,0.0336829836829837,-0.13047619047619,-0.156937749927722,0.207423967109736,0.0758434547908232,0.0333333333333333,0.0774271128630309,0.067948717948718,-0.0844757007950193,0.0869066667663766,0.0863329652803337,-0.209612488897998,-0.209612488897998,0.0784382284382284,0.1,-0.193175437896165,-0.0833333333333333,-0.0333333333333333,-0.0912280701754386,-0.00249476014181897,-0.0291574097609324,0.159301587301587,-0.116806363325351,-0.0506671089488427,-0.0314325106003729,-0.0592304289384581,-0.304092492872981,-0.309200969289526,-0.313998017260006,-0.328409090909091,-0.210768593527214,-0.26,0.226437451437451,0.239655172413793,0.143981413548545,-0.2,0.25,-0.2
"RKIP",-0.233057525610717,0.2,-0.239655172413793,0.3,-0.130415329880007,0.328409090909091,-0.234503557520569,0.232,0.289377049180328,-0.220454545454545,-0.220454545454545,0.26,-0.226437451437451,0.198469631755141,-0.1,-0.13047619047619,0.0333333333333333,0.0606060606060606,-0.173333333333333,-0.161317311971518,0.205784622847441,0.0912280701754386,0.1,0.0863329652803337,0.0833333333333333,-0.0798528297487906,0.0774271128630309,0.0758434547908232,-0.202469631755141,-0.202469631755141,0.067948717948718,0,-0.18804723276796,-0.0333333333333333,-0.1,-0.0333333333333333,-0.006524064171123,-0.0397220727846118,0.130412698412698,-0.109599156118143,-0.0414565826330532,-0.0192373886491534,-0.0336829836829837,-0.289547038327526,-0.313998017260006,-0.295186136071887,-0.3375,-0.199056881815503,-0.2,0.220454545454545,0.25,0.267314746881878,-0.2,0.3,-0.1
"RAF",-0.233057525610717,0.2,-0.239655172413793,0.3,-0.130415329880007,0.328409090909091,-0.234503557520569,0.232,0.289377049180328,-0.220454545454545,-0.220454545454545,0.26,-0.226437451437451,0.198469631755141,-0.1,-0.13047619047619,0.0333333333333333,0.0606060606060606,-0.173333333333333,-0.161317311971518,0.205784622847441,0.0912280701754386,0.1,0.0863329652803337,0.0833333333333333,-0.0798528297487906,0.0774271128630309,0.0758434547908232,-0.202469631755141,-0.202469631755141,0.067948717948718,0,-0.18804723276796,-0.0333333333333333,-0.1,-0.0333333333333333,-0.006524064171123,-0.0397220727846118,0.130412698412698,-0.109599156118143,-0.0414565826330532,-0.0192373886491534,-0.0336829836829837,-0.289547038327526,-0.313998017260006,-0.295186136071887,-0.3375,-0.199056881815503,-0.2,0.220454545454545,0.25,0.267314746881878,-0.2,0.3,-0.1
"SOSGRB2",-0.101821124177365,0.3,-0.37953667953668,0.4,-0.120187977749186,0.419956140350877,-0.123119944932025,0.325225225225225,0.3763880159229,-0.212806026365348,-0.212806026365348,0.333333333333333,-0.216652180211502,0.163421052631579,-0.1,-0.0915384615384615,0.00909090909090909,0.0321678321678322,-0.13,-0.124871794871795,0.307826333759775,0.0850931677018633,0.1,0.0751923286477062,0.0785714285714286,-0.0822687686034749,0.0654408946132894,0.0604554865424431,-0.170563909774436,-0.170563909774436,0.0539337474120083,0,-0.157149964463397,-0.0285714285714286,-0.1,-0.0285714285714286,-0.0665217391304348,-0.0448575271024786,0.221111111111111,-0.0909859735973597,0.0520102339181287,-0.0283304083304083,-0.0166748744213533,-0.368465909090909,-0.381776073388977,-0.378279569892473,-0.415789473684211,-0.165567765567766,-0.3,0.212806026365348,0.371428571428571,0.394688194688195,-0.3,0.404761904761905,-0.2
"FOXC2",-0.0970118646033129,0.1,-0.0560427807486631,0.12,-0.0971143671143671,0.131640211640212,-0.098290266483386,0.0166666666666667,0.0220430107526882,-0.0930769230769231,-0.0930769230769231,0.0166666666666667,-0.100429864253394,0.1,0.0454545454545455,0.0321212121212121,-0.0254545454545455,0.0113875598086124,0.00145454545454545,0.00626755358462675,0.00799145881604653,0.0177382580939352,0.0333333333333333,0.0145275557527981,0.0177382580939352,-0.00736744952599448,0.00468944865441706,-0.000522611471282142,-0.126604747162023,-0.126604747162023,0.000496878783590421,-0.0333333333333333,-0.0755013438871039,0.00784313725490196,-0.0333333333333333,0.00784313725490196,-0.0340130718954248,0.180931370769267,-0.0472555746140652,0.10468071380384,-0.0830138115852402,0.106501044122995,-4.73536230454305e-05,-0.0544996180290298,-0.0723478260869565,-0.068,-0.105714285714286,-0.148461271313661,0.0333333333333333,0.0930769230769231,0.0854545454545454,0.0735685539445394,-0.1,0.04,0
"Ecadherin",-0.0908308491507742,0.12,-0.0735685539445394,0.105714285714286,-0.0905966762391343,0.1199518999519,-0.100526985961485,0.0220430107526882,0.0165311997290661,-0.100429864253394,-0.100429864253394,0.0166666666666667,-0.0940052832478071,0.112658227848101,0.00145454545454545,0.00626755358462675,0.0113875598086124,4.73536230454305e-05,0.0321212121212121,0.02416990439837,-0.000933026309811598,-0.000522611471282142,-0.00784313725490196,0.00468944865441706,0.000496878783590421,-0.0115215735476682,0.00982483614274572,0.0145275557527981,-0.123761145266288,-0.123761145266288,0.0151635454502571,0.0333333333333333,-0.0849950147731799,-0.0177382580939352,0.00784313725490196,-0.0177382580939352,-0.0189292730127433,0.0867736297760825,-0.0314661009298547,0.0982889612265201,-0.0736505157050904,0.0976548902768415,-0.010084528344235,-0.0618821683646003,-0.0721056953363512,-0.0723478260869565,-0.131640211640212,-0.150520767881167,-0.0166666666666667,0.100429864253394,0.0560427807486631,0.0567058088465002,-0.1,0.0854545454545454,0.0333333333333333
"SNAI2",-0.0751338971288744,0.0666666666666667,-0.0490196078431373,0.0916666666666667,-0.0835095796962807,0.0973168536213821,-0.0725219995238782,-0.0254261704681873,-0.0155670155386098,-0.0681498786168517,-0.0681498786168517,-0.00705882352941176,-0.0786521617218745,0.0778846153846154,0.0647058823529412,0.0507864684335273,0.00263157894736842,0.0429824561403509,0.0123249299719888,0.0203516858248316,0.0353020065010671,-0.0111523687580026,0.00363636363636364,-0.0171206649557633,-0.0111523687580026,-0.028239720262641,-0.0303194227197385,-0.0358835515537015,-0.0948464443045941,-0.0948464443045941,-0.0352165398809972,-0.06,-0.0544364832251691,0.0463636363636364,-0.00363636363636364,0.0463636363636364,-0.0463770666190076,0.0607826919358584,-0.0565246788370521,0.0808089123819285,-0.066948717948718,0.0790670382135712,-0.0209045340624288,-0.0286317058468957,-0.0497838706882443,-0.0416498993963783,-0.0744252873563218,-0.107207583824422,0.06,0.0681498786168517,0.0862745098039216,0.0733439321674616,-0.1,0.0333333333333333,0
"RAS",-0.128643410852713,-0.2,0.239210526315789,-0.1,-0.0570153846153846,-0.161111111111111,-0.115643611573844,-0.0693333333333333,-0.0303502824858757,0.0174358974358974,0.0174358974358974,-0.0333333333333333,-0.0844871794871795,0.0457142857142857,-0.1,-0.0788235294117647,0.1,0.0842105263157895,-0.12,-0.107536400698893,-0.098434851172876,0.102941176470588,0.1,0.0875892943101954,0.102941176470588,0.0785690552956713,0.0799405690977308,0.0752816020025031,-0.040559646539028,-0.040559646539028,0.0779411764705882,0,-0.0991150442477876,-0.05,-0.1,-0.05,-0.0488925259138025,0.0630881812540563,-0.201298701298701,-0.109117259552042,-0.205981132075472,0.0802703843201395,-0.059682224428997,0.0399209486166008,0.0617810760667904,0.0454545454545455,0.133333333333333,-0.0633333333333333,0,-0.0174358974358974,-0.255,-0.233328173374613,0.1,-0.18,0.1
"IKK",-0.313369963369963,-0.1,-0.0888571428571429,-0.0571428571428571,-0.0202675585284281,0.0455598455598456,-0.221125623308273,-0.0888888888888889,-0.0716475095785441,-0.194736842105263,-0.194736842105263,-0.1,-0.197553743513714,0.0311355311355311,0.15,0.114646464646465,-0.145454545454545,-0.15021645021645,0.105555555555556,0.101046464646465,-0.0269337706966573,-0.0235042735042735,-0.05,-0.025294799362596,-0.0235042735042735,0.0236301369863014,-0.0248728584343259,-0.0281196581196581,-0.0378345864661654,-0.0378345864661654,-0.0281196581196581,-0.1,-0.0461832061068702,0.0388888888888889,0.05,0.0388888888888889,-0.177091503267974,0.107963786737271,0.152521008403361,0.0478571428571429,-0.0104735883424408,0.107770767407639,0.151803751803752,0.0665634674922601,0.055287403740374,0.0701388888888889,-0.0428571428571429,-0.149466089466089,0.12,0.194736842105263,0.0928571428571429,0.099968253968254,0,0.05,0.1
"TWIST1",0.108552704340554,0,0.199107551487414,0.00769230769230769,-0.0424207804912134,-0.00586701434159061,0.0967168407053326,0.150709284627093,0.153172338814285,0.100930385939874,0.100930385939874,0.165777777777778,0.102300248953572,0.0441421721909527,-0.158181818181818,-0.155336990595611,0.0711111111111111,0.065982905982906,-0.147836990595611,-0.147364325447547,0.0360743095354107,0.057936507936508,0.0523809523809524,0.0566535814372491,0.0568838763575606,-0.0167042394494845,0.0564810684987787,0.0583381143622108,-0.031664998331665,-0.031664998331665,0.0568838763575606,0.0666666666666667,-0.00854879004981244,-0.057936507936508,-0.0523809523809524,-0.057936507936508,0.0768927754168029,-0.0911565674492514,-0.157008742592267,-0.091914805624483,-0.0672384998471955,-0.0868430966090527,-0.0612659248508305,-0.0926305333084994,-0.0943328116595443,-0.0946628446628447,-0.00769230769230769,0.125859914653988,-0.177777777777778,-0.100930385939874,-0.201739130434783,-0.204580188303335,0,-0.18,-0.166666666666667
"ZEB2",-0.190981436267957,-0.111111111111111,-0.103254102999434,-0.0861111111111111,-0.0839713979406855,-0.083411214953271,-0.0833003478057561,-0.0830313588850174,-0.0821222679759265,-0.0815151515151515,-0.0815151515151515,-0.0757142857142857,-0.0740205048342093,-0.0723617684043558,-0.0649350649350649,-0.0610513296227582,-0.0564102564102564,-0.0550769230769231,-0.0522077922077922,-0.0509984195698481,-0.0488525854447642,-0.043859649122807,-0.04,-0.0378476512094007,-0.0334265734265734,-0.0330812249659784,-0.0325229758847253,-0.0290448343079922,-0.0253098772288739,-0.0253098772288739,-0.0178302431513441,0,0.0177282529538242,0.0206060606060606,0.0272727272727273,0.0333333333333333,0.0357934703310631,0.0404093303418395,0.040989010989011,0.0428111707852738,0.0452818035426731,0.0483989072020968,0.0545304749894914,0.0564865779381908,0.0725146312521785,0.0731243873497395,0.075,0.0752338772338772,0.0785714285714286,0.0815151515151515,0.0903508771929825,0.0959370298287024,0.1,0.116666666666667,0.15
"TGFR",-0.0690804171083981,-0.00833333333333333,-0.379916457811195,0.0202380952380952,0.0487745708129468,0.0436163082123914,-0.0416692806808211,-0.0807399425287356,-0.0767851402688486,-0.20297619047619,-0.20297619047619,-0.0901149425287356,-0.195373851294904,-0.0334895209037085,0.18,0.0615476190476191,-0.233333333333333,-0.250574712643678,0.170476190476191,0.0721859169199595,-0.121182312010416,0.0463522012578616,0.0333333333333333,0.0547254069994884,0.0701617250673855,-0.0646118257328968,0.0657971519064858,0.0700364117841774,0.0346706039715841,0.0346706039715841,0.0940326928093209,0.1,-0.0550905959152138,-0.0871428571428571,-0.0571428571428571,-0.0633333333333333,-0.0111789903782786,-0.0507562767486102,0.381172839506173,-0.0964175958095844,0.110909090909091,-0.0568074571517415,0.245538741420657,0.0420604905838313,0.0588836824217377,0.0713391984359726,-0.0412907268170426,-0.0467134313379804,0.0866666666666667,0.20297619047619,0.377694235588972,0.379916457811195,0.0333333333333333,0.361904761904762,0.153333333333333
"TGF",-0.0742148914360265,-0.0333333333333333,-0.377694235588972,-0.00833333333333333,0.0473082951531227,0.0412907268170426,-0.0362257322937243,-0.0901149425287356,-0.0807399425287356,-0.192261904761905,-0.192261904761905,-0.0866666666666667,-0.20297619047619,-0.0477752351894228,0.18,0.170476190476191,-0.293333333333333,-0.233333333333333,0.18,0.0615476190476191,-0.113935935198822,0.0633333333333333,0.1,0.0700364117841774,0.0871428571428571,-0.0518803442514154,0.0547254069994884,0.0463522012578616,0.0350479624621501,0.0350479624621501,0.0701617250673855,0,-0.0424062301335029,-0.0571428571428571,-0.1,-0.0333333333333333,-0.0264814814814815,-0.0614888150791043,0.375,-0.0831128747795414,0.105194805194805,-0.0424887504542819,0.250574712643678,0.0584784010315925,0.0713391984359726,0.0842424242424242,-0.0202380952380952,-0.0419099378881988,0.153333333333333,0.192261904761905,0.361904761904762,0.379916457811195,0,0.333333333333333,0.133333333333333
"NFB",0.314154277095454,0.0571428571428571,0.099968253968254,-0.0428571428571429,0.0187569845103012,-0.0522265122265122,0.222122301049137,0.0716475095785441,0.0644185939158935,0.197553743513714,0.197553743513714,0.0888888888888889,0.197553743513714,-0.0369047619047619,-0.105555555555556,-0.101046464646465,0.15021645021645,0.151803751803752,-0.114646464646465,-0.10674266717811,0.023336648394499,0.0281196581196581,0.0388888888888889,0.0248728584343259,0.0281196581196581,-0.0254594052789843,0.0233826623558946,0.025294799362596,0.0382177282286175,0.0382177282286175,0.0247488716028042,0.05,0.0557722472027606,-0.0235042735042735,-0.0388888888888889,-0.0235042735042735,0.17296451914099,-0.10876635495557,-0.159889429455993,-0.0450202634245188,0.00790948577833824,-0.107242784303098,-0.145997300190849,-0.0487063246351172,-0.0541721621046863,-0.055287403740374,0.0455598455598456,0.151458121338599,-0.1,-0.197553743513714,-0.0888571428571429,-0.0953930905695612,-0.1,-0.0928571428571429,-0.12
"Csn",0.322988833526272,-0.12,0.0335064935064935,-0.128333333333333,0.0318596186811219,-0.143233333333333,0.25855819416564,-0.058795326537262,-0.0645330314552948,0.193679450667042,0.193679450667042,-0.0577200577200577,0.194639143565315,-0.0525116713352008,0.125,0.137571756601607,0.136868686868687,0.13037518037518,0.141417910447761,0.142106362806858,0.0158938195888603,-0.152575820523473,-0.15,-0.155195327490247,-0.152575820523473,-0.0370063028621736,-0.154894666035046,-0.153909153856807,0.0531397849462366,0.0531397849462366,-0.153885864191595,-0.133333333333333,0.134497071956484,0.146551724137931,0.15,0.146551724137931,-0.00844319775596073,-0.0269720244760144,-0.00928629078750145,0.191032813975449,0.109628302731751,-0.0689735544951961,-0.132298257298257,0.0603377630121816,0.0584371823223533,0.052524585921325,0.140833333333333,0.117543025423257,0.0365079365079365,-0.193679450667042,-0.04,-0.0355898268398268,0.02,-0.04,0.0142857142857143
"CD44",-0.0857142857142857,0.2,-0.51,0.3,0.0634123847167325,0.313333333333333,-0.0524337007530285,0.14,0.158181818181818,-0.166666666666667,-0.166666666666667,0.1,-0.169523809523809,0.0301587301587302,0,0.025,-0.1,-0.0857142857142857,0.1,0.0305555555555556,0.114965034965035,0.25,0.1,0.128914728682171,0.15,-0.0465312465312465,0.113530113297555,0.103333333333333,0.0603174603174603,0.0603174603174603,0.103333333333333,0.1,0.0587985114300904,-0.1,0,-0.2,0.0626373626373626,-0.176569319292151,0.421428571428571,-0.14,0.278518518518518,-0.0973992673992674,0.101503759398496,-0.171929824561403,-0.150566893424036,-0.144444444444444,-0.266666666666667,0.0870833333333333,-0.1,0.166666666666667,0.45,0.5,-0.1,0.4,-0.1
"cMet",-0.0792626728110599,0.3,-0.5,0.266666666666667,0.0665373847167325,0.319583333333333,-0.0598661331854609,0.158181818181818,0.151931818181818,-0.169523809523809,-0.169523809523809,0.14,-0.180844564240791,0.0396825396825397,0.1,0.0305555555555556,-0.0857142857142857,-0.101503759398496,0.025,0.0475768321513002,0.106269382791122,0.103333333333333,0.2,0.113530113297555,0.103333333333333,-0.0647794217137283,0.125959491828629,0.128914728682171,0.0653679653679654,0.0653679653679654,0.126060606060606,0.1,0.0418493588877175,-0.15,-0.1,-0.25,0.0817384862328683,-0.164610031760344,0.408095238095238,-0.151111111111111,0.297037037037037,-0.114125246046954,0.0823548232282835,-0.181733746130031,-0.1742032570604,-0.150566893424036,-0.313333333333333,0.0858175105485232,-0.1,0.169523809523809,0.51,0.527272727272727,-0.2,0.45,-0.1
"TCFLEF",-0.285726665237278,-0.102597402597403,0.0920905923344948,-0.0825974025974026,0.0402334880648134,-0.0589298009143731,-0.300012633330092,0.138755760368664,0.138755760368664,-0.00664296168267288,-0.00664296168267288,0.137142857142857,-0.00467187101250205,-0.0174146931499873,-0.230769230769231,-0.256350626118068,-0.0776502470907062,-0.0756894627769807,-0.256350626118068,-0.261648639363101,-0.181970070825264,0.255106837606838,0.245833333333333,0.165908886494862,0.248489190548014,0.0254578619829718,0.169603044570463,0.268314384776649,0.1141884635832,0.1141884635832,0.261532668808884,0.233333333333333,-0.0540427889172659,-0.24421568627451,-0.23921568627451,-0.250833333333333,0.23304850323738,-0.0547194879425372,0.000966682020574232,-0.616294017094017,-0.0282577949212472,-0.0113135541626235,0.0780150441723296,-0.0169318996415771,-0.00120910015928633,0.0108367889420521,0.0600167574361123,0.172100639991746,-0.113333333333333,0.00664296168267288,-0.0835191637630662,-0.0914103202256512,0.0571428571428571,-0.0957142857142857,-0.0666666666666667
"cateninmemb",0.0908308491507742,-0.12,0.0735685539445394,-0.105714285714286,0.0905966762391343,-0.1199518999519,0.100526985961485,-0.0220430107526882,-0.0165311997290661,0.100429864253394,0.100429864253394,-0.0166666666666667,0.0940052832478071,-0.112658227848101,-0.00145454545454545,-0.00626755358462675,-0.0113875598086124,-4.73536230454305e-05,-0.0321212121212121,-0.02416990439837,0.000933026309811598,0.000522611471282142,0.00784313725490196,-0.00468944865441706,-0.000496878783590421,0.0115215735476682,-0.00982483614274572,-0.0145275557527981,0.123761145266288,0.123761145266288,-0.0151635454502571,-0.0333333333333333,0.0849950147731799,0.0177382580939352,-0.00784313725490196,0.0177382580939352,0.0189292730127433,0.120369135982833,0.0314661009298547,-0.0982889612265201,0.0736505157050904,0.0141702884505719,0.010084528344235,0.0618821683646003,0.0721056953363512,0.0723478260869565,0.131640211640212,0.150520767881167,0.0166666666666667,-0.100429864253394,-0.0560427807486631,-0.0567058088465002,0.1,-0.0854545454545454,-0.0333333333333333
