"","cateninmemb","cateninnuc","TCFLEF","SRC","GLI","Ecadherin","STAT","Jagged","MEK","LIV1","Csl","NOTCH","NOTCHic","cfos","RKIP","SNAI1","SOSGRB2","TGF","TGFR","GSK3","FOXC2","ZEB2","ZEB1","miR200","PAK1","TWIST1","CDC42","SHH","SNAI2","Patched","SMO","FUS","RAS","RAF","PI3K","DELTA","SUFU","SMAD","ILK","Csn","KLF4","HEY1","TrCP","NFB","EGR1","AKT","IKK","Destcompl","ERK","DSH","Frizzled","Wnt","cMet","CD44","AXIN2"
"SOSGRB2",-0.0608468858468858,0.0163513072314171,0.0169249209981475,0.0142857142857143,0.0240683229813665,-0.0520438294500713,0,0.000985334361311859,0.0317733317733318,0,-0.0727272727272727,-0.0797695262483995,-0.0727272727272727,0.0206349206349206,0.0860014619883041,0.0646652452025586,-0.0152777777777778,0.0251352193905385,0.0286813186813187,0.13323647522806,0.0233821733821734,0.066453634085213,-0.066453634085213,0.0612464996594263,-0.00714285714285715,0.00344927536231884,-0.0171428571428571,0.0158390949088624,-0.0060850027012357,0.0135135135135135,0,0,-0.0307837172243952,-0.0205273069679849,-0.0205273069679849,-0.0205273069679849,0,0.0112354312354312,0.0133333333333333,0,0.0635964912280702,0.0278409090909091,0.1,0.0333333333333333,-0.0761904761904762,0.0322368421052632,0.0280701754385965,0.0760052773475592,-0.0287430287430287,0,-0.0142857142857143,-0.0226190476190476,-0.0186335403726708,-0.0200828157349896,-0.0203314081408141
"RAS",0.0673274920620955,0.0903294950023332,0.0889130644074324,0.1,0.0899509803921569,0.0624301508042831,0.1,0.124774295288784,-0.0579618163054696,0,0.25,0.225571002979146,0.223684210526316,-0.085,-0.0339937106918239,0.0273058013765978,0.163203463203463,0.119382644146768,0.122352941176471,-0.0217441860465116,0.115396825396825,0.0992452135493373,-0.0992452135493373,0.113046153846154,-0.06,0.0928968903436988,-0.14,-0.0878079096045198,-0.00638338409276779,-0.0793333333333333,-0.0833333333333333,-0.1,0.0142307692307692,0.112307692307692,0.112307692307692,0.112307692307692,-0.1,-0.0895485466914038,-0.0956709956709957,0.1,0.0982142857142857,-0.100197628458498,0,0.133333333333333,0.06,0.124444444444444,0.113333333333333,0.0198606704420658,0.0481578947368421,-0.1,-0.1,-0.0941176470588235,-0.0941176470588235,-0.0919899874843554,-0.118550724637681
"SNAI2",0.177690118327414,0.144046389868171,0.143891110365065,0.136233766233766,0.144202433854464,0.106702644265125,0.129090909090909,0.130258224266006,0.18492315845257,0.12,0.0719298245614035,0.0701754385964912,0.0701754385964912,0.172549019607843,0.110179487179487,0.0985898459620184,0.162947937795808,0.14336646587286,0.14088199382317,0.0946616278087005,0.148083610947054,0.148131529263688,-0.148131529263688,0.163686508749234,-0.127450980392157,0.100520770852256,-0.141736694677871,0.152076492568859,-0.0869603067182742,0.147851140456182,0.137647058823529,0.12,-0.142995567738494,-0.138885978697398,-0.138885978697398,-0.138885978697398,0.1,0.0551936820283744,0.0518443997317237,-0.133333333333333,0.125576923076923,0.0347498493068113,-0.1,-0.133333333333333,-0.166666666666667,-0.126270599639939,-0.129885057471264,-0.0948499691314129,-0.186274509803922,-0.129090909090909,-0.136233766233766,-0.140459118346442,-0.140459118346442,-0.143684924798055,-0.196146029064728
"cateninnuc",0.175895444731195,0.0536176308313951,0.15386618095567,0.155672105672106,0.155088394829312,0.110148209810073,0.15011655011655,0.124293105566582,0.217693953013539,0.142424242424242,-0.00539861895794099,-0.00969037371481203,-0.00423582826026657,0.208281573498965,0.0427652025393961,0.0140283360540722,0.195658014805915,0.192563192466821,0.192999873689529,0.0423763485892703,0.169889946119454,0.185826154550253,-0.185826154550253,0.209506885291872,-0.185714285714286,0.103542379145601,-0.187252747252747,0.164059293155767,-0.0463618127860731,0.16384142823202,0.158251366120219,0.153333333333333,-0.177345112345112,-0.178018513018513,-0.178018513018513,-0.178018513018513,0.133333333333333,0.0750237475121513,0.0751601731601731,-0.154166666666667,0.146649633482374,0.0630010350661775,-0.166666666666667,-0.145075757575758,-0.21304347826087,-0.150544507575758,-0.145075757575758,-0.0426348841751811,-0.210813219068585,-0.15011655011655,-0.156965865185043,-0.155878908663304,-0.154585149150367,-0.153791498356716,-0.306482455550944
"Patched",-0.136899641577061,-0.126515641855448,-0.117777777777778,-0.1,0,-0.0568042071197411,-0.1,-0.130582010582011,0.0169230769230769,-0.1,0,-0.00909090909090909,0,0.1,0.00571428571428572,-0.00698924731182796,-0.0333333333333333,0.0116666666666667,0.02,0.00769230769230769,-0.085,0.191666666666667,-0.191666666666667,0.192857142857143,-0.1,-0.0462962962962963,0,0.0408333333333333,0.0341149425287356,0.0533333333333333,0.133333333333333,0.1,0.179807692307692,0.192307692307692,0.192307692307692,0.192307692307692,0.2,0.04,0.05,0,0.211111111111111,0.058974358974359,0,0.1,-0.1,0.164285714285714,0.15,0.0374425574425574,-0.04,0,0,0,0.1,0.106666666666667,0.256709956709957
"SMO",-0.1417540105091,-0.128771280953192,-0.126515641855448,-0.1,-0.0111111111111111,-0.0586492255699256,-0.1,-0.134153439153439,0.00783216783216783,-0.1,0,-0.00909090909090909,-0.00909090909090909,0.04,0.00571428571428572,-0.00222734254992319,-0.00701754385964912,0.0170720720720721,0.0116666666666667,0.000896191187453324,-0.0781034482758621,0.193361581920904,-0.193361581920904,0.191591320072333,0,-0.055119825708061,-0.02,0.0352777777777778,0.0379244663382594,0.0408333333333333,0.0533333333333333,0.133333333333333,0.182133273703041,0.179807692307692,0.179807692307692,0.179807692307692,0.1,0.0384126984126984,0.04,0.1,0.202777777777778,0.0446886446886447,0,0.15,-0.1,0.152285714285714,0.164285714285714,0.0397681388379063,-0.0169230769230769,0,0,0,0.106666666666667,0.117777777777778,0.267054784296164
"SUFU",-0.144484555881425,-0.130625500902041,-0.129858237474931,-0.117777777777778,-0.0225852317859753,-0.0604679973487724,-0.106666666666667,-0.139210245953084,0.0177514635034811,-0.1,-0.00909090909090909,-0.0182900432900433,-0.0159090909090909,0.00783216783216783,0.00225541763096992,-0.00923772472985955,-0.00491964176174702,0.00816066160583346,0.0138805827103699,-0.00355394680465404,-0.0841338779480574,0.19471898093101,-0.19471898093101,0.19418986989014,-0.0116666666666667,-0.060260431310695,-0.0170720720720721,0.0244357669357669,0.0401699925054916,0.0302272727272727,0.0352777777777778,0.0408333333333333,0.193835224949517,0.191303579379897,0.191303579379897,0.191303579379897,0.0533333333333333,0.0354178388433026,0.0351868919610855,0.164285714285714,0.206213529225702,0.040829730772109,0.15,0.152285714285714,-0.0169230769230769,0.14141839368685,0.140747252747253,0.0403132751801997,-0.0181769954183747,0,0.0111111111111111,0.0207264957264957,0.126515641855448,0.128771280953192,0.281289587269384
"FUS",-0.143802427641316,-0.129858237474931,-0.128771280953192,-0.106666666666667,-0.0207264957264957,-0.0589231981726653,-0.1,-0.138972716261873,0.0181769954183747,-0.1,-0.00909090909090909,-0.0159090909090909,-0.00909090909090909,0.0169230769230769,0.00674521354933726,-0.00600092745558357,-0.00701754385964912,0.0138805827103699,0.0170720720720721,-0.00278273857843296,-0.0794192377495463,0.19520207271845,-0.19520207271845,0.194561617102036,-0.02,-0.0608789880117259,-0.0116666666666667,0.0302272727272727,0.0391811988337711,0.0352777777777778,0.0408333333333333,0.0533333333333333,0.191303579379897,0.182133273703041,0.182133273703041,0.182133273703041,0.133333333333333,0.0351868919610855,0.0384126984126984,0.15,0.204417122040073,0.0432393693263258,0.1,0.164285714285714,-0.04,0.140747252747253,0.152285714285714,0.0396221534364464,-0.00783216783216783,0,0,0.0111111111111111,0.117777777777778,0.126515641855448,0.276371554482499
"SHH",-0.123010752688172,-0.117777777777778,-0.106666666666667,-0.1,0,-0.0558333333333333,-0.1,-0.134285714285714,0.04,0,-0.1,0,0,0.1,0.02,-0.0166666666666667,0,0.02,0,0.00769230769230769,-0.075,0.2,-0.2,0.2,-0.2,-0.05,-0.1,0.0533333333333333,0.0301149425287356,0.133333333333333,0.1,0.2,0.192307692307692,0.2,0.2,0.2,0.2,0.05,0.0666666666666667,0,0.2,0.0666666666666667,0,0,0,0.15,0.1,0.0319480519480519,-0.1,0,0,0,0.1,0.1,0.247619047619048
"HEY1",0.403653829233098,0.306482455550944,0.306108856547208,0.284313725490196,0.304562322122113,0.296451145717949,0.266666666666667,0.272832674571805,0.274138596394509,0.233333333333333,0.0890909090909091,0.0880599812558576,0.0890909090909091,0.245454545454545,0.181354359925788,0.159272375441796,0.246569468267581,0.239172209903917,0.235757575757576,0.142246723750376,0.220472317447514,0.228034055727554,-0.228034055727554,0.243500203500203,-0.209090909090909,0.202736383442266,-0.229090909090909,0.303494623655914,-0.155498494870492,0.291666666666667,0.266666666666667,0.233333333333333,-0.238506787330317,-0.231153846153846,-0.231153846153846,-0.231153846153846,0.2,0.0859130434782609,0.0786666666666667,-0.2,0.181481481481481,0.0564247517188694,-0.1,-0.22,-0.2,-0.207830687830688,-0.215238095238095,-0.144259235634153,-0.268983957219251,-0.266666666666667,-0.284313725490196,-0.29594163246694,-0.29594163246694,-0.303767719423462,-0.364163790170151
"FOXC2",0.403653829233098,0.306482455550944,0.306108856547208,0.284313725490196,0.304562322122113,0.296451145717949,0.266666666666667,0.272832674571805,0.274138596394509,0.233333333333333,0.0890909090909091,0.0880599812558576,0.0890909090909091,0.245454545454545,0.181354359925788,0.159272375441796,0.246569468267581,0.239172209903917,0.235757575757576,0.142246723750376,0.220472317447514,0.228034055727554,-0.228034055727554,0.243500203500203,-0.209090909090909,0.202736383442266,-0.229090909090909,0.303494623655914,-0.155498494870492,0.291666666666667,0.266666666666667,0.233333333333333,-0.238506787330317,-0.231153846153846,-0.231153846153846,-0.231153846153846,0.2,0.0859130434782609,0.0786666666666667,-0.2,0.181481481481481,0.0564247517188694,-0.1,-0.22,-0.2,-0.207830687830688,-0.215238095238095,-0.144259235634153,-0.268983957219251,-0.266666666666667,-0.284313725490196,-0.29594163246694,-0.29594163246694,-0.303767719423462,-0.364163790170151
"Ecadherin",0.403653829233098,0.306669196914156,0.306482455550944,0.29594163246694,0.307228988788779,0.19674325866829,0.284313725490196,0.27214617571597,0.277668008159215,0.266666666666667,0.0890909090909091,0.0884317284677535,0.0880599812558576,0.268983957219251,0.18772140112429,0.162120476707619,0.247885257741266,0.244054669216756,0.239172209903917,0.143571227061635,0.22436247763058,0.234195193168312,-0.234195193168312,0.250390333854021,-0.229090909090909,0.202177724224389,-0.235757575757576,0.311368639403945,-0.156281155918054,0.303494623655914,0.291666666666667,0.266666666666667,-0.240741424201825,-0.238506787330317,-0.238506787330317,-0.238506787330317,0.233333333333333,0.0890607432361301,0.0859130434782609,-0.22,0.189076418190342,0.0624650201752452,-0.2,-0.215238095238095,-0.245454545454545,-0.205233285233285,-0.207830687830688,-0.144725218858757,-0.274138596394509,-0.284313725490196,-0.29594163246694,-0.304562322122113,-0.303767719423462,-0.306108856547208,-0.37014317161345
"cateninmemb",0.313214345006579,0.306669196914156,0.306482455550944,0.29594163246694,0.307228988788779,0.223345706859351,0.284313725490196,0.27214617571597,0.277668008159215,0.266666666666667,0.0890909090909091,0.0884317284677535,0.0880599812558576,0.268983957219251,0.18772140112429,0.162120476707619,0.247885257741266,0.244054669216756,0.239172209903917,0.143571227061635,0.22436247763058,0.234195193168312,-0.234195193168312,0.250390333854021,-0.229090909090909,0.202177724224389,-0.235757575757576,0.311368639403945,-0.156281155918054,0.303494623655914,0.291666666666667,0.266666666666667,-0.240741424201825,-0.238506787330317,-0.238506787330317,-0.238506787330317,0.233333333333333,0.0890607432361301,0.0859130434782609,-0.22,0.189076418190342,0.0624650201752452,-0.2,-0.215238095238095,-0.245454545454545,-0.205233285233285,-0.207830687830688,-0.144725218858757,-0.274138596394509,-0.284313725490196,-0.29594163246694,-0.304562322122113,-0.303767719423462,-0.306108856547208,-0.37014317161345
"miR200",-0.354288310943891,-0.313586154807385,-0.309040700261931,-0.270434782608696,-0.298397771242842,-0.336632184676434,-0.24,-0.1002337089427,-0.08856524427953,-0.2,-0.0377339901477833,-0.0428771812640895,-0.0411822660098522,-0.0442857142857143,-0.056391394079896,-0.062010397010397,-0.107911025145068,-0.111136056072842,-0.102996521189121,-0.0994813675289475,-0.0773721671282647,0.273140681003584,-0.273140681003584,0.208373901284652,0.0708333333333333,-0.160720608634719,0.0884803921568627,-0.0680953036140158,0.170944839025674,-0.0572257383966245,-0.0458333333333333,-0.0325,0.222411327212012,0.217673172598546,0.217673172598546,0.217673172598546,-0.02,-0.0146005883265572,-0.00989839396919043,0.02,0.286145617667357,-0.00669491525423729,0,0.0357894736842105,0.0142857142857143,0.0557355653284154,0.0500751879699248,0.179030643840011,0.0715584415584416,0.24,0.268,0.28630985915493,0.288744641763625,0.301104192325423,0.335161670050996
"IKK",0.212436678777461,0.19016118473531,0.18973924380704,0.183333333333333,0.192564102564103,0.174402935925466,0.15,0.0326975945017182,0.112380952380952,0.1,-0.0727272727272727,-0.0886002886002886,-0.087012987012987,0.0857142857142857,0.0581967213114754,0.0460347752332485,0.188865546218487,0.160735353535354,0.153535353535354,0.129395604395604,0.119451659451659,0.291694235588972,-0.291694235588972,0.294570791527313,-0.1,0.171437908496732,-0.144444444444444,0.181966794380587,-0.113448234697227,0.178518518518519,0.16,0.12,-0.160694597104709,-0.159286146400484,-0.159286146400484,-0.159286146400484,0.1,0.151375137513751,0.144444444444444,0.1,0.274725274725275,0.149122807017544,0,0.114285714285714,-0.1,0.000321750321750322,-0.00238095238095238,-0.0248078035016335,-0.105714285714286,-0.15,-0.183333333333333,-0.191025641025641,-0.191025641025641,-0.192564102564103,-0.231428571428571
"NFB",0.212542275398369,0.189769027872565,0.19016118473531,0.191025641025641,0.190316911552867,0.174242422281806,0.183333333333333,0.0283810477391283,0.131335200746965,0.15,-0.087012987012987,-0.095697062793837,-0.0886002886002886,0.105714285714286,0.0697351828499369,0.0419251861921526,0.189918177797435,0.163899910497379,0.160735353535354,0.13135638870933,0.123037316822177,0.303571630224988,-0.303571630224988,0.306957498475954,-0.144444444444444,0.166041083099907,-0.153535353535354,0.186786071489021,-0.114057990794788,0.181966794380587,0.178518518518519,0.16,-0.154226935413167,-0.160694597104709,-0.160694597104709,-0.160694597104709,0.12,0.154720862420815,0.151375137513751,0.114285714285714,0.286263736263736,0.152694235588972,0.1,-0.00238095238095238,-0.0857142857142857,-0.013011583011583,0.000321750321750322,-0.0261367071561185,-0.112380952380952,-0.183333333333333,-0.191025641025641,-0.192564102564103,-0.192564102564103,-0.18973924380704,-0.232847011144883
"GSK3",0.0451294220557489,0.0753303563327359,0.0765803563327359,0.0840225563909775,0.0793394881951457,0.0189769566858325,0.0947368421052632,-0.00469543710140034,0.0895714330389253,0.1,-0.0987394957983193,-0.103574660633484,-0.106431803490627,0.0918954248366013,0.0596810207336523,0.0343839375993067,0.0315990305780436,-0.0495081941741539,-0.0484825531485129,0.00676226021643472,-0.0549541197276815,0.306032429414964,-0.306032429414964,0.310377201969225,0.0443478260869565,-0.0357515228283266,0.0376811594202899,0.0525734505199544,-0.00586082662037815,0.0544873261180405,0.0575548107806172,0.0543290043290043,-0.09161296700423,-0.0918230510378435,-0.0918230510378435,-0.0918230510378435,0.0590909090909091,0.0454804103929939,0.0435313849057375,-0.0741666666666667,0.302460348254028,0.0502393948615813,-0.0866666666666667,-0.0866666666666667,-0.0807843137254902,-0.0778249336870026,-0.0855172413793104,-0.00459831586100425,-0.0986623421298344,-0.0947368421052632,-0.0840225563909775,-0.0807545825347683,-0.0807112981128318,-0.0788065362080698,-0.127914214998306
"TCFLEF",0.140317139572581,0.0369254584810897,0.0366677265223268,0.140833333333333,0.142795171580338,0.133842551178924,0.145833333333333,0.0629026114501206,0.304848183175709,0.133333333333333,-0.000781125458313405,-0.0161351740544961,-0.0164673999681173,0.286480836236934,0.209108233457317,0.175084315962977,0.0902760632580992,0.190033475930078,0.189702350102263,0.127095288356069,0.180318866140945,0.314990031897927,-0.314990031897927,0.331072254385507,-0.179487179487179,-0.00864337698721077,-0.193440667859273,0.211553344076598,-0.0292768954195005,0.212780337941628,0.217619047619048,0.203333333333333,-0.0755486986452086,-0.0796222860302283,-0.0796222860302283,-0.0796222860302283,0.183333333333333,0.121121215461157,0.117870737449685,-0.0116883116883117,0.209534950343774,0.0981153931550734,-0.0571428571428571,-0.0236883116883117,-0.274285714285714,-0.0387654505382416,-0.0365915374947633,-0.116793083717923,-0.300766550522648,-0.150980392156863,-0.145980392156863,-0.14341628959276,-0.138269230769231,-0.137011369134011,-0.490482051282051
"PI3K",0.0935570845725854,0.107705338359374,0.109148637328446,0.111111111111111,0.110843552582683,0.0764454264250994,0.1,0.00605263157894737,0.111838177894108,0.1,-0.1,-0.1,-0.1,0.10952380952381,0.0795733678086619,0.0571417069243156,0.0838461538461538,0.0655480631276901,0.0533529411764706,0.107443482443482,0.0581114982578397,0.33507002937501,-0.33507002937501,0.337110135470791,-0.075,0.0560024437429997,-0.0573529411764706,0.075,-0.0337936999637929,0.0666666666666667,0.0666666666666667,0.05,-0.0958462906956058,-0.106805194805195,-0.106805194805195,-0.106805194805195,0,0.0600550620248099,0.0576550620248099,0.0333333333333333,0.317982456140351,0.0603840850233747,0,0,-0.0666666666666667,0.00995475113122172,0.0176470588235294,-0.0100583079706734,-0.103641456582633,-0.1,-0.111111111111111,-0.115458937198068,-0.115458937198068,-0.110843552582683,-0.158571428571429
"ILK",0.0935570845725854,0.107705338359374,0.109148637328446,0.111111111111111,0.110843552582683,0.0764454264250994,0.1,0.00605263157894737,0.111838177894108,0.1,-0.1,-0.1,-0.1,0.10952380952381,0.0795733678086619,0.0571417069243156,0.0838461538461538,0.0655480631276901,0.0533529411764706,0.107443482443482,0.0581114982578397,0.33507002937501,-0.33507002937501,0.337110135470791,-0.075,0.0560024437429997,-0.0573529411764706,0.075,-0.0337936999637929,0.0666666666666667,0.0666666666666667,0.05,-0.0958462906956058,-0.106805194805195,-0.106805194805195,-0.106805194805195,0,0.0600550620248099,0.0576550620248099,0.0333333333333333,0.317982456140351,0.0603840850233747,0,0,-0.0666666666666667,0.00995475113122172,0.0176470588235294,-0.0100583079706734,-0.103641456582633,-0.1,-0.111111111111111,-0.115458937198068,-0.115458937198068,-0.110843552582683,-0.158571428571429
"AKT",0.0912125381913417,0.105397646051681,0.107705338359374,0.115458937198068,0.109167574929052,0.0738696688493419,0.111111111111111,0.00406587661205995,0.120698937387779,0.1,-0.1,-0.108536585365854,-0.1,0.103641456582633,0.0714988336471712,0.0563898272250675,0.0838461538461538,0.0573909634298049,0.0655480631276901,0.109056385669289,0.0490889418668623,0.337809755402407,-0.337809755402407,0.342992488411968,-0.0573529411764706,0.0581431165258743,-0.0533529411764706,0.075,-0.0314821421748482,0.075,0.0666666666666667,0.0666666666666667,-0.098014965394401,-0.0958462906956058,-0.0958462906956058,-0.0958462906956058,0.05,0.0590449610147089,0.0600550620248099,0,0.332512370670265,0.0656472429181115,0.0333333333333333,0.0176470588235294,-0.10952380952381,-0.0910553498788793,0.00995475113122172,-0.00815590929408122,-0.111838177894108,-0.111111111111111,-0.115458937198068,-0.110843552582683,-0.110843552582683,-0.109148637328446,-0.157488396080454
"Csn",0.0425004418784358,0.0972729773419408,0.100099195020834,0.122988505747126,0.104058637803737,0.00422090408939692,0.133333333333333,-0.0126458394526492,0.118625541125541,0.133333333333333,-0.0939393939393939,-0.112358474858475,-0.105627705627706,0.0975757575757576,0.0475869714810001,0.016298333008055,0.0312925170068027,-0.0579652682064252,-0.0472254114045159,0.120123609048589,-0.066769872964444,0.353334987593052,-0.353334987593052,0.364028073695075,0.05,-0.0184416393953561,0.0485074626865672,0.0479148590994175,0.00489312017723214,0.0520132197551552,0.0509379509379509,0.053968253968254,-0.0975892095372601,-0.100468288232078,-0.100468288232078,-0.100468288232078,0.0428571428571429,0.0418521438417772,0.0421092132505176,-0.08,0.347913524384113,0.0462541528239203,0.02,-0.0716666666666667,-0.106666666666667,-0.0843333333333333,-0.0883333333333333,-0.0140535327175386,-0.114458874458874,-0.133333333333333,-0.122988505747126,-0.109735493698934,-0.109735493698934,-0.103957715921156,-0.143820624803274
"GLI",0.0354533970239817,0.0444581331796839,0.0466697291151292,0.0638709677419355,0.0709548225604586,-0.00846067444994429,0.08,-0.0648941745699794,0.286591447226806,0.1,-0.0451635720601238,-0.0520683339648857,-0.0501635720601238,0.282142857142857,0.125160370910123,0.0670851940326889,-0.00491935792820749,0.0848940513095284,0.0907764042507049,0.196698196415812,-0.0190185328517372,0.370630739033965,-0.370630739033965,0.38900180315041,-0.103333333333333,-0.0745287668377651,-0.0964367816091954,0.180832206176818,0.0212568537150912,0.182066774078052,0.188189223057644,0.193452380952381,0.0411433179293813,0.0369849020877971,0.0369849020877971,0.0369849020877971,0.180952380952381,0.0773372245543037,0.0767966840137632,0.0722222222222222,0.366534534534535,0.079129581039598,0.0833333333333333,0.0564327485380117,-0.257142857142857,0.0600360648645423,0.0584735648645423,-0.050875582214572,-0.286038961038961,-0.2,-0.183870967741935,-0.175635673624288,-0.0541148701809599,-0.0489424563878564,-0.0821301328502416
"SRC",0.234425609938632,0.215182092711014,0.217642942822871,0.225,0.220081967213115,0.185713932037461,0.3,0.0735138790872736,0.119687440442157,0.2,0.145,0.131904761904762,0.149761904761905,0.0727272727272727,0.131117627891821,0.202227098955291,0.175714285714286,0.159227994227994,0.16468253968254,0.0696103896103896,0.13703081232493,0.386126085654388,-0.386126085654388,0.401326306543698,-0.111111111111111,-0.0269306555513452,-0.136111111111111,0.0536601307189542,-0.0332720669337377,0.0477777777777778,0.0366666666666667,0.0166666666666667,-0.027454393749763,-0.0289695452649145,-0.0289695452649145,-0.0289695452649145,-0.0333333333333333,0.0144973921289711,0.0135964912280702,0.05,0.268152454780362,-0.00574313141343926,0.1,0.0833333333333333,-0.1,0.0534188034188034,0.0756410256410256,-0.0578866061474757,-0.0838383838383839,-0.2,-0.225,-0.225,-0.225,-0.220081967213115,-0.263757490756088
"cfos",0.0274071572799344,0.0386758045173887,0.0427498785914628,0.08,0.0509551656920078,-0.0234322550699322,0.1,-0.0298611111111111,0.188739867354458,0.1,0,-0.0276923076923077,-0.0230769230769231,0.16,0.120606060606061,0.0821765576195956,0.0180555555555556,0.00816144639674051,0.0187675070028011,0.0766071428571429,0.00175855708136913,0.432289865098582,-0.432289865098582,0.449775061539767,-0.0142857142857143,-0.0874112554112554,-0.0285714285714286,0.0382204016612619,0.0293967832653964,0.0443932411674347,0.0476190476190476,0.0476190476190476,-0.0139247568946278,-0.0212418300653595,-0.0212418300653595,-0.0212418300653595,0.0333333333333333,0.0397081413210445,0.0380952380952381,0.0333333333333333,0.423142857142857,0.0376811594202899,0,0.0333333333333333,-0.28,0.018859649122807,0.00833333333333333,-0.0598829716060552,-0.190434782608696,-0.1,-0.08,-0.0614814814814815,-0.0614814814814815,-0.0506706706706707,-0.0869786535303777
"CDC42",0.0274071572799344,0.0386758045173887,0.0427498785914628,0.08,0.0509551656920078,-0.0234322550699322,0.1,-0.0298611111111111,0.188739867354458,0.1,0,-0.0276923076923077,-0.0230769230769231,0.16,0.120606060606061,0.0821765576195956,0.0180555555555556,0.00816144639674051,0.0187675070028011,0.0766071428571429,0.00175855708136913,0.432289865098582,-0.432289865098582,0.449775061539767,0.0857142857142857,-0.0874112554112554,-0.0285714285714286,0.0382204016612619,0.0293967832653964,0.0443932411674347,0.0476190476190476,0.0476190476190476,-0.0139247568946278,-0.0212418300653595,-0.0212418300653595,-0.0212418300653595,0.0333333333333333,0.0397081413210445,0.0380952380952381,0.0333333333333333,0.423142857142857,0.0376811594202899,0,0.0333333333333333,-0.18,0.018859649122807,0.00833333333333333,-0.0598829716060552,-0.190434782608696,-0.1,-0.08,-0.0614814814814815,-0.0614814814814815,-0.0506706706706707,-0.0869786535303777
"SNAI1",0.0189733285870383,0.0328010960275448,0.0352275286553197,0.0506706706706707,0.0397989700349873,-0.0297192110594039,0.0614814814814815,-0.0382061129155139,0.177128507115295,0.08,-0.0276923076923077,-0.0300156985871272,-0.0287912087912088,0.188739867354458,0.116137626291814,-0.024558254125026,-0.00670065591464807,-0.00159529606756409,0.00324341360985527,0.0760130834512023,-0.00588285728133515,0.433584739783663,-0.433584739783663,0.451832825209023,-0.0187675070028011,-0.0904363390232956,-0.00816144639674051,0.0326961298166017,0.0317830601726933,0.0352204016612619,0.0382204016612619,0.0443932411674347,-0.0075611205309914,-0.0075611205309914,-0.0075611205309914,-0.0075611205309914,0.0476190476190476,0.0385082841611826,0.0403533026113671,0.00833333333333333,0.433127025469296,0.0415327000365363,0.0333333333333333,0.018859649122807,-0.190434782608696,0.0292763157894737,0.0244152046783626,-0.0571166808792382,-0.183406534021125,-0.0614814814814815,-0.0509551656920078,-0.0436380925212761,-0.0427498785914628,-0.0386758045173887,-0.0714840852056207
"TrCP",0.0224621023348794,0.0352275286553197,0.0386758045173887,0.0614814814814815,0.0436380925212761,-0.0269616668346381,0.08,-0.0353825835037491,0.183406534021125,0.1,-0.0230769230769231,-0.0287912087912088,-0.0276923076923077,0.190434782608696,0.121158546793906,0.0766872974763975,0.00122387238723872,0.00324341360985527,0.00816144639674051,0.0766071428571429,-0.00168971878069983,0.435183755773823,-0.435183755773823,0.452313132605757,-0.0285714285714286,-0.0901286467156033,-0.0187675070028011,0.0352204016612619,0.0299392787446007,0.0382204016612619,0.0443932411674347,0.0476190476190476,-0.0075611205309914,-0.0139247568946278,-0.0139247568946278,-0.0139247568946278,0.0476190476190476,0.0403533026113671,0.0397081413210445,0.0333333333333333,0.429700234192037,0.039151747655584,0.0333333333333333,0.00833333333333333,-0.16,0.0244152046783626,0.018859649122807,-0.0589807159669575,-0.188739867354458,-0.08,-0.0614814814814815,-0.0509551656920078,-0.0506706706706707,-0.0427498785914628,-0.0775446912662267
"PAK1",0.0224621023348794,0.0352275286553197,0.0386758045173887,0.0614814814814815,0.0436380925212761,-0.0269616668346381,0.08,-0.0353825835037491,0.183406534021125,0.1,-0.0230769230769231,-0.0287912087912088,-0.0276923076923077,0.190434782608696,0.121158546793906,0.0766872974763975,0.00122387238723872,0.00324341360985527,0.00816144639674051,0.0766071428571429,-0.00168971878069983,0.435183755773823,-0.435183755773823,0.452313132605757,-0.0285714285714286,-0.0901286467156033,-0.0187675070028011,0.0352204016612619,0.0299392787446007,0.0382204016612619,0.0443932411674347,0.0476190476190476,-0.0075611205309914,-0.0139247568946278,-0.0139247568946278,-0.0139247568946278,0.0476190476190476,0.0403533026113671,0.0397081413210445,0.0333333333333333,0.429700234192037,0.039151747655584,0.0333333333333333,0.00833333333333333,-0.16,0.0244152046783626,0.018859649122807,-0.0589807159669575,-0.188739867354458,-0.08,-0.0614814814814815,-0.0509551656920078,-0.0506706706706707,-0.0427498785914628,-0.0775446912662267
"LIV1",0.0224621023348794,0.0352275286553197,0.0386758045173887,0.0614814814814815,0.0436380925212761,-0.0269616668346381,0.08,-0.0353825835037491,0.183406534021125,0.1,-0.0230769230769231,-0.0287912087912088,-0.0276923076923077,0.190434782608696,0.121158546793906,0.0766872974763975,0.00122387238723872,0.00324341360985527,0.00816144639674051,0.0766071428571429,-0.00168971878069983,0.435183755773823,-0.435183755773823,0.452313132605757,-0.0285714285714286,-0.0901286467156033,-0.0187675070028011,0.0352204016612619,0.0299392787446007,0.0382204016612619,0.0443932411674347,0.0476190476190476,-0.0075611205309914,-0.0139247568946278,-0.0139247568946278,-0.0139247568946278,0.0476190476190476,0.0403533026113671,0.0397081413210445,0.0333333333333333,0.429700234192037,0.039151747655584,0.0333333333333333,0.00833333333333333,-0.16,0.0244152046783626,0.018859649122807,-0.0589807159669575,-0.188739867354458,-0.08,-0.0614814814814815,-0.0509551656920078,-0.0506706706706707,-0.0427498785914628,-0.0775446912662267
