"","SNAI2","AXIN2","FOXC2","cateninmemb","TCFLEF","cateninnuc","Wnt","GLI","DSH","RAF","PI3K","RAS","TWIST1","ZEB2","ZEB1","HEY1","Destcompl","Ecadherin","ILK","SMAD","MEK","Csn","Csl","NOTCHic","TGFR","TGF","AKT","IKK","SNAI1","RKIP","miR200","KLF4","Jagged","NFB","CDC42","PAK1","cfos","EGR1","NOTCH","ERK","TrCP","SUFU","SMO","SOSGRB2","FUS","Patched","SHH","DELTA","Frizzled","STAT","LIV1","CD44","SRC","cMet","GSK3"
"RAF",-0.274915777816635,0.112564463197375,-0.111287945770704,0.126100386100386,0.0869647895963686,0.0867103366701599,0.0766666666666667,0.0882051282051282,0.1,-0.0652597402597403,-0.0652597402597403,-0.0592768342768343,-0.0562418300653595,-0.0781884265901483,-0.0781884265901483,-0.0629887727448703,0.0457067147416458,0.1010813270904,-0.0485986307231493,-0.0495887297330503,0.0846515040352164,-0.1,-0.111111111111111,-0.0838383838383839,-0.0361904761904762,-0.0333867378727192,-0.0601731601731602,-0.0571428571428571,-0.0319890020848697,-0.00959383753501402,-0.0120682915154174,0.0661884265901483,0.0832565284178187,0.0571428571428571,0.0266666666666667,0.0333333333333333,-0.06,-0.01,0.07999222999223,-0.0910344827586207,0.1,0.1,0.0266666666666667,0.0405079365079365,0.0666666666666667,0.0306666666666667,0.0355846994535519,0.0652597402597403,-0.0666666666666667,-0.1,0,-0.083468286099865,-0.0666666666666667,-0.0719298245614035,0.0139873916469661
"CDC42",-0.204921793534932,-0.10512315270936,-0.177893010862882,-0.0649618618135463,-0.0686430985440886,-0.0671616170626072,-0.0762962962962963,-0.0736647173489279,-0.1,0.00375816993464052,0.00375816993464052,0.00131914554439662,-0.100562770562771,-0.0755044390637611,-0.0755044390637611,0.0255372313843078,-0.0704719440371329,-0.0297268585767513,0.0211640211640212,0.0195511179382147,0.0305674281503316,0.0333333333333333,0.05,0.0346153846153846,-0.0338935574229692,-0.0308632543926661,0.0353070175438596,0.0458333333333333,-0.0594147624527371,-0.0386013986013986,-0.0251082251082251,0.0720952380952381,-0.0300347222222222,-0.0333333333333333,0.0476190476190476,0.142857142857143,-0.04,-0.02,-0.0361538461538462,-0.0356521739130435,0,-0.0333333333333333,-0.019047619047619,0.0638888888888889,-0.019047619047619,-0.022273425499232,-0.0185697217955282,-0.00375816993464052,0.08,0.1,0.1,0.0735935935935936,0.08,0.0762962962962963,0.0683062770562771
"Destcompl",-0.130215594362857,-0.10523546707771,-0.109399614949545,0.0053235391335829,-0.00711194516653523,-0.00767288346332258,-0.010765469893369,-0.00612725096943577,-0.0119047619047619,0.0242862207416121,0.0242862207416121,0.0239722489990689,-0.00820954279171135,-0.0738455354389674,-0.0738455354389674,0.0125395971549818,-0.0945372667812179,0.0174612659045289,0.00666666666666667,0.00888888888888889,-0.0221863534542514,-0.0142857142857143,0.0115158636897767,0.0115158636897767,0.043041594133116,0.0399874069409978,-0.0158214782375856,-0.00978120978120978,-0.0120244281784511,-0.00519045495621702,0.0199346043470787,0.0698058442285148,-0.00667553735310744,0.0142857142857143,-0.0435679099225897,-0.0263265306122449,0.0196270396270396,0.0287179487179487,-0.0165258837298569,0.0234521762390615,0,0.0555555555555556,0.065407772304324,0.0559058608559497,0.0796934865900383,0.0638533681592463,0.0667547221244301,-0.0242862207416121,0.00779517286366601,0.0119047619047619,0.0333333333333333,0.00642701365968591,0.00779517286366601,0.0112777599283426,-0.00508034830426195
"NOTCHic",-0.0843869788464861,0.0530488170110812,-0.155510204081633,0.0679629935691667,0.0553075495932639,0.0554602213489891,0.0521678321678322,0.0532431009850365,0.02,0.0616600790513834,0.0616600790513834,0.0601822465390681,-0.0518020466901183,-0.0736070853462158,-0.0736070853462158,0.127447045707915,0.0282857142857143,0.0716172339409508,0.0252380952380952,0.0245186707776636,0.0533333333333333,0.0333333333333333,0.12,0.0103225806451613,0.0057921146953405,0.0115245987717736,0.010594315245478,0.0222222222222222,-0.0551444851444852,-0.0361315550242214,-0.024601756624878,0.0733954451345756,0.0127707857509182,-0.0222222222222222,0.00711111111111111,0.0111111111111111,-0.0533333333333333,-0.02,-0.0103225806451613,-0.0533333333333333,0,-0.0333333333333333,-0.041025641025641,0.0551196172248804,-0.0333333333333333,-0.0469079939668175,-0.0479832627840218,-0.0616600790513834,-0.0430769230769231,-0.02,0,-0.0532667332667333,-0.0430769230769231,-0.0521678321678322,0.00415439663088566
"miR200",0.198985342015005,0.231085339757253,0.0388337407849603,0.199257812331648,0.192035655828255,0.190368989161588,0.197408450704225,0.195210648506423,0.2,0.158974358974359,0.158974358974359,0.159223735532962,0.13425829793928,-0.0424014336917563,-0.0424014336917563,0.00336158192090395,0.131752984682186,0.169362233018938,0.00635857096034087,0.00541813208886752,0.0281508967223253,-0.02,-0.0239408866995074,-0.0204926108374384,0.0547596457938014,0.0553410411426386,-0.0329862391828628,-0.0386466165413534,0.00833758833758834,0.00414840782938942,-0.0683214275215334,0.046031746031746,0.0478022536561975,0.0357894736842105,-0.0563725490196078,-0.0583333333333333,-0.0242857142857143,-0.0142857142857143,0.0221875260916757,-0.0288311688311688,0,-0.02,-0.0325,-0.013036750483559,-0.0325,-0.0337658227848101,-0.0359397358282884,-0.158974358974359,-0.196,-0.2,-0.2,-0.194813433606033,-0.195652173913043,-0.197060624617269,-0.0646930435199508
"SNAI2",-0.0211310292572266,-0.378647721449314,-0.220408808164707,-0.369004453878416,-0.307638981189898,-0.303291155102941,-0.318331809036034,-0.313518974811435,-0.305454545454545,-0.280211730512513,-0.280211730512513,-0.277472004485116,-0.295995998354784,-0.0297027480595763,-0.0297027480595763,-0.026416515973478,-0.176253698627429,-0.319763123849965,-0.0518443997317237,-0.0542367442293313,-0.176603073661897,0.2,0.13859649122807,0.133333333333333,-0.224161459455577,-0.222919223430732,0.263959285417532,0.260344827586207,-0.0406254767353166,-0.0251794871794872,0.00801619213950151,0,-0.302708916666742,-0.25,0.219887955182073,0.196078431372549,0.162745098039216,0.133333333333333,-0.126839826839827,0.172549019607843,-0.1,0.2,0.301176470588235,0.10473292765382,0.26,0.31546218487395,0.316870635578175,0.280211730512513,0.31974025974026,0.305454545454545,0.26,0.314030733767217,0.31974025974026,0.318331809036034,0.173076468866769
"IKK",-0.152423075775211,0.173333333333333,-0.131976911976912,0.18162082796161,0.146927422859626,0.145661600074816,0.148717948717949,0.144102564102564,0.1,-0.0405323653962492,-0.0405323653962492,-0.0405323653962492,-0.00735294117647059,-0.0290927318295739,-0.0290927318295739,-0.0888544891640867,0.11479496169022,0.150951727571551,-0.0763888888888889,-0.0773789878987899,-0.0367301587301587,0.1,-0.190909090909091,-0.205194805194805,0.00252525252525253,0.00492525252525253,-0.016988416988417,-0.0142857142857143,-0.0826689284704552,-0.0751366120218579,0.00771460423634336,0.0399267399267399,0.117328959700094,-0.0857142857142857,0.0111111111111111,0,0.0642857142857143,0.05,0.203607503607504,0.0522857142857143,-0.2,0.1,0.08,-0.0474789915966387,0.08,0.0614814814814815,0.0476883780332056,0.0405323653962492,-0.133333333333333,-0.1,-0.1,-0.144102564102564,-0.133333333333333,-0.148717948717949,-0.00569597069597069
"Csn",-0.0388424997539215,-0.102691808309726,-0.105118016049429,-0.021226890556368,-0.0696652905742793,-0.0679214541341109,-0.0685777593131145,-0.069014440535822,-0.0666666666666667,-0.0854220129014079,-0.0854220129014079,-0.0825429342065902,-0.0798877980364656,-0.0101786600496278,-0.0101786600496278,0.0019047619047619,-0.00482655593617245,0.00293066686498154,0.00704192546583851,0.00575657842213671,-0.0167911255411255,0.105,-0.0883838383838384,-0.0792929292929293,0.056011898549212,0.0634104665683051,0.101633333333333,0.100833333333333,-0.080986138607047,-0.0793354122748572,0.00670964635127315,0.00875960640666523,-0.0141458688253655,-0.105,-0.0637042062415197,-0.0681818181818182,0.0175757575757576,0.0266666666666667,0.086985236985237,0.0188744588744589,-0.18,0.0142857142857143,0.000144300144300144,0.0910942003920212,0.00317460317460317,0.00767118186473025,0.00357282120899255,0.0854220129014079,0.0770114942528736,0.0666666666666667,0.0666666666666667,0.069022203757559,0.0770114942528736,0.0685777593131145,0.0941171690716235
"ZEB1",-0.13139789404842,-0.185698884944479,0.122876690679101,-0.152255751242309,-0.149200645389288,-0.149396340105531,-0.160381488430269,-0.157975990148482,-0.166666666666667,-0.107788197298324,-0.107788197298324,-0.105740953203836,-0.0393843344928439,0.00462855837756623,0.00462855837756623,0.100062562653236,-0.0934173516031184,-0.0444425809013393,0.0846417655698011,0.0851225348005704,0.029418329446316,0.133333333333333,0.108333333333333,0.110294117647059,-0.0437961645234912,-0.0434024637360896,0.118023337031102,0.116594765602531,0.0509744413258928,0.0447304210940575,0.131881154284807,-0.0131018631633055,-0.133391128356006,-0.128070175438597,0.0453190071630851,0.0438697318007663,-0.0213333333333333,-0.0333333333333333,-0.108641225085075,-0.0272156862745098,-0.133333333333333,-0.0416666666666667,-0.0496212121212121,-0.0800779727095517,-0.0541666666666667,-0.0515819964349376,-0.0554965871822686,0.107788197298324,0.164227642276423,0.158974358974359,0.166666666666667,0.150530432623331,0.156535334584115,0.152613765956664,-0.00623585497502427
"CD44",-0.278947718947719,-0.1,0.0141666666666667,-0.0804761904761905,-0.0717054263565891,-0.0717054263565891,-0.05,-0.0833333333333333,0,-0.019047619047619,-0.019047619047619,-0.0219047619047619,-0.00402930402930403,0.0126984126984127,0.0126984126984127,-0.083625730994152,-0.0626923496671396,-0.0209119530995549,-0.127777777777778,-0.121655328798186,0.115,-0.2,0,-0.0428571428571429,-0.0225,-0.0225,-0.18,-0.2,-0.0138490164805954,-0.0814814814814815,-0.0431357048748353,-0.112698412698413,0.106480186480186,0.2,0.06,0,-0.125,-0.2,0.0586466165413534,-0.145,0.1,0.1,0.15,0.0119047619047619,0.1,0.15,0.131818181818182,0.019047619047619,0.1,0.1,0.1,0.0833333333333333,0.2,0.15,-0.0107142857142857
"RAS",-0.178022159945555,-0.0443478260869565,0.0026984126984127,0.0384326685931576,-0.0147992683161644,-0.0145159821971843,-0.0176470588235294,-0.0218137254901961,-0.1,0.0879487179487179,0.0879487179487179,-0.0216666666666667,-0.0383087834151664,0.0210309278350515,0.0210309278350515,0.0266798418972332,0.03543544764475,0.0801150288837538,-0.0623376623376623,-0.0705009276437848,0.0128844169246646,-0.1,0.05,0.0236842105263158,-0.0564705882352941,-0.067361677344205,-0.107777777777778,-0.113333333333333,-0.0278367748279253,-0.0455660377358491,-0.0652615384615385,-0.02,0.0599960575596294,0.133333333333333,0.08,0.02,0.035,0.06,-0.0444389275074479,0.00868421052631579,0.1,0.1,0.1,-0.0225108225108225,0.1,0.064,0.0656949152542373,-0.0879487179487179,0,0.1,0,0.0240300375469337,0,0.0176470588235294,-0.0559819121447028
"cMet",-0.280407572962318,-0.0984126984126984,0.0154324894514768,-0.0765615997288595,-0.0717054263565891,-0.0711404546051767,-0.0833333333333333,-0.0696969696969697,-0.1,-0.0219047619047619,-0.0219047619047619,-0.0219047619047619,0.00833024653249372,0.0217893217893218,0.0217893217893218,-0.0777433780529756,-0.0633680253428153,-0.0191307826160943,-0.121655328798186,-0.118018965161822,0.135,-0.2,-0.0428571428571429,-0.0586466165413534,-0.0225,-0.0395212765957447,-0.18,-0.18,-0.00537444020940899,-0.0740740740740741,-0.0478232048748353,-0.112698412698413,0.108654099523665,0.2,0.0225,0.06,-0.145,-0.125,0.0394976803711406,-0.115,0.2,0.1,0.15,0.0185714285714286,0.15,0.131818181818182,0.134943181818182,0.0219047619047619,0.05,0.2,0.1,0.0717054263565891,0.15,0.0833333333333333,-0.0220046082949309
"NFB",0.15140681561261,-0.176879432624113,0.126000816359382,-0.180459265131621,-0.145661600074816,-0.143857678506189,-0.144102564102564,-0.147473350619418,-0.133333333333333,0.0405323653962492,0.0405323653962492,0.0415273902718711,0.00132119514472455,0.025644455967505,0.025644455967505,0.0888544891640867,-0.113632170992546,-0.150149159353253,0.0773789878987899,0.0762637462631021,0.0321549953314659,-0.0857142857142857,0.205194805194805,0.203607503607504,-0.00492525252525253,-0.000494872778417082,0.0192106392106392,0.016988416988417,0.0829429010731949,0.0687263556116015,-0.0086209486472195,-0.0322344322344322,-0.119487233081389,-0.0142857142857143,0.00252525252525253,-0.0111111111111111,-0.0522857142857143,-0.0642857142857143,-0.19522040683331,-0.0367301587301587,0.1,-0.08,-0.0614814814814815,0.048531623175586,-0.08,-0.0476883780332056,-0.0500980165874225,-0.0405323653962492,0.148717948717949,0.133333333333333,0.1,0.146927422859626,0.148717948717949,0.144102564102564,0.00922538246067658
"Ecadherin",0.334217248099215,0.307638981189898,0.176746154213342,0.287425681815926,0.232263817503566,0.231610222732324,0.242259855024608,0.234259855024608,0.26078431372549,0.217861990950226,0.217861990950226,0.215906683687656,0.241915531699955,0.0290529152544031,0.0290529152544031,0.0226573899846699,0.123648064136519,0.0296860992787145,0.0414492753623188,0.0402386216092922,0.146342870794053,-0.22,-0.0785645933014354,-0.0713480984560746,0.168033998521803,0.167491503042599,-0.21004329004329,-0.215238095238095,0.0418724582237348,0.0271762569515378,-0.00355998026389088,-0.00126582278481013,0.233315112778539,0.215238095238095,-0.172424242424242,-0.179090909090909,-0.147272727272727,-0.147272727272727,0.0717198456679705,-0.148303655107779,0.2,-0.233333333333333,-0.266666666666667,-0.0700971983990852,-0.266666666666667,-0.261290322580645,-0.258928117856236,-0.217861990950226,-0.249156406748746,-0.26078431372549,-0.266666666666667,-0.235377142534699,-0.249156406748746,-0.243069450227007,-0.121405435866713
"cateninmemb",0.334217248099215,0.307638981189898,0.176746154213342,0.194038461608511,0.232263817503566,0.231610222732324,0.242259855024608,0.234259855024608,0.26078431372549,0.217861990950226,0.217861990950226,0.215906683687656,0.241915531699955,0.0290529152544031,0.0290529152544031,0.0226573899846699,0.123648064136519,0.0381832977539407,0.0414492753623188,0.0402386216092922,0.146342870794053,-0.22,-0.0785645933014354,-0.0713480984560746,0.168033998521803,0.167491503042599,-0.21004329004329,-0.215238095238095,0.0418724582237348,0.0271762569515378,-0.00355998026389088,-0.00126582278481013,0.233315112778539,0.215238095238095,-0.172424242424242,-0.179090909090909,-0.147272727272727,-0.147272727272727,0.0717198456679705,-0.148303655107779,0.2,-0.233333333333333,-0.266666666666667,-0.0700971983990852,-0.266666666666667,-0.261290322580645,-0.258928117856236,-0.217861990950226,-0.249156406748746,-0.26078431372549,-0.266666666666667,-0.235377142534699,-0.249156406748746,-0.243069450227007,-0.121405435866713
"cateninnuc",0.269882655154488,0.232263817503566,0.118428445871069,0.0375392978324828,0.0796272439159733,-0.0206213062083017,0.0778707494609817,0.0774754925439857,0.0906759906759907,0.150729135729136,0.150729135729136,0.148540583540584,0.11813277837394,0.0300564192965481,0.0300564192965481,0.0136234626300851,0.0212424619806463,-0.12986946490892,0.0190923520923521,0.018410223852243,0.115327394727353,-0.154166666666667,0.0236032642812304,0.0189521014905327,0.0929329291398257,0.0885661169127515,-0.14763446969697,-0.14919696969697,0.0923052598627545,0.0787663808482667,-0.000802479075036087,0.000568026279770052,0.0884397620816949,0.15719696969697,-0.0912087912087912,-0.0942857142857143,-0.121877156659765,-0.120289855072464,-0.0225884651268963,-0.118079688305335,0.166666666666667,-0.133333333333333,-0.105136612021858,-0.0223190605296509,-0.113333333333333,-0.104515494009436,-0.0995046007632482,-0.150729135729136,-0.0865664016348948,-0.0906759906759907,-0.106060606060606,-0.0788057353274745,-0.0878982128982129,-0.0792025607242998,-0.0187423757156029
"KLF4",0.337769325161226,0.314030733767217,0.178805650780847,0.289605168995413,0.235377142534699,0.232263817503566,0.249156406748746,0.242259855024608,0.266666666666667,0.221538461538462,0.221538461538462,0.217861990950226,0.247315904139434,0.0304747162022704,0.0304747162022704,0.0219862490450726,0.124300440650964,0.129880841245608,0.04,0.0414492753623188,0.148303655107779,-0.2,-0.0890909090909091,-0.0785645933014354,0.172424242424242,0.168033998521803,-0.215238095238095,-0.215238095238095,0.0434547367047474,0.0297979797979798,-0.00635327635327635,0,0.239035936577166,0.22,-0.179090909090909,-0.159090909090909,-0.147272727272727,-0.12,0.0713480984560746,-0.147272727272727,0.1,-0.2,-0.266666666666667,-0.0700971983990852,-0.233333333333333,-0.266666666666667,-0.261290322580645,-0.221538461538462,-0.26078431372549,-0.266666666666667,-0.233333333333333,-0.243069450227007,-0.26078431372549,-0.249156406748746,-0.123612941385477
