"","cateninnuc","STAT","SRC","Ecadherin","GLI","KLF4","Destcompl","LIV1","ZEB1","AXIN2","SNAI2","SOSGRB2","cateninmemb","CDC42","TGFR","PAK1","Csn","SUFU","miR200","NOTCHic","NOTCH","HEY1","Jagged","FUS","IKK","RAF","TrCP","PI3K","DELTA","RAS","TWIST1","FOXC2","Patched","SHH","SMO","EGR1","Csl","AKT","ILK","SMAD","ZEB2","MEK","NFB","ERK","cfos","TGF","SNAI1","RKIP","Wnt","Frizzled","DSH","cMet","CD44","TCFLEF","GSK3"
"Csl",-0.102971314125817,-0.0876923076923077,-0.0967832167832168,-0.0695702842854262,-0.0981273028047222,0.137601794340925,-0.117458334803856,-0.08,0.0294003612067508,-0.0765414117337287,-0.275588240608767,0.0811494923561676,-0.0355786506687433,0.225878136200717,0.226515078875876,0.235555555555556,0,0.0583333333333333,-0.0220498078369551,-0.0607882609750182,-0.0635155337022909,-0.11705270290948,-0.045200838605226,0.0198717948717949,-0.0134366925064599,-0.0809566645248804,0.0333333333333333,0.0809566645248804,0.0809566645248804,0.0805890174660569,0.135998427733113,0.0357518179685667,0.0295492142266336,-0.0295492142266336,0.0198717948717949,-0.0866666666666667,0.0581566820276498,0.00956072351421189,0.0107091469681398,0.0184869247459176,-0.141190469835678,-0.0614182194616977,0.0111111111111111,-0.0538095238095238,-0.0652380952380952,-0.225381292027803,-0.0824515420167594,-0.118859846279984,0.0957079479660125,0.0967832167832168,0.0876923076923077,0.0956843156843157,0.0977251320108463,0.101541925903976,0.0474869364836401
"NFB",-0.0119140665205509,-0.00555555555555556,0.00213675213675213,-0.0574067790728688,-0.0100499375780275,0.117399267399267,-0.15141530957541,0.05,-0.0158236395586668,0.0271428571428571,-0.328919545024083,0.152536488279522,0.0266817497766157,0.229292929292929,0.215692929292929,0.211111111111111,-0.285714285714286,-0.12,-0.00435126150612818,-0.0567099567099567,-0.0509035050970535,-0.0967197405277901,0.0352521469235109,-0.08,-0.199227799227799,-0.114562511183252,-0.3,0.114562511183252,0.114562511183252,0.115557536058874,0.118062558356676,0.162822648798744,-0.0787228607918263,0.0799276800689347,-0.0614814814814815,0.0214285714285714,0.0519480519480519,0.201450021450021,0.0985973597359736,0.093021151557535,-0.109266672428197,0.00576844070961718,0.185714285714286,-0.0105714285714286,0.00942857142857143,-0.213161283723309,0.0411425982083725,0.0248773994675634,0.00555555555555556,-0.00213675213675213,0.00555555555555556,0.00555555555555556,0.0106403013182674,0.00979641946172734,0.0515212238741651
"SHH",-0.13,-0.1,-0.1,-0.00944444444444444,-0.05,0.15,-0.180519480519481,0,0,-0.0476190476190476,-0.319003831417625,-0.05,0.112974910394265,0.1,0,0,0,-0.2,0,-0.2,-0.2,0.0666666666666667,-0.162857142857143,-0.2,-0.1,0.05,0,-0.05,-0.05,-0.0423076923076923,0.075,0.075,-0.0666666666666667,-0.0533333333333333,-0.1,0,0.1,0.05,-0.0666666666666667,-0.05,-0.1,-0.14,0,-0.2,-0.1,0.02,-0.0166666666666667,-0.02,0,0,0,0.1,0.15,0.13,0.207692307692308
"Frizzled",-0.173836495211539,-0.2,-0.175,-0.0391889974698787,-0.169736842105263,0.0871148459383753,-0.242918142680292,-0.1,-0.017087375882495,-0.110401691331924,-0.232329489829218,-0.0212121212121212,0.0668482647296207,0.106666666666667,0.0936231884057971,0.1,-0.0666666666666667,0,-0.00601957070707071,-0.142857142857143,-0.125210084033613,-0.0157665030005456,-0.0636504753416518,0.05,-0.0466666666666667,0.00150375939849624,-0.1,-0.00150375939849624,-0.00150375939849624,0.000858445325913208,0.0983053221288515,0.133162602391489,0.0439393939393939,-0.0342619745845552,0.0772727272727273,0,0.142857142857143,0.0529166666666667,0.00564500099383821,-0.00276621395943282,-0.0926403113769053,-0.0110675381263617,0.0466666666666667,-0.0258823529411765,-0.02,-0.0926708074534161,0.05716011042098,0.0145238095238095,0.169736842105263,0.175,0.3,0.169736842105263,0.169736842105263,0.169074590449634,0.124315569487983
"DSH",-0.176953147037006,-0.175,-0.169736842105263,-0.0401547569079823,-0.169083247334021,0.0880857197247831,-0.245399058710826,-0.2,-0.0139377695832824,-0.110823632260194,-0.234541364101628,-0.0285291943828529,0.06720162162008,0.0936231884057971,0.0926708074534161,0.106666666666667,-0.0466666666666667,0.05,-0.00601957070707071,-0.125210084033613,-0.12171358053711,-0.0105033451058087,-0.0667512505354503,0.0772727272727273,-0.0529166666666667,-0.000858445325913208,-0.0666666666666667,0.000858445325913208,0.000858445325913208,0.00169878146036699,0.0983053221288515,0.132729701958588,0.0342619745845552,-0.0397834469771933,0.0439393939393939,-0.02,0.142857142857143,0.0586637931034483,-0.00276621395943282,-0.00616244037452716,-0.091065508227299,-0.013323177224106,0.0466666666666667,-0.0110675381263617,-0.0258823529411765,-0.0937161036206635,0.0539717046238785,0.0124259074259074,0.169736842105263,0.169736842105263,0.175,0.169736842105263,0.169074590449634,0.173836495211539,0.125011625172438
"Wnt",-0.169074590449634,-0.1,-0.2,-0.0352262935071747,-0.169736842105263,0.0823529411764706,-0.242122386712122,0,-0.018077474892396,-0.112727272727273,-0.233275862068966,-0.0242424242424242,0.0716101694915254,0.1,0.106666666666667,0.1,-0.1,0,-0.0107070707070707,-0.142857142857143,-0.142857142857143,-0.00512820512820513,-0.0687009803921569,0,-0.0466666666666667,0.00150375939849624,-0.1,-0.00150375939849624,-0.00150375939849624,-0.00150375939849624,0.0973529411764706,0.137813765182186,0.0772727272727273,-0.0439393939393939,0.05,-0.1,0.1,0.0466666666666667,-0.00598290598290598,0.00564500099383821,-0.0896700143472023,-0.0258823529411765,0.0666666666666667,-0.02,0,-0.0936231884057971,0.0587474120082816,0.0216666666666667,0.175,0.3,0.2,0.175,0.169736842105263,0.169736842105263,0.124921630094044
"RAS",0.0426492365838645,0.1,0.1,-0.0521414151958544,0.054656862745098,0.0639285714285714,0.0444974415904648,0,0.00130706921944035,0.0599736495388669,-0.304934131261169,-0.128571428571429,-0.0483330695111801,0.08,0.103529411764706,0.06,0,0.1,0.0166461538461538,-0.105263157894737,-0.122244289970209,0.0270750988142292,-0.102251133451607,0.1,-0.0266666666666667,-0.12974358974359,0,0.12974358974359,0.12974358974359,0.023974358974359,0.18366612111293,0.0474603174603175,0.104,-0.126033898305085,0.1,-0.16,0.1,0.0266666666666667,-0.128138528138528,-0.126097711811998,-0.0628976435935199,-0.247409700722394,0.0333333333333333,-0.233684210526316,-0.26,-0.122341292952825,-0.150511307767945,-0.252981132075472,-0.0588235294117647,-0.1,-0.1,-0.0588235294117647,-0.0566958698372966,-0.0474651006065274,-0.13656330749354
"ZEB1",0.209357284736978,0.192307692307692,0.199624765478424,0.10835252966497,0.212881440075305,0.00486888430496866,0.205450295209734,0.2,-0.0907043214010319,0.103351698212549,0.264988799385104,-0.0467446393762183,-0.0194350336866826,-0.190887889388639,-0.184288904617065,-0.192337164750958,-0.00666666666666667,-0.108333333333333,-0.0827382662493899,0.130269607843137,0.131922500405121,-0.0139515924490018,0.126891655845155,-0.108333333333333,0.00610296232384239,0.112080042791886,0.0333333333333333,-0.112080042791886,-0.112080042791886,-0.112867444366689,-0.155347857852141,-0.0972019944469363,-0.071969696969697,0.0872721880728998,-0.071969696969697,0.0666666666666667,-0.147916666666667,-0.00896010518098525,0.0352111036134376,0.0356918728442068,-0.0118129445296744,0.0591175606806599,0.0119298245614035,0.0657254901960784,0.0786666666666667,0.183107802254861,-0.0166438173457384,-0.00238137104674822,-0.211163227016886,-0.207317073170732,-0.2,-0.205507118419601,-0.206896007308489,-0.207693879648915,-0.112645128125349
"ZEB2",-0.191944837552695,-0.19,-0.19,-0.183630065901848,-0.177460918286606,-0.169718971265777,-0.155238301346108,-0.15,-0.136964862584882,-0.134584038387653,-0.0968812348032754,-0.0901831501831502,-0.0875501865940431,-0.0807792207792208,-0.076017316017316,-0.0753246753246753,-0.0555555555555556,-0.05,-0.0483263901639137,-0.0483076923076923,-0.0433896595208071,-0.0370426347845703,-0.0361258476289901,-0.0357142857142857,-0.0311111111111111,-0.00168831168831169,0,0.00168831168831169,0.00168831168831169,0.00190244445062432,0.00392938351021625,0.00952292152292152,0.010418118466899,0.0114000633512829,0.0128571428571429,0.025,0.0256410256410256,0.0301765316718588,0.049335758138575,0.051165026431258,0.0514190710510669,0.0553739285270612,0.0555555555555556,0.0626910016977929,0.0723684210526316,0.0765464165464166,0.117601392669272,0.122141706924316,0.174708624708625,0.177272727272727,0.177272727272727,0.184736842105263,0.187514619883041,0.191035746643604,0.227105687611449
"AKT",0.173810858192279,0.188888888888889,0.175845410628019,0.0556314344693534,0.168711762153589,-0.0796671165092218,0.22252266600789,0.2,0.0353763227147107,0.111614577961148,0.105228411932221,0.0576923076923077,-0.0506985628506034,0.0348823529411765,0.0373213773314204,0.0308823529411765,-0.0666666666666667,-0.05,-0.00585850161549293,0.116563275434243,0.108026690068389,-0.00506808844328559,0.0713814337167422,-0.0833333333333333,-0.0648567119155354,-0.0335083911522268,-0.0333333333333333,0.0335083911522268,0.0335083911522268,0.0313397164534316,0.0321059088157115,-0.0351992175560853,-0.0463675213675214,0.0484727845254161,-0.0602564102564102,0,-0.132692307692308,-0.0401937931349696,0.0168358543417367,0.0225597600656424,0.0831303305149953,0.000964320154291225,0.0725490196078431,0.000964320154291225,0.00588235294117647,-0.0388319513495473,-0.0684062814039931,-0.0409312554453219,-0.168153102935712,-0.175845410628019,-0.188888888888889,-0.168153102935712,-0.168718074687124,-0.171810858192279,-0.110234061040513
"PI3K",0.171810858192279,0.2,0.188888888888889,0.0550253738632928,0.168153102935712,-0.0736842105263158,0.220123989415665,0.1,0.0388009802489573,0.109809523809524,0.105127909419658,0.0576923076923077,-0.0508004996497879,0.0308823529411765,0.0348823529411765,0.025,-0.0333333333333333,0,-0.00318470482404909,0.132692307692308,0.116563275434243,0.000195069451451255,0.0680701754385965,-0.05,-0.0725490196078431,-0.0321385281385281,0,0.0321385281385281,0.0321385281385281,0.0335083911522268,0.0330233400083721,-0.0382067363530778,-0.0602564102564102,0.0463675213675214,-0.0833333333333333,0,-0.125,0.0648567119155354,0.00963585434173669,0.0168358543417367,0.0838152620218446,0.000964320154291225,0.0666666666666667,0.00588235294117647,0,-0.0373213773314204,-0.074170692431562,-0.0440368455074337,-0.175845410628019,-0.188888888888889,-0.2,-0.175845410628019,-0.168153102935712,-0.168718074687124,-0.109427609427609
"ILK",0.171810858192279,0.2,0.188888888888889,0.0550253738632928,0.168153102935712,-0.0736842105263158,0.220123989415665,0.1,0.0388009802489573,0.109809523809524,0.105127909419658,0.0576923076923077,-0.0508004996497879,0.0308823529411765,0.0348823529411765,0.025,-0.0333333333333333,0,-0.00318470482404909,0.132692307692308,0.116563275434243,0.000195069451451255,0.0680701754385965,-0.05,-0.0725490196078431,-0.0321385281385281,0,0.0321385281385281,0.0321385281385281,0.0335083911522268,0.0330233400083721,-0.0382067363530778,-0.0602564102564102,0.0463675213675214,-0.0833333333333333,0,-0.125,0.0648567119155354,0.00963585434173669,0.0168358543417367,0.0838152620218446,0.000964320154291225,0.0666666666666667,0.00588235294117647,0,-0.0373213773314204,-0.074170692431562,-0.0440368455074337,-0.175845410628019,-0.188888888888889,-0.2,-0.175845410628019,-0.168153102935712,-0.168718074687124,-0.109427609427609
"GSK3",0.178005778615954,0.169736842105263,0.169736842105263,0.040516956447001,0.174271926579304,-0.0873223609461572,0.247406807918293,0.175,0.0123032970721383,0.113715565289113,0.236525833471774,0.0252733804293645,-0.0682626295776397,-0.0926708074534161,-0.0937161036206635,-0.0936231884057971,0.0466666666666667,-0.0772727272727273,0.00871593647494879,0.12171358053711,0.124570723394253,0.00738915825459764,0.070984827177786,-0.0439393939393939,0.0586637931034483,0.00169878146036699,0.0466666666666667,-0.00169878146036699,-0.00169878146036699,-0.00295928566204766,-0.102274592295305,-0.130975315993676,-0.0397834469771933,0.0416973225752794,-0.0342619745845552,0.0258823529411765,-0.125210084033613,-0.0560996905393457,0.00616244037452716,0.00331386466238323,0.0926999807384431,0.0167322681331969,-0.0529166666666667,0.013323177224106,0.0110675381263617,0.0949981549027148,-0.0529750268830148,-0.0116740277266593,-0.169083247334021,-0.169736842105263,-0.169736842105263,-0.169074590449634,-0.173836495211539,-0.176953147037006,-0.22850580154515
"Patched",0.13873786407767,0.1,0.1,0.0123570658036677,0.025,-0.0944444444444444,0.175024975024975,0.1,-0.00833333333333333,0.0294372294372294,0.325670498084291,0.116666666666667,-0.10741935483871,0,0.02,-0.1,0,0.2,0.0357142857142857,0.2,0.209090909090909,-0.0435897435897436,0.144338624338624,0.1,0.05,-0.0423076923076923,0,0.0423076923076923,0.0423076923076923,0.0485576923076923,-0.0712962962962963,-0.075,-0.0533333333333333,0.0533333333333333,0.0666666666666667,0.1,-0.2,-0.00714285714285715,0.05,0.03,0.108333333333333,0.116923076923077,-0.1,0.14,0.2,0.005,0.00053763440860215,0.0485714285714286,-0.05,0,0,-0.15,-0.13,-0.13,-0.188644688644689
"STAT",0.209939239650938,0.185714285714286,0.198214285714286,0.207025698194648,0.201919404125286,-0.0150920974450386,0.200743315255491,0.3,-0.01612874305182,0.126395565219095,0.280198468698328,-0.00192939244663382,0.0581464320974642,-0.252272727272727,-0.24700956937799,-0.277272727272727,0,-0.05,0.000700128875214541,0.092368839427663,0.0913979656412552,0.0286666666666667,0.0780497792378756,-0.075,0.0247619047619048,0.127998345740281,0,-0.127998345740281,-0.127998345740281,-0.127998345740281,-0.219274345511227,-0.0805071574642127,-0.0393410852713178,0.0455357755368046,-0.0416666666666667,0.0333333333333333,-0.105882352941176,-0.0298466505246166,-0.0205314009661836,-0.0205314009661836,0.113403263403263,0.0206957621758381,-0.02,0.023921568627451,0.0533333333333333,0.245560294015672,0.0284343691888435,0.0656901544401544,-0.20275974025974,-0.198214285714286,-0.185714285714286,-0.20275974025974,-0.201905039405039,-0.206005985777279,-0.150109034267913
"IKK",0.00979641946172734,-0.05,0.00555555555555556,0.053393937981376,0.00555555555555556,-0.121245421245421,0.151747535489032,-0.1,0.0177393483709273,-0.0271428571428571,0.327700032828961,-0.145168067226891,-0.0293216652993189,-0.211111111111111,-0.229292929292929,-0.2,0.3,0.1,0.0125083612040134,0.0519480519480519,0.0567099567099567,0.0895768833849329,-0.0359715713839425,0.12,0.185714285714286,0.115970961887477,0.2,-0.115970961887477,-0.115970961887477,-0.114562511183252,-0.117745098039216,-0.162424242424242,0.0614814814814815,-0.0787228607918263,0.08,0.05,-0.00909090909090909,-0.199227799227799,-0.0916666666666667,-0.0985973597359736,0.116546365914787,0.0105714285714286,-0.285714285714286,-0.00942857142857143,-0.0214285714285714,0.215692929292929,-0.038676844783715,-0.0223132969034608,0.00213675213675213,-0.00555555555555556,0.05,0.00213675213675213,-0.00555555555555556,-0.0106403013182674,-0.0495604395604396
"SMO",0.139489743776918,0.1,0.15,0.0164161063940736,0.025,-0.102777777777778,0.181226525412572,0.1,0.017090395480226,0.0363337811613674,0.330432402846196,0.121929824561403,-0.110331976197933,0.02,-0.005,0,0.1,0.1,0.0293851717902351,0.209090909090909,0.199090909090909,-0.0197802197802198,0.137195767195767,0.0666666666666667,0.00714285714285715,-0.0485576923076923,0,0.0485576923076923,0.0485576923076923,0.0439065295169946,-0.0654139433551198,-0.0818965517241379,-0.0533333333333333,0.0311111111111111,-0.0533333333333333,0.2,-0.2,-0.0191428571428571,0.03,0.0284126984126984,0.11680790960452,0.144195804195804,-0.05,0.116923076923077,0.14,-0.00851351351351352,0.0100614439324117,0.0263492063492064,-0.025,-0.05,0,-0.13,-0.13,-0.13873786407767,-0.18379031971265
