"","GSK3","Destcompl","PAK1","RAF","CDC42","SUFU","Patched","FOXC2","Csn","ZEB2","ZEB1","cfos","FUS","AKT","Csl","ERK","SNAI2","NOTCHic","Wnt","Frizzled","CD44","cMet","TWIST1","SRC","DSH","STAT","SNAI1","Ecadherin","RKIP","Jagged","cateninnuc","TCFLEF","KLF4","cateninmemb","NFB","SOSGRB2","HEY1","GLI","NOTCH","LIV1","ILK","AXIN2","MEK","SMAD","IKK","SHH","EGR1","TGFR","TGF","PI3K","DELTA","SMO","RAS","TrCP","miR200"
"Patched",-0.153113553113553,-0.182337662337662,0.233333333333333,-0.176923076923077,0.233333333333333,0,0.08,0.25,0,-0.025,-0.025,0.2,0.1,0.185714285714286,0,0.22,0.263662835249042,0.0333333333333333,0.05,0,-0.03,-0.05,0.106481481481481,-0.1,0,0.1,-0.18010752688172,-0.0515264293419633,-0.2,-0.106031746031746,0.0201294498381877,0.0133333333333333,-0.0333333333333333,0.0296415770609319,-0.1,-0.0666666666666667,-0.058974358974359,-0.0625,-0.00606060606060606,0.1,-0.0666666666666667,0.200865800865801,-0.258461538461538,-0.0966666666666667,-0.2,-0.0675,-0.1,-0.273333333333333,-0.281666666666667,0.176923076923077,0.176923076923077,-0.2,0.158173076923077,0,-0.126190476190476
"FUS",-0.135475471482225,-0.177832484948425,0.273333333333333,-0.141894007155635,0.281666666666667,0.2,0.0786111111111111,0.231760435571688,0.2,-0.0248544244566913,-0.0248544244566913,0.258461538461538,0.08,0.173714285714286,0.00606060606060606,0.243310023310023,0.265996767026421,0.00606060606060606,0.0791666666666667,0.0625,-0.0201294498381877,-0.0133333333333333,0.0941932153897045,-0.03,0.05,0.05,-0.169685244761325,-0.0533714477921478,-0.201030927835052,-0.104826926754638,0.0280466613452161,0.0261444874321727,-0.00997267759562841,0.0346026155523712,-0.185714285714286,-0.0929824561403509,-0.0763656633221851,-0.0733974358974359,-0.0128787878787879,0.1,-0.0823809523809524,0.181761067518189,-0.242160598022667,-0.0817357910906298,-0.173714285714286,-0.063459595959596,-0.22,-0.276261261261261,-0.273069771899559,0.141894007155635,0.141894007155635,-0.0675,0.137963876151268,-0.1,-0.122944455385864
"SUFU",-0.135475471482225,-0.177991974581598,0.281666666666667,-0.137963876151268,0.276261261261261,0.08,0.063459595959596,0.228534629120075,0.185714285714286,-0.0229220573069328,-0.0229220573069328,0.243310023310023,0.0675,0.158278044103547,0.00606060606060606,0.242160598022667,0.26738107816683,0.0128787878787879,0.0733974358974359,0.0791666666666667,-0.0261444874321727,-0.0201294498381877,0.095224143224756,-0.0133333333333333,0.0625,0.03,-0.165085585476828,-0.0551222201917359,-0.194092152324847,-0.108389872122809,0.0287116229820448,0.0280466613452161,-0.00937387520041883,0.035557595088524,-0.173714285714286,-0.0978775610354558,-0.0775704825992935,-0.0685647221427891,-0.0176406926406926,0.05,-0.0817357910906298,0.184805564005308,-0.23662868312905,-0.0805810566795444,-0.173714285714286,-0.0653900978900979,-0.258461538461538,-0.273069771899559,-0.269322237382794,0.137963876151268,0.137963876151268,-0.0786111111111111,0.138596787543673,-0.2,-0.120713972114489
"IKK",-0.257857142857143,-0.186225787630633,0.15,-0.0897761645493043,0.161111111111111,0.1,0.0888888888888889,0.186378066378066,0.1,-0.0223107769423559,-0.0223107769423559,0.0928571428571429,0.12,0.206177606177606,-0.0272727272727273,0.0888571428571429,0.258450473035485,-0.0510822510822511,0.0286324786324786,0.00555555555555556,0.0209401709401709,0.0286324786324786,0.16281045751634,0.00555555555555556,-0.05,0.05,-0.110347752332485,-0.0194129496814645,-0.132695810564663,-0.0356685410809122,-0.00909006724282417,-0.0124655946689845,-0.0216117216117216,0.00311651104947195,-0.114285714285714,-0.11890756302521,-0.104024767801858,-0.0209401709401709,0.0494949494949495,0.1,-0.104861111111111,0.000476190476190484,-0.0910793650793651,-0.107831408140814,-0.214285714285714,-0.075095785440613,-0.05,-0.165656565656566,-0.166456565656566,0.0897761645493043,0.0897761645493043,-0.1,0.0855508124366282,0,-0.0376811594202899
"NFB",-0.260994397759104,-0.188883594939604,0.161111111111111,-0.0855508124366282,0.165656565656566,0.12,0.075095785440613,0.187573285501572,0.114285714285714,-0.0219276351799038,-0.0219276351799038,0.0888571428571429,0.1,0.192844272844273,-0.0510822510822511,0.0910793650793651,0.260889497425729,-0.0494949494949495,0.0209401709401709,0.0286324786324786,0.0124655946689845,0.0209401709401709,0.166937441643324,0.0286324786324786,0.00555555555555556,-0.00555555555555556,-0.106786108496869,-0.0208575724744019,-0.131413759282612,-0.0421433612247971,-0.00885477312517711,-0.00909006724282417,-0.0216117216117216,0.00470046036309392,-0.214285714285714,-0.128381247235736,-0.109381910659,-0.0130750024008451,0.0411078527207559,0.05,-0.107831408140814,0.0033130699088146,-0.0891185807656396,-0.107459660928918,-0.206177606177606,-0.0799150625490468,-0.0928571428571429,-0.166456565656566,-0.165823654264161,0.0855508124366282,0.0855508124366282,-0.0888888888888889,0.088038374625683,-0.1,-0.0373790446166645
"KLF4",-0.162671806966425,-0.172030366840314,0.00909090909090909,-0.167307692307692,0.0210909090909091,0.2,0.120833333333333,0.120918195872824,0.2,-0.0199742002063984,-0.0199742002063984,0.129090909090909,0.166666666666667,0.190899470899471,-0.00545454545454545,0.129090909090909,0.196226599984321,-0.0107177033492823,-0.0682626538987688,-0.0705882352941176,-0.0760887408552905,-0.0682626538987688,0.135202614379085,-0.0705882352941176,-0.1,0.1,-0.0460909833052462,-0.092063726376922,-0.0620799835085549,-0.0849275362318841,0.0868943735787315,0.0837810485475982,0,0.0999084046035265,-0.22,0.101943967981704,-0.000687547746371277,0.0751592056229067,0.00143935283381837,0.166666666666667,-0.0106666666666667,0.151479787817816,-0.125998125585754,-0.0106666666666667,-0.205714285714286,-0.121908602150538,-0.12,-0.0250909090909091,-0.0226518847006652,0.167307692307692,0.167307692307692,-0.133333333333333,0.166572398190045,-0.1,-0.0231786731786732
"Ecadherin",-0.164879312485189,-0.17389429973873,0.0210909090909091,-0.166572398190045,0.0250909090909091,0.166666666666667,0.121908602150538,0.118858699305318,0.22,-0.0185523992585311,-0.0185523992585311,0.129090909090909,0.133333333333333,0.185704665704666,-0.0107177033492823,0.125998125585754,0.199056220694737,-0.00143935283381837,-0.0751592056229067,-0.0682626538987688,-0.0837810485475982,-0.0760887408552905,0.137251031511301,-0.0682626538987688,-0.0705882352941176,0.0705882352941176,-0.0438757934318284,-0.193913775062414,-0.057960133321289,-0.0901906941266209,0.0865208908523076,0.0868943735787315,0.00126582278481013,0.100421225116347,-0.205714285714286,0.0993123890343354,-0.00404325244435785,0.0824925389562401,-0.00636733861599575,0.1,-0.0106666666666667,0.156222055859053,-0.123253027546539,-0.00848748991121872,-0.190899470899471,-0.12505820844975,-0.129090909090909,-0.0226518847006652,-0.0195777436518406,0.166572398190045,0.166572398190045,-0.120833333333333,0.169086364670492,-0.2,-0.0211302560464572
"cfos",0.0530032467532467,-0.0774156691867982,0.314285714285714,0.0405228758169935,0.3,0.0666666666666667,0.0852534562211981,0.305512058481929,0.0666666666666667,-0.0170240977747031,-0.0170240977747031,0.24,0.080952380952381,0.0653508771929825,0.1,0.235652173913043,0.252160078364458,0.1,-0.0562962962962963,-0.06,-0.0562962962962963,-0.0562962962962963,0.154199134199134,-0.06,-0.1,0.1,-0.146637076004165,0.0192589601725249,-0.173986013986014,-0.084375,0.0582691602493583,0.0553061972863953,-0.0199047619047619,0.0546866965804411,-0.0666666666666667,-0.0930555555555556,-0.0793353323338331,0.0536647173489279,-0.0984615384615385,0.1,-0.0854497354497355,0.0870279146141215,-0.233957258658806,-0.0919013483529613,-0.0916666666666667,-0.0790806167150253,-0.36,-0.301960784313725,-0.300445632798574,-0.0405228758169935,-0.0405228758169935,-0.114285714285714,-0.0454009245974813,-0.1,-0.119900687547746
"NOTCHic",0.091552674076185,0.0406911196911197,0.311111111111111,0.0849538866930171,0.299111111111111,0.0666666666666667,0.0662141779788839,0.286550362080316,0.0666666666666667,-0.0145410628019324,-0.0145410628019324,0.226666666666667,0.0666666666666667,0.0410852713178295,0.18,0.21952380952381,0.151033127568551,0.0896774193548387,0.033986013986014,0.0430769230769231,0.0284915084915085,0.033986013986014,0.110713676580322,0.0430769230769231,0.02,-0.02,-0.142704517704518,-0.0441679480279516,-0.166356583355126,-0.0726295436229211,-0.0278309694667383,-0.0288996717568146,-0.0194616977225673,-0.0382307808521074,-0.0555555555555556,-0.119282296650718,0.0183835005574136,-0.0307602075344011,-0.0949405772495756,0,-0.0861904761904762,-0.0333947289607667,-0.216666666666667,-0.0912264474134978,-0.0666666666666667,-0.0651389091616796,-0.26,-0.299111111111111,-0.295926397735315,-0.0849538866930171,-0.0849538866930171,-0.0897435897435898,-0.0844612758555787,-0.1,-0.117542727022496
"Csl",0.0905217462411335,0.0409958119519363,0.299111111111111,0.0844612758555787,0.299111111111111,0.0666666666666667,0.0651389091616796,0.282527373574569,0.0555555555555556,-0.0117786318627059,-0.0117786318627059,0.21952380952381,0.0897435897435898,0.0356589147286822,0.0896774193548387,0.216666666666667,0.15185341093917,0.0949405772495756,0.0307602075344011,0.033986013986014,0.0288996717568146,0.0284915084915085,0.107327672065649,0.033986013986014,0.0430769230769231,-0.0430769230769231,-0.143890288455506,-0.0454470177953935,-0.158522481972638,-0.0741920436229211,-0.0280024960533592,-0.0278309694667383,-0.015175983436853,-0.0386894964484377,-0.0666666666666667,-0.118469288520636,0.0138083371587208,-0.0307602075344011,-0.0967587590677574,-0.02,-0.0912264474134978,-0.0326235207345456,-0.21231884057971,-0.0878931140801645,-0.0410852713178295,-0.0694492539892658,-0.226666666666667,-0.295926397735315,-0.292071522451868,-0.0844612758555787,-0.0844612758555787,-0.0662141779788839,-0.0848289229144022,-0.0666666666666667,-0.114274753166287
"cateninmemb",-0.0640505527718066,-0.0680713863037322,0.0130909090909091,-0.0564366515837104,0.0117575757575758,-0.0333333333333333,-0.0405241935483871,0.0591632059214058,0.08,-0.0104731510963078,-0.0104731510963078,0.0832085561497326,-0.05,0.0633092833092833,-0.0185645933014354,0.0821776283146811,0.0745732685728231,-0.0113480984560746,0.0486351557463402,0.0538075695394437,0.0453794758939587,0.0477206130177045,-0.0237901437421648,0.0538075695394437,0.0607843137254902,-0.0607843137254902,-0.0236147601993801,-0.0765999333856081,-0.0316634587100077,0.0500356998534226,-0.047309330442669,-0.0460021409001854,0.00126582278481013,-0.119259112769681,-0.0657142857142857,0.0516874304113629,-0.00450838541639963,-0.0459684890796736,0.00948936239659503,-0.0666666666666667,-0.00521739130434783,0.0543867250626128,-0.0810011577264458,-0.00352247605011054,-0.062010582010582,0.0389493903987808,-0.0890909090909091,-0.0083429416112343,-0.00743878247922706,0.0564366515837104,0.0564366515837104,0.04375,0.0583919588462803,-0.1,-0.00991553036245774
"SOSGRB2",0.0204015775404275,-0.114572936385017,0.0285714285714286,-0.0418079096045198,0.0385714285714286,0,0.0247747747747748,0.0369474969474969,0.1,-0.00921052631578947,-0.00921052631578947,0.00158730158730159,0.0666666666666667,0.118713450292398,0.0272727272727273,0.0096954096954097,-0.152985667931344,0.0272727272727273,-0.0630952380952381,-0.0714285714285714,-0.04824016563147,-0.0670807453416149,-0.0169275362318841,-0.0714285714285714,0,0,0.0357960199004975,0.137503530553622,0.0969298245614035,-0.0361671933644551,0.0491961885760207,0.04824016563147,-0.00921052631578947,0.146247689247689,-0.155555555555556,-0.0563888888888889,-0.112405303030303,0.0442546583850932,-0.0202304737516005,0,-0.0161290322580645,0.0591446644664467,0.00242580242580243,-0.00424092036995262,-0.118713450292398,-0.0340771003561701,0.00952380952380952,-0.0347252747252747,-0.0283422960018705,0.0418079096045198,0.0418079096045198,-0.0166666666666667,0.0341156019122121,-0.2,-0.0528882539922803
"SMAD",-0.142457785878838,0.0170858218944939,-0.226190476190476,-0.0940902474526929,-0.224782025486251,-0.191666666666667,-0.179074923547401,-0.229352491817448,-0.161111111111111,0.00306988747836463,0.00306988747836463,-0.21889400921659,-0.204166666666667,-0.152338001867414,-0.224761904761905,-0.214242846425892,-0.261537330642272,-0.223612479474548,0.0545482295482296,0.0603174603174603,0.0767595280536457,0.0763958916900093,-0.109089667413449,0.0803174603174603,0.0714285714285714,-0.0914285714285714,0.109955078971208,0.0078130938949745,0.139003353696509,0.206612623935205,-0.0823118988330727,-0.0798802878908235,0.00305607954315636,-0.0704730717076008,0.175396825396825,0.0647219757468205,0.148232495176134,-0.0552676540086612,0.222025177887247,-0.12,0.173627742120893,-0.121819612939836,0.212319769502815,0.0736277421208928,0.161671335200747,0.179446670759297,0.228571428571429,0.225340684704128,0.223348652831618,0.0940902474526929,0.0940902474526929,0.189166666666667,0.0970507737684823,0.15,0.10577930465553
"GLI",-0.176661455539129,0.0490478951556473,-0.375,-0.179118707127078,-0.371551724137931,0.019047619047619,0.0183897243107769,-0.260751203990368,-0.0388888888888889,0.0109427376685441,0.0109427376685441,-0.302857142857143,-0.018452380952381,-0.0258233008115527,-0.131140583554377,-0.293766233766234,-0.263857754171356,-0.128640583554377,-0.020303605313093,-0.0167741935483871,0.0615016685205784,0.0632258064516129,-0.126846577304981,0.0632258064516129,-0.02,-0.06,0.103059056592001,-0.0187176970627925,0.146385517825438,0.0883237060213513,-0.0652347555172637,-0.064099071117981,0.0115332475332475,-0.0609126590973565,0.0652046783625731,0.107604873003103,0.067992745794104,-0.0784197989422262,0.130545345459139,-0.1,0.0761802118783037,-0.0924230072463768,0.286583913324245,0.0723964280945199,0.0305108008115527,-0.0188012469445218,0.302857142857143,0.36589134677944,0.362361935014735,0.179118707127078,0.179118707127078,-0.0183897243107769,0.182089004156781,0.05,0.110875718708536
"Jagged",-0.0839080459770115,-0.0396911196911197,-0.2,-0.0533333333333333,-0.3,0,-0.0666666666666667,-0.294285714285714,0,0.0123188405797101,0.0123188405797101,-0.2,-0.1,-0.0555555555555556,-0.2,-0.26,-0.147385620915033,-0.18,-0.02,0,-0.0430769230769231,-0.02,-0.105,0,0,0,0.158333333333333,0.0445964912280702,0.158974358974359,0.0756709956709957,0.0284915084915085,0.033986013986014,0.0166666666666667,0.0387214194256448,0.1,0.12,0.0166666666666667,0.0430769230769231,0.18,0,0.116666666666667,0.0342857142857143,0.226666666666667,0.0928571428571429,0.0666666666666667,0.0897435897435898,0.1,0.311111111111111,0.299111111111111,0.0533333333333333,0.0533333333333333,0.0666666666666667,0.0806060606060606,0,0.117575757575758
"DELTA",-0.0839080459770115,-0.0396911196911197,-0.2,-0.0533333333333333,-0.3,0,-0.0666666666666667,-0.294285714285714,0,0.0123188405797101,0.0123188405797101,-0.2,-0.1,-0.0555555555555556,-0.2,-0.26,-0.147385620915033,-0.18,-0.02,0,-0.0430769230769231,-0.02,-0.105,0,0,0,0.158333333333333,0.0445964912280702,0.158974358974359,0.0756709956709957,0.0284915084915085,0.033986013986014,0.0166666666666667,0.0387214194256448,0.1,0.12,0.0166666666666667,0.0430769230769231,0.18,0,0.116666666666667,0.0342857142857143,0.226666666666667,0.0928571428571429,0.0666666666666667,0.0897435897435898,0.1,0.311111111111111,0.299111111111111,0.0533333333333333,0.0533333333333333,0.0666666666666667,0.0806060606060606,0,0.117575757575758
"TrCP",-0.0537305194805195,0.0768141654273997,-0.3,-0.0454009245974813,-0.301960784313725,-0.080952380952381,-0.0790806167150253,-0.299994817102619,-0.0666666666666667,0.0134871202827417,0.0134871202827417,-0.235652173913043,-0.114285714285714,-0.0560916179337232,-0.1,-0.233957258658806,-0.252883405670064,-0.0984615384615385,0.0536647173489279,0.0562962962962963,0.0553061972863953,0.0562962962962963,-0.149851308112178,0.0562962962962963,0.06,-0.06,0.146875739488651,-0.0179440812797913,0.165698721168334,0.086215490797546,-0.0596484705941859,-0.0582691602493583,0.0149867291178767,-0.0557855976793422,0.0916666666666667,0.0960258525852585,0.0852176852750096,-0.0531769124708791,0.0995604395604396,-0.1,0.0919013483529613,-0.0851411221612913,0.228623925325473,0.0886755419013484,0.0653508771929825,0.0820806167150253,0.24,0.300445632798574,0.296620496186552,0.0454009245974813,0.0454009245974813,0.0852534562211981,0.048128197324754,0.0666666666666667,0.116347388055361
"PAK1",-0.0537305194805195,0.0768141654273997,-0.3,-0.0454009245974813,-0.301960784313725,-0.080952380952381,-0.0790806167150253,-0.299994817102619,-0.0666666666666667,0.0134871202827417,0.0134871202827417,-0.235652173913043,-0.114285714285714,-0.0560916179337232,-0.1,-0.233957258658806,-0.252883405670064,-0.0984615384615385,0.0536647173489279,0.0562962962962963,0.0553061972863953,0.0562962962962963,-0.149851308112178,0.0562962962962963,0.06,-0.06,0.146875739488651,-0.0179440812797913,0.165698721168334,0.086215490797546,-0.0596484705941859,-0.0582691602493583,0.0149867291178767,-0.0557855976793422,0.0916666666666667,0.0960258525852585,0.0852176852750096,-0.0531769124708791,0.0995604395604396,-0.1,0.0919013483529613,-0.0851411221612913,0.228623925325473,0.0886755419013484,0.0653508771929825,0.0820806167150253,0.24,0.300445632798574,0.296620496186552,0.0454009245974813,0.0454009245974813,0.0852534562211981,0.048128197324754,0.0666666666666667,0.116347388055361
"LIV1",-0.0537305194805195,0.0768141654273997,-0.3,-0.0454009245974813,-0.301960784313725,-0.080952380952381,-0.0790806167150253,-0.299994817102619,-0.0666666666666667,0.0134871202827417,0.0134871202827417,-0.235652173913043,-0.114285714285714,-0.0560916179337232,-0.1,-0.233957258658806,-0.252883405670064,-0.0984615384615385,0.0536647173489279,0.0562962962962963,0.0553061972863953,0.0562962962962963,-0.149851308112178,0.0562962962962963,0.06,-0.06,0.146875739488651,-0.0179440812797913,0.165698721168334,0.086215490797546,-0.0596484705941859,-0.0582691602493583,0.0149867291178767,-0.0557855976793422,0.0916666666666667,0.0960258525852585,0.0852176852750096,-0.0531769124708791,0.0995604395604396,-0.1,0.0919013483529613,-0.0851411221612913,0.228623925325473,0.0886755419013484,0.0653508771929825,0.0820806167150253,0.24,0.300445632798574,0.296620496186552,0.0454009245974813,0.0454009245974813,0.0852534562211981,0.048128197324754,0.0666666666666667,0.116347388055361
