"","FUS","SMO","Patched","TrCP","SUFU","FOXC2","Csl","NOTCHic","NOTCH","Jagged","RKIP","AXIN2","DSH","SNAI1","Wnt","GLI","TCFLEF","cfos","SOSGRB2","TGFR","Destcompl","TWIST1","SNAI2","PI3K","DELTA","RAS","RAF","miR200","Ecadherin","PAK1","TGF","CDC42","MEK","ERK","cateninnuc","LIV1","CD44","cMet","cateninmemb","STAT","SRC","Frizzled","EGR1","ZEB2","ZEB1","GSK3","Csn","HEY1","SMAD","AKT","KLF4","IKK","ILK","NFB","SHH"
"SOSGRB2",-0.233333333333333,-0.216666666666667,-0.246396396396396,-0.3,-0.2,0.154395604395604,0.109090909090909,0.13986013986014,0.130000984930562,-0.189052875939372,-0.12733918128655,-0.140573432343234,-0.1,0.16034683724236,-0.114285714285714,-0.112836438923395,-0.102172823362755,-0.420634920634921,0.341944444444444,0.00868131868131868,0.0926920208799404,0.174434782608696,0.31694933484413,0.404143126177024,0.404143126177024,0.40927133130523,-0.404143126177024,0.0518893955447917,0.068651837521494,-0.00714285714285715,0.0033754189073338,0.00285714285714286,0.441273741273741,0.45036465036465,0.101216800418204,0,0.108488612836439,0.109937888198758,0.115916344916345,0.1,0.114285714285714,0.114285714285714,0.40952380952381,-0.0426942355889724,-0.0426942355889724,0.334468059601299,0.4,0.219128787878788,0.206928340476728,0.457236842105263,-0.0541228070175439,0.428070175438596,0.220215053763441,0.433333333333333,0.241745233605699
"SRC",-0.0666666666666667,-0.0266666666666667,-0.0155555555555556,-0.1,0.0333333333333333,0.383403361344538,0.135,0.149285714285714,0.145714285714286,-0.0138255704540108,0.143010752688172,-0.103695439670194,-0.1,0.252174869144122,-0.065,-0.0535245901639344,-0.0486465413834466,-0.0878787878787879,0.13,0.0781746031746032,0.0286813186813187,0.215120626499937,-0.0642934099842322,0.262344597413434,0.262344597413434,0.271435506504343,-0.262344597413434,0.158817157078027,-0.0661599892482245,-0.0888888888888889,-0.0818109668109668,-0.0638888888888889,0.119325328759291,0.121212121212121,0.0520022460814332,0.2,0.0535245901639344,0.065,0.0314140847178566,0.2,0.075,0.075,0.133333333333333,-0.0408730158730159,-0.0408730158730159,0.192380952380952,0.1,0.0654915590863952,0.0163584637268848,0.138034188034188,0.0615633074935401,0.143589743589744,0.0280701754385965,0.166666666666667,0.0243790849673203
"ERK",-0.161333333333333,-0.153136612021858,-0.145947069538198,-0.214285714285714,-0.133333333333333,0.100821404959336,0.00846930846930847,0.0150386515350019,0.0180857429477443,-0.103365421303988,-0.21228372011464,-0.131117194687741,-0.1,0.0625635193484045,-0.101398601398601,-0.0996442154336891,-0.0938453671679867,-0.327754952311078,0.230680228078286,-0.0716951393423186,-0.014285664693864,0.176228795317887,0.319175288229428,0.0888766788766789,0.0888766788766789,0.0905268438931805,-0.0888766788766789,0.0327559191239286,0.0774686221151352,0.0590476190476191,0.0667500843972636,0.0768046283934135,0.23804278889418,0.234421618977745,0.09342870050132,0.1,0.0938453671679867,0.0961354435038646,0.117273036669293,0.0947368421052632,0.102429149797571,0.107692307692308,0.334137931034483,-0.0284425142696474,-0.0284425142696474,0.165431602500418,0.226785714285714,0.134887897418489,0.126179617171787,0.249649538714568,-0.0236395182009276,0.254236694677871,0.136210012308565,0.260119047619048,0.15560890528699
"MEK",-0.133333333333333,-0.161333333333333,-0.153136612021858,-0.2,-0.133333333333333,0.0944966186345497,0.0161616161616162,0.00846930846930847,0.0150386515350019,-0.0946304815449518,-0.22203302373581,-0.133231015825953,-0.1,0.069045000829886,-0.107692307692308,-0.101398601398601,-0.0938453671679867,-0.334137931034483,0.243301587301587,-0.0768046283934135,-0.0144735639798468,0.17276138893786,0.318724431601836,0.0828449328449328,0.0828449328449328,0.0888766788766789,-0.0828449328449328,0.0288343504964776,0.0766790580917916,0.0733333333333333,0.0716951393423186,0.0590476190476191,0.234421618977745,0.327754952311078,0.0938453671679867,0.1,0.0961354435038646,0.102429149797571,0.116445069787968,0.1,0.0947368421052632,0.1,0.31,-0.0254503882853955,-0.0254503882853955,0.165340775979074,0.214285714285714,0.116116566360469,0.136210012308565,0.254236694677871,-0.0151123864179818,0.260119047619048,0.118128831496757,0.226785714285714,0.145947069538198
"SHH",-0.2,-0.1,0,0,-0.2,0.025,-0.1,0,0.0333333333333333,-0.0828571428571429,0.1,0.247619047619048,0,0.0666666666666667,0,0,0.08,0.1,0,-0.0666666666666667,0.0148051948051948,0,0.227662835249042,0,0,-0.00769230769230769,0,0.0833333333333333,0.0713888888888889,0,0.00666666666666668,-0.0333333333333333,-0.04,-0.1,-0.0688888888888889,0,-0.1,-0.1,-0.0527598566308244,-0.1,-0.1,0,0,-0.025,-0.025,-0.041025641025641,0,0,0.0333333333333333,0,0.05,0.1,0,0,-0.04
"STAT",0.025,0.0716666666666667,0.0600387596899225,0.1,0,0.276816632583504,0.0392156862745098,0.0419183889772125,0.0312387773267271,0.0301155069374061,0.171739060489061,-0.0834949364361129,-0.0571428571428571,0.160589456626323,-0.0400974025974026,-0.0342150496562261,-0.0392939298696396,0.08,-0.0934729064039409,-0.00589114832535885,-0.0548677949457832,0.195781654627232,-0.149821366362318,-0.054264888337469,-0.054264888337469,-0.0594887689344839,0.054264888337469,0.119169424952557,-0.0513235447988753,0.0272727272727273,0.00154332223840233,0.00852272727272727,-0.0859456040480708,-0.0741176470588235,0.0434655627659448,0.2,0.0358238983238983,0.0400974025974026,0.036423550141728,0.0571428571428571,0.0446428571428571,0.0446428571428571,-0.1,-0.0214721176259638,-0.0214721176259638,0.0227992879394749,-0.05,-0.0673333333333333,-0.063554333944139,-0.0653349475383374,0.0839176074470192,-0.0738095238095238,-0.070450885668277,-0.05,-0.0697732729642588
"cateninmemb",0.0833333333333333,0.0520833333333333,0.061760752688172,0,0.0333333333333333,0.0905696031126737,0.0214354066985646,0.0100952005129976,0.0149279142676444,-0.0272439856626711,0.0114858745677365,-0.056404232248202,0.0509803921568627,0.0060118454355488,0.041758259037376,0.0404249257040426,0.0392766844209099,0.099144385026738,-0.0777812885558665,-0.0120857354028086,-0.0135515839521221,-0.0182001679629021,-0.0820936672403671,-0.0168212669683258,-0.0168212669683258,-0.0171005965772643,0.0168212669683258,0.0588493939331928,-0.109489363561137,0.0152727272727273,0.00937325800678687,-0.00206060606060606,-0.100680669643678,-0.110484591212305,-0.0395567964657278,-0.0333333333333333,-0.0408956134370992,-0.0425678542397748,-0.12488051561751,-0.0509803921568627,-0.0486548107615139,-0.0486548107615139,-0.110909090909091,-0.0205344347766545,-0.0205344347766545,0.00741875270305666,-0.02,-0.0304688757748371,-0.0229041653507387,-0.026974506974507,-0.0193155180496953,-0.0178835978835979,-0.0405797101449275,-0.0438095238095238,-0.0625481542629752
"cateninnuc",-0.0322222222222222,-0.0109107468123862,-0.00780515675027435,0.0333333333333333,-0.0222222222222222,0.194180977492453,-0.00414312617702448,0.000508036613673191,0.00187167297730955,0.049963966991185,0.0327426725466428,-0.177026163659827,-0.00582750582750584,0.00643350434340268,-0.0104582384064219,-0.0155965783273705,-0.0161141705253145,0.193271221532091,-0.174723392520106,0.00908121763294177,-0.00633940237972974,0.0705370653949746,-0.238270774837535,-0.0128125928125928,-0.0128125928125928,-0.0128125928125928,0.0128125928125928,0.0863684093680149,-0.17930167528283,-0.0137142857142857,-0.00755283335346579,-0.00448351648351649,-0.177860700106008,-0.18061299368399,-0.0837477460723105,0.0212121212121212,0.0142471055514534,0.00908837539272323,-0.0257812914877564,0.00582750582750584,0.00582750582750584,0.00719736884120447,-0.178985507246377,-0.0139043535820627,-0.0139043535820627,-0.0100816246181551,-0.0583333333333333,-0.021124291636517,-0.0418036789646612,-0.0457481060606061,-0.0167320619277915,-0.0410606060606061,-0.034027417027417,-0.0310606060606061,0.0215306469463528
"SMO",0,-0.04,-0.015,0,0.1,-0.0112068965517241,-0.0333333333333333,-0.00606060606060606,-0.00106060606060606,0.0544179894179894,-0.0436507936507936,-0.228183310941932,0,-0.0655145929339478,0.025,0.0361111111111111,-0.0679180151024811,-0.04,-0.0140350877192982,0.04,-0.0151289021056463,0.00664488017429194,-0.212805692391899,0.0201923076923077,0.0201923076923077,0.0248434704830054,-0.0201923076923077,-0.0601868595539482,-0.0573882440280714,-0.0666666666666667,-0.0535135135135135,-0.00666666666666668,0.0754312354312354,0.0784615384615385,0.0694217745009774,0.1,0.0688888888888889,0.08,0.0492808922295299,0.1,0.1,0,0.1,-0.0134180790960452,-0.0134180790960452,0.0314093673316974,-0.1,0.0388278388278388,-0.00301587301587302,-0.0548571428571428,-0.00555555555555555,-0.0428571428571429,0.0366666666666667,0,0.0427777777777778
"DSH",0.00909090909090909,0.0614718614718615,0.045342829213797,0,0,0.148804178277862,0.0869047619047619,0.10063025210084,0.0915393430099312,0.000636063093313434,0.0438245088245088,-0.0299797504036539,0.025,0.0757902001380262,0.0197368421052632,0.020390436876505,0.0176460190210626,-0.0109803921568627,0.00665188470066519,-0.0582194616977226,0.025027498962653,0.104102449490434,-0.0851787331353878,0.0552096059762865,0.0552096059762865,0.053248821662561,-0.0552096059762865,0.0925699833702883,-0.116641526385846,0.06,0.0585678937534717,0.068695652173913,0.0182207151866595,0.0294989106753813,-0.0155979335357554,0,-0.019074590449634,-0.0197368421052632,-0.0593096920747097,-0.025,-0.0197368421052632,-0.0197368421052632,-0.00666666666666667,-0.00990958775720317,-0.00990958775720317,0.0994037341169112,0.06,-0.0205633560168835,-0.0370977309750259,0.0657471264367816,-0.0112017622583014,0.06,-0.0269090517297429,0.0975,-0.0385943629561283
"Patched",0.1,0,-0.04,0,0.2,-0.025,0,-0.0333333333333333,-0.00606060606060606,0.0865608465608465,-0.0714285714285714,-0.238528138528139,0,-0.0440860215053763,0,0.025,-0.0688888888888889,-0.1,0.0333333333333333,0.00666666666666668,-0.0159040959040959,0.0037037037037037,-0.215662835249042,0.00769230769230769,0.00769230769230769,0.0201923076923077,-0.00769230769230769,-0.0690476190476191,-0.0607092772384035,0.0333333333333333,-0.04,-0.0666666666666667,0.0784615384615385,0.04,0.0679180151024811,0.1,0.08,0.1,0.044426523297491,0.1,0.1,0,0.1,-0.00833333333333333,-0.00833333333333333,0.0362637362637363,0,-0.0230769230769231,0.0366666666666667,-0.0428571428571429,0.0277777777777778,0,-0.0333333333333333,-0.1,0.015
"GSK3",0.0614718614718615,0.045342829213797,0.0385943629561283,-0.06,0.00909090909090909,0.146730813046603,0.10063025210084,0.0915393430099312,0.0917990832696715,0.00545358134148862,0.0365563383984437,-0.0307407854112642,0.0197368421052632,0.07678687787889,0.020390436876505,0.0180319463104673,0.0155979335357554,-0.0294989106753813,0.0164193265611303,-0.0585678937534717,0.0241469072049919,0.103206162678655,-0.0861278271819797,0.053248821662561,0.053248821662561,0.0509378972928131,-0.053248821662561,0.0903425507794325,-0.117332998233064,0.068695652173913,0.0616448168303948,0.0582194616977226,0.0210616242775685,0.0182207151866595,-0.0161900387989133,-0.025,-0.0176460190210626,-0.019074590449634,-0.0592212747449131,-0.0197368421052632,-0.0197368421052632,-0.0197368421052632,0.0109803921568627,-0.00678923114501892,-0.00678923114501892,0.00206596373421566,0.0975,-0.0292138750480253,-0.0327499048880694,0.075148835838491,-0.0104384034796754,0.0657471264367816,-0.0370977309750259,0.06,-0.0452929275494297
"SUFU",-0.015,-0.0427777777777778,-0.0134848484848485,0,-0.04,-0.022477629214647,-0.00106060606060606,-0.016969696969697,-0.00585858585858586,0.0681632316696564,-0.0620560114079996,-0.223132908742563,0.025,-0.0600245733267349,0.0361111111111111,0.0335088806278397,-0.0721391658053252,-0.0754312354312354,0.0258250521408416,0.0450028752156412,-0.0163372980124671,0.0014718894040647,-0.211973945901791,0.0191666145878089,0.0191666145878089,0.020432437372619,-0.0191666145878089,-0.0668672673716816,-0.0564943766691842,-0.04,-0.0503283190026234,-0.0535135135135135,0.0764877284613162,0.0581898561208906,0.0721903167004659,0.1,0.0694217745009774,0.0679180151024811,0.0527931540245052,0.08,0.0688888888888889,-0.0361111111111111,0.0784615384615385,-0.00532703259475596,-0.00532703259475596,0.034416821484787,-0.0428571428571429,0.0057215004307723,0.0151261220671934,-0.0343357179733019,0.00449647153779872,-0.0202417582417582,0.00150025601638505,-0.0548571428571428,0.0161875511875512
"Csn",-0.0253968253968254,-0.0102453102453102,-0.00701950379369734,-0.18,-0.0142857142857143,-0.0664045986476571,0.0909090909090909,0.0974025974025974,0.0974025974025974,0.00475856802133634,-0.0752624163053095,-0.0998098638652817,-0.0666666666666667,-0.0591137050887163,-0.0665004846974103,-0.0660638034747029,-0.0654129534362456,-0.0309090909090909,-0.073298743226104,-0.0888407612288209,0.00236517749679142,0.0133847592332866,-0.0281937708128276,0.0307527163065611,0.0307527163065611,0.0320962863641426,-0.0307527163065611,-0.00455978744276675,-0.00889478837197491,0.0818181818181818,0.0871701168374128,0.0952510176390773,0.0363609307359307,0.0374025974025974,0.0654730857272859,0.0666666666666667,0.0660560402529659,0.0665004846974103,0.0167719458296425,0.0666666666666667,0.0701149425287356,0.0701149425287356,0.04,-0.00278908188585608,-0.00278908188585608,0.135571239558664,0.08,0.00710409745293466,-0.00601347485456684,0.0885,-0.0019033254327372,0.0925,0.00298395445134576,0.105,0.0143965529740252
"cfos",-0.0428571428571429,-0.0928571428571429,-0.0509216589861751,-0.1,0,-0.213411218145795,-0.0166666666666667,-0.0243589743589744,-0.00435897435897436,-0.0107638888888889,-0.0714452214452214,-0.178275862068966,-0.15,-0.0686788317168064,-0.138888888888889,-0.138888888888889,-0.131235691136681,0,-0.0902777777777778,-0.0829131652661065,-0.107332092333184,-0.0519047619047619,0.0832616045754732,-0.0684640522875817,-0.0684640522875817,-0.059927466921728,0.0684640522875817,-0.0940624734742382,0.0822791570881291,0.0571428571428571,0.0768525592055004,0.080952380952381,0.000294767870302137,-0.0217391304347826,0.127161617062607,0.1,0.136186186186186,0.138888888888889,0.132592889067215,0.15,0.15,0.15,0,-0.00214266497559476,-0.00214266497559476,0.126507034632035,0,0.0422538730634683,0.0334954770438641,0.0111842105263158,0.0032063492063492,0.0375,0.0399470899470899,0,0.0595636342948171
"TrCP",0.0928571428571429,0.0509216589861751,0.0595636342948171,0,0.0428571428571429,0.214790528490622,0.0243589743589744,0.00435897435897436,0.0142490842490842,0.0113773858214042,0.0708927352573761,0.174502277163305,0.15,0.0646215524805296,0.138888888888889,0.132547425474255,0.127161617062607,-0.0217391304347826,0.0932480748074807,0.0768525592055004,0.106429836694087,0.0557091097308489,-0.0854315864922906,0.059927466921728,0.059927466921728,0.0576547396490008,-0.059927466921728,0.0950777019006341,-0.0831788110673678,-0.080952380952381,-0.0779454553803638,-0.0829131652661065,0.0170385654630312,-0.000294767870302137,-0.12978230671778,-0.15,-0.131235691136681,-0.136186186186186,-0.132959189433515,-0.15,-0.138888888888889,-0.138888888888889,0,-0.000751225699646397,-0.000751225699646397,-0.118870670995671,0,-0.0349009318869977,-0.0289793480116061,-0.0148879142300195,-0.00156700494405412,-0.0111842105263158,-0.0334954770438641,-0.0375,-0.0555636342948171
"PAK1",0.0928571428571429,0.0509216589861751,0.0595636342948171,0,0.0428571428571429,0.214790528490622,0.0243589743589744,0.00435897435897436,0.0142490842490842,0.0113773858214042,0.0708927352573761,0.174502277163305,0.15,0.0646215524805296,0.138888888888889,0.132547425474255,0.127161617062607,-0.0217391304347826,0.0932480748074807,0.0768525592055004,0.106429836694087,0.0557091097308489,-0.0854315864922906,0.059927466921728,0.059927466921728,0.0576547396490008,-0.059927466921728,0.0950777019006341,-0.0831788110673678,-0.080952380952381,-0.0779454553803638,-0.0829131652661065,0.0170385654630312,-0.000294767870302137,-0.12978230671778,-0.15,-0.131235691136681,-0.136186186186186,-0.132959189433515,-0.15,-0.138888888888889,-0.138888888888889,0,-0.000751225699646397,-0.000751225699646397,-0.118870670995671,0,-0.0349009318869977,-0.0289793480116061,-0.0148879142300195,-0.00156700494405412,-0.0111842105263158,-0.0334954770438641,-0.0375,-0.0555636342948171
"LIV1",0.0928571428571429,0.0509216589861751,0.0595636342948171,0,0.0428571428571429,0.214790528490622,0.0243589743589744,0.00435897435897436,0.0142490842490842,0.0113773858214042,0.0708927352573761,0.174502277163305,0.15,0.0646215524805296,0.138888888888889,0.132547425474255,0.127161617062607,-0.0217391304347826,0.0932480748074807,0.0768525592055004,0.106429836694087,0.0557091097308489,-0.0854315864922906,0.059927466921728,0.059927466921728,0.0576547396490008,-0.059927466921728,0.0950777019006341,-0.0831788110673678,-0.080952380952381,-0.0779454553803638,-0.0829131652661065,0.0170385654630312,-0.000294767870302137,-0.12978230671778,-0.15,-0.131235691136681,-0.136186186186186,-0.132959189433515,-0.15,-0.138888888888889,-0.138888888888889,0,-0.000751225699646397,-0.000751225699646397,-0.118870670995671,0,-0.0349009318869977,-0.0289793480116061,-0.0148879142300195,-0.00156700494405412,-0.0111842105263158,-0.0334954770438641,-0.0375,-0.0555636342948171
"EGR1",0.0928571428571429,0.0509216589861751,0.0595636342948171,0,0.0428571428571429,0.214790528490622,0.0243589743589744,0.00435897435897436,0.0142490842490842,0.0113773858214042,0.0708927352573761,0.174502277163305,0.15,0.0646215524805296,0.138888888888889,0.132547425474255,0.127161617062607,-0.0217391304347826,0.0932480748074807,0.0768525592055004,0.106429836694087,0.0557091097308489,-0.0854315864922906,0.059927466921728,0.059927466921728,0.0576547396490008,-0.059927466921728,0.0950777019006341,-0.0831788110673678,-0.080952380952381,-0.0779454553803638,-0.0829131652661065,0.0170385654630312,-0.000294767870302137,-0.12978230671778,-0.15,-0.131235691136681,-0.136186186186186,-0.132959189433515,-0.15,-0.138888888888889,-0.138888888888889,0,-0.000751225699646397,-0.000751225699646397,-0.118870670995671,0,-0.0349009318869977,-0.0289793480116061,-0.0148879142300195,-0.00156700494405412,-0.0111842105263158,-0.0334954770438641,-0.0375,-0.0555636342948171
