"","ZEB2","PAK1","EGR1","SUFU","FUS","Patched","SHH","cateninmemb","TCFLEF","HEY1","CD44","cateninnuc","Destcompl","Frizzled","SNAI2","DSH","FOXC2","STAT","Wnt","Ecadherin","GLI","SRC","AKT","cMet","NOTCH","IKK","LIV1","NOTCHic","GSK3","AXIN2","ILK","SMAD","Jagged","NFB","Csl","RAS","RAF","PI3K","DELTA","RKIP","SMO","Csn","TrCP","SNAI1","TWIST1","miR200","KLF4","cfos","MEK","ERK","CDC42","TGFR","TGF","ZEB1","SOSGRB2"
"LIV1",-0.167516095398502,-0.161904761904762,-0.24,0.0476190476190476,0.0642857142857143,0.0613386812311543,0.0653386812311543,0.0890353306017715,0.053985767946164,0.064625040420966,0.051022804983201,0.0535719748427157,0.0919214356777144,0.0611111111111111,-0.089676186636364,0.05,-0.0138944055334497,-0.05,-0.0532163742690058,-0.0833993012293168,-0.0507773498787619,-0.0611111111111111,-0.0976851851851852,-0.053003003003003,-0.0574725274725275,-0.0958333333333333,-0.05,-0.0530769230769231,0.0901298701298701,-0.0554565170245066,-0.0693377709506742,-0.068047448370029,-0.0407988241308793,-0.0958333333333333,-0.0576923076923077,0.12241197242632,0.122866517880865,0.122866517880865,0.122866517880865,-0.00328916019523753,-0.0675115207373272,-0.0833333333333333,-0.0333333333333333,0.0409526346688366,0.0664108789760964,0.0818172985237781,0.16824251886547,0.235652173913043,0.234567428150332,0.230567428150332,0.156022408963585,0.151476954418131,0.153662746767858,0.167516095398502,0.198624862486249
"EGR1",-0.167516095398502,-0.161904761904762,-0.24,0.0476190476190476,0.0642857142857143,0.0613386812311543,0.0653386812311543,0.0890353306017715,0.053985767946164,0.064625040420966,0.051022804983201,0.0535719748427157,0.0919214356777144,0.0611111111111111,-0.089676186636364,0.05,-0.0138944055334497,-0.05,-0.0532163742690058,-0.0833993012293168,-0.0507773498787619,-0.0611111111111111,-0.0976851851851852,-0.053003003003003,-0.0574725274725275,-0.0958333333333333,-0.05,-0.0530769230769231,0.0901298701298701,-0.0554565170245066,-0.0693377709506742,-0.068047448370029,-0.0407988241308793,-0.0958333333333333,-0.0576923076923077,0.12241197242632,0.122866517880865,0.122866517880865,0.122866517880865,-0.00328916019523753,-0.0675115207373272,-0.0833333333333333,-0.0333333333333333,0.0409526346688366,0.0664108789760964,0.0818172985237781,0.16824251886547,0.235652173913043,0.234567428150332,0.230567428150332,0.156022408963585,0.151476954418131,0.153662746767858,0.167516095398502,0.198624862486249
"SNAI1",-0.166901089248441,-0.156022408963585,-0.235652173913043,0.0642857142857143,0.0675115207373272,0.0653386812311543,0.0655328559884359,0.088724449772756,0.0535719748427157,0.0628393261352517,0.053985767946164,0.0531589650337327,0.0916473128706968,0.0532163742690058,-0.0887040109742789,0.0611111111111111,-0.013513211124301,-0.0611111111111111,-0.0507773498787619,-0.0839716217287965,-0.0535195802261111,-0.053003003003003,-0.0962962962962963,-0.051022804983201,-0.0574725274725275,-0.0976851851851852,-0.05,-0.0574725274725275,0.0897998371265698,-0.0570882186562083,-0.068047448370029,-0.0669404372999183,-0.0384458829544088,-0.0958333333333333,-0.0530769230769231,0.122083565201361,0.12241197242632,0.12241197242632,0.12241197242632,-0.00287075015339653,-0.0613386812311543,-0.0958333333333333,-0.0833333333333333,-0.0592253012742239,0.0644621610273784,0.0817212370444313,0.167307939426217,0.230567428150332,0.230979984204143,0.234567428150332,0.151476954418131,0.153662746767858,0.153662746767858,0.166901089248441,0.19749278701455
"NOTCHic",-0.16621578099839,-0.188888888888889,-0.22,0.0333333333333333,0.0583333333333333,0.0601432880844645,0.0590680192672602,-0.00625798834626111,-0.00582370010941439,0.169476031215162,-0.00378288378288378,-0.00414431079643729,-0.000916344916344916,0.00307692307692308,-0.0795937825997946,-0.02,-0.016550362080316,0.02,-0.00610722610722611,0.00447491833867631,0.0035701932476126,-0.00307692307692308,-0.0847545219638243,-0.00610722610722611,-0.0479772010671841,-0.0777777777777778,0,-0.0453456221198157,0.0317406035274374,0.00411275831087152,-0.0714285714285714,-0.0707091469681398,-0.0389472778876752,-0.0666666666666667,0.0514285714285714,0.0662223433737677,0.0696706192358366,0.0696706192358366,0.0696706192358366,-0.00149686803402198,-0.066025641025641,-0.0333333333333333,0,0.0385409035409036,0.0793177699605586,0.0808072467032005,0.168702553485162,0.22,0.22,0.22,0.184888888888889,0.168759856630824,0.165575143255028,0.16621578099839,0.216172248803828
"Csl",-0.165110808622699,-0.184888888888889,-0.22,0.0583333333333333,0.066025641025641,0.0590680192672602,0.0625162951293292,-0.0059521779487076,-0.00414431079643729,0.166208057358952,-0.00582370010941439,-0.0037440820943218,-0.00122103717716149,0.00610722610722611,-0.0805632084014352,0.00307692307692308,-0.0194239252987068,-0.00307692307692308,0.0035701932476126,0.00366096485030422,0.00598954808632228,-0.00610722610722611,-0.0886304909560723,0.00378288378288378,-0.0543408374308204,-0.0847545219638243,0.02,-0.0479772010671841,0.0298260232623417,0.00385568890213116,-0.0707091469681398,-0.067931369190362,-0.0399889445543419,-0.0777777777777778,-0.0453456221198157,0.063648813962003,0.0662223433737677,0.0662223433737677,0.0662223433737677,-0.00287935651328466,-0.0601432880844645,-0.0666666666666667,-0.0333333333333333,0.0393314173748956,0.0790920363262471,0.0801536519319586,0.167273982056591,0.22,0.22,0.22,0.168759856630824,0.165575143255028,0.168522989060017,0.165110808622699,0.207229159372933
"Patched",-0.141666666666667,-0.3,-0.1,0.2,0.3,0.213333333333333,0.225833333333333,-0.0173297491039427,0.0377777777777778,0.0897435897435897,0.0433333333333333,0.0290399137001079,-0.212667332667333,-0.1,-0.0387739463601533,-0.2,-0.01,0.1,0.05,-0.0329314994606257,0.0625,0,0.0571428571428571,-0.05,0.0242424242424242,0.1,0.1,0.0333333333333333,-0.215018315018315,-0.0385281385281385,-0.1,-0.1,-0.0842328042328042,0.1,0,-0.108173076923077,-0.126923076923077,-0.126923076923077,-0.126923076923077,-0.00285714285714285,-0.333333333333333,0,0,-0.0161290322580645,-0.0185185185185185,0.0619047619047619,0.188888888888889,0.1,0.143076923076923,0.12,0.3,0.24,0.19,0.141666666666667,0.266666666666667
"SUFU",-0.120177395704768,-0.19,-0.143076923076923,0.213333333333333,0.225833333333333,0.228358585858586,0.228744686244686,-0.0243597680988543,0.0326358600878163,0.0841335720329958,0.0282880340008598,0.0339146324663329,-0.219774092535218,-0.0680555555555556,-0.038000983655238,-0.0625,-0.00975186104218362,-0.0433333333333333,0.0776709401709402,-0.0357002322817659,0.0787861818066279,-0.0377777777777778,0.0263292278191607,-0.0290399137001079,-0.00326118326118326,0.0176043956043956,-0.05,-0.00484848484848485,-0.223421847796564,-0.0345774206786324,-0.0862570404505888,-0.0832547309817667,-0.0885511635199699,0.0291428571428571,0.00424242424242424,-0.129253358394141,-0.125772345735913,-0.125772345735913,-0.125772345735913,-0.0193723262500877,-0.231388888888889,0.0571428571428571,0.1,-0.0135438954744127,-0.016351474554066,0.0560725378183939,0.128854858588833,0.127925407925408,0.110943260701148,0.119879430913914,0.179189189189189,0.178125359401955,0.183056325871383,0.120177395704768,0.206747638326586
"FUS",-0.118728120342449,-0.24,-0.12,0.333333333333333,0.213333333333333,0.231388888888889,0.228358585858586,-0.0272247067073127,0.0282880340008598,0.090157668418538,0.0290399137001079,0.0326358600878163,-0.219508276479928,-0.0625,-0.0362211550461411,-0.05,-0.01,-0.05,0.0680555555555556,-0.0346703661643612,0.0776709401709402,-0.0433333333333333,0.0176043956043956,-0.0377777777777778,-0.00484848484848485,0.0291428571428571,0,0.00424242424242424,-0.220337014891679,-0.0329380764163373,-0.0920634920634921,-0.0862570404505888,-0.0902138713584497,0.0571428571428571,0.0242424242424242,-0.125772345735913,-0.117475402504472,-0.117475402504472,-0.117475402504472,-0.0246784486990673,-0.225833333333333,0.1,0.1,-0.0147363997333565,-0.0177947735231382,0.0545855489708103,0.134244080145719,0.143076923076923,0.119879430913914,0.127925407925408,0.19,0.179189189189189,0.178125359401955,0.118728120342449,0.214439946018893
"GLI",-0.116379074927462,-0.206666666666667,-0.294285714285714,0.180952380952381,0.205952380952381,0.199829931972789,0.201064499874024,0.0797802184502738,0.0522326658663781,0.0934382020545009,0.0509339645676768,0.0515751643720565,0.0637159671401699,-0.0567741935483871,-0.0850737194102447,-0.06,-0.0487333376332989,-0.05,0.0626565464895636,-0.0686401524172422,-0.0394711130849045,-0.0532258064516129,-0.125727824024347,-0.0483477576711251,-0.0986873184286977,-0.130415324024347,-0.05,-0.0996396993810787,-0.032036814512181,-0.0563118961352657,-0.100362399738935,-0.0987407781173131,-0.0736778998501215,-0.132456140350877,-0.102139699381079,0.145622836363062,0.146612935372963,0.146612935372963,0.146612935372963,-0.0525108225108225,-0.205952380952381,-0.116666666666667,-0.0833333333333333,-0.0249735491001792,0.0198731734215605,0.0557950305628324,0.117378807378807,0.285952380952381,0.275204013297936,0.276861471861472,0.199770114942529,0.195367599219258,0.196073481572199,0.116379074927462,0.354974140903344
"SRC",-0.109920634920635,-0.0444444444444444,-0.166666666666667,0.0333333333333333,0.0333333333333333,0.0644444444444444,0.0526797385620915,0.146729531507259,0.0612594962015194,0.0436362131744455,0.0649180327868852,0.0637203463133762,0.00402014652014652,0.05,-0.0287736670966963,0.1,-0.0907236227824463,0,-0.06,-0.149459511077158,-0.0649180327868852,-0.05,-0.184188034188034,-0.06,-0.156190476190476,-0.18974358974359,0,-0.163333333333333,-0.0045021645021645,-0.0533490586085257,-0.0739035087719298,-0.0730026078710289,-0.0415508115737473,-0.166666666666667,-0.13,0.101674062274813,0.107734668335419,0.107734668335419,0.107734668335419,-0.16989247311828,-0.0533333333333333,-0.1,-0.1,-0.0653961576595282,-0.0170354932423898,0.0434548382374469,0.2078165374677,0.193939393939394,0.15850962454736,0.171717171717172,0.0194444444444444,0.028968253968254,0.0253318903318903,0.109920634920635,0.215714285714286
"miR200",-0.0968593189964158,-0.00833333333333333,0.0142857142857143,0.02,0.0075,0.00969409282700422,0.00752017978352596,-0.0720885333837581,-0.00281763642704078,2.82485875706215e-05,-0.00202398563338998,-0.00145400006340441,-0.0624921336550034,0,0.0520164163114505,0.02,-0.00722686527564576,-0.02,0.00140845070422535,-0.00477546732943718,0.000309549605324253,0.00173913043478261,0.00616541353383459,0.00314758113900796,0.0119473435195235,0.00616541353383459,0,0.012512315270936,0.00380449610966428,0.0163505576786443,0.000721075057358243,0.0016615139288316,0.0100442579717094,0.0147368421052632,0.0263054187192118,-0.0680818333042251,-0.0653386911595867,-0.0653386911595867,-0.0653386911595867,-0.00414840782938942,-0.000833333333333335,0.02,0,-0.00342398342398342,0.0663710726900911,-0.00137166710762266,0.0968253968253968,-0.00428571428571428,-0.00586270871985158,0.000259740259740261,-0.00147058823529412,0.00498102466793169,0.00614381536560611,0.0968593189964158,0.000915538362346873
"cateninnuc",-0.0810368114534109,-0.0302857142857143,-0.0797101449275362,-0.0111111111111111,-0.00111111111111111,-0.000540904411182386,0.00229133959753221,0.00637257089200934,-0.0283583367057407,-0.000131475652637299,-0.0270887325235151,-0.128220253303366,0.223107995263429,-0.0196634415812498,0.0254797428039386,-0.0347319347319347,0.086617218846727,0.0347319347319347,0.0207503981029889,0.069390398816612,0.0262839949409336,0.0208430458430458,-0.153169507575758,0.021930002364785,-0.0870316487699223,-0.144575757575758,0.0424242424242424,-0.0815771033153769,0.218065344640121,0.0312790800327108,-0.00060894660894661,-0.00101822355301209,-0.0268765017674316,-0.132575757575758,-0.0804143126177024,0.153849518849519,0.154186219186219,0.154186219186219,0.154186219186219,0.129503195729002,-0.00380692167577414,-0.141666666666667,-0.166666666666667,0.148692720563149,0.0138780808290133,0.0459115600715248,0.0561988624266204,0.0876466528640442,0.099718421532027,0.0965074123577151,0.0287472527472527,0.0195518504484022,0.0180234661689262,0.0810368114534109,-0.0745644252278458
"Csn",-0.0474342431761787,-0.168181818181818,-0.09,0.0142857142857143,0.0253968253968254,0.0338034725131499,0.035442816775445,-0.0341600015424502,-0.130732399680401,0.0128017718715393,-0.1291246826386,-0.131514119463925,0.254919524767532,-0.129885057471264,0.0199598133575139,-0.133333333333333,0.0799071049133213,0.133333333333333,0.128680238194156,-0.0167722558636063,0.129116919416863,0.129885057471264,-0.135533333333333,0.128680238194156,-0.1501665001665,-0.128333333333333,0.133333333333333,-0.146320346320346,0.323309860813591,0.0980610638967579,-0.0239091614906832,-0.0246803697169043,-0.0397705795041102,-0.12,-0.142424242424242,0.213443923286456,0.212100353228874,0.212100353228874,0.212100353228874,0.0979074415912095,-0.0284271284271284,-0.12,-0.02,0.123287408249478,0.120808009973508,0.0284871107276147,0.0518006176829706,0.0990909090909091,0.112862554112554,0.110779220779221,0.169674355495251,0.167110252931148,0.164484954601793,0.0474342431761787,0.178565663553557
"cMet",-0.0468975468975469,-0.0733333333333333,-0.325,0.1,0.15,0.159090909090909,0.168465909090909,0.146310794780546,0.0633512224209899,0.110491916064671,0.0556589147286822,0.0610913354153402,0.110750713061637,0.1,-0.0498994436220714,0.1,0.0237025316455696,0,-0.0533333333333333,-0.144383775566497,-0.0533333333333333,0,-0.352916666666667,-0.0533333333333333,-0.341705327147656,-0.346666666666667,0.1,-0.322556390977444,0.0686443932411674,-0.0611111111111111,-0.170181405895692,-0.159272314986601,-0.152791121921557,-0.3,-0.285714285714286,0.181940700808625,0.185714285714286,0.185714285714286,0.185714285714286,-0.152222222222222,-0.15,-0.3,-0.2,-0.0402774398760126,-0.0104531423632547,0.0516654314888011,0.153968253968254,0.285,0.298636363636364,0.315,0.0233333333333333,0.00666666666666666,0.0130496453900709,0.0468975468975469,0.329047619047619
"KLF4",-0.0356604747162023,-0.0136363636363636,-0.08,0,0.1,0.0666666666666667,0.0720430107526882,0.070716280106524,-0.0466940264477884,-0.00294881588999236,-0.0423462003608319,-0.050305483483903,0.0844207387025877,-0.0490196078431373,-0.00571355663325465,-0.0666666666666667,0.0562215724496426,0.0666666666666667,0.0466940264477884,-0.0028943710251635,0.041521612654685,0.0490196078431373,-0.0331216931216931,0.0466940264477884,-0.00184876436639866,-0.0257142857142857,0.1,0.00124401913875598,0.0823696781887252,-0.0108317156113612,0.00133333333333333,0.00423188405797101,-0.0489818727000136,-0.04,-0.0145454545454545,0.0511123680241327,0.0474358974358974,0.0474358974358974,0.0474358974358974,0.0403834260977118,-0.0666666666666667,-0.1,-0.1,0.0404977395007328,0.0362832244008715,0.0201017501017501,0.0296296296296296,0.0527272727272727,0.0755289707260599,0.0703743315508022,0.00963636363636363,0.00296969696969697,-0.00142054693274206,0.0356604747162023,-0.0533590623213265
