"","ZEB2","TGF","FOXC2","NOTCH","FUS","cateninmemb","KLF4","SUFU","SMO","IKK","SNAI2","Ecadherin","HEY1","NFB","Csn","AXIN2","TWIST1","SNAI1","cMet","cateninnuc","RKIP","TCFLEF","Wnt","SRC","GLI","Frizzled","STAT","RAF","cfos","EGR1","GSK3","RAS","PI3K","DELTA","ERK","MEK","DSH","CD44","Destcompl","TrCP","LIV1","AKT","Patched","SHH","SMAD","ILK","miR200","Jagged","NOTCHic","Csl","SOSGRB2","PAK1","CDC42","TGFR","ZEB1"
"cMet",-0.179220779220779,-0.182960992907801,-0.173412447257384,-0.0469844824828028,0.15,-0.227961688370941,-0.0761904761904762,0.1,0.11,0.246666666666667,-0.33682852427378,-0.234432616384382,0.103818369453044,0.266666666666667,0.2,-0.167936507936508,-0.0702061982960859,-0.189235801367826,-0.13,-0.132805655781612,-0.233703703703704,-0.133935599284436,-0.13,-0.05,-0.143636363636364,-0.15,0,-0.22,0.01,0.05,-0.212058371735791,0.227547169811321,0.22,0.22,-0.02,-0.04,0.1,0.141627906976744,-0.0913033026478405,-0.2,-0.1,-0.252916666666667,-0.0918181818181818,-0.0855681818181818,-0.0967243867243867,-0.0912698412698413,0.125744400527009,-0.071525286307895,0.0406015037593985,0.0142857142857143,0.0661904761904762,0.193333333333333,0.180833333333333,0.180833333333333,0.179220779220779
"SHH",-0.175,-0.0133333333333333,-0.1,-0.166666666666667,0,-0.143655913978495,-0.2,0,-0.1,0.1,-0.22367816091954,-0.0786111111111111,0,0,0,-0.20952380952381,0.025,-0.0666666666666667,0,-0.06,-0.04,-0.0933333333333333,0.1,-0.1,0,0,-0.1,-0.1,0.1,0,-0.0538461538461538,0.123076923076923,0.1,0.1,0.1,0.08,0,0.1,0.0179220779220779,0,0,-0.15,0.0666666666666667,-0.0533333333333333,0.0166666666666667,0,0.0833333333333333,0.111428571428571,0.2,0.1,-0.05,0,0.0333333333333333,0.0333333333333333,0.175
"Patched",-0.175,-0.0133333333333333,-0.08,-0.175757575757576,-0.1,-0.132544802867384,-0.188888888888889,0,-0.0666666666666667,0.15,-0.20367816091954,-0.0776402373247033,-0.00769230769230769,0.1,0,-0.218614718614719,0.0138888888888889,-0.0827956989247312,-0.1,-0.0745631067961165,-0.0542857142857143,-0.06,0,0,0,0.1,-0.1,-0.123076923076923,0.1,0.1,-0.0347985347985348,0.148076923076923,0.123076923076923,0.123076923076923,0.08,0.0723076923076923,0,0.0933333333333333,0.0102297702297702,0,0.1,-0.0785714285714286,-0.0533333333333333,-0.0158333333333333,0.0166666666666667,0.0166666666666667,0.0904761904761905,0.115132275132275,0.166666666666667,0.2,-0.0166666666666667,0.0333333333333333,0.0333333333333333,0.0133333333333333,0.175
"TCFLEF",-0.174270689349637,-0.109779367918903,-0.194287493177063,0.14887359368024,0.0266666666666667,-0.182157129369176,-0.0765692640692641,0.0333333333333333,0.0361904761904762,-0.0892568077084206,-0.325443523373784,-0.196246495505465,-0.0774336917562724,-0.0828051948051948,-0.0948051948051948,0.36202148962149,-0.122245373016681,-0.0193988902775514,0.00901709401709402,-0.089270096110205,-0.0310612113697938,-0.0877237043576277,0.00166415284062343,0.015,0.00476974290273523,0.00764705882352941,0.025,0.0374793034395923,0.0258885017421603,0.0185714285714286,0.113751618286272,-0.0376107094842703,-0.0374793034395923,-0.0374793034395923,0.0401742160278746,0.039493943919031,-0.0176470588235294,-0.0121617481051443,-0.0796831534782549,0.0857142857142857,0,0.0870828946649424,-0.0378033794162826,-0.034735894753706,0.0527420927891895,0.0514036606668186,0.0760581720822685,-0.0548820428582529,-0.148541367766619,-0.146580583452893,0.161386150775372,0.105128205128205,0.109779367918903,0.109779367918903,0.174270689349637
"miR200",-0.100833333333333,-0.000797993616051072,-0.019492377541158,0.0314024101750578,0.02,0.223844963883825,-0.1,0.02,0.0133333333333333,-0.0166917293233083,0.11017183741576,0.247300274971637,-0.00336158192090395,-0.0252631578947368,-0.02,0.131544179163461,-0.0954099274958171,-0.00296222296222296,0.0944519289650949,0.0920301996332532,0.000304392487254154,0.090818078421132,0.0934084507042253,0.0930434782608696,0.0879139452097199,0.092,0.08,0.105970149253731,0.0142857142857143,0.0142857142857143,0.00393479615792987,-0.103227007109093,-0.105970149253731,-0.105970149253731,0.00974025974025974,0.0090599876314162,-0.08,-0.088833951437005,-0.0704084280943675,0,-0.1,0.0166917293233083,-0.0171308016877637,-0.0171308016877637,0.00119843537603684,0.000884955752212389,-7.64323720492694e-06,-0.0156633421241908,-0.0308374384236453,-0.0308374384236453,0.0212250161186331,0,0.00196078431372549,0.00196078431372549,0.100833333333333
"Destcompl",-0.100533273130405,-0.097825104633505,-0.11257832531971,0.0100000510225308,0.0505747126436782,0.00991669557761716,-0.0952379059274884,0.0333333333333333,0.0505747126436782,0.0143136925745621,0.0663132205067651,0.035253797826882,-0.0200920447074293,0.024223602484472,0.0285714285714286,0.0890619074431538,-0.0101921985110589,-0.0198269730025182,-0.00478997705536245,-0.00531855565266952,-0.0167200112597948,-0.00577750516822281,-0.0053219705532197,-0.0122526636225266,-0.00216798168494512,-0.0122526636225266,0.00555555555555556,-0.0439363268426787,0.00867132867132867,0.00564102564102564,-0.0104567717543368,0.0396977083183459,0.0439363268426787,0.0439363268426787,0.0114035691084871,0.0105596872519471,-0.00555555555555556,0.00180490242849678,-0.0922824901133873,0,-0.00555555555555556,-0.020353961030938,-0.0438389613483414,-0.0467403153135251,0.0193316624895572,0.0196825396825397,0.0744296044608796,0.00939570556799326,-0.0106012534273404,-0.0116882099490795,0.0776444076457751,0.0977551020408163,0.0943068261787474,0.0969384051261158,0.100533273130405
"RAS",-0.0967452135493373,-0.070774606872452,-0.0650793650793651,-0.120655412115194,0.1,-0.081093365416202,-0.0957142857142857,0.1,0.0666666666666667,0.146666666666667,-0.236312433897655,-0.0736756678956167,0.0816205533596838,0.166666666666667,0.2,-0.131277997364954,0.0669721767594108,-0.0755752212389381,-0.0970588235294118,-0.111222944021059,-0.138553459119497,-0.120004813709444,-0.0970588235294118,-0.15,-0.109558823529412,-0.15,-0.1,-0.123589743589744,-0.07,-0.02,-0.0870671834625323,0.013974358974359,0.123589743589744,0.123589743589744,-0.0647368421052632,-0.0627760577915377,0.1,0.107697121401752,-0.0523344505902645,-0.2,0,-0.168888888888889,-0.0626666666666667,-0.0813107344632768,-0.0863327149041435,-0.0822510822510823,0.0852923076923077,-0.0562783362901636,0.126315789473684,0.1,-0.0688311688311688,0.06,0.06,0.071764705882353,0.0967452135493373
"SOSGRB2",-0.0531829573934837,-0.0378419452887538,-0.0276800976800977,-0.0420072884861617,0.166666666666667,-0.152229827229827,-0.0517543859649123,0.2,0.15,0.282456140350877,-0.327934798371015,-0.142075646376722,0.151325757575758,0.266666666666667,0.3,-0.114390814081408,0.0229855072463768,-0.065953802416489,-0.0900621118012422,-0.0848243895131461,-0.0948464912280702,-0.0838683665685954,-0.0940476190476191,-0.0857142857142857,-0.0868012422360249,-0.0857142857142857,-0.1,-0.205084745762712,-0.120634920634921,-0.10952380952381,-0.186691360688556,0.198674489352455,0.205084745762712,0.205084745762712,-0.13955383955384,-0.127432627432627,0.1,0.082815734989648,-0.0723656284058969,-0.2,0,-0.274122807017544,-0.141891891891892,-0.144217473287241,-0.16048424693586,-0.159784946236559,0.0232042622165039,-0.153318619684659,0.034965034965035,0.0272727272727273,-0.0975,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0531829573934837
"RKIP",-0.0396547106647537,-0.0390654205607477,-0.0300471559092249,0.0575757575757576,0.0666666666666667,-0.143197314962021,-0.0416547106647537,0.1,0.0466666666666667,0.0821428571428571,-0.310545549921315,-0.140401922004307,0.0581107239643825,0.0571428571428571,0.1,-0.100093764650727,-0.0125965537730244,-0.0134221906608764,-0.0614035087719298,-0.0641989321780403,0.0126750700280112,-0.0669979143663354,-0.0666666666666667,-0.0666666666666667,-0.0743589743589744,-0.0666666666666667,-0.1,0.0590909090909091,-0.06,-0.06,-0.0211977935382191,-0.0599456099456099,-0.0590909090909091,-0.0590909090909091,-0.0703448275862069,-0.0554512105649303,0.1,0.0690958164642375,0.0297403281870239,-0.1,0,-0.0791125541125541,-0.0506666666666667,-0.0555846994535519,-0.0677304829327605,-0.0687205819426615,0.012143208553915,-0.06321044546851,-0.0575757575757576,-0.0666666666666667,-0.0292698412698413,0.0333333333333333,0.04,0.04,0.0396547106647537
"cateninnuc",-0.0276793188414046,-0.011947628038277,-0.102550957239482,0.165941015728166,0.0333333333333333,0.156045477030845,0.000429631657389664,0.0333333333333333,0.0153005464480874,-0.117272727272727,0.167704155191125,0.112373727895888,-0.0308335513999879,-0.127272727272727,-0.1,0.206968808724805,-0.136942653486799,-0.0834112621148191,0.0932139116921726,-0.0124189745463636,-0.0761422754251538,0.0844603405599606,0.0916537899265713,0.0845182595182595,0.0829581377526583,0.0829581377526583,0.0706293706293706,0.119917334917335,0.0639061421670117,0.0623188405797102,0.021735718479567,-0.118065483065483,-0.119917334917335,-0.119917334917335,0.0639061421670117,0.0657410045523328,-0.0706293706293706,-0.0840869275651884,-0.0195860515127708,0.1,-0.109090909090909,0.112585227272727,-0.0221328445847334,-0.0267080079834262,0.0108323244134977,0.00987734487734488,0.01043092946269,-0.0842194856299628,-0.164122833909984,-0.165285624607658,0.0966092013079232,0.00628571428571429,0.0109010989010989,0.0143493747631679,0.0276793188414046
"Csn",-0.0157915632754342,-0.0954754367090063,-0.104635757252831,0.103198190698191,0.00317460317460317,0.025806535444551,-0.0158557782087194,0.0142857142857143,-0.00591630591630592,-0.105,0.0276600828050599,0.0089268162469283,-0.0160991140642303,-0.113333333333333,-0.105,0.0953086638338055,-0.0764562879850397,-0.0788281644863645,0.0684461985874533,0.0657847180354908,-0.0739879086430811,0.0645219399236448,0.0684461985874533,0.0672413793103448,0.0636427051376716,0.0672413793103448,0.05,0.100309284921186,0.0175757575757576,0.0266666666666667,0.1314863233661,-0.0981979605449864,-0.100309284921186,-0.100309284921186,0.0162770562770563,0.0194020562770563,-0.05,-0.0635573096985644,0.0026178216610835,-0.02,-0.0666666666666667,0.1058,0.000539961830284411,-0.00109938243201067,0.00982228680004471,0.00956521739130435,0.012574723879921,-0.00438551102651769,-0.102236652236652,-0.103535353535354,0.108213997463392,0.0909090909090909,0.0953867028493894,0.0966687541314407,0.0157915632754342
"Ecadherin",-0.013972385661673,-0.00602364847255246,-0.0776937067528614,0.0863698727976504,0,0.241907630535679,0.00117205813408345,-0.0333333333333333,-0.0125,-0.0653968253968254,0.0851873341840707,0.197109006484211,-0.0176787444691116,-0.0542857142857143,-0.04,0.104645586532264,-0.0184003846107034,-0.015232872749016,0.0141898134380142,0.0105856472615887,-0.0136429648468172,0.00825138022143926,0.0132003081906379,-0.000592795257637943,0.0132003081906379,-0.000592795257637943,0.0156862745098039,0.0596417797888386,0.0709090909090909,0.0709090909090909,0.0303395566487231,-0.0646697127497325,-0.0596417797888386,-0.0596417797888386,0.0719400187441425,0.0715478618813974,-0.0156862745098039,-0.0138553652774791,-0.0251982569798544,0.1,-0.0333333333333333,0.055007215007215,0.0200268817204301,0.0129402675472018,0.00449099905253185,0.00521739130434783,0.00620561933411095,-0.0170286148791633,-0.0859981255857545,-0.0890909090909091,0.0688355752159129,0.00509090909090909,0.00109090909090909,0.00548115299334812,0.013972385661673
"HEY1",-0.0134984520123839,-0.00548115299334812,-0.0733458806659049,0.0859981255857545,-0.0333333333333333,0.243958912586961,0.0037037037037037,0,0,-0.0542857142857143,0.0884985924622163,0.297109006484211,-0.0183498854087089,-0.04,-0.1,0.102789916429171,-0.0204488017429194,-0.0174480626224338,-0.000592795257637943,0.00825138022143926,-0.0162646876932591,0.0138553652774791,-0.000592795257637943,0.0156862745098039,0.0132003081906379,0.0156862745098039,0.0333333333333333,0.0574358974358974,0.0709090909090909,0.08,0.0336508149268688,-0.0596417797888386,-0.0574358974358974,-0.0574358974358974,0.0709090909090909,0.0719400187441425,-0.0333333333333333,-0.0141898134380142,-0.0266894032985869,0.1,0.0333333333333333,0.0653968253968254,0.0125,0.0200268817204301,0.00521739130434783,0.00666666666666667,0.00750915750915751,-0.0167997819272182,-0.0890909090909091,-0.0890909090909091,0.0754145225843339,0.00909090909090909,0.00509090909090909,0.00109090909090909,0.0134984520123839
"SNAI2",-0.0124883574575205,-0.00518160441434099,-0.105908226463483,0.139052175894281,0.08,0.328223092388699,0.0025,0.1,0.0976470588235294,-0.111781609195402,0.369240678999819,0.469859164329537,-0.0238848704038577,-0.108333333333333,-0.133333333333333,0.154089639443,-0.107199105413789,-0.0142486651411137,0.0974135723431498,0.101850555476363,-0.00898717948717949,0.104645586532264,0.0974135723431498,0.107272727272727,0.102226406567749,0.107272727272727,0.107272727272727,0.116334482389586,0.0941176470588235,0.1,0.0835565095885297,-0.115421240380454,-0.116334482389586,-0.116334482389586,0.092156862745098,0.092156862745098,-0.107272727272727,-0.102789916429171,-0.0793383440671423,0.1,-0.08,0.120215344135161,-0.0956062424969988,-0.0899724396800974,0.00569188656660858,0.00617035546613011,0.00800867390778961,-0.102079020624106,-0.140350877192982,-0.13859649122807,0.110615280594997,0.00588235294117647,0.00588235294117647,0.00331825037707391,0.0124883574575205
"KLF4",0.0134984520123839,0.00548115299334812,0.0733458806659049,-0.0859981255857545,0.0333333333333333,-0.243958912586961,-0.0037037037037037,0,0,0.0542857142857143,-0.0884985924622163,-0.297109006484211,0.0183498854087089,0.04,0.1,-0.102789916429171,0.0204488017429194,0.0174480626224338,0.000592795257637943,-0.00825138022143926,0.0162646876932591,-0.0138553652774791,0.000592795257637943,-0.0156862745098039,-0.0132003081906379,-0.0156862745098039,-0.0333333333333333,-0.0574358974358974,-0.0709090909090909,-0.08,-0.0336508149268688,0.0596417797888386,0.0574358974358974,0.0574358974358974,-0.0709090909090909,-0.0719400187441425,0.0333333333333333,0.0141898134380142,0.0266894032985869,-0.1,-0.0333333333333333,-0.0653968253968254,-0.0125,-0.0200268817204301,-0.00521739130434783,-0.00666666666666667,-0.00750915750915751,0.0167997819272182,0.0890909090909091,0.0890909090909091,-0.0754145225843339,-0.00909090909090909,-0.00509090909090909,-0.00109090909090909,-0.0134984520123839
