"","SOSGRB2","ZEB2","TrCP","LIV1","Frizzled","DSH","RAF","DELTA","cMet","STAT","Csl","Csn","NOTCH","FOXC2","NOTCHic","TGFR","TGF","Jagged","SHH","PAK1","SMAD","AKT","HEY1","ILK","miR200","TWIST1","NFB","IKK","RKIP","KLF4","SNAI1","SNAI2","SMO","FUS","Patched","cfos","EGR1","cateninmemb","ERK","CDC42","MEK","Ecadherin","SUFU","SRC","PI3K","cateninnuc","TCFLEF","CD44","RAS","Wnt","GLI","ZEB1","AXIN2","Destcompl","GSK3"
"FUS",-0.183198380566802,-0.138307164396381,0.1,-0.1,0,0,-0.207133273703041,-0.207133273703041,-0.112222222222222,-0.1,-0.293939393939394,0.05,-0.276666666666667,-0.078502722323049,-0.278939393939394,-0.138108108108108,-0.147682576193215,-0.176033977178555,-0.0952272727272727,-0.146666666666667,-0.12394777265745,0.0502197802197802,-0.129654403567447,-0.105238095238095,0.00942324793057968,0.0227757246004859,0.00714285714285715,0.0271428571428571,0.0634004254622811,-0.119034608378871,0.0813682868156392,0.252381050647627,0.1225,0.16,0.100277777777778,0.0969230769230769,0.12,-0.11138533469494,0.0938927738927739,0.13,0.0973410497548428,0.0058709675273372,0.2,0.106666666666667,0.207133273703041,0.12720728936454,0.125033376321062,0.119018338727077,0.212810129598238,0.00555555555555555,0.0132478632478632,0.138307164396381,0.270438806570741,0.254239384787679,0.265612451429252
"ERK",-0.283873015873016,-0.137933744293441,0.0571428571428571,0.0666666666666667,0.11974358974359,0.0966666666666667,-0.0448368298368298,-0.0448368298368298,0.141271009692062,0.103508771929825,0.0440947940947941,0.0196428571428571,0.0854317130344791,-0.310106499072016,0.0696422393502685,-0.320811333196898,-0.329602541988107,0.0879580979233172,-0.0506149567453496,-0.293333333333333,-0.0276379936639831,0.0155548099139572,-0.00312407830429973,-0.0169996957916426,0.00636203731247386,-0.285371998393129,0.0166125541125541,0.02014196587726,0.0933055028198055,-0.139423665098484,0.26800955845397,-0.514402993200313,0.0391912568306011,0.0506666666666667,0.0385376620593593,0.214424064563463,0.216551724137931,-0.182470831798282,0.124424064563463,0.305482866043614,0.131944955928365,-0.353506261378249,0.0466666666666667,-0.126585695006748,0.0448368298368298,-0.15793076324794,-0.153208541025717,-0.147632332847279,0.0403263787917253,-0.134428904428904,-0.14169707485497,0.137933744293441,-0.150893996806315,0.211799727873712,0.258014042850845
"SUFU",-0.188093485461907,-0.136374797246623,0.05,-0.1,-0.00555555555555555,0,-0.212810129598238,-0.212810129598238,-0.119018338727077,-0.106666666666667,-0.278939393939394,0.00714285714285715,-0.279047619047619,-0.0817285287746619,-0.276666666666667,-0.147682576193215,-0.1486687694871,-0.186722813283069,-0.103335380835381,-0.13,-0.135264169886087,0.0535754849177668,-0.148931512001182,-0.12394777265745,0.0153712033209143,0.0246313947035787,0.0271428571428571,0.0502197802197802,0.0678902213806485,-0.131609458678272,0.0784722050439186,0.2549519141941,0.100277777777778,0.1225,0.0952272727272727,0.0938927738927739,0.0969230769230769,-0.112749591175158,0.0973410497548428,0.138108108108108,0.100319773159098,0.00525304785689436,0.16,0.112222222222222,0.212810129598238,0.128076854581931,0.12720728936454,0.125033376321062,0.218189876433681,0.0132478632478632,0.0180805770025101,0.136374797246623,0.27676199158245,0.256738055707402,0.271010909012799
"RKIP",-0.292761904761905,-0.127295074127212,0.1,0,0.0666666666666667,0,-0.0737012987012987,-0.0737012987012987,0.103508771929825,0,0.0444444444444444,0.1,0.0440947940947941,-0.289242558208075,0.0171717171717172,-0.293333333333333,-0.305482866043614,0.0746260813323632,-0.0391912568306011,-0.3,-0.00629858878057254,0.0166125541125541,0.00154858691444058,-0.0191698759092854,-0.0040481794057924,-0.270172311348782,0.0571428571428571,0.0196428571428571,0.0812324929971989,-0.113295074127212,0.266994601189013,-0.493761438479921,0.0466666666666667,-0.0333333333333333,0.0506666666666667,0.22,0.17,-0.179995457642516,0.216551724137931,0.293333333333333,0.214424064563463,-0.339893269682834,-0.1,-0.0666666666666667,0.0737012987012987,-0.147632332847279,-0.141271009692062,-0.126585695006748,0.054043179043179,-0.0966666666666667,-0.11974358974359,0.127295074127212,-0.119854664791374,0.220106370074162,0.268991331757289
"RAF",-0.292761904761905,-0.127295074127212,0.1,0,0.0666666666666667,0,-0.0737012987012987,-0.0737012987012987,0.103508771929825,0,0.0444444444444444,0.1,0.0440947940947941,-0.289242558208075,0.0171717171717172,-0.293333333333333,-0.305482866043614,0.0746260813323632,-0.0391912568306011,-0.3,-0.00629858878057254,0.0166125541125541,0.00154858691444058,-0.0191698759092854,-0.0040481794057924,-0.270172311348782,0.0571428571428571,0.0196428571428571,0.0812324929971989,-0.113295074127212,0.266994601189013,-0.493761438479921,0.0466666666666667,-0.0333333333333333,0.0506666666666667,0.22,0.17,-0.179995457642516,0.216551724137931,0.293333333333333,0.214424064563463,-0.339893269682834,-0.1,-0.0666666666666667,0.0737012987012987,-0.147632332847279,-0.141271009692062,-0.126585695006748,0.054043179043179,-0.0966666666666667,-0.11974358974359,0.127295074127212,-0.119854664791374,0.220106370074162,0.268991331757289
"SMO",-0.194736842105263,-0.125423728813559,0,-0.1,0,0,-0.204807692307692,-0.204807692307692,-0.106666666666667,-0.1,-0.266666666666667,0.1,-0.278939393939394,-0.0653448275862069,-0.293939393939394,-0.13,-0.138108108108108,-0.173624338624339,-0.100277777777778,-0.166666666666667,-0.105238095238095,0.0271428571428571,-0.128205128205128,-0.11,0.000512356841470771,0.0243464052287582,0.05,0.00714285714285715,0.0479365079365079,-0.0944444444444444,0.0766513056835638,0.247892720306513,0.16,0.2,0.1225,0.12,0.1,-0.109336917562724,0.0969230769230769,0.146666666666667,0.0938927738927739,0.00641891273281665,0.1,0.1,0.204807692307692,0.125033376321062,0.119018338727077,0.112222222222222,0.207133273703041,0,0.00555555555555555,0.125423728813559,0.263606508434095,0.250005808145343,0.261264625342295
"ZEB2",-0.123424908424908,-0.102589610634544,-0.1,-0.1,-0.0909090909090909,-0.0909090909090909,-0.0874025974025974,-0.0874025974025974,-0.0852631578947368,-0.08,-0.0692307692307692,-0.0666666666666667,-0.0659083648591845,-0.0641289821289821,-0.0598974358974359,-0.0560544217687075,-0.0544671201814059,-0.053377730987717,-0.0305717453278429,-0.0285714285714286,-0.026820126512672,-0.0265939771547248,-0.0257827656214753,-0.0237713460248672,-0.0185506371254857,-0.0174041876787245,-0.0166666666666667,-0.0144444444444445,-0.0076328502415459,-0.00593520581467548,0.00387251716235151,0.00491615434362831,0.00928571428571429,0.0178571428571429,0.0214808362369338,0.0364035087719298,0.0416666666666667,0.0455981579935911,0.0460809281267685,0.0485714285714286,0.0497394647121344,0.0530789311050687,0.075,0.08,0.0874025974025974,0.0889836966152756,0.0898927875243665,0.0898927875243665,0.0927559164604132,0.0934731934731935,0.0971429182438357,0.102589610634544,0.117448016719665,0.138930785628474,0.206941808186878
"Patched",-0.2,-0.1,0,-0.1,0,0,-0.192307692307692,-0.192307692307692,-0.1,-0.1,-0.2,0,-0.293939393939394,-0.055,-0.266666666666667,-0.146666666666667,-0.13,-0.184338624338624,-0.1225,-0.166666666666667,-0.11,0.00714285714285715,-0.161538461538462,-0.15,0.0119047619047619,0.0361111111111111,0.1,0.05,0.0257142857142857,-0.0944444444444444,0.0623655913978495,0.241226053639847,0.2,0.1,0.16,0.1,0.1,-0.109336917562724,0.12,0.166666666666667,0.0969230769230769,0.00457389428263215,0.2,0.1,0.192307692307692,0.119018338727077,0.112222222222222,0.106666666666667,0.204807692307692,0,0,0.1,0.256709956709957,0.245354645354645,0.256410256410256
"SRC",-0.251428571428571,-0.0991165019466906,-0.1,-0.2,-0.075,-0.1,0.20744263662912,0.20744263662912,-0.065,-0.2,0.03,-0.15,0.0942857142857143,-0.0568534080298786,0.0728571428571429,-0.0384920634920635,-0.0548556998556998,-0.0272077158315691,0.0025925925925926,-0.0444444444444444,-0.025717164532954,-0.122649572649573,0.0242552135054618,-0.00679824561403508,0.0399443712487191,-0.00902109384868006,-0.183333333333333,-0.144871794871795,-0.126490713587488,0.0133074935400517,-0.00999947106202867,-0.0690384386151536,0.0233333333333333,0.0833333333333333,-0.0025925925925926,0.224242424242424,0.233333333333333,0.00374008381978746,0.213131313131313,0.0194444444444444,0.218791690489804,-0.0263090993973347,0.0333333333333333,0.075,-0.20744263662912,0.065183729640135,0.0649600159936026,0.0600819672131148,-0.208957788144271,0.065,0.0600819672131148,0.0991165019466906,0.108043265757151,-0.00256211180124223,0.0161904761904762
"TGFR",0.0849577647823262,-0.0913248804263873,0.1,0.1,0.172857142857143,0.142857142857143,0.0190476190476191,0.0190476190476191,0.209874213836478,0.166666666666667,-0.11,0.05,-0.0322277350533366,-0.225777279014891,-0.0617241379310345,-0.240396825396825,-0.251744343127322,0.0526365499135557,-0.0718500389635691,-0.117777777777778,-0.0241825904551194,0.0538293407938451,0.00636084567491363,-0.00674486803519061,0.00216354526699354,-0.224782522736259,0.0357142857142857,0.0515037593984962,0.115324675324675,-0.0908666594021285,0.0843437562705463,-0.180216274799354,0.0787356321839081,0.116666666666667,0.0599856321839081,0.00325814536340852,0.019047619047619,-0.0829788721971224,0.00992481203007518,0.122539682539683,0.0208837161396642,-0.205984036438612,0.1,-0.196666666666667,-0.0190476190476191,-0.221333840639212,-0.217170864554181,-0.213821582257531,-0.0237259816207185,-0.186064690026954,-0.191871141639857,0.0913248804263873,-0.252043546714505,-0.153804884582636,-0.0299628531677489
"TGF",0.0763157894736842,-0.0894380879735571,0.2,0,0.142857142857143,0.1,0.00476190476190477,0.00476190476190477,0.196666666666667,0.1,-0.14,0.1,-0.0617241379310345,-0.214860248447205,-0.11,-0.122539682539683,-0.240396825396825,0.0555351006381934,-0.0599856321839081,-0.14,-0.00674486803519061,0.0515037593984962,0.0197936814958092,0.00454545454545455,-0.00692736382391556,-0.219444444444444,0.05,0.0357142857142857,0.103896103896104,-0.0694380879735571,0.0911284170375079,-0.173966274799354,0.116666666666667,0.1,0.0787356321839081,0.019047619047619,0.0333333333333333,-0.0815931909038198,0.00325814536340852,0.117777777777778,0.00992481203007518,-0.200362230646449,0,-0.166666666666667,-0.00476190476190477,-0.217170864554181,-0.213821582257531,-0.209874213836478,-0.0190476190476191,-0.172857142857143,-0.186064690026954,0.0894380879735571,-0.2413139329806,-0.148966174905217,-0.0248283788401205
"RAS",0.0796536796536797,-0.0659830633284242,0.1,0,-0.1,-0.1,-0.314358974358974,-0.314358974358974,-0.117647058823529,-0.1,-0.3,0.1,-0.303376365441907,-0.0647619047619048,-0.305263157894737,-0.0541176470588235,-0.0551077460687245,-0.198032722255076,-0.168135593220339,-0.1,-0.179839208410637,0.0766666666666667,-0.18695652173913,-0.175757575757576,-0.0668923076923077,-0.0120240043644299,0.0666666666666667,0.06,0.158874213836478,-0.0546428571428571,0.0515437561455261,0.237825715559179,0.2,0.2,0.18,-0.12,-0.12,-0.026556625988302,-0.125263157894737,0.06,-0.127223942208462,0.0306184239176567,0.1,0.1,0.314358974358974,0.129772539274005,0.124390103013382,0.119774718397997,0.218205128205128,0.117647058823529,0.117647058823529,0.0659830633284242,0.145428194993412,0.182028138423487,0.108875968992248
"cateninnuc",-0.00571430327973237,-0.0628519150048716,0.233333333333333,-0.160606060606061,-0.196011750806271,-0.183682983682984,-0.300610335610336,-0.300610335610336,-0.202402790446269,-0.183682983682984,-0.299183929692404,0.245833333333333,-0.322682872609952,0.0637507356031946,-0.313137418064497,0.0922394846532778,0.0948595719895223,-0.189369016139082,0.136312343896932,0.0857142857142857,-0.0259668503392924,0.270109848484848,-0.0562564718121922,-0.0274675324675325,-0.00950024601881298,0.120357848042136,0.260984848484848,0.266984848484848,0.152476229312458,-0.0272097514980077,0.14525160900637,0.38121720170661,-0.134972677595628,-0.133333333333333,-0.134351559583206,-0.130572808833678,-0.128985507246377,-0.0910523184871241,-0.134370277188109,-0.0887912087912088,-0.13666385516976,0.162946314536854,-0.133333333333333,0.194794094794095,0.300610335610336,0.112995668444291,0.210427317160116,0.206767869811348,0.30465073965074,0.203620446458445,0.207968272545402,0.0628519150048716,0.356067670217973,0.298100056215822,0.295229398031734
"Ecadherin",-0.0488166170142337,-0.0593732973358962,0.2,-0.266666666666667,-0.321659826721386,-0.296078431372549,-0.344064856711916,-0.344064856711916,-0.338181565851821,-0.296078431372549,-0.321244019138756,0.26,-0.362427478304049,0.11678342115492,-0.344955359344942,0.166863266814486,0.169937407863311,-0.326764129896774,0.286117813902295,0.163090909090909,-0.00201228199459592,0.312717652717653,-0.0338189406329951,0.00307246376811594,-0.0115026955250419,0.253681965896228,0.283809523809524,0.302328042328042,0.0999420946451444,-0.0272855133614627,0.0928785703009642,0.431457062900858,-0.279166666666667,-0.266666666666667,-0.284543010752688,-0.153155080213904,-0.147272727272727,-0.0191748969187994,-0.156247863719058,-0.164424242424242,-0.159777275483764,0.24747626400896,-0.233333333333333,0.321659826721386,0.344064856711916,0.360922945661484,0.356067670217973,0.34921835514948,0.353562063415826,0.338901206031731,0.350234539365064,0.0593732973358962,0.407303218693402,0.341369080151338,0.334665517589527
"cateninmemb",-0.0488166170142337,-0.0593732973358962,0.2,-0.266666666666667,-0.321659826721386,-0.296078431372549,-0.344064856711916,-0.344064856711916,-0.338181565851821,-0.296078431372549,-0.321244019138756,0.26,-0.362427478304049,0.11678342115492,-0.344955359344942,0.166863266814486,0.169937407863311,-0.326764129896774,0.286117813902295,0.163090909090909,-0.00201228199459592,0.312717652717653,-0.0338189406329951,0.00307246376811594,-0.0115026955250419,0.253681965896228,0.283809523809524,0.302328042328042,0.0999420946451444,-0.0272855133614627,0.0928785703009642,0.431457062900858,-0.279166666666667,-0.266666666666667,-0.284543010752688,-0.153155080213904,-0.147272727272727,-0.106172873184578,-0.156247863719058,-0.164424242424242,-0.159777275483764,0.273469240199407,-0.233333333333333,0.321659826721386,0.344064856711916,0.360922945661484,0.356067670217973,0.34921835514948,0.353562063415826,0.338901206031731,0.350234539365064,0.0593732973358962,0.407303218693402,0.341369080151338,0.334665517589527
"KLF4",-0.0435534591194969,-0.0579514963880289,0.1,-0.233333333333333,-0.296078431372549,-0.266666666666667,-0.329358974358974,-0.329358974358974,-0.321659826721386,-0.266666666666667,-0.305454545454545,0.2,-0.344955359344942,0.117469920010755,-0.321244019138756,0.164424242424242,0.166863266814486,-0.315551315251465,0.284543010752688,0.159090909090909,0.00307246376811594,0.302328042328042,-0.0197249809014515,0.0146666666666667,-0.0131786731786732,0.250143790849673,0.26,0.283809523809524,0.0950731807874665,-0.0222222222222222,0.090979836123749,0.422245744418016,-0.266666666666667,-0.233333333333333,-0.279166666666667,-0.147272727272727,-0.12,-0.0182774610213635,-0.153155080213904,-0.163090909090909,-0.156247863719058,0.343581424671083,-0.2,0.296078431372549,0.329358974358974,0.356067670217973,0.34921835514948,0.338181565851821,0.344064856711916,0.321659826721386,0.338901206031731,0.0579514963880289,0.39225167230165,0.335218101586566,0.325835495514471
"FOXC2",-0.0435534591194969,-0.0579514963880289,0.1,-0.233333333333333,-0.296078431372549,-0.266666666666667,-0.329358974358974,-0.329358974358974,-0.321659826721386,-0.266666666666667,-0.305454545454545,0.2,-0.344955359344942,0.117469920010755,-0.321244019138756,0.164424242424242,0.166863266814486,-0.315551315251465,0.284543010752688,0.159090909090909,0.00307246376811594,0.302328042328042,-0.0197249809014515,0.0146666666666667,-0.0131786731786732,0.250143790849673,0.26,0.283809523809524,0.0950731807874665,-0.0222222222222222,0.090979836123749,0.422245744418016,-0.266666666666667,-0.233333333333333,-0.279166666666667,-0.147272727272727,-0.12,-0.0182774610213635,-0.153155080213904,-0.163090909090909,-0.156247863719058,0.343581424671083,-0.2,0.296078431372549,0.329358974358974,0.356067670217973,0.34921835514948,0.338181565851821,0.344064856711916,0.321659826721386,0.338901206031731,0.0579514963880289,0.39225167230165,0.335218101586566,0.325835495514471
"SMAD",-0.162185743862762,-0.0569639212847654,-0.05,0.16,0.184126984126984,0.161904761904762,0.111163840526286,0.111163840526286,0.218636788048553,0.188571428571429,0.080952380952381,-0.0388888888888889,0.108976464148878,-0.189326475340757,0.107389162561576,-0.219836523798283,-0.219836523798283,0.101112414467253,-0.0841120698475495,-0.188095238095238,-0.0912672259247602,-0.0651858076563959,0.0539106481995952,0.00635182169428744,0.0446468462014393,-0.174089044314145,-0.0341269841269841,-0.0478524743230626,-0.0189262855077175,-0.0695943906974122,-0.00129422190712512,-0.390333304328932,0.05,0.05,0.0711009174311927,0.194009216589862,0.171428571428571,-0.0818255339687655,0.205637123566606,0.209221998658618,0.213329431258914,-0.258322214994741,0.075,-0.210793650793651,-0.111163840526286,-0.241964102842365,-0.236189026854523,-0.228454969866735,-0.118071735263128,-0.193742368742369,-0.204533735648844,0.0569639212847654,-0.271815112949751,-0.146046937555744,-0.0136311558116069
"SNAI2",-0.0763015551048006,-0.0548701489406335,0.1,-0.26,-0.341168831168831,-0.305454545454545,-0.371689704118015,-0.371689704118015,-0.370746295957564,-0.305454545454545,-0.332894736842105,0.2,-0.38869332421964,0.162936029230908,-0.362719298245614,0.216347051641169,0.220073759715703,-0.368232815280493,0.334893055813875,0.196078431372549,0.0210051376841592,0.338232239302036,-0.00797166968053044,0.0310529845741113,-0.0156269758762701,0.298200851007572,0.275,0.312931034482759,0.0840769230769231,-0.0176923076923077,0.0842215660319723,0.676594594559004,-0.301176470588235,-0.26,-0.323625450180072,-0.162745098039216,-0.133333333333333,0.0829056894020616,-0.176470588235294,-0.210364145658263,-0.183227344992051,0.518123692896092,-0.2,0.341168831168831,0.371689704118015,0.41724110689216,0.407303218693402,0.39225167230165,0.390411165305229,0.370746295957564,0.392671429647403,0.0548701489406335,0.440142492455444,0.380949142713951,0.368324867201025
