"","GSK3","Destcompl","AXIN2","RAS","TCFLEF","CD44","FOXC2","PI3K","GLI","cMet","Wnt","TWIST1","Frizzled","TGF","Ecadherin","CDC42","PAK1","DSH","SOSGRB2","AKT","SNAI1","LIV1","NFB","RKIP","Csn","TrCP","HEY1","EGR1","SMAD","KLF4","NOTCH","ZEB2","ZEB1","Patched","NOTCHic","Csl","miR200","SHH","Jagged","SMO","FUS","SUFU","ILK","cfos","ERK","MEK","SNAI2","IKK","STAT","TGFR","SRC","cateninmemb","RAF","DELTA","cateninnuc"
"SRC",0.208311688311688,0.209605430801083,0.178979132134812,0.242803125118519,0.139294282287085,0.133196721311475,-0.0243370681605976,0.235227367542762,0.133196721311475,0.125,0.125,-0.0113111026904131,0.125,-0.0507287157287157,-0.0151789604730781,-0.0638888888888889,-0.0888888888888889,0.1,-0.15,0.168803418803419,0.0823996002579417,0,0.15,-0.0391984359726295,0.15,0.1,0.0299569678914267,0.1,0.0628674727358938,0.310594315245478,0.12,-0.205151242887092,-0.205151242887092,0.0222222222222222,0.109285714285714,0.095,-0.212141706924316,-0.0251633986928105,0.00218360385791579,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0655701754385965,-0.109090909090909,-0.12020202020202,-0.129635982466171,-0.190419663671548,-0.157692307692308,0,0.0543650793650794,-0.125,-0.11000037419548,-0.235227367542762,-0.235227367542762,-0.146676832622656
"FUS",0.491248374532461,0.527253889097379,0.42289180085282,0.388502794681707,0.285257642488097,0.268716289104639,0.0307713248638838,0.360118515205725,0.373611111111111,0.244444444444444,0.348611111111111,0.14744636074325,0.3375,-0.158287329883075,-0.0567760423082353,-0.188333333333333,-0.213333333333333,0.3,-0.0831983805668016,0.243626373626374,0.0517186911283077,0.2,0.192857142857143,0.00990999836360661,0.15,0.1,0.0593884376493072,0.02,0.0744342037890425,0.205965391621129,0.285606060606061,-0.200614363453606,-0.200614363453606,-0.197777777777778,0.267424242424242,0.242424242424242,-0.214143077960599,0.202828282828283,-0.143466883406642,0.186666666666667,0.186666666666667,0.266666666666667,-0.0750793650793651,-0.0584615384615385,-0.0796736596736597,-0.103811590708142,-0.346266257484236,-0.212857142857143,-0.2,0.172117117117117,-0.233333333333333,-0.147211303512902,-0.360118515205725,-0.360118515205725,-0.302648946835923
"SUFU",0.516698245997756,0.551017844440282,0.441861355887949,0.410654693415884,0.302648946835923,0.285257642488097,0.0503743025313776,0.388502794681707,0.389596241222635,0.268716289104639,0.373611111111111,0.163735020537065,0.348611111111111,-0.147833680967887,-0.0542013770147235,-0.172117117117117,-0.188333333333333,0.3375,-0.0769046742730953,0.259062615237112,0.0641548069715785,0.2,0.212857142857143,0.0225630595880964,0.192857142857143,0.15,0.0581836183721988,0.0584615384615385,0.0732794693779571,0.187402517369632,0.30544733044733,-0.180807600168582,-0.180807600168582,-0.202828282828283,0.285606060606061,0.267424242424242,-0.195555717365803,0.213252993252993,-0.154155719511156,0.197777777777778,0.186666666666667,0.186666666666667,-0.0744342037890425,-0.0796736596736597,-0.103811590708142,-0.117003080069845,-0.356615631248244,-0.243626373626374,-0.233333333333333,0.158287329883075,-0.244444444444444,-0.157716078410583,-0.388502794681707,-0.388502794681707,-0.316101632257918
"cateninmemb",-0.643041693364795,-0.698429744249083,-0.5948696019675,-0.590791433891993,-0.584122301033595,-0.552615451718527,-0.353952896845924,-0.548333333333333,-0.553328710473765,-0.51816729118341,-0.518662043807098,-0.483876145616533,-0.475558595531236,-0.0926961370419228,-0.147861778559839,-0.0517575757575758,-0.0290909090909091,-0.431372549019608,-0.213059342180494,-0.441895141895142,-0.211338059977384,-0.366666666666667,-0.352380952380952,-0.1461063281288,-0.3,-0.2,0.0352992447741757,-0.165454545454545,-0.00545601291364003,0.145382090951711,-0.525881622910469,-0.158105928327929,-0.158105928327929,0.385013440860215,-0.486104671237607,-0.439712918660287,-0.152059558484139,-0.404698480230294,0.498794000129122,-0.364583333333333,-0.333333333333333,-0.3,0.00666666666666667,0.200748663101604,0.236831137328408,0.266242902034291,0.467710608316384,0.404232804232804,0.431372549019608,0.0737087952697709,0.475558595531236,0.42565935517138,0.548333333333333,0.548333333333333,0.610639574609692
"TGF",-0.00558195881092162,-0.146209550881558,-0.197089947089947,0.0184523809523809,-0.175751406818934,-0.166540880503145,-0.0315527950310559,0.0345238095238095,-0.147493261455526,-0.153333333333333,-0.134285714285714,-0.0509259259259259,-0.114285714285714,-0.0124603174603175,-0.107347196141026,0.0911111111111111,0.08,-0.1,0.05,-0.0331453634085213,-0.00351875397329943,0,-0.00833333333333333,-0.016017316017316,-0.0333333333333333,0,-0.140296582849774,0.0333333333333333,-0.110400782013685,0.149707602339181,0.179540229885057,-0.155162147793727,-0.155162147793727,-0.0932183908045977,0.193333333333333,0.213333333333333,-0.166832114245907,0.0838433908045977,-0.059174030436917,0.0966666666666667,0.113333333333333,0.133333333333333,0.108787878787879,-0.0333333333333333,-0.0280701754385965,-0.0258479532163743,0.128415487472552,0.0226190476190476,0.1,-0.0911111111111111,0.133333333333333,0.169004179393495,-0.0345238095238095,-0.0345238095238095,0.1838853781108
"FOXC2",-0.594255821400115,-0.653602158042186,-0.555488158668531,-0.548333333333333,-0.552615451718527,-0.51816729118341,-0.318483789294437,-0.498333333333333,-0.518662043807098,-0.475558595531236,-0.475558595531236,-0.451660130718954,-0.431372549019608,-0.0737087952697709,-0.225385448123876,-0.0290909090909091,-0.00909090909090909,-0.366666666666667,-0.197269868496284,-0.404232804232804,-0.185388692888776,-0.3,-0.3,-0.122510822510823,-0.2,-0.1,0.0292589763177998,-0.12,-0.00666666666666667,0.107407407407407,-0.486104671237607,-0.123508771929825,-0.123508771929825,0.364583333333333,-0.439712918660287,-0.381818181818182,-0.117236467236467,-0.385013440860215,0.475224206078779,-0.333333333333333,-0.3,-0.2,0.00666666666666667,0.165454545454545,0.200748663101604,0.236831137328408,0.448023672735409,0.352380952380952,0.366666666666667,0.0517575757575758,0.431372549019608,0.504713320780394,0.498333333333333,0.498333333333333,0.584122301033595
"TCFLEF",0.543853449160812,0.626095570861709,0.723432478632479,0.424165125857543,0.313250822531118,0.387935816803741,0.190240701937626,0.392496269090132,0.390509791430508,0.358376068376068,0.361317244846657,0.26573009801475,0.326274509803922,0.0122704153478488,0.121764448358457,-0.0124031007751938,-0.0333333333333333,0.286274509803922,0.134490403807769,0.25840594888982,0.180096210158972,0.233333333333333,0.197922077922078,0.0390283326445332,0.177922077922078,0.114285714285714,-0.0231423224537698,0.0928571428571429,0.030691035486044,0.0152358670741024,0.368778708306919,-0.0936481038454723,-0.0936481038454723,-0.158325652841782,0.338546150167384,0.299330463892874,-0.103099584485127,0.171209088424604,-0.234906779777946,0.143809523809524,0.12,0.1,-0.032029467608415,-0.119686411149826,-0.145400696864112,-0.161046955367513,0.00374207855455924,-0.23340594888982,-0.283333333333333,-0.000681011374338908,-0.323333333333333,-0.254108613701768,-0.392496269090132,-0.392496269090132,-0.334298932496754
"IKK",-0.189652014652015,-0.071897769440438,0.175952380952381,-0.0405681518025272,0.154619730551934,0.151794871794872,0.0542279942279943,-0.047610405323654,0.151794871794872,0.141025641025641,0.141025641025641,0.191535947712418,0.133333333333333,0.0319434343434343,0.156248109550945,0.0388888888888889,0.05,0.1,0.123739495798319,-0.188416988416988,-0.110998020921685,0.1,-0.285714285714286,-0.0960837887067395,-0.3,-0.2,-0.105263157894737,-0.05,-0.10387101210121,0.0604395604395604,0.0313131313131313,-0.0714085213032581,-0.0714085213032581,-0.138518518518519,0.0233766233766234,0.00909090909090909,-0.0771460423634337,0.138518518518519,-0.134245548266167,0.12,0.12,0.1,0.104861111111111,0.0642857142857143,0.0682857142857143,0.0660634920634921,0.172585429910168,0.185714285714286,-0.1,-0.0343434343434343,-0.133333333333333,-0.188400919378573,0.047610405323654,0.047610405323654,-0.160104962619444
"TWIST1",0.38391222877626,0.428197891146305,0.366131825164083,0.3616115665176,0.356183837054784,0.3355100238848,0.224606760456348,0.332159511723079,0.336567084377611,0.309405606214117,0.310167084377611,0.267001017035342,0.281746031746032,0.106771439554607,0.240407177339128,0.0826541274817137,0.0757575757575758,0.242857142857143,0.23823466134679,0.15537033587881,0.0239384621691983,0.2,0.0884615384615385,0.00587278630756892,0.05,0,-0.150872291550258,-0.0466666666666667,-0.120549622529821,0.0604544506983531,0.331404074611622,-0.0532207646242734,-0.0532207646242734,-0.326697108066971,0.304045584045584,0.268148148148148,-0.0710882856444118,0.339997600677809,-0.306127297435135,0.308888888888889,0.288888888888889,0.233333333333333,0.121539721539722,0.016231884057971,-0.00218916857360793,-0.0225871785238567,0.0433931268245494,-0.126556776556777,-0.242857142857143,-0.0951541274817137,-0.281746031746032,-0.329014175682564,-0.332159511723079,-0.332159511723079,-0.374987747348056
"ZEB2",-0.398195928951478,-0.372547162925225,-0.313917268176777,-0.302332424891311,-0.301591988578645,-0.283986354775828,-0.280542346542347,-0.279848484848485,-0.268486773165672,-0.268245614035088,-0.252890442890443,-0.233402985975394,-0.222121212121212,-0.221903387617673,-0.209083248790385,-0.207012987012987,-0.205194805194805,-0.195454545454545,-0.17459706959707,-0.173868120456906,-0.161868539701826,-0.15,-0.136111111111111,-0.111256038647343,-0.111111111111111,-0.1,-0.093900293255132,-0.0916666666666667,-0.0846850332765826,-0.0653890973095473,-0.0586061370323665,-0.0388614988042118,-0.0388614988042118,-0.0342334494773519,-0.0329230769230769,-0.0102564102564103,-0.00240368199017827,0.0251425403864428,0.0341132636890318,0.0464285714285714,0.0607142857142857,0.075,0.0846850332765826,0.0969298245614035,0.109833050367855,0.12568670890444,0.14291155120664,0.156111111111111,0.21,0.214495980210266,0.236666666666667,0.27920553068614,0.279848484848485,0.279848484848485,0.313799780786438
"RAF",0.39204097714736,0.457462009193921,0.217323019221753,0.328529803529803,0.212483130904184,0.18940620782726,0.0315060418508694,0.300324675324675,0.192564102564103,0.170175438596491,0.173333333333333,0.0598187759952466,0.133333333333333,-0.00396973742768135,0.124201676380414,-0.0266666666666667,-0.0333333333333333,0.1,0.0944761904761905,0.0601190476190476,0.0534045284461803,0,0.0142857142857143,0.18718487394958,0,0,-0.10878823073945,-0.07,-0.0856594516961324,0.0270205643232903,0.274592074592075,-0.0170205643232903,-0.0170205643232903,-0.116,0.251515151515152,0.233333333333333,-0.0154470423535803,0.130754098360656,-0.161639987064435,0.12,0.1,0.1,0.0866495507060334,0.02,0.0096551724137931,-0.0137490829053558,0.204486506965087,-0.0267857142857143,-0.1,0.0123809523809524,-0.133333333333333,-0.195203775203775,-0.300324675324675,-0.300324675324675,-0.225969135993242
"MEK",0.420296505402888,0.480474561495177,0.241647343546078,0.351704406704407,0.225969135993242,0.212483130904184,0.0459204562652838,0.328529803529803,0.215641025641026,0.18940620782726,0.192564102564103,0.0770348932113638,0.173333333333333,0.00405945965261062,0.125294572555278,-0.0123809523809524,-0.0266666666666667,0.133333333333333,0.105587301587302,0.0683543417366947,0.0636609387025906,0.1,0.0267857142857143,0.195079610791685,0.0142857142857143,0,-0.110606412557632,-0.02,-0.0867664627662431,0.0152558584409373,0.288460687730761,-0.00432215162487759,-0.00432215162487759,-0.130754098360656,0.274592074592075,0.251515151515152,-0.00461112904088681,0.136636451301832,-0.174754741162796,0.116,0.12,0.1,0.0856594516961324,0.0096551724137931,-0.0137490829053558,-0.123749082905356,0.194754146867764,-0.0601190476190476,-0.133333333333333,0.00396973742768135,-0.170175438596491,-0.20325255569158,-0.328529803529803,-0.328529803529803,-0.240095530045287
"ERK",0.440187513577275,0.500805264238506,0.259045717529818,0.370516287892525,0.240095530045287,0.225969135993242,0.0594247297695574,0.351704406704407,0.228924233661076,0.212483130904184,0.215641025641026,0.0885466823930559,0.192564102564103,0.0103781409712919,0.127045344954866,-0.00396973742768135,-0.0123809523809524,0.173333333333333,0.109470796732933,0.083950672011924,0.0738461238877758,0.133333333333333,0.0601190476190476,0.200929192964387,0.0267857142857143,0.0142857142857143,-0.112995491055926,-0.0096551724137931,-0.0864625113984619,0.00207756386729394,0.306466227896966,0.00622902947748461,0.00622902947748461,-0.136636451301832,0.288460687730761,0.274592074592075,0.00715357684146613,0.145332103475745,-0.183188476102555,0.130754098360656,0.116,0.12,0.0867664627662431,-0.0137490829053558,-0.123749082905356,-0.133498386526526,0.185917356966952,-0.0683543417366947,-0.170175438596491,-0.00405945965261062,-0.18940620782726,-0.21079625394365,-0.351704406704407,-0.351704406704407,-0.250442752267509
"RKIP",-0.39204097714736,-0.457462009193921,-0.217323019221753,-0.328529803529803,-0.212483130904184,-0.18940620782726,-0.0315060418508694,-0.300324675324675,-0.192564102564103,-0.170175438596491,-0.173333333333333,-0.0598187759952466,-0.133333333333333,0.00396973742768135,-0.124201676380414,0.0266666666666667,0.0333333333333333,-0.1,-0.0944761904761905,-0.0601190476190476,-0.0534045284461803,0,-0.0142857142857143,-0.18718487394958,0,0,0.10878823073945,0.07,0.0856594516961324,-0.0270205643232903,-0.274592074592075,0.0170205643232903,0.0170205643232903,0.116,-0.251515151515152,-0.233333333333333,0.0154470423535803,-0.130754098360656,0.161639987064435,-0.12,-0.1,-0.1,-0.0866495507060334,-0.02,-0.0096551724137931,0.0137490829053558,-0.204486506965087,0.0267857142857143,0.1,-0.0123809523809524,0.133333333333333,0.195203775203775,0.300324675324675,0.300324675324675,0.225969135993242
"SOSGRB2",0.38801404922022,0.416385590546664,0.21780803080308,0.399384325655512,0.212132505175983,0.192132505175983,0.0883028083028083,0.37758945386064,0.195031055900621,0.173291925465839,0.176190476190476,0.0978260869565217,0.142857142857143,0.057471748110046,0.122115564496892,0.0342857142857143,0.0142857142857143,0.1,0.00916666666666666,0.229678362573099,0.109623312011372,0,0.188888888888889,0.13969298245614,0.2,0.1,-0.109090909090909,0.0476190476190476,0.00456876456876457,-0.0559649122807018,0.353294592731212,0.0716791979949875,0.0716791979949875,-0.0193693693693694,0.332167832167832,0.309090909090909,0.0703519576679533,0.0286716949507647,-0.0620046852098178,0.0166666666666667,0,0,-0.00666666666666667,-0.0587301587301587,-0.0722436722436722,-0.0904254904254904,0.0960999703256479,-0.204678362573099,-0.1,-0.0496703296703297,-0.142857142857143,-0.19191497991498,-0.37758945386064,-0.37758945386064,-0.225708030988603
"NFB",0.182985347985348,0.0640904604703384,-0.182335359675785,0.0345980025487959,-0.160104962619444,-0.154619730551934,-0.0586104643475162,0.0405681518025272,-0.155165658311726,-0.151794871794872,-0.151794871794872,-0.194393090569561,-0.141025641025641,-0.0332092571282445,-0.156569136838265,-0.0343434343434343,-0.0388888888888889,-0.133333333333333,-0.124792127377267,0.177305877305877,0.106888431880589,-0.1,0.185714285714286,0.0922376348605857,0.285714285714286,0.3,0.105263157894737,0.0642857142857143,0.103499264889314,-0.0681318681318681,-0.0397002280873249,0.0748567971653271,0.0748567971653271,0.138518518518519,-0.0313131313131313,-0.0233766233766234,0.0804693052033128,-0.142132976349844,0.13568439718703,-0.138518518518519,-0.12,-0.12,-0.10387101210121,-0.0682857142857143,-0.0660634920634921,-0.0627955182072829,-0.169536649422363,-0.188416988416988,0.133333333333333,0.0319434343434343,0.141025641025641,0.190196061934011,-0.0405681518025272,-0.0405681518025272,0.162693197913562
"SNAI2",0.615284487918297,0.679364414957945,0.586551236547915,0.574247366996855,0.5948696019675,0.555488158668531,0.33933118558748,0.519452846448909,0.555769913599242,0.508176330711542,0.508176330711542,0.481761758275657,0.453246753246753,0.0609441993073707,0.40650643003771,0.0201680672268908,0.00588235294117647,0.381818181818182,0.228701825557809,0.422143747403407,0.165235862285793,0.3,0.3,0.105102564102564,0.2,0.1,-0.0314798071127185,0.133333333333333,0.00664882436565165,-0.0932692307692308,0.51244019138756,0.108301867002308,0.108301867002308,-0.39171668667467,0.457894736842105,0.389473684210526,0.102852981699011,0.418477250054952,-0.515798199133854,0.352941176470588,0.3,0.2,-0.00617035546613011,-0.174509803921569,-0.211764705882353,-0.248251192368839,-0.113280619637116,-0.36551724137931,-0.381818181818182,-0.0398261868850104,-0.453246753246753,-0.560683166701567,-0.519452846448909,-0.519452846448909,-0.629341651656941
"Csn",0.582025527910885,0.556183169960949,0.263631275574441,0.467947282219648,0.249837849680126,0.23343913585376,0.223354597122728,0.446258222718688,0.233136370206016,0.216105802520426,0.216105802520426,0.204492753623188,0.190804597701149,0.171761884620325,0.024604294396211,0.153629579375848,0.143181818181818,0.166666666666667,0.103650409316269,0.2009,0.204256474565397,0.133333333333333,0.17,0.153974637641585,0.145,0.22,-0.00994462901439646,0.103333333333333,0.00102657448359918,-0.102666092077857,0.223462648462648,0.11668982630273,0.11668982630273,-0.0369641111576595,0.202308802308802,0.182828282828283,0.117811296626093,0.0459805046002825,-0.0828706308084546,0.0294372294372294,0.0142857142857143,0.0142857142857143,-0.00128364389233954,-0.130606060606061,-0.142294372294372,-0.155836038961039,-0.143515029382714,-0.1825,-0.166666666666667,-0.163885989632258,-0.190804597701149,-0.111531646188575,-0.446258222718688,-0.446258222718688,-0.262525763089627
"KLF4",0.594255821400115,0.653602158042186,0.555488158668531,0.548333333333333,0.552615451718527,0.51816729118341,0.318483789294437,0.498333333333333,0.518662043807098,0.475558595531236,0.475558595531236,0.451660130718954,0.431372549019608,0.0737087952697709,0.225385448123876,0.0290909090909091,0.00909090909090909,0.366666666666667,0.197269868496284,0.404232804232804,0.185388692888776,0.3,0.3,0.122510822510823,0.2,0.1,-0.0292589763177998,0.12,0.00666666666666667,-0.107407407407407,0.486104671237607,0.123508771929825,0.123508771929825,-0.364583333333333,0.439712918660287,0.381818181818182,0.117236467236467,0.385013440860215,-0.475224206078779,0.333333333333333,0.3,0.2,-0.00666666666666667,-0.165454545454545,-0.200748663101604,-0.236831137328408,-0.448023672735409,-0.352380952380952,-0.366666666666667,-0.0517575757575758,-0.431372549019608,-0.504713320780394,-0.498333333333333,-0.498333333333333,-0.584122301033595
