"","KLF4","Ecadherin","cateninmemb","cateninnuc","TCFLEF","GLI","Wnt","Frizzled","SRC","Jagged","NOTCH","SNAI2","GSK3","PI3K","EGR1","HEY1","ILK","cfos","Csn","ERK","MEK","AKT","IKK","RKIP","SOSGRB2","TGF","TWIST1","PAK1","CDC42","TGFR","SNAI1","SHH","Patched","SMO","NFB","FUS","SMAD","TrCP","SUFU","RAF","DELTA","FOXC2","RAS","Csl","LIV1","NOTCHic","STAT","DSH","cMet","CD44","Destcompl","AXIN2","ZEB2","ZEB1","miR200"
"IKK",0.0564102564102564,-0.311811293023503,-0.302669648786967,-0.252856508911004,-0.243573808489063,-0.231709401709402,-0.220940170940171,-0.205555555555556,-0.205555555555556,-0.167914714151828,-0.203607503607504,-0.508971558181873,-0.0954761904761905,-0.0351482153660012,0,-0.0942208462332302,-0.0840277777777778,0.0428571428571429,-0.1,0.0468571428571429,0.0535238095238095,-0.126512226512227,-0.123809523809524,0.0713114754098361,-0.104621848739496,0.114686868686869,-0.374509803921569,-0.15,-0.127777777777778,-0.118686868686869,-0.0944091037602488,0.0254406130268199,0.0288888888888889,0.04,0.0571428571428571,0.08,0.0830376787678768,0,0.1,0.0351482153660012,0.0351482153660012,-0.337287157287157,0.0295144125490998,0.190909090909091,0.1,0.195670995670996,0.15,0.15,0.220940170940171,0.231709401709402,0.0357591176746527,0.265238095238095,-0.0583859649122807,-0.0583859649122807,0.0317614269788183
"Csn",0.0649974861739568,-0.131252371330437,-0.148481219832852,-0.211264024017045,-0.209159393830635,-0.205843037864453,-0.200166181969256,-0.196551724137931,-0.196551724137931,-0.0476961216265435,-0.103532578532579,-0.246562112459783,0.025640850427899,-0.0953795113834965,0.0766666666666667,0.00420265780730897,0.00855201863354037,0.0857575757575758,-0.03,0.0844588744588745,0.0865422077922078,-0.0497,-0.0425,0.0513385689163654,-0.0831292517006803,0.0789548593630808,-0.148594358734611,-0.0818181818181818,-0.080325644504749,-0.0777615419406464,-0.0308446307986506,-0.0398797218998171,-0.0366010333752269,-0.0398268398268398,0.0383333333333333,-0.0428571428571429,-0.00829494922480001,-0.02,-0.0428571428571429,0.0953795113834965,0.0953795113834965,-0.132374265118774,0.0963392042817691,0.0964646464646465,0.2,0.0977633477633478,0.2,0.2,0.200166181969256,0.205943959747034,-0.0549753523981279,0.24173660292729,-0.0561819685690653,-0.0561819685690653,0.0310216520514765
"TGFR",0.061521103483346,0.0843527245903548,0.0731249517110744,0.0586334392910416,0.0571276819836899,0.0630336492478915,0.0585175202156334,0.0528571428571429,0.0433333333333333,0.0944056690358797,-0.00859505499049036,0.0750489549612223,0.115269382696978,0.0744047619047619,0.152380952380952,0.0769277404082104,0.0712121212121212,0.147117794486216,-0.00833333333333333,0.140451127819549,0.13908126480585,-0.0243326339103573,-0.0173558897243108,0.047965367965368,0.0839668615984405,-0.0696234380276933,0.0498115197047581,0.168888888888889,0.168888888888889,0.0724603174603175,0.0607737783803753,-0.0586068088836938,-0.060301724137931,-0.066551724137931,0.0226190476190476,-0.07,-0.0715679930982422,0.0333333333333333,-0.0866666666666667,-0.0744047619047619,-0.0744047619047619,0.0586040440478451,-0.0744047619047619,0.0133333333333333,0,0.0064367816091954,-0.0333333333333333,-0.0428571428571429,-0.0489937106918239,-0.0542568685865607,-0.0312845938920131,-0.0543654578346996,-0.0508049799842037,-0.0508049799842037,0.0514570601194628
"STAT",0.155704099821747,0.125183491151983,0.192796240671017,0.153019117749033,0.149562621920666,0.143439648586707,0.135876623376623,0.126785714285714,0.126785714285714,0.0635760551730565,0.0438771152648937,0.0703551088183793,0.183335558522474,0.0758478081058726,0.166666666666667,0.00133333333333333,-0.00225442834138486,0.166666666666667,0,0.16078431372549,0.157558507273877,-0.007409200968523,-0.00571428571428572,0.0629150579150579,0.0905993431855501,0.0213747890807387,0.058108067178532,-0.00909090909090909,-0.0215909090909091,-0.0189593301435407,-0.0180689206838601,0.0412982781093503,0.0386434108527132,0.0316666666666667,0.02,0.025,0.00455327891609751,0,0,-0.0758478081058726,-0.0758478081058726,-0.101686434901159,-0.0773403454193055,-0.0274509803921569,0,-0.0409644939056704,-0.114285714285714,-0.114285714285714,-0.135876623376623,-0.143568931068931,-0.17562777664799,-0.189237429237429,-0.04619867312175,-0.04619867312175,0.029635161272168
"Frizzled",0.0294117647058824,-0.142131688138769,-0.15933615819209,-0.210354943650517,-0.205593038888612,-0.198308270676692,-0.194736842105263,-0.2,-0.2,-0.0622459893048128,-0.0915966386554622,-0.246797019471337,0.0152246603970742,-0.0848598769651401,0.0333333333333333,0.00351336606655755,0.0122043331345657,0.0333333333333333,-0.0666666666666667,0.0392156862745098,0.0392156862745098,-0.0191666666666667,-0.00666666666666668,0.0407142857142857,-0.0515151515151515,0.070351966873706,-0.144453781512605,-0.1,-0.08,-0.071304347826087,-0.0301069703243616,-0.0511031978773914,-0.0543290043290043,-0.0590909090909091,0.00666666666666668,-0.05,-0.0150080714523227,0.1,0,0.0848598769651401,0.0848598769651401,-0.130494303737878,0.084072475390337,0.0857142857142857,0.1,0.0857142857142857,0.2,0.1,0.194736842105263,0.198308270676692,-0.063194714301116,0.238590556730092,-0.0378638294245493,-0.0378638294245493,0.0271590909090909
"Wnt",0.0294117647058824,-0.137702783709865,-0.152669491525424,-0.205593038888612,-0.198308270676692,-0.194736842105263,-0.2,-0.1,-0.2,-0.0592156862745098,-0.0857142857142857,-0.240172413793103,0.0158307210031348,-0.0984962406015037,0,0.00564102564102564,0.0145299145299145,0.0333333333333333,-0.1,0.0333333333333333,0.0392156862745098,-0.00666666666666668,-0.00666666666666668,0.03,-0.0606060606060606,0.071304347826087,-0.135882352941176,-0.1,-0.1,-0.08,-0.02851966873706,-0.0543290043290043,-0.0590909090909091,-0.05,0.0666666666666667,0,-0.0122043331345657,0.1,0,0.0984962406015037,0.0984962406015037,-0.118866396761134,0.0848598769651401,0.1,0,0.0857142857142857,0.1,0,0.2,0.194736842105263,-0.0661124861844051,0.233939393939394,-0.0269727403156384,-0.0269727403156384,0.0209090909090909
"RAS",0.0328571428571428,0.0352921001514352,0.00572555609192847,-0.0654604319901947,-0.0657437181091749,-0.066421568627451,-0.0705882352941176,-0.1,-0.1,-0.121048689138577,0.103376365441907,0.188558437574165,0.0558656330749354,-0.185641025641026,0.08,-0.0122529644268775,-0.10995670995671,0.08,0.1,0.0642105263157895,0.066171310629515,0.123333333333333,0.14,0.0771132075471698,-0.110822510822511,-0.059009900990099,0.0282815057283142,0.02,0.06,0.06,0.0597738446411013,0.108418079096045,0.103333333333333,0.0833333333333333,-0.133333333333333,0.1,0.105875077303649,0,0.1,0.185641025641026,0.185641025641026,0.00269841269841269,0.0817948717948718,-0.1,0,-0.105263157894737,0.1,0.1,0.0705882352941176,0.0642052565707134,-0.0596995399320981,0.0916732542819499,-0.0215169366715758,-0.0215169366715758,0.0488307692307692
"SHH",0,0.129444444444444,0.175913978494624,0.136666666666667,0.12,0,0,0,0.1,0.134285714285714,0.0333333333333333,0.255249042145594,0.256410256410256,0,0,0.0666666666666667,0.0666666666666667,0.1,0,0.1,0.12,-0.05,-0.1,0.02,0.15,-0.0866666666666667,0.05,0.2,0.166666666666667,0.0666666666666667,0.0166666666666667,-0.0533333333333333,0.0666666666666667,0.1,0,0,-0.05,0,0,0,0,0.025,0.00769230769230769,-0.1,0,0,-0.1,0,-0.1,-0.1,-0.237662337662338,-0.247619047619048,0,0,0
"Patched",-0.0111111111111111,0.144007551240561,0.189802867383513,0.143462783171521,0.136666666666667,0.025,0,0,0.1,0.137989417989418,0.0424242424242424,0.272582375478927,0.256410256410256,-0.00769230769230769,0.1,0.058974358974359,0.05,0.1,0,0.12,0.112307692307692,-0.0357142857142857,-0.05,0.00571428571428572,0.116666666666667,-0.0783333333333333,0.0685185185185185,0.166666666666667,0.0666666666666667,0.0866666666666667,0.039247311827957,-0.0408333333333333,-0.0533333333333333,0.0666666666666667,0.1,0.1,-0.04,0,0,0.00769230769230769,0.00769230769230769,0.035,0.0139423076923077,0,-0.1,-0.0333333333333333,-0.1,0,-0.1,-0.12,-0.245354645354645,-0.265800865800866,0.00833333333333333,0.00833333333333333,-0.00714285714285714
"SMO",-0.0194444444444444,0.154708658251631,0.200482479033998,0.150229700464754,0.143462783171521,0.0416666666666667,0.025,0,0.1,0.145132275132275,0.0474242424242424,0.28496332785988,0.263206372915111,-0.0139423076923077,0.1,0.0446886446886447,0.04,0.12,-0.1,0.112307692307692,0.103216783216783,-0.0397142857142857,-0.0357142857142857,-0.0109523809523809,0.121929824561404,-0.0702252252252252,0.0891067538126361,0.0666666666666667,0.0866666666666667,0.0783333333333333,0.0463901689708141,-0.0241666666666667,-0.0408333333333333,-0.0533333333333333,0.05,0.0666666666666667,-0.0415873015873016,0,0.1,0.0139423076923077,0.0139423076923077,0.0556896551724138,0.00929114490161002,-0.0333333333333333,-0.1,-0.0424242424242424,-0.1,0,-0.12,-0.136666666666667,-0.252331389540692,-0.283042245111211,0.0168079096045198,0.0168079096045198,-0.0109403254972875
"FUS",-0.0276411657559198,0.161010028114645,0.209234806780739,0.154849265682145,0.150229700464754,0.0474358974358974,0.0416666666666667,0.025,0.12,0.149951552240709,0.0542424242424242,0.295196721037618,0.269560887965278,-0.00929114490161002,0.12,0.0490364707756012,0.0415873015873016,0.112307692307692,-0.05,0.103216783216783,0.0997685073547143,-0.0397142857142857,-0.0397142857142857,-0.0181688757977418,0.125775978407557,-0.0712890550124593,0.0948659161163011,0.0866666666666667,0.0783333333333333,0.0702252252252252,0.0520505463293047,-0.0191161616161616,-0.0241666666666667,-0.0408333333333333,0.0357142857142857,-0.0533333333333333,-0.040942140296979,0.1,0.0666666666666667,0.00929114490161002,0.00929114490161002,0.0688475499092559,0.0088544636789026,-0.0424242424242424,-0.1,-0.0474242424242424,-0.1,0,-0.136666666666667,-0.143462783171521,-0.258024820197626,-0.293601251322391,0.0186484004020658,0.0186484004020658,-0.00896012747748554
"SUFU",-0.0294375729415486,0.166262345313409,0.214691832701612,0.157560263124601,0.154849265682145,0.0544990944619197,0.0474358974358974,0.0416666666666667,0.136666666666667,0.153989556991303,0.0558297258297258,0.301722759270973,0.273931067913864,-0.0088544636789026,0.112307692307692,0.0490364707756012,0.040942140296979,0.103216783216783,-0.0357142857142857,0.0997685073547143,0.0959387201206717,-0.0417277085330777,-0.0397142857142857,-0.0242913247773336,0.127873880505459,-0.0699083844010194,0.1008452975596,0.0783333333333333,0.0702252252252252,0.0712890550124593,0.0573316366189129,-0.0164134589134589,-0.0191161616161616,-0.0241666666666667,0.0397142857142857,-0.0408333333333333,-0.0402492996503277,0.05,-0.0533333333333333,0.0088544636789026,0.0088544636789026,0.0745547459390326,0.00917091937510513,-0.0474242424242424,-0.1,-0.0542424242424242,-0.12,-0.025,-0.143462783171521,-0.150229700464754,-0.261799408182741,-0.301797972633866,0.0225131347015827,0.0225131347015827,-0.0100753691131733
"TWIST1",-0.029997915363769,0.436744411098418,0.36579023638059,0.264707270854083,0.258094274879385,0.249460317460317,0.237460317460317,0.217460317460317,0.217460317460317,0.22415674081879,0.131478793742945,0.533257739920491,0.239090096445931,0.0959921143349353,0.0466666666666667,0.0836096107282548,0.0695013195013195,0.0423188405797102,0,0.0317925247902365,0.0263198879743161,-0.00462531818464022,-0.00293040293040293,-0.0609941762115675,0.14538715797297,-0.078136667713979,0.247765700483092,0.0933333333333333,0.0864367816091954,0.0801867816091954,0.120937211733596,0.102109544053805,0.0937351598173516,0.0786666666666667,0.00769230769230769,0.0666666666666667,-0.0685112204914185,0,0.0333333333333333,-0.0959921143349353,-0.0959921143349353,0.266892128876375,-0.0966770458417846,-0.111111111111111,-0.166666666666667,-0.123931623931624,-0.195238095238095,-0.195238095238095,-0.23660925363053,-0.249059052827317,-0.254060211688922,-0.288206954335987,0.0299106123667527,0.0299106123667527,0.0117024770289627
"DSH",-0.0420331239291833,0.14502896645308,0.163929797768062,0.212937312305904,0.210354943650517,0.205497813160352,0.198308270676692,0.194736842105263,0.194736842105263,0.0653467644986113,0.0978903449491685,0.252501326805446,-0.0140645675896496,0.084072475390337,-0.0333333333333333,-0.00702213799638211,-0.0150080714523227,-0.0392156862745098,0.00666666666666668,-0.0392156862745098,-0.0414713253722542,0.0272126436781609,0.0191666666666667,-0.0428121878121878,0.0466371027346637,-0.0720941271524517,0.150127540377853,0.08,0.071304347826087,0.070351966873706,0.0315562456866805,0.0541706825399681,0.0511031978773914,0.0543290043290043,-0.00666666666666668,0.0590909090909091,0.0161401469240208,-0.0666666666666667,0.05,-0.084072475390337,-0.084072475390337,0.135256208499783,-0.0860332597040625,-0.0857142857142857,-0.2,-0.0915966386554622,-0.2,-0.2,-0.198308270676692,-0.205593038888612,0.0599504394919557,-0.244919670654142,0.0355016247001399,0.0355016247001399,-0.0210615299334812
"GSK3",-0.0397430475933055,0.14789363553441,0.166670734991758,0.214253101779589,0.212937312305904,0.20974309617922,0.205497813160352,0.198308270676692,0.198308270676692,0.0678285163234288,0.100228007286831,0.256556546822703,-0.111568727323427,0.0860332597040625,-0.0392156862745098,-0.00806020028011914,-0.0161401469240208,-0.0392156862745098,0.00666666666666668,-0.0414713253722542,-0.0431758708267996,0.0263579428234601,0.0272126436781609,-0.044065320644268,0.0471022190137335,-0.0720941271524517,0.153328564705638,0.071304347826087,0.070351966873706,0.0720941271524517,0.0336603431396151,0.0575199648366188,0.0541706825399681,0.0511031978773914,-0.0191666666666667,0.0543290043290043,0.0162900719615021,-0.00666666666666668,0.0590909090909091,-0.0860332597040625,-0.0860332597040625,0.138605490796433,-0.0872937639057431,-0.0915966386554622,-0.2,-0.0978903449491685,-0.194736842105263,-0.194736842105263,-0.205593038888612,-0.210354943650517,0.0573791115595852,-0.250246915707415,0.0392163349527402,0.0392163349527402,-0.0230544959358258
"SRC",-0.146705426356589,-0.0855991992756699,-0.167549393803323,-0.141717178900252,-0.137019192323071,-0.133360655737705,-0.135,-0.125,-0.125,-0.0753163961420842,0.0626190476190476,0.00562119668952614,-0.0677056277056277,-0.100225281602003,-0.0333333333333333,-0.0162777226084078,-0.0447368421052632,-0.0242424242424242,0.05,-0.0242424242424242,-0.0261292166952544,0.100854700854701,0.106410256410256,0.0591723688497882,-0.131428571428571,-0.0741738816738817,0.0113894151825186,0.0444444444444444,0.0569444444444444,0.0759920634920635,0.0222961760035473,0.00516339869281046,0.00222222222222222,0.0133333333333333,-0.0833333333333333,0.0333333333333333,0.0438359412043623,-0.1,0.0333333333333333,0.100225281602003,0.100225281602003,0.0894864612511671,0.0971949785716995,-0.065,0,-0.0697619047619048,0,0.1,0.135,0.133360655737705,0.058604077082338,0.181082918951082,0.050696316262354,0.050696316262354,-0.0188757136583224
"ZEB1",-0.0506470003137538,-0.321964199418231,-0.400983951598295,-0.321437678277483,-0.315566836790203,-0.298766672100844,-0.288801036362012,-0.269570267131243,-0.278361475922452,-0.0270972695162432,0.0220962971965646,-0.372499279418681,-0.272579298379706,-0.0686447204419855,0.15,0.101953754363081,0.0953600867965969,0.154,0.133333333333333,0.159882352941176,0.163847110650428,0.123890463864579,0.122461892436008,0.226020581610524,-0.0423001949317739,-0.033483192453895,-0.350173517320862,0.0298850574712644,0.0255372313843078,0.0311209877294855,-0.224916486532959,-0.179444275283714,-0.172682709447415,-0.162878787878788,-0.117543859649123,-0.158333333333333,-0.0943985483350585,-0.133333333333333,-0.158333333333333,0.0686447204419855,0.0686447204419855,-0.363650040589343,0.0684872401270249,-0.0354166666666667,0.233333333333333,-0.0295343137254902,0.256410256410256,0.247619047619048,0.297969319059706,0.308385985726373,0.29834194032323,0.345692774369936,0.0570633752289983,0.0570633752289983,0.193203419995148
"PI3K",-0.0532894736842105,0.189659325069191,0.192536403352891,0.240269754547763,0.234702744238485,0.226228167967298,0.215458937198068,0.211111111111111,0.211111111111111,0.0793859649122807,0.110918114143921,0.277572548309665,0.0721861471861472,0.0396190476190476,-0.0333333333333333,-0.00206504557225978,-0.00949179671868747,-0.0333333333333333,-0.0333333333333333,-0.0392156862745098,-0.0441337190613951,-0.0582202111613876,-0.0607843137254902,-0.0664350355526826,0.0576923076923077,-0.061052606408417,0.175778660240528,0.075,0.0691176470588235,0.0651176470588235,0.0784138486312399,0.0527777777777778,0.05,0.05,0.0666666666666667,0.05,0.0102917967186875,0,0,-0.0396190476190476,-0.0396190476190476,0.171814169570267,-0.0396190476190476,-0.1,-0.1,-0.107692307692308,-0.2,-0.2,-0.215458937198068,-0.226228167967298,0.0765322184221811,-0.259619047619048,0.0608156839833163,0.0608156839833163,-0.0317117788429264
"TGF",-0.049021103483346,-0.0800937808084128,-0.0701226422422522,-0.0571276819836899,-0.0542568685865607,-0.0585175202156334,-0.0528571428571429,-0.0428571428571429,-0.0333333333333333,-0.091507118311242,0.0064367816091954,-0.0708822882945556,-0.111601901034386,-0.0761904761904762,-0.166666666666667,-0.0754352030947776,-0.0712121212121212,-0.152380952380952,0.0333333333333333,-0.147117794486216,-0.140451127819549,0.0173558897243108,0.0226190476190476,-0.0536796536796537,-0.0802631578947368,0.0724603174603175,-0.0451851851851852,-0.18,-0.168888888888889,-0.168888888888889,-0.0569389701207883,0.060301724137931,0.066551724137931,0.07,-0.00833333333333333,0.0866666666666667,0.0712121212121212,0,0.0666666666666667,0.0761904761904762,0.0761904761904762,-0.0546739130434783,0.0744047619047619,-0.0133333333333333,0,-0.0133333333333333,0,0,0.0433333333333333,0.0489937106918239,0.0284620132468518,0.0479276895943563,0.0617483762106188,0.0617483762106188,-0.0617209897382311
