"","GSK3","Destcompl","RAS","SNAI2","RAF","PI3K","DELTA","SOSGRB2","AXIN2","cateninmemb","ZEB2","TGFR","CD44","NFB","TCFLEF","GLI","cateninnuc","Wnt","Frizzled","RKIP","Ecadherin","Csn","AKT","IKK","ZEB1","Csl","EGR1","KLF4","cfos","TrCP","ERK","Jagged","MEK","NOTCH","NOTCHic","FOXC2","miR200","SMO","Patched","HEY1","SMAD","ILK","SHH","SUFU","FUS","TWIST1","SRC","SNAI1","cMet","PAK1","DSH","STAT","TGF","CDC42","LIV1"
"TWIST1",0.0511063938739927,0.0585958302226824,-0.0536178244596274,-0.287686986320738,-0.0484808381582575,-0.0484808381582575,-0.0484808381582575,-0.0499775078722447,0.0323648394616137,-0.0284454282797937,-0.0583407969372882,-0.126742424242424,-0.00468561174790346,-0.123076923076923,-0.00728898081375338,-0.00397694235588971,-0.00792152825481146,-0.000776942355889713,0.00238095238095239,-0.0463965398748007,-0.0782740389324302,-0.1,-0.142447383125349,-0.137362637362637,-0.0874629014979892,-0.0637037037037037,-0.0666666666666667,-0.0641546800083385,0.0884057971014493,0.1,0.0936689549961861,0.011522809546102,0.0961565171852408,0.0646470999301188,0.0637037037037037,0.0592956274782982,-0.0720480033539461,0.0866666666666667,0.0907762557077626,0.153796485999876,0.148720908126849,0.145090545090545,0.0883132015205704,0.0333333333333333,0.0666666666666667,-0.0175251534633686,-0.00238095238095239,0.0659490754976119,0.00187436676798378,0.124242424242424,-0.0190476190476191,-0.0190476190476191,0.127881376406433,0.124242424242424,-0.0333333333333333
"KLF4",-0.437042404281597,-0.444815191457093,-0.375859728506787,-0.365717965402248,-0.361153846153846,-0.361153846153846,-0.361153846153846,-0.138993710691824,-0.339968078264307,-0.446719224768005,-0.0579772961816305,-0.0464242424242424,-0.274005035785801,-0.26,-0.268319417056704,-0.273150463072158,-0.261470101988211,-0.274874601003192,-0.272549019607843,-0.0976808905380334,-0.44256728508368,-0.2,-0.319259259259259,-0.293333333333333,-0.0946388028895769,0.0709090909090909,-0.16,-0.0185185185185185,0.187272727272727,0.1,0.19903743315508,-0.266772068511199,0.206253928000441,-0.0417175553692103,-0.0551196172248804,0.112531648405817,-0.052991452991453,0.25,0.25625,0.00432391138273491,0.0302608695652174,0.0186666666666667,0.26377688172043,0.2,0.233333333333333,0.293655773420479,0.272549019607843,0.1498324159255,0.274874601003192,0.00909090909090909,0.266666666666667,0.266666666666667,0.0615461936437546,0.0290909090909091,0.233333333333333
"HEY1",-0.437042404281597,-0.444815191457093,-0.375859728506787,-0.365717965402248,-0.361153846153846,-0.361153846153846,-0.361153846153846,-0.138993710691824,-0.339968078264307,-0.446719224768005,-0.0579772961816305,-0.0464242424242424,-0.274005035785801,-0.26,-0.268319417056704,-0.273150463072158,-0.261470101988211,-0.274874601003192,-0.272549019607843,-0.0976808905380334,-0.44256728508368,-0.2,-0.319259259259259,-0.293333333333333,-0.0946388028895769,0.0709090909090909,-0.16,-0.0185185185185185,0.187272727272727,0.1,0.19903743315508,-0.266772068511199,0.206253928000441,-0.0417175553692103,-0.0551196172248804,0.112531648405817,-0.052991452991453,0.25,0.25625,0.00432391138273491,0.0302608695652174,0.0186666666666667,0.26377688172043,0.2,0.233333333333333,0.293655773420479,0.272549019607843,0.1498324159255,0.274874601003192,0.00909090909090909,0.266666666666667,0.266666666666667,0.0615461936437546,0.0290909090909091,0.233333333333333
"FOXC2",-0.437042404281597,-0.444815191457093,-0.375859728506787,-0.365717965402248,-0.361153846153846,-0.361153846153846,-0.361153846153846,-0.138993710691824,-0.339968078264307,-0.446719224768005,-0.0579772961816305,-0.0464242424242424,-0.274005035785801,-0.26,-0.268319417056704,-0.273150463072158,-0.261470101988211,-0.274874601003192,-0.272549019607843,-0.0976808905380334,-0.44256728508368,-0.2,-0.319259259259259,-0.293333333333333,-0.0946388028895769,0.0709090909090909,-0.16,-0.0185185185185185,0.187272727272727,0.1,0.19903743315508,-0.266772068511199,0.206253928000441,-0.0417175553692103,-0.0551196172248804,0.112531648405817,-0.052991452991453,0.25,0.25625,0.00432391138273491,0.0302608695652174,0.0186666666666667,0.26377688172043,0.2,0.233333333333333,0.293655773420479,0.272549019607843,0.1498324159255,0.274874601003192,0.00909090909090909,0.266666666666667,0.266666666666667,0.0615461936437546,0.0290909090909091,0.233333333333333
"GLI",0.10283663762515,0.304081283539617,-0.0133204750541325,0.0266289533578197,-0.0246076037670038,-0.0246076037670038,-0.0246076037670038,-0.166267861931579,0.306364734299517,0.324994505585926,-0.0553342720600785,-0.365807850791585,0.25972788192843,-0.107602339181287,0.261675933876482,0.221942751019419,0.26089888665592,0.315559772296015,0.309677419354839,-0.156525920289575,0.301204751837985,-0.144444444444444,-0.109292390201695,-0.101479890201695,-0.218166495989077,-0.161450044208665,-0.0942857142857143,-0.0602934362934363,0.0859523809523809,0.133333333333333,0.0794588744588745,0.205908706998458,0.0711715816411949,0.168116710875332,0.161450044208665,-0.079516253869969,-0.0419212057292553,-0.018452380952381,-0.00212585034013606,0.152598995043817,0.132105145107223,0.142375415377494,-0.0082986898463089,0.019047619047619,-0.018452380952381,0.0436323994812959,-0.249677419354839,0.161928397614739,-0.254555468135326,0.373333333333333,-0.3,-0.24,0.366984321379821,0.366436781609195,-0.2
"RKIP",-0.183569739952719,-0.0909913791300493,-0.0353646353646354,0.445904295622778,-0.0584415584415584,-0.0584415584415584,-0.0584415584415584,0.00247619047619048,0.277203469292077,0.323670224846695,-0.0549402199904352,-0.177142857142857,0.251484480431849,-0.114285714285714,0.264771193718562,0.253589743589744,0.271641422726196,0.226666666666667,0.166666666666667,-0.11484593837535,0.321114335582467,-0.1,-0.136634199134199,-0.151785714285714,-0.169158297465328,-0.133333333333333,-0.07,-0.0749402199904352,0.12,0.1,0.116551724137931,0.227158622362357,0.0888921496698459,0.19032634032634,0.178787878787879,-0.152961980548187,-0.0735490427372832,0.14,0.112,0.151296941540844,0.159886691493283,0.14701540436457,0.0841311475409836,0.1,0.1,-0.0751723113487819,-0.166666666666667,0.154291098790047,-0.224561403508772,0.133333333333333,-0.1,-0.1,0.181815754339119,0.153333333333333,0
"NOTCHic",0.103044552104113,0.107389768941171,0.025619268287934,-0.0887871579784818,0.0211857707509881,0.0211857707509881,0.0211857707509881,-0.174736842105263,0.0902313566936208,0.11522699322933,-0.054573268921095,-0.227655913978495,0.085008325008325,-0.111111111111111,0.0862328148042434,0.0850319572900218,0.0863854865599686,0.0861072261072261,0.0830769230769231,-0.197240383058741,0.130727779409993,-0.1,-0.0661498708010336,-0.0777777777777778,-0.181368760064412,-0.188571428571429,-0.02,-0.0406314699792961,-0.0133333333333333,0,-0.0133333333333333,0.0974728043602216,-0.0161904761904762,0.073630851321853,0.0788940092165899,-0.0397366688610928,-0.0341455846658159,0.0461538461538462,0.0402714932126697,0.186655518394649,0.0811647824597465,0.0847619047619048,0.0585510631051428,0.1,0.1,0.0708964929112035,-0.0830769230769231,0.172967032967033,-0.0861072261072261,0.233333333333333,-0.06,-0.06,0.225745085953017,0.237333333333333,0
"TrCP",0.284797619047619,0.363516207531276,0.150396214657334,0.0294297897735022,0.138578032839152,0.138578032839152,0.138578032839152,-0.130569306930693,0.303947702698516,0.31986653871458,-0.0475915201221368,-0.227832951362363,0.253091309130913,-0.05,0.253091309130913,0.254525745257453,0.250332688441258,0.251111111111111,0.251111111111111,-0.184641141547219,0.295907588166252,-0.1,-0.0345029239766082,-0.0289473684210526,-0.174534618468893,-0.117948717948718,0.04,-0.0528696330991413,-0.0530434782608696,0.1,-0.061518054532056,0.161782336400818,-0.069518054532056,0.113553113553114,0.11025641025641,-0.0700542083948802,-0.0366330411567796,0.00937019969278035,0.0278887182112989,0.090808272334421,0.0677726574500768,0.0832565284178187,0.0248887182112989,0.0857142857142857,0.0190476190476191,0.000748541313758719,-0.251111111111111,0.136654785151205,-0.251111111111111,0.247619047619048,-0.24,-0.24,0.226193607100068,0.233893557422969,-0.2
"LIV1",0.284797619047619,0.363516207531276,0.150396214657334,0.0294297897735022,0.138578032839152,0.138578032839152,0.138578032839152,-0.130569306930693,0.303947702698516,0.31986653871458,-0.0475915201221368,-0.227832951362363,0.253091309130913,-0.05,0.253091309130913,0.254525745257453,0.250332688441258,0.251111111111111,0.251111111111111,-0.184641141547219,0.295907588166252,-0.1,-0.0345029239766082,-0.0289473684210526,-0.174534618468893,-0.117948717948718,0.04,-0.0528696330991413,-0.0530434782608696,0.1,-0.061518054532056,0.161782336400818,-0.069518054532056,0.113553113553114,0.11025641025641,-0.0700542083948802,-0.0366330411567796,0.00937019969278035,0.0278887182112989,0.090808272334421,0.0677726574500768,0.0832565284178187,0.0248887182112989,0.0857142857142857,0.0190476190476191,0.000748541313758719,-0.251111111111111,0.136654785151205,-0.251111111111111,0.247619047619048,-0.24,-0.24,0.226193607100068,0.233893557422969,-0.2
"EGR1",0.284797619047619,0.363516207531276,0.150396214657334,0.0294297897735022,0.138578032839152,0.138578032839152,0.138578032839152,-0.130569306930693,0.303947702698516,0.31986653871458,-0.0475915201221368,-0.227832951362363,0.253091309130913,-0.05,0.253091309130913,0.254525745257453,0.250332688441258,0.251111111111111,0.251111111111111,-0.184641141547219,0.295907588166252,-0.1,-0.0345029239766082,-0.0289473684210526,-0.174534618468893,-0.117948717948718,0.04,-0.0528696330991413,-0.0530434782608696,0.1,-0.061518054532056,0.161782336400818,-0.069518054532056,0.113553113553114,0.11025641025641,-0.0700542083948802,-0.0366330411567796,0.00937019969278035,0.0278887182112989,0.090808272334421,0.0677726574500768,0.0832565284178187,0.0248887182112989,0.0857142857142857,0.0190476190476191,0.000748541313758719,-0.251111111111111,0.136654785151205,-0.251111111111111,0.247619047619048,-0.24,-0.24,0.226193607100068,0.233893557422969,-0.2
"Jagged",0.0770114942528736,0.0897760617760618,0.0139393939393939,-0.0980140774258421,-0.0133333333333333,-0.0133333333333333,-0.0133333333333333,-0.18,0.0728571428571429,0.105783793671118,-0.0442028985507246,-0.233333333333333,0.0830769230769231,0,0.0861072261072261,0.0830769230769231,0.085008325008325,0.06,0,-0.21025641025641,0.125929824561404,0,-0.111111111111111,-0.1,-0.205072463768116,-0.1,0.1,-0.0833333333333333,0,0,0.02,0.0825108225108225,-0.0133333333333333,0.188571428571429,0.16,-0.0328571428571428,-0.056969696969697,0.1,0.1,0.15,0.0547619047619048,0.05,0.0461538461538462,0,0,0.08,0,0.166666666666667,-0.06,0.2,0,0,0.237333333333333,0.2,0
"NOTCH",0.0906478578892372,0.100056435607837,0.0211857707509881,-0.0921939716057363,0.0139393939393939,0.0139393939393939,0.0139393939393939,-0.174736842105263,0.0860646900269542,0.112590076393631,-0.0404991948470209,-0.237333333333333,0.0861072261072261,-0.1,0.085008325008325,0.0861072261072261,0.0862328148042434,0.0830769230769231,0.06,-0.193015030946065,0.12996208262592,0,-0.0777777777777778,-0.111111111111111,-0.193961352657005,-0.16,0,-0.0442028985507246,0.02,0,-0.0133333333333333,0.0862145262145262,-0.0133333333333333,0.0788940092165899,0.188571428571429,-0.0348979591836735,-0.0312554112554113,0.1,0.0461538461538462,0.154347826086957,0.0847619047619048,0.0547619047619048,0.0402714932126697,0,0.1,0.0715254237288136,-0.06,0.168205128205128,-0.0830769230769231,0.2,0,0,0.227655913978495,0.233333333333333,0
"SNAI1",0.294104549740688,0.369217961917241,0.15778537721891,0.0291280800852689,0.150396214657334,0.150396214657334,0.150396214657334,-0.129437231458995,0.305812504563318,0.318726642341523,-0.0356604008109437,-0.226193607100068,0.253091309130913,-0.0289473684210526,0.250332688441258,0.254342929900963,0.247080236195517,0.254525745257453,0.251111111111111,-0.173344070417512,0.29621976298415,-0.05,-0.024780701754386,-0.0345029239766082,-0.171951592638634,-0.11025641025641,0.0530434782608696,-0.0538042125383936,-0.061518054532056,0.1,-0.069518054532056,0.156135277577289,-0.0766929424244327,0.10865515436944,0.113553113553114,-0.0630656442271547,-0.0307732909166259,0.0278887182112989,0.0248887182112989,0.0753320818582306,0.0664196439199415,0.0677726574500768,0.0142091065608134,0.0190476190476191,0.00937019969278035,-0.00448222791701051,-0.251111111111111,0.0250889488522728,-0.253091309130913,0.233893557422969,-0.251111111111111,-0.251111111111111,0.220548445809745,0.227832951362363,-0.24
"SHH",0.302564102564103,0.360779220779221,0.223076923076923,0.270574712643678,0.2,0.2,0.2,-0.15,0.276190476190476,0.244587813620072,-0.025,-0.233333333333333,0.15,0,0.17,0.25,0.181111111111111,0.2,0.2,-0.12,0.214166666666667,0,0.1,0.1,-0.175,-0.1,0,0,-0.1,0,-0.1,0.191428571428571,-0.12,0,0,-0.1,-0.05,-0.1,-0.0666666666666667,0.133333333333333,0.133333333333333,0.133333333333333,-0.106666666666667,0,0,-0.025,-0.1,0.1,-0.1,0.2,-0.2,-0.1,0.233333333333333,0.233333333333333,0
"Patched",0.331135531135531,0.392647352647353,0.254326923076923,0.285241379310345,0.223076923076923,0.223076923076923,0.223076923076923,-0.15,0.303463203463203,0.258476702508961,-0.025,-0.233333333333333,0.17,0.1,0.181111111111111,0.2625,0.182081984897519,0.25,0.2,-0.12,0.220962783171521,0,0.0571428571428571,0.1,-0.175,0,0.1,-0.0333333333333333,-0.1,0,-0.12,0.202539682539683,-0.112307692307692,0.0454545454545455,0,-0.11,-0.0642857142857143,-0.0666666666666667,-0.106666666666667,0.141025641025641,0.113333333333333,0.133333333333333,-0.119166666666667,0,-0.1,-0.0361111111111111,-0.1,0.0774193548387097,-0.15,0.233333333333333,-0.2,-0.1,0.233333333333333,0.233333333333333,-0.1
"SMO",0.357349123368541,0.411252003810143,0.272931574239714,0.291908045977012,0.254326923076923,0.254326923076923,0.254326923076923,-0.144736842105263,0.320704582773548,0.262360197654592,-0.00635593220338983,-0.233333333333333,0.181111111111111,0.1,0.182081984897519,0.273611111111111,0.17757070670203,0.2625,0.25,-0.103333333333333,0.226497838522075,0.1,0.0691428571428571,0.0571428571428571,-0.169915254237288,0,0.1,-0.0333333333333333,-0.12,0,-0.112307692307692,0.202539682539683,-0.121398601398601,0.0454545454545455,0.0454545454545455,-0.103103448275862,-0.0554249547920434,-0.106666666666667,-0.119166666666667,0.117216117216117,0.111746031746032,0.113333333333333,-0.135833333333333,-0.1,-0.0666666666666667,-0.0508169934640523,-0.15,0.0583717357910906,-0.17,0.233333333333333,-0.2,-0.1,0.222522522522523,0.233333333333333,-0.1
"SUFU",0.385717033540408,0.427703728122029,0.291051081176865,0.294307897332505,0.284721967252814,0.284721967252814,0.284721967252814,-0.130750828119249,0.327302688872724,0.26073604650412,-0.000834459810751793,-0.210820394862948,0.17757070670203,0.0691428571428571,0.174038098006378,0.269521891780256,0.170201780870828,0.273611111111111,0.273611111111111,-0.0772361315660285,0.22238034913816,0.0571428571428571,0.107475330039088,0.0960659340659341,-0.144210621890885,-0.0454545454545455,0.112307692307692,-0.0111089296816204,-0.121398601398601,-0.1,-0.127145727835383,0.201827093466048,-0.128422323580064,0.0277417027417027,0.0340909090909091,-0.0974191071500948,-0.041685030613752,-0.135833333333333,-0.140883838383838,0.124200576793557,0.111778811303508,0.117552483358935,-0.137408934908935,-0.106666666666667,-0.119166666666667,-0.0628103005294164,-0.181111111111111,0.0407477442768352,-0.182081984897519,0.233333333333333,-0.2625,-0.17,0.202733609853086,0.222522522522523,-0.15
"FUS",0.374405979555832,0.421908938116713,0.284721967252814,0.29424197775439,0.272931574239714,0.272931574239714,0.272931574239714,-0.137044534412955,0.327536880910194,0.262918856872469,-0.000834459810751793,-0.222522522522523,0.182081984897519,0.0571428571428571,0.17757070670203,0.273611111111111,0.174038098006378,0.273611111111111,0.2625,-0.085807560137457,0.225675920713855,0.1,0.0960659340659341,0.0691428571428571,-0.155804824789435,-0.0454545454545455,0.12,-0.0153005464480874,-0.112307692307692,-0.1,-0.121398601398601,0.202539682539683,-0.127145727835383,0.0340909090909091,0.0454545454545455,-0.0991560798548095,-0.0435437666732315,-0.119166666666667,-0.135833333333333,0.115766841853798,0.117552483358935,0.111746031746032,-0.140883838383838,-0.0666666666666667,-0.106666666666667,-0.0597175170242617,-0.17,0.0470509810741095,-0.181111111111111,0.233333333333333,-0.25,-0.15,0.210820394862948,0.233333333333333,-0.1
"miR200",-0.0425026951606115,-0.169742842265498,-0.0925506555081871,-0.0965807792186928,-0.0918025258323766,-0.0918025258323766,-0.0918025258323766,0.103359123146357,-0.162055191897789,-0.145493429700598,0.00108870967741935,0.156696710942442,-0.122556953838321,0.0589473684210526,-0.119382350663717,-0.125998452251973,-0.121655077936445,-0.131492957746479,-0.116,0.0673755336292443,-0.080741419380329,-0.02,0.0260093630302171,0.0675187969924812,0.1434229390681,0.0705418719211823,-0.0285714285714286,0.0109903381642512,0.0285714285714286,0,0.0649350649350649,-0.0866227123791257,0.0642547928262214,-0.0691391834349169,-0.0877832512315271,-0.00956696420111054,-0.0655085692447894,-0.0741666666666667,-0.017204641350211,-0.0388983050847458,-0.0736973025956853,-0.0395280235988201,-0.0150307283067327,0.02,-0.0675,0.0593814978477555,0.110434782608696,-0.0603513153513153,0.125927740355175,-0.120833333333333,0.08,0.08,-0.145068803965697,-0.150245098039216,0.1
"SRC",0.252554112554113,0.0291555183946488,0.166151249668146,-0.197159486680397,0.1706967042136,0.1706967042136,0.1706967042136,-0.251428571428571,-0.13616388286795,-0.113544753779374,0.0427672955974843,-0.0619047619047619,-0.0964754098360656,0.0833333333333333,-0.112329068372651,-0.0964754098360656,-0.119264191415157,-0.085,-0.075,-0.0501466275659824,-0.0343676965735789,0.15,0.103418803418803,0.0756410256410256,-0.0936433063791554,0.11,0.166666666666667,0.134883720930233,-0.121212121212121,-0.1,-0.132323232323232,-0.0143383909668313,-0.134210024776063,-0.117142857142857,-0.0957142857142857,0.131456582633053,0.00632411067193676,0.0666666666666667,0.0333333333333333,-0.00759682224428997,0.0338786154575628,0.0131578947368421,0.0245098039215686,-0.0333333333333333,0.0666666666666667,0.0894505494505494,0.075,-0.0679759344477044,0.085,0.0666666666666667,0.1,0.2,0.0491774891774892,0.0666666666666667,0.2
