"","GSK3","CDC42","PAK1","Destcompl","ERK","LIV1","DSH","SRC","ZEB2","cMet","Frizzled","cateninnuc","RAF","TCFLEF","CD44","AXIN2","Wnt","GLI","Jagged","miR200","ILK","FOXC2","Csn","Patched","SMO","TrCP","SUFU","FUS","NFB","IKK","SHH","SMAD","AKT","HEY1","KLF4","NOTCH","NOTCHic","RKIP","TWIST1","Csl","cateninmemb","PI3K","DELTA","RAS","SNAI1","Ecadherin","STAT","SNAI2","MEK","ZEB1","cfos","EGR1","TGFR","TGF","SOSGRB2"
"SOSGRB2",0.0412931995540691,-0.0428571428571429,-0.0428571428571429,-0.112556645442552,-0.0115830115830116,0,0,-0.0428571428571429,-0.012531328320802,-0.0559006211180124,-0.0428571428571429,-0.0462916498162023,-0.0171374764595104,-0.0483949002942138,-0.0515527950310559,-0.0303630363036304,-0.0595238095238095,-0.055175983436853,-0.0218239276122375,-0.00946022225585913,-0.00301075268817204,0.00315018315018315,0.2,0.0135135135135135,0,-0.3,0,0,0.188888888888889,0.183625730994152,-0.0111879321181647,0.00510865478607414,0.175292397660819,-0.109090909090909,-0.0182456140350877,-0.165665320594898,-0.175524475524476,-0.0344298245614035,0.0386666666666667,-0.190909090909091,0.117772824772825,0.0171374764595104,0.0171374764595104,0.0235477328697668,0.0198407960199005,0.152928905656417,0,-0.157522200791924,0.0206739206739207,-0.00115288220551378,0.0142857142857143,-0.019047619047619,0.0351648351648352,0.0344556153066791,0.0216666666666667
"SNAI2",0.256366725062377,0.015406162464986,0.00588235294117647,0.25195725000728,0.129411764705882,0.22,0.192727272727273,0.164155844155844,0.0522269771344661,0.151479787817816,0.164155844155844,0.160660006369284,-0.0349627119980624,0.157709695810278,0.15255505663502,0.105489415478834,0.151479787817816,0.153084065892682,0.154208857409869,0.0464188012251549,-0.0241448692152917,0.153440412567442,0.133333333333333,-0.192148859543818,-0.202352941176471,-0.1,0.2,-0.22,0.108333333333333,0.0772988505747126,0.190740408839592,0.0284510893109855,0.0544072843096524,-0.00795660036166365,0.0201923076923077,-0.150677830940989,-0.168859649122807,-0.041525641025641,0.151839912157216,-0.198684210526316,-0.103111603616503,0.0349627119980624,0.0349627119980624,0.036332575011761,-0.0547526692711822,-0.259068356316481,-0.192727272727273,0.174802267800875,-0.121303656597774,-0.0199876232431298,-0.13921568627451,-0.133333333333333,-0.0230984701572937,-0.0255829422069831,-0.163218390804598
"HEY1",0.208248317328406,0.0210909090909091,0.00909090909090909,0.204363474715085,0.0932620320855615,0.166666666666667,0.1,0.0705882352941176,0.0540041279669763,0.0682626538987688,0.0705882352941176,0.0871391079985701,0.0226923076923077,0.0855201789823808,0.0778278712900732,0.0523692103746624,0.0682626538987688,0.0786074814849757,0.0756067420835037,0.0466422466422466,-0.028,0.106943604221281,0.1,-0.127083333333333,-0.133333333333333,-0.1,0.2,-0.166666666666667,0.04,0.00666666666666667,0.130309139784946,0.0294492753623188,-0.0118518518518518,0.000687547746371277,0.0259259259259259,-0.0734444828096483,-0.0847846889952153,-0.0459389816532674,0.101381263616558,-0.116363636363636,-0.00399589683126268,-0.0226923076923077,-0.0226923076923077,-0.0153393665158371,-0.057416554079322,-0.0554061899674205,-0.1,-0.139815877327888,-0.0860455372402007,-0.0173426212590299,-0.110909090909091,-0.12,-0.0277575757575758,-0.027269770879527,-0.118582046883934
"cateninnuc",0.16694302361846,0.027956043956044,0.0325714285714286,0.161192179874675,0.0458718802142027,-0.109090909090909,-0.0937062937062937,-0.077039627039627,0.0548318921190489,-0.0705178879091923,-0.0758980745282115,-0.177768282799045,0.113187308187308,-0.0758627318462692,-0.0725020148933192,-0.0465970671175059,-0.0693763353977767,-0.071747876899753,-0.0864424500859814,0.0421753059683383,-0.027008658008658,0.0553339829569338,-0.125,0.00830431388521196,0.0151366120218579,0.1,-0.0333333333333333,0.0233333333333333,-0.134090909090909,-0.126090909090909,-0.00982936835144289,0.0271450836566798,-0.118278409090909,0.0158601590632916,0.0315539739027283,-0.00207703098519023,0.00519569628753704,-0.0997564354586687,-0.0379283888235732,0.0168236032642812,0.0690555274165526,-0.113187308187308,-0.113187308187308,-0.11503916003916,-0.108804368167622,0.148009924644838,0.0937062937062937,-0.0833067552704099,-0.0509177517738358,-0.0212888621723027,-0.0433402346445825,-0.0449275362318841,-0.0262319060250095,-0.0264502466363632,-0.065385372725604
"ZEB1",-0.0954688572713714,0.174196235215725,0.178544061302682,-0.197259619394601,0.0828627450980392,-0.2,-0.171428571428571,-0.149343339587242,0.0607114106166051,-0.149343339587242,-0.159233449477352,-0.16030473036137,0.0993783532172679,-0.160011188287006,-0.156287784031686,-0.0806152549515381,-0.159233449477352,-0.165762659099345,0.00248473515047343,0.0141167192845279,0.0231566969660885,-0.0400583452994129,0,0.0831996434937612,0.0871212121212121,0,-0.0916666666666667,0.0916666666666667,0.00526315789473684,0.0167385677308024,-0.0835555153798822,-0.0226759277353192,0.0224528534450881,-0.0239330531299443,0.0654967923684404,-0.000487157672986557,0.00281862745098038,-0.0601520594170497,-0.190405555080027,0.0145833333333333,0.00648545243823515,-0.0993783532172679,-0.0993783532172679,-0.103315361091284,-0.0714149931013337,0.0873323214871244,0.161538461538462,0.110601133377495,-0.0868275028072903,-0.115847854999456,-0.0793333333333333,-0.0833333333333333,-0.173688621002528,-0.175657124939535,-0.108810916179337
"ERK",0.218765320324831,0.144672897196262,0.14,0.292479225031456,-0.0151687454145268,0.0333333333333333,0.0433333333333333,0.0347503373819163,0.0898551120851644,0.0298552324868114,0.0394871794871795,0.0272607881211938,0.196898656898657,0.0266357881211938,0.0275651561509336,0.0168399659307347,0.0345920745920746,0.0323364354943302,-0.0998610937389794,0.0723844409097704,-0.116910546515575,0.025531897945691,-0.226785714285714,-0.122371370406086,-0.125639344262295,0.214285714285714,0.12,-0.124,-0.217694805194805,-0.21651833460657,0.122371370406086,0.116302643780012,-0.219270628184552,0.136227110385106,0.0879383403957159,0.207749838459344,0.204148730426103,-0.0435737262211731,-0.136868639324379,0.203418803418803,-0.131949322381507,-0.196898656898657,-0.196898656898657,-0.198768843917359,-0.201410801302575,-0.16496541802692,-0.0385964912280702,0.286844659219507,0.0176757092028276,-0.0111031096005395,-0.0798312545854732,-0.073448275862069,-0.145402824203561,-0.145677549478286,-0.136182462629065
"miR200",-0.146112991896421,-0.00196078431372549,0,-0.21352854822083,-0.0242857142857143,-0.2,-0.2,-0.178260869565217,0.0910797491039426,-0.165584813227189,-0.18,-0.16677391127022,0.0703214695752009,-0.164198153694462,-0.162214026710335,-0.10950614014067,-0.167323943661972,-0.164027240365269,-0.0314126428514345,-0.00771085045712438,0.00265486725663717,-0.0311303330815526,-0.02,0.0261708860759494,0.0325,0,-0.02,0.0325,-0.0252631578947368,-0.0166917293233083,-0.022910016510732,-0.00484922462340833,-0.00725776705915733,0.00169491525423729,0.0984126984126984,0.0417778519940998,0.052512315270936,0.00982820201106368,-0.107398715803624,0.0663054187192118,0.0892635349460628,-0.0703214695752009,-0.0703214695752009,-0.0690745867821835,0.0137129537129537,0.189327098620998,0.2,0.148119297095678,0.0195238095238095,0.103835125448029,0.0242857142857143,0.0142857142857143,0.00518659076533839,0.00751217216068723,0.045902643455835
"RAS",0.408320413436693,0.14,0.1,0.298216601123578,0.0492105263157895,0,-0.1,-0.15,0.187573637702504,-0.144117647058824,-0.15,-0.14499013121381,0.317435897435897,-0.14470684509483,-0.146245306633292,-0.115256916996047,-0.144117647058824,-0.144117647058824,-0.204983244628425,0.170984615384615,-0.196536796536797,0.121746031746032,-0.1,-0.178666666666667,-0.166666666666667,0,0.1,-0.2,-0.2,-0.206666666666667,0.180361581920904,0.202659245516388,-0.228888888888889,0.107707509881423,0.180357142857143,0.228997020854022,0.215789473684211,-0.0640062893081761,-0.121614839061648,0.2,-0.0625764675090907,-0.317435897435897,-0.317435897435897,-0.413589743589744,-0.21866273352999,-0.0298625660189416,0.1,0.282514407106927,-0.051171310629515,-0.0625073637702504,-0.065,-0.04,-0.157647058823529,-0.162597553873034,-0.10995670995671
"STAT",-0.177839341344014,0.140909090909091,0.140909090909091,-0.21568170860388,0.134901960784314,-0.3,-0.185714285714286,-0.160714285714286,0.221382463690156,-0.147077922077922,-0.160714285714286,-0.153638069204614,0.101380272952854,-0.151850226534769,-0.149642024642025,-0.103670055434761,-0.147077922077922,-0.147918258212376,-0.0775659082701336,0.140080135037579,-0.0308373590982287,-0.0856087252897069,-0.1,-0.0259302325581395,-0.005,0.1,0.05,-0.025,-0.12,-0.0961904761904762,0.0285850998147767,0.028538508523516,-0.0877158999192897,0.042,0.332739156268568,0.1042117502997,0.114891361950185,-0.00633365508365509,-0.175782022408709,0.13921568627451,0.0853954606145641,-0.101380272952854,-0.101380272952854,-0.100634004296137,-0.00402255980007561,0.191970036953881,0.185714285714286,0.0401244535243972,-0.144579380139152,0.118656984041599,-0.146666666666667,-0.166666666666667,-0.138277511961722,-0.136828236599404,-0.0522577996715928
"SMO",0.140897613713148,0.0133333333333333,0.0333333333333333,0.142641234734258,0.0969230769230769,0.1,-0.1,-0.1,0.223305084745763,-0.106666666666667,-0.2,-0.0752913026903829,0.0947115384615385,-0.0790507011866235,-0.0955555555555555,-0.0636512912374981,-0.2125,-0.201388888888889,-0.0322751322751323,0.182519590114527,-0.0466666666666667,0.046551724137931,0.1,-0.015,-0.04,0,-0.1,0,0,-0.0142857142857143,-0.00166666666666666,0.0577777777777778,-0.0342857142857143,0.0351648351648352,0.216666666666667,-0.0395454545454545,-0.0545454545454545,-0.0542857142857143,-0.0802287581699346,-0.1,0.0855774785120228,-0.0947115384615385,-0.0947115384615385,-0.0761068872987478,-0.0651305683563748,0.0907189899568899,0,-0.118060207991242,-0.0817715617715618,0.0532485875706215,-0.12,-0.1,-0.0133333333333333,-0.016036036036036,0.00964912280701754
"FUS",0.140563165552613,0.0133333333333333,0.0133333333333333,0.145122986559076,0.0817715617715618,0,-0.2,-0.106666666666667,0.223918581678278,-0.0955555555555555,-0.2125,-0.076378259212122,0.0761068872987478,-0.0752913026903829,-0.0790507011866235,-0.0543345210511627,-0.201388888888889,-0.184081196581197,-0.0262510358895901,0.181529491104626,-0.0577777777777778,0.046551724137931,0,0.00166666666666666,-0.015,-0.1,0,-0.04,-0.0142857142857143,-0.0342857142857143,0.00944444444444445,0.0571326164874552,-0.0304395604395604,0.0540054148749801,0.218306010928962,-0.0463636363636364,-0.0395454545454545,-0.0532547864506627,-0.0713282346097252,-0.0545454545454545,0.084646379815561,-0.0761068872987478,-0.0761068872987478,-0.0651898567310622,-0.0632437759035446,0.0953765242034652,0.1,-0.123266671186934,-0.0737255847600675,0.0587700599632595,-0.0969230769230769,-0.12,-0.016036036036036,-0.0139083764615679,0.0173414304993252
"Patched",0.13992673992674,0.0333333333333333,0.0333333333333333,0.13954045954046,0.12,0.1,0,0,0.225,-0.1,-0.1,-0.0790507011866235,0.0884615384615385,-0.0955555555555555,-0.106666666666667,-0.0670995670995671,-0.2,-0.2125,-0.0465608465608466,0.176190476190476,-0.0666666666666667,0.05,0,-0.04,0,0,-0.2,0.1,0.1,0,0.015,0.0466666666666667,-0.0142857142857143,0.058974358974359,0.216666666666667,-0.0545454545454545,-0.1,-0.0542857142857143,-0.0861111111111111,-0.2,0.0787813620071685,-0.0884615384615385,-0.0884615384615385,-0.0947115384615385,-0.0698924731182796,0.0962540453074434,-0.1,-0.108536398467433,-0.0969230769230769,0.0583333333333333,-0.1,-0.1,-0.0133333333333333,-0.0133333333333333,-0.0166666666666667
"NOTCH",0.0257488679902473,0.0888888888888889,0.1,0.00914199112329953,0.18,0,0,0.02,0.233252818035427,0.0123076923076923,0.02,-0.00544883687740831,0.0533333333333333,-0.00667332667332667,0.00321678321678322,0.0023989218328841,0.0123076923076923,0.00321678321678322,-0.0714381914381914,0.148917748917749,-0.0404761904761905,-0.0551020408163265,-0.1,-0.0435897435897436,-0.0666666666666667,0,0.1,-0.0666666666666667,-0.0666666666666667,-0.0777777777777778,0.0553544494720965,0.0404761904761905,-0.0666666666666667,0.147101449275362,0.225845410628019,0.0767741935483871,0.18,-0.0359858532272325,-0.065864406779661,0.18,0.00213562191808633,-0.0533333333333333,-0.0533333333333333,-0.0605797101449275,-0.0432051282051282,0.0144555744199208,0,-0.121050300462065,-0.165714285714286,0.103623188405797,-0.18,-0.2,-0.0928888888888889,-0.0961146953405018,-0.174736842105263
"NOTCHic",0.0224430828662804,0.0928888888888889,0.0888888888888889,0.00747532445663287,0.165714285714286,0,0.02,0.0123076923076923,0.235475040257649,0.00321678321678322,0.0123076923076923,-0.00254807351862968,0.0605797101449275,-0.00544883687740831,-0.00667332667332667,-0.00315663372267146,0.00321678321678322,-0.00431009850364689,-0.0773984563388537,0.151807922328154,-0.0404761904761905,-0.0599407504937459,-0.0666666666666667,-0.0553544494720965,-0.0435897435897436,0.1,0.0666666666666667,-0.0666666666666667,-0.0777777777777778,-0.0666666666666667,0.0521286430204836,0.0426344638574854,-0.0782945736434109,0.145562987736901,0.232988267770876,0.0873005093378608,0.0767741935483871,-0.0373943039314579,-0.0715247841381516,0.18,0.0031498207010478,-0.0605797101449275,-0.0605797101449275,-0.0620575426572428,-0.0426760276760277,0.00787058207688861,-0.02,-0.120449098057256,-0.168571428571429,0.104363929146538,-0.18,-0.18,-0.0961146953405018,-0.099299408716298,-0.174736842105263
"Csl",0.0199394009811552,0.0961146953405018,0.0928888888888889,0.0080237705261027,0.168571428571429,0.02,0.0123076923076923,0.00321678321678322,0.23658001263334,-0.00667332667332667,0.00321678321678322,0.000253527396178783,0.0620575426572428,-0.00254807351862968,-0.00544883687740831,-0.0003288702265275,-0.00431009850364689,-0.00350364689074366,-0.0773984563388537,0.152025787251901,-0.0426344638574854,-0.0628143137121367,-0.0777777777777778,-0.0521286430204836,-0.0553544494720965,0.0666666666666667,0.0666666666666667,-0.0435897435897436,-0.0666666666666667,-0.0782945736434109,0.0504045050894491,0.0415233527463743,-0.0821705426356589,0.147523772050626,0.234416839199448,0.0936641457014971,0.0873005093378608,-0.0387767924107206,-0.070847583235217,0.0767741935483871,0.00131495831572669,-0.0620575426572428,-0.0620575426572428,-0.0598516603043016,-0.0414902569250395,0.00740546579781884,-0.0123076923076923,-0.122611663307069,-0.16639751552795,0.106021387710074,-0.165714285714286,-0.18,-0.099299408716298,-0.0995261660859125,-0.170671801454857
"IKK",0.170622710622711,0.0888888888888889,0.1,0.0957601131205134,0.00228571428571429,-0.1,-0.15,-0.161111111111111,0.250380952380952,-0.138034188034188,-0.161111111111111,-0.127978351001307,0.158136721113128,-0.122493118933797,-0.124188034188034,-0.102142857142857,-0.138034188034188,-0.124188034188034,-0.136749453295845,0.188729096989967,-0.143055555555556,0.0496969696969697,-0.1,-0.108888888888889,-0.12,0,0.1,-0.16,-0.171428571428571,-0.271428571428571,0.112337164750958,0.149986248624862,-0.268725868725869,0.155521155830753,0.254945054945055,0.257287157287157,0.268398268398268,-0.0928051001821494,-0.114117647058824,0.263636363636364,0.0484304150225938,-0.158136721113128,-0.158136721113128,-0.14827756618355,-0.0838210347752333,0.0925759159750772,0.15,0.311144238517325,-6.34920634920631e-05,0.0684260651629073,-0.0142857142857143,0,-0.0888888888888889,-0.0912888888888889,0.0165966386554622
"NFB",0.171014867485456,0.0888888888888889,0.0888888888888889,0.0947634353796496,6.34920634920631e-05,-0.15,-0.161111111111111,-0.138034188034188,0.250764094143405,-0.124188034188034,-0.138034188034188,-0.131194037275817,0.14827756618355,-0.127978351001307,-0.122493118933797,-0.102142857142857,-0.124188034188034,-0.121940843176798,-0.138188302216708,0.18782275257909,-0.149986248624862,0.0516890015694797,-0.171428571428571,-0.112337164750958,-0.108888888888889,0.1,0.16,-0.12,-0.271428571428571,-0.268725868725869,0.121975718967825,0.148871006989175,-0.255392535392535,0.168021155830753,0.254945054945055,0.243738770190383,0.257287157287157,-0.0928051001821494,-0.113800186741363,0.268398268398268,0.0470576589507881,-0.14827756618355,-0.14827756618355,-0.149272591059172,-0.084095007377973,0.0959467024919311,0.161111111111111,0.312973506810008,-0.00333146591970121,0.071108057500072,-0.00228571428571429,-0.0142857142857143,-0.0912888888888889,-0.0906559774964838,0.0134387439186201
"Csn",0.282805237949995,0.282462686567164,0.275,0.222678094673971,0.0451515151515151,-0.2,-0.2,-0.196551724137931,0.289799834574028,-0.190527627752389,-0.196551724137931,-0.194381208309142,0.351323853515684,-0.19396028227186,-0.1936387388635,-0.138717441768964,-0.190527627752389,-0.191837671420511,-0.10377057950411,0.213452429338626,-0.0550038819875776,0.0385032821854206,-0.2,-0.0366475818088721,-0.0248196248196248,0.1,0.0571428571428571,-0.046031746031746,-0.225,-0.216666666666667,0.0382869260711672,0.0537185349438759,-0.219066666666667,0.0698532668881506,0.293294548588666,0.236484348984349,0.237445887445887,-0.178801022358634,-0.218278011531868,0.243939393939394,-0.00939864622656767,-0.351323853515684,-0.351323853515684,-0.350364160617411,-0.169339576688949,0.0848785605171313,0.2,-0.000697644469585962,-0.0493181818181818,0.0837766749379653,-0.0542424242424242,-0.0633333333333333,-0.283744737849215,-0.284460728302676,-0.137267381528883
"Destcompl",0.282108502686044,0.206966924700915,0.204897959183673,0.209319704232342,-0.0256333830104322,-0.188888888888889,-0.181746031746032,-0.18311589475973,0.314203192223544,-0.187593506700029,-0.18311589475973,-0.193186009700941,0.269948086309523,-0.193440981654026,-0.192071118640327,-0.0969330577641081,-0.188066389809235,-0.192333551219254,-0.236466096327941,0.276085844254015,-0.120793650793651,0.059399550228276,-0.280952380952381,0.0485860055415174,0.0480678708264915,0.266666666666667,-0.0555555555555556,0.0452107279693487,-0.285300207039337,-0.282597504336635,-0.0503268179206277,0.122548036758563,-0.284610927155427,0.13962823501285,0.318215750853758,0.246266881589266,0.243260869565217,-0.263246643436763,-0.230659087240007,0.244347826086957,-0.231148024657069,-0.269948086309523,-0.269948086309523,-0.272145888507325,-0.262095091690306,-0.0785614011263955,0.181746031746032,0.171614519470338,0.0247895011538921,-0.0550534484530784,0.0272727272727273,0.0333333333333333,-0.209598503648283,-0.211273380495574,-0.0412890336792976
"Wnt",0.29435736677116,0.3,0.3,0.2476174909323,0.0133333333333333,0,0,-0.2,0.320086083213773,-0.2,-0.1,-0.189580739929293,0.34812030075188,-0.187593984962406,-0.194736842105263,-0.124242424242424,-0.2,-0.194736842105263,-0.113382352941176,0.253535353535354,-0.0547008547008547,0.0424291497975709,-0.1,-0.0409090909090909,-0.05,0.1,0,-0.1,-0.2,-0.22,0.0266233766233766,0.0663287616775989,-0.245,0.0635897435897436,0.317647058823529,0.259523809523809,0.242857142857143,-0.205,-0.237647058823529,0.2,-0.0540254237288136,-0.34812030075188,-0.34812030075188,-0.339029391660971,-0.196428571428571,0.0631327039076842,0.1,0.0381034482758621,-0.00745098039215686,0.0583452893352463,-0.0333333333333333,0,-0.306666666666667,-0.31536231884058,-0.124242424242424
"GSK3",0.191142440933922,0.316314699792961,0.31536231884058,0.246789798691365,0.00750667518469376,-0.2,-0.194736842105263,-0.187593984962406,0.324590813032966,-0.189580739929293,-0.187593984962406,-0.192213440335697,0.334812271742137,-0.192345019283065,-0.191009311357865,-0.122392640948095,-0.188247579733648,-0.190134372186478,-0.115313633151187,0.253901930966515,-0.0635073897855164,0.0415177804651489,-0.245,-0.0381412867757613,-0.0363007959782153,0.22,0.0409090909090909,-0.0266233766233766,-0.23875,-0.239899425287356,0.0367058800771967,0.0624579145231475,-0.237335322723254,0.0841470449636229,0.329205080090288,0.25076433370551,0.251543554484731,-0.208122754438544,-0.238556266487307,0.253641456582633,-0.0567232933963433,-0.334812271742137,-0.334812271742137,-0.335862691910204,-0.195105124624842,0.0681047064621227,0.194736842105263,0.0362102383325421,-0.00977940245742103,0.0647219991242535,-0.00374727668845316,-0.00745098039215686,-0.31666313184871,-0.31666313184871,-0.127485518829818
"Frizzled",0.292539184952978,0.306666666666667,0.3,0.248413246900469,0.00745098039215686,-0.1,-0.1,-0.2,0.325036578263278,-0.194736842105263,-0.2,-0.191009311357865,0.339029391660971,-0.189580739929293,-0.187593984962406,-0.119591261451727,-0.194736842105263,-0.187593984962406,-0.114392453951277,0.255097853535354,-0.0663287616775989,0.0424291497975709,-0.2,-0.0266233766233766,-0.0409090909090909,0.1,0.1,-0.05,-0.22,-0.245,0.0363007959782153,0.0653941822383466,-0.23875,0.0827386797599563,0.322408963585434,0.253641456582633,0.259523809523809,-0.208571428571429,-0.236694677871148,0.242857142857143,-0.0575174872208771,-0.339029391660971,-0.339029391660971,-0.335092383786955,-0.19484126984127,0.0680278088027891,0.2,0.0358952463831176,-0.00374727668845316,0.0632957843847512,-0.0133333333333333,-0.0333333333333333,-0.31536231884058,-0.316314699792961,-0.121212121212121
"DSH",0.292307166391493,0.31536231884058,0.306666666666667,0.247459048427187,0.00374727668845316,-0.2,-0.2,-0.194736842105263,0.325036578263278,-0.187593984962406,-0.194736842105263,-0.192345019283065,0.335092383786955,-0.191009311357865,-0.189580739929293,-0.122544847949617,-0.187593984962406,-0.188247579733648,-0.115167647749727,0.254488097437793,-0.0653941822383466,0.0419962493646704,-0.22,-0.0363007959782153,-0.0266233766233766,0.2,0.05,-0.0409090909090909,-0.245,-0.23875,0.0381412867757613,0.0635073897855164,-0.239899425287356,0.0844930657248686,0.329205080090288,0.251543554484731,0.253641456582633,-0.207872127872128,-0.237403897729304,0.259523809523809,-0.0557507027685802,-0.335092383786955,-0.335092383786955,-0.334812271742137,-0.194551414768806,0.067413234614905,0.2,0.0357788319477276,-0.00750667518469376,0.0648705875343575,-0.00745098039215686,-0.0133333333333333,-0.316314699792961,-0.31666313184871,-0.126090169992609
"PI3K",0.300132275132275,0.242647058823529,0.225,0.259472404380158,0.0131652661064426,-0.1,-0.2,-0.211111111111111,0.364562782998198,-0.215458937198068,-0.211111111111111,-0.208530080627415,0.347948051948052,-0.209148637328446,-0.210843552582683,-0.132190476190476,-0.215458937198068,-0.210843552582683,-0.140789473684211,0.285469448584203,-0.098671468587435,0.167730545876887,-0.1,-0.05,-0.05,0,0.1,-0.05,-0.133333333333333,-0.162745098039216,0.0527777777777778,0.096271468587435,-0.170437405731523,0.113029294050382,0.363815789473684,0.279528535980149,0.273076923076923,-0.239285714285714,-0.167787846904027,0.25,-0.0395789816621877,-0.347948051948052,-0.347948051948052,-0.345208325920655,-0.245644122383253,0.0981228341512199,0.2,0.0964627893774613,-0.0115259218441475,0.0510664264732136,-0.019047619047619,-0.0333333333333333,-0.250647058823529,-0.249834050693448,-0.107692307692308
"ILK",0.300132275132275,0.242647058823529,0.225,0.259472404380158,0.0131652661064426,-0.1,-0.2,-0.211111111111111,0.364562782998198,-0.215458937198068,-0.211111111111111,-0.208530080627415,0.347948051948052,-0.209148637328446,-0.210843552582683,-0.132190476190476,-0.215458937198068,-0.210843552582683,-0.140789473684211,0.285469448584203,-0.098671468587435,0.167730545876887,-0.1,-0.05,-0.05,0,0.1,-0.05,-0.133333333333333,-0.162745098039216,0.0527777777777778,0.096271468587435,-0.170437405731523,0.113029294050382,0.363815789473684,0.279528535980149,0.273076923076923,-0.239285714285714,-0.167787846904027,0.25,-0.0395789816621877,-0.347948051948052,-0.347948051948052,-0.345208325920655,-0.245644122383253,0.0981228341512199,0.2,0.0964627893774613,-0.0115259218441475,0.0510664264732136,-0.019047619047619,-0.0333333333333333,-0.250647058823529,-0.249834050693448,-0.107692307692308
"AKT",0.299729049325824,0.250647058823529,0.242647058823529,0.259555117366096,0.0115259218441475,-0.2,-0.211111111111111,-0.215458937198068,0.364562782998198,-0.210843552582683,-0.215458937198068,-0.209453157550492,0.345208325920655,-0.208530080627415,-0.209148637328446,-0.132551487020801,-0.210843552582683,-0.208050256493298,-0.138802718717323,0.284399929867625,-0.096271468587435,0.168482425576135,-0.133333333333333,-0.0527777777777778,-0.05,0.1,0.05,-0.05,-0.162745098039216,-0.170437405731523,0.0527777777777778,0.0932411655571319,-0.271447506741624,0.11378117374963,0.368089293747188,0.278309023785027,0.279528535980149,-0.239906832298137,-0.167482036506473,0.273076923076923,-0.0382538032727891,-0.345208325920655,-0.345208325920655,-0.343039651221859,-0.245393495816837,0.0988804099087956,0.211111111111111,0.0949552516890191,-0.0127917446289576,0.0510664264732136,-0.0131652661064426,-0.019047619047619,-0.249834050693448,-0.250136165497073,-0.10991452991453
