"","cateninmemb","ZEB2","ZEB1","Ecadherin","PAK1","cateninnuc","Wnt","DSH","STAT","miR200","GSK3","IKK","RAF","RKIP","SMAD","AKT","cfos","ILK","HEY1","ERK","Jagged","MEK","EGR1","NOTCHic","NOTCH","Csl","KLF4","PI3K","DELTA","RAS","SNAI1","TWIST1","Patched","SMO","SHH","SOSGRB2","NFB","TrCP","LIV1","AXIN2","FOXC2","FUS","SRC","CDC42","TGFR","Frizzled","TGF","cMet","CD44","TCFLEF","Csn","GLI","SUFU","SNAI2","Destcompl"
"CDC42",0.0869072326492273,-0.105617049079519,-0.105617049079519,0.0616239602548859,-0.185714285714286,0.0822622622622623,0.0888888888888889,0.1,0.1,-0.0558271793565911,0.0631114718614719,-0.175,0.0793028322440087,-0.0406293706293706,-0.0692780337941628,-0.138157894736842,0,-0.0547619047619048,-0.0757371314342829,-0.0130434782608696,0.119756944444444,-0.0157700810611643,0.1,-0.184615384615385,-0.158461538461538,0.2,0.0881587301587302,-0.0793028322440087,-0.0793028322440087,-0.0744247834635209,0.0512882897693024,-0.00619047619047619,0.0818740399385561,0.123809523809524,0.0855777436422598,-0.00972222222222222,0.2,0.1,-0.1,-0.0754187192118227,0.0673006763681082,0.157142857142857,-0.1,0.0714285714285714,0.061624649859944,-0.1,0.061624649859944,-0.0888888888888889,-0.0807807807807808,-0.0807807807807808,0.2,-0.083625730994152,0.2,0.0656289695705754,-0.110750475774498
"AXIN2",0.142133025380565,-0.104409246528482,-0.104409246528482,0.103163973984519,0.1075,0.114127701104965,0.112440523924084,0.106666666666667,0.106666666666667,-0.0839998050688198,-0.0533361008429658,0.00724637681159421,-0.0291102211949963,0.0579279412343929,-0.116839199447895,0.0105797101449275,0.0647154471544716,-0.116839199447895,-0.121496837318338,0.0581733910797052,0.137607627390236,-0.0561044255624638,0.0866666666666667,-0.0593609022556391,-0.0586852265799634,0.0557894736842105,0.0999479766255373,0.0291102211949963,0.0291102211949963,0.0296351555781984,-0.0652155850820081,-0.0257282156403184,-0.0388278388278388,-0.0316849816849817,-0.0476802978442323,-0.0934517687392863,-0.0115942028985507,-0.0666666666666667,-0.1,-0.105974312245075,-0.0908895008192432,-0.0269230769230769,-0.108992248062016,-0.108734567901235,-0.112274390910084,-0.108992248062016,-0.114914654936487,-0.112440523924084,-0.113386896163832,-0.113738596046599,-0.0333333333333333,-0.113069454741695,-0.05,-0.165205376987226,0.0535013760853134
"FUS",0.19438052533057,-0.10076340508128,-0.10076340508128,0.111263702815243,0.193333333333333,0.169835608085925,0.261111111111111,0.25,0.15,-0.0479326684928891,0.236231265568539,-0.291428571428571,0.297037119856887,-0.0329487808869252,-0.117091653865847,-0.27989010989011,0.0661538461538461,-0.12031746031746,-0.143924191750279,0.0328205128205128,0.213531586664117,-0.0247745358090186,0.12,-0.34530303030303,-0.343030303030303,0.33030303030303,0.0913023679417122,-0.297037119856887,-0.297037119856887,-0.295727076188765,0.0323812422108222,-0.101049116563437,-0.0747222222222222,-0.0525,-0.104015151515152,-0.203441295546559,0.271428571428571,0.1,-0.1,-0.0526522453059185,-0.0682395644283122,-0.04,-0.156666666666667,-0.201666666666667,-0.209774774774775,-0.25,-0.218285413072647,-0.167777777777778,-0.168748651564186,-0.168748651564186,0.2,-0.261111111111111,0,-0.305773481558785,-0.242149172052414
"NOTCHic",0.152336032990876,-0.0999194847020934,-0.0999194847020934,0.11030680564475,-0.0666666666666667,0.127428551092673,0.124662004662005,0.12,0.12,-0.0514666066111153,0.106914758874007,-0.2,0.124743083003953,-0.052714162961856,-0.0717643028434395,-0.174418604651163,0,-0.0580952380952381,0.0203901895206243,-0.0142857142857143,0.150035199041822,-0.00857142857142857,0.1,-0.211059907834101,-0.195270434149891,0.114285714285714,0.0849723947550034,-0.124743083003953,-0.124743083003953,-0.124250472166514,0.066939356939357,-0.0314437693209679,0.0703619909502262,0.111538461538462,0.0735877974018392,-0.0546411483253588,0.211111111111111,0.1,-0.1,-0.0900539083557952,0.0522843976300198,0.15,-0.127692307692308,0.0466666666666667,0.036989247311828,-0.127692307692308,0.0350784192863503,-0.124662004662005,-0.121365301365301,-0.124222444222444,0.2,-0.1235867358448,0.2,-0.0175280581033263,-0.155255896751224
"SMO",0.191959668719769,-0.0964689265536723,-0.0964689265536723,0.107154113774147,0.233333333333333,0.168748651564186,0.25,0.2,0.1,-0.0439722724532851,0.237234610050144,-0.271428571428571,0.294711538461538,-0.0484126984126984,-0.12031746031746,-0.291428571428571,0.12,-0.16,-0.174358974358974,0.0661538461538461,0.227989417989418,-0.0328205128205128,0.1,-0.33030303030303,-0.34530303030303,0.266666666666667,0.102777777777778,-0.294711538461538,-0.294711538461538,-0.297037119856887,0.0437019969278034,-0.106808278867102,-0.0525,-0.04,-0.0747222222222222,-0.184210526315789,0.2,0,-0.1,-0.0545155993431855,-0.0603448275862069,0,-0.15,-0.193333333333333,-0.201666666666667,-0.25,-0.209774774774775,-0.156666666666667,-0.167777777777778,-0.168748651564186,0.1,-0.261111111111111,-0.1,-0.30200328407225,-0.240543332636356
"NOTCH",0.148482077615622,-0.0888083735909823,-0.0888083735909823,0.106172043010753,-0.1,0.124222444222444,0.127692307692308,0.1,0.1,-0.0451082251082251,0.107741205154998,-0.211111111111111,0.129090909090909,-0.076657824933687,-0.0580952380952381,-0.2,0.1,-0.0547619047619048,0.0311594202898551,0,0.150697450697451,0.0142857142857143,0.2,-0.114285714285714,-0.211059907834101,0.1,0.0814009661835749,-0.129090909090909,-0.129090909090909,-0.124743083003953,0.0664102564102564,-0.042135593220339,0.111538461538462,0.15,0.0703619909502262,-0.0273684210526316,0.2,0,0,-0.0900539083557952,0.0555102040816327,0.2,-0.12,0.0666666666666667,0.0466666666666667,-0.12,0.036989247311828,-0.127692307692308,-0.124662004662005,-0.121365301365301,0.1,-0.124662004662005,0.1,-0.0177284589049295,-0.153922563417891
"IKK",-0.166261801513198,-0.0819448621553885,-0.0819448621553885,-0.11026477813016,0,-0.153938372052511,-0.138888888888889,-0.15,-0.15,-0.0313154960981048,-0.0412637362637363,-0.104761904761905,-0.10508166969147,-0.0986338797814208,-0.151251375137514,-0.0804375804375805,0.0857142857142857,-0.181944444444444,-0.18328173374613,0.0257142857142857,0.0252280537332084,0.00317460317460316,0.1,0.0489177489177489,0.0632034632034632,-0.0727272727272727,0.0813186813186813,0.10508166969147,0.10508166969147,0.114940824621048,0.070730845349166,0.0549346405228758,0.239259259259259,0.28,0.20477650063857,-0.00735294117647059,-0.0285714285714286,-0.2,0.1,0.111666666666667,0.0228282828282828,0.2,0.138888888888889,0.0444444444444444,0.0398989898989899,0.138888888888889,0.0262989898989899,0.138888888888889,0.143504273504273,0.14971896276981,-0.1,0.143504273504273,0.1,-0.130444981645626,-0.034010150850507
"DELTA",0.145864276568502,-0.0814009661835749,-0.0814009661835749,0.101333333333333,0,0.121365301365301,0.12,0,0,-0.0393939393939394,0.11455938697318,-0.2,0.12,-0.107692307692308,-0.0547619047619048,-0.211111111111111,0.2,-0.116666666666667,-0.0166666666666667,0.1,0.176623376623377,0,0.1,-0.1,-0.114285714285714,0,0.0944444444444444,-0.12,-0.12,-0.129090909090909,0.0833333333333333,-0.054,0.15,0.2,0.111538461538462,0.02,0.1,0,0,-0.0957142857142857,0.0657142857142857,0.1,-0.1,0.1,0.0666666666666667,-0.1,0.0466666666666667,-0.12,-0.127692307692308,-0.124662004662005,0,-0.127692307692308,0,-0.0150829562594268,-0.154857142857143
"Frizzled",-0.0569269572235674,-0.0800744349901274,-0.0800744349901274,0.0125375607869707,-0.166666666666667,-0.118842470414447,-0.105263157894737,-0.2,-0.1,-0.0333617424242424,0.0546917450365726,-0.035,-0.0196855775803144,-0.0857142857142857,-0.044090006446016,0.0025,-0.0133333333333333,-0.035678791492745,-0.0388543371522095,-0.0545098039215686,0.0114594474153298,0.0433986928104575,0.0666666666666667,0.0238095238095238,0.0492997198879552,-0.00714285714285715,0.0635854341736695,0.0196855775803144,0.0196855775803144,0.0314966012023617,0.0767080745341615,0.0455882352941176,0.111688311688312,0.154545454545455,0.0858818600754085,0.106060606060606,0.06,-0.1,0.1,0.0804087385482734,0.132074192637228,0.2,0.1,0.173333333333333,0.151594202898551,0.1,0.144927536231884,0.105263157894737,0.112406015037594,0.118366279938256,0,0.112406015037594,0.1,0.149900467747199,-0.109176379339042
"SNAI2",-0.533833433793042,-0.0495603104677995,-0.0495603104677995,-0.607597769895105,-0.196078431372549,-0.386365491434838,-0.355152734589354,-0.305454545454545,-0.305454545454545,-0.0310191294348565,-0.315741685893938,0.319827586206897,-0.369930634177664,0.0441923076923077,0.0428613146181715,0.345128791026174,0.150980392156863,0.0462105969148223,0.0741862567811935,0.16078431372549,-0.364937364127608,-0.167541070482247,0.133333333333333,0.369736842105263,0.393113465481887,-0.332894736842105,0.0630769230769231,0.369930634177664,0.369930634177664,0.381802780296386,-0.0619961879038294,0.333446696959533,0.287851140456182,0.277647058823529,0.299118746089985,0.323799864773496,-0.275,-0.1,0.26,0.19915673379265,0.186344533669117,0.26,0.334025974025974,0.215126050420168,0.226237161531279,0.334025974025974,0.23431169569277,0.355152734589354,0.370206498030215,0.38030959081372,-0.2,0.369591237263151,0.2,0.658221718614315,0.339054101014886
"ZEB1",0.411444684037972,-0.0341160528333119,-0.0341160528333119,0.293787241003192,0.0977011494252874,0.331556632348959,0.308672831233807,0.280952380952381,0.28974358974359,0.0796716410188381,0.27336250410062,-0.0254012079378775,0.330518407657364,0.0954685288921266,0.0619630351125211,-0.0239726365093061,0.0633333333333333,0.0600399581894441,0.0683427539645156,0.0409803921568627,0.0550191352261751,-0.0467072644035588,0.0833333333333333,-0.0862745098039216,-0.0887538486468968,0.0666666666666667,0.025112170308213,-0.330518407657364,-0.330518407657364,-0.335400297421144,-0.0960589223103503,-0.0851372796918199,-0.179656862745098,-0.154166666666667,-0.182859709720187,-0.209551656920078,0.00736842105263157,-0.1,-0.266666666666667,-0.164129916185994,-0.0854198061946663,-0.154166666666667,-0.311694809255785,-0.0991504247876062,-0.112856008543951,-0.302903600464576,-0.117186717205369,-0.319537946510687,-0.325093502066242,-0.328816906321562,-0.04,-0.314514755632432,-0.141666666666667,-0.297012052670702,-0.293584995272266
"MEK",-0.244394915513997,-0.0180177632028421,-0.0180177632028421,-0.220528157460362,-0.0866666666666667,-0.201307333710428,-0.184358974358974,-0.166666666666667,-0.166666666666667,-0.00139228255446194,-0.0565729172112151,-0.0705627705627706,-0.0034049284049284,-0.0279153766769866,-0.0758506335714738,-0.0576215940921823,-0.0996551724137931,-0.0835997110622487,-0.0895956076443881,-0.0932721936903889,0.0193370788154946,-0.0150611396429445,-0.11,-0.0331002331002331,-0.0221513279907441,0.0484848484848485,0.0152558584409373,0.0034049284049284,0.0034049284049284,0.00816683316683316,0.00428240424621491,0.168845109139227,0.128306010928962,0.126666666666667,0.123730847530269,0.039047619047619,0.0857142857142857,0.1,0.1,0.132501172058134,0.0954887247990696,0.106666666666667,0.182456140350877,0.12,0.117196261682243,0.176666666666667,0.117926188689542,0.190148448043185,0.192246350141087,0.197589861591469,0.0857142857142857,0.186456876456876,0.0666666666666667,0.415829475658251,-0.056708869018428
"RAF",-0.239760769172534,-0.0132558584409373,-0.0132558584409373,-0.216885170210818,-0.0666666666666667,-0.197589861591469,-0.176666666666667,-0.1,-0.1,0.00139409515451639,-0.0578014184397163,-0.0857142857142857,0.00941558441558442,-0.0318627450980392,-0.0835997110622487,-0.0705627705627706,-0.11,-0.0944908001711596,-0.102322880371661,-0.0996551724137931,0.0250747837335274,0.0932721936903889,-0.06,-0.0484848484848485,-0.0331002331002331,0.0666666666666667,0.0152558584409373,-0.00941558441558442,-0.00941558441558442,0.0034049284049284,0.0126157375795482,0.164815805109923,0.126666666666667,0.106666666666667,0.128306010928962,0.0168253968253968,0.0857142857142857,0.1,0,0.132501172058134,0.0963896256999705,0.0666666666666667,0.166666666666667,0.0866666666666667,0.12,0.166666666666667,0.117196261682243,0.182456140350877,0.190148448043185,0.192246350141087,0.1,0.184358974358974,0.1,0.409746750597424,-0.0581733041648715
"SOSGRB2",-0.198593580593581,-0.00604010025062657,-0.00604010025062657,-0.175931829629705,0.0142857142857143,-0.147858944059792,-0.142857142857143,-0.1,-0.1,-0.00413229395292515,0.0161652341736493,0.0269005847953216,-0.05969868173258,0.054422514619883,0.0176885480111287,0.0394005847953216,-0.0158730158730159,0.016989247311828,0.00861742424242424,0.00304590304590305,-0.0604167549203175,-0.0303186303186303,-0.00476190476190476,0.0503496503496504,0.0602088052792278,-0.0272727272727273,0.00175438596491228,0.05969868173258,0.05969868173258,0.0609807330146313,-0.0138436389481166,0.0268985507246377,-0.00315315315315315,-0.0166666666666667,0.00382359103289336,0.0716666666666667,-0.0111111111111111,0,0,0.11012101210121,0.000927960927960928,-0.0333333333333333,0.142857142857143,0.00571428571428572,0.0172527472527473,0.142857142857143,0.0151250876782792,0.147204968944099,0.145755693581781,0.145755693581781,0,0.141407867494824,0,0.238908385440209,0.0171771926805484
"RKIP",0.239760769172534,0.0132558584409373,0.0132558584409373,0.216885170210818,0.0666666666666667,0.197589861591469,0.176666666666667,0.1,0.1,-0.00139409515451639,0.0578014184397163,0.0857142857142857,-0.00941558441558442,0.0318627450980392,0.0835997110622487,0.0705627705627706,0.11,0.0944908001711596,0.102322880371661,0.0996551724137931,-0.0250747837335274,-0.0932721936903889,0.06,0.0484848484848485,0.0331002331002331,-0.0666666666666667,-0.0152558584409373,0.00941558441558442,0.00941558441558442,-0.0034049284049284,-0.0126157375795482,-0.164815805109923,-0.126666666666667,-0.106666666666667,-0.128306010928962,-0.0168253968253968,-0.0857142857142857,-0.1,0,-0.132501172058134,-0.0963896256999705,-0.0666666666666667,-0.166666666666667,-0.0866666666666667,-0.12,-0.166666666666667,-0.117196261682243,-0.182456140350877,-0.190148448043185,-0.192246350141087,-0.1,-0.184358974358974,-0.1,-0.409746750597424,0.0581733041648715
"miR200",0.190838338095669,0.0137813620071685,0.0137813620071685,0.0867598367960112,-0.00416666666666667,0.162149223845488,0.151042253521127,0.14,0.14,-0.00561292882970279,0.149067896065435,-0.0559398496240601,0.21734404898584,0.013981887233421,0.0159959388705193,-0.0502794722655696,0.0442857142857143,0.021325092475535,0.0302542372881356,0.0215584415584416,0.0120421161991529,-0.0167965367965368,0.114285714285714,-0.0466009852216749,-0.0460360134702624,0.036256157635468,-0.020928226363009,-0.21734404898584,-0.21734404898584,-0.216097166192823,-0.0203764753764754,-0.0751237719335879,-0.0430907172995781,-0.0291666666666667,-0.0615689781691433,-0.0856963249516441,0.0473684210526316,-0.1,-0.1,-0.103658565296539,-0.0102666439251805,-0.0025,-0.15304347826087,-0.0174019607843137,-0.025466476913346,-0.144,-0.0324432210993925,-0.160085731781996,-0.160085731781996,-0.160482557178822,0,-0.151042253521127,-0.04,-0.155170766831101,-0.16934314816653
"ERK",0.248074768319885,0.0235295742264642,0.0235295742264642,0.22227892985995,0.12,0.203599000377094,0.186456876456876,0.176666666666667,0.182456140350877,0.00457855706426586,0.0570270498179362,0.0576215940921823,0.00816683316683316,0.0215086914402178,0.0794980499848477,0.0456949885875952,0.0932721936903889,0.0758506335714738,0.081063184436197,-0.0150611396429445,-0.0130117776106753,0.0153396911749779,0.0996551724137931,0.0221513279907441,0.0141180869935141,-0.0331002331002331,-0.0214574088285342,-0.00816683316683316,-0.00816683316683316,-0.0117971962031368,-0.0019675894314001,-0.175363833133679,-0.123730847530269,-0.128306010928962,-0.119383021443312,-0.0409893666204346,-0.0705627705627706,-0.0857142857142857,-0.166666666666667,-0.135915806204476,-0.092924622234967,-0.126666666666667,-0.190148448043185,-0.117196261682243,-0.117926188689542,-0.184358974358974,-0.116277837041191,-0.192246350141087,-0.197589861591469,-0.201307333710428,-0.0857142857142857,-0.192221287484445,-0.106666666666667,-0.420247870608657,0.054491657443832
"RAS",0.119088259442836,0.0313070692194404,0.0313070692194404,0.0862957427151801,-0.06,0.196603198430376,0.179411764705882,0.1,0.1,0.0501538461538462,0.0475064599483204,0.206666666666667,-0.11,-0.0296477987421384,0.113358070500928,0.184444444444444,-0.03,0.133766233766234,0.137747035573123,0.0489473684210526,-0.0671476443918786,-0.0469865841073271,-0.08,0.144736842105263,0.120208540218471,-0.15,-0.0282142857142857,0.11,0.11,-0.0073076923076923,-0.0118682399213373,-0.07620294599018,-0.18,-0.2,-0.171525423728814,-0.0229437229437229,-0.2,-0.1,0,-0.136732542819499,-0.00873015873015872,-0.2,-0.15,-0.02,-0.02,-0.15,-0.022970297029703,-0.179411764705882,-0.185794743429287,-0.193487051121594,-0.1,-0.183578431372549,-0.1,-0.359052542009875,0.102294295898947
"KLF4",0.471431445699738,0.0513983488132095,0.0513983488132095,0.44807297131584,0.159090909090909,0.322532011491077,0.300592795257638,0.266666666666667,0.266666666666667,0.0304884004884005,0.268293746004087,-0.293333333333333,0.322820512820513,-0.0500206143063286,-0.0276521739130435,-0.308148148148148,-0.129090909090909,-0.032,-0.0586860198624904,-0.134973262032086,0.307653446004271,0.140127901207343,-0.12,-0.33177033492823,-0.347234252454003,0.305454545454545,-0.0666666666666667,-0.322820512820513,-0.322820512820513,-0.330908748114631,0.0660298440008848,-0.290714596949891,-0.239583333333333,-0.233333333333333,-0.251411290322581,-0.28138936535163,0.26,0.1,-0.233333333333333,-0.14757709502371,-0.145748470793843,-0.233333333333333,-0.284313725490196,-0.171090909090909,-0.177757575757576,-0.284313725490196,-0.18409903917221,-0.300592795257638,-0.311897143083725,-0.318920554454962,0.2,-0.310937622843845,-0.2,-0.401058506810051,-0.29025511370324
