"","ZEB1","miR200","GSK3","ZEB2","CDC42","Destcompl","DELTA","FOXC2","RKIP","SNAI1","AXIN2","SRC","cateninmemb","ERK","cMet","Csn","TCFLEF","cateninnuc","MEK","Csl","NOTCH","TrCP","STAT","LIV1","EGR1","NOTCHic","KLF4","DSH","CD44","NFB","AKT","IKK","SHH","Jagged","cfos","GLI","Wnt","Patched","SMO","HEY1","TWIST1","SOSGRB2","SUFU","FUS","SMAD","ILK","Frizzled","RAS","RAF","PI3K","Ecadherin","SNAI2","PAK1","TGF","TGFR"
"GLI",-0.272749615975422,-0.181075539527552,0.348823931860462,-0.0969257552483359,-0.116206896551724,0.290253629974088,-0.0631135083960337,-0.195216825765394,0.0528521131301668,0.0838112025243117,0.224682971014493,0.166129032258065,0.134599633731302,0.100735930735931,0.180763178599528,-0.0888888888888889,0.199336846311127,0.20896027727347,0.104603334050848,-0.0968346595932803,-0.113144183402804,-0.0333333333333333,0.15,0.15,-0.105714285714286,-0.10933465959328,-0.0974654654654655,-0.06,-0.190245937220218,0.0730994152046784,0.0801784968373314,0.0833034968373314,0.170187704711514,0.158214478427196,-0.0890476190476191,-0.201210383947677,-0.0914231499051233,0.176360544217687,0.184523809523809,0.127614429524447,0.151876793268983,0.222679768608972,0.20952380952381,0.184523809523809,0.115255746274072,0.118498989517316,-0.0761290322580645,0.0609352905742515,0.0631135083960337,0.0631135083960337,0.261002117522318,0.351930115232191,0.13,0.111894650898746,0.116835827369334
"ZEB2",-0.174342209333251,-0.153220177082476,-0.132655498721542,-0.0919056916334016,-0.0857142857142857,-0.0522392407397436,-0.0456060606060606,-0.0397466977466977,-0.0382447665056361,-0.0338518200623373,-0.0215167046782909,-0.02,-0.0156520799083322,-0.0125636672325976,-0.0121052631578947,-0.0111111111111111,-0.0110880487603987,-0.00991921759156748,-0.00768561845210982,-0.00512820512820513,-0.00119377889869694,0,0,0,0,0.00153846153846153,0.00270088823724823,0.00909090909090909,0.00932748538011696,0.0111111111111111,0.012398753894081,0.0133333333333333,0.0133401963889769,0.0157438973063973,0.0157894736842105,0.0160822052565172,0.0188344988344988,0.0197038327526132,0.0221428571428571,0.0229912023460411,0.0234067224384815,0.0244871794871795,0.025,0.025,0.0263424134550895,0.0263424134550895,0.0290909090909091,0.0441071312698722,0.0456060606060606,0.0456060606060606,0.047765642660514,0.0731965779138824,0.0766233766233766,0.0780801209372638,0.082312925170068
"SRC",-0.157629529799341,-0.103993558776167,-0.328138528138528,-0.0898772087451333,-0.0888888888888889,-0.184589106545628,-0.226166040884439,-0.016797385620915,0.0400130335614207,-0.0641937803646971,-0.0845743550512134,0,0.0192018410417602,-0.113131313131313,-0.03,0.1,-0.0455137944822071,-0.0546860539900371,-0.122565275395464,0.07,0.0795238095238095,0.1,0.1,0,0.1,0.0652380952380952,0.0041343669250646,0,0.0381967213114754,-0.0666666666666667,-0.0645299145299146,-0.058974358974359,0.102570806100218,0.0587944013173371,0.0909090909090909,0.0381967213114754,0.03,0.0996296296296296,0.103333333333333,0.0686362131744455,-0.0274826323102185,-0.111428571428571,0.0333333333333333,0.0833333333333333,0.0967638691322902,0.103070175438596,0,0.229196343914742,0.226166040884439,0.226166040884439,0.0267841581076875,-0.0551736188126655,0.0888888888888889,0.0965945165945166,0.0984126984126984
"Csn",-0.350115798180314,-0.260861710896161,0.720252152449099,-0.0639933829611249,0.0925373134328358,0.689319163794681,0.240807495295313,-0.417309841353563,0.195620405666663,0.265746934601634,0.403523076015109,0.297701149425287,0.0492745175645359,0.134285714285714,0.342279462678299,-0.145,0.398272317269225,0.421904307648058,0.149910714285714,-0.228787878787879,-0.263840326340326,-0.02,0.266666666666667,0.2,-0.12,-0.237878787878788,-0.0658248940601882,-0.266666666666667,-0.373835018233855,0.186666666666667,0.1961,0.1825,-0.00186441738530581,0.199533796247342,-0.138181818181818,-0.373283829490526,-0.342279462678299,0.0120700088442024,0.0152958152958153,0.104174972314507,0.356951067477014,0.0577032168799723,0.0142857142857143,0.0365079365079365,0.0957431893904315,0.0960002587991719,-0.297701149425287,-0.247525345583221,-0.240807495295313,-0.240807495295313,0.362633101483376,0.444560238501138,-0.1,-0.104614297705524,-0.101511672407195
"ILK",-0.324966161935829,-0.252747680616533,0.558645983645984,-0.0491108784913254,0.0926470588235294,0.621295116772824,0.207341991341991,-0.374236933797909,0.189156431803491,0.233059581320451,0.383619047619048,0.277777777777778,0.0185452376350187,0.162745098039216,0.316908212560386,-0.233333333333333,0.390650063929356,0.418485115475748,0.161105753776921,-0.175,-0.238523573200993,-0.2,0.2,0.1,-0.133333333333333,-0.228846153846154,-0.0530701754385965,-0.2,-0.358446674098848,0.233333333333333,0.266817496229261,0.274509803921569,-0.0147435897435897,0.202543859649123,-0.133333333333333,-0.358446674098848,-0.316908212560386,-0.00641025641025641,0.0166666666666667,0.0941041939932062,0.318380115172702,0.0484615384615385,0,0,0.0829381352541016,0.0853381352541016,-0.277777777777778,-0.20871185435569,-0.207341991341991,-0.207341991341991,0.363718736190897,0.425587639073277,-0.075,-0.0935901482544237,-0.0846470588235294
"RAS",0.213449926362297,0.187846153846154,-0.554857881136951,-0.0486119293078056,-0.06,-0.538760563760564,-0.304102564102564,0.225396825396825,-0.0142201257861635,-0.155290068829892,-0.30566534914361,-0.2,-0.0410016155342674,-0.225263157894737,-0.252941176470588,0.1,-0.312548377779917,-0.338327414607113,-0.235067079463364,0.15,0.204617676266137,0.1,-0.1,0,0.22,0.176315789473684,-0.0496428571428571,0.1,0.284856070087609,-0.133333333333333,-0.156666666666667,-0.14,0.104474576271186,-0.0248570865365661,0.22,0.282107843137255,0.252941176470588,0.096,0.1,-0.0399209486166008,-0.251893071467539,-0.154978354978355,0.1,0.1,0.0575757575757576,0.0575757575757576,0.2,0.209871794871795,0.304102564102564,0.304102564102564,-0.256635861195598,-0.50361559878905,0.06,0.0648922539312755,0.0658823529411765
"Wnt",-0.374940219990435,-0.295757575757576,0.647335423197492,-0.0465327594452415,0.1,0.633099830321144,0.237593984962406,-0.424777327935223,0.205,0.284834368530021,0.341818181818182,0.2,0.00911016949152542,0.153333333333333,0.275,-0.1,0.37593984962406,0.416337200617438,0.182745098039216,-0.15,-0.242857142857143,-0.1,0.1,0,-0.1,-0.192857142857143,-0.0392156862745098,0,-0.322368421052632,0.133333333333333,0.190833333333333,0.153333333333333,-0.0147186147186147,0.177524509803922,-0.133333333333333,-0.322368421052632,-0.275,0.00909090909090909,0,0.081025641025641,0.337941176470588,0.0272727272727273,0,0,0.0859868813357186,0.0743589743589744,-0.1,-0.255775803144224,-0.237593984962406,-0.237593984962406,0.368706680154359,0.409396551724138,-0.1,-0.10231884057971,-0.106666666666667
"cateninmemb",0.117175595107087,0.101396511619975,-0.534464538485683,-0.0465048249282252,-0.0250909090909091,-0.606886357741516,0.0705279034690799,0.293660796307499,-0.129384072321472,-0.156097167174093,-0.512054820280229,-0.397127222982216,0.132245872470516,0.0296223606593528,-0.436257657764825,-0.08,-0.50372122457324,-0.530985463602185,0.0166811841887645,0.186507177033493,0.227859263800059,-0.1,-0.352941176470588,-0.3,-0.0527272727272727,0.208156661569575,-0.0643225503984998,0.352941176470588,0.472712507263153,0.0847619047619048,0.0758633958633959,0.0810582010582011,0.327057404114808,-0.42720171014971,-0.0409625668449198,0.471058257464975,0.435058257464975,0.312096774193548,0.291666666666667,-0.029368799380643,-0.418390964082716,-0.181654178327465,0.233333333333333,0.266666666666667,-0.0165835000175457,-0.0110144927536232,0.397127222982216,-0.0660586297260632,-0.0705279034690799,-0.0705279034690799,-0.413231593784678,-0.55268984935016,0.0210909090909091,0.0370381591239881,0.0314323725055432
"AKT",-0.33455520303172,-0.263442867782308,0.599371790097597,-0.0450012894502296,0.0846470588235294,0.661080063009383,0.20871185435569,-0.396041445076105,0.198473201989826,0.251355320668822,0.420803163142513,0.316908212560386,0.014365828868454,0.161105753776921,0.358446674098848,-0.233333333333333,0.418485115475748,0.442792807783441,0.175029804409832,-0.228846153846154,-0.26169430490831,-0.233333333333333,0.277777777777778,0.2,-0.133333333333333,-0.238523573200993,-0.0453778677462888,-0.277777777777778,-0.390650063929356,0.274509803921569,0.177928607340372,0.266817496229261,-0.0305330634278003,0.22042465435111,-0.162745098039216,-0.390290249517842,-0.358446674098848,-0.0147435897435897,-0.00641025641025641,0.0933523142939581,0.341927515784323,0.0684615384615385,0,0.0166666666666667,0.0846216369376033,0.0829381352541016,-0.316908212560386,-0.215699806162919,-0.20871185435569,-0.20871185435569,0.381294493766655,0.456441910430061,-0.0926470588235294,-0.0963091814870521,-0.0935901482544237
"Frizzled",-0.38979170513895,-0.305132575757576,0.708547544409613,-0.0415822643957366,0.106666666666667,0.689068000082418,0.255775803144224,-0.448033141888711,0.219285714285714,0.300707384403037,0.397632135306554,0.275,0.00244350282485876,0.182745098039216,0.322368421052632,-0.133333333333333,0.416337200617438,0.44919434347458,0.186448801742919,-0.192857142857143,-0.260504201680672,-0.1,0.2,0.1,-0.133333333333333,-0.242857142857143,-0.0439775910364146,-0.1,-0.37593984962406,0.153333333333333,0.190833333333333,0.190833333333333,-0.0211702276218405,0.212878045157457,-0.153333333333333,-0.37593984962406,-0.322368421052632,-0.0147186147186147,0.00909090909090909,0.0959192580469176,0.376988795518207,0.0484848484848485,0,0,0.0906597785319802,0.0859868813357186,-0.275,-0.258138007868634,-0.255775803144224,-0.255775803144224,0.393182204629884,0.453245132165778,-0.1,-0.110890269151139,-0.10231884057971
"DSH",-0.402390130335801,-0.317327697708795,0.757967498005901,-0.038432658096524,0.10231884057971,0.736587084051883,0.258138007868634,-0.474440068295638,0.229775224775225,0.318968253968254,0.443623696487989,0.322368421052632,-0.00144342297019425,0.186448801742919,0.37593984962406,-0.153333333333333,0.44919434347458,0.479203248194082,0.203742034825626,-0.242857142857143,-0.290574131750602,-0.133333333333333,0.275,0.2,-0.153333333333333,-0.260504201680672,-0.0371814745315602,-0.275,-0.416337200617438,0.190833333333333,0.205775862068966,0.190833333333333,-0.036507650934724,0.238459440506294,-0.182745098039216,-0.415809130669812,-0.37593984962406,-0.0211702276218405,-0.0147186147186147,0.102936801906567,0.406066809702604,0.0679970436067997,0,0.00909090909090909,0.0933012879659425,0.0906597785319802,-0.322368421052632,-0.265701033078718,-0.258138007868634,-0.258138007868634,0.415219079081157,0.490846994796745,-0.106666666666667,-0.114026157652881,-0.110890269151139
"CD44",0.195238095238095,0.17522178304787,0.0470238095238095,-0.0365079365079365,-0.0333333333333333,-0.0631725417439703,0.20952380952381,0.139583333333333,-0.00888888888888889,-0.074534821903243,0.01,0,-0.0209157509157509,-0.065,-0.1,-0.2,-0.0130232558139535,-0.00994633273703041,-0.065,-0.2,-0.177443609022556,-0.1,-0.1,-0.1,0.1,-0.214285714285714,-0.122222222222222,0,0.02,0.2,0.18,0.2,0.0209090909090909,0.0142657342657343,0.125,0.02,0,0.03,0.05,0.0625730994152047,-0.125934065934066,-0.10952380952381,0.1,0.1,-0.0046485260770975,0.00555555555555556,-0.1,-0.206666666666667,-0.20952380952381,-0.20952380952381,-0.0931603517533384,-0.232083472083472,0.133333333333333,0.0583333333333333,0.0583333333333333
"GSK3",-0.417694736576514,-0.329402727017119,0.700064003829528,-0.0350151246641317,0.110890269151139,0.777340870596441,0.265701033078718,-0.497566065105845,0.245063445326603,0.333475452196382,0.48121882586394,0.37593984962406,-0.00524536815144977,0.203742034825626,0.416337200617438,-0.190833333333333,0.479203248194082,0.504926932404608,0.213401125734717,-0.260504201680672,-0.30849620967268,-0.153333333333333,0.322368421052632,0.275,-0.182745098039216,-0.290574131750602,-0.0318379630811785,-0.322368421052632,-0.44919434347458,0.190833333333333,0.209194665487769,0.205775862068966,-0.0494263112218053,0.259627323717973,-0.186448801742919,-0.448356300481133,-0.415809130669812,-0.036507650934724,-0.0211702276218405,0.109511196370235,0.432571291136663,0.0786947180254044,0.00909090909090909,-0.0147186147186147,0.0952503134531989,0.0933012879659425,-0.37593984962406,-0.270953133919054,-0.265701033078718,-0.265701033078718,0.434283945725872,0.522943629826943,-0.10231884057971,-0.119410773037496,-0.114026157652881
"RKIP",-0.199434720229555,-0.155916793459575,0.396296296296296,-0.0338900047824008,0.0933333333333333,0.484301316345353,0.0847402597402597,-0.173268493958149,0.0548319327731093,0.11595334990304,0.252262072198781,0.166666666666667,0.132860928155046,0.133448275862069,0.203508771929825,0.1,0.252809471230524,0.270875628991338,0.139831254585473,0.0666666666666667,0.0177156177156177,0.1,0.1,0,-0.13,0.0484848484848485,-0.0298900047824008,-0.1,-0.222739541160594,-0.0857142857142857,-0.0584415584415584,-0.0857142857142857,-0.102754098360656,0.0122261298407309,-0.13,-0.215897435897436,-0.196666666666667,-0.088,-0.1,-0.0628726287262873,0.144717765894236,0.0803174603174603,-0.1,-0.1,-0.0405244728580689,-0.0454749679075738,-0.166666666666667,-0.0941419691419691,-0.0847402597402597,-0.0847402597402597,0.323222567133086,0.53421635484059,-0.1,-0.0934223408989764,-0.0980952380952381
"TWIST1",0.0502441037528757,0.0610973692485065,0.282783776600556,-0.0266942380977469,-0.102988505747126,0.30813787990471,-0.0770138629847675,-0.179621082218607,-0.0373036677384504,0.00289616772236229,0.250799684186781,0.178571428571429,0.109426885893604,0.0470022883295195,0.195592705167173,0,0.226797462942532,0.23939090745087,0.051479900269818,-0.0985185185185185,-0.111193893458044,0,0.161904761904762,0.133333333333333,-0.02,-0.103646723646724,-0.0190014592453617,-0.161904761904762,-0.212861781472394,0.00769230769230769,0.00293040293040293,0.00293040293040293,-0.0804374264270344,0.186234337815035,-0.0417391304347826,-0.213266165413534,-0.196466165413534,-0.0740334855403348,-0.0644444444444444,0.0729869001055442,0.183920444226508,0.224334526394023,-0.0333333333333333,-0.0444444444444444,0.0608869895998609,0.0585767585767586,-0.178571428571429,0.0759864657244935,0.0770138629847675,0.0770138629847675,0.304929338320383,0.494417350921046,0.113333333333333,0.101160487523892,0.105488505747126
"MEK",-0.207371228166063,-0.160560756307873,0.428974428974429,-0.025159846052242,0.0980952380952381,0.51212558412778,0.0941419691419691,-0.185881106570762,0.0679898275099514,0.124927708877399,0.281991801928511,0.203508771929825,0.127738976935534,0.139831254585473,0.222739541160594,0.0857142857142857,0.270875628991338,0.286303138285018,0.0398312545854732,0.0484848484848485,0.0140659826791214,0.1,0.166666666666667,0.1,-0.13,0.0177156177156177,-0.0318507890961263,-0.166666666666667,-0.252809471230524,-0.0857142857142857,-0.0643239113827349,-0.0584415584415584,-0.106022072216865,0.0318982609882718,-0.133448275862069,-0.245967365967366,-0.215897435897436,-0.102754098360656,-0.088,-0.05559990145356,0.16852728970376,0.086984126984127,-0.1,-0.1,-0.0408934765481058,-0.0405244728580689,-0.196666666666667,-0.0925546675546675,-0.0941419691419691,-0.0941419691419691,0.335062275694106,0.55392438403767,-0.0933333333333333,-0.102181464986568,-0.0934223408989764
"KLF4",0.0579772961816305,0.0488563288563289,-0.229139235954865,-0.0239473684210526,-0.0130909090909091,-0.259165515635056,0.0151282051282051,0.139438394837669,-0.0672954030096887,-0.0782156934823465,-0.204215458931497,-0.0843137254901961,0.00155429146282805,0.0432085561497326,-0.100592795257638,0,-0.132164701612153,-0.143995336730459,0.0380539169744749,0.0690909090909091,0.0856942731712129,-0.1,-0.0666666666666667,-0.0333333333333333,-0.04,0.0743540669856459,-0.0296296296296296,0.0666666666666667,0.117114534388073,0.02,0.0173544973544974,0.0247619047619048,0.0659274193548387,-0.103806278678842,-0.0490909090909091,0.116110036636948,0.100592795257638,0.05625,0.05,-0.0102215431627196,-0.0968714596949891,-0.0867352773013151,0,0.0333333333333333,-0.00846376811594203,-0.00266666666666667,0.0843137254901961,-0.013657616892911,-0.0151282051282051,-0.0151282051282051,-0.177464847616541,-0.228051237255081,0.00909090909090909,0.0171234294161123,0.0117575757575758
"HEY1",0.0579772961816305,0.0488563288563289,-0.229139235954865,-0.0239473684210526,-0.0130909090909091,-0.259165515635056,0.0151282051282051,0.139438394837669,-0.0672954030096887,-0.0782156934823465,-0.204215458931497,-0.0843137254901961,0.00155429146282805,0.0432085561497326,-0.100592795257638,0,-0.132164701612153,-0.143995336730459,0.0380539169744749,0.0690909090909091,0.0856942731712129,-0.1,-0.0666666666666667,-0.0333333333333333,-0.04,0.0743540669856459,-0.0296296296296296,0.0666666666666667,0.117114534388073,0.02,0.0173544973544974,0.0247619047619048,0.0659274193548387,-0.103806278678842,-0.0490909090909091,0.116110036636948,0.100592795257638,0.05625,0.05,-0.0102215431627196,-0.0968714596949891,-0.0867352773013151,0,0.0333333333333333,-0.00846376811594203,-0.00266666666666667,0.0843137254901961,-0.013657616892911,-0.0151282051282051,-0.0151282051282051,-0.177464847616541,-0.228051237255081,0.00909090909090909,0.0171234294161123,0.0117575757575758
"FOXC2",0.0579772961816305,0.0488563288563289,-0.229139235954865,-0.0239473684210526,-0.0130909090909091,-0.259165515635056,0.0151282051282051,0.139438394837669,-0.0672954030096887,-0.0782156934823465,-0.204215458931497,-0.0843137254901961,0.00155429146282805,0.0432085561497326,-0.100592795257638,0,-0.132164701612153,-0.143995336730459,0.0380539169744749,0.0690909090909091,0.0856942731712129,-0.1,-0.0666666666666667,-0.0333333333333333,-0.04,0.0743540669856459,-0.0296296296296296,0.0666666666666667,0.117114534388073,0.02,0.0173544973544974,0.0247619047619048,0.0659274193548387,-0.103806278678842,-0.0490909090909091,0.116110036636948,0.100592795257638,0.05625,0.05,-0.0102215431627196,-0.0968714596949891,-0.0867352773013151,0,0.0333333333333333,-0.00846376811594203,-0.00266666666666667,0.0843137254901961,-0.013657616892911,-0.0151282051282051,-0.0151282051282051,-0.177464847616541,-0.228051237255081,0.00909090909090909,0.0171234294161123,0.0117575757575758
