"","KLF4","PAK1","SMO","Patched","IKK","SHH","AKT","NFB","NOTCHic","NOTCH","Csl","Jagged","EGR1","AXIN2","MEK","ERK","Ecadherin","cateninnuc","DSH","TWIST1","Destcompl","DELTA","SOSGRB2","cateninmemb","GSK3","SNAI2","RAF","PI3K","RAS","LIV1","Frizzled","Wnt","STAT","SRC","GLI","miR200","cMet","CD44","TCFLEF","cfos","SNAI1","Csn","RKIP","TrCP","SUFU","FUS","TGF","CDC42","TGFR","ZEB2","ZEB1","HEY1","ILK","FOXC2","SMAD"
"TrCP",0.25152380952381,0.271428571428571,0.116820276497696,0.100770893781646,0.13859649122807,0.0987708937816465,0.127485380116959,0.133333333333333,0.0897435897435898,0.0765567765567766,0.0820512820512821,0.0733680555555556,0.28,0.197156179322738,0.254622451486121,0.259955784819455,0.131797917517898,0.156753655670009,0.15,0.0890087521174478,0.13779862866017,0.00827621021308252,0.0501925192519252,0.0739969180673565,0.103545995670996,0.0789182568947884,-0.00827621021308252,-0.00827621021308252,-0.00873075566762798,-0.15,-0.146296296296296,-0.154191033138402,-0.15,-0.146296296296296,-0.15467883801645,-0.120535453067552,-0.157107107107107,-0.158097206117008,-0.156615724635527,-0.258260869565217,-0.172260489377193,-0.108333333333333,-0.198248528635269,-0.133333333333333,-0.0904761904761905,-0.107142857142857,-0.261348503633942,-0.265546218487395,-0.27009167303285,-0.248986951039613,-0.248986951039613,-0.134621659758356,-0.139972691585595,-0.280636177094892,-0.14384365932753
"EGR1",0.25152380952381,0.271428571428571,0.116820276497696,0.100770893781646,0.13859649122807,0.0987708937816465,0.127485380116959,0.133333333333333,0.0897435897435898,0.0765567765567766,0.0820512820512821,0.0733680555555556,0.28,0.197156179322738,0.254622451486121,0.259955784819455,0.131797917517898,0.156753655670009,0.15,0.0890087521174478,0.13779862866017,0.00827621021308252,0.0501925192519252,0.0739969180673565,0.103545995670996,0.0789182568947884,-0.00827621021308252,-0.00827621021308252,-0.00873075566762798,-0.15,-0.146296296296296,-0.154191033138402,-0.15,-0.146296296296296,-0.15467883801645,-0.120535453067552,-0.157107107107107,-0.158097206117008,-0.156615724635527,-0.258260869565217,-0.172260489377193,-0.108333333333333,-0.198248528635269,-0.133333333333333,-0.0904761904761905,-0.107142857142857,-0.261348503633942,-0.265546218487395,-0.27009167303285,-0.248986951039613,-0.248986951039613,-0.134621659758356,-0.139972691585595,-0.280636177094892,-0.14384365932753
"TCFLEF",0.24244970715559,0.41025641025641,0.102857142857143,0.0996313364055299,0.117828236279849,0.0971773486754686,0.111306497149414,0.111376623376623,-0.0106806950422445,-0.00901956547413823,-0.00479834210106807,0.10802023454469,0.352857142857143,-0.477433455433455,0.355996349759416,0.353275261324042,0.0426911179697246,-0.0320667434750298,-0.129411764705882,0.252413863846342,-0.150622410549777,-0.143881658605485,0.147165975740826,0.0862764451037911,-0.155445985740063,0.339886665899944,0.143881658605485,0.143881658605485,0.143224628382095,0.1,0.129411764705882,0.130266465560583,0.125,0.125,0.131508701585428,-0.132902519167579,0.125854700854701,0.127112562489921,0.0324962967396346,-0.350418118466899,-0.199528398147645,-0.123376623376623,-0.236662074665932,-0.114285714285714,-0.1,-0.0933333333333333,-0.421302598027281,-0.417233154442457,-0.420971472199466,-0.242269714690767,-0.242269714690767,0.0218767405715736,0.0241792359687097,-0.418373527441991,0.0220759854906982
"SNAI2",0.218269230769231,0.241176470588235,0.237647058823529,0.260096038415366,0.14367816091954,0.267138291936493,0.15934081152195,0.133333333333333,0.154385964912281,0.155684666210982,0.13859649122807,0.274269887466221,0.166666666666667,-0.331829958054169,0.245627980922099,0.229411764705882,-0.332282357191165,-0.281572460681216,-0.229090909090909,0.315072394401369,-0.189483125799024,-0.156219830232571,0.27210953346856,-0.0673941588535051,-0.189390241074435,0.580827069664742,0.156219830232571,0.156219830232571,0.15758969324627,0.22,0.257662337662338,0.270338394000366,0.229090909090909,0.257662337662338,0.274081709508387,-0.156774920561672,0.270338394000366,0.273564200451979,0.277069355091154,-0.207843137254902,-0.209514984896311,-0.133333333333333,-0.221564102564103,-0.1,-0.2,-0.22,-0.295256207276668,-0.260224089635854,-0.281591611003376,-0.219441787287602,-0.219441787287602,-0.0238848704038577,-0.049027498323273,-0.305625991864366,-0.0504629050218376
"GLI",0.204204204204204,0.3,0.129072681704261,0.118868600071608,0.0573039742212674,0.114341851100414,0.0494914742212674,0.0552631578947368,0.00120468611847922,-0.0102238853100922,-0.00629531388152078,-0.00854978639076012,0.342857142857143,0.188472222222222,0.311198608021812,0.313961038961039,0.123967902950654,0.147917345814679,0.02,0.0578966298745585,0.119115056436577,-0.0604398159682429,0.0406635252652952,0.0736496405377638,0.0155370698088795,0.0845115054311652,0.0604398159682429,0.0604398159682429,0.0618259545821043,-0.15,-0.0103225806451613,-0.0185578747628084,-0.15,-0.140322580645161,-0.118132342847915,-0.10078431372549,-0.150078678206137,-0.150078678206137,-0.14845530158276,-0.317857142857143,-0.0829180965454129,-0.05,-0.137959650412481,-0.0833333333333333,-0.123809523809524,-0.123809523809524,-0.288175335195887,-0.289655172413793,-0.294057688137064,-0.203814644137225,-0.203814644137225,-0.0283985868875512,-0.0276324689228524,-0.192933221534228,-0.0308757121660957
"RKIP",0.174940219990435,0.133333333333333,0.166666666666667,0.138666666666667,0.142857142857143,0.156699453551913,0.121645021645022,0.142857142857143,0.137373737373737,0.137373737373737,0.155555555555556,0.120579674993936,-0.07,0.0773792780121894,-0.00914159941305942,-0.00275862068965517,0.174204272502661,0.0839825301255595,0,0.0200237670825906,-0.0150237795466619,0.114935064935065,0.192825396825397,0.117492113962702,-0.194799054373522,-0.32312671212916,-0.114935064935065,-0.114935064935065,-0.126046176046176,0,-0.0666666666666667,-0.0666666666666667,0,-0.0666666666666667,-0.0705128205128205,-0.101176030346719,-0.0719298245614035,-0.0757759784075574,-0.0750766777082567,0.02,-0.127792132120649,-0.1,-0.0801120448179272,-0.1,-0.1,-0.166666666666667,-0.146016911437472,-0.166666666666667,-0.161904761904762,-0.158940219990435,-0.158940219990435,-0.168099109562524,-0.177706461275139,-0.15781019746537,-0.180676758304842
"RAS",0.131785714285714,0.14,0,-0.004,0.04,0.00786440677966102,0.0344444444444444,0.0333333333333333,-0.0263157894736842,-0.0131082423038729,0,-0.00610289769367238,0.08,-0.0905401844532279,0.122750257997936,0.120789473684211,-0.0196697563522554,-0.0693677322192073,-0.1,0.143720676486634,-0.0672884469396097,0.0417948717948718,-0.0251082251082251,0.0200006913056918,-0.058953488372093,0.338084361270455,-0.0417948717948718,-0.0417948717948718,-0.153333333333333,0,0.05,0.0676470588235294,0.1,0.05,0.0634803921568628,-0.0966461538461539,0.0676470588235294,0.0655193992490613,0.0747501684798306,-0.105,-0.175250737463127,0,-0.207459119496855,0,0.1,0,-0.171147350029121,-0.18,-0.174117647058824,-0.124569219440353,-0.124569219440353,-0.104347826086957,-0.00519480519480519,-0.166190476190476,-0.00315398886827458
"ZEB1",0.0408036502246343,-0.0839080459770115,-0.0174242424242424,-0.0154634581105169,-0.0224618924360081,-0.00727840472973401,-0.0167476067217223,-0.0175438596491228,-0.0441176470588235,-0.0515556635877491,-0.05,-0.0279006581921925,-0.05,-0.208131573302194,-0.0293241772479917,-0.0297647058823529,-0.0921551730400891,-0.17487798776124,-0.152380952380952,0.0839624485084222,-0.103990876777379,-0.109367228806713,0.023625730994152,0.0245120745232964,-0.0196082174732065,0.14819583293301,0.109367228806713,0.109367228806713,0.107319984712225,0.166666666666667,0.16945412311266,0.171377200035737,0.158974358974359,0.176047529706066,0.168284416530582,-0.0937131713775376,0.176047529706066,0.173269751928289,0.173801666821906,0.038,-0.0101999438926053,0.0333333333333333,0.00160533212757584,0.0333333333333333,0.0333333333333333,0.00833333333333333,0.0680322275410518,0.0766616691654173,0.0680322275410518,-0.0365149131962784,-0.0365149131962784,0.0468135318912521,0.0572846954841953,0.0694009986282909,0.058727003176503
"NFB",-0.0221611721611722,0.05,-0.0888888888888889,-0.0957854406130268,-0.183655083655084,-0.0981950791672437,-0.183655083655084,-0.180952380952381,0.0272727272727273,0.0137243401759531,0.0225108225108225,-0.0558465205342755,-0.0142857142857143,0.032193515704154,-0.00390662931839402,-0.00717460317460318,-0.0492748222915026,0.00744343729603141,0.0166666666666667,0.0411811391223156,-0.0587611976171655,0.0742610533132248,0.10905793896506,0.0220939468484495,-0.143483085541909,0.269386473303358,-0.0742610533132248,-0.0742610533132248,-0.0618232423679512,-0.05,-0.00897435897435898,-0.0228205128205128,-0.0166666666666667,-0.00897435897435898,-0.0104609622587151,0.00731441158342512,-0.0228205128205128,-0.00982616253802695,-0.00940422160975691,0.0182857142857143,0.0235052149294542,0.114285714285714,0.00306851618327028,0.1,0.12,0.1,-0.0677514384349827,-0.0681818181818182,-0.0721818181818182,0.0193925618644312,0.0193925618644312,0.115242149491375,0.113799504950495,-0.0677049378244597,0.114914746586183
"IKK",-0.026007326007326,0.05,-0.1,-0.0888888888888889,-0.180952380952381,-0.0957854406130268,-0.183655083655084,-0.114285714285714,0.0225108225108225,0.0272727272727273,0.0272727272727273,-0.0659184629803187,0,0.0392857142857143,-0.00717460317460318,-0.0182857142857143,-0.0455830084873292,0.00940422160975691,0.05,0.0313398692810457,-0.065737941803212,0.0615849969751966,0.0974789915966387,0.0198764178093787,-0.130934065934066,0.267963709075716,-0.0615849969751966,-0.0615849969751966,-0.0742610533132248,-0.1,-0.0166666666666667,-0.00897435897435898,-0.05,-0.0166666666666667,-0.0228205128205128,0.0100334448160535,-0.00897435897435898,-0.0228205128205128,-0.00982616253802695,0.0142857142857143,0.0172038450664405,0.1,0.00819672131147541,0,0.1,0.12,-0.0721818181818182,-0.05,-0.0681818181818182,0.0213082706766917,0.0213082706766917,0.11702786377709,0.11875,-0.0696969696969697,0.113799504950495
"Csn",-0.0325475831358184,-0.125,-0.0284271284271284,-0.0273518596099241,0.0825,-0.0298108760033667,0.0881,0.095,-0.113997113997114,-0.12265096015096,-0.128282828282828,-0.0219029133818179,0.0266666666666667,0.112982274944917,0.0100405844155844,0.0110822510822511,0.00388943470524692,0.0773198529472559,0.0833333333333333,-0.0840977092099112,0.0596452432885083,-0.109454323447621,-0.12701256773896,-0.0263571930586891,0.125815740229335,-0.04923045379942,0.109454323447621,0.109454323447621,0.118091559532074,-0.0666666666666667,-0.0729885057471264,-0.0814222406868855,-0.0833333333333333,-0.0729885057471264,-0.075745384791689,0.0201582327915595,-0.0814222406868855,-0.0756444629091077,-0.0801460706261495,-0.0175757575757576,0.108681999609087,-0.095,0.097522036416065,-0.02,0.0142857142857143,0.0253968253968254,0.130193602393759,0.129477611940298,0.129477611940298,0.0290041356492969,0.0290041356492969,0.00890088593576966,0.0177419772256729,0.122538782532566,0.0195414630868554
"cateninmemb",-0.100187529301453,-0.0847272727272727,-0.00625,0.00557795698924731,-0.0416931216931217,0.000853547540428415,-0.0274074074074074,-0.0342857142857143,-0.0232308982390371,-0.0340115673840186,-0.0448803827751196,-0.013056438288033,-0.110909090909091,0.106408165918651,-0.122047154381903,-0.124007938695628,-0.0521852324055293,0.0111077827221157,0.0294117647058824,-0.0250220664305449,0.0405676505179834,0.0344909502262443,-0.116223556317896,0.0167532354080546,0.0366179758614191,-0.131947647501744,-0.0344909502262443,-0.0344909502262443,-0.0308596653100432,0,-0.00383036935704514,-0.0107269210811831,-0.0294117647058824,-0.00383036935704514,-0.0127269210811831,0.0672979720465754,-0.00991732587878428,-0.0122584630025301,-0.0151227220311727,0.116791443850267,0.0292176704913429,0.02,0.0293810612430195,0,-0.0333333333333333,0,0.0947056023116536,0.102060606060606,0.0966947524020695,0.0808917435769519,0.0808917435769519,0.00859860234514794,0.016231884057971,0.12304176858939,0.0174425378109976
"SOSGRB2",-0.121929824561404,-0.0857142857142857,-0.25,-0.231081081081081,-0.128070175438597,-0.245034569453174,-0.11140350877193,-0.133333333333333,-0.214685314685315,-0.221727568206441,-0.245454545454545,-0.210753530852064,0.180952380952381,-0.0769664466446645,0.148601848601849,0.13951093951094,-0.173717272130595,-0.082261106253038,0,-0.0113913043478261,0.0276487122124706,-0.04030131826742,-0.268888888888889,-0.118164346164346,0.0819779192289711,0.358492397264134,0.04030131826742,0.04030131826742,0.0556859336520353,0,0.0714285714285714,0.0630952380952381,0,0.0714285714285714,0.0703416149068323,0.0804559587779712,0.0670807453416149,0.0743271221532091,0.0732744905742617,-0.147619047619048,0.0613560767590618,0.1,-0.0654970760233918,0,0.2,0.266666666666667,0.0835375263034837,0.105714285714286,0.0941758241758242,0.109072681704261,0.109072681704261,0.148768939393939,0.256129032258064,0.0911843711843712,0.255429731558764
"Destcompl",-0.163288675257902,-0.186326530612245,-0.156464148877942,-0.152837205872761,-0.0172010519836607,-0.154964865447229,-0.00377823319171437,0.00351966873706004,-0.0390775558166862,-0.0565124255561652,-0.061903642773208,-0.0523540540017582,-0.0687179487179487,0.140373872858313,-0.0794475732471167,-0.0786036913905766,0.0195036259606639,0.0336596104988956,0.0452380952380952,-0.0521940787458542,-0.043874725275015,-0.0309107691834541,-0.126636342826689,-0.0131970228754864,0.0382032420246796,-0.174670799210177,0.0309107691834541,0.0309107691834541,0.0447255258553536,-0.0166666666666667,-0.0246901500326158,-0.0405317341910316,-0.0452380952380952,-0.0246901500326158,-0.0318118826140372,0.109127997950266,-0.0401130356047551,-0.0311578117241581,-0.0385550719981307,0.0747785547785548,0.088708558837788,0.00952380952380952,0.0921959467369615,-0.0333333333333333,0.144444444444444,0.147892720306513,0.192170450757435,0.191154116819141,0.190101485240194,0.154471315507393,0.154471315507393,0.0883545514314745,0.0952380952380952,0.190542014171081,0.0995655806182122
"RAF",-0.174940219990435,-0.133333333333333,-0.166666666666667,-0.138666666666667,-0.142857142857143,-0.156699453551913,-0.121645021645022,-0.142857142857143,-0.137373737373737,-0.137373737373737,-0.155555555555556,-0.120579674993936,0.07,-0.0773792780121894,0.00914159941305942,0.00275862068965517,-0.174204272502661,-0.0839825301255595,0,-0.0200237670825906,0.0150237795466619,-0.114935064935065,-0.192825396825397,-0.117492113962702,0.194799054373522,0.32312671212916,0.114935064935065,0.114935064935065,0.126046176046176,0,0.0666666666666667,0.0666666666666667,0,0.0666666666666667,0.0705128205128205,0.101176030346719,0.0719298245614035,0.0757759784075574,0.0750766777082567,-0.02,0.127792132120649,0.1,0.0801120448179272,0.1,0.1,0.166666666666667,0.146016911437472,0.166666666666667,0.161904761904762,0.158940219990435,0.158940219990435,0.168099109562524,0.177706461275139,0.15781019746537,0.180676758304842
"ERK",-0.160029139279081,-0.161904761904762,-0.156699453551913,-0.157353048323154,-0.141645021645022,-0.149140487936681,-0.137057865681719,-0.121645021645022,-0.139563518395635,-0.144272659669873,-0.137373737373737,-0.111676850581533,0.00275862068965517,-0.0867486473815588,-0.0844749279778412,-0.0825250672536072,-0.176256313569745,-0.0825138704807846,-0.0666666666666667,-0.0211760128950306,0.0102644242849315,-0.12001443001443,-0.176169517645246,-0.113138219825785,0.192163969449609,0.32902909453895,0.12001443001443,0.12001443001443,0.126725101081537,0.0666666666666667,0.0705128205128205,0.0698135198135198,0.0719298245614035,0.0757759784075574,0.077582943372417,0.104865400831755,0.0750766777082567,0.0839825301255595,0.0811944260363401,-0.00914159941305942,0.116965921294438,0.142857142857143,0.0898979999564699,0.142857142857143,0.166666666666667,0.138666666666667,0.146746838444771,0.146016911437472,0.146746838444771,0.160533770796584,0.160533770796584,0.155700722966185,0.167761629153551,0.159441059096231,0.172624851038049
"MEK",-0.159253945480631,-0.166666666666667,-0.138666666666667,-0.156699453551913,-0.121645021645022,-0.157353048323154,-0.141645021645022,-0.142857142857143,-0.137373737373737,-0.139563518395635,-0.137373737373737,-0.122219019256232,0.02,-0.0800819807148921,-0.0825250672536072,0.00914159941305942,-0.173475675052752,-0.0811944260363401,-0.0666666666666667,-0.0299138769727005,0.00519114356339827,-0.126046176046176,-0.183936507936508,-0.112126260304166,0.198975958550427,0.329209437189987,0.126046176046176,0.126046176046176,0.12001443001443,0,0.0666666666666667,0.0705128205128205,0.0666666666666667,0.0719298245614035,0.0698135198135198,0.108296773380775,0.0757759784075574,0.0750766777082567,0.0839825301255595,-0.00275862068965517,0.11881777314629,0.142857142857143,0.0985330974495061,0.1,0.166666666666667,0.166666666666667,0.146746838444771,0.161904761904762,0.146016911437472,0.161321172371388,0.161321172371388,0.166280927744342,0.180676758304842,0.159611999267172,0.167761629153551
"cateninnuc",-0.190171700580953,-0.270857142857143,-0.148415300546448,-0.155247598683094,-0.0550454545454545,-0.157644112844314,-0.0652017045454545,-0.0670454545454545,-0.0500160586285931,-0.045925149537684,-0.0372253609541745,-0.176104344836803,-0.205072463768116,0.335503938301301,-0.230807081541986,-0.227596072367674,0.124654490202715,0.0841884877417106,0.163403263403263,-0.20996876719572,0.0732962024639597,0.0555469755469755,-0.248763225683494,-0.0826818073464002,0.081071076670951,-0.385784730518917,-0.0555469755469755,-0.0555469755469755,-0.0622809822809823,-0.178787878787879,-0.175732030526551,-0.177905943570029,-0.163403263403263,-0.174514374514375,-0.184625311158962,0.114660748121356,-0.176688287557853,-0.183434319303885,-0.180073602350935,0.222532781228433,0.0641084929091698,0.0458333333333333,0.0891248189362333,0.0333333333333333,0.133333333333333,0.153333333333333,0.282138190274314,0.275472527472527,0.27777137804724,0.175822963113699,0.175822963113699,0.0164133738601824,0.0298975468975469,0.284519431388284,0.0253955005128266
"KLF4",-0.181481481481481,-0.209090909090909,-0.183333333333333,-0.208333333333333,-0.0942857142857143,-0.207258064516129,-0.112804232804233,-0.08,-0.110143540669856,-0.102927045824496,-0.0890909090909091,-0.206215074281041,-0.16,0.273564200451979,-0.21243949501075,-0.19903743315508,0.15376678519721,0.216344805815022,0.166666666666667,-0.268605664488017,0.139141951847871,0.103974358974359,-0.225343053173242,-0.03861174169101,0.140869604254364,-0.319135701863911,-0.103974358974359,-0.103974358974359,-0.104709653092006,-0.166666666666667,-0.207843137254902,-0.210168718650251,-0.166666666666667,-0.207843137254902,-0.208444580719216,0.125779405779406,-0.210168718650251,-0.207560022998077,-0.211238952763963,0.187272727272727,0.153232251380886,0.1,0.175417439703154,0.1,0.2,0.166666666666667,0.245025868440503,0.213090909090909,0.235757575757576,0.182291021671827,0.182291021671827,0.0183498854087089,0.036,0.258615648316193,0.0374492753623188
