"","ZEB2","FOXC2","LIV1","TGFR","AXIN2","NFB","FUS","GLI","Csn","SMAD","TWIST1","SUFU","miR200","cMet","ILK","Destcompl","IKK","TCFLEF","cateninmemb","SHH","SMO","Csl","ERK","SRC","STAT","Patched","cfos","Jagged","SNAI2","MEK","SNAI1","EGR1","NOTCH","DELTA","ZEB1","RKIP","KLF4","TrCP","GSK3","RAF","PI3K","RAS","NOTCHic","SOSGRB2","Ecadherin","HEY1","AKT","DSH","cateninnuc","Frizzled","CD44","Wnt","TGF","PAK1","CDC42"
"Patched",-0.0416666666666667,-0.125,0.1,-0.253333333333333,0.276190476190476,-0.1,-0.1,0.225,0,-0.13,-0.0111111111111111,0,0.080952380952381,0.15,-0.15,0.0570629370629371,-0.15,0.135555555555556,-0.086989247311828,-0.318333333333333,-0.133333333333333,-0.2,-0.08,0.1,0.1,-0.293333333333333,-0.1,-0.187724867724868,-0.260781609195402,-0.0876923076923077,-0.166129032258065,0.1,-0.278787878787879,-0.238461538461538,-0.208333333333333,-0.12,-0.0333333333333333,0,0.0304029304029304,0.238461538461538,0.238461538461538,0.225961538461538,0.233333333333333,0.2,-0.0429234088457389,0.141025641025641,0.192857142857143,-0.2,-0.128759439050701,-0.2,-0.13,-0.25,0.261666666666667,0.233333333333333,0.233333333333333
"SUFU",-0.0414440335376314,-0.13509387398504,0.15,-0.264944412497604,0.274425433653197,-0.220857142857143,-0.318333333333333,0.221004511803768,-0.192857142857143,-0.147573697834444,-0.0183255739459563,-0.293333333333333,0.0733073126480822,0.128759439050701,-0.145033282130056,0.0558068088770588,-0.205472527472527,0.129701331826118,-0.0831254892534936,-0.304340119340119,-0.296111111111111,-0.288787878787879,-0.0993955469817539,0.135555555555556,0.13,-0.303181818181818,-0.102843822843823,-0.184611327714811,-0.261034006169786,-0.0972678874072858,-0.156700886341217,0.0876923076923077,-0.282763347763348,-0.231922744920358,-0.214201363929314,-0.124101970685181,-0.0188549131245705,0.15,0.0368645987472497,0.231922744920358,0.231922744920358,0.231289833527953,0.281969696969697,0.223168936326831,-0.0479904792475492,0.125178401134399,0.211512795928903,-0.225,-0.128831766608727,-0.230555555555556,-0.127255679652205,-0.222863247863248,0.263563741886164,0.261666666666667,0.267072072072072
"RAF",-0.0400449545671927,-0.145372826407309,0,-0.15047619047619,0.0246601031411158,0.0142857142857143,-0.1,0.0146153846153846,0,-0.149693374343853,-0.0314408793820559,-0.1,0.0622415846549238,0.0368421052631579,-0.152663671373556,-0.0249308782746548,-0.0357142857142857,0.017960986382039,-0.0830014888838418,-0.154360655737705,-0.16,0.0111111111111111,-0.026551724137931,0,0,-0.156,-0.03,-0.142517584283289,-0.380481727574751,-0.0457006603081438,-0.117932792541811,0.08,-0.0329448329448329,0.162012987012987,-0.138750836920134,-0.088655462184874,-0.0660449545671927,0,-0.190898345153664,-0.162012987012987,-0.162012987012987,-0.167995892995893,0.0252525252525253,0.0293968253968254,0.0565999123146418,0.143244289585753,0.0266233766233766,0,-0.018724345160665,0,-0.0214574898785425,-0.03,0.149541611036938,0.133333333333333,0.126666666666667
"FUS",-0.0366131156632352,-0.134845735027223,0.1,-0.267072072072072,0.276533161990433,-0.192857142857143,-0.293333333333333,0.222863247863248,-0.15,-0.145033282130056,-0.0164699038428635,-0.133333333333333,0.0733073126480822,0.135555555555556,-0.137936507936508,0.0558599720881167,-0.220857142857143,0.127255679652205,-0.08285263795745,-0.303181818181818,-0.318333333333333,-0.278787878787879,-0.102843822843823,0.13,0.15,-0.296111111111111,-0.0876923076923077,-0.182948619876331,-0.259649695029377,-0.0993955469817539,-0.155167666579718,0.08,-0.281969696969697,-0.230612701252236,-0.218066098228831,-0.1253264604811,-0.0266393442622951,0.1,0.0368645987472497,0.230612701252236,0.230612701252236,0.231922744920358,0.288787878787879,0.22246963562753,-0.0496382650353967,0.121563943303074,0.205472527472527,-0.25,-0.129701331826118,-0.225,-0.128759439050701,-0.230555555555556,0.264944412497604,0.253333333333333,0.261666666666667
"SRC",-0.0356169511829889,-0.286111111111111,0,-0.288690476190476,-0.0158124017170301,0.0833333333333333,-0.0166666666666667,0.0316393442622951,0.15,-0.0772818871503082,-0.0797120121258052,0.0333333333333333,0.073734445908359,0.03,-0.0655701754385965,-0.0201871317088708,0.0602564102564103,0.0206637345061975,0.0212947163598264,-0.0471895424836601,-0.0566666666666667,0.085,0.0272727272727273,0.05,0.1,-0.0677777777777778,0.0606060606060606,-0.0664226064455422,-0.0170905914039336,0.0140651801029159,-0.199280216707012,-0.0333333333333333,0.0480952380952381,0.124639132248644,-0.22005091344714,-0.305017921146953,0.0635012919896641,-0.1,-0.0662337662337662,-0.124639132248644,-0.124639132248644,-0.118578526188038,-0.0516666666666667,0.225714285714286,-0.107980080921257,0.106529294935452,-0.0435897435897436,0,-0.0249142937903139,-0.05,-0.0316393442622951,-0.03,0.294145021645022,0.266666666666667,0.279166666666667
"cMet",-0.0304473304473304,-0.0481909282700422,0.1,-0.0577777777777778,-0.0711111111111111,0,0.1,-0.0527272727272727,0,0.0895567924139353,-0.016484339630407,0.1,0.0521596398770312,-0.03,0.0950113378684807,0.081199654308898,-0.02,-0.0494275491949911,0.000656538005292452,0.0890909090909091,0.08,0.0142857142857143,0,0.05,0,0.0890909090909091,0,0.0997861558731124,0.222497502497503,-0.0127272727272727,-0.0325903999855829,0,-0.00990241561350184,-0.12,-0.0572871572871573,-0.15,0.0523809523809524,-0.1,0.118701996927803,0.12,0.12,0.103018867924528,0.0120300751879699,0.175714285714286,-0.0255712041388726,-0.0922600619195047,0.0075,0.1,0.0505574926978159,0.05,0.0555813953488372,0.03,0.0513947990543735,0.0466666666666667,0.0466666666666667
"TGF",-0.0220557982571713,0.0432763975155279,0,-0.0606349206349206,0.00674603174603175,-0.241666666666667,-0.126666666666667,-0.018921832884097,-0.166666666666667,-0.100273704789834,-0.00314814814814815,-0.0666666666666667,0.0251265975403906,0.0133333333333333,-0.0857575757575758,0.0476771270865932,-0.255952380952381,0.00012578616352201,0.0178719424400556,-0.0938002873563218,-0.126666666666667,-0.226666666666667,0.0964912280701754,0.0333333333333333,0,-0.109425287356322,0.133333333333333,-0.0848122238586156,0.0155459859030198,0.0898245614035088,0.0344755244755245,-0.133333333333333,-0.229425287356322,-0.245238095238095,-0.0388373436886023,-0.0666666666666667,-0.0311467073480803,0.2,0.2199732861181,0.245238095238095,0.245238095238095,0.239880952380952,0.246666666666667,0.235526315789474,-0.0248651823858035,0.0529980657640232,0.24016290726817,0,-0.00347506846017273,-0.0142857142857143,-0.00012578616352201,0.00571428571428572,-0.0465079365079365,0.04,0.0511111111111111
"Csn",-0.00914805624483044,-0.0941798169367585,0.0666666666666667,-0.105895348432662,0.117134580579163,0.111666666666667,-0.00317460317460317,0.0815265579710802,0.095,-0.00477187418501546,0.0048901355773726,-0.0142857142857143,0.0153545827928411,0.0810898767483728,-0.00759963768115942,-0.0172761162312596,0.095,0.0805696909677369,-0.024513685591231,-0.017559328267948,-0.0183261183261183,0.0964646464646465,0.0344588744588745,0.0798850574712644,0.0833333333333333,-0.0151003118745054,0.0357575757575758,-0.0174667246288268,-0.0377386798869529,0.0334172077922078,-0.100308545935525,-0.0266666666666667,0.0883352758352758,0.114796700513574,-0.0233697270471464,-0.117841031970553,-0.0114630467571644,-0.22,-0.130989258068961,-0.114796700513574,-0.114796700513574,-0.115372516252537,-0.0873737373737374,0.117760867058688,-0.00869106617983557,0.0137541528239203,-0.0974,-0.0833333333333333,-0.0801487649304548,-0.0798850574712644,-0.0815343211928173,-0.0810898767483728,0.105656684948175,0.109090909090909,0.104613297150611
"IKK",-0.00526315789473684,0.0750649350649351,-0.1,0.0954545454545455,-0.055952380952381,0.342857142857143,0.12,-0.0342735042735043,0.3,0.102970297029703,0.0386601307189543,0.1,0.00588628762541806,-0.0388888888888889,0.1,-0.0884881851747118,0.226190476190476,-0.0382283065333913,-0.0662486489302132,0.0962962962962963,0.1,0.209090909090909,0.0308571428571429,-0.0388888888888889,-0.05,0.0962962962962963,0.0428571428571429,0.0652405498281787,0.289336108872773,0.0286349206349206,-0.0140514560361889,0,0.193217893217893,0.164851784633999,-0.00926315789473684,-0.0193078324225865,-0.00769230769230769,-0.2,-0.206575091575092,-0.164851784633999,-0.164851784633999,-0.163443333929773,-0.194805194805195,-0.0775210084033613,0.0374491053062413,-0.0888544891640867,-0.223487773487773,0.05,0.0378063656051212,0.0388888888888889,0.0342735042735043,0.0388888888888889,-0.0930545454545455,-0.1,-0.1
"SNAI2",-0.00472624292007552,0.0892415597968161,0.08,-0.000265747324570854,0.132871407241508,-0.108333333333333,-0.08,0.0795653062761596,-0.133333333333333,-0.00468103677888704,0.0833887043189369,-0.1,0.00323978175811976,0.0790305469178709,-0.00898725687458082,0.0829221535471573,-0.11867816091954,0.078662516766003,0.110177697154285,-0.0839852560742607,-0.0858823529411765,-0.128070175438597,-0.096078431372549,0.0748051948051948,0.0890909090909091,-0.0797599039615846,-0.0941176470588235,-0.0836195545873415,0.230956476735792,-0.0933757286698463,-0.00564615387363634,0.1,-0.126315789473684,-0.114925198690977,-0.00505957625340885,-0.000179487179487181,0.00788461538461539,0.1,0.085190828634558,0.114925198690977,0.114925198690977,0.116295061704676,0.126315789473684,0.0834685598377282,-0.196231607156924,-0.0104882459312839,0.115063703088215,-0.0890909090909091,-0.0791283552753198,-0.0748051948051948,-0.0801058157350752,-0.0790305469178709,0.00150798334941557,0.00588235294117647,0.00112044817927171
"NFB",-0.00411373260738052,0.076260154188441,-0.05,0.0930545454545455,-0.056661600810537,0.226190476190476,0.1,-0.0376442907903582,0.342857142857143,0.0996245721226398,0.0377077497665733,0.12,0.00437571360729117,-0.0342735042735043,0.102970297029703,-0.0868270556066055,0.223487773487773,-0.0378063656051212,-0.0655094725838563,0.0962962962962963,0.0962962962962963,0.194805194805195,0.0286349206349206,-0.0388888888888889,-0.0388888888888889,0.0962962962962963,0.0308571428571429,0.068837672130337,0.289742612937813,0.0292885154061625,-0.0115857026115313,-0.0428571428571429,0.192572731927571,0.163443333929773,-0.00964629965718895,-0.016743729858484,-0.00576923076923077,-0.3,-0.208928032751562,-0.163443333929773,-0.163443333929773,-0.162945821491963,-0.193217893217893,-0.0785736399823087,0.0368070507316025,-0.090640203449801,-0.225709995709996,0.0388888888888889,0.036786757761984,0.0388888888888889,0.0382283065333913,0.0342735042735043,-0.0930545454545455,-0.1,-0.0954545454545455
"miR200",0.00273745519713262,-0.110732627805799,0,-0.142069892473118,0.0646975754747521,-0.0989473684210526,-0.095,-0.000144869215291749,-0.02,-0.0748552352946616,0.0130059919630472,-0.02,-0.06839741893759,0.0266625842008573,-0.0400589970501475,0.0300183315346747,-0.101804511278195,0.0117927786007146,0.0260008528028824,-0.0580645753072831,-0.101666666666667,-0.0705418719211823,-0.054025974025974,0.0365217391304348,-0.02,-0.0700210970464135,-0.00857142857142857,-0.0463376328618237,-0.126970944411067,-0.0683116883116883,-0.0260763310763311,0.0285714285714286,-0.0771656786618797,-0.120091848450057,-0.137544802867383,-0.0303844015342135,-0.0109558316080055,0,0.0121214443445781,0.120091848450057,0.120091848450057,0.113358681367763,0.094679802955665,0.0720793036750484,-0.0352272318945209,0.0274011299435028,0.0791630018442332,0.02,-0.0164897482976843,-0.024,-0.00980865161658765,-0.0141408450704225,0.130441985496374,0.0958333333333334,0.129166666666667
"Ecadherin",0.00418191422241134,-0.0586433635034335,0,0.000863266814486328,-0.078662516766003,0.0638095238095238,-0.0166666666666667,0.0175234995361416,0.04,0.00415019124820156,0.0125627974343058,-0.0333333333333333,-0.00167370390834078,0.0140022601558318,0.00197101449275362,-0.0275030503242043,0.0526984126984127,0.0153933645844586,-0.0074014862734375,-0.02500105833545,-0.0291666666666667,0.0709090909090909,0.0716368046750096,0.0131326949384405,0.0294117647058824,-0.019489247311828,0.0767914438502674,-0.0121454583712928,0.0707407063688,0.0759505301652057,0.00715984637238509,-0.0709090909090909,0.073798754803622,0.0614366515837104,0.00752524956103669,0.00417092271024855,-0.00750117205813408,-0.1,-0.0304018290999545,-0.0614366515837104,-0.0614366515837104,-0.059202014712202,-0.0719400187441425,-0.0505883060997262,-0.105242268646698,0.0103313662255628,-0.0565945165945166,-0.0294117647058824,-0.0161403300373064,-0.0131326949384405,-0.0170122936006479,-0.014856832869475,-0.000682434988084881,0.00290909090909091,0.00157575757575757
"TCFLEF",0.0051663565479355,-0.0222009398511497,0.0333333333333333,-0.109778253334002,0.380564590964591,-0.145558441558442,-0.153333333333333,0.0208765133701195,-0.141558441558442,-0.0955617797608338,-0.0411397717353413,-0.133333333333333,0.0146111719605695,0.0299786324786325,-0.0946057568162831,0.116468911291241,-0.145558441558442,-0.069673402361109,-0.01342918550183,-0.141184963199608,-0.139047619047619,-0.225617726765503,-0.100522648083624,0.0308333333333333,0.0458333333333333,-0.132596006144393,-0.0976655052264808,-0.121158949087579,0.232005649369492,-0.0930396548863448,-0.0202735061312467,0.0757142857142857,-0.21541643694725,-0.130493613778812,-0.158731570086833,-0.016201037792166,0.00517411510058569,0.114285714285714,0.130286809098353,0.130493613778812,0.130493613778812,0.13062501982349,0.219735373824326,0.0879078765545831,-0.0302629339095481,0.0326553113204555,0.139036702428007,-0.0392156862745098,0.069673402361109,-0.0242156862745098,-0.0274629092081922,-0.0233609854198089,0.106798120883671,0.11025641025641,0.112581991651759
"KLF4",0.00560371517027864,-0.0588721964553786,0.0333333333333333,-0.00157575757575757,-0.0801058157350752,0.04,-0.0333333333333333,0.014856832869475,0.1,0.00197101449275362,0.0112592592592593,0,-0.0026048026048026,0.0131326949384405,0.0106666666666667,-0.0275962469691251,0.0638095238095238,0.0170122936006479,-0.00817071704266827,-0.019489247311828,-0.0166666666666667,0.0709090909090909,0.0767914438502674,0.0294117647058824,0,-0.0291666666666667,0.0709090909090909,-0.00733996638044614,0.070319273497036,0.0716368046750096,0.00874212485339775,-0.08,0.0719400187441425,0.0592307692307692,0.00562951496388029,0.00454545454545454,-0.0037037037037037,-0.1,-0.0301810785480781,-0.0592307692307692,-0.0592307692307692,-0.0614366515837104,-0.0709090909090909,-0.0466409376786735,-0.00572912356393267,0.00294881588999236,-0.0526984126984127,0,-0.0153933645844586,-0.0294117647058824,-0.0140022601558318,-0.0131326949384405,-0.000863266814486328,-0.00909090909090909,0.00290909090909091
"HEY1",0.00560371517027864,-0.0588721964553786,0.0333333333333333,-0.00157575757575757,-0.0801058157350752,0.04,-0.0333333333333333,0.014856832869475,0.1,0.00197101449275362,0.0112592592592593,0,-0.0026048026048026,0.0131326949384405,0.0106666666666667,-0.0275962469691251,0.0638095238095238,0.0170122936006479,-0.00817071704266827,-0.019489247311828,-0.0166666666666667,0.0709090909090909,0.0767914438502674,0.0294117647058824,0,-0.0291666666666667,0.0709090909090909,-0.00733996638044614,0.070319273497036,0.0716368046750096,0.00874212485339775,-0.08,0.0719400187441425,0.0592307692307692,0.00562951496388029,0.00454545454545454,-0.0037037037037037,-0.1,-0.0301810785480781,-0.0592307692307692,-0.0592307692307692,-0.0614366515837104,-0.0709090909090909,-0.0466409376786735,-0.00572912356393267,0.00294881588999236,-0.0526984126984127,0,-0.0153933645844586,-0.0294117647058824,-0.0140022601558318,-0.0131326949384405,-0.000863266814486328,-0.00909090909090909,0.00290909090909091
"FOXC2",0.00560371517027864,-0.0588721964553786,0.0333333333333333,-0.00157575757575757,-0.0801058157350752,0.04,-0.0333333333333333,0.014856832869475,0.1,0.00197101449275362,0.0112592592592593,0,-0.0026048026048026,0.0131326949384405,0.0106666666666667,-0.0275962469691251,0.0638095238095238,0.0170122936006479,-0.00817071704266827,-0.019489247311828,-0.0166666666666667,0.0709090909090909,0.0767914438502674,0.0294117647058824,0,-0.0291666666666667,0.0709090909090909,-0.00733996638044614,0.070319273497036,0.0716368046750096,0.00874212485339775,-0.08,0.0719400187441425,0.0592307692307692,0.00562951496388029,0.00454545454545454,-0.0037037037037037,-0.1,-0.0301810785480781,-0.0592307692307692,-0.0592307692307692,-0.0614366515837104,-0.0709090909090909,-0.0466409376786735,-0.00572912356393267,0.00294881588999236,-0.0526984126984127,0,-0.0153933645844586,-0.0294117647058824,-0.0140022601558318,-0.0131326949384405,-0.000863266814486328,-0.00909090909090909,0.00290909090909091
"cateninmemb",0.00731322661267051,-0.110440856569766,-0.166666666666667,0.00255432372505543,-0.218179411951549,0.184761904761905,0.166666666666667,-0.148142302309857,0.18,0.0081396638242622,-0.162548313676805,0.166666666666667,-0.00505001102766466,-0.151041852534745,0.0103188405797101,-0.118031204197597,0.184761904761905,-0.149245078730824,0.111247199964121,0.162855071543476,0.160416666666667,0.205645933014354,0.107816307403936,-0.146694026447788,-0.149019607843137,0.16364247311828,0.110909090909091,0.156560571388947,0.183530991342038,0.108992777992172,0.0138939893032505,-0.110909090909091,0.206473741238782,0.182462292609351,0.0106049623640926,0.00571027866372971,-0.0147210501640881,-0.2,-0.122239453081439,-0.182462292609351,-0.182462292609351,-0.181903633391474,-0.204615005179303,-0.100041377027474,0.0171914816925977,0.0180692264703319,-0.184761904761905,0.149019607843137,0.149058337367612,0.146694026447788,0.149369611732069,0.150142302309857,-0.00382014650986556,-0.00509090909090909,-0.00109090909090909
"cateninnuc",0.013471942516718,-0.0945571095571096,-0.0878787878787879,0.0021131741821397,-0.249176982222155,0.176515151515152,0.0911111111111111,-0.0985609288468133,0.191666666666667,0.0123646679226488,-0.087208546198348,0.111111111111111,-0.00134837415113334,-0.0983117124421472,0.0116825396825397,-0.0453271651589752,0.182515151515152,-0.0986294098472233,0.142132878562923,0.0955363578867834,0.102586520947177,0.227934714375392,0.101474609289689,-0.100485625485625,-0.103263403263403,0.0957542228105307,0.0964113181504486,0.116142164398782,0.198275985803736,0.101933324886019,0.0687489375501236,-0.104347826086957,0.227987568498014,0.185220275220275,0.0179701865768906,0.0601164410444808,-0.0187334610822155,-0.166666666666667,-0.0540032141873409,-0.185220275220275,-0.185220275220275,-0.186062026062026,-0.230260295770741,-0.0766221646075572,-0.0954786115439646,0.0162086913775915,-0.180171401515152,0.103263403263403,-0.000790639862801584,0.0991538142223074,0.0998990140294488,0.0969799011788291,-0.00167649295943228,0,-0.00153846153846154
