"","ZEB2","RAS","PI3K","Destcompl","CDC42","miR200","TGF","Frizzled","cateninmemb","cfos","STAT","RKIP","SRC","EGR1","ERK","ILK","AKT","HEY1","KLF4","SNAI2","TrCP","SUFU","FUS","TWIST1","GSK3","SHH","IKK","SMO","MEK","NOTCHic","ZEB1","SMAD","Patched","SNAI1","NFB","Csn","Csl","NOTCH","Jagged","Ecadherin","PAK1","SOSGRB2","DSH","cMet","cateninnuc","FOXC2","TCFLEF","TGFR","AXIN2","Wnt","CD44","RAF","DELTA","GLI","LIV1"
"EGR1",-0.120809842275784,-0.00342917457695076,-0.00524735639513258,0.227247215549247,-0.0932773109243697,-0.00685001273236567,-0.0765361286094169,0.174074074074074,0.108315688905642,0.0617391304347826,0.2,-0.019251632345555,0.174074074074074,0.04,0.0498747236551216,0.0350827786311657,0.0730994152046784,0.0264838169150719,-0.116510538641686,-0.137688600475259,-0.1,-0.0857142857142857,-0.0190476190476191,-0.122295595708639,0.173903138528139,-0.025994652102179,-0.0842105263157895,-0.0158218125960062,-0.0405413903217883,-0.113333333333333,-0.0136240348229324,-0.033147294760198,-0.021994652102179,-0.00287121758134718,-0.1,-0.1,-0.133333333333333,-0.0979487179487179,-0.0821406356509884,-0.165778558995083,0.0952380952380952,-0.0309543454345435,-0.2,-0.152452452452452,-0.155600613245543,0.0612101594212117,-0.152566130486923,0.0841864018334606,-0.121389224525204,-0.153021442495127,-0.148492056412848,0.00524735639513258,0.00524735639513258,-0.150582418104883,-0.2
"ZEB2",-0.109124684468878,-0.082077180492598,-0.078008658008658,-0.0713040860277954,-0.0644155844155844,-0.0610818681979627,-0.0607118807118807,-0.0478787878787879,-0.0463576215979261,-0.0407894736842105,-0.04,-0.0373752012882448,-0.0333333333333333,-0.025,-0.024660441426146,-0.0236483000567508,-0.0205815160955348,-0.0126866681705391,-0.0118938046017194,-0.00485506876810852,0,0,0,0.00728120390438205,0.00993858071423612,0.0148780487804878,0.0177777777777778,0.02,0.0210019048407802,0.0213333333333333,0.0215828543342806,0.0230385439591898,0.0248780487804878,0.0284796686186087,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0339016393442623,0.0363156530387676,0.0391901020250293,0.048051948051948,0.0517582417582418,0.0545454545454545,0.0596491228070175,0.0615786122012957,0.0642533022533023,0.0676825083051918,0.0691774891774892,0.0706470150656825,0.070955710955711,0.0726120857699805,0.078008658008658,0.078008658008658,0.0837997476529587,0.1
"SMAD",-0.0842629006180826,-0.103330008725665,-0.106619482409875,0.218376666698552,-0.100536552649229,0.0160616323119172,-0.0762894071530013,0.113492063492063,0.0857643180396911,0.0732718894009216,0.185714285714286,-0.054862632104961,0.146825396825397,0.0571428571428571,0.0639695638195263,-0.067688475907654,-0.085140989729225,-0.0740580076171618,-0.0802665779258426,-0.146051420911935,0.05,0.025,0.075,-0.0616604295471455,0.267809440628989,0.0661669110876164,0.069140989729225,0.08,-0.0524311022810648,0.0300821018062397,0.0157468127601366,-0.0308829526637746,0.0717431192660551,0.0516859072826815,0.0436507936507936,0.0388888888888889,-0.000952380952380946,0.0491297208538588,0.027876413908672,-0.158888119965612,0.104761904761905,-0.0145297249334516,-0.152380952380952,-0.123295985060691,-0.128506396116767,0.0660513091774663,-0.12668268791008,0.0854527537665471,-0.0965891600577829,-0.0904151404151404,-0.122205075969782,0.106619482409875,0.106619482409875,-0.0904151404151404,-0.2
"Csn",-0.072287841191067,0.355761922349346,0.351347335017292,-0.276224243511257,0.0764925373134328,-0.03506999219853,0.0748218929220247,0.129885057471264,-0.0433910479990216,0.0490909090909091,0.133333333333333,0.177840431225629,0.129885057471264,0.04,0.0425974025974026,0.00824016563146998,0.164066666666667,-0.00223421926910299,-0.0665890971773325,-0.0474898713132007,-0.02,0.0142857142857143,0.0253968253968254,-0.162193392551036,-0.401552707475367,0.0176896638821546,-0.161666666666667,0.0163059163059163,-0.0425974025974026,-0.17005772005772,-0.0368320926385442,-0.00952551267517178,0.015230647488712,-0.177336441207369,-0.153333333333333,-0.145,-0.166161616161616,-0.174865412365412,-0.0403143898895194,-0.0169482162167351,-0.075,-0.117069064914101,-0.133333333333333,-0.138318792411023,-0.148582568860692,-0.0920082238524012,-0.148522436569651,-0.0764925373134328,-0.106010780610639,-0.138318792411023,-0.14498545907769,-0.351347335017292,-0.351347335017292,-0.144869010751635,-0.133333333333333
"NFB",-0.0447571803070896,0.160035244650447,0.15605514514796,-0.223884499327401,0.12979797979798,-0.0202620012327092,0.13279544815241,-0.00897435897435898,-0.0483403488372429,0.0397142857142857,-0.0166666666666667,0.0695950679557237,-0.00897435897435898,0.0357142857142857,0.0508253968253968,0.0981091859185919,0.231600171600172,0.0918785935426802,-0.0418498168498168,0.0544602074411827,-0.1,-0.12,-0.1,0.121381886087768,-0.346877828054299,-0.0887103971441321,-0.227155727155727,-0.0814814814814815,-0.0475574229691877,-0.15036075036075,-0.023165730417999,-0.0992244275542796,-0.0814814814814815,-0.0656969763866135,-0.219047619047619,-0.0857142857142857,-0.142424242424242,-0.147134943909137,-0.0385029296150708,0.022881554003449,-0.138888888888889,-0.163233082706767,0.0166666666666667,0.0228205128205128,0.0131159387789245,-0.132681510609797,0.0179002525044147,-0.12899797979798,0.0419300911854103,0.0228205128205128,0.0233854845719253,-0.15605514514796,-0.15605514514796,0.0228205128205128,0.05
"IKK",-0.0420751879699248,0.15605514514796,0.163097398669087,-0.224382838197833,0.138888888888889,-0.0217725752508361,0.12899797979798,-0.0166666666666667,-0.0505578778763136,0.0357142857142857,-0.05,0.0670309653916211,-0.0166666666666667,0.05,0.0397142857142857,0.0951388888888889,0.227155727155727,0.0900928792569659,-0.0322344322344322,0.0554764676037843,0,-0.1,-0.12,0.121699346405229,-0.342564102564103,-0.0814814814814815,-0.219047619047619,-0.1,-0.0508253968253968,-0.142424242424242,-0.0235488721804511,-0.0981091859185919,-0.0814814814814815,-0.0643271133729149,-0.0857142857142857,-0.1,-0.109090909090909,-0.15036075036075,-0.0377835051546392,0.0224000130724699,-0.15,-0.164285714285714,0.05,0.00897435897435898,0.0179002525044147,-0.131486291486291,0.0233854845719253,-0.12979797979798,0.0454761904761905,0.00897435897435898,0.0228205128205128,-0.163097398669087,-0.163097398669087,0.0228205128205128,0.1
"cateninnuc",-0.0406953771209864,0.0925964225964226,0.0937748737748738,-0.171275948674574,0.0275164835164835,-0.0202805501405295,0.0271952467549516,0.0510202126640483,0.0210259271543553,-0.0282263630089717,0.0496503496503497,0.0976544481159866,0.0496503496503497,-0.0202898550724638,-0.0345554769330223,0.0284963924963925,0.0993503787878788,0.0334637001126177,-0.045084709675457,-0.0286867773342524,-0.1,0.0111111111111111,-0.00888888888888889,-0.0280295424989481,-0.166042900339017,-0.00474173545239748,-0.0977878787878788,-0.0170856102003643,0.0340967613366921,0.0218185666944043,-0.0282079901824343,-0.0291785207365016,-0.0114955480885631,-0.105196848818228,-0.103787878787879,-0.125,0.018330194601381,0.0163640212398588,-0.0824105301064915,0.00132667978280127,-0.0182857142857143,-0.00550237616579674,-0.0496503496503497,-0.060519914867741,-0.156969930006875,-0.0586586801176965,-0.0581022139063507,-0.0298153340911962,-0.0402854058143141,-0.0618897778814396,-0.0613135656613917,-0.0937748737748738,-0.0937748737748738,-0.0622850347984356,-0.0727272727272727
"KLF4",-0.0343446852425181,-0.0205806938159879,-0.0220512820512821,-0.215245083805277,0.112909090909091,-0.0149084249084249,0.109657058388766,-0.0941176470588235,-0.0221089524748061,-0.0927272727272727,-0.1,0.0348278705421562,-0.0941176470588235,-0.12,-0.0750802139037433,0.0573333333333333,-0.00666666666666667,0.074087089381207,-0.0555555555555556,0.0774937656715282,0.1,-0.2,-0.166666666666667,0.12756862745098,-0.210076464086517,-0.16377688172043,0.00666666666666667,-0.15,0.0740492860686918,0.095311004784689,-0.0186842105263158,-0.0529855072463768,-0.15625,-0.044789584994295,0.04,0.1,0.116363636363636,0.100465643959947,0.0922229794193812,0.119423166037551,-0.140909090909091,0.0382361349342481,0.1,0.105745554035568,0.102710530690836,-0.111881875826219,0.105076657714497,-0.106242424242424,0.0651707508000102,0.105745554035568,0.110093380122524,0.0220512820512821,0.0220512820512821,0.109193829897637,0.166666666666667
"HEY1",-0.0343446852425181,-0.0205806938159879,-0.0220512820512821,-0.215245083805277,0.112909090909091,-0.0149084249084249,0.109657058388766,-0.0941176470588235,-0.0221089524748061,-0.0927272727272727,-0.1,0.0348278705421562,-0.0941176470588235,-0.12,-0.0750802139037433,0.0573333333333333,-0.00666666666666667,0.074087089381207,-0.0555555555555556,0.0774937656715282,0.1,-0.2,-0.166666666666667,0.12756862745098,-0.210076464086517,-0.16377688172043,0.00666666666666667,-0.15,0.0740492860686918,0.095311004784689,-0.0186842105263158,-0.0529855072463768,-0.15625,-0.044789584994295,0.04,0.1,0.116363636363636,0.100465643959947,0.0922229794193812,0.119423166037551,-0.140909090909091,0.0382361349342481,0.1,0.105745554035568,0.102710530690836,-0.111881875826219,0.105076657714497,-0.106242424242424,0.0651707508000102,0.105745554035568,0.110093380122524,0.0220512820512821,0.0220512820512821,0.109193829897637,0.166666666666667
"FOXC2",-0.0343446852425181,-0.0205806938159879,-0.0220512820512821,-0.215245083805277,0.112909090909091,-0.0149084249084249,0.109657058388766,-0.0941176470588235,-0.0221089524748061,-0.0927272727272727,-0.1,0.0348278705421562,-0.0941176470588235,-0.12,-0.0750802139037433,0.0573333333333333,-0.00666666666666667,0.074087089381207,-0.0555555555555556,0.0774937656715282,0.1,-0.2,-0.166666666666667,0.12756862745098,-0.210076464086517,-0.16377688172043,0.00666666666666667,-0.15,0.0740492860686918,0.095311004784689,-0.0186842105263158,-0.0529855072463768,-0.15625,-0.044789584994295,0.04,0.1,0.116363636363636,0.100465643959947,0.0922229794193812,0.119423166037551,-0.140909090909091,0.0382361349342481,0.1,0.105745554035568,0.102710530690836,-0.111881875826219,0.105076657714497,-0.106242424242424,0.0651707508000102,0.105745554035568,0.110093380122524,0.0220512820512821,0.0220512820512821,0.109193829897637,0.166666666666667
"Ecadherin",-0.0324489506453617,-0.0152734312461555,-0.0205806938159879,-0.214965493870514,0.106242424242424,-0.0162119630834715,0.112369535784787,-0.105745554035568,-0.0235192088850625,-0.0750802139037433,-0.0941176470588235,0.0374495933885982,-0.105745554035568,-0.0927272727272727,-0.0740492860686918,0.0529855072463768,-0.0105627705627706,0.0653622571664419,-0.0479606188466948,0.0777947891513596,0.1,-0.166666666666667,-0.15,0.124030452404425,-0.210738715742146,-0.162989480145627,0.00666666666666667,-0.15625,0.0775786978333976,0.100465643959947,-0.0210538787727613,-0.0488692844860863,-0.16377688172043,-0.048903509044928,0.00666666666666667,0.04,0.095311004784689,0.104554863290802,0.0901634828518755,0.0211758437395954,-0.112909090909091,0.0408677138816166,0.0941176470588235,0.110093380122524,0.103830978870108,-0.114399038297615,0.102710530690836,-0.109657058388766,0.061665596160835,0.109193829897637,0.105076657714497,0.0205806938159879,0.0205806938159879,0.103860496564303,0.1
"miR200",-0.00375000000000001,0.0230287369979185,0.0362456946039036,0.174642247616983,-0.0816176470588235,-0.0610995972601934,-0.090263558536693,0.12,0.0401394680190838,-0.01,0.1,-0.0324721758879685,0.130434782608696,0,-0.0281818181818182,-0.0333614271667369,-0.0111136331394524,-0.0269774011299435,0.000362318840579702,-0.114761711323538,0,0.02,0.0325,-0.119617172193859,0.156404033237503,0.0507718767198679,0.0148872180451128,0.0325,0.0206988249845393,-0.00394088669950739,-0.0774462365591398,0.0324209882952635,0.0464240506329114,0.0283026233026233,0.00631578947368421,-0.02,0.00295566502463054,-0.00563580195374467,0.0131181810916647,-0.0564668734256579,0.0875,-0.000783365570599613,-0.1,-0.12902633190447,-0.103159477161211,0.0845466186929602,-0.0996746286763626,0.0896821631878558,-0.0743081463543834,-0.118591549295775,-0.108801612803347,-0.0362456946039036,-0.0362456946039036,-0.101009131713357,-0.1
"TGF",-0.0010544807341146,-0.0833333333333333,-0.0958333333333334,-0.146555079593716,0.0822222222222222,0.0179205851619645,-0.0284920634920635,-0.142857142857143,-0.0700598126277885,-0.0333333333333333,-0.1,0.0463203463203463,-0.166666666666667,-0.0333333333333333,-0.0701754385964912,0.0784848484848485,-0.0387844611528822,0.0785299806576402,-0.00650902618866005,0.0733759557500784,0,-0.0666666666666667,-0.00666666666666668,-0.0431481481481481,-0.0786288944801665,-0.0776795977011494,0.044047619047619,-0.0566666666666667,0.0635087719298246,0.0833333333333333,0.00967385525737928,-0.0817106549364614,-0.0808045977011494,-0.0875206611570248,0.0583333333333333,0.0333333333333333,0.0733333333333333,0.0660919540229885,-0.0475208640157094,0.0758869771372236,-0.06,-0.1,0.1,0.126666666666667,0.086337606451807,0.0404192546583851,0.0801175107580271,-0.0822222222222222,0.0806437389770723,0.102857142857143,0.0945911949685535,0.0958333333333334,0.0958333333333334,0.0707816711590296,0
"TGFR",-7.75947375835176e-05,0.0815789473684211,0.0833333333333333,0.145950240884038,-0.0822222222222222,-0.0152812889742812,0.041258020938872,0.102857142857143,0.0661337156300979,0.0701754385964912,0.166666666666667,-0.0391774891774892,0.126666666666667,0.0333333333333333,0.0635087719298246,-0.0817106549364614,0.0155286471993938,-0.0845001299113716,0.00293759761723148,-0.0766166964908192,-0.0333333333333333,0.00666666666666668,0.0566666666666667,0.0491979702122051,0.0705604348224648,0.0703349649327879,-0.0387844611528822,0.0808045977011494,-0.0539197308339342,-0.0660919540229885,-0.0108059307290774,0.0799312955058564,0.0776795977011494,0.0872256759062873,-0.044047619047619,-0.0583333333333333,-0.0833333333333333,-0.0394732489870173,0.0569411538707818,-0.0815087829293872,0.0822222222222222,0.101234567901235,-0.142857142857143,-0.0945911949685535,-0.0920949138034457,-0.0487161978898261,-0.086337606451807,-0.0284920634920635,-0.074205970736729,-0.0707816711590296,-0.0801175107580271,-0.0833333333333333,-0.0833333333333333,-0.0572332840622555,-0.1
"SNAI2",0.0182020138451857,0.0381355640240456,0.0395054270377442,0.13355838299178,-0.0798319327731093,0.00853728337194709,-0.0825499876650772,0.0598701298701299,0.0453592130561238,0.0823529411764706,0.0527272727272727,-0.0161538461538462,0.0598701298701299,0.1,0.0764705882352941,-0.0395036887994634,0.030449383741864,-0.0499246534056661,0.0301923076923077,-0.0541152823061394,-0.1,0.1,0.08,-0.0693668488971911,0.131738183684503,0.0830569974468661,-0.0244252873563218,0.0741176470588235,-0.0778219395866455,-0.0767543859649123,0.0107262429200755,0.0361544065028127,0.0802400960384154,0.0211560976568292,-0.0416666666666667,-0.0666666666666667,-0.0820175438596491,-0.0819491911597175,-0.0552902908291168,-0.0398307794471457,0.0941176470588235,-0.0498647734956051,-0.0527272727272727,-0.0640954819828059,-0.0615103166577294,0.0903942042630493,-0.061665596160835,0.0806866336278101,-0.0611363650742435,-0.0640954819828059,-0.0651707508000102,-0.0395054270377442,-0.0395054270377442,-0.0646302413410947,-0.08
"cateninmemb",0.0324489506453617,0.0152734312461555,0.0205806938159879,0.214965493870514,-0.106242424242424,0.0162119630834715,-0.112369535784787,0.105745554035568,-0.0597860475000101,0.0750802139037433,0.0941176470588235,-0.0374495933885982,0.105745554035568,0.0927272727272727,0.0740492860686918,-0.0529855072463768,0.0105627705627706,-0.0653622571664419,0.0479606188466948,-0.0777947891513596,-0.1,0.166666666666667,0.15,-0.124030452404425,0.210738715742146,0.162989480145627,-0.00666666666666667,0.15625,-0.0775786978333976,-0.100465643959947,0.0210538787727613,0.0488692844860863,0.16377688172043,0.048903509044928,-0.00666666666666667,-0.04,-0.095311004784689,-0.104554863290802,-0.0901634828518755,-0.0728970942270612,0.112909090909091,-0.0408677138816166,-0.0941176470588235,-0.110093380122524,-0.103830978870108,0.114399038297615,-0.102710530690836,0.109657058388766,-0.061665596160835,-0.109193829897637,-0.105076657714497,-0.0205806938159879,-0.0205806938159879,-0.103860496564303,-0.1
"TWIST1",0.0703466624519256,-0.0384815444042741,-0.0432760649522193,-0.0866666007334434,0.111703239289446,0.0641284980609999,0.121708934050266,-0.0412698412698413,-0.0548715954553801,0.0797101449275362,-0.0190476190476191,-0.0294712533842969,-0.0412698412698413,0.0666666666666667,0.0797101449275362,0.0675357175357175,0.0492177314211212,0.0668032532439312,0.0655826558265583,0.0531639454676041,0,-0.166666666666667,-0.133333333333333,0.0636957883840035,-0.10004496264477,-0.140835324020964,-0.0576923076923077,-0.121333333333333,-0.0722474583603721,-0.0208547008547009,0.0509009009009009,-0.0665456185258165,-0.136401826484018,0.0408161654674784,-0.0576923076923077,-0.05,-0.0311111111111111,-0.012364134816965,-0.0532247461271336,0.0524345028101072,-0.115151515151515,-0.128265759158208,0.0190476190476191,0.0497804795677136,0.0388728351537982,-0.106174311435002,0.0393903739692093,-0.119203239289446,0.0548013814142846,0.0486382623224729,0.0453628088849827,0.0432760649522193,0.0432760649522193,0.0438382623224729,0.0333333333333333
"SOSGRB2",0.0823057644110276,0.166681153121831,0.153860640301318,0.0148941662364481,-0.0157142857142857,0.0511518012563385,0.00706258280726366,-0.142857142857143,-0.100631956631957,-0.00793650793650794,-0.1,-0.0387426900584795,-0.142857142857143,0.0476190476190476,-0.0106392106392106,-0.0406451612903226,0.152046783625731,-0.0448863636363636,0.0808771929824561,0.0392634984187466,-0.2,0,0,0.051072463768116,-0.0706227448723943,0.00662057406243453,-0.152046783625731,0.0333333333333333,0.0227604227604228,-0.134265734265734,0.0321804511278195,0.0315542521994135,0.0252252252252252,0.00204619758351102,-0.188888888888889,-0.2,-0.172727272727273,-0.127223480744608,0.0682911692690903,0.168124976110814,0.0357142857142857,0.0711111111111111,0.1,0.164596273291925,0.127961590733839,0.00819291819291819,0.133124114634412,-0.00351648351648352,0.106779427942794,0.15952380952381,0.145755693581781,-0.153860640301318,-0.153860640301318,0.140683229813665,0
