"","FOXC2","GSK3","SNAI2","cateninmemb","AXIN2","Ecadherin","TWIST1","GLI","cateninnuc","TCFLEF","Wnt","CD44","Frizzled","SNAI1","cMet","SRC","Destcompl","DSH","STAT","RKIP","NFB","TrCP","LIV1","FUS","IKK","AKT","Csn","Csl","NOTCHic","NOTCH","ZEB2","ZEB1","MEK","cfos","RAF","PI3K","DELTA","RAS","Jagged","ERK","EGR1","KLF4","miR200","ILK","SMAD","HEY1","SUFU","SMO","SHH","Patched","SOSGRB2","CDC42","TGFR","TGF","PAK1"
"IKK",-0.335180375180375,-0.236868131868132,-0.42412824185991,-0.193696917607532,-0.161666666666667,-0.183112224914392,-0.315882352941176,-0.137264957264957,-0.14825687602345,-0.142349703027669,-0.126495726495726,-0.137264957264957,-0.111111111111111,-0.100989539157478,-0.126495726495726,-0.111111111111111,-0.136045992855844,-0.1,-0.1,-0.0983606557377049,0.0857142857142857,0,-0.1,0.08,0.00238095238095238,-0.000321750321750322,0.1,-0.00909090909090909,0.00519480519480519,0.00995670995670996,-0.196,-0.196,0.0535238095238095,0.0428571428571429,-0.142226255293406,-0.142226255293406,-0.142226255293406,0.142226255293406,-0.140852858481724,-0.0468571428571429,0,-0.202564102564103,-0.0969230769230769,-0.144444444444444,-0.147414741474147,-0.144478844169247,-0.1,-0.1,-0.0968071519795658,-0.103703703703704,0.202521008403361,0.3,0.3,0.296,0.3
"Csn",-0.229293697737544,-0.109908964739993,0.00947863766078199,0.137331357800611,0.202431047371734,0.126976071163606,-0.0297389745987221,0.166475055469582,0.171914950092477,0.170050849070229,0.164291649356045,0.166513871578267,0.153448275862069,-0.130395608866599,0.164291649356045,0.153448275862069,0.0191452468732958,0.15,0.15,-0.146353642152633,-0.111666666666667,-0.02,0.133333333333333,0.053968253968254,-0.111666666666667,-0.115666666666667,-0.095,-0.140909090909091,-0.142207792207792,-0.148938561438561,-0.184673283705542,-0.184673283705542,0.0944128787878788,0.0863636363636364,-0.27018218290748,-0.27018218290748,-0.27018218290748,0.272293507283679,0.0178726320695233,-0.0954545454545455,-0.05,-0.187657832363715,-0.0952062896440169,-0.0497502587991718,-0.0489790505729508,-0.0404208194905869,-0.0428571428571429,-0.0630591630591631,-0.0712030022976612,-0.066284969510776,0.227875014412545,0.27449118046133,0.268080924051073,0.263546317845823,0.290909090909091
"ILK",-0.107191637630662,-0.114466089466089,0.114010853191366,0.15632636858109,0.192952380952381,0.166314498685955,0.08631956465171,0.148450390189521,0.15827740399347,0.153535135952233,0.13768115942029,0.148450390189521,0.133333333333333,-0.10622383252818,0.13768115942029,0.133333333333333,0.0217548345936222,0.1,0.1,-0.141758241758242,-0.2,-0.2,0.1,0.05,-0.217647058823529,-0.215082956259427,-0.233333333333333,-0.125,-0.148076923076923,-0.148076923076923,-0.175818605255043,-0.175818605255043,0.0786701565872251,0.0476190476190476,-0.22152380952381,-0.22152380952381,-0.22152380952381,0.218784083496412,0.036140350877193,-0.07703081232493,-0.0333333333333333,-0.180043859649123,-0.0965125333977793,-0.0371748699479792,-0.0363748699479792,-0.0244643998251101,0,-0.05,-0.0653846153846154,-0.0653846153846154,0.171923076923077,0.157352941176471,0.145352941176471,0.139661884265901,0.175
"DELTA",-0.117142857142857,0.113026819923372,0.0103318250377074,0.182685202121822,0.162857142857143,0.145052631578947,0.003,0.127692307692308,0.154398934398934,0.148904428904429,0.12,0.127692307692308,0.1,-0.0166666666666667,0.12,0.1,0.116416988416988,0,0,0.00512820512820512,0,0,0,0,0.0333333333333333,0,0,0.1,0.08,0.0514285714285714,-0.158454106280193,-0.158454106280193,0.126666666666667,0,-0.1,-0.1,-0.1,0.109090909090909,0.0338528138528138,-0.06,0.1,-0.188888888888889,-0.0709090909090909,-0.0333333333333333,-0.0380952380952381,-0.133333333333333,0,-0.0333333333333333,-0.066025641025641,-0.0583333333333333,0.22,0.2,0.188888888888889,0.160888888888889,0.2
"TrCP",-0.121891851778558,0.0952754329004329,-0.0582425554364943,0.13046420269262,0.142783406140595,0.111165427480128,-0.0231767363071711,0.114525745257453,0.116942199967123,0.115562889622296,0.111111111111111,0.114081408140814,0.111111111111111,-0.0216216718842017,0.111111111111111,0.111111111111111,0.104827334588199,0.1,0.1,-0.019769346675424,0.00833333333333333,0.0333333333333333,0.1,0.0476190476190476,0.00833333333333333,0.0101851851851852,0.00833333333333333,-0.0166666666666667,-0.0212820512820513,-0.0201831501831502,-0.153959368549498,-0.153959368549498,0.117179071481209,0.13304347826087,-0.107101865136298,-0.107101865136298,-0.107101865136298,0.106192774227208,0.00505815439672802,-0.121179071481209,-0.12,-0.153800676554775,-0.0749427043544691,-0.0401860385731353,-0.0401860385731353,-0.0381882588117706,-0.0476190476190476,-0.0508448540706605,-0.0560176935768334,-0.0570176935768334,0.149807480748075,0.156022408963585,0.152992105933282,0.151899209758419,0.161904761904762
"LIV1",-0.121891851778558,0.0952754329004329,-0.0582425554364943,0.13046420269262,0.142783406140595,0.111165427480128,-0.0231767363071711,0.114525745257453,0.116942199967123,0.115562889622296,0.111111111111111,0.114081408140814,0.111111111111111,-0.0216216718842017,0.111111111111111,0.111111111111111,0.104827334588199,0.1,0.1,-0.019769346675424,0.00833333333333333,0.0333333333333333,0.1,0.0476190476190476,0.00833333333333333,0.0101851851851852,0.00833333333333333,-0.0166666666666667,-0.0212820512820513,-0.0201831501831502,-0.153959368549498,-0.153959368549498,0.117179071481209,0.13304347826087,-0.107101865136298,-0.107101865136298,-0.107101865136298,0.106192774227208,0.00505815439672802,-0.121179071481209,-0.12,-0.153800676554775,-0.0749427043544691,-0.0401860385731353,-0.0401860385731353,-0.0381882588117706,-0.0476190476190476,-0.0508448540706605,-0.0560176935768334,-0.0570176935768334,0.149807480748075,0.156022408963585,0.152992105933282,0.151899209758419,0.161904761904762
"EGR1",-0.121891851778558,0.0952754329004329,-0.0582425554364943,0.13046420269262,0.142783406140595,0.111165427480128,-0.0231767363071711,0.114525745257453,0.116942199967123,0.115562889622296,0.111111111111111,0.114081408140814,0.111111111111111,-0.0216216718842017,0.111111111111111,0.111111111111111,0.104827334588199,0.1,0.1,-0.019769346675424,0.00833333333333333,0.0333333333333333,0.1,0.0476190476190476,0.00833333333333333,0.0101851851851852,0.00833333333333333,-0.0166666666666667,-0.0212820512820513,-0.0201831501831502,-0.153959368549498,-0.153959368549498,0.117179071481209,0.13304347826087,-0.107101865136298,-0.107101865136298,-0.107101865136298,0.106192774227208,0.00505815439672802,-0.121179071481209,-0.12,-0.153800676554775,-0.0749427043544691,-0.0401860385731353,-0.0401860385731353,-0.0381882588117706,-0.0476190476190476,-0.0508448540706605,-0.0560176935768334,-0.0570176935768334,0.149807480748075,0.156022408963585,0.152992105933282,0.151899209758419,0.161904761904762
"SHH",0,0.0743589743589744,0.306590038314176,0.225232974910394,0.304761904761905,0.171388888888889,0.075,0.1,0.223333333333333,0.206666666666667,0,0.2,0,-0.0166666666666667,0.1,0.1,0.0833766233766234,0,0.1,-0.02,0,0,0,-0.2,-0.1,-0.1,0,-0.1,-0.2,-0.2,-0.15,-0.15,-0.04,-0.1,0,0,0,0.0230769230769231,0.162857142857143,0.1,0,-0.15,-0.0666666666666667,0,0,0,0.2,0.1,0.0133333333333333,0.133333333333333,0.05,0.0333333333333333,-0.0666666666666667,-0.0666666666666667,0
"NOTCH",-0.102857142857143,0.108481365377917,0.0225011372070196,0.187397244006639,0.183611859838275,0.158762308998302,0.014864406779661,0.148904428904429,0.161337709909138,0.154398934398934,0.127692307692308,0.148904428904429,0.12,-0.00282051282051283,0.127692307692308,0.12,0.122959044491755,0.1,0.1,-0.00521662245800178,0.0333333333333333,0,0,0.0333333333333333,0,0,0,0.08,0.0514285714285714,-0.0517972350230415,-0.147342995169082,-0.147342995169082,0.148095238095238,0.06,-0.109090909090909,-0.109090909090909,-0.109090909090909,0.113438735177866,0.044963924963925,-0.126666666666667,0,-0.158454106280193,-0.0709090909090909,-0.0380952380952381,-0.0414285714285714,-0.13768115942029,0,-0.0583333333333333,-0.0719079939668175,-0.066025641025641,0.204210526315789,0.188888888888889,0.160888888888889,0.15121146953405,0.2
"CD44",-0.140416666666667,-0.264880952380952,-0.334678654678655,-0.173901098901099,-0.13,-0.159156986212138,-0.0951648351648352,-0.106666666666667,-0.125986881335719,-0.118294573643411,-0.1,-0.106666666666667,-0.1,-0.112413609782031,0,0,-0.16317254174397,0,0.1,-0.191481481481481,0,-0.1,0.1,0.1,0,-0.00666666666666667,0,0,0.0142857142857143,0.00902255639097744,-0.142857142857143,-0.142857142857143,0.03,-0.05,-0.214285714285714,-0.214285714285714,-0.214285714285714,0.211428571428571,-0.155337995337995,-0.01,0,-0.0476190476190476,-0.104945103205973,-0.138888888888889,-0.132766439909297,-0.0941520467836257,-0.1,-0.15,-0.13,-0.13,0.0785714285714286,0.153333333333333,0.140833333333333,0.135277777777778,0.133333333333333
"Patched",0.03,0.0838827838827839,0.329256704980843,0.253010752688172,0.332034632034632,0.180126752966559,0.0935185185185185,0.1,0.235954692556634,0.223333333333333,0.1,0.206666666666667,0,0.00591397849462365,0.2,0.1,0.0910689310689311,0,0.1,0.00857142857142857,-0.1,0,0.1,-0.1,-0.1,-0.0857142857142857,0,-0.2,-0.2,-0.227272727272727,-0.141666666666667,-0.141666666666667,-0.0323076923076923,-0.1,-0.0230769230769231,-0.0230769230769231,-0.0230769230769231,0.0293269230769231,0.166560846560847,0.04,0.1,-0.138888888888889,-0.0523809523809524,0,0.01,0.00769230769230769,0.2,0.133333333333333,-0.0116666666666667,0.0133333333333333,0.0166666666666667,-0.0666666666666667,-0.0666666666666667,-0.075,0.0333333333333333
"NOTCHic",-0.0899539170506912,0.111787150501884,0.0311183716759574,0.197742071592845,0.194722970949386,0.16228451420504,0.0230405074085918,0.15428077299045,0.165765190825169,0.161337709909138,0.148904428904429,0.154398934398934,0.127692307692308,0.000883190883190876,0.148904428904429,0.127692307692308,0.124625711158421,0.12,0.12,0.00182563106312499,0,0,0.1,0.0583333333333333,0,-0.00232558139534884,0.0333333333333333,0.0514285714285714,-0.0517972350230415,-0.0623235508125152,-0.140676328502415,-0.140676328502415,0.142380952380952,0.126666666666667,-0.113438735177866,-0.113438735177866,-0.113438735177866,0.116887011039935,0.0469506799308124,-0.148095238095238,-0.06,-0.144168391994479,-0.0657067787703626,-0.0414285714285714,-0.0392702980472765,-0.139219620958751,-0.0333333333333333,-0.066025641025641,-0.0815854133216562,-0.0719079939668175,0.181483253588517,0.160888888888889,0.15121146953405,0.145478985457617,0.188888888888889
"cMet",-0.139150843881857,-0.274558371735791,-0.341977924751647,-0.180662664737398,-0.141111111111111,-0.162973780105267,-0.0985356216816891,-0.115757575757576,-0.130506655347018,-0.125986881335719,-0.106666666666667,-0.118294573643411,-0.1,-0.112413609782031,-0.106666666666667,0,-0.164523893095322,-0.1,0,-0.198888888888889,0,0,0.1,0.15,-0.00666666666666667,-0.0129166666666667,0,0.0142857142857143,0.00902255639097744,0.00689489681650936,-0.13982683982684,-0.13982683982684,0.05,0.01,-0.211428571428571,-0.211428571428571,-0.211428571428571,0.205768194070081,-0.157511908381474,-0.03,0.05,-0.0428571428571429,-0.103382603205973,-0.132766439909297,-0.136402803545661,-0.0882696938424492,-0.1,-0.13,-0.12375,-0.13,0.0519047619047619,0.140833333333333,0.135277777777778,0.13315011820331,0.153333333333333
"Csl",-0.0842067906139096,0.111934425906891,0.0370094977013116,0.201717606761041,0.203206261437818,0.16728451420504,0.0291353155350027,0.161538837506579,0.169367249144208,0.165765190825169,0.15428077299045,0.161337709909138,0.148904428904429,0.00364998930216321,0.154398934398934,0.148904428904429,0.127246064601444,0.127692307692308,0.127692307692308,0.00228646055621254,0,0.0333333333333333,0.12,0.066025641025641,-0.00232558139534884,-0.00310077519379845,0,-0.0517972350230415,-0.0623235508125152,-0.0650508235397879,-0.136256438999653,-0.136256438999653,0.141293995859213,0.148095238095238,-0.116887011039935,-0.116887011039935,-0.116887011039935,0.116887011039935,0.0521590132641457,-0.142380952380952,-0.126666666666667,-0.137025534851622,-0.0641817243041316,-0.0392702980472765,-0.0392702980472765,-0.134644457560059,-0.0583333333333333,-0.0719079939668175,-0.0824474822871734,-0.0815854133216562,0.17741821293811,0.15121146953405,0.145478985457617,0.142077624913399,0.160888888888889
"SMO",0.0506896551724138,0.0887371528148227,0.344494800218938,0.263690364338658,0.352724287207046,0.190827859977629,0.114106753812636,0.116666666666667,0.244225369248364,0.235954692556634,0.1,0.223333333333333,0.1,0.00829493087557603,0.206666666666667,0.2,0.097270481456528,0,0.1,0.0196825396825397,-0.1,0,0.1,-0.133333333333333,-0.0857142857142857,-0.0977142857142857,-0.1,-0.2,-0.227272727272727,-0.237272727272727,-0.123022598870057,-0.123022598870057,-0.0171561771561772,-0.04,-0.0293269230769231,-0.0293269230769231,-0.0293269230769231,0.0293269230769231,0.180846560846561,0.0323076923076923,0.1,-0.130555555555556,-0.0435201928872815,0.01,0.00523809523809524,0.021978021978022,0.1,0.0133333333333333,-0.00611111111111111,-0.0116666666666667,0.0219298245614035,-0.0666666666666667,-0.075,-0.0912162162162162,-0.0666666666666667
"SUFU",0.0679157228229297,0.094370325945481,0.363840598703853,0.279599576499594,0.379259263278729,0.204505328482066,0.128764280665338,0.137934896578019,0.253397364133274,0.248844934465755,0.130128205128205,0.244225369248364,0.116666666666667,0.0195771140262301,0.235954692556634,0.223333333333333,0.103233143031944,0.1,0.206666666666667,0.0235706103747341,-0.0977142857142857,-0.1,0.2,0.0116666666666667,-0.105406593406593,-0.103393170587801,-0.0857142857142857,-0.237272727272727,-0.248636363636364,-0.252604617604618,-0.114119483965341,-0.114119483965341,-0.00953573205957652,-0.0171561771561772,-0.0350037789721196,-0.0350037789721196,-0.0350037789721196,0.0362696017569297,0.192333840129965,0.00911020014468291,0.0323076923076923,-0.104738337532585,-0.040299610606005,0.00588325652841782,0.00749988470393745,0.0200398344452823,0.0133333333333333,-0.00611111111111111,-0.0202213252213252,-0.0152020202020202,0.010391363022942,-0.0912162162162162,-0.0965353651523864,-0.099099467716489,-0.075
"RAS",-0.0133333333333333,-0.242648578811369,-0.165988791853793,0.0209826334321455,0.118550724637681,-0.00997306432454405,0.0871031096563012,0.0941176470588235,0.0917067013653753,0.0919899874843554,0.0941176470588235,0.0919899874843554,0.1,-0.0282104228121927,0.0941176470588235,0.1,-0.0885386141200095,0.1,0.1,-0.100874213836478,-0.133333333333333,-0.1,0,0.1,-0.14,-0.145555555555556,-0.1,-0.15,-0.155263157894737,-0.157149950347567,-0.0621833578792342,-0.0621833578792342,0.102223942208462,0.095,-0.298974358974359,-0.298974358974359,-0.298974358974359,0.198974358974359,-0.061123595505618,-0.100263157894737,-0.02,-0.0632142857142857,-0.0669538461538462,-0.0861471861471862,-0.0902288188002474,0.0134387351778656,-0.1,-0.1,-0.0943050847457627,-0.096,-0.0597402597402597,0.04,0.0282352941176471,0.0272451951077461,0.06
"ZEB2",-0.242649572649573,-0.210892490422302,-0.187573599913345,-0.17375080145178,-0.169818497900505,-0.16793992223734,-0.156603945563017,-0.149592181518787,-0.148305182860409,-0.145967520522747,-0.143170163170163,-0.142446393762183,-0.140606060606061,-0.137073498167534,-0.135964912280702,-0.133333333333333,-0.131303900840819,-0.127272727272727,-0.12,-0.10866344605475,-0.101388888888889,-0.1,-0.1,-0.1,-0.0991666666666667,-0.094493769470405,-0.0888888888888889,-0.058974358974359,-0.0523076923076923,-0.0484825556956705,-0.0483721329199664,-0.0483721329199664,-0.0449400941377835,-0.0364035087719298,-0.0219264069264069,-0.0219264069264069,-0.0219264069264069,0.0199992120655932,0.0325740764253334,0.0364035087719298,0.0416666666666667,0.0522781624428872,0.0569929956293909,0.0804596811639065,0.0810694372614675,0.0926099706744868,0.1,0.108571428571429,0.111010452961672,0.111010452961672,0.148974358974359,0.208831168831169,0.210871985157699,0.212988387274101,0.214285714285714
"TWIST1",0.202061067214856,0.160546102991619,0.541130144206526,0.36487402567731,0.30216487813262,0.415642994296899,0.220878146453089,0.263240768588137,0.281136321471367,0.274408316871022,0.249640768588137,0.264147979964437,0.231746031746032,0.00551239673656805,0.250894967916244,0.231746031746032,0.176646543260821,0.20952380952381,0.20952380952381,0.00541982498504238,-0.123076923076923,-0.1,0.166666666666667,0.0444444444444444,-0.132600732600733,-0.139380393617682,-0.1,-0.173333333333333,-0.188717948717949,-0.200982099661345,-0.042352001123931,-0.042352001123931,-0.0457104636998076,-0.0715942028985507,-0.0497483831323174,-0.0497483831323174,-0.0497483831323174,0.0542004379268379,0.245924044459427,0.0531731502669718,0.0933333333333333,-0.0436105899520534,-0.0491974985151801,0.125093275093275,0.125423308096575,0.145787545787546,-0.0333333333333333,-0.0724444444444445,-0.0913930914516649,-0.0820334855403348,0.0465587044534413,-0.0861024033437827,-0.0973524033437827,-0.104869487626243,-0.0757575757575758
"RAF",-0.0186118479221927,0.137194641449961,0.310636183481961,0.143233149115502,0.0475035161744023,0.144531543592914,-0.0407338086749851,0.0448717948717949,0.0560496487575636,0.0522328548644338,0.0333333333333333,0.0501349527665317,0.0333333333333333,0.014757235590273,0.0385964912280702,0.0333333333333333,0.0432693634945267,0,0,0.125420168067227,-0.0571428571428571,-0.1,0,-0.0666666666666667,-0.0696428571428571,-0.0666125541125541,-0.1,-0.0666666666666667,-0.0848484848484849,-0.0848484848484849,-0.0278986131037781,-0.0278986131037781,-0.0646368305209098,-0.1,0.0613636363636364,0.0613636363636364,0.0613636363636364,-0.0656371406371406,0.101113671274962,0.096551724137931,0.1,-0.0318986131037781,-0.00614642633949348,0.0735986307231493,0.0726085317132484,0.0852109949670925,0.1,0.0666666666666667,0.0628633879781421,0.0546666666666667,0.0818412698412698,0.04,0.0304761904761905,0.0258032932799288,0.0333333333333333
