"","AXIN2","ZEB2","ZEB1","FOXC2","Wnt","cMet","CD44","Frizzled","TCFLEF","DSH","SRC","TGF","CDC42","NOTCH","Jagged","TWIST1","MEK","RKIP","NOTCHic","HEY1","SHH","Csl","ILK","ERK","SMAD","PAK1","AKT","Patched","FUS","SOSGRB2","IKK","SMO","RAS","miR200","RAF","PI3K","DELTA","GSK3","cfos","KLF4","NFB","EGR1","STAT","SNAI1","Ecadherin","SUFU","TGFR","cateninnuc","Csn","GLI","cateninmemb","TrCP","LIV1","SNAI2","Destcompl"
"Frizzled",0.189795630725863,-0.0671037118059008,-0.0671037118059008,-0.0671801148667734,0.144736842105263,0.144736842105263,0.134022556390977,0.15,0.129386794801573,0.2,0.15,-0.0401242236024845,-0.0133333333333333,0.0502801120448179,0.0157063279857398,0.0457422969187675,0.0266230936819172,-0.0404761904761905,0.0404761904761905,-0.0236115657392253,-0.0841153470185728,0.00714285714285715,-0.0140926257205327,0.0192156862745098,-0.0374571117018411,-0.0333333333333333,-0.0258333333333333,-0.0712121212121212,0.15,0.0666666666666667,0.0758333333333333,-0.104545454545455,0.131940086436564,-0.0230587121212121,0.140601503759398,0.140601503759398,0.140601503759398,-0.12033960292581,-0.0133333333333333,0.0509803921568627,0.113333333333333,0.0666666666666667,-0.1,0.0556935817805383,-0.00238558320777046,0.1,0.0220289855072464,-0.130815366230145,0.133333333333333,-0.134022556390977,-0.0729882970137208,0.1,-0.1,-0.0760714674208637,-0.230836267398813
"Csn",0.153736819326409,-0.0663093465674111,-0.0663093465674111,-0.100905740550374,0.112145132253151,0.112145132253151,0.107256243364262,0.122988505747126,0.107577786772622,0.133333333333333,0.122988505747126,-0.0357865632034763,-0.00817503392130258,0.0308372183372183,-0.029042535609523,0.0406981455508805,-0.0340124458874459,-0.0457291404978537,0.0414141414141414,-0.0315614617940199,-0.0813699814493046,0.0323232323232323,-0.0339246894409938,-0.00588744588744589,-0.0460069516517907,0.00227272727272727,-0.072,-0.0657962109575013,0.0873015873015873,0.0649486913409432,0.06,-0.053968253968254,0.129335465713798,-0.0329681625249982,0.13451780736447,0.13451780736447,0.13451780736447,-0.119643007293184,0.0175757575757576,0.0740214034331681,0.118333333333333,0.0266666666666667,-0.133333333333333,0.0573672527790734,-0.0035536407539763,0.142857142857143,0.0312519569982257,-0.109081094048629,0.16,-0.109088363694199,-0.0393867922073476,0.26,-0.0666666666666667,0.0017483196620274,-0.228851672451845
"TrCP",-0.0464123059763919,-0.062217012079597,-0.062217012079597,-0.0600020731589524,-0.0337426900584795,-0.0365165165165165,-0.0384967145363185,-0.0311111111111111,-0.0340522700918741,-0.02,-0.0311111111111111,-0.10426513377333,-0.104761904761905,-0.0984981684981685,-0.0828482873210634,-0.0542881611142481,-0.1338540899042,0.0371905626601759,-0.0864102564102564,-0.0391929035482259,-0.0737056380497241,-0.0756410256410256,-0.0521846731524151,-0.1338540899042,-0.0347653183137054,-0.0714285714285714,-0.0481968810916179,-0.0617056380497241,0.0285714285714286,0.0493674367436744,0.0241228070175439,-0.0382488479262673,0.0313776454163829,-0.0313104814299201,0.0318321908709283,0.0318321908709283,0.0318321908709283,-0.0118933982683983,0.0982608695652174,0.0790986208691127,0.00833333333333333,0.12,0.02,-0.0338780521010665,0.00724745055548175,0.0619047619047619,0.110822510822511,0.0314315804367016,0.0833333333333333,0.0352061046926259,0.0238964922830553,0.133333333333333,0,0.151693491454186,0.0452242293146421
"EGR1",-0.0464123059763919,-0.062217012079597,-0.062217012079597,-0.0600020731589524,-0.0337426900584795,-0.0365165165165165,-0.0384967145363185,-0.0311111111111111,-0.0340522700918741,-0.02,-0.0311111111111111,-0.10426513377333,-0.104761904761905,-0.0984981684981685,-0.0828482873210634,-0.0542881611142481,-0.1338540899042,0.0371905626601759,-0.0864102564102564,-0.0391929035482259,-0.0737056380497241,-0.0756410256410256,-0.0521846731524151,-0.1338540899042,-0.0347653183137054,-0.0714285714285714,-0.0481968810916179,-0.0617056380497241,0.0285714285714286,0.0493674367436744,0.0241228070175439,-0.0382488479262673,0.0313776454163829,-0.0313104814299201,0.0318321908709283,0.0318321908709283,0.0318321908709283,-0.0118933982683983,0.0982608695652174,0.0790986208691127,0.00833333333333333,0.12,0.02,-0.0338780521010665,0.00724745055548175,0.0619047619047619,0.110822510822511,0.0314315804367016,0.0833333333333333,0.0352061046926259,0.0238964922830553,0.133333333333333,0,0.151693491454186,0.0452242293146421
"DSH",0.185998162371433,-0.0592296960578693,-0.0592296960578693,-0.0797342274208859,0.134022556390977,0.134022556390977,0.129386794801573,0.144736842105263,0.130815366230145,0.15,0.144736842105263,-0.0439569762157249,-0.0220289855072464,0.0397906015553074,0.00330322721054595,0.0457422969187675,0.00181106360672924,-0.043972693972694,0.0502801120448179,-0.0429098113532604,-0.0957717887363642,0.0404761904761905,-0.0374571117018411,0.0266230936819172,-0.0453816400037279,-0.0133333333333333,-0.0361781609195402,-0.0841153470185728,0.104545454545455,0.0715447154471545,0.0258333333333333,-0.0712121212121212,0.126617957585023,-0.0328148096821877,0.131940086436564,0.131940086436564,0.131940086436564,-0.118251435872446,-0.0192156862745098,0.0636017513801637,0.0758333333333333,-0.0133333333333333,-0.15,0.0600414078674948,-0.00809234352383719,0.15,0.0401242236024845,-0.130904413425158,0.113333333333333,-0.130754582534768,-0.0764040802881613,0.133333333333333,-0.1,-0.0724626199237741,-0.23102710709347
"DELTA",-0.0471428571428571,-0.0589371980676328,-0.0589371980676328,-0.0642857142857143,0,0,-0.00769230769230769,-0.1,-0.0228438228438228,0,-0.1,-0.0786666666666667,-0.1,-0.188571428571429,-0.0448484848484849,-0.045,-0.14,-0.0102564102564103,-0.26,0.133333333333333,-0.0352564102564102,-0.2,0.0333333333333333,-0.14,0.00952380952380953,-0.2,-0.1,-0.0583333333333333,0.1,0,0.133333333333333,-0.133333333333333,0.00666666666666667,0.00363636363636363,0.00666666666666667,0.00666666666666667,0.00666666666666667,0.00498084291187739,0.2,0.0111111111111111,0.1,0.1,0,-0.0583333333333333,0.0136491228070175,0,0.0666666666666667,0.0261405261405261,0,0.00769230769230769,0.0446332540698738,0,0,0.153092006033183,0.0425482625482625
"Wnt",0.192121212121212,-0.054232424677188,-0.054232424677188,-0.0811336032388664,0.15,0.15,0.144736842105263,0.2,0.134022556390977,0.2,0.1,-0.0220289855072464,-0.0333333333333333,0.0404761904761905,0.0308578431372549,0.0676470588235294,0.0192156862745098,-0.0833333333333333,0.00714285714285715,-0.00871794871794871,-0.0712121212121212,0.05,0.00683760683760685,0.0133333333333333,-0.0140926257205327,-0.1,-0.0758333333333333,-0.104545454545455,0.1,0.0393939393939394,0.113333333333333,-0.15,0.140601503759398,-0.0121212121212121,0.140601503759398,0.140601503759398,0.140601503759398,-0.13064263322884,0.0666666666666667,0.0176470588235294,0.133333333333333,0.1,-0.1,0.0509316770186335,0.0029757221535349,0,0.0133333333333333,-0.129386794801573,0.1,-0.144736842105263,-0.0739406779661017,0.1,0,-0.0801724137931034,-0.236937063154781
"GSK3",0.185541541366867,-0.0522460407829808,-0.0522460407829808,-0.0821265719184936,0.130754582534768,0.129386794801573,0.130815366230145,0.134022556390977,0.130904413425158,0.144736842105263,0.134022556390977,-0.0413928736516223,-0.0401242236024845,0.034336056100762,0.00111344618864814,0.0491994031927752,-0.00102984548417985,-0.0467295862032704,0.0397906015553074,-0.052944413429385,-0.0995995399325365,0.0502801120448179,-0.0453816400037279,0.00181106360672924,-0.0359363626424085,-0.0220289855072464,-0.0515627763041556,-0.0957717887363642,0.0712121212121212,0.0794516921913405,0.0361781609195402,-0.0841153470185728,0.126828041618637,-0.0298839773257985,0.126617957585023,0.126617957585023,0.126617957585023,-0.217086710414875,-0.0266230936819172,0.0544414460366523,0.0258333333333333,-0.0192156862745098,-0.144736842105263,0.0639173768597429,-0.00614963690546379,0.104545454545455,0.0439569762157249,-0.132088623951474,0.0758333333333333,-0.132641374987598,-0.0793218521714504,0.113333333333333,-0.15,-0.0709958382154048,-0.231766804169905
"SMAD",-0.0665302940857927,-0.0423536344559326,-0.0423536344559326,-0.0575826007722332,-0.0625763125763126,-0.0312791783380019,-0.0330973601561837,-0.0587301587301587,-0.028348377795261,-0.0476190476190476,-0.0253968253968254,-0.0833536642410048,-0.0839034205231388,0.00139573070607554,0.0166169529395336,-0.0394824765663848,-0.125102120310297,0.0153476422359192,0.0133004926108374,0.0601784409400561,0.0450545968191171,0.0190476190476191,0.065018360634799,-0.126063658771836,-0.0202197346032962,-0.0571428571428571,0.0693557422969188,0.058065749235474,-0.0791666666666667,0.0332002366163857,-0.0893557422969188,0.0791666666666667,0.0793795920428304,-0.0439558435637761,0.0803664341480935,0.0803664341480935,0.0803664341480935,-0.0634805990445088,0.0981566820276498,0.0587514509247309,-0.0952380952380952,0.114285714285714,0.0142857142857143,-0.00477912678719131,-0.0103418568573478,-0.0416666666666667,0.0889313534840327,0.0262207182207929,-0.0333333333333333,0.0640151614971759,0.0414850955231688,0,0,0.159194492301579,0.0721485081824229
"MEK",0.00779735431634166,-0.0276083896973424,-0.0276083896973424,-0.0028074493591735,0.00128205128205128,0.00917678812415655,0.00568028462765305,0.0166666666666667,-0.00220775608481514,-0.0333333333333333,0.0245614035087719,0.0278930220017607,0.0638095238095238,0.0572970014575854,0.0821732742750584,0.0678956664250782,-0.0140914649058449,0.00817116320212296,0.0463480963480963,0.102910639496005,0.0772651880424301,0.00404040404040404,0.111794760990862,0.0825752017608217,0.0826434694779465,0.04,0.115581232492997,0.0831475409836066,0,0.0848253968253968,-0.0744047619047619,0.052,0.127451992451992,0.0120796032406551,0.130944055944056,0.130944055944056,0.130944055944056,-0.0712137669584478,-0.101724137931034,0.00535628885700621,-0.0410714285714286,-0.05,0.0333333333333333,0.135851967249968,0.126485119654431,0,-0.0497908322207388,0.000906640843179454,-0.0285714285714286,0.00221445221445221,0.125468955325483,-0.1,0,0.29404759990283,-0.165215660710656
"ERK",0.00210629740577255,-0.0167422479650589,-0.0167422479650589,-0.017337363889088,-0.00221445221445221,0.00568028462765305,-0.00220775608481514,0.00128205128205128,-0.000906640843179454,0.0166666666666667,0.00917678812415655,0.0251457692545079,0.0497908322207388,0.0536958934243444,0.0656070092148174,0.0680343626802793,-0.0377683451286862,-0.00269234654718066,0.0572970014575854,0.077313369871432,0.0593907919071644,0.0463480963480963,0.0826434694779465,-0.0140914649058449,0.0671419497211076,0.0638095238095238,0.10365462698841,0.0772651880424301,-0.052,0.0838545230389891,-0.115581232492997,0.0831475409836066,0.123381585411288,-0.00483216146522727,0.127451992451992,0.127451992451992,0.127451992451992,-0.0709412873944151,-0.0825752017608217,0.0270617152135954,-0.0744047619047619,-0.101724137931034,-0.0245614035087719,0.145111226509227,0.119241727962018,0,-0.0278930220017607,-0.00187113693459832,-0.0410714285714286,0.00848011637485322,0.12132912091886,-0.0285714285714286,0.0333333333333333,0.298015138225643,-0.164651962852708
"cateninnuc",-0.268785478690127,-0.0147282406010504,-0.0147282406010504,-0.107396461462035,-0.116350822098291,-0.114942907334212,-0.116133383524688,-0.122872561228726,-0.115610605332007,-0.124242424242424,-0.121464646464646,-0.00169498613618475,-0.00413186813186813,0.0312897334931233,-0.124932217425259,-0.129205194008949,-0.105749759624228,0.0571942854498686,0.0285624607658506,-0.0133710420902192,0.0973810999017489,0.0285624607658506,-0.0167489177489177,-0.106667190816888,-0.0168853433969396,-0.0102857142857143,-0.227676136363636,0.095856045435518,-0.0911111111111111,-0.12334778091321,0.232363636363636,0.0927504553734062,-0.213323333323333,0.000257022303954109,-0.213660033660034,-0.213660033660034,-0.213660033660034,0.15110064842698,0.115527950310559,0.0301289655382182,0.236363636363636,0.120289855072464,0.124242424242424,-0.0687014799836451,0.0369335734018909,-0.111111111111111,0.00125830491347733,0.0160800889000819,0.233333333333333,0.117536592849279,0.128716601689688,0.233333333333333,0.124242424242424,0.300438393359232,0.140158260934954
"RAF",0.00959915611814346,-0.00617981826877092,-0.00617981826877092,-0.0127173592690834,0.0166666666666667,0.0245614035087719,0.00917678812415655,-0.0333333333333333,0.00568028462765305,0,-0.0333333333333333,0.0497908322207388,0.04,0.0463480963480963,0.0911896677176813,0.0880421865715983,0.0825752017608217,-0.0313025210084034,0.00404040404040404,0.112001548586914,0.0831475409836066,0.0222222222222222,0.128626444159178,0.101724137931034,0.111794760990862,-0.0333333333333333,0.0744047619047619,0.052,0,0.0670476190476191,-0.0410714285714286,0,0.130944055944056,0.0241539066462278,0.138636363636364,0.138636363636364,0.138636363636364,-0.0739164696611505,-0.05,-0.0358201817312291,-0.0285714285714286,-0.05,0,0.126236582634583,0.133406795428566,-0.1,-0.0638095238095238,0.00220775608481514,-0.1,-0.00128205128205128,0.118883589471825,-0.1,0,0.287234947834703,-0.169818171170907
"Ecadherin",-0.084339148332366,-0.00452574843856225,-0.00452574843856225,-0.064028487705465,0.00820793433652531,0.00907749955391661,0.0120875329987327,0.00820793433652531,0.0097214059750714,0.00588235294117647,0.00820793433652531,0.00116728347293336,-0.00109090909090909,-0.00850677471840235,0.00782001343825695,0.00261094679957644,-0.0735501773342889,0.00405800726828014,-0.0103655107778819,-0.00228895463005215,-0.0227912539158412,-0.00727272727272727,-0.00620289855072464,-0.0762952753735046,-0.0040237217952767,-0.00509090909090909,-0.0763443963443963,-0.0259408602150538,0.0166666666666667,-0.0672376696458127,0.0789417989417989,-0.0291666666666667,-0.0689166182158295,0.00126297455906394,-0.0700339366515837,-0.0700339366515837,-0.0700339366515837,0.0569676148476373,0.0773262032085562,0.00984528832630098,0.0752380952380952,0.0890909090909091,-0.00588235294117647,-0.00926342646764757,-0.0688815946898049,0.0333333333333333,-0.00134811529933481,-0.00990814733828335,0.08,-0.0115412676698586,0.107005633255633,0.1,0,0.101481118662254,0.0546113988485672
