"","FOXC2","ERK","SOSGRB2","NOTCH","TWIST1","NFB","TrCP","IKK","Csn","AKT","Destcompl","Ecadherin","cMet","TCFLEF","miR200","cateninnuc","CD44","AXIN2","GLI","CDC42","Frizzled","LIV1","TGFR","RAS","PAK1","GSK3","TGF","SNAI2","RAF","PI3K","DELTA","ZEB2","ZEB1","SRC","Wnt","DSH","cateninmemb","Patched","FUS","HEY1","RKIP","STAT","SMAD","ILK","SHH","SMO","SUFU","NOTCHic","SNAI1","Jagged","Csl","MEK","KLF4","EGR1","cfos"
"TCFLEF",-0.0497276935547533,0.0288734030197445,0.231917088899125,0.223866457151966,-0.0567318306174397,-0.184519480519481,-0.171428571428571,-0.187745286971093,-0.180519480519481,-0.194267026101528,0.0496025801551698,-0.0880222983284116,0.103824786324786,0.000124684744894821,-0.0484324310227925,-0.00640452487709831,0.090617239154975,0.0154241758241758,0.0833141907822215,0.00322003577817531,0.076078431372549,0.0666666666666667,-0.0136023941283667,0.231846085740819,-0.0153846153846154,0.0778647041105034,-0.00295389726236173,0.00652239187797911,0.225407189551594,0.225407189551594,0.225407189551594,-0.124080542264753,-0.124080542264753,-0.0841666666666667,-0.0957365510306687,-0.096078431372549,0.0961082772593166,-0.0362980030721966,-0.03,0.0883454816506487,-0.0548367543738807,-0.104166666666667,0.0594855837083874,0.0569999240525556,-0.0455004570599267,-0.0395238095238095,-0.05,-0.209580742866252,0.0408189184130607,-0.0596119824174994,-0.217423880121154,-0.0186693213870914,-0.120349503437739,-0.0371428571428571,-0.0298257839721254
"TGF",0.0837577639751553,0.100501253132832,-0.075,-0.0239080459770115,0.047962962962963,0.258333333333333,0.2,0.272619047619048,0.233333333333333,0.262092731829574,-0.0755042202949202,-0.0124471151589127,-0.07,-0.0538877855014896,-0.0869175843313774,-0.0409691252144082,-0.0341509433962264,-0.0279541446208113,-0.062722371967655,0.00444444444444444,-0.0285714285714286,0,0.0377777777777778,-0.246428571428571,0.06,-0.200155313266859,-0.107420634920635,-0.0715251669295002,-0.239285714285714,-0.239285714285714,-0.239285714285714,-0.103444976076555,-0.103444976076555,0,0.0985714285714286,0.1,0.0304200685792281,-0.113908045977011,-0.113333333333333,-0.0984526112185687,-0.0978354978354978,0.1,-0.109081133919844,-0.104242424242424,-0.0857830459770115,-0.0966666666666667,-0.133333333333333,0.00666666666666667,-0.0430928162746344,-0.11010677466863,0.0266666666666667,-0.0982790309106099,-0.105263157894737,-0.0666666666666667,-0.0952380952380952
"TWIST1",0.0980833682446585,-0.0649504195270786,-0.0535625574527177,0.112275439445251,-0.0907233663869819,0.0923076923076923,0.1,0.0827838827838828,0.1,0.089563543800832,0.0788707224713209,0.182482967003823,0.104660587639311,0.108456475632324,-0.0829133913286518,0.116449575114786,0.118716812538909,0.0918339724791338,0.117409523809524,-0.0186833855799373,0.123809523809524,0.133333333333333,6.66144200626911e-05,0.0209285635486757,0.00545454545454545,0.0786267580057358,0.0151953445776594,0.000623265716257282,0.0301751388911414,0.0301751388911414,0.0301751388911414,-0.0989489489489489,-0.0989489489489489,-0.123809523809524,-0.103809523809524,-0.0904761904761905,-0.0910428720412088,-0.206770167427702,-0.222222222222222,-0.0925311976159434,-0.102624220015524,-0.0904761904761905,-0.109199883952359,-0.104909454909455,-0.192484453141987,-0.186222222222222,-0.166666666666667,-0.121709401709402,-0.083035086505545,-0.118622924238723,-0.108888888888889,0.0574877329599144,-0.112945590994371,0.0666666666666667,0.0623188405797102
"ZEB1",0.245785150421397,0.151882352941176,0.0302923976608187,0.0290319640252795,0.208983148040829,0.149122807017544,0.133333333333333,0.157319528329019,0.133333333333333,0.150176671186162,-0.0365337462898438,-0.156121339594728,-0.0457381451642571,-0.0516187598214675,0.0610529225274485,-0.0608164114848726,-0.0651825896087015,-0.063082348861089,-0.0773297191451579,-0.0390554722638681,-0.089198606271777,-0.1,-0.0679894824161523,-0.172367038604163,-0.0752873563218391,-0.0402251367155134,0.0463359391090657,-0.0988961916223783,-0.18417806222621,-0.18417806222621,-0.18417806222621,-0.0344112381430487,-0.0344112381430487,0.0771106941838649,0.0584293755025462,0.0428571428571429,0.0398058916527746,-0.0283645276292335,-0.0291666666666667,-0.0893519692742491,-0.0804546710542842,0.0307692307692308,-0.0880195200742575,-0.0937887508434883,-0.0458022500491623,-0.0518939393939394,-0.0666666666666667,-0.0158088235294118,-0.0953547571039342,-0.0695179393683444,-0.0354166666666667,-0.139988079813423,-0.0243914311844538,-0.15,-0.146
"Ecadherin",-0.0988078329256425,-0.0789745851480236,0.149802142577714,0.163509071435133,-0.0323919134382493,-0.153333333333333,-0.1,-0.138518518518519,-0.12,-0.157999037999038,0.0690399137190575,0.0769261615005047,0.0783473106128195,0.0736975232352179,-0.00195128273340564,0.0646405671194382,0.0606215581044583,0.0462735500384273,0.0599195245058729,0.10030303030303,0.051390788873689,0.0333333333333333,0.0724981522542498,0.162882572023223,0.0616363636363636,0.0455988171009455,-0.0951021305544306,0.0615658697118832,0.146960784313725,0.146960784313725,0.146960784313725,-0.00423803794403768,-0.00423803794403768,-0.051390788873689,-0.0772528578392063,-0.0862745098039216,-0.0506891110244769,-0.0627688172043011,-0.05,0.0351429699396537,-0.0193794167309416,-0.0862745098039216,0.0257224269221322,0.0206376811594203,-0.0793042502751672,-0.0875,-0.1,-0.146780446899817,0.00717408020868075,-0.0476357036792609,-0.164306220095694,0.0974059576970432,-0.0108298171589311,0.0709090909090909,0.0944385026737968
"cateninmemb",-0.0988078329256425,-0.0789745851480236,0.149802142577714,0.163509071435133,-0.0323919134382493,-0.153333333333333,-0.1,-0.138518518518519,-0.12,-0.157999037999038,0.0690399137190575,-0.199381244641573,0.0783473106128195,0.0736975232352179,-0.00195128273340564,0.0646405671194382,0.0606215581044583,0.0462735500384273,0.0599195245058729,0.10030303030303,0.051390788873689,0.0333333333333333,0.0724981522542498,0.162882572023223,0.0616363636363636,0.0455988171009455,-0.0951021305544306,0.0615658697118832,0.146960784313725,0.146960784313725,0.146960784313725,-0.00423803794403768,-0.00423803794403768,-0.051390788873689,-0.0772528578392063,-0.0862745098039216,0.0676031728336588,-0.0627688172043011,-0.05,0.0351429699396537,-0.0193794167309416,-0.0862745098039216,0.0257224269221322,0.0206376811594203,-0.0793042502751672,-0.0875,-0.1,-0.146780446899817,0.00717408020868075,-0.0476357036792609,-0.164306220095694,0.0974059576970432,-0.0108298171589311,0.0709090909090909,0.0944385026737968
"cateninnuc",-0.15423206847797,-0.106243502721213,0.252940745600514,0.332956008647771,-0.152715241496019,-0.28030303030303,-0.233333333333333,-0.30230303030303,-0.283333333333333,-0.29370928030303,0.0578488667930569,-0.12510014809204,0.199309989527381,0.202980698537896,0.00851399017668248,0.107924084342922,0.209627449844841,0.0736975232352179,0.207517135435539,0.139032967032967,0.209592234249768,0.212121212121212,0.158573196918025,0.315675250675251,0.160571428571429,0.0871267325670037,-0.14416271656868,0.059588290964158,0.32543956043956,0.32543956043956,0.32543956043956,-0.00271444413517657,-0.00271444413517657,-0.211266511266511,-0.197635712510638,-0.189044289044289,0.201416511334663,-0.190435122017446,-0.196666666666667,0.0656147201878163,-0.0623359956833902,-0.189044289044289,0.0323702706267508,0.0352352092352092,-0.18368130938128,-0.178633879781421,-0.166666666666667,-0.341137826829589,-0.0562111650783994,-0.17921063528167,-0.324858757062147,0.0947756128129564,-0.0319767618700003,0.0971014492753623,0.0859903381642512
"KLF4",0.0967483363581367,0.0944385026737968,-0.145854774156661,-0.146780446899817,0.050082788671024,0.12,0.1,0.153333333333333,0.1,0.138518518518519,-0.0390305940545654,-0.189487018365159,-0.051390788873689,-0.0606215581044583,-0.00605616605616606,-0.0736975232352179,-0.0783473106128195,-0.0703972613786335,-0.0772528578392063,-0.0616363636363636,-0.0862745098039216,-0.1,-0.10030303030303,-0.146960784313725,-0.113636363636364,-0.0815811570567954,0.0724981522542498,-0.0428422092663685,-0.161666666666667,-0.161666666666667,-0.161666666666667,-0.000975232198142415,-0.000975232198142415,0.0862745098039216,0.051390788873689,0.0333333333333333,0.0500480853834512,0.0875,0.1,-0.0452100840336134,0.000278293135435992,0.0333333333333333,-0.0206376811594203,-0.0293333333333333,0.0627688172043011,0.05,0,0.164306220095694,0.0102309830824585,0.0570178547090091,0.132727272727273,-0.0789745851480236,0.0222222222222222,-0.08,-0.0709090909090909
"HEY1",-0.0967483363581367,-0.0944385026737968,0.145854774156661,0.146780446899817,-0.050082788671024,-0.12,-0.1,-0.153333333333333,-0.1,-0.138518518518519,0.0390305940545654,0.189487018365159,0.051390788873689,0.0606215581044583,0.00605616605616606,0.0736975232352179,0.0783473106128195,0.0703972613786335,0.0772528578392063,0.0616363636363636,0.0862745098039216,0.1,0.10030303030303,0.146960784313725,0.113636363636364,0.0815811570567954,-0.0724981522542498,0.0428422092663685,0.161666666666667,0.161666666666667,0.161666666666667,0.000975232198142415,0.000975232198142415,-0.0862745098039216,-0.051390788873689,-0.0333333333333333,-0.0500480853834512,-0.0875,-0.1,0.0452100840336134,-0.000278293135435992,-0.0333333333333333,0.0206376811594203,0.0293333333333333,-0.0627688172043011,-0.05,0,-0.164306220095694,-0.0102309830824585,-0.0570178547090091,-0.132727272727273,0.0789745851480236,-0.0222222222222222,0.08,0.0709090909090909
"FOXC2",-0.0967483363581367,-0.0944385026737968,0.145854774156661,0.146780446899817,-0.050082788671024,-0.12,-0.1,-0.153333333333333,-0.1,-0.138518518518519,0.0390305940545654,0.189487018365159,0.051390788873689,0.0606215581044583,0.00605616605616606,0.0736975232352179,0.0783473106128195,0.0703972613786335,0.0772528578392063,0.0616363636363636,0.0862745098039216,0.1,0.10030303030303,0.146960784313725,0.113636363636364,0.0815811570567954,-0.0724981522542498,0.0428422092663685,0.161666666666667,0.161666666666667,0.161666666666667,0.000975232198142415,0.000975232198142415,-0.0862745098039216,-0.051390788873689,-0.0333333333333333,-0.0500480853834512,-0.0875,-0.1,0.0452100840336134,-0.000278293135435992,-0.0333333333333333,0.0206376811594203,0.0293333333333333,-0.0627688172043011,-0.05,0,-0.164306220095694,-0.0102309830824585,-0.0570178547090091,-0.132727272727273,0.0789745851480236,-0.0222222222222222,0.08,0.0709090909090909
"SNAI2",-0.0751813815175447,-0.0862745098039216,0.103718728870859,0.0897812713602187,-0.0549424725246476,-0.0916666666666667,-0.1,-0.108908045977011,-0.0666666666666667,-0.0932453953746019,0.0322667292578195,0.067438568421775,0.0359886592280958,0.0462735500384273,0.00502508813758422,0.0635095748831478,0.0703972613786335,0.0707883348833678,0.0696784988002884,0.0408963585434174,0.0824675324675325,0.1,0.0861955038425627,0.0938974731178938,0.0980392156862745,0.0786724184620904,-0.0520340131593329,-0.0268335872739167,0.109879208277711,0.109879208277711,0.109879208277711,0.00229872036920495,0.00229872036920495,-0.0824675324675325,-0.0359886592280958,-0.0181818181818182,-0.0515193593733499,-0.0822328931572629,-0.1,0.039376130198915,0.0071025641025641,-0.0181818181818182,0.0158719461907008,0.0278336686787391,-0.0498385269600798,-0.0352941176470588,0,-0.113157894736842,-0.0087066204356222,-0.054650217079188,-0.0798245614035088,0.0714096449390567,-0.0169230769230769,0.0666666666666667,0.0725490196078431
