"","PAK1","TGF","TGFR","CDC42","GSK3","SOSGRB2","SUFU","Csn","ILK","EGR1","TWIST1","AKT","AXIN2","KLF4","IKK","NFB","RAF","LIV1","GLI","ZEB2","CD44","cMet","TCFLEF","STAT","SRC","SNAI2","cateninmemb","ERK","cfos","FOXC2","Ecadherin","cateninnuc","MEK","Destcompl","Frizzled","DSH","SNAI1","ZEB1","Wnt","RAS","PI3K","DELTA","RKIP","SMO","Patched","FUS","SHH","SMAD","Csl","NOTCHic","NOTCH","HEY1","Jagged","TrCP","miR200"
"RKIP",0.133333333333333,0.162839341344014,0.161904761904762,0.166666666666667,0.0592986603624902,0.332634920634921,0.1,0,0.141035515618314,-0.31,0.195127748068925,0.0333874458874459,0.129969526488514,0.025011956001913,0.0303571428571429,0.0428571428571429,0.0386363636363636,0,0.1,-0.027011956001913,0.0947368421052632,0.0947368421052632,0.0982333456017667,0.1,0.1,0.106584484466981,0.109023645494234,-0.284137931034483,-0.26,-0.0114058355437666,0.0673125441303578,-0.102050139494896,0.307542186353632,0.165240242438439,-0.1,-0.1,-0.194425477289487,0.027011956001913,-0.1,-0.0463286713286713,-0.0386363636363636,-0.0386363636363636,0.0584033613445378,-0.153333333333333,-0.157333333333333,-0.133333333333333,-0.158972677595628,-0.134104822549007,-0.0555555555555556,-0.0464646464646465,-0.0464646464646465,-0.142121564072784,-0.151075268817204,0,-0.0331741156313337
"RAF",0.133333333333333,0.162839341344014,0.161904761904762,0.166666666666667,0.0592986603624902,0.332634920634921,0.1,0,0.141035515618314,-0.31,0.195127748068925,0.0333874458874459,0.129969526488514,0.025011956001913,0.0303571428571429,0.0428571428571429,0.0386363636363636,0,0.1,-0.027011956001913,0.0947368421052632,0.0947368421052632,0.0982333456017667,0.1,0.1,0.106584484466981,0.109023645494234,-0.284137931034483,-0.26,-0.0114058355437666,0.0673125441303578,-0.102050139494896,0.307542186353632,0.165240242438439,-0.1,-0.1,-0.194425477289487,0.027011956001913,-0.1,-0.0463286713286713,-0.0386363636363636,-0.0386363636363636,0.0584033613445378,-0.153333333333333,-0.157333333333333,-0.133333333333333,-0.158972677595628,-0.134104822549007,-0.0555555555555556,-0.0464646464646465,-0.0464646464646465,-0.142121564072784,-0.151075268817204,0,-0.0331741156313337
"SUFU",0.0283333333333333,0.0111815094711985,0.00901188422465018,0.0175225225225225,-0.145159507530254,-0.000134952766531718,-0.0133333333333333,-0.0857142857142857,0.0202867383512545,-0.0923076923076923,-0.0529909577883917,-0.0926889888634855,-0.262268769809262,0.0339913070034794,-0.0772527472527473,-0.0657142857142857,0.0231121251298717,-0.05,0.00611913386076955,-0.0257768926704372,-0.100062616087143,-0.104573894282632,-0.0981604421741,-0.07,-0.0977777777777778,-0.00453792454823449,-0.125934047657633,-0.11466923880717,-0.113519813519814,-0.0773105519853368,-0.0497001294500145,0.10046223245543,0.118499026041212,0.149752352116887,-0.00972222222222222,-0.0375,0.00219784359664352,0.0257768926704372,-0.00202991452991453,-0.0183652896868337,-0.0231121251298717,-0.0231121251298717,0.0261832293054679,-0.0186111111111111,-0.00143939393939394,-0.0241666666666667,0.0028077103077103,-0.0237509415845108,0.167727272727273,0.185909090909091,0.197813852813853,-0.00817009077878643,0.0975922640151527,0.1,0.0523392625770103
"MEK",0.166666666666667,0.162109414336715,0.162839341344014,0.161904761904762,0.0600357610995909,0.337079365079365,0.133333333333333,0.0428571428571429,0.134104822549007,-0.26,0.194761447702624,0.0275050929462694,0.132672229191217,0.025011956001913,0.0333874458874459,0.0303571428571429,0.0463286713286713,0.1,0.103496503496503,-0.0254246544146114,0.0982333456017667,0.0947368421052632,0.102050139494896,0.1,0.0947368421052632,0.106341175464548,0.110974865006429,-0.307542186353632,-0.284137931034483,-0.00960403374196477,0.0678589922177895,-0.10353712834248,0.212542186353632,0.163148192229234,-0.1,-0.1,-0.195707528571539,0.0254246544146114,-0.1,-0.0415667665667666,-0.0463286713286713,-0.0463286713286713,0.0649823087129589,-0.157333333333333,-0.158972677595628,-0.153333333333333,-0.154397514196936,-0.137425855759339,-0.0464646464646465,-0.0464646464646465,-0.0428150114281501,-0.140303382254602,-0.150255596686057,0,-0.0322453230616743
"GSK3",-0.00434782608695653,-0.0139261339579473,-0.0182851083169217,-0.0186335403726708,-0.130364446056809,0.0627456642431118,0.0954545454545455,0.0308333333333333,0.0383997505012215,0.00588235294117647,0.0511575891423941,-0.0119974948423224,0.226836735088738,0.0207730909750693,-0.0137068965517241,0.00583333333333332,-0.0968169560707529,0.2,0.187463873334835,-0.0237237184144058,0.187189413932181,0.180046556789324,0.187812744297275,0.173684210526316,0.170112781954887,-0.0746953865761758,0.115147468609783,-0.0254181204645601,-0.012636165577342,-0.0556519286507047,0.0676290718092585,-0.186233796928854,0.0180317568281965,0.111695520330908,-0.170112781954887,-0.173684210526316,-0.0177691110148137,0.0237237184144058,-0.179916703523515,0.0999682165749546,0.0968169560707529,0.0968169560707529,0.0200346145082987,-0.0713378019829633,-0.0670433234553559,-0.0906926406926407,-0.0708710746515282,-0.0421478764382529,-0.0209383753501401,-0.00765166206342677,-0.0125867269984917,-0.0374248730974049,-0.0915409995034572,0.00666666666666668,0.0602508099141127
"AKT",-0.0573529411764706,-0.0673903248131468,-0.0719220468675275,-0.0613529411764706,0.036900688916818,0.00658119658119658,0.05,0.0666666666666667,0.0564468987595038,-0.0142857142857143,0.00515129067183315,-0.0252570958453312,0.198908028193227,0.0102845254161044,0.089894419306184,0.107843137254902,-0.039876653027338,0.2,0.164178214574134,-0.0188720478537212,0.164260277510093,0.156915644741732,0.168177803283289,0.188888888888889,0.158454106280193,-0.0581296170993673,0.0735694621879967,-0.0166000826560132,-0.00840336134453781,-0.0640522036799315,0.0268806157018707,-0.16694703405252,0.0254608421496841,0.148648317702575,-0.158454106280193,-0.188888888888889,0.00928238470572567,0.0188720478537212,-0.156915644741732,0.0439730385695066,0.039876653027338,0.039876653027338,0.024605828953655,-0.0923076923076923,-0.0756410256410256,-0.1,-0.0745883940620783,-0.0567835990962041,-0.0230769230769231,-0.000496277915632756,0.00925981964534285,-0.0513189694041379,-0.0878331590565819,-0.0333333333333333,0.0717674938022093
"Csn",-0.0136363636363636,-0.0254740450658236,-0.026667362488258,-0.0151289009497965,-0.0293021130567191,0.0481978554133518,0.0428571428571429,-0.03,0.0450569358178054,-0.00666666666666667,0.0447210534517688,-0.0259666666666667,0.216761980642115,0.0114098972922502,-0.00916666666666667,0.0116666666666667,-0.108093067254375,0.2,0.179671191920218,-0.0186451612903226,0.179803166689747,0.172247611134192,0.18559094804023,0.2,0.175862068965517,-0.0775332086790467,0.102596314864112,-0.00277056277056277,0.0115151515151515,-0.0732776599695373,0.0606244836300174,-0.185891609495431,0.0152705627705628,0.10884054048209,-0.175862068965517,-0.2,-0.0245068513934535,0.0186451612903226,-0.172247611134192,0.112507654586429,0.108093067254375,0.108093067254375,0.00711658820573875,-0.0842712842712843,-0.0681422520132198,-0.0873015873015873,-0.064043891357482,-0.0442857275915843,-0.0247474747474747,-0.00266955266955266,0.00886890886890888,-0.045,-0.0731817544519247,-0.02,0.0715428422197671
"ZEB1",-0.114750957854406,-0.121077280284142,-0.122652083433748,-0.119098783941363,0.153214674639061,0.0320857699805068,-0.0416666666666667,-0.0466666666666667,-0.0801238439248998,-0.0666666666666667,0.0752765425723735,-0.0328333127901722,0.361688562615817,0.00969969091916501,-0.0285475985044579,-0.0203508771929825,-0.159629547197741,0.266666666666667,0.307850474477329,-0.0176684992991546,0.316586806705171,0.306864584482949,0.323501700322192,0.28974358974359,0.297060662914321,-0.159624977455497,0.390888265079909,-0.0836078431372549,-0.0706666666666667,0.0996983494336056,0.259860970208434,-0.326143578991468,0.0937400017275633,-0.254915979072344,-0.288269454123113,-0.280952380952381,0.165171358362231,0.0176684992991546,-0.297884838738497,0.162621673181993,0.159629547197741,0.159629547197741,0.167699933850804,0.00416666666666667,0.00416666666666667,0.00416666666666667,0.00238730723606169,0.0791623054633613,-0.0458333333333333,-0.0438725490196078,-0.0455254415815913,0.0840506298537387,-0.0375165013539602,0.0666666666666667,0.156269040584783
"DELTA",-0.2,-0.184888888888889,-0.188888888888889,-0.2,0.00498084291187739,-0.12,0,0,0.0666666666666667,-0.1,-0.104,0.0666666666666667,-0.0342857142857143,0.0111111111111111,0.0333333333333333,0,-0.0133333333333333,0,-0.0430769230769231,-0.0154589371980676,-0.0430769230769231,-0.02,-0.0461072261072261,0,0,-0.0508044243338361,-0.0614578379367112,-0.02,0,-0.0242857142857143,-0.0745263157894737,0.0472061272061272,-0.0133333333333333,0.0396911196911197,0,0,0.0333333333333333,0.0154589371980676,0.02,0.00424242424242424,0.0133333333333333,0.0133333333333333,0.0769230769230769,-0.0333333333333333,-0.0583333333333333,0,-0.0506410256410256,-0.0619047619047619,-0.1,-0.12,-0.134285714285714,-0.166666666666667,-0.0148051948051948,0,0.0842424242424242
"SMAD",-0.1,-0.108824188649447,-0.110417814147455,-0.109859154929577,0.0105253754877815,-0.0490683229813665,-0.0166666666666667,0.00555555555555556,-0.0563847111792317,0.0857142857142857,-0.0145982796981417,-0.0277889822595705,0.155921758138499,0.0132844400809454,-0.0224556489262372,-0.00873015873015873,-0.157082742584926,0.12,0.0952804789135724,-0.015178833043449,0.115131992190816,0.106041083099907,0.117710011186745,0.105714285714286,0.10015873015873,-0.114211159246406,0.137971946332421,0.0491801521809024,0.0631336405529954,0.00468603599521346,0.0851631730892756,-0.117102108451183,-0.0568724598732101,-0.126834868928401,-0.0801587301587302,-0.0857142857142857,0.0404782927645831,0.015178833043449,-0.0859279609279609,0.163661689953347,0.157082742584926,0.157082742584926,0.0566656236994553,0.0266666666666667,0.0367584097859327,0.0166666666666667,0.0363866625740368,-0.0469486221541016,0.00476190476190477,0.0151067323481117,0.0159003831417625,0.0795799785156973,0.024681050132663,0.05,0.079471164805106
"PI3K",-0.075,-0.0719220468675275,-0.0613529411764706,-0.0573529411764706,0.0348845598845599,0.0176923076923077,0,0.0333333333333333,0.0572468987595038,0,-0.0031055900621118,0.089894419306184,0.196380952380952,0.00942982456140351,0.107843137254902,0.0666666666666667,-0.0289177489177489,0.1,0.156915644741732,-0.014077527305776,0.156915644741732,0.158454106280193,0.164260277510093,0.2,0.188888888888889,-0.0574260995114276,0.0730597781920742,-0.00840336134453781,-0.0142857142857143,-0.0580371660859466,0.0285472823685373,-0.168177803283289,0.0166000826560132,0.152701254013576,-0.188888888888889,-0.2,0.00953301127214171,0.014077527305776,-0.158454106280193,0.039876653027338,0.0289177489177489,0.0289177489177489,0.0351648351648352,-0.1,-0.0923076923076923,-0.05,-0.0756410256410256,-0.0564468987595038,0,-0.0230769230769231,-0.000496277915632756,-0.0490633303063936,-0.083859649122807,0,0.0760455686685195
"ILK",-0.075,-0.0719220468675275,-0.0613529411764706,-0.0573529411764706,0.0348845598845599,0.0176923076923077,0,0.0333333333333333,0.0572468987595038,0,-0.0031055900621118,0.089894419306184,0.196380952380952,0.00942982456140351,0.107843137254902,0.0666666666666667,-0.0289177489177489,0.1,0.156915644741732,-0.014077527305776,0.156915644741732,0.158454106280193,0.164260277510093,0.2,0.188888888888889,-0.0574260995114276,0.0730597781920742,-0.00840336134453781,-0.0142857142857143,-0.0580371660859466,0.0285472823685373,-0.168177803283289,0.0166000826560132,0.152701254013576,-0.188888888888889,-0.2,0.00953301127214171,0.014077527305776,-0.158454106280193,0.039876653027338,0.0289177489177489,0.0289177489177489,0.0351648351648352,-0.1,-0.0923076923076923,-0.05,-0.0756410256410256,-0.0564468987595038,0,-0.0230769230769231,-0.000496277915632756,-0.0490633303063936,-0.083859649122807,0,0.0760455686685195
"cfos",-0.157142857142857,-0.155233002291826,-0.158263305322129,-0.152380952380952,0.0911634199134199,-0.0861111111111111,0.0333333333333333,0.0333333333333333,0.0582010582010582,0.08,-0.0578354978354979,0.0603070175438596,0.108571428571429,0.00634920634920635,0.0708333333333333,0.0833333333333333,-0.064760348583878,0.1,0.0789278752436647,-0.0117798531842115,0.078998998998999,0.0762962962962963,0.081969296028702,0.1,0.08,-0.0805343318482005,0.0833366526720346,0.0356521739130435,0.04,-0.00619662499146,0.049048517148722,-0.0815989256583316,-0.0237877671333825,-0.0875717648200723,-0.08,-0.1,0.0540796755986629,0.0117798531842115,-0.0762962962962963,0.064760348583878,0.064760348583878,0.064760348583878,0.0775757575757576,-0.0761904761904762,-0.0665130568356375,-0.0761904761904762,-0.0628093531319338,-0.0549752517494453,-0.0833333333333333,-0.0679487179487179,-0.0602564102564102,-0.0623188405797101,-0.0547222222222222,0,0.0860538154655802
"CDC42",-0.0571428571428571,-0.155233002291826,-0.158263305322129,-0.152380952380952,0.0911634199134199,-0.0861111111111111,0.0333333333333333,0.0333333333333333,0.0582010582010582,-0.02,-0.0578354978354979,0.0603070175438596,0.108571428571429,0.00634920634920635,0.0708333333333333,0.0833333333333333,-0.064760348583878,0.1,0.0789278752436647,-0.0117798531842115,0.078998998998999,0.0762962962962963,0.081969296028702,0.1,0.08,-0.0805343318482005,0.0833366526720346,0.0356521739130435,0.04,-0.00619662499146,0.049048517148722,-0.0815989256583316,-0.0237877671333825,-0.0875717648200723,-0.08,-0.1,0.0540796755986629,0.0117798531842115,-0.0762962962962963,0.064760348583878,0.064760348583878,0.064760348583878,0.0775757575757576,-0.0761904761904762,-0.0665130568356375,-0.0761904761904762,-0.0628093531319338,-0.0549752517494453,-0.0833333333333333,-0.0679487179487179,-0.0602564102564102,-0.0623188405797101,-0.0547222222222222,0,0.0860538154655802
"STAT",0.122727272727273,0.136121946004669,0.139503588516746,0.128977272727273,-0.195843346684468,-0.0526272577996716,-0.05,-0.05,-0.051207729468599,0,-0.0413036987999507,-0.0638498789346247,-0.262497502497502,-0.0797979797979798,-0.0757142857142857,-0.09,0.121949958643507,-0.1,-0.217255538579068,-0.0107943338712569,-0.21744227994228,-0.206331168831169,-0.22532871527351,-0.214285714285714,-0.201785714285714,0.0966997127087192,-0.257862669034003,0.0235294117647059,0,-0.070159509202454,-0.221907923989812,0.226639799898063,-0.0332068311195446,0.192246369472217,0.201785714285714,0.214285714285714,-0.143692383064369,0.0107943338712569,0.206331168831169,-0.127920107897238,-0.121949958643507,-0.121949958643507,-0.166155083655084,0.106666666666667,0.0950387596899225,0.1,0.0941538039377101,0.0523571547559554,0.129411764705882,0.115898251192369,0.11104388226033,0.0613333333333333,0.112044816458719,0,-0.115633693155524
"PAK1",-0.152380952380952,-0.153593658029531,-0.155233002291826,-0.158263305322129,0.0926179653679653,-0.0890814081408141,0.0761904761904762,0.0833333333333333,0.0549752517494453,0.04,-0.0578354978354979,0.0621588693957115,0.110458221024259,0.00962789487379651,0.0603070175438596,0.0708333333333333,-0.064760348583878,0.1,0.0823425093900062,-0.00952904932569064,0.081969296028702,0.078998998998999,0.0815989256583316,0.08,0.0762962962962963,-0.0790876772369889,0.0826040519394338,0.0237877671333825,0.0356521739130435,-0.00343800430180483,0.0491177213009711,-0.0804954773824695,-0.0344544338000491,-0.08847402045917,-0.0762962962962963,-0.08,0.0557503199900711,0.00952904932569064,-0.0789278752436647,0.0674876213111507,0.064760348583878,0.064760348583878,0.0792332161392935,-0.0665130568356375,-0.0628093531319338,-0.0761904761904762,-0.0618093531319338,-0.0562655743300905,-0.0679487179487179,-0.0602564102564102,-0.0624542124542124,-0.0623188405797101,-0.0553357191547375,-0.0333333333333333,0.0865614296787781
"EGR1",-0.152380952380952,-0.153593658029531,-0.155233002291826,-0.158263305322129,0.0926179653679653,-0.0890814081408141,0.0761904761904762,0.0833333333333333,0.0549752517494453,0.04,-0.0578354978354979,0.0621588693957115,0.110458221024259,0.00962789487379651,0.0603070175438596,0.0708333333333333,-0.064760348583878,0.1,0.0823425093900062,-0.00952904932569064,0.081969296028702,0.078998998998999,0.0815989256583316,0.08,0.0762962962962963,-0.0790876772369889,0.0826040519394338,0.0237877671333825,0.0356521739130435,-0.00343800430180483,0.0491177213009711,-0.0804954773824695,-0.0344544338000491,-0.08847402045917,-0.0762962962962963,-0.08,0.0557503199900711,0.00952904932569064,-0.0789278752436647,0.0674876213111507,0.064760348583878,0.064760348583878,0.0792332161392935,-0.0665130568356375,-0.0628093531319338,-0.0761904761904762,-0.0618093531319338,-0.0562655743300905,-0.0679487179487179,-0.0602564102564102,-0.0624542124542124,-0.0623188405797101,-0.0553357191547375,-0.0333333333333333,0.0865614296787781
"SNAI1",-0.158263305322129,-0.153593658029531,-0.153593658029531,-0.155233002291826,0.0941361171831469,-0.0841757477634556,0.0761904761904762,0.0708333333333333,0.0562655743300905,0.0356521739130435,-0.0585534465534466,0.0607699805068226,0.110924421490459,0.00807026247504262,0.0621588693957115,0.0603070175438596,-0.0674876213111507,0.08,0.0825253247464961,-0.00891404317562914,0.0815989256583316,0.081969296028702,0.0804954773824695,0.0762962962962963,0.078998998998999,-0.0788530141461408,0.0820859172244079,0.0344544338000491,0.0237877671333825,-0.00254855068045794,0.0496380126641345,-0.079927588895118,-0.0344544338000491,-0.0879805994065385,-0.0789278752436647,-0.0762962962962963,-0.0431820643515659,0.00891404317562914,-0.0823425093900062,0.0668308068612328,0.0674876213111507,0.0674876213111507,0.0821620864321805,-0.0628093531319338,-0.0618093531319338,-0.0665130568356375,-0.0639452754620309,-0.0566345780201274,-0.0602564102564102,-0.0624542124542124,-0.0628623757195186,-0.0623188405797101,-0.0555710132723846,-0.0833333333333333,0.0872338600342056
