"","AXIN2","cateninnuc","GLI","TCFLEF","CD44","TGFR","CDC42","PAK1","Destcompl","RAS","RAF","DELTA","LIV1","SNAI2","IKK","GSK3","MEK","SMAD","ERK","cfos","Jagged","SMO","Patched","TrCP","SUFU","FUS","SHH","FOXC2","SNAI1","Csl","NOTCH","EGR1","TWIST1","RKIP","NOTCHic","HEY1","NFB","Csn","ILK","AKT","cateninmemb","PI3K","STAT","DSH","SRC","Frizzled","cMet","Wnt","TGF","Ecadherin","ZEB2","SOSGRB2","KLF4","miR200","ZEB1"
"SRC",-0.26158357771261,-0.218369274214252,-0.216803278688525,-0.216803278688525,-0.216803278688525,0.0589285714285714,0.0541666666666667,0.0666666666666667,-0.212997690715082,0.216757310274206,0.2106967042136,0.2106967042136,-0.2,-0.143623384559672,0.0730769230769231,-0.18952380952381,0.0682294644558796,-0.0104551920341394,0.0474747474747475,0.00303030303030304,-0.044691837214773,-0.01,0.0233333333333333,-0.1,-0.1,-0.05,0.0174509803921569,-0.13937441643324,0.0429657214432579,-0.105,-0.146666666666667,-0.0666666666666667,-0.138163445749653,0.10811339198436,-0.128809523809524,0.0104849387619993,-0.05,-0.05,0.0131578947368421,-0.100854700854701,0.0371082173327346,-0.2106967042136,0.3,0.2,0.225,0.225,0.225,0.225,-0.0625649350649351,0.166177673089438,-0.0583258460616951,-0.125714285714286,0.0365633074935401,-0.116679841897233,-0.138192572626535
"TWIST1",-0.177588916459884,-0.126171044743049,-0.127230409356725,-0.126113540430225,-0.126572958500669,-0.134583333333333,-0.133333333333333,-0.133333333333333,-0.16699954402917,-0.0768970917105009,-0.0768970917105009,-0.0768970917105009,-0.133333333333333,0.160625071165934,-0.181684981684982,-0.14699652260308,0.0230722816125323,-0.0819476992744319,0.0235697940503432,0.0130434782608696,-0.0309936220712095,0.0324444444444444,0.0365540334855403,0.2,0.0333333333333333,0.0444444444444444,0.0360614226481019,0.00923814557535488,0.0766667051021872,0.00888888888888889,0.0111869053378487,0,-0.101202371871708,0.100154526241483,0.014017094017094,0.0771527907121128,0.176923076923077,0.2,0.0822777322777323,0.17660023592227,0.0305724268613107,0.0768970917105009,0.133333333333333,0.133333333333333,0.127777777777778,0.127777777777778,0.127777777777778,0.128830409356725,0.134355542900531,0.059228425490866,-0.0563238677273765,0.14484930274404,-0.0497706900145925,0.0963756419662509,0.104979540944453
"RKIP",-0.237259728082513,-0.215649229570483,-0.198205128205128,-0.210814623972519,-0.204520917678812,-0.153333333333333,-0.153333333333333,-0.133333333333333,-0.425009306858632,0.110528360528361,0.104545454545455,0.104545454545455,0,-0.401866585067319,0.0982142857142857,-0.365878644602049,-0.0715333822450477,0.109052500243606,-0.103448275862069,-0.1,-0.172625111165009,0.106666666666667,0.126666666666667,-0.1,0.1,0.0666666666666667,0.144699453551913,-0.0723106395520189,0.226810877739237,-0.111111111111111,-0.1499222999223,0.1,0.0309893048128342,0.0951680672268908,-0.138383838383838,-0.0996128532713899,-0.0857142857142857,-0.1,-0.114002995293111,-0.101244588744589,0.0610608928255987,-0.104545454545455,0.1,0.1,0.166666666666667,0.166666666666667,0.192982456140351,0.186666666666667,0.154267912772586,0.165081020360228,-0.0290205643232903,0.142285714285714,-0.0270205643232903,0.0628814567033084,0.0956307986609278
"KLF4",-0.364163790170151,-0.312395898867603,-0.302838184191078,-0.308784441831489,-0.303767719423462,-0.0277575757575758,-0.0210909090909091,-0.00909090909090909,-0.310779645876035,-0.0681108597285068,-0.0688461538461538,-0.0688461538461538,-0.233333333333333,-0.390659492646452,-0.0752380952380952,-0.295082001185077,-0.066057665802966,0.0254492753623188,-0.0650267379679144,-0.0709090909090909,-0.300169915042479,0.25,0.26875,0.1,0.2,0.233333333333333,0.27627688172043,-0.182253926642916,0.0663061007223095,-0.147272727272727,-0.167077393577665,0.08,-0.240069716775599,0.0555761698618841,-0.157799043062201,-0.00517952635599695,0.08,0.1,-0.024,0.0678306878306878,-0.0403896250542592,0.0688461538461538,0.266666666666667,0.266666666666667,0.284313725490196,0.284313725490196,0.29594163246694,0.29594163246694,0.0301966001478197,0.24702777973181,-0.0252115583075335,0.176858204688393,0,0.0346235246235246,0.0513983488132095
"FOXC2",-0.364163790170151,-0.312395898867603,-0.302838184191078,-0.308784441831489,-0.303767719423462,-0.0277575757575758,-0.0210909090909091,-0.00909090909090909,-0.310779645876035,-0.0681108597285068,-0.0688461538461538,-0.0688461538461538,-0.233333333333333,-0.390659492646452,-0.0752380952380952,-0.295082001185077,-0.066057665802966,0.0254492753623188,-0.0650267379679144,-0.0709090909090909,-0.300169915042479,0.25,0.26875,0.1,0.2,0.233333333333333,0.27627688172043,-0.182253926642916,0.0663061007223095,-0.147272727272727,-0.167077393577665,0.08,-0.240069716775599,0.0555761698618841,-0.157799043062201,-0.00517952635599695,0.08,0.1,-0.024,0.0678306878306878,-0.0403896250542592,0.0688461538461538,0.266666666666667,0.266666666666667,0.284313725490196,0.284313725490196,0.29594163246694,0.29594163246694,0.0301966001478197,0.24702777973181,-0.0252115583075335,0.176858204688393,0,0.0346235246235246,0.0513983488132095
"Ecadherin",-0.371792656149532,-0.315010277952571,-0.307504850857745,-0.312395898867603,-0.308784441831489,-0.0301966001478197,-0.0277575757575758,-0.0210909090909091,-0.313575545223659,-0.0678315301195682,-0.0681108597285068,-0.0681108597285068,-0.266666666666667,-0.395295254235856,-0.0678306878306878,-0.298834760566976,-0.0640968814892405,0.0242386216092922,-0.066057665802966,-0.0650267379679144,-0.304060075225545,0.26875,0.27627688172043,0.1,0.233333333333333,0.25,0.280213889594446,-0.185228755018202,0.0678883792033221,-0.157799043062201,-0.171910107332312,0.0709090909090909,-0.242118133907815,0.0581978927083261,-0.167077393577665,-0.00450838541639963,0.0752380952380952,0.08,-0.0254492753623188,0.0652332852332852,-0.0406460353106695,0.0681108597285068,0.284313725490196,0.284313725490196,0.29594163246694,0.29594163246694,0.303767719423462,0.302838184191078,0.0311007592798269,0.148488344483513,-0.0252115583075335,0.18212136258313,0.00379746835443038,0.0374168207129101,0.053768017059655
"cateninmemb",-0.371792656149532,-0.315010277952571,-0.307504850857745,-0.312395898867603,-0.308784441831489,-0.0301966001478197,-0.0277575757575758,-0.0210909090909091,-0.313575545223659,-0.0678315301195682,-0.0681108597285068,-0.0681108597285068,-0.266666666666667,-0.395295254235856,-0.0678306878306878,-0.298834760566976,-0.0640968814892405,0.0242386216092922,-0.066057665802966,-0.0650267379679144,-0.304060075225545,0.26875,0.27627688172043,0.1,0.233333333333333,0.25,0.280213889594446,-0.185228755018202,0.0678883792033221,-0.157799043062201,-0.171910107332312,0.0709090909090909,-0.242118133907815,0.0581978927083261,-0.167077393577665,-0.00450838541639963,0.0752380952380952,0.08,-0.0254492753623188,0.0652332852332852,-0.129275044710153,0.0681108597285068,0.284313725490196,0.284313725490196,0.29594163246694,0.29594163246694,0.303767719423462,0.302838184191078,0.0311007592798269,0.165763522997393,-0.0252115583075335,0.18212136258313,0.00379746835443038,0.0374168207129101,0.053768017059655
"TCFLEF",0.255372893772894,-0.209297743795896,-0.101776790983952,-0.204830389844006,-0.0980720851475568,-0.357329788953349,-0.344245676803816,-0.325641025641026,-0.508782674716248,0.222280111824664,0.215841215635439,0.215841215635439,-0.0333333333333333,0.118894369955862,0.171443653121072,-0.465386040132477,0.015996349759416,0.0540219451810475,0.0180371660859466,0.0132752613240418,-0.0252231093837483,-0.00714285714285715,0.0122119815668203,-0.142857142857143,-0.05,-0.0166666666666667,0.017119957026943,-0.0629065064257119,0.300903173999408,-0.088267176789415,-0.117607284925693,-0.0157142857142857,0.158274696631426,0.263204298112688,-0.101992666985493,-0.0411612903225806,-0.161766233766234,-0.133766233766234,-0.0488594212804739,-0.188834957468899,-0.0168874162987772,-0.215841215635439,0.0583333333333333,0.0627450980392157,0.0783333333333333,0.0827450980392157,0.0911538461538461,0.0955656108597285,0.363621179681826,0.0634469955220701,-0.0231449583554847,0.0970213419315216,-0.125254647313471,0.26690093708166,0.341197767145136
"Wnt",0.180606060606061,0.165931384753274,0.140789473684211,0.158646616541353,0.140789473684211,0.32,0.3,0.3,0.469285013776678,-0.266302118933698,-0.24812030075188,-0.24812030075188,0,0.0395689655172414,-0.18,0.528683385579937,-0.0592156862745098,-0.0709799244682966,-0.0533333333333333,-0.0333333333333333,0.0976470588235294,-0.1,-0.109090909090909,0.1,0,-0.1,-0.104329004329004,0.123724696356275,-0.25703933747412,0.2,0.210714285714286,0,-0.0858823529411765,-0.246666666666667,0.185714285714286,0.0435897435897436,0.2,0.1,0.0547008547008547,0.205,0.113559322033898,0.24812030075188,-0.1,0,-0.1,0,-0.125,-0.125,-0.33304347826087,0.0726565134314938,-0.0209947393591583,-0.224242424242424,-0.00392156862745098,-0.240707070707071,-0.316021042563367
"DSH",0.210603116832142,0.175772795939298,0.16452896948253,0.17212186094375,0.165931384753274,0.347329192546584,0.33304347826087,0.32,0.492694514252511,-0.276681703838526,-0.270239126807714,-0.270239126807714,0.1,0.0525287933560827,-0.19875,0.562192490550759,-0.049552639769358,-0.0783295982471715,-0.0518082788671024,-0.0592156862745098,0.119469938785944,-0.104329004329004,-0.120458036587069,0.2,-0.1,-0.109090909090909,-0.127206502844738,0.140708487758671,-0.267888198757764,0.210714285714286,0.230157587510529,0.0533333333333333,-0.0835115322724835,-0.276561771561772,0.212675070028011,0.0517271082780601,0.205,0.18,0.0719145039075489,0.215991379310345,0.118869771301945,0.270239126807714,-0.125,-0.125,-0.140789473684211,-0.140789473684211,-0.158646616541353,-0.158646616541353,-0.352555673382821,0.0730257081817245,-0.0203398707226883,-0.243089430894309,-0.0122895760245846,-0.268146095097315,-0.34385295961334
"GSK3",0.218670087912812,0.178601743307719,0.170661044954228,0.175772795939298,0.17212186094375,0.352555673382821,0.347329192546584,0.33304347826087,0.498506419853075,-0.278992628208274,-0.276681703838526,-0.276681703838526,0.125,0.0567565759272647,-0.215991379310345,0.471676683562406,-0.0512571852239035,-0.0784795232846528,-0.049552639769358,-0.0518082788671024,0.125747311048718,-0.120458036587069,-0.127206502844738,0.18,-0.109090909090909,-0.104329004329004,-0.133426598538517,0.144695728588017,-0.270656748037941,0.212675070028011,0.234573171926113,0.0592156862745098,-0.0823591635144809,-0.280822423190844,0.230157587510529,0.0555333366517626,0.19875,0.205,0.0783295982471715,0.218555481874447,0.119577109940318,0.276681703838526,-0.140789473684211,-0.140789473684211,-0.158646616541353,-0.158646616541353,-0.165931384753274,-0.16452896948253,-0.355889006716154,0.0727293631043455,-0.0184082213913362,-0.256577802987332,-0.0229765989253479,-0.278110925109038,-0.348162023506356
"IKK",0.108333333333333,0.0670178256747662,0.0735042735042735,0.0695494712443865,0.0735042735042735,0.0797979797979798,0.0888888888888889,0.1,-0.161876507561661,0.212936785869482,0.208711433756806,0.208711433756806,0.1,-0.211129167039723,0.242857142857143,-0.267380952380952,0.0286349206349206,0.111509900990099,0.0308571428571429,0.0428571428571429,-0.0204904717275851,0.08,0.0837037037037037,-0.2,0.1,0.08,0.0940485312899106,-0.0888600288600289,0.0473353124116483,-0.127272727272727,-0.136796536796537,0,0.00199346405228758,0.0392531876138434,-0.132034632034632,-0.106501547987616,-0.342857142857143,-0.3,-0.1125,-0.245559845559846,-0.0728880988657525,-0.208711433756806,-0.1,-0.1,-0.0888888888888889,-0.0888888888888889,-0.0811965811965812,-0.0811965811965812,-0.0757979797979798,-0.085213916794802,-0.0162857142857143,-0.114285714285714,-0.0168498168498168,0.0205016722408027,0.030812030075188
"Frizzled",0.199210711768851,0.17212186094375,0.158646616541353,0.165931384753274,0.158646616541353,0.33304347826087,0.32,0.3,0.483343369214343,-0.270239126807714,-0.266302118933698,-0.266302118933698,0.1,0.0468244860219732,-0.205,0.549895506792058,-0.0518082788671024,-0.0719145039075489,-0.0592156862745098,-0.0533333333333333,0.114818775995247,-0.109090909090909,-0.104329004329004,0.1,-0.1,-0.1,-0.120458036587069,0.137678184728368,-0.261801242236025,0.185714285714286,0.212675070028011,0.0333333333333333,-0.0849299719887955,-0.271666666666667,0.210714285714286,0.0499727223131479,0.18,0.2,0.0709799244682966,0.19875,0.114511702986279,0.266302118933698,-0.1,0,-0.125,-0.125,-0.140789473684211,-0.140789473684211,-0.347329192546584,0.0752206159955963,-0.0101036502502474,-0.233333333333333,-0.02296918767507,-0.265707070707071,-0.32889232969208
"TGFR",-0.167304955681207,-0.13690691330267,-0.119664377010695,-0.134338268484247,-0.133381330685204,-0.0776587301587302,0.0241269841269841,0.0288888888888889,-0.195459992015585,0.165444862155388,0.163690476190476,0.163690476190476,-0.1,-0.197662946590701,0.2234335839599,-0.308912885358227,-0.0882725077534018,0.128201090227264,-0.0992314118629908,-0.114786967418546,-0.154257379778447,0.137011494252874,0.140136494252874,-0.166666666666667,0.126666666666667,0.126666666666667,0.149741014026885,0.0213379804171526,0.085656759437934,-0.216666666666667,-0.239514595220375,0.10952380952381,-0.0125780941083432,-0.0116017316017316,-0.23735632183908,-0.0932590432749213,-0.202380952380952,-0.216666666666667,-0.129980449657869,-0.221108002564551,0.0350362265209625,-0.163690476190476,0.1,0.0857142857142857,0.12,0.105714285714286,0.129433962264151,0.115148247978437,0.0804956095913543,0.0750677434683866,-0.00592209387166428,-0.0453053931124107,0.00277369147506447,-0.0585528101240003,-0.0187080336633465
"AKT",0.190755028365137,0.158506359333046,0.147222917691706,0.154814051640739,0.148422299063419,0.243468197034912,0.229647058823529,0.217647058823529,0.489959003726743,-0.320505979798932,-0.31448188341339,-0.31448188341339,0.1,0.0996583883038226,-0.331975867269985,0.563336126239352,-0.0480645879434986,-0.0911760291995586,-0.051862056297929,-0.0535014005602241,0.116214708957825,-0.108974358974359,-0.122863247863248,0.3,-0.1,-0.116666666666667,-0.129179037336932,0.238494162234855,-0.280790623902752,0.223076923076923,0.245382194516734,0.0476190476190476,0.00470365516237076,-0.280218374975408,0.229528535980149,0.064522773991785,0.329411764705882,0.3,0.0841053221288515,0.2471273824215,0.128417730973126,0.31448188341339,-0.111111111111111,-0.111111111111111,-0.124154589371981,-0.124154589371981,-0.141077666295058,-0.141077666295058,-0.249208378303794,0.102035815042769,-0.00284425597721319,-0.206196581196581,0.00409356725146199,-0.259861871602469,-0.329209421390334
"TGF",0.160008818342152,0.134338268484247,0.115148247978437,0.133381330685204,0.129433962264151,-0.0241269841269841,-0.0288888888888889,-0.04,0.191024508144618,-0.163690476190476,-0.158333333333333,-0.158333333333333,0,0.193727761405515,-0.202380952380952,0.299866430590501,0.0992314118629908,-0.129980449657869,0.114786967418546,0.10952380952381,0.147735640648012,-0.126666666666667,-0.137011494252874,0.2,-0.0666666666666667,-0.126666666666667,-0.140136494252874,-0.027888198757764,-0.0835918626827718,0.226666666666667,0.23735632183908,-0.0666666666666667,0.0122222222222222,0.0173160173160173,0.216666666666667,0.0887814313346228,0.216666666666667,0.166666666666667,0.12030303030303,0.2234335839599,-0.0334195983454429,0.158333333333333,-0.1,-0.1,-0.1,-0.0857142857142857,-0.12,-0.105714285714286,-0.0776587301587302,-0.0755788167222196,-0.00124771744909044,0.0539473684210526,0.0132977370963641,0.0694032500066983,0.0183306751727804
"PI3K",0.180285714285714,0.154814051640739,0.141077666295058,0.148422299063419,0.141077666295058,0.229647058823529,0.217647058823529,0.2,0.480447010343782,-0.31448188341339,-0.310372294372294,-0.310372294372294,0.1,0.0941307501128678,-0.329411764705882,0.5504329004329,-0.051862056297929,-0.0841053221288515,-0.0535014005602241,-0.0476190476190476,0.111578947368421,-0.116666666666667,-0.108974358974359,0.2,-0.1,-0.1,-0.122863247863248,0.235486643437863,-0.274524959742351,0.2,0.229528535980149,0.0333333333333333,0.00317460317460317,-0.274628312863607,0.223076923076923,0.0637708942925369,0.3,0.3,0.0833053221288515,0.331975867269985,0.124034448608193,0.310372294372294,-0.1,-0.1,-0.111111111111111,-0.111111111111111,-0.124154589371981,-0.124154589371981,-0.243468197034912,0.104005512012466,0.0060598536118279,-0.197307692307692,-0.00701754385964913,-0.257188074811026,-0.314825859746499
"ILK",0.180285714285714,0.154814051640739,0.141077666295058,0.148422299063419,0.141077666295058,0.229647058823529,0.217647058823529,0.2,0.480447010343782,-0.31448188341339,-0.310372294372294,-0.310372294372294,0.1,0.0941307501128678,-0.329411764705882,0.5504329004329,-0.051862056297929,-0.0841053221288515,-0.0535014005602241,-0.0476190476190476,0.111578947368421,-0.116666666666667,-0.108974358974359,0.2,-0.1,-0.1,-0.122863247863248,0.235486643437863,-0.274524959742351,0.2,0.229528535980149,0.0333333333333333,0.00317460317460317,-0.274628312863607,0.223076923076923,0.0637708942925369,0.3,0.3,0.0833053221288515,0.331975867269985,0.124034448608193,0.310372294372294,-0.1,-0.1,-0.111111111111111,-0.111111111111111,-0.124154589371981,-0.124154589371981,-0.243468197034912,0.104005512012466,0.0060598536118279,-0.197307692307692,-0.00701754385964913,-0.257188074811026,-0.314825859746499
"NFB",-0.103368794326241,-0.0652139041061388,-0.0701334869874196,-0.0670178256747662,-0.0695494712443865,-0.0757979797979798,-0.0797979797979798,-0.0888888888888889,0.166361557395548,-0.215424348058537,-0.212936785869482,-0.212936785869482,-0.1,0.213974695495008,-0.245559845559846,0.274831932773109,-0.0253669467787115,-0.11411213147337,-0.0286349206349206,-0.0308571428571429,0.0226487451088801,-0.0837037037037037,-0.0940485312899106,0.3,-0.08,-0.08,-0.0964581698441275,0.0916488734815428,-0.0514449014527442,0.132034632034632,0.143893310990085,0.0428571428571429,-0.000406162464985994,-0.0405352388958946,0.136796536796537,0.102930119416188,0.242857142857143,0.342857142857143,0.111509900990099,0.252226512226512,0.0746832414211907,0.212936785869482,0.0888888888888889,0.0888888888888889,0.0811965811965812,0.0811965811965812,0.0735042735042735,0.0735042735042735,0.0732663342283595,0.0850534031511423,0.015136288998358,0.104812030075188,0.0187728937728938,-0.0232207054734311,-0.0357928729870654
