"","SMO","IKK","TrCP","Csl","AKT","NOTCHic","NOTCH","Jagged","cfos","EGR1","SOSGRB2","CDC42","TGFR","TGF","PAK1","STAT","AXIN2","GSK3","cateninmemb","cMet","TCFLEF","cateninnuc","CD44","Ecadherin","miR200","RAS","RAF","PI3K","DELTA","GLI","Frizzled","Wnt","SRC","Destcompl","LIV1","DSH","SNAI2","ZEB2","ZEB1","TWIST1","ERK","HEY1","MEK","SNAI1","Csn","SHH","Patched","SUFU","FUS","NFB","ILK","SMAD","RKIP","KLF4","FOXC2"
"RKIP",0.14,0.00892857142857143,0,0.255555555555556,-0.00622294372294372,0.255555555555556,0.251709401709402,0.117046648880265,-0.1,-0.2,-0.121269841269841,0.12,0.0723809523809524,0.065838896306186,0.1,-0.1,-0.177379278012189,0.267021276595745,-0.277023241729124,-0.13859649122807,-0.151533554165133,-0.143645513452665,-0.142442645074224,-0.29664011101126,-0.107364284099694,-0.29472471972472,-0.280194805194805,-0.280194805194805,-0.280194805194805,0.147179487179487,0.133333333333333,0.143333333333333,0.133333333333333,0.104428391565686,0,0.1,0.221668998076587,-0.0319244380679101,-0.0319244380679101,-0.13359477124183,0.0344827586206897,-0.171854432830043,0.0663976522377109,-0.145579621081765,0,-0.151147540983607,-0.12,-0.1,-0.2,-0.0714285714285714,-0.185430038510911,-0.154736969203981,-0.0180672268907563,-0.0379244380679101,-0.204921898025346
"RAF",0.14,0.00892857142857143,0,0.255555555555556,-0.00622294372294372,0.255555555555556,0.251709401709402,0.117046648880265,-0.1,-0.2,-0.121269841269841,0.12,0.0723809523809524,0.065838896306186,0.1,-0.1,-0.177379278012189,0.267021276595745,-0.277023241729124,-0.13859649122807,-0.151533554165133,-0.143645513452665,-0.142442645074224,-0.29664011101126,-0.107364284099694,-0.29472471972472,-0.280194805194805,-0.280194805194805,-0.280194805194805,0.147179487179487,0.133333333333333,0.143333333333333,0.133333333333333,0.104428391565686,0,0.1,0.221668998076587,-0.0319244380679101,-0.0319244380679101,-0.13359477124183,0.0344827586206897,-0.171854432830043,0.0663976522377109,-0.145579621081765,0,-0.151147540983607,-0.12,-0.1,-0.2,-0.0714285714285714,-0.185430038510911,-0.154736969203981,-0.0180672268907563,-0.0379244380679101,-0.204921898025346
"TGFR",0.0670114942528736,0.194047619047619,0.233333333333333,-0.00666666666666667,0.19172203765227,0.000229885057471266,-0.00624493508641363,0.0747366651725683,0.23483709273183,0.219047619047619,0.287589343729695,0.185079365079365,0.0868650793650794,0.0840281999324552,0.175555555555556,-0.0666666666666667,-0.0966195093519843,0.120886945840175,-0.11400089355215,-0.0647798742138365,-0.0616698263669465,-0.0617584003262025,-0.0621482952664681,-0.0901815588873906,-0.0674013710304033,0.0821428571428571,0.0821428571428571,0.0821428571428571,0.0821428571428571,0.0818920093904878,0.0857142857142857,0.0838274932614555,0.0666666666666667,0.0251913234548606,0.1,0.0857142857142857,-0.183043099713835,-0.0314247522502779,-0.0314247522502779,-0.0272255173322789,-0.241503759398496,-0.0729399424540739,-0.233284581316304,0.00723395537152576,-0.208333333333333,-0.0570715225014611,-0.0576364942528736,-0.0733333333333333,-0.0566666666666667,-0.194047619047619,-0.0671749755620723,-0.0689543349926773,-0.107099567099567,-0.036574225418619,-0.0239190783585126
"cateninnuc",0.119635701275046,0.17819696969697,0.166666666666667,-0.0205273069679849,0.17585321969697,-0.0205273069679849,-0.019618216058894,0.0792147087741075,-0.0352657004830918,-0.0463768115942029,0.181594398027752,0.0894065934065934,0.0922801566249842,0.0876950037865563,0.101714285714286,0.0603729603729604,0.22756591410394,0.0228002293543633,0.0567100757611382,0.0577159555420425,0.0573849219585817,-0.0408199938105428,0.0597000825261695,-0.0376306378729302,-0.0217196014893137,0.150569490569491,0.153094743094743,0.153094743094743,0.153094743094743,-0.0582843253629436,-0.061742823386659,-0.0563080407779634,-0.0631507381507382,0.0187557310525957,-0.0757575757575758,-0.0603729603729604,0.25958867851222,-0.0272670127867972,-0.0272670127867972,0.0408192028731923,0.0327340549134715,-0.0512911205730262,0.0295230457391596,-0.10926249703606,-0.179166666666667,-0.119909047328443,-0.122741291337157,-0.111111111111111,-0.131111111111111,-0.18219696969697,-0.0615497835497835,-0.0605948040136307,-0.0978364522161048,0.00327812756638379,0.0547067904772823
"PI3K",0.0333333333333333,-0.0176470588235294,0,0.15,-0.00995475113122172,0.134615384615385,0.137841191066998,-0.0152631578947368,0.228571428571429,0.2,0.107692307692308,0.0691176470588235,0.0411176470588235,0.061442850310856,0.075,-0.1,-0.17752380952381,0.205555555555556,-0.157177555457177,-0.120289855072464,-0.119194679062034,-0.121050349165126,-0.131059085841695,-0.175699409261111,-0.134426900820343,-0.23556923441855,-0.246528138528139,-0.246528138528139,-0.246528138528139,0.131059085841695,0.133333333333333,0.120289855072464,0.133333333333333,0.0627803750536015,0.1,0.1,-0.244721719345769,-0.0254429783988185,-0.0254429783988185,-0.214063967235742,-0.234453781512605,-0.0282951602596442,-0.222978371676539,-0.179943639291465,-0.0333333333333333,-0.0200854700854701,-0.0256410256410256,-0.1,-0.05,0,-0.0382633053221289,-0.0198633053221289,-0.240368455074337,-0.0114035087719298,-0.330450638792102
"SHH",-0.1,-0.1,0,-0.1,-0.05,0,0.0666666666666667,-0.0542857142857143,0.1,0,0.05,0.1,0.1,0.12,0.2,-0.1,-0.247619047619048,-0.0384615384615385,-0.134336917562724,-0.1,-0.106666666666667,-0.0955555555555555,-0.1,-0.0644444444444444,-0.116666666666667,-0.142307692307692,-0.15,-0.15,-0.15,0,0,0,0.1,0.0012987012987013,0,0,-0.310574712643678,-0.025,-0.025,-0.125,-0.2,-0.0666666666666667,-0.22,-0.133333333333333,0,-0.08,0,0,0,0,-0.0666666666666667,-0.0333333333333333,-0.16,0,-0.225
"Frizzled",0.0409090909090909,-0.0991666666666667,-0.1,0.135714285714286,-0.0804166666666667,0.127380952380952,0.125420168067227,-0.00696524064171123,0.24,0.2,0.145454545454545,0.06,0.0339130434782609,0.0577225672877847,0.0666666666666667,-0.1,-0.169908386187456,0.0885841170323929,-0.144608555286521,-0.109210526315789,-0.109588955833292,-0.112446098690435,-0.123496240601504,-0.16903587495641,-0.135893308080808,-0.185249810280892,-0.197060833902939,-0.197060833902939,-0.197060833902939,0.123496240601504,0.125,0.109210526315789,0.125,0.0378572962547892,0.1,0.2,-0.227047209833569,-0.0243116420680805,-0.0243116420680805,-0.213977591036415,-0.245882352941176,-0.0352100381887616,-0.227363834422658,-0.189993098688751,0.0666666666666667,-0.0296955732439603,-0.0361471861471861,-0.1,-0.05,0.0866666666666667,-0.0469687934804214,-0.0254734663776176,-0.26,-0.00840336134453781,-0.344314094718012
"Destcompl",-0.0566392993979201,-0.100587544065805,-0.1,0.0375871523697611,-0.105956671582583,0.0375871523697611,0.0353827435521258,-0.0073151890207965,0.103403263403263,0.0912820512820513,-0.00511435553825818,0.0324982406755806,0.0514456090966332,0.0379480721508204,0.0538775510204082,-0.0380952380952381,-0.131557784642044,0.0100579715409809,-0.0295022623160523,-0.0317298049868076,-0.0268606575731908,-0.0227811063238282,-0.021655178121136,-0.0303594128331006,-0.0783706937048908,-0.119653825257926,-0.115729178476137,-0.115729178476137,-0.115729178476137,0.021716141421243,0.0202870189171559,0.0311781080260668,0.0202870189171559,-0.0667831056482419,0.0166666666666667,0.0380952380952381,-0.162255994823426,-0.0157125970955758,-0.0157125970955758,-0.0166178911197647,-0.0897420612174711,-0.0237475345167653,-0.0981808797828719,-0.0217511034562779,0.1,0.0600307266235442,0.0509398175326351,0.0555555555555556,0.0452107279693487,0.108695652173913,-0.0256349206349206,-0.0318337510442774,-0.0424212531257111,-0.0323805437311597,-0.131462279211868
"Ecadherin",0.0458333333333333,0.0905820105820106,0.1,0.0214354066985646,0.0892833092833093,0.01834262319341,0.0194578648290977,0.0119074434074829,-0.0703743315508022,-0.0527272727272727,0.116853239445096,0.0692727272727273,0.0541507760532151,0.0615648809356744,0.0492727272727273,0.0176470588235294,0.110067448660075,-0.00606737832883658,0.207651412498974,0.00919407601260929,0.00645101799855664,0.00364989755037737,0.00283956096244207,0.105776761192205,-0.0130863363824258,0.0795582968898776,0.0764856711915536,0.0764856711915536,0.0764856711915536,-0.00226454078022548,-0.00136798905608755,-0.00826454078022548,-0.00136798905608755,-0.0170089551502976,0,-0.0176470588235294,0.126918994128333,-0.0151608880019955,-0.0151608880019955,-0.0121365367996982,0.056972269695132,-0.0288821324747104,0.0605016814598379,-0.0269436280095196,-0.08,-0.0403045889425112,-0.034005376344086,-0.0333333333333333,-0.0333333333333333,-0.0942857142857143,-0.0377971014492754,-0.0351336631926168,-0.0255311658200904,0.00515705578996718,0.0549380280619924
"GSK3",0.0296955732439603,-0.0930603448275862,-0.0866666666666667,0.125420168067227,-0.0964791482463896,0.117727860374919,0.113312275959335,-0.00584262422118275,0.227363834422658,0.245882352941176,0.138954261847058,0.0577225672877847,0.0385588042215826,0.0475331631959416,0.0339130434782609,-0.109210526315789,-0.164270947118423,-0.0184752696819386,-0.140040222437453,-0.109588955833292,-0.107726597354727,-0.109371334196832,-0.112446098690435,-0.161715564694591,-0.12747395600921,-0.180908073586214,-0.18552992232571,-0.18552992232571,-0.18552992232571,0.113436430513947,0.123496240601504,0.111077939947909,0.123496240601504,0.040228373588223,0.125,0.109210526315789,-0.225522974236465,-0.013660076039837,-0.013660076039837,-0.197655545286739,-0.241649548708372,-0.0252543531283597,-0.227445003253827,-0.188400340250694,0.0991666666666667,-0.0212034841254586,-0.0106771683359849,-0.0409090909090909,-0.0361471861471861,0.0804166666666667,-0.0349074286417686,-0.028760502105037,-0.238863242021137,-0.0131095052710182,-0.332602998796389
"AKT",0.0256410256410256,-0.00995475113122172,0.0333333333333333,0.134615384615385,-0.121065862242333,0.137841191066998,0.131743630091388,-0.015925409550366,0.234453781512605,0.228571428571429,0.0965811965811966,0.0411176470588235,0.061442850310856,0.045430765718711,0.0691176470588235,-0.133333333333333,-0.172830668729586,0.191845878136201,-0.156667871461255,-0.131059085841695,-0.121050349165126,-0.117050349165126,-0.119194679062034,-0.171305469867172,-0.126940269804301,-0.234846342852284,-0.23556923441855,-0.23556923441855,-0.23556923441855,0.12044456070203,0.120289855072464,0.131059085841695,0.120289855072464,0.0704726827459092,0.1,0.133333333333333,-0.246631267084462,-0.0124292797686815,-0.0124292797686815,-0.198467636960513,-0.222978371676539,-0.0110019271769374,-0.234370776739831,-0.179191759592217,0,-0.00429599640125956,-0.0200854700854701,-0.05,-0.0333333333333333,0.0176470588235294,-0.0198633053221289,-0.0276074130662366,-0.223598268738934,-0.0276428250112461,-0.326691240295862
"cfos",0.0571428571428571,0.0666666666666667,0.1,0.0333333333333333,0.0508771929824561,0.0487179487179487,0.037948717948718,0.0293055555555555,0.24,0.36,0.126388888888889,0.0142857142857143,0.0358543417366947,0.0176725235548765,0.0285714285714286,-0.1,-0.134466338259442,0.000254329004329003,-0.1785389436337,-0.111111111111111,-0.101022804983201,-0.100652434612831,-0.103003003003003,-0.179370642226305,-0.115185468126645,0.00147988734789309,-0.00217864923747277,-0.00217864923747277,-0.00217864923747277,0.105847953216374,0.1,0.111111111111111,0.1,0.0785352385112158,0.1,0.1,-0.292709261541378,-0.0112706099388908,-0.0112706099388908,-0.177593073593074,-0.235652173913043,-0.0322088955522239,-0.250906411201179,-0.132243958573073,-0.0666666666666667,-0.020026170563805,-0.0410138248847926,-0.0666666666666667,-0.0238095238095238,-0.0416666666666667,-0.0335978835978836,-0.0497269158559481,-0.161188811188811,-0.0263809523809524,-0.314095784655326
"HEY1",0.0333333333333333,0.0942857142857143,0.1,0.0109090909090909,0.0905820105820106,0.0214354066985646,0.01834262319341,0.0144246058788787,-0.0527272727272727,-0.08,0.115537449971412,0.0492727272727273,0.0692727272727273,0.0541507760532151,0.0772727272727273,0,0.11316023216523,-0.0160011531632737,0.205984745832307,0.00136798905608755,0.00283956096244207,0.00645101799855664,0.00919407601260929,0.205971503159099,-0.0102930402930403,0.0764856711915536,0.0808974358974359,0.0808974358974359,0.0808974358974359,-0.00826454078022548,-0.0176470588235294,-0.00136798905608755,-0.0176470588235294,-0.00983281349139736,-0.0333333333333333,0,0.125534286121108,-0.00947368421052632,-0.00947368421052632,-0.00599128540305011,0.0703743315508022,-0.0228418640183346,0.056972269695132,-0.0320069191487601,-0.1,-0.034005376344086,-0.0458333333333333,0,-0.0333333333333333,-0.08,-0.032,-0.0377971014492754,-0.0221603793032364,-0.0037037037037037,0.0542515292061572
"FOXC2",0.0333333333333333,0.0942857142857143,0.1,0.0109090909090909,0.0905820105820106,0.0214354066985646,0.01834262319341,0.0144246058788787,-0.0527272727272727,-0.08,0.115537449971412,0.0492727272727273,0.0692727272727273,0.0541507760532151,0.0772727272727273,0,0.11316023216523,-0.0160011531632737,0.205984745832307,0.00136798905608755,0.00283956096244207,0.00645101799855664,0.00919407601260929,0.205971503159099,-0.0102930402930403,0.0764856711915536,0.0808974358974359,0.0808974358974359,0.0808974358974359,-0.00826454078022548,-0.0176470588235294,-0.00136798905608755,-0.0176470588235294,-0.00983281349139736,-0.0333333333333333,0,0.125534286121108,-0.00947368421052632,-0.00947368421052632,-0.00599128540305011,0.0703743315508022,-0.0228418640183346,0.056972269695132,-0.0320069191487601,-0.1,-0.034005376344086,-0.0458333333333333,0,-0.0333333333333333,-0.08,-0.032,-0.0377971014492754,-0.0221603793032364,-0.0037037037037037,0.0542515292061572
"DSH",0.0361471861471861,-0.0804166666666667,-0.0666666666666667,0.127380952380952,-0.0930603448275862,0.125420168067227,0.117727860374919,-0.00774043444016085,0.245882352941176,0.24,0.13569844789357,0.0339130434782609,0.0577225672877847,0.0385588042215826,0.06,-0.125,-0.164423154119945,0.0730388734129034,-0.144726340916675,-0.123496240601504,-0.112446098690435,-0.107726597354727,-0.109588955833292,-0.164382670391002,-0.127356722714954,-0.18552992232571,-0.185249810280892,-0.185249810280892,-0.185249810280892,0.111077939947909,0.109210526315789,0.123496240601504,0.109210526315789,0.0475901206822702,0.1,0.125,-0.229491912976759,-0.00935101214682071,-0.00935101214682071,-0.196247094582514,-0.227363834422658,-0.0159117925747265,-0.241649548708372,-0.190282953761215,0.0866666666666667,-0.0106771683359849,-0.0296955732439603,-0.05,-0.0409090909090909,0.0991666666666667,-0.0254734663776176,-0.0349074286417686,-0.241118881118881,-0.0268499632862854,-0.340417990821908
"LIV1",0.0410138248847926,0.0508771929824561,0.0666666666666667,0.0487179487179487,0.039766081871345,0.037948717948718,0.0324542124542125,0.0366675187457396,0.235652173913043,0.24,0.133319581958196,0.0358543417366947,0.0176725235548765,0.0182189716423082,0.0142857142857143,-0.1,-0.132579545806612,-0.000472943722943724,-0.176341141435898,-0.103003003003003,-0.100652434612831,-0.0995489863369686,-0.101022804983201,-0.175841230461599,-0.110616940207863,0.002388978256984,0.00147988734789309,0.00147988734789309,0.00147988734789309,0.10340892882613,0.111111111111111,0.105847953216374,0.111111111111111,0.0780841106916669,0.1,0.1,-0.291805102409371,-0.00837671926364966,-0.00837671926364966,-0.171071334462639,-0.250906411201179,-0.0483853661404592,-0.240239744534512,-0.139165199623192,-0.0416666666666667,-0.032026170563805,-0.020026170563805,-0.0238095238095238,-0.0571428571428571,-0.0666666666666667,-0.0497269158559481,-0.0432753029527223,-0.15069157361975,-0.0132661982825917,-0.302371646724291
"EGR1",0.0410138248847926,0.0508771929824561,0.0666666666666667,0.0487179487179487,0.039766081871345,0.037948717948718,0.0324542124542125,0.0366675187457396,0.235652173913043,0.24,0.133319581958196,0.0358543417366947,0.0176725235548765,0.0182189716423082,0.0142857142857143,-0.1,-0.132579545806612,-0.000472943722943724,-0.176341141435898,-0.103003003003003,-0.100652434612831,-0.0995489863369686,-0.101022804983201,-0.175841230461599,-0.110616940207863,0.002388978256984,0.00147988734789309,0.00147988734789309,0.00147988734789309,0.10340892882613,0.111111111111111,0.105847953216374,0.111111111111111,0.0780841106916669,0.1,0.1,-0.291805102409371,-0.00837671926364966,-0.00837671926364966,-0.171071334462639,-0.250906411201179,-0.0483853661404592,-0.240239744534512,-0.139165199623192,-0.0416666666666667,-0.032026170563805,-0.020026170563805,-0.0238095238095238,-0.0571428571428571,-0.0666666666666667,-0.0497269158559481,-0.0432753029527223,-0.15069157361975,-0.0132661982825917,-0.302371646724291
"Patched",0,-0.05,0,0,-0.0357142857142857,0.0666666666666667,0.0393939393939394,-0.0728042328042328,0.2,0.1,0.0833333333333333,0.1,0.12,0.103333333333333,0.1,-0.1,-0.256709956709957,-0.0289377289377289,-0.134336917562724,-0.1,-0.0955555555555555,-0.100409924487594,-0.106666666666667,-0.0595900755124056,-0.10952380952381,-0.136057692307692,-0.142307692307692,-0.142307692307692,-0.142307692307692,0.0125,0,0,0.1,-0.012987012987013,0.1,0,-0.317241379310345,-0.00833333333333333,-0.00833333333333333,-0.121296296296296,-0.22,-0.0435897435897436,-0.212307692307692,-0.104301075268817,0,-0.055,-0.08,0,0.1,0.1,-0.0333333333333333,-0.0433333333333333,-0.16,-0.0333333333333333,-0.225
