"","PAK1","CDC42","GSK3","TGFR","TGF","Frizzled","Wnt","DSH","STAT","LIV1","NOTCH","IKK","NFB","RKIP","AKT","ILK","cfos","EGR1","SOSGRB2","SHH","Patched","ZEB2","ZEB1","PI3K","RAF","DELTA","RAS","miR200","SMO","FUS","MEK","HEY1","ERK","SUFU","KLF4","SMAD","Csn","TrCP","SNAI2","SNAI1","Destcompl","Csl","Jagged","NOTCHic","TWIST1","cateninnuc","cMet","TCFLEF","CD44","SRC","GLI","AXIN2","FOXC2","cateninmemb","Ecadherin"
"cfos",-0.185714285714286,-0.171428571428571,0.02,-0.161624649859944,-0.158594346829641,-0.1,-0.0888888888888889,-0.1,-0.1,-0.1,0.00769230769230769,0.0333333333333333,0.0333333333333333,-0.0165501165501166,0.0385964912280702,0.0380952380952381,0.04,0.12,-0.0944444444444444,0.0471411503669568,0.0508448540706605,-0.388441139167531,-0.388441139167531,-0.00152505446623094,0.00152505446623094,0.00152505446623094,-0.00152505446623094,-0.407291401409049,-0.0476190476190476,-0.0476190476190476,-0.0494325718496684,-0.0376811594202899,-0.0443478260869565,-0.0333333333333333,-0.388095238095238,-0.0364823348694316,-0.0333333333333333,0,0.0844335956014788,0.0305627705627706,0.0699832568974303,0,-0.0114583333333333,0,0.094017316017316,0.0789106928710889,0.0888888888888889,0.0815032854636815,0.0834834834834835,0.1,0.083625730994152,0.116732348111658,0.163491152558584,0.129489920929556,0.1056957302121
"CDC42",-0.0857142857142857,-0.171428571428571,0.02,-0.161624649859944,-0.158594346829641,-0.1,-0.0888888888888889,-0.1,-0.1,-0.1,0.00769230769230769,0.0333333333333333,0.0333333333333333,-0.0165501165501166,0.0385964912280702,0.0380952380952381,0.04,0.02,-0.0944444444444444,0.0471411503669568,0.0508448540706605,-0.388441139167531,-0.388441139167531,-0.00152505446623094,0.00152505446623094,0.00152505446623094,-0.00152505446623094,-0.407291401409049,-0.0476190476190476,-0.0476190476190476,-0.0494325718496684,-0.0376811594202899,-0.0443478260869565,-0.0333333333333333,-0.388095238095238,-0.0364823348694316,-0.0333333333333333,0,0.0844335956014788,0.0305627705627706,0.0699832568974303,0,-0.0114583333333333,0,0.094017316017316,0.0789106928710889,0.0888888888888889,0.0815032854636815,0.0834834834834835,0.1,0.083625730994152,0.116732348111658,0.163491152558584,0.129489920929556,0.1056957302121
"Jagged",-0.2,-0.2,0.0325670498084291,-0.188888888888889,-0.176888888888889,0,-0.02,0,0,0,-0.0942857142857143,0.0333333333333333,0,-0.0256410256410257,0.0222222222222222,0.0333333333333333,0,-0.1,-0.12,0.041025641025641,0.0333333333333333,-0.38768115942029,-0.38768115942029,-0.0133333333333333,0.0133333333333333,0.0133333333333333,-0.0224242424242424,-0.407272727272727,-0.0333333333333333,0,-0.02,-0.133333333333333,-0.02,0,-0.383333333333333,-0.0380952380952381,0,0,0.0700854700854701,0.0416666666666667,0.00228571428571429,0.1,-0.0156709956709957,0.08,0.088,-7.99200799200796e-05,0.02,0.00321678321678322,0.0123076923076923,0,0.0123076923076923,0.0142857142857143,0.175714285714286,0.00494603987561734,-0.0111929824561404
"DELTA",-0.2,-0.2,0.0325670498084291,-0.188888888888889,-0.176888888888889,0,-0.02,0,0,0,-0.0942857142857143,0.0333333333333333,0,-0.0256410256410257,0.0222222222222222,0.0333333333333333,0,-0.1,-0.12,0.041025641025641,0.0333333333333333,-0.38768115942029,-0.38768115942029,-0.0133333333333333,0.0133333333333333,0.0133333333333333,-0.0224242424242424,-0.407272727272727,-0.0333333333333333,0,-0.02,-0.133333333333333,-0.02,0,-0.383333333333333,-0.0380952380952381,0,0,0.0700854700854701,0.0416666666666667,0.00228571428571429,0.1,-0.0156709956709957,0.08,0.088,-7.99200799200796e-05,0.02,0.00321678321678322,0.0123076923076923,0,0.0123076923076923,0.0142857142857143,0.175714285714286,0.00494603987561734,-0.0111929824561404
"STAT",-0.190909090909091,-0.184659090909091,0.0688985313751669,-0.176764354066986,-0.176281262279546,0.0142857142857143,0.0188311688311688,0.0142857142857143,0.0142857142857143,0.1,0.0163350672202757,0.00571428571428572,0.02,-0.0414864864864865,0.0141888619854722,0.0355877616747182,0.04,0,-0.189162561576355,0.018004047472045,0.0206589147286822,-0.386740182894029,-0.386740182894029,-0.0702543424317618,0.0702543424317618,0.0702543424317618,-0.0680155364616125,-0.404659347137517,-0.0183333333333333,-0.025,-0.0379127134724858,-0.0346666666666667,-0.0282352941176471,0,-0.48544266191325,-0.0367371869620745,0,0,0.0221563203972436,0.0587890065137949,-0.0283744850830638,-0.0176470588235294,-0.02847679958993,-0.0095389507154213,0.0193448730180364,-0.0263706823121103,-0.0188311688311688,-0.0238677025743272,-0.0248140748140748,-0.0142857142857143,-0.0247135217723453,-0.0743366437484085,0.153937286980232,-0.104663030466945,-0.0535208241979705
"DSH",-0.306666666666667,-0.297971014492754,-0.139962506091396,-0.297018633540373,-0.291792152704136,-0.119736842105263,-0.119736842105263,-0.125,-0.125,-0.1,-0.127998472116119,-0.0795833333333333,-0.110833333333333,-0.136803196803197,-0.0945258620689655,0.0322618457154428,-0.134509803921569,-0.0933333333333333,-0.0544715447154472,0.055036483405769,0.0519689987431923,-0.385095705991707,-0.385095705991707,-0.134797444577801,0.134797444577801,0.134797444577801,-0.147402486594608,-0.409045716309436,-0.0551948051948052,-0.0409090909090909,0.121365832882861,-0.0449076865650214,0.108583877995643,-0.05,-0.38713116314487,-0.0281109023192163,0.0733333333333333,0.133333333333333,0.0628143344881912,0.168933747412008,0.0571652532260208,0.14047619047619,0.0210893303762661,0.11890756302521,0.177702783240956,0.112398710164335,0.119736842105263,0.114624890039669,0.115101080515859,0.119736842105263,0.11516167870657,0.167488604026726,0.313610061908716,0.14389553156113,0.160178293242723
"Wnt",-0.3,-0.3,-0.135971786833856,-0.306666666666667,-0.297971014492754,0,-0.125,0,-0.1,0,-0.14047619047619,-0.0733333333333333,-0.133333333333333,-0.14,-0.110833333333333,0.0299145299145299,-0.133333333333333,-0.1,-0.0575757575757576,0.0551948051948052,0.0409090909090909,-0.376948828311813,-0.376948828311813,-0.12406015037594,0.12406015037594,0.12406015037594,-0.151332877648667,-0.401919191919192,-0.05,0,0.134509803921569,-0.041025641025641,0.0933333333333333,0,-0.374509803921569,-0.0275889485191811,0.1,0.1,0.0668965517241379,0.176552795031056,0.0633991811827706,0.15,0.0247303921568627,0.107142857142857,0.182647058823529,0.115101080515859,0.125,0.119736842105263,0.119736842105263,0.1,0.119736842105263,0.167272727272727,0.322429149797571,0.152584745762712,0.166529916451238
"Patched",-0.233333333333333,-0.233333333333333,-0.0183150183150183,-0.233333333333333,-0.225,0.2,0.2,0.2,0.1,0.1,0.0242424242424242,-0.05,-0.1,-0.0657142857142857,-0.0642857142857143,0.0666666666666667,-0.1,-0.1,-0.2,-0.146666666666667,-0.146666666666667,-0.283333333333333,-0.283333333333333,-0.0576923076923077,0.0576923076923077,0.0576923076923077,-0.0639423076923077,-0.29047619047619,0.0666666666666667,0.1,0.0476923076923077,-0.058974358974359,0.04,0,-0.283333333333333,-0.0666666666666667,0,0,-0.0136704980842912,0.0865591397849462,0.00771228771228771,0,-0.130582010582011,-0.0333333333333333,-0.0037037037037037,-0.0979180151024811,-0.1,-0.0988888888888889,-0.0933333333333333,-0.1,-0.1875,-0.247619047619048,0.09,-0.124121863799283,-0.0545685005393743
"SHH",-0.2,-0.233333333333333,-0.0230769230769231,-0.233333333333333,-0.233333333333333,0.2,0.2,0.2,0.1,0,0.0333333333333333,-0.1,0,-0.08,-0.05,0.0666666666666667,-0.1,0,-0.2,-0.146666666666667,-0.0666666666666667,-0.275,-0.275,-0.05,0.05,0.05,-0.0576923076923077,-0.283333333333333,0.1,0,0.04,-0.0666666666666667,0.1,0,-0.25,-0.0666666666666667,0,0,-0.0123371647509579,0.0833333333333333,0.00441558441558441,-0.1,-0.134285714285714,0,0,-0.0988888888888889,-0.1,-0.0933333333333333,-0.1,-0.1,-0.2,-0.247619047619048,0.1,-0.118566308243728,-0.0438888888888889
"Destcompl",-0.110408163265306,-0.104201266713582,-0.0278301115251505,-0.105780214082003,-0.103317159894811,-0.0446618830180474,-0.0426816849982454,-0.046031746031746,-0.046031746031746,-0.0388888888888889,-0.0354902284003966,-0.0156342678081809,-0.0399585921325052,-0.00444450670654949,-0.0303993684793218,0.0176190476190476,-0.0441491841491841,-0.0138461538461538,0.0151865136549944,0.0956910481244566,0.0935633885499885,-0.141752088747926,-0.141752088747926,-0.0419482152432244,0.0419482152432244,0.0419482152432244,-0.0507394240344332,-0.173862778831504,-0.0982266009852217,-0.0896551724137931,0.0353230099775026,-0.0224589086127548,0.0239306049142115,-0.1,-0.142607532371135,-0.0142272347535505,0.00952380952380952,0.0666666666666667,0.0420843304414115,0.0152283262054319,-0.0632957705122209,0.0424911868390129,0.022358091242691,0.0272737955346651,0.0254402541489914,0.0414221898852121,0.0431693457046146,0.0426970496506379,0.0424230770478981,0.0446618830180474,0.0421250987273734,0.147799258232554,0.130412056175185,0.0689584488471298,0.0992341546518651
"RKIP",-0.133333333333333,-0.126666666666667,-0.191292356185973,-0.131428571428571,-0.128624833110814,-0.0333333333333333,-0.0633333333333333,-0.1,-0.1,0,-0.0315850815850816,0.0107142857142857,-0.0142857142857143,-0.19936974789916,-0.0226190476190476,0.0971758664955071,-0.02,0.03,-0.0786031746031746,0.111475409836066,0.1,-0.0847441415590627,-0.0847441415590627,-0.175974025974026,0.175974025974026,0.175974025974026,-0.199050949050949,-0.085257983204451,-0.12,-0.1,0.0235216434336024,-0.0960898180410376,-0.00413793103448276,-0.1,-0.0847441415590627,-0.0942055694658041,0,0,0.106289561112083,0.194094265242764,0.0653165795935099,0.0333333333333333,-0.0900456787129113,-0.00303030303030303,0.179477124183007,0.0603523100710726,0.0701754385964912,0.0621334805545332,0.0586369770580297,0.0333333333333333,0.0517948717948718,0.0922526957337084,0.138918361332154,0.115076084487849,0.0899568035045081
"Csn",-0.109090909090909,-0.107598371777476,-0.157600273921302,-0.110162474341579,-0.107537176012223,-0.0798850574712644,-0.0834995153025897,-0.0833333333333333,-0.0833333333333333,-0.0666666666666667,-0.12265096015096,-0.0991666666666667,-0.12,-0.0878668640022719,-0.111166666666667,-0.0019241718426501,-0.0996969696969697,-0.0633333333333333,0.027323878704024,0.0123183943384895,0.00903970581389936,-0.0406964433416046,-0.0406964433416046,-0.129721542935926,0.129721542935926,0.129721542935926,-0.138358779020379,-0.0474884053283176,-0.0122655122655123,-0.00317460317460317,0.0932305194805195,-0.00592469545957918,0.0828138528138528,-0.0142857142857143,-0.0422940458234576,0.00423779652131334,0.095,0.22,0.0139735976064398,0.103223368530874,0.0557636191262582,0.128282828282828,0.0173288216841141,0.113997113997114,0.0864586255259467,0.0818262701761733,0.0834995153025897,0.0824877253776165,0.0821661819692563,0.0798850574712644,0.0821894716344674,0.118130508341202,0.12134830634209,0.0441686590489188,0.0247174402976479
"cateninmemb",-0.00509090909090909,-0.00909090909090909,0.0152630291637291,-0.00860310421286031,-0.00950726334486754,0.0344277245782034,0.0275311728540654,0.0274509803921569,0.0274509803921569,0.0333333333333333,0.0360128887525427,-0.0568253968253968,-0.0457142857142857,-0.0236967241782651,-0.0503318903318903,-0.00301449275362319,-0.067807486631016,-0.0854545454545454,-0.0795356745207788,-0.0314706629413259,-0.032258064516129,-0.0259233146987905,-0.0259233146987905,-0.0514630467571644,0.0514630467571644,0.0514630467571644,-0.049228409885656,-0.0224777002430634,0.0333333333333333,0.0333333333333333,0.0735564253817741,0.00859860234514794,0.07708583714648,0.0333333333333333,-0.0320675105485232,0.000835315998175246,0.06,0,-0.0381558626534241,0.0253627102254045,-0.0206059445036839,-0.0379904306220096,-0.030844434242209,-0.0348976471168549,-0.00948469468482614,-0.0293122747211356,-0.0283407680564642,-0.0300592401739834,-0.0306819051802101,-0.0344277245782034,-0.0301978395207321,-0.131784280270207,-0.0645275802644487,0.0762558626803057,0.0924741645338489
"ZEB2",-0.214285714285714,-0.208831168831169,-0.207490955940418,-0.204069264069264,-0.202481962481962,-0.172424242424242,-0.16986013986014,-0.159090909090909,-0.15,-0.15,-0.142774274905422,-0.0911111111111111,-0.0888888888888889,-0.087938808373591,-0.0845690550363448,-0.0818681318681319,-0.0719298245614035,-0.0666666666666667,-0.058974358974359,-0.0514491605955021,-0.0505400696864112,-0.0224130122003666,-0.0224130122003666,-0.000432900432900432,0.000432900432900432,0.000432900432900432,0.00235082547716381,0.0133172073475193,0.0578571428571429,0.0607142857142857,0.0658322635857937,0.068900293255132,0.0719298245614035,0.075,0.0766232896606541,0.0830876440632538,0.0888888888888889,0.1,0.106425747307412,0.11416873785731,0.12262197235581,0.141025641025641,0.147265309049527,0.147692307692308,0.157386925396766,0.160144234180557,0.160701754385965,0.160923454959778,0.161627680311891,0.163333333333333,0.1707775710528,0.201764938295826,0.234668220668221,0.305487099908267,0.339129017126285
"SNAI2",0.00588235294117647,0.00112044817927171,-0.035261951811944,0.00539395245277598,0.0035305984155089,-0.0398701298701299,-0.0412785805743552,-0.0327272727272727,-0.0327272727272727,-0.06,-0.0378389154704944,0.0439655172413793,0.075,0.00341025641025641,0.0620378063980058,-0.002280348759222,0.0862745098039216,0.0333333333333333,0.0622041920216362,0.0456584887476117,0.0484753901560624,0.0113209565764632,0.0113209565764632,0.0464020176075973,-0.0464020176075973,-0.0464020176075973,0.0537079536806566,0.0122715112884377,-0.0423529411764706,-0.06,-0.0730789613142554,-0.00721820373719108,-0.0568627450980392,0,0.0221153846153846,-0.00298280913551484,0,-0.1,-0.0189822073763454,-0.0136277972193492,0.0314073552215162,0.0276315789473684,0.0374423104933519,0.0469298245614035,0.0250214220835975,0.0385174937796368,0.0412785805743552,0.0400702888106926,0.036977505305538,0.0398701298701299,0.0364657463497563,0.0882523993901089,0.0628589183197138,0.125319051258164,0.109799273435206
"KLF4",0.00909090909090909,0.00509090909090909,-0.0187950379937512,0.00909090909090909,0.00860310421286031,-0.0274509803921569,-0.0344277245782034,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0348976471168549,0.0457142857142857,0.06,0.0180787466501752,0.0568253968253968,-0.00133333333333333,0.0854545454545454,0.04,0.0716409376786735,0.032258064516129,0.0333333333333333,0.0226057791537668,0.0226057791537668,0.047051282051282,-0.047051282051282,-0.047051282051282,0.0514630467571644,0.0215466015466015,-0.0333333333333333,-0.0333333333333333,-0.07708583714648,-0.006585179526356,-0.067807486631016,0,0.0333333333333333,-0.00301449275362319,0,-0.1,0.0401426176203115,-0.0275779000988222,0.018835208250189,0.0327272727272727,0.030615601290264,0.0379904306220096,0.00929847494553377,0.0300592401739834,0.0344277245782034,0.0306819051802101,0.0283407680564642,0.0274509803921569,0.0275311728540654,0.131165723569177,0.0675024086397347,0.26708843663112,0.317742608792637
"HEY1",0.00909090909090909,0.00509090909090909,-0.0187950379937512,0.00909090909090909,0.00860310421286031,-0.0274509803921569,-0.0344277245782034,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0348976471168549,0.0457142857142857,0.06,0.0180787466501752,0.0568253968253968,-0.00133333333333333,0.0854545454545454,0.04,0.0716409376786735,0.032258064516129,0.0333333333333333,0.0226057791537668,0.0226057791537668,0.047051282051282,-0.047051282051282,-0.047051282051282,0.0514630467571644,0.0215466015466015,-0.0333333333333333,-0.0333333333333333,-0.07708583714648,-0.006585179526356,-0.067807486631016,0,0.0333333333333333,-0.00301449275362319,0,-0.1,0.0401426176203115,-0.0275779000988222,0.018835208250189,0.0327272727272727,0.030615601290264,0.0379904306220096,0.00929847494553377,0.0300592401739834,0.0344277245782034,0.0306819051802101,0.0283407680564642,0.0274509803921569,0.0275311728540654,0.131165723569177,0.0675024086397347,0.26708843663112,0.317742608792637
"FOXC2",0.00909090909090909,0.00509090909090909,-0.0187950379937512,0.00909090909090909,0.00860310421286031,-0.0274509803921569,-0.0344277245782034,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0348976471168549,0.0457142857142857,0.06,0.0180787466501752,0.0568253968253968,-0.00133333333333333,0.0854545454545454,0.04,0.0716409376786735,0.032258064516129,0.0333333333333333,0.0226057791537668,0.0226057791537668,0.047051282051282,-0.047051282051282,-0.047051282051282,0.0514630467571644,0.0215466015466015,-0.0333333333333333,-0.0333333333333333,-0.07708583714648,-0.006585179526356,-0.067807486631016,0,0.0333333333333333,-0.00301449275362319,0,-0.1,0.0401426176203115,-0.0275779000988222,0.018835208250189,0.0327272727272727,0.030615601290264,0.0379904306220096,0.00929847494553377,0.0300592401739834,0.0344277245782034,0.0306819051802101,0.0283407680564642,0.0274509803921569,0.0275311728540654,0.131165723569177,0.0675024086397347,0.26708843663112,0.317742608792637
