"","miR200","SUFU","LIV1","SNAI2","CDC42","Csn","TGF","FOXC2","ERK","FUS","ZEB2","ZEB1","SMO","IKK","AXIN2","NFB","TCFLEF","CD44","STAT","TWIST1","cMet","Csl","SRC","GSK3","RKIP","RAS","RAF","PI3K","DELTA","Ecadherin","Frizzled","SNAI1","Wnt","DSH","GLI","KLF4","Jagged","NOTCHic","cateninmemb","NOTCH","cateninnuc","SOSGRB2","Patched","SMAD","SHH","ILK","MEK","EGR1","HEY1","AKT","cfos","PAK1","TGFR","Destcompl","TrCP"
"NOTCHic",0.143532267347296,0.0666666666666667,0.1,0.247726763829558,0.331111111111111,0.0666666666666667,0.344137616145013,0.363706385780118,0.296190476190476,0.0916666666666667,-0.0293236714975845,-0.0293236714975845,0.130128205128205,0.0333333333333333,0.0521608265947889,0.0333333333333333,0.0425231910946197,0.0355844155844156,0.12,0.177254876878798,0.0234965034965035,-0.0885714285714286,0.0507692307692308,0.0746548557677084,-0.130205103298838,0.0901002745380556,0.0905928853754941,0.0905928853754941,-0.0905928853754941,0.0192014792204539,-0.0507692307692308,-0.216105006105006,-0.0234965034965035,-0.12,-0.0331739228513422,-0.0542443064182195,-0.102208015188148,-0.0404608294930876,-0.0194330552684698,-0.0562503031772981,-0.0423705193388945,-0.151626794258373,-0.0889517345399698,-0.121226447413498,-0.0943280786259913,-0.116190476190476,-0.296190476190476,-0.22,-0.020546265328874,-0.0403100775193799,-0.253333333333333,-0.311111111111111,-0.353691756272401,-0.0891932546698902,-0.1
"CDC42",0.135353535353535,0.0666666666666667,0.1,0.237741334091699,0.328571428571429,0.0666666666666667,0.335612426788897,0.340202227232356,0.270434782608696,0.080952380952381,-0.0238729390061109,-0.0238729390061109,0.114285714285714,0.0541666666666667,0.0535632183908046,0.0416666666666667,0.0372427873417972,0.0322922922922923,0.1,0.16565367965368,0.0214814814814815,0.0333333333333333,0.04,0.0540205627705628,-0.112657342657343,0.0727124183006536,0.0727124183006536,0.0727124183006536,-0.0727124183006536,0.0112762936348105,-0.04,-0.20083292235191,-0.0214814814814815,-0.1,-0.0293762183235867,-0.0444761904761905,-0.107118055555556,-0.0641025641025641,-0.0336102376880453,-0.0748717948717949,-0.0365020466010565,-0.138888888888889,-0.0788018433179723,-0.114601467827274,-0.0849746828241452,-0.111375661375661,-0.265350036845984,-0.22,-0.117416291854073,-0.0594298245614035,-0.24,-0.414285714285714,-0.346218487394958,-0.0678920329870319,-0.1
"TWIST1",0.0360636551025399,-0.1,-0.2,0.119785578609598,0.0797283176593521,0.2,0.0878063358825868,0.0151817986964274,-0.0084515636918383,-0.0888888888888889,-0.0216207435505681,-0.0216207435505681,-0.0688888888888889,0.228937728937729,-0.112924333730785,0.238461538461538,-0.144628726928922,-0.142331636576702,-0.142857142857143,-0.155198367295049,-0.134701114488349,0.188888888888889,-0.126190476190476,-0.200499659774491,0.0309153635240592,-0.12530726317869,-0.124964797425265,-0.124964797425265,0.124964797425265,0.160780246220504,0.126190476190476,0.0266020053092266,0.135664160401003,0.142857142857143,0.142864160401003,-0.00970398165520117,-0.143420824558506,-0.176068376068376,0.0846607001246238,-0.170407998709885,0.142846093231395,0.0135128791879364,0.0784779299847793,-0.0879038354285879,0.0789705408222177,-0.0783328783328783,-0.0079663467559229,-0.0533333333333333,-0.112000993356926,-0.211988576395356,0.00318840579710146,-0.096969696969697,-0.0834783176593521,0.199113181422184,-0.1
"Wnt",0.100505050505051,0,0,0.206379310344828,0.1,-0.1,0.141739130434783,0.179514170040486,0.0466666666666667,0.1,-0.018077474892396,-0.018077474892396,0.1,-0.02,0.0793939393939394,0,0.106390977443609,0.117105263157895,0.1,0.155882352941176,0.175,-0.05,0.2,-0.0116771159874608,-0.0383333333333333,0.0599453178400547,0.0872180451127819,0.0872180451127819,-0.0872180451127819,-0.00159417031958339,-0.1,-0.0960144927536232,-0.175,0,-0.117105263157895,-0.00588235294117647,-0.0112009803921569,0.0928571428571429,0.0491101694915254,0.117857142857143,-0.120298262211821,-0.0939393939393939,-0.0909090909090909,-0.0633870005963029,-0.0956709956709957,-0.0564102564102564,-0.087843137254902,-0.1,-0.0497435897435898,0.07,-0.0666666666666667,-0.1,-0.12,0.14129111598873,0.1
"SRC",-0.0682359830185917,-0.1,0.2,0.0726584976122038,-0.0763888888888889,-0.2,-0.0770815295815296,-0.0629365079365079,-0.0131313131313131,-0.05,-0.0172581611260857,-0.0172581611260857,-0.03,-0.176923076923077,0.0758787028773003,-0.2,0.0979388244702119,0.106475409836066,0.2,0.00524567386636352,0.095,-0.2,0.075,0.17047619047619,0.0632127728901923,0.212161413888573,0.203070504797664,0.203070504797664,-0.203070504797664,-0.0225362165068047,-0.075,-0.0238205977449236,-0.095,-0.1,-0.106475409836066,-0.123578811369509,0.0669030816278523,0.176190476190476,-0.0146841790151175,0.176190476190476,-0.0923459833069009,0.102857142857143,0.0411111111111111,0.0365694642010432,0.0234640522875817,0.0302631578947368,0.0263388603011245,0.0666666666666667,0.041269447202913,0.165811965811966,0.0575757575757576,0.0888888888888889,0.0716269841269841,0.0176871317088708,0.1
"Patched",0.145238095238095,0,0.1,0.242789272030651,0.133333333333333,0,0.156666666666667,0.305,0.2,0.1,-0.0166666666666667,-0.0166666666666667,0.133333333333333,-0.1,-0.019047619047619,-0.1,-0.00444444444444444,0.00666666666666667,0.1,0.106481481481481,0,-0.2,0,0.154212454212454,-0.177142857142857,0.157692307692308,0.157692307692308,0.157692307692308,-0.157692307692308,0.0509654800431499,-0.1,-0.216129032258065,-0.1,-0.2,-0.1,-0.0611111111111111,0.0431746031746032,0.166666666666667,0.0811290322580645,0.157575757575758,0.00735706580366774,0,-0.173333333333333,-0.0433333333333333,-0.198333333333333,-0.0333333333333333,-0.192307692307692,-0.1,-0.0230769230769231,0.0857142857142857,-0.1,-0.0333333333333333,-0.173333333333333,-0.146573426573427,0
"Frizzled",0.102067550505051,0.1,0.1,0.207956597411074,0.12,0,0.150310559006211,0.177188588645137,0.087843137254902,0.1,-0.013126979842891,-0.013126979842891,0.0909090909090909,-0.07,0.0817195207892882,-0.02,0.120298262211821,0.106390977443609,0.2,0.14921568627451,0.117105263157895,-0.0928571428571429,0.175,-0.0219801462904911,-0.0454761904761905,0.0465594910684011,0.0599453178400547,0.0599453178400547,-0.0599453178400547,-0.00322587195128502,-0.175,-0.0753795721187025,-0.117105263157895,-0.1,-0.106390977443609,-0.0201680672268908,-0.020291889483066,0.117857142857143,0.0545069948883508,0.0962885154061625,-0.127441119354678,-0.103030303030303,-0.0956709956709957,-0.077405692185088,-0.0827677698645441,-0.0633870005963029,-0.113769063180828,-0.0666666666666667,-0.0603818876159302,0.07,-0.0466666666666667,-0.1,-0.141739130434783,0.139434352063,0.1
"ERK",0.00812877394554968,-0.0466666666666667,0,0.287649590572862,0.0304939919893191,-0.0446428571428571,0.0319538460039176,0.0320503261882572,-0.0607006603081438,-0.0586666666666667,-0.00759996750764834,-0.00759996750764834,-0.0603060109289617,-0.0619690603514133,-0.00108255832244718,-0.0537337662337662,-0.00173665907272961,-0.00322364792031325,0.00526315789473684,0.072271125980435,-0.0034781008465219,-0.0652680652680653,0.001417004048583,-0.037383268141573,0.110124442681339,-0.0972952899685573,-0.096965256965257,-0.096965256965257,0.096965256965257,0.0978059390994385,-0.00615384615384615,-0.00401321703335332,-0.00125874125874126,-0.01,-0.00100811469232522,-0.00868617441304372,0.0688199193037802,0.0689177003045616,0.0974215427101036,0.0653165922713206,0.00152832573939627,0.0321349976883958,0.0596524161577199,0.0598704138842051,0.062067875094918,0.0629099275620166,0.0598650057120435,-0.053448275862069,0.0720450944857837,0.0592167667734316,-0.0342993396918562,-0.0314285714285714,-0.0319538460039176,0.182867987417076,0.0571428571428571
"RAF",0.00682588436866629,-0.1,0,0.288226379903247,0.0266666666666667,-0.1,0.0304939919893191,0.0323460064839375,0.053448275862069,-0.0666666666666667,-0.00632137733142037,-0.00632137733142037,-0.0466666666666667,-0.0446428571428571,-9.37646507266764e-05,-0.0571428571428571,-0.0034781008465219,0.001417004048583,0,0.0745187165775401,0.00526315789473684,-0.0666666666666667,0,-0.0350275807722616,0.114705882352941,-0.0934731934731935,-0.0909090909090909,-0.0909090909090909,0.0909090909090909,0.0984105399184541,0,-0.00720053897067526,-0.01,0,-0.00615384615384615,-0.00832137733142037,0.0723158703209637,0.0575757575757576,0.0963817599111717,0.0652680652680653,0.00322364792031325,0.0372698412698413,0.0586666666666667,0.0618029164919059,0.0603060109289617,0.0647732135216089,-0.0342993396918562,-0.1,0.0771583430120015,0.0537337662337662,-0.05,-0.0333333333333333,-0.0314285714285714,0.182444545762556,0.1
"PI3K",0.100196358802916,0.1,0.1,0.195502049500923,0.117647058823529,-0.1,0.150590148254424,0.165570267131243,0.0935574229691877,0.1,-0.00573648506094097,-0.00573648506094097,0.1,-0.141176470588235,0.0725714285714286,-0.1,0.108194168886873,0.0906800445930881,0.2,0.123256287547093,0.101449275362319,-0.075,0.166666666666667,-0.0271164021164021,-0.0550581771170007,0.00783870011267272,0.0242770562770563,0.0242770562770563,-0.0242770562770563,0.0173893876316952,-0.166666666666667,-0.0628341384863124,-0.101449275362319,-0.2,-0.0906800445930881,-0.0135964912280702,-0.0323684210526316,0.0903846153846154,0.0599203033647381,0.0678039702233251,-0.116647777134296,-0.128076923076923,-0.1,-0.0856361744697879,-0.0833333333333333,-0.0704361744697879,-0.121426275428204,-0.0666666666666667,-0.0664749604816198,0.143740573152338,-0.0523809523809524,-0.1,-0.141647058823529,0.141673308022968,0.2
"ILK",0.100196358802916,0.1,0.1,0.195502049500923,0.117647058823529,-0.1,0.150590148254424,0.165570267131243,0.0935574229691877,0.1,-0.00573648506094097,-0.00573648506094097,0.1,-0.141176470588235,0.0725714285714286,-0.1,0.108194168886873,0.0906800445930881,0.2,0.123256287547093,0.101449275362319,-0.075,0.166666666666667,-0.0271164021164021,-0.0550581771170007,0.00783870011267272,0.0242770562770563,0.0242770562770563,-0.0242770562770563,0.0173893876316952,-0.166666666666667,-0.0628341384863124,-0.101449275362319,-0.2,-0.0906800445930881,-0.0135964912280702,-0.0323684210526316,0.0903846153846154,0.0599203033647381,0.0678039702233251,-0.116647777134296,-0.128076923076923,-0.1,-0.0856361744697879,-0.0833333333333333,-0.0704361744697879,-0.121426275428204,-0.0666666666666667,-0.0664749604816198,0.143740573152338,-0.0523809523809524,-0.1,-0.141647058823529,0.141673308022968,0.2
"GSK3",0.0933200881769689,0.0909090909090909,0.175,0.213152759250241,0.150310559006211,-0.07,0.137056739654831,0.16114848839451,0.110009664684587,0.0956709956709957,-0.00492653758762317,-0.00492653758762317,0.0827677698645441,-0.0527586206896552,0.0914106754431618,-0.07,0.125749222649424,0.127441119354678,0.117105263157895,0.151766516724651,0.120298262211821,-0.0962885154061625,0.106390977443609,-0.113840966037934,-0.0171361095045305,0.0506911437294656,0.0479600512924908,0.0479600512924908,-0.0479600512924908,-0.00161252436779396,-0.106390977443609,-0.0765621037764617,-0.118809278097204,-0.117105263157895,-0.125884749795317,-0.00580506418827814,-0.0125648482337025,0.0816032007208478,0.0567739777328894,0.0787460578637049,-0.122854485807319,-0.08815792639956,-0.0882892422571821,-0.0656187554647689,-0.0911600556543113,-0.0747641827511257,-0.0935323919573146,-0.087843137254902,-0.0664099335092101,0.0390834070144415,-0.113769063180828,-0.141739130434783,-0.140902893500985,0.132646670130054,0.02
"IKK",-0.00697881828316611,-0.1,0.1,-0.131111708001313,-0.161111111111111,-0.1,-0.124783838383838,-0.0805483405483405,-0.0228571428571429,-0.08,-0.00326817042606516,-0.00326817042606516,-0.04,-0.219047619047619,0.122857142857143,-0.0857142857142857,0.159681297986383,0.155726495726496,0.2,0.0381045751633987,0.172649572649573,-0.227272727272727,0.211111111111111,0.0821794871794872,0.0296903460837887,0.161724734371139,0.170175438596491,0.170175438596491,-0.170175438596491,-0.177338421529838,-0.211111111111111,0.0432569974554707,-0.172649572649573,-0.2,-0.155726495726496,-0.00915750915750916,0.129628241174633,0.251082251082251,-0.0900722740946205,0.252669552669553,-0.166432352838703,0.0548319327731093,0.0511111111111111,0.0951801430143014,0.064904214559387,0.115972222222222,-0.0193650793650794,0,0.126315789473684,0.248777348777349,0.0428571428571429,0.15,0.138383838383838,0.0235847435504231,0
"DSH",0.0941407212367578,0.1,0.2,0.212031102649723,0.141739130434783,-0.02,0.140902893500985,0.162902874359423,0.113769063180828,0.0909090909090909,-0.00210335779564694,-0.00210335779564694,0.0956709956709957,-0.07,0.089736398426419,-0.07,0.127441119354678,0.120298262211821,0.175,0.147797246558198,0.106390977443609,-0.117857142857143,0.117105263157895,-0.0184998678682173,-0.0223992673992674,0.0479600512924908,0.0465594910684011,0.0465594910684011,-0.0465594910684011,-0.00243570513829117,-0.117105263157895,-0.0733505866114562,-0.106390977443609,-0.175,-0.118809278097204,-0.0172554458676675,-0.0179663080877171,0.0962885154061625,0.0572160643818726,0.0816032007208478,-0.125749222649424,-0.0932742054693274,-0.0827677698645441,-0.0747641827511257,-0.0882892422571821,-0.077405692185088,-0.110009664684587,-0.0466666666666667,-0.0709082034054039,0.0527586206896552,-0.087843137254902,-0.12,-0.150310559006211,0.134090840612618,0
"SMAD",-0.0997179979810479,-0.166666666666667,0.02,-0.121507521772303,-0.2280348759222,-0.188888888888889,-0.213834693412017,-0.191977443344806,-0.174129246597364,-0.166666666666667,-0.00074388172394074,-0.00074388172394074,-0.141666666666667,-0.191690009337068,0.0231583218545451,-0.193650793650794,0.0456699289394636,0.0468910958322723,0.0485714285714286,-0.0514552990577542,0.0538001867413632,-0.214285714285714,0.0596825396825397,0.0809767203000286,0.0450568670277561,0.0903471536124949,0.0923208378230212,0.0923208378230212,-0.0923208378230212,-0.0743750525323403,-0.073015873015873,0.0813194345976604,-0.0691697191697192,-0.0619047619047619,-0.0619754745654026,-0.00420743045060482,0.207579388353582,0.217733990147783,-0.0220408694453636,0.222495894909688,-0.0474936371461505,0.0867272996154984,0.146253822629969,0.0660050907996113,0.146625569841865,0.174100328894849,0.161629246597364,0.171428571428571,0.215430713123946,0.203690009337068,0.18110599078341,0.223809523809524,0.217420350782535,0.00516064697791817,0.2
"GLI",-0.0998119733723449,-0.114285714285714,-0.1,-0.214019358663272,-0.135459770114943,-0.0222222222222222,-0.119356181509689,-0.207607929136567,-0.109415584415584,-0.126785714285714,0.00223280423280424,0.00223280423280424,-0.0899436090225564,-0.0213629311373672,-0.0513466183574879,-0.0274853801169591,-0.0350924512964992,-0.0324950486990966,-0.04,-0.0945010309441549,-0.0247364280094414,-0.0297789566755084,-0.0174193548387097,0.0318814597954228,0.0771923376193485,0.0846836277877626,0.0844856079857824,0.0844856079857824,-0.0844856079857824,-0.00210146028848795,0.0974193548387097,0.0939786803221944,0.103301707779886,0.12,0.0113868141628649,3.77520377520424e-05,0.025090983410856,0.0347789566755084,0.037114514773731,0.042398004294556,0.0340763126234567,0.101722407386124,0.0960660580021482,0.00693767412830326,0.0989467164383622,0.0193701065607357,0.0911835402166894,0.0857142857142857,0.021943544099741,0.0385504311373672,0.110714285714286,0.121666666666667,0.124767946215571,0.0901505814567702,0.0333333333333333
"NFB",-0.010906310730296,-0.08,0.2,-0.128469431578549,-0.138383838383838,-0.0857142857142857,-0.126682572561054,-0.0873212489148744,0.0193650793650794,-0.04,0.00401152306052488,0.00401152306052488,-0.0511111111111111,-0.248777348777349,0.126403242147923,-0.219047619047619,0.166432352838703,0.159681297986383,0.211111111111111,0.0358823529411765,0.155726495726496,-0.251082251082251,0.172649572649573,0.0802187028657617,0.0412288076222502,0.157247122430841,0.161724734371139,0.161724734371139,-0.161724734371139,-0.177659448817157,-0.172649572649573,0.0479145317020461,-0.155726495726496,-0.211111111111111,-0.160220877748968,-0.00915750915750916,0.124592269951611,0.252669552669553,-0.0886995180228148,0.244282455895359,-0.169177450877919,0.0600950906678461,0.064904214559387,0.0962953846499892,0.0588801181738448,0.0951801430143014,-0.0265546218487395,0.0428571428571429,0.110244360902256,0.246555126555127,0.0228571428571429,0.161111111111111,0.124783838383838,0.0205947103278317,0.1
"RKIP",-0.00682588436866629,0.1,0,-0.288226379903247,-0.0266666666666667,0.1,-0.0304939919893191,-0.0323460064839375,-0.053448275862069,0.0666666666666667,0.00632137733142037,0.00632137733142037,0.0466666666666667,0.0446428571428571,9.37646507266764e-05,0.0571428571428571,0.0034781008465219,-0.001417004048583,0,-0.0745187165775401,-0.00526315789473684,0.0666666666666667,0,0.0350275807722616,-0.114705882352941,0.0934731934731935,0.0909090909090909,0.0909090909090909,-0.0909090909090909,-0.0984105399184541,0,0.00720053897067526,0.01,0,0.00615384615384615,0.00832137733142037,-0.0723158703209637,-0.0575757575757576,-0.0963817599111717,-0.0652680652680653,-0.00322364792031325,-0.0372698412698413,-0.0586666666666667,-0.0618029164919059,-0.0603060109289617,-0.0647732135216089,0.0342993396918562,0.1,-0.0771583430120015,-0.0537337662337662,0.05,0.0333333333333333,0.0314285714285714,-0.182444545762556,-0.1
"AKT",0.0905706903537183,0.1,0.2,0.200225667591375,0.141647058823529,-0.1,0.139411900520285,0.149028913747784,0.121426275428204,0.1,0.00727721356919601,0.00727721356919601,0.1,-0.143740573152338,0.0823187209902011,-0.141176470588235,0.116647777134296,0.108194168886873,0.166666666666667,0.121727235559325,0.0906800445930881,-0.0903846153846154,0.101449275362319,-0.0226809182454344,-0.0283501025828392,0.00904351938978115,0.00783870011267272,0.00783870011267272,-0.00783870011267272,0.018146963389271,-0.101449275362319,-0.0595759931229039,-0.0906800445930881,-0.166666666666667,-0.106881161911524,-0.0093229869545659,-0.0283949111188567,0.0678039702233251,0.0626725969427198,0.0519503116867397,-0.114647777134296,-0.116965811965812,-0.0833333333333333,-0.0826058714394849,-0.0896491228070175,-0.0856361744697879,-0.115097161504153,-0.0523809523809524,-0.0792569153688378,0.0245486539604187,-0.0935574229691877,-0.117647058823529,-0.150590148254424,0.134808130190048,0.1
