"","TWIST1","SUFU","NOTCHic","ERK","Jagged","NOTCH","SNAI1","MEK","AXIN2","RKIP","DSH","SMO","LIV1","TCFLEF","CD44","Wnt","Frizzled","FUS","cateninmemb","ZEB2","ZEB1","SHH","GLI","RAF","PI3K","DELTA","Patched","RAS","IKK","TGFR","AKT","CDC42","TGF","Ecadherin","SMAD","miR200","HEY1","GSK3","KLF4","SNAI2","ILK","SOSGRB2","NFB","PAK1","Destcompl","cateninnuc","TrCP","SRC","cMet","Csn","STAT","cfos","EGR1","Csl","FOXC2"
"IKK",0.119705882352941,0.1,0.305627705627706,-0.0657142857142857,0.35311152764761,0.338961038961039,-0.00631891433418151,-0.0590476190476191,0.427619047619048,0.00564663023679416,0.2,0.26,0.1,0.448972910328843,0.405470085470085,0.354700854700855,0.277777777777778,0.2,0.521416181583779,-0.251929824561404,-0.251929824561404,0.342630906768838,0.405470085470085,-0.0127646702964307,-0.0127646702964307,-0.0127646702964307,0.308148148148148,-0.00431396607107862,0.254761904761905,0.117676767676768,0.257464607464608,0.122222222222222,0.131276767676768,0.508598535076066,0.275577557755776,-0.271549609810479,0.253766769865841,-0.255531135531136,-0.269230769230769,0.612328170233086,-0.266666666666667,-0.179411764705882,-0.371428571428571,-0.1,-0.220423378493886,-0.472179661383695,-0.2,-0.277777777777778,-0.354700854700855,-0.3,-0.2,0.0857142857142857,0.1,-0.281818181818182,0.132987012987013
"cfos",0.137038961038961,0.133333333333333,0.206410256410256,0.0930434782608696,0.2771875,0.217179487179487,0.102122856046907,0.104907885040531,0.295615763546798,0.0821212121212121,0.15,0.221428571428571,0.1,0.282241548479172,0.27036036036036,0.243333333333333,0.21,0.204761904761905,0.29777688835391,-0.250624543602752,-0.250624543602752,0.250739602890141,0.267017543859649,0.144880174291939,0.144880174291939,0.144880174291939,0.256912442396313,0.155855784048037,0.158333333333333,0.0997198879551821,0.153070175438596,0.10952380952381,0.104265342500637,0.256952183725738,0.196270694657791,-0.276343264578559,0.185457271364318,-0.0143127705627706,-0.265777777777778,0.35608114513224,-0.197883597883598,-0.0722222222222222,-0.158333333333333,-0.0857142857142857,-0.150650190483123,-0.292241548479172,-0.1,-0.21,-0.243333333333333,-0.133333333333333,-0.15,-0.08,0.08,-0.183333333333333,-0.063696112591378
"CDC42",0.137038961038961,0.133333333333333,0.206410256410256,0.0930434782608696,0.2771875,0.217179487179487,0.102122856046907,0.104907885040531,0.295615763546798,0.0821212121212121,0.15,0.221428571428571,0.1,0.282241548479172,0.27036036036036,0.243333333333333,0.21,0.204761904761905,0.29777688835391,-0.250624543602752,-0.250624543602752,0.250739602890141,0.267017543859649,0.144880174291939,0.144880174291939,0.144880174291939,0.256912442396313,0.155855784048037,0.158333333333333,0.0997198879551821,0.153070175438596,0.10952380952381,0.104265342500637,0.256952183725738,0.196270694657791,-0.276343264578559,0.185457271364318,-0.0143127705627706,-0.265777777777778,0.35608114513224,-0.197883597883598,-0.0722222222222222,-0.158333333333333,-0.185714285714286,-0.150650190483123,-0.292241548479172,-0.1,-0.21,-0.243333333333333,-0.133333333333333,-0.15,-0.08,-0.02,-0.183333333333333,-0.063696112591378
"PI3K",0.118668612610166,0.1,0.213461538461538,-0.0820728291316527,0.173421052631579,0.187655086848635,-0.0568035426731079,-0.0574826651972264,0.219619047619048,-0.080316742081448,0.1,0.183333333333333,0.1,0.171146886356908,0.177361575622445,0.151207729468599,0.155555555555556,0.15,0.151782392541002,-0.249217829495107,-0.249217829495107,0.191666666666667,0.177361575622445,-0.0888311688311688,-0.0888311688311688,-0.0888311688311688,0.183333333333333,-0.069653086639388,0.096078431372549,-0.130411764705882,0.0576168929110106,-0.154411764705882,-0.14748493543759,0.142697013745145,0.136607282913165,-0.264156630550073,0.136854673258669,-0.101034151034151,-0.246929824561403,0.110380699825222,-0.158207282913165,0.0161538461538462,-0.0666666666666667,0.125,-0.0532972503739031,-0.180837608006393,0,-0.155555555555556,-0.151207729468599,-0.1,-0.1,0.0761904761904762,0.133333333333333,-0.175,0.0586527293844367
"ILK",0.118668612610166,0.1,0.213461538461538,-0.0820728291316527,0.173421052631579,0.187655086848635,-0.0568035426731079,-0.0574826651972264,0.219619047619048,-0.080316742081448,0.1,0.183333333333333,0.1,0.171146886356908,0.177361575622445,0.151207729468599,0.155555555555556,0.15,0.151782392541002,-0.249217829495107,-0.249217829495107,0.191666666666667,0.177361575622445,-0.0888311688311688,-0.0888311688311688,-0.0888311688311688,0.183333333333333,-0.069653086639388,0.096078431372549,-0.130411764705882,0.0576168929110106,-0.154411764705882,-0.14748493543759,0.142697013745145,0.136607282913165,-0.264156630550073,0.136854673258669,-0.101034151034151,-0.246929824561403,0.110380699825222,-0.158207282913165,0.0161538461538462,-0.0666666666666667,0.125,-0.0532972503739031,-0.180837608006393,0,-0.155555555555556,-0.151207729468599,-0.1,-0.1,0.0761904761904762,0.133333333333333,-0.175,0.0586527293844367
"EGR1",0.140843308865048,0.204761904761905,0.217179487179487,0.104907885040531,0.283935966257669,0.219377289377289,0.100452211655499,0.102241218373864,0.31511261889271,0.0760438640549138,0.21,0.256912442396313,0.15,0.292241548479172,0.282241548479172,0.267017543859649,0.243333333333333,0.221428571428571,0.304736595313617,-0.248373739744231,-0.248373739744231,0.258739602890141,0.278237056054771,0.155855784048037,0.155855784048037,0.155855784048037,0.250739602890141,0.153583056775309,0.153070175438596,0.104265342500637,0.138255360623782,0.0997198879551821,0.100440205888615,0.259789553967953,0.182722307561017,-0.268221437167391,0.181045506658435,-0.0143127705627706,-0.247744990892532,0.361506099924283,-0.196270694657791,-0.0732123212321232,-0.158333333333333,-0.10952380952381,-0.153958461159815,-0.295827755375724,-0.133333333333333,-0.243333333333333,-0.27036036036036,-0.158333333333333,-0.21,-0.0930434782608696,-0.08,-0.206410256410256,-0.0692133539706884
"cMet",0.0131431864016134,0.1,0.115789473684211,0.09,0.265105908584169,0.134938409854423,-0.0563985078258049,0.0990909090909091,0.226984126984127,-0.196666666666667,0.1,0.22,-0.1,0.215032796660704,0.204263565891473,0.183333333333333,0.15,0.2,0.206178027192262,-0.163059163059163,-0.163059163059163,0.262613636363636,0.201515151515152,0.0228571428571429,0.0228571428571429,0.0228571428571429,0.256363636363636,0.034177897574124,0.106666666666667,-0.0741666666666667,0.119166666666667,-0.0741666666666667,-0.0656560283687943,0.145946835056989,0.242403628117914,-0.183109766139657,0.23546611627107,-0.307565284178187,-0.276190476190476,-0.182361725865376,-0.242403628117914,0.263333333333333,-0.1,0.0866666666666667,-0.186561037191289,-0.220682514174828,0,-0.05,-0.183333333333333,0,0,-0.08,-0.1,-0.1,0.0734810126582278
"TWIST1",-0.406911118375649,-0.3,-0.241595441595442,0.0570556826849733,-0.458032509739319,-0.254802988765253,-0.0952114209868192,0.0565581702471624,-0.569206653561492,-0.120174211478559,-0.385714285714286,-0.385333333333333,-0.3,-0.554537347666568,-0.531719583501178,-0.497644110275689,-0.452380952380952,-0.333333333333333,-0.627314815957294,-0.133124352422598,-0.133124352422598,-0.431557774928583,-0.529644110275689,-0.135663154518309,-0.135663154518309,-0.135663154518309,-0.411360730593607,-0.14011520931283,0.0181318681318681,-0.124924242424242,0.0316911901657664,-0.122424242424242,-0.124240871125837,-0.608737805301115,0.0118850173305619,-0.147945358627677,0.0318246725026386,0.211234254655663,-0.148092557848655,-0.670720695538029,-0.00627445627445627,0.332549042617693,-0.00384615384615384,0.122424242424242,0.22685483213317,0.569890999190433,0.1,0.452380952380952,0.49918946301925,0.05,0.385714285714286,-0.0623188405797102,-0.0666666666666667,0.218518518518519,0.149290853557545
"ZEB2",-0.164446293446368,-0.15,-0.149641025641026,-0.148995472552349,-0.148200916285763,-0.148001681378731,-0.146660676899499,-0.134361326210885,-0.131779298242746,-0.131272141706924,-0.109090909090909,-0.107142857142857,-0.1,-0.099243472531093,-0.098187134502924,-0.0957575757575757,-0.0957575757575757,-0.0928571428571429,-0.0904651420022932,-0.0884219953589089,-0.0884219953589089,-0.0860563826417485,-0.0856658326383097,-0.0834415584415584,-0.0834415584415584,-0.0834415584415584,-0.0778745644599303,-0.070807725465113,-0.0669444444444444,-0.0623623995052567,-0.0622715472481828,-0.058961038961039,-0.058658695801553,-0.0528960341785124,-0.0445919859368846,-0.0410191475307431,-0.029114595082337,-0.0112874919618404,0.00146880038402738,0.0272784412373159,0.0537383274002992,0.0718131868131868,0.0736111111111111,0.0753246753246753,0.0756850317541642,0.0935291868168073,0.1,0.106666666666667,0.109298245614035,0.111111111111111,0.12,0.142543859649123,0.158333333333333,0.158974358974359,0.311967365967366
"ZEB1",0.103279576757589,-0.125,-0.0262254901960784,-0.102549019607843,0.0885586977482839,-0.0187874736671528,-0.148739433016874,-0.0906547464800898,0.435351472423007,-0.143114706054745,0.309523809523809,-0.0454545454545455,0.266666666666667,0.40830720852337,0.398732740438264,0.378942196015367,0.355865272938444,-0.05,0.436130835133002,-0.0739005933361697,-0.0739005933361697,-0.00713202783539815,0.40334082144492,0.12962771487316,0.12962771487316,0.12962771487316,-0.00819964349376114,0.143013541644813,-0.169237848720161,-0.0154908586315979,-0.172094991577304,-0.013968015992004,-0.0131286539071885,0.299905385028845,-0.0520996496788383,-0.0174410209415269,-0.0398541613826588,-0.157273611961297,-0.0733320783182798,0.385881085541009,0.0569073419865306,-0.0412865497076023,0.170877192982456,0.0270114942528736,-0.163058128961904,-0.420440280930416,0.166666666666667,-0.351469668542839,-0.37303829599382,0.186666666666667,-0.305128205128205,0.0966666666666667,0.116666666666667,0.0458333333333333,0.159403291499719
"RAS",0.111358428805237,0.1,0.0842105263157895,0.0463157894736842,0.191500098561009,0.08987090367428,0.00137659783677482,0.0482765737874097,0.139631093544137,-0.0862327044025157,0.1,0.2,0,0.112802541638587,0.111264080100125,0.117647058823529,0.1,0.2,0.0331977824275068,-0.0708836524300442,-0.0708836524300442,0.195525423728814,0.109313725490196,-0.0305128205128205,-0.0305128205128205,-0.0305128205128205,0.204,-0.136282051282051,0.08,-0.0717647058823529,0.08,-0.06,-0.064834012813046,-0.0173362098462573,0.176623376623377,-0.0874153846153846,0.168379446640316,-0.233023255813953,-0.0842857142857143,-0.205735372310735,-0.176623376623377,0.0813852813852814,-0.1,0.1,-0.127762636483567,-0.106286960902043,0,-0.1,-0.117647058823529,0,-0.1,-0.02,-0.02,-0.1,-0.016031746031746
"cateninnuc",-0.272417832147505,-0.211111111111111,-0.113083402677411,-0.0897681508853771,-0.308011447029593,-0.104901584495593,-0.102013858987204,-0.0994011784083128,-0.522310821932755,-0.0871635023371996,-0.304662004662005,-0.242750455373406,-0.296969696969697,-0.355421393718143,-0.355645441515007,-0.338342767020551,-0.336168853977073,-0.241111111111111,-0.324193964721785,-0.0493020499782083,-0.0493020499782083,-0.253963056355828,-0.353362529866401,-0.0915444015444015,-0.0915444015444015,-0.0915444015444015,-0.253309461584586,-0.101813761813762,0.0963333333333333,-0.00701856763925729,0.111958333333333,-0.00184615384615385,-0.00265175541218306,-0.19138005464562,0.0256521185347925,-0.0424175082168522,0.033040859157899,0.0699315961276585,-0.0755634638196916,-0.376480766334344,-0.0211500721500721,0.166815340607185,-0.108333333333333,0.008,0.0478996839683131,0.26262934732212,-0.1,0.337995337995338,0.340169251038816,-0.075,0.304662004662005,0.103692201518288,0.086231884057971,0.0921531701192718,0.205817685047193
"KLF4",-0.396610021786492,-0.2,-0.20066985645933,-0.0955080213903743,-0.456394530007723,-0.203762639964485,-0.0474407265424466,-0.102724516235735,-0.53736003508834,-0.0312719027004741,-0.366666666666667,-0.333333333333333,-0.3,-0.507491394784561,-0.493779020202621,-0.461605107159143,-0.431372549019608,-0.3,-0.58723989312404,-0.0383178534571723,-0.0383178534571723,-0.376411290322581,-0.492639589917763,-0.172564102564103,-0.172564102564103,-0.172564102564103,-0.364583333333333,-0.183593514328808,0.155238095238095,-0.00909090909090909,0.173756613756614,-0.00509090909090909,-0.00665188470066519,-0.475071435495151,0.016463768115942,-0.0367399267399267,0.0292589763177998,0.175770754545368,-0.0592592592592593,-0.420511349780396,-0.0106666666666667,0.198813607775872,-0.16,0.00909090909090909,0.161179490176938,0.522310821932755,-0.1,0.431372549019608,0.461605107159143,-0.1,0.366666666666667,0.107272727272727,0.08,0.169090909090909,0.243663597051377
"miR200",0.0120780242252635,-0.1,-0.0930049261083744,-0.116103896103896,-0.0252057060656917,-0.0777506888202388,-0.151948236948237,-0.122226345083488,0.240883793476022,-0.143729609001725,0.14,-0.0708333333333333,0.1,0.216118243958677,0.196673799514232,0.192394366197183,0.16,-0.1375,0.232222672058234,0.0110125448028674,0.0110125448028674,-0.0409351495138507,0.205581179383996,0.0919479525449675,0.0919479525449675,0.0919479525449675,-0.0746308016877637,0.0842172792282592,-0.130075187969925,-0.028376027830487,-0.126301603064264,-0.0428921568627451,-0.0307016092258359,0.127413661182157,-0.0553843886648281,-0.0285705676573478,-0.0234745762711864,-0.0948552742810331,0.0179951690821256,0.276118062620606,0.0431586833356745,0.0166666666666667,0.155789473684211,0.0291666666666667,-0.119897050551812,-0.221118243958677,0.2,-0.15304347826087,-0.185437844458053,0.14,-0.14,0.134285714285714,0.114285714285714,0.113694581280788,0.231010561254464
"SOSGRB2",0.0249855072463768,0.2,0.101398601398601,0.182711282711283,0.180780472926604,0.102807052102827,0.0117960199004975,0.17968097968098,-0.028252200220022,-0.114327485380117,0,0.2,0,-0.0369401765282772,-0.0316770186335404,-0.0226190476190476,-0.0142857142857143,0.2,-0.143303888303888,0.0158020050125313,0.0158020050125313,0.187994971715902,-0.0356625258799172,-0.0248587570621469,-0.0248587570621469,-0.0248587570621469,0.197297297297297,-0.0325510647544546,0.105847953216374,-0.00813186813186813,0.110014619883041,-0.00428571428571428,-0.00458576884108799,-0.153380860671708,0.189623279945861,0.014226992356013,0.178409090909091,-0.262704594766306,0.0100877192982456,-0.370406142329279,-0.190322580645161,0.194444444444444,-0.111111111111111,0.0142857142857143,-0.110173234669879,0.0455443830292332,0,0.0142857142857143,0.0186335403726708,-0.1,0,-0.174603174603175,-0.185714285714286,-0.109090909090909,-0.0257387057387057
"SNAI2",0.437950537021033,0.2,0.239473684210526,0.115686274509804,0.501494358836104,0.252460697197539,0.0419895426377776,0.119740328563858,0.573571753943098,0.0276923076923077,0.381818181818182,0.352941176470588,0.3,0.560246633026485,0.53736003508834,0.49972562648619,0.453246753246753,0.3,0.641456600098234,0.0367981959303545,0.0367981959303545,0.41284344723805,0.536624022208115,0.220550927412314,0.220550927412314,0.220550927412314,0.39171668667467,0.229226726499072,-0.19367816091954,0.00844645550527904,-0.20934081152195,0.00588235294117647,0.00782533749285668,0.632590620807189,-0.0142504147693177,0.0359736441329995,-0.0314798071127185,-0.223798342957031,0.0553846153846154,0.67615007102617,0.00898725687458082,-0.232285327924273,0.183333333333333,-0.00588235294117647,-0.215198753099378,-0.578103775883628,0.1,-0.453246753246753,-0.49972562648619,0.133333333333333,-0.381818181818182,-0.117647058823529,-0.1,-0.209649122807018,-0.279908419962773
"HEY1",0.396610021786492,0.2,0.20066985645933,0.0955080213903743,0.456394530007723,0.203762639964485,0.0474407265424466,0.102724516235735,0.53736003508834,0.0312719027004741,0.366666666666667,0.333333333333333,0.3,0.507491394784561,0.493779020202621,0.461605107159143,0.431372549019608,0.3,0.58723989312404,0.0383178534571723,0.0383178534571723,0.376411290322581,0.492639589917763,0.172564102564103,0.172564102564103,0.172564102564103,0.364583333333333,0.183593514328808,-0.155238095238095,0.00909090909090909,-0.173756613756614,0.00509090909090909,0.00665188470066519,0.475071435495151,-0.016463768115942,0.0367399267399267,-0.0292589763177998,-0.175770754545368,0.0592592592592593,0.420511349780396,0.0106666666666667,-0.198813607775872,0.16,-0.00909090909090909,-0.161179490176938,-0.522310821932755,0.1,-0.431372549019608,-0.461605107159143,0.1,-0.366666666666667,-0.107272727272727,-0.08,-0.169090909090909,-0.243663597051377
