"","TGF","FOXC2","PAK1","MEK","TWIST1","ERK","RKIP","Destcompl","GLI","cateninnuc","TCFLEF","SNAI1","Ecadherin","SHH","Patched","miR200","IKK","AKT","SUFU","AXIN2","NFB","Csn","NOTCHic","TrCP","Csl","cateninmemb","RAS","RAF","KLF4","GSK3","ZEB2","ZEB1","PI3K","DELTA","Jagged","NOTCH","LIV1","FUS","SMAD","SNAI2","ILK","HEY1","STAT","DSH","SMO","EGR1","SRC","Frizzled","cMet","CD44","Wnt","cfos","CDC42","SOSGRB2","TGFR"
"ILK",-0.0381912960306074,-0.03132868757259,-0.05,0.040065206410433,-0.0944789510006901,0.0515406162464986,0.0278603749191985,-0.230461914174851,-0.0830026012634708,-0.0850108719839554,-0.0835675730148833,-0.0074194847020934,0.107045421773612,-0.025,-0.0166666666666667,0.0638451417139942,-0.0607843137254902,-0.073604826546003,-0.1,-0.0638095238095238,-0.0666666666666667,-0.1,0.075,0,0.075,0.0959312264490156,-0.0755229793038012,-0.0823722943722944,0.0239035087719298,-0.0600769600769601,-0.0225567619325835,-0.0225567619325835,0.0823722943722944,0.0823722943722944,-0.0304385964912281,-0.0653225806451613,0.1,0.05,-0.0158319327731092,0.0110321706829733,-0.0198319327731092,-0.0225910604378973,0.1,0.1,0.0166666666666667,-0.0666666666666667,0.0888888888888889,0.0888888888888889,0.0845410628019324,0.0830026012634708,0.0845410628019324,-0.080952380952381,0.0558823529411765,-0.0165384615384615,0.0438823529411765
"ZEB2",-0.41814196385625,-0.399853923853924,-0.350649350649351,-0.310963186881444,-0.288544856194985,-0.280475382003396,-0.270982286634461,-0.243138863558066,-0.222525822801052,-0.220141718644313,-0.219232627735222,-0.216872588688759,-0.202867601962311,-0.198194488438391,-0.186376306620209,-0.167243026229986,-0.166666666666667,-0.16386292834891,-0.15,-0.147117138474031,-0.133333333333333,-0.133333333333333,-0.106974358974359,-0.1,-0.0923076923076923,-0.0823714612478657,-0.075070357907617,-0.0735714285714286,-0.070583206802572,-0.0653037484605035,-0.0170306079731324,-0.0170306079731324,0.0735714285714286,0.0735714285714286,0.0800701792129865,0.10096343001261,0.15,0.15,0.150494354494698,0.152672995034071,0.157201671567869,0.163904804872547,0.19,0.195454545454545,0.198571428571429,0.2,0.203333333333333,0.208787878787879,0.213859649122807,0.215711500974659,0.221608391608392,0.257894736842105,0.381558441558442,0.403626373626374,0.408089053803339
"TrCP",-0.236492003656902,-0.230595067295211,-0.195238095238095,-0.354778678457382,-0.190810653115001,-0.344112011790715,-0.254352406341357,-0.207198598155139,-0.181894166310084,-0.186961040931679,-0.184202420242024,-0.17957612088726,-0.157894479281607,-0.0689977242987996,-0.0699977242987996,-0.121325915383843,-0.0394736842105263,-0.0468810916179337,-0.0428571428571429,-0.131591225950367,-0.05,-0.025,0.0530769230769231,0,0.0423076923076923,-0.0766625826848849,-0.0483407967769517,-0.0510680695042244,0.0115633619568046,-0.0826985930735931,-0.0124771731862037,-0.0124771731862037,0.0510680695042244,0.0510680695042244,-0.0677200494205862,-0.0486813186813187,0.15,0.0928571428571429,0.0553012459464072,0.154228360878088,0.0346560846560846,0.0337081459270365,0.17,0.17,0.0638248847926267,0.28,0.181111111111111,0.181111111111111,0.181111111111111,0.183091309130913,0.178479532163743,0.301739130434783,0.23249299719888,0.308677117711771,0.237038451744334
"NOTCH",-0.158465949820789,-0.166734693877551,-0.1,-0.253333333333333,-0.127254237288136,-0.253333333333333,-0.22077807250221,-0.0335602785696244,-0.0367832167832168,-0.036908805480234,-0.0356843156843157,-0.13,-0.0407051499717034,-0.0340497737556561,-0.0634615384615385,-0.112034632034632,-0.0111111111111111,-0.0222222222222222,0.1,-0.0199460916442048,0,0.1,-0.06,0,-0.06,-0.0100879335987366,0.0308036890645586,0.0351515151515151,0.00120772946859904,0.00117554858934169,-0.0123188405797101,-0.0123188405797101,-0.0351515151515151,-0.0351515151515151,-0.0425493025493025,-0.0367741935483871,0,0,0.0376190476190476,0.0975005386770093,0.0309523809523809,0.126811594202899,0,0,0.025,0.2,0.02,0.02,0.0276923076923077,0.0367832167832168,0.0276923076923077,0.22,0.111111111111111,0.195789473684211,0.139111111111111
"miR200",0.302955150552344,0.2810002463661,0.233333333333333,0.225318491032777,0.292132080598338,0.208311688311688,0.183048636830549,0.269041374780623,0.252536759015632,0.248315541921919,0.246497360103737,0.141760831760832,0.228592245190745,0.114856906989543,0.128987341772152,0.0498436076079607,0.0968421052631579,0.110049652432969,0.04,0.151841075249831,0.0768421052631579,0.04,0.0327093596059113,0.1,0.0258128078817734,0.0748139928090885,0.157894414365922,0.156647531572905,0.00928226363008972,0.10406791785791,-0.00944444444444445,-0.00944444444444445,-0.156647531572905,-0.156647531572905,0.0110970990170223,-0.0377941053686232,-0.2,-0.09,-0.0598981459097419,-0.181401492179231,-0.0539420330570773,-0.0552542372881356,-0.22,-0.22,-0.11,-0.142857142857143,-0.23304347826087,-0.24,-0.240085731781996,-0.245703709310086,-0.247042253521127,-0.162857142857143,-0.262745098039216,-0.288555770470664,-0.290164452877925
"ERK",-0.0341407409017751,-0.031788180753698,-0.0171428571428571,0.144839596144558,-0.0777769596987187,0.155703105893862,0.227917501849002,0.197250146792901,-0.0166959356433041,-0.0228893650978062,-0.0228199206533618,-0.00212463893345684,-0.140582047257068,0.128915759413768,0.126983392264009,-0.00732255020666034,0.0257938629997453,0.0175369822658004,0.153333333333333,-0.011809691754119,0.0152056277056277,0.0303571428571429,0.0284254674765624,0.0428571428571429,0.0203962703962704,-0.113404797456569,-0.0425807745609726,-0.0435708735708736,0.00718361082379634,-0.0179868627923588,-0.00783137150897745,-0.00783137150897745,0.0435708735708736,0.0435708735708736,-0.138695918770888,-0.0242703428228228,0,-0.125333333333333,-0.135686947685441,-0.0953817407726289,-0.134775093582098,-0.139076318115692,0.0157894736842105,0.01,-0.130251366120219,-0.228965517241379,0.0196356275303644,0.0138461538461538,0.0217335296282665,0.0230057942593097,0.0159440559440559,-0.252369772560528,0.0255540720961282,-0.193587301587302,0.0313934881545223
"CDC42",-0.237038451744334,-0.230595067295211,-0.242857142857143,-0.344112011790715,-0.187549783549784,-0.301739130434783,-0.248275058275058,-0.206145966576191,-0.178479532163743,-0.184202420242024,-0.183091309130913,-0.179814784371746,-0.15920935817434,-0.0699977242987996,-0.0638248847926267,-0.119803072744249,-0.05,-0.0394736842105263,0,-0.129704433497537,-0.025,0,0.0423076923076923,0.1,0.05,-0.0739153299376322,-0.0510680695042244,-0.0522875816993464,0.0263174603174603,-0.0823349567099567,-0.00765402206080172,-0.00765402206080172,0.0522875816993464,0.0522875816993464,-0.0664930555555556,-0.0530769230769231,0.1,0.0428571428571429,0.0346560846560846,0.155855847315701,0.0346560846560846,0.0337081459270365,0.15,0.15,0.0928571428571429,0.22,0.17,0.17,0.181111111111111,0.181111111111111,0.181111111111111,0.28,0.195238095238095,0.281944444444444,0.23249299719888
"MEK",-0.0313934881545223,-0.0288821978477151,-0.0266666666666667,0.155703105893862,-0.0754191233602999,0.252369772560528,0.227638950316969,0.197738684936456,-0.0159440559440559,-0.0228199206533618,-0.0230057942593097,-0.00374500930382721,-0.140479060645327,0.126983392264009,0.130251366120219,-0.00609706001058191,0.0152056277056277,0.0257938629997453,0.133333333333333,-0.0116470901281028,0.0303571428571429,0.0428571428571429,0.0203962703962704,0,0.0242424242424242,-0.11303681217598,-0.0435708735708736,-0.0394438894438894,0.00640841702534672,-0.015716199758753,-0.00735893056409556,-0.00735893056409556,0.0394438894438894,0.0394438894438894,-0.136286280216671,-0.0284254674765624,0,-0.153333333333333,-0.134775093582098,-0.0944800275174441,-0.130716052991692,-0.136004645760743,0,0,-0.125333333333333,-0.26,0.0157894736842105,0.01,0.0196356275303644,0.0217335296282665,0.0138461538461538,-0.228965517241379,0.0171428571428571,-0.193587301587302,0.0255540720961282
"RKIP",-0.0255540720961282,-0.0225758915414088,-0.0333333333333333,0.252369772560528,-0.0728550207961973,0.228965517241379,0.238165266106443,0.197947889957377,-0.0138461538461538,-0.0230057942593097,-0.0217335296282665,-0.000539881098699006,-0.139932612557896,0.130251366120219,0.125333333333333,-0.00392987734804321,0.0303571428571429,0.0152056277056277,0.1,-0.00984528832630098,0.0428571428571429,0,0.0242424242424242,0,0.0333333333333333,-0.113524617054029,-0.0394438894438894,-0.0266233766233766,-0.00143472022955524,-0.0179275019700552,-0.00656527977044476,-0.00656527977044476,0.0266233766233766,0.0266233766233766,-0.136286280216671,-0.0203962703962704,0,-0.133333333333333,-0.130716052991692,-0.0961831905344757,-0.133686350021395,-0.136004645760743,0,0,-0.153333333333333,-0.21,0,0,0.0157894736842105,0.0196356275303644,0.01,-0.26,0.0266666666666667,-0.20247619047619,0.0171428571428571
"RAF",-0.0255540720961282,-0.0225758915414088,-0.0333333333333333,0.252369772560528,-0.0728550207961973,0.228965517241379,0.238165266106443,0.197947889957377,-0.0138461538461538,-0.0230057942593097,-0.0217335296282665,-0.000539881098699006,-0.139932612557896,0.130251366120219,0.125333333333333,-0.00392987734804321,0.0303571428571429,0.0152056277056277,0.1,-0.00984528832630098,0.0428571428571429,0,0.0242424242424242,0,0.0333333333333333,-0.113524617054029,-0.0394438894438894,-0.0266233766233766,-0.00143472022955524,-0.0179275019700552,-0.00656527977044476,-0.00656527977044476,0.0266233766233766,0.0266233766233766,-0.136286280216671,-0.0203962703962704,0,-0.133333333333333,-0.130716052991692,-0.0961831905344757,-0.133686350021395,-0.136004645760743,0,0,-0.153333333333333,-0.21,0,0,0.0157894736842105,0.0196356275303644,0.01,-0.26,0.0266666666666667,-0.20247619047619,0.0171428571428571
"NOTCHic",0.157829007145629,0.163508887425938,0.111111111111111,0.276190476190476,0.120335998294425,0.253333333333333,0.205285114755732,0.0348936119029577,0.0335574103316039,0.0367561337245089,0.036908805480234,0.134761904761905,0.0457587487465886,0.0415766554760862,0.0340497737556561,0.10452018116758,0.0222222222222222,0.00594315245478036,0,0.0171683138664271,0.0111111111111111,0,-0.0367741935483871,-0.1,0.06,0.00704533724985226,-0.031296299901997,-0.0308036890645586,-0.0119220151828848,-0.000349102308349957,-0.00323671497584541,-0.00323671497584541,0.0308036890645586,0.0308036890645586,0.0392380442711569,0.0499320882852292,0,-0.025,-0.0354607742377526,-0.102109757113883,-0.0376190476190476,-0.137580824972129,-0.02,-0.02,-0.0634615384615385,-0.22,-0.0276923076923077,-0.0276923076923077,-0.0367832167832168,-0.0356843156843157,-0.0367832167832168,-0.253333333333333,-0.139111111111111,-0.218516746411483,-0.158465949820789
"Jagged",-0.139111111111111,-0.144285714285714,-0.2,-0.253333333333333,-0.112,-0.22,-0.18974358974359,-0.0316911196911197,-0.0276923076923077,-0.0356843156843157,-0.0367832167832168,-0.15,-0.0455438596491228,-0.0634615384615385,-0.025,-0.100606060606061,0,-0.0111111111111111,0,-0.0142857142857143,0.1,0,-0.06,0,0,-0.00537589171391988,0.0351515151515151,0.0533333333333333,0.00555555555555556,0.00344827586206897,-0.00120772946859904,-0.00120772946859904,-0.0533333333333333,-0.0533333333333333,-0.0166233766233766,0.06,0,-0.1,0.0309523809523809,0.102262443438914,0.0833333333333333,0.183333333333333,0,0,0,0.1,0,0,0.02,0.0276923076923077,0.02,0.2,0.1,0.18,0.111111111111111
"DELTA",-0.139111111111111,-0.144285714285714,-0.2,-0.253333333333333,-0.112,-0.22,-0.18974358974359,-0.0316911196911197,-0.0276923076923077,-0.0356843156843157,-0.0367832167832168,-0.15,-0.0455438596491228,-0.0634615384615385,-0.025,-0.100606060606061,0,-0.0111111111111111,0,-0.0142857142857143,0.1,0,-0.06,0,0,-0.00537589171391988,0.0351515151515151,0.0533333333333333,0.00555555555555556,0.00344827586206897,-0.00120772946859904,-0.00120772946859904,-0.0533333333333333,-0.0533333333333333,-0.0166233766233766,0.06,0,-0.1,0.0309523809523809,0.102262443438914,0.0833333333333333,0.183333333333333,0,0,0,0.1,0,0,0.02,0.0276923076923077,0.02,0.2,0.1,0.18,0.111111111111111
"SMAD",-0.175289648072653,-0.17957649861379,-0.152380952380952,-0.255209578493524,-0.153094518722639,-0.250401886185832,-0.193100316231709,-0.0822155954538965,-0.0570422782652998,-0.0462149731703839,-0.0443912649636969,-0.141132158611997,-0.0380996372540066,-0.144563282289144,-0.146422018348624,-0.1009294777861,-0.0633520074696545,-0.0700186741363212,-0.125,-0.0230094408266558,-0.0849206349206349,-0.0611111111111111,-0.0246633825944171,-0.05,-0.0419047619047619,-0.00293652896655669,0.113996973875737,0.112023289665211,-0.00425372521477363,0.0629994719844344,-0.00113975770239743,-0.00113975770239743,-0.112023289665211,-0.112023289665211,0.0554475631894987,0.0294252873563218,0.02,0.175,0.0514888764203833,0.104030668783636,0.135298400229907,0.134818073753793,0.0342857142857143,0.0476190476190476,0.14,0.228571428571429,0.0453968253968254,0.0587301587301587,0.0434360410830999,0.044526950174009,0.0548840048840049,0.231797235023041,0.176324614352783,0.221554273883466,0.17688327357066
"SOSGRB2",0.0206686930091185,0.018046398046398,0.0142857142857143,-0.118111618111618,0.044231884057971,-0.102960102960103,-0.113194444444444,-0.0532352435036999,0.0240683229813665,0.0293520816756331,0.0287784679089027,0.00642999289267946,0.109627792921787,-0.0221454012151687,-0.0198198198198198,0.000287595549837281,0.0707602339181286,0.079093567251462,0,0.0163710121012101,0.0444444444444444,0.1,0.0699300699300699,0.1,0.0545454545454545,0.0938667368667369,0.0599014921048819,0.0470809792843691,0.00175438596491228,-0.041530789609331,0.00110275689223058,0.00110275689223058,-0.0470809792843691,-0.0470809792843691,0.0328123543814761,-0.0713385206342953,0,0.0333333333333333,0.0271509136025265,-0.00019466325478786,0.0264516129032258,0.0299242424242424,0,0,0.0333333333333333,0.104761904761905,-0.0142857142857143,-0.0142857142857143,-0.0273291925465838,-0.0287784679089027,-0.0226190476190476,0.138095238095238,-0.0142857142857143,0.0905555555555556,-0.0142857142857143
"Csl",0.156695220297557,0.16293417478226,0.139111111111111,0.277277432712215,0.123270535540475,0.276190476190476,0.20943258019352,0.034954550355121,0.0359767651703136,0.0384142240618445,0.0367561337245089,0.134366647844909,0.0436657254907746,0.0389904485795345,0.0415766554760862,0.106480965481306,0.00594315245478036,0.0113695090439276,0.025,0.0189677997276096,0.0222222222222222,0.0111111111111111,-0.0499320882852292,0,-0.0367741935483871,0.00964472562905715,-0.0320315940196441,-0.031296299901997,0.00236369910282953,0.00127092714673104,0.00284063309045293,0.00284063309045293,0.031296299901997,0.031296299901997,0.0408005442711569,0.0462957246488656,-0.02,-0.0634615384615385,-0.0504607742377527,-0.0994997645710045,-0.0354607742377526,-0.135620040658404,-0.0276923076923077,-0.0276923076923077,-0.0340497737556561,-0.253333333333333,-0.0367832167832168,-0.0367832167832168,-0.0356843156843157,-0.036908805480234,-0.0335574103316039,-0.253333333333333,-0.158465949820789,-0.230711868362703,-0.157829007145629
"cfos",0.237038451744334,0.230595067295211,0.142857142857143,0.344112011790715,0.187549783549784,0.301739130434783,0.248275058275058,0.206145966576191,0.178479532163743,0.184202420242024,0.183091309130913,0.179814784371746,0.15920935817434,0.0699977242987996,0.0638248847926267,0.119803072744249,0.05,0.0394736842105263,0,0.129704433497537,0.025,0,-0.0423076923076923,-0.1,-0.05,0.0739153299376322,0.0510680695042244,0.0522875816993464,-0.0263174603174603,0.0823349567099567,0.00765402206080172,0.00765402206080172,-0.0522875816993464,-0.0522875816993464,0.0664930555555556,0.0530769230769231,-0.1,-0.0428571428571429,-0.0346560846560846,-0.155855847315701,-0.0346560846560846,-0.0337081459270365,-0.15,-0.15,-0.0928571428571429,-0.12,-0.17,-0.17,-0.181111111111111,-0.181111111111111,-0.181111111111111,-0.28,-0.195238095238095,-0.281944444444444,-0.23249299719888
"SNAI1",0.238306519785935,0.231992780128756,0.23249299719888,0.362850427336305,0.191733730038078,0.354778678457382,0.259373326843449,0.208788510435841,0.183539504518494,0.1876838080974,0.186961040931679,0.086515622666619,0.159507382507413,0.0827841320657899,0.0689977242987996,0.121229853904496,0.0468810916179337,0.0461866471734893,0.0928571428571429,0.131591225950367,0.0394736842105263,0.05,-0.0486813186813187,0.025,-0.0530769230769231,0.0746245861391164,0.0470271678771159,0.0483407967769517,-0.0168593121125678,0.0811804412584116,0.0116161645761176,0.0116161645761176,-0.0483407967769517,-0.0483407967769517,0.0608965200088215,0.049905808477237,-0.17,-0.0638248847926267,-0.0554242471764195,-0.157413074253884,-0.0553012459464072,-0.0533510030698936,-0.181111111111111,-0.181111111111111,-0.0699977242987996,-0.301739130434783,-0.181111111111111,-0.178479532163743,-0.183091309130913,-0.184202420242024,-0.181894166310084,-0.344112011790715,-0.237038451744334,-0.320375230919318,-0.236492003656902
"PAK1",0.236492003656902,0.230595067295211,0.195238095238095,0.354778678457382,0.190810653115001,0.344112011790715,0.254352406341357,0.207198598155139,0.181894166310084,0.186961040931679,0.184202420242024,0.17957612088726,0.157894479281607,0.0689977242987996,0.0699977242987996,0.121325915383843,0.0394736842105263,0.0468810916179337,0.0428571428571429,0.131591225950367,0.05,0.025,-0.0530769230769231,0,-0.0423076923076923,0.0766625826848849,0.0483407967769517,0.0510680695042244,-0.0115633619568046,0.0826985930735931,0.0124771731862037,0.0124771731862037,-0.0510680695042244,-0.0510680695042244,0.0677200494205862,0.0486813186813187,-0.15,-0.0928571428571429,-0.0553012459464072,-0.154228360878088,-0.0346560846560846,-0.0337081459270365,-0.17,-0.17,-0.0638248847926267,-0.28,-0.181111111111111,-0.181111111111111,-0.181111111111111,-0.183091309130913,-0.178479532163743,-0.301739130434783,-0.23249299719888,-0.308677117711771,-0.237038451744334
