"","KLF4","Ecadherin","NFB","TrCP","SUFU","FUS","cateninmemb","miR200","NOTCHic","NOTCH","SOSGRB2","CD44","SRC","cMet","DSH","Wnt","EGR1","AXIN2","cfos","GSK3","ZEB1","SNAI2","TWIST1","RAF","PI3K","DELTA","RAS","ERK","MEK","GLI","Frizzled","Csl","TCFLEF","STAT","cateninnuc","RKIP","Jagged","LIV1","Destcompl","SNAI1","CDC42","PAK1","TGFR","TGF","SHH","Patched","FOXC2","SMO","ZEB2","Csn","AKT","IKK","ILK","SMAD","HEY1"
"Frizzled",0.0773109243697479,0.1654048940831,0.113333333333333,0.1,0.1,0.15,0.118332660747915,0.000653409090909091,0.0511904761904762,0.0413865546218487,0.0272727272727273,-0.0881578947368421,-0.125,-0.0881578947368421,-0.2,-0.0881578947368421,0,-0.0722339675828048,-0.02,0.0473876698014629,-0.152381493529554,0.153109159142826,-0.142268907563025,0.0637047163362953,0.0637047163362953,0.0637047163362953,0.0692165273599173,-0.0211764705882353,-0.0211764705882353,0.0881578947368421,0.125,-0.0428571428571429,0.0808731265249216,0.1,0.0884921741439692,-0.0657142857142857,-0.125967765894236,0.1,-0.147907901787353,-0.0999654934437543,-0.166666666666667,-0.133333333333333,-0.188405797101449,-0.181739130434783,-0.173376623376623,-0.173376623376623,-0.179514170040486,-0.159090909090909,-0.083898935087196,-0.133333333333333,-0.125833333333333,-0.125833333333333,-0.168415821904194,-0.176827036857465,-0.16442989634479
"AXIN2",0.0705233499962657,-0.0475623482075168,0.140096618357488,0.133333333333333,-0.05,-0.0423076923076923,-0.106576056413194,-0.0461646782671024,-0.0842105263157895,-0.0862375533428165,0.0602898550724638,0.0859642194895509,0.0823255813953488,0.0806014434643144,0.08,0.0806014434643144,0.0866666666666667,-0.040534276715112,0.0842276422764228,-0.0733750122239825,-0.0996274271337824,-0.139245884977712,0.00544926212945145,-0.104368178113853,-0.104368178113853,-0.104368178113853,-0.107255317221464,-0.0851622217156751,-0.0913691182673992,-0.0862618208228049,-0.0823255813953488,0.0842105263157895,-0.083502320310184,-0.08,-0.0844102321130374,-0.0676851195399583,0.0655492392448914,-0.1,0.0713579840154337,-0.0789769143288511,-0.0681944444444444,-0.0570833333333333,-0.0708493117010816,-0.0718394107109826,0.0437655377409476,0.0440934065934066,-0.0860400645412355,0.0423076923076923,-0.0739364089613838,-0.144444444444444,-0.133285024154589,-0.129951690821256,-0.101196227283184,-0.105164481251438,-0.0953220244295295
"TCFLEF",0.178377259994907,0.078998983309216,-0.046025974025974,-0.0285714285714286,0.233333333333333,0.213333333333333,0.00563729131410239,0.012172151810706,0.251155746851586,0.255474683728662,0.0957150314755105,-0.124381551362683,-0.123333333333333,-0.134444444444444,-0.162745098039216,-0.138856209150327,-0.134285714285714,-0.0346398046398046,-0.0928222996515679,0.0995978107457276,-0.143848396243133,0.31740196625192,-0.240677975661714,0.108188173991423,0.108188173991423,0.108188173991423,0.103326150338335,0.109012775842044,0.0988086942093911,0.130160556976414,0.127745098039216,-0.258998884106488,0.0343471871015151,0.158333333333333,0.027560245520759,-0.147310005969601,-0.16901753094112,0.133333333333333,-0.0825127994000696,-0.0685470364131452,-0.262432915921288,-0.246153846153846,-0.252152542089512,-0.255463800367658,-0.234298248094013,-0.232457757296467,-0.258367997259537,-0.227619047619048,-0.0730408470671629,0.074025974025974,0.0307384564944172,0.0524775869291998,-0.135571352623984,-0.144940377480581,-0.159337964284581
"HEY1",0.0814814814814815,-0.110292289295337,-0.02,-0.1,0,0.0333333333333333,-0.0786286207017914,-0.044008954008954,0.0737799043062201,0.0727489764711686,-0.011663807890223,-0.0028279704197149,-0.00784313725490196,0.0223894208846329,0.0333333333333333,0.0223894208846329,0,-0.0384429942312723,-0.0454545454545455,-0.0772703178539249,-0.0952063983488132,0.120087008621669,-0.0299782135076253,0.0058974358974359,0.0058974358974359,0.0058974358974359,0.0213386123680241,0.027807486631016,0.0535806825073047,0.00347264808088432,0.00784313725490196,-0.0527272727272727,-0.016904471051857,-0.0333333333333333,-0.00507383593355065,-0.0719027004741291,-0.0180264413247921,0.0333333333333333,0.0733336350109787,-0.0672107460045417,-0.0912727272727273,-0.127272727272727,-0.105939393939394,-0.0986223207686622,-0.0571236559139785,-0.0625,-0.137679527682552,-0.05,-0.0701341589267286,0,0.000952380952380949,-0.0323809523809524,-0.096,-0.0815072463768116,-0.0950802139037433
"FOXC2",0.0814814814814815,-0.110292289295337,-0.02,-0.1,0,0.0333333333333333,-0.0786286207017914,-0.044008954008954,0.0737799043062201,0.0727489764711686,-0.011663807890223,-0.0028279704197149,-0.00784313725490196,0.0223894208846329,0.0333333333333333,0.0223894208846329,0,-0.0384429942312723,-0.0454545454545455,-0.0772703178539249,-0.0952063983488132,0.120087008621669,-0.0299782135076253,0.0058974358974359,0.0058974358974359,0.0058974358974359,0.0213386123680241,0.027807486631016,0.0535806825073047,0.00347264808088432,0.00784313725490196,-0.0527272727272727,-0.016904471051857,-0.0333333333333333,-0.00507383593355065,-0.0719027004741291,-0.0180264413247921,0.0333333333333333,0.0733336350109787,-0.0672107460045417,-0.0912727272727273,-0.127272727272727,-0.105939393939394,-0.0986223207686622,-0.0571236559139785,-0.0625,-0.137679527682552,-0.05,-0.0701341589267286,0,0.000952380952380949,-0.0323809523809524,-0.096,-0.0815072463768116,-0.0950802139037433
"cateninmemb",0.0890764181903422,0.194778398994242,0.0323809523809524,0,0.0333333333333333,0.05,0.0480056513169203,-0.0371188236551365,0.0727489764711686,0.079068679073399,0.000178297372934909,0.016904471051857,0.0223894208846329,-0.0028279704197149,-0.00784313725490196,-0.00347264808088432,-0.0454545454545455,-0.0147316540250867,-0.027807486631016,-0.0726345562645209,-0.0971021329459696,0.124963588994938,-0.0171290514964521,0.0213386123680241,0.0213386123680241,0.0213386123680241,0.00709280231215822,0.0535806825073047,0.0343649962327949,-0.0165273519191157,-0.0223894208846329,-0.0737799043062201,-0.00507383593355065,0.00784313725490196,-0.0145042747757542,-0.0655356592756272,5.136187886918e-05,-0.0333333333333333,0.0732404383660579,-0.0732234042323898,-0.105939393939394,-0.0912727272727273,-0.0986223207686622,-0.109291398526348,-0.0610606637879943,-0.0571236559139785,-0.14431568328896,-0.0625,-0.0630251541873921,0.02,-0.0172294372294372,0.000952380952380949,-0.0815072463768116,-0.0919188686528407,-0.079643972293005
"IKK",0.0296703296703297,0.0460879152029593,-0.114285714285714,-0.2,0.1,0.12,-0.0325437876834525,-0.0108584169453735,0.148917748917749,0.150505050505051,0.202521008403361,-0.0111111111111111,-0.0111111111111111,0.011965811965812,0,0.011965811965812,-0.05,-0.0385714285714286,-0.0357142857142857,-0.0447435897435897,-0.0391378446115288,0.268429581878413,-0.178856209150327,0.0527525710828796,0.0527525710828796,0.0527525710828796,0.0738793316462599,-0.00828571428571429,0.0383809523809524,0.0111111111111111,0.0111111111111111,-0.172727272727273,-0.000753295668549907,0,0.00979522753820115,-0.10391621129326,-0.0754108091221493,0.1,0.13364605482184,-0.107845631891433,-0.188888888888889,-0.2,-0.184343434343434,-0.169143434343434,-0.101455938697318,-0.0911111111111111,-0.192582972582973,-0.08,-0.0425664160401003,0.1,-0.0276061776061776,-0.0357142857142857,-0.148611111111111,-0.131779427942794,-0.156965944272446
"Csn",0.0145485886662357,-0.0163821962163835,-0.055,-0.18,-0.0142857142857143,-0.0142857142857143,-0.04863090411051,-0.00595422058655842,0.0566378066378067,0.0575993450993451,0.0973527037933818,0.121339242025574,0.122988505747126,0.121783686470018,0.133333333333333,0.121783686470018,0.0366666666666667,0.0940459749763928,0.0093939393939394,-0.0396763759952611,-0.0218842018196857,-0.0693753383619684,0.00365825151940159,-0.0712385150298383,-0.0712385150298383,-0.0712385150298383,-0.0725820850874198,-0.000303030303030308,-0.00238636363636364,-0.121347005247311,-0.122988505747126,-0.044949494949495,-0.123590045884094,-0.133333333333333,-0.123409649010974,-0.0922845237185019,0.0190026278790157,-0.133333333333333,0.13273779402252,-0.0933859074692271,-0.0743554952510176,-0.0818181818181818,-0.0794837003792228,-0.0825863256775521,0.00872909040545212,0.0062700740120095,-0.096913767956039,0.00519480519480519,-0.0157915632754342,0.055,0.0622,0.055,-0.0103545548654244,-0.0100974854566841,-0.0124003322259136
"ERK",0.00968825420128346,0.14641629239032,-0.123376623376623,-0.114285714285714,-0.08,-0.076,0.129325149487615,0.0139722611060082,-0.0705718045134104,-0.0736188959261527,0.105759284943751,-0.0147172968988959,-0.0213900134952767,-0.0109005030057662,-0.0133333333333333,-0.00668997668997669,-0.147241379310345,-0.0114485912278441,-0.145113719735877,0.0343111770295955,-0.0173868732692488,0.341550945908909,-0.0740078628142592,0.122181707181707,0.122181707181707,0.122181707181707,0.126692158226812,0.0317803864025434,0.0370728655111785,0.0104493751862173,0.0171794871794872,0.0654623154623155,0.0124868136275205,0.0175438596491228,0.0154034802941871,-0.0395121015713132,0.0848521983026798,0.0333333333333333,-0.174738858261175,0.00157810016883297,-0.0285536270583,-0.0276190476190476,-0.0292835540655992,-0.0243384991205443,0.0864808090972193,0.0855146255223401,-0.0235249042145594,0.0874754098360656,-0.0114956390852865,0.114285714285714,0.120764642804578,0.119847211611917,0.0825310914651616,0.0843547996718486,0.0933476372217736
"RKIP",0.0131994261119082,0.148075896313941,-0.114285714285714,-0.1,-0.1,-0.1,0.128490675549499,0.0104247894857811,-0.0616161616161616,-0.0654623154623155,0.0911746031746032,-0.0213900134952767,-0.0333333333333333,-0.0175438596491228,0,-0.0133333333333333,-0.08,-0.0153422409751524,-0.13,0.0321907013396375,-0.0232386417981827,0.340957043772221,-0.0796197266785502,0.125649350649351,0.125649350649351,0.125649350649351,0.128213453213453,0.147241379310345,0.145113719735877,0.0171794871794872,0.0333333333333333,0.0888888888888889,0.0109005030057662,0,0.0147172968988959,-0.0411064425770308,0.0830301560352494,0,-0.174717552526237,-0.000736714645981844,-0.0133333333333333,-0.0333333333333333,-0.0276190476190476,-0.0285536270583,0.0874754098360656,0.076,-0.027114647804303,0.08,-0.0111994261119082,0.1,0.123376623376623,0.114285714285714,0.0875802310654685,0.0865901320555676,0.100967866821525
"RAF",0.0131994261119082,0.148075896313941,-0.114285714285714,-0.1,-0.1,-0.1,0.128490675549499,0.0104247894857811,-0.0616161616161616,-0.0654623154623155,0.0911746031746032,-0.0213900134952767,-0.0333333333333333,-0.0175438596491228,0,-0.0133333333333333,-0.08,-0.0153422409751524,-0.13,0.0321907013396375,-0.0232386417981827,0.340957043772221,-0.0796197266785502,0.125649350649351,0.125649350649351,0.125649350649351,0.128213453213453,0.147241379310345,0.145113719735877,0.0171794871794872,0.0333333333333333,0.0888888888888889,0.0109005030057662,0,0.0147172968988959,-0.0411064425770308,0.0830301560352494,0,-0.174717552526237,-0.000736714645981844,-0.0133333333333333,-0.0333333333333333,-0.0276190476190476,-0.0285536270583,0.0874754098360656,0.076,-0.027114647804303,0.08,-0.0111994261119082,0.1,0.123376623376623,0.114285714285714,0.0875802310654685,0.0865901320555676,0.100967866821525
"MEK",0.0112386417981827,0.143704311614487,-0.114285714285714,-0.1,-0.1,-0.08,0.132637017012914,0.015687947380518,-0.0654623154623155,-0.0705718045134104,0.106730158730159,-0.0109005030057662,-0.0175438596491228,-0.0213900134952767,-0.0333333333333333,-0.0171794871794872,-0.13,-0.00543233106524246,-0.147241379310345,0.0344020035509397,-0.0200640386235795,0.342903515791686,-0.0719274189862425,0.128213453213453,0.128213453213453,0.128213453213453,0.122181707181707,0.145113719735877,0.0317803864025434,0.00668997668997669,0.0133333333333333,0.0616161616161616,0.0147172968988959,0.0333333333333333,0.0124868136275205,-0.0397906531033466,0.0887678609532822,0,-0.174926757547157,-0.000736714645981844,-0.0276190476190476,-0.0133333333333333,-0.0285536270583,-0.0292835540655992,0.0855146255223401,0.0874754098360656,-0.027114647804303,0.076,-0.0088184737309558,0.114285714285714,0.119847211611917,0.123376623376623,0.0865901320555676,0.0825310914651616,0.0991496850033435
"SOSGRB2",-0.0169298245614035,0.13611423010846,-0.311111111111111,-0.2,-0.2,-0.2,0.118270192270192,0.00555923459219456,0.0167832167832168,0.00974096326209002,0.2,-0.00559006211180124,-0.0142857142857143,-0.00124223602484472,0,0.00238095238095238,-0.214285714285714,-0.00554180418041804,-0.247619047619048,0.0304098488390214,0.0209899749373434,0.346178571653308,-0.00744927536231884,0.250470809792844,0.250470809792844,0.250470809792844,0.253034912356946,0.25032175032175,0.25032175032175,0.00196687370600414,0.0142857142857143,-0.00909090909090909,-0.00283099051977771,0,0.0011843058473351,-0.0895833333333333,0.206561835450009,0,-0.0896202604256296,0.0540490405117271,0.0242857142857143,0.0142857142857143,0.0165934065934066,0.0229763853168109,0.215084852294155,0.208108108108108,0.023003663003663,0.2,0.0197869674185464,0.3,0.328874269005848,0.316374269005848,0.216559139784946,0.218657041882848,0.124715909090909
"NFB",-0.0412087912087912,-0.04014891038755,-0.0357142857142857,0.1,-0.12,-0.08,0.0204001762790174,0.0117647613562496,-0.150505050505051,-0.16534376018247,-0.19515258735073,-0.000753295668549907,-0.011965811965812,0.0111111111111111,0.0111111111111111,0.0111111111111111,0.0357142857142857,0.0215501519756839,-0.00828571428571429,0.0419984917043741,0.0464175380981189,-0.271681614398739,0.173459383753501,-0.0738793316462599,-0.0738793316462599,-0.0738793316462599,-0.063929082890041,-0.0383809523809524,-0.0338057889822596,0.000124843945068664,0.011965811965812,0.148917748917749,-0.00979522753820115,-0.0111111111111111,-0.000461894204867815,0.0987880061650553,0.0617417443739479,0,-0.134642732562704,0.113599056548968,0.184343434343434,0.188888888888889,0.169143434343434,0.179270016621915,0.10025111942021,0.101455938697318,0.199355880949506,0.0911111111111111,0.0375855731282229,-0.114285714285714,0.0453839553839554,0.0276061776061776,0.131779427942794,0.135125152849857,0.139108801415303
"Ecadherin",-0.0890764181903422,0.0205162425572647,-0.0323809523809524,0,-0.0333333333333333,-0.05,0.065167082240253,0.0371188236551365,-0.0727489764711686,-0.079068679073399,-0.000178297372934909,-0.016904471051857,-0.0223894208846329,0.0028279704197149,0.00784313725490196,0.00347264808088432,0.0454545454545455,0.0147316540250867,0.027807486631016,0.0726345562645209,0.0971021329459696,-0.124963588994938,0.0171290514964521,-0.0213386123680241,-0.0213386123680241,-0.0213386123680241,-0.00709280231215822,-0.0535806825073047,-0.0343649962327949,0.0165273519191157,0.0223894208846329,0.0737799043062201,0.00507383593355065,-0.00784313725490196,0.0145042747757542,0.0655356592756272,-5.136187886918e-05,0.0333333333333333,-0.0732404383660579,0.0732234042323898,0.105939393939394,0.0912727272727273,0.0986223207686622,0.109291398526348,0.0610606637879943,0.0571236559139785,0.14431568328896,0.0625,0.0630251541873921,-0.02,0.0172294372294372,-0.000952380952380949,0.0815072463768116,0.0919188686528407,0.079643972293005
"PI3K",-0.0635964912280702,-0.153852536223457,-0.233333333333333,-0.2,-0.1,-0.15,-0.123300925723858,-0.0105540339146897,-0.025,-0.0217741935483871,0.00153846153846154,0.09652917131178,0.111111111111111,0.0980676328502415,0.1,0.0980676328502415,0,0.0730476190476191,0,0.0403318903318903,0.137138127464823,-0.0513431159566051,0.0305207661586849,-0.00704761904761905,-0.00704761904761905,-0.00704761904761905,-0.00841748206131768,0.0411764705882353,0.0395371263259402,-0.09652917131178,-0.111111111111111,0.025,-0.0937043125547179,-0.1,-0.0972094671938931,0.0510989010989011,0.125526315789474,-0.1,0.165508194492381,0.0743478260869565,0.0544117647058824,0.025,0.0664117647058824,0.0623467240554759,0.163247863247863,0.157692307692308,0.0578141695702671,0.15,0.0675557881753412,0.233333333333333,0.241779788838612,0.23921568627451,0.153501400560224,0.159101400560224,0.150879494164733
"ILK",-0.0635964912280702,-0.153852536223457,-0.233333333333333,-0.2,-0.1,-0.15,-0.123300925723858,-0.0105540339146897,-0.025,-0.0217741935483871,0.00153846153846154,0.09652917131178,0.111111111111111,0.0980676328502415,0.1,0.0980676328502415,0,0.0730476190476191,0,0.0403318903318903,0.137138127464823,-0.0513431159566051,0.0305207661586849,-0.00704761904761905,-0.00704761904761905,-0.00704761904761905,-0.00841748206131768,0.0411764705882353,0.0395371263259402,-0.09652917131178,-0.111111111111111,0.025,-0.0937043125547179,-0.1,-0.0972094671938931,0.0510989010989011,0.125526315789474,-0.1,0.165508194492381,0.0743478260869565,0.0544117647058824,0.025,0.0664117647058824,0.0623467240554759,0.163247863247863,0.157692307692308,0.0578141695702671,0.15,0.0675557881753412,0.233333333333333,0.241779788838612,0.23921568627451,0.153501400560224,0.159101400560224,0.150879494164733
"AKT",-0.0695793972109761,-0.154307081678003,-0.23921568627451,-0.233333333333333,-0.15,-0.15,-0.126868713695316,-0.0105540339146897,-0.0217741935483871,-0.0217741935483871,-0.000683760683760687,0.0937043125547179,0.0980676328502415,0.09652917131178,0.111111111111111,0.09652917131178,0,0.0697985215746949,-0.0411764705882353,0.0379125354931807,0.136453195957974,-0.0518456285194192,0.0289917141709173,-0.00841748206131768,-0.00841748206131768,-0.00841748206131768,-0.00865844591673936,0.0395371263259402,0.0408029491107503,-0.0948531936581487,-0.0980676328502415,0.025,-0.0972094671938931,-0.111111111111111,-0.0958248518092777,0.0467510750119446,0.126188567445103,-0.1,0.164763777618932,0.0761022120518688,0.0664117647058824,0.0544117647058824,0.0623467240554759,0.0614403796445997,0.166405757984705,0.163247863247863,0.057062289871019,0.157692307692308,0.0682407196821905,0.233333333333333,0.154911101969925,0.241779788838612,0.159101400560224,0.163478504937328,0.157646411457966
