"","FOXC2","IKK","HEY1","GSK3","Jagged","SMAD","ILK","Patched","NOTCH","SHH","SMO","Csl","NOTCHic","AXIN2","LIV1","RAS","RAF","PI3K","DELTA","cfos","ERK","MEK","EGR1","STAT","CD44","SNAI1","Destcompl","TCFLEF","cateninnuc","GLI","Wnt","SRC","SOSGRB2","SNAI2","PAK1","TGFR","CDC42","TGF","ZEB1","cateninmemb","RKIP","Frizzled","DSH","Ecadherin","cMet","miR200","FUS","TWIST1","TrCP","SUFU","NFB","Csn","AKT","ZEB2","KLF4"
"MEK",0.155528074493592,-0.0701839826839827,-0.0461922359483335,-0.168166522421842,-0.0496475522492111,-0.0327528161941338,-0.0331218198841707,-0.0526994535519126,-0.0492938934544774,-0.0481242901532198,-0.0346666666666667,-0.0575757575757576,-0.0383449883449884,0.0187123832693453,0,-0.0985458985458985,-0.0969585969585969,-0.0969585969585969,-0.0969585969585969,0.103448275862069,0.0842993396918562,-0.0107006603081438,0.1,0,0.0147773279352227,0.217726854760149,-0.0236722397325673,0.0129961574517621,0.0152266407231376,0.0184615384615385,0.0261538461538461,0.0263157894736842,0.0474920634920635,0.073395994229335,0.0266666666666667,0.0333867378727192,0.0361904761904762,0.035576518894617,0.0919187447336658,0.0693750380837899,-0.0923374613003096,-0.03,0,0.0454797165991171,-0.0224696356275304,0.0597801298844204,0.0466666666666667,-0.142589175530352,0.1,0.0666666666666667,0.0732142857142857,0.0857142857142857,0.0666545709192768,-0.0246836555760516,-0.0240076518412243
"RAF",0.154627173592691,-0.0732142857142857,-0.0534649632210608,-0.164972419227738,-0.0471885358557685,-0.0331218198841707,-0.0380723149336757,-0.0346666666666667,-0.0383449883449884,-0.0526994535519126,-0.0466666666666667,-0.0666666666666667,-0.0575757575757576,0.0223159868729489,0,-0.0969585969585969,-0.0961038961038961,-0.0961038961038961,-0.0961038961038961,0.1,0.103448275862069,0.0842993396918562,0.1,0,0.0224696356275304,0.217726854760149,-0.0251366748790108,0.0147773279352227,0.0129961574517621,0.0261538461538461,0.03,0,0.0452698412698413,0.0712062132074372,0.0333333333333333,0.0361904761904762,0.0266666666666667,0.0333867378727192,0.0887441415590627,0.0701067454008631,-0.0897058823529412,0,0,0.0460261646865488,-0.0263157894736842,0.0551361670361232,0.0666666666666667,-0.144420677361854,0.1,0.1,0.0857142857142857,0.1,0.0701839826839827,-0.0238900047824008,-0.0298900047824008
"NFB",-0.373188343307865,0.102895752895753,-0.0541205956066637,0.118341952165482,-0.0722143147712383,-0.0430110808478617,-0.0456133113311331,0.0259514687100894,-0.129632732858539,0.0211321916016557,0.0362962962962963,-0.121645021645022,-0.126406926406926,-0.158080040526849,-0.15,0.0243615261287184,0.0263515758799622,0.0263515758799622,0.0263515758799622,-0.0548571428571428,-0.0481904761904762,-0.0462296918767507,-0.0428571428571429,-0.116666666666667,-0.116414602346806,-0.148909822192788,0.0101361862974869,-0.112195193064105,-0.109606957769988,-0.116960530106598,-0.113589743589744,-0.108974358974359,-0.0588168951791243,0.0206330894090569,0.0888888888888889,0.0869979797979798,0.0797979797979798,0.0863650684055747,-0.272760349148734,0.0523873806901952,0.134678436317781,0.108974358974359,0.116666666666667,0.0878602658643736,0.113589743589744,-0.214654319365997,-0.04,0.334673202614379,-0.1,-0.04,-0.0785714285714286,-0.0285714285714286,-0.0962290862290862,-0.0229088237835969,-0.0258241758241758
"ERK",0.154673373638891,-0.0666545709192768,-0.0451683451633506,-0.165895859388236,-0.0505511667070424,-0.0303212052518846,-0.0327528161941338,-0.0481242901532198,-0.0506789350057239,-0.0452257394285821,-0.0526994535519126,-0.0383449883449884,-0.0492938934544774,0.0162733588791014,0,-0.0999760415602,-0.0985458985458985,-0.0985458985458985,-0.0985458985458985,0.0842993396918562,-0.0107006603081438,-0.0104221087761104,0.103448275862069,0.0263157894736842,0.0129961574517621,0.217726854760149,-0.0240856181617293,0.0152266407231376,0.0152266407231376,0.0162058993637941,0.0184615384615385,0.0224696356275304,0.0436085683464324,0.0734861655548535,0.0361904761904762,0.035576518894617,0.0333867378727192,0.0347523430704412,0.0942809494580753,0.0702030049651146,-0.0948444250886104,-0.0261538461538461,-0.03,0.0472991467398654,-0.0147773279352227,0.0605154240020674,0.0346666666666667,-0.141895694254346,0.0857142857142857,0.0466666666666667,0.0701839826839827,0.0732142857142857,0.0648197085339557,-0.0223214508516421,-0.0247828456396739
"DSH",-0.404157596789176,0.000416666666666676,-0.198060125764493,0.125900338693762,-0.134198068233636,-0.183997933321255,-0.182865857849557,-0.139505655634688,-0.205589508530685,-0.137665164837142,-0.123376623376623,-0.202380952380952,-0.196498599439776,-0.135335634829306,-0.1,0.131592972493974,0.129071964090613,0.129071964090613,0.129071964090613,-0.0592156862745098,-0.0592156862745098,-0.0584638065752617,-0.0533333333333333,-0.1,-0.0871197032315889,-0.285693581780538,0.0120801164558658,-0.084262560374446,-0.0820363804991121,-0.0858211705734925,-0.087781954887218,-0.0842105263157895,0.0581670362158167,0.0172741929724076,-0.12,-0.116066252587992,-0.111304347826087,-0.112233499974751,-0.363400093440811,-0.0200691931161477,0.26034299034299,0.0842105263157895,0.1,0.0503554562313851,0.087781954887218,-0.280459780734171,0.109090909090909,0.232895285773884,-0.0666666666666667,0.1,-0.0191666666666667,-0.00666666666666668,0.00303160919540229,-0.0180229360614978,-0.00801174838867586
"GSK3",-0.405274024221393,-0.00303160919540229,-0.200482271093213,0.0278970109067405,-0.132884199620497,-0.182948458058886,-0.183997933321255,-0.137665164837142,-0.202732365673542,-0.139100571535706,-0.139505655634688,-0.196498599439776,-0.205589508530685,-0.133356943809519,-0.1,0.132013140561201,0.131592972493974,0.131592972493974,0.131592972493974,-0.0592156862745098,-0.0584638065752617,-0.0584638065752617,-0.0592156862745098,-0.0842105263157895,-0.084262560374446,-0.284918387982089,0.0118335507637207,-0.0820363804991121,-0.0822337489201647,-0.0829909818942473,-0.0858211705734925,-0.087781954887218,0.059562385053026,0.0172741929724076,-0.111304347826087,-0.112233499974751,-0.116066252587992,-0.113771961513213,-0.364440212311539,-0.0198039411267577,0.263099882573567,0.087781954887218,0.0842105263157895,0.0507835102320436,0.0871197032315889,-0.28737654509525,0.123376623376623,0.23251116285455,-0.00666666666666668,0.109090909090909,-0.000416666666666676,-0.0191666666666667,0.00645041261420571,-0.0157941099099376,-0.0194621300680652
"PI3K",-0.232724738675958,0.105882352941176,-0.171704839740356,0.124915824915825,-0.119035087719298,-0.15845506202481,-0.15765506202481,-0.116666666666667,-0.177481389578164,-0.130555555555556,-0.116666666666667,-0.175,-0.190384615384615,-0.119047619047619,-0.1,0.138807329656645,0.149766233766234,0.149766233766234,0.149766233766234,-0.0476190476190476,-0.0535014005602241,-0.0485833677733388,-0.0333333333333333,-0.1,-0.074842066146414,-0.221022544283414,0.007444489766036,-0.0754070378978264,-0.0723142543926718,-0.074842066146414,-0.0671497584541063,-0.0888888888888889,0.0869230769230769,-0.00334179283278128,-0.175,-0.196411764705882,-0.204411764705882,-0.198850789096126,-0.292402177970365,-0.0267225862903913,0.228021978021978,0.0888888888888889,0.1,0.037985312928809,0.0671497584541063,-0.242522589653737,0.1,0.0903392956137076,-0.2,0.1,-0.1,-0.166666666666667,-0.103318250377074,-0.00940730642517488,-0.0153508771929825
"ILK",-0.232724738675958,0.105882352941176,-0.171704839740356,0.124915824915825,-0.119035087719298,-0.15845506202481,-0.15765506202481,-0.116666666666667,-0.177481389578164,-0.130555555555556,-0.116666666666667,-0.175,-0.190384615384615,-0.119047619047619,-0.1,0.138807329656645,0.149766233766234,0.149766233766234,0.149766233766234,-0.0476190476190476,-0.0535014005602241,-0.0485833677733388,-0.0333333333333333,-0.1,-0.074842066146414,-0.221022544283414,0.007444489766036,-0.0754070378978264,-0.0723142543926718,-0.074842066146414,-0.0671497584541063,-0.0888888888888889,0.0869230769230769,-0.00334179283278128,-0.175,-0.196411764705882,-0.204411764705882,-0.198850789096126,-0.292402177970365,-0.0267225862903913,0.228021978021978,0.0888888888888889,0.1,0.037985312928809,0.0671497584541063,-0.242522589653737,0.1,0.0903392956137076,-0.2,0.1,-0.1,-0.166666666666667,-0.103318250377074,-0.00940730642517488,-0.0153508771929825
"cateninnuc",0.0680947686193588,0.134151515151515,-0.00411791067071653,0.0310607436686597,0.0402367418600135,-0.00321949961513399,-0.00444733044733045,-0.02496000633563,-0.049151381108417,-0.02256349217441,-0.0293078324225865,-0.0421217827997489,-0.0514241083811443,0.181653447972515,0.0606060606060606,0.1497630997631,0.147406197406197,0.147406197406197,0.147406197406197,0.075776397515528,0.075776397515528,0.0730241039375463,0.0710144927536232,0.0606060606060606,0.048011167576385,0.0570939230259741,0.0260995140686191,0.0488326761648838,-0.0527414746221916,0.0491936939375891,0.0444506109336365,0.0439393939393939,0.090213270870605,-0.00625461295684309,-0.0102857142857143,-0.00720879120879121,-0.00720879120879121,-0.00961053793368204,0.00858516444604536,0.0498074284628027,-0.0522577620890276,-0.0455375674553757,-0.0606060606060606,-0.0721562321387744,-0.0428524374176548,-0.00340587296523427,0.0211111111111111,-0.0952526684641977,-0.1,0.0111111111111111,-0.140151515151515,-0.125,-0.126339015151515,-0.00746041436177636,0.0192315296407823
"Frizzled",-0.403724696356275,0.0191666666666667,-0.199814511729405,0.127988505747126,-0.134973262032086,-0.182865857849557,-0.183800437288809,-0.123376623376623,-0.196498599439776,-0.139505655634688,-0.109090909090909,-0.185714285714286,-0.202380952380952,-0.135757575757576,-0.1,0.129071964090613,0.136158578263841,0.136158578263841,0.136158578263841,-0.0533333333333333,-0.0592156862745098,-0.0592156862745098,-0.0333333333333333,-0.1,-0.087781954887218,-0.282505175983437,0.00979004011998793,-0.0871197032315889,-0.084262560374446,-0.087781954887218,-0.0842105263157895,-0.1,0.0606060606060606,0.0148294898292179,-0.1,-0.111304347826087,-0.12,-0.116066252587992,-0.356313479267582,-0.0201869787463008,0.265238095238095,0.1,0.2,0.0520235861699276,0.0842105263157895,-0.281679292929293,0.1,0.234313725490196,-0.1,0.1,-0.00666666666666668,-0.0666666666666667,-0.000416666666666676,-0.00621191243945055,-0.0109243697478992
"SHH",-0.15,0.1,-0.133333333333333,0.041025641025641,-0.0142857142857143,-0.116666666666667,-0.133333333333333,0,-0.1,-0.08,0.1,0.1,0,0.152380952380952,0,0.188461538461538,0.15,0.15,0.15,-0.1,-0.1,-0.12,0,0.1,0,-0.2,0.0251948051948052,0.02,0.0311111111111111,-0.1,-0.1,0.1,0.15,0.00145593869731801,-0.2,-0.166666666666667,-0.166666666666667,-0.186666666666667,-0.25,0.0563440860215054,0.12,0,0,-0.0155555555555556,0,-0.166666666666667,-0.2,0.075,0,-0.2,0,0,-0.05,0,0
"FUS",0.195580762250454,-0.0351428571428571,0.161602165949992,-0.0438782689099278,0.010225027092497,0.1605273937532,0.157301587301587,0.0841666666666667,0.0931818181818182,0.101338383838384,0.0675,0.0909090909090909,0.0909090909090909,-0.168711098995957,0,-0.191360263961691,-0.197037119856887,-0.197037119856887,-0.197037119856887,0.127692307692308,0.124662004662005,0.123512579374648,0.12,0,-0.0204314994606257,0.205606758832565,-0.0222082789049348,-0.0181758603628813,-0.0222519473194031,0.0860042735042735,0.0763888888888889,-0.02,-0.133468286099865,7.8813803323184e-05,0.186666666666667,0.197927927927928,0.203333333333333,0.198991757715162,0.306271879657551,-0.058091779367615,-0.163888070692194,-0.0875,-0.1,0.0237892307371006,0.0311111111111111,0.219601155413914,-0.08,-0.0880821613112959,0.1,0,0.00714285714285715,0.05,0.0312967032967033,0.000428061419014941,-0.00974499089253188
"SMO",-0.196896551724138,0.00714285714285715,-0.134065934065934,0.0428749244283225,0.00423280423280423,-0.157301587301587,-0.136666666666667,-0.0675,-0.0909090909090909,-0.0841666666666667,-0.08,-0.1,-0.0909090909090909,0.171816689058068,0.1,0.197037119856887,0.194711538461538,0.194711538461538,0.194711538461538,-0.12,-0.127692307692308,-0.124662004662005,-0.1,0,0.0311111111111111,-0.205606758832565,0.0217703227005553,0.0204314994606257,0.0181758603628813,-0.0763888888888889,-0.0875,0,0.121929824561404,-0.000258347016967708,-0.166666666666667,-0.203333333333333,-0.186666666666667,-0.197927927927928,-0.301977401129944,0.0616299544141699,0.162857142857143,0.1,0.1,-0.021323477312443,-0.02,-0.208710066305003,0,0.0802287581699346,0,-0.1,-0.05,-0.1,-0.0351428571428571,0.00141242937853107,0.0277777777777778
"KLF4",-0.0962475633528265,-0.135238095238095,-0.00380443086325439,-0.0989321367668664,-0.0935068829221753,0.00857971014492754,0.00133333333333333,0.102083333333333,-0.0249889014945987,0.111760752688172,0.0833333333333333,-0.00909090909090909,-0.0301435406698565,-0.174312699264994,-0.1,-0.155090497737557,-0.165384615384615,-0.165384615384615,-0.165384615384615,-0.0927272727272727,-0.0868449197860963,-0.0940614146314571,-0.12,-0.0666666666666667,-0.102949305101211,-0.00853082665368133,-0.09626148617692,-0.0965947900510442,-0.101949709104593,-0.103953802852336,-0.119471044231646,-0.107843137254902,-0.112449971412236,-0.0552084486092722,-0.00909090909090909,0.00690909090909091,0.00290909090909091,0.00251884700665189,-0.00170794633642931,-0.0176937640047396,-0.00244279529993816,0.107843137254902,0.0666666666666667,0.0462824441464461,0.119471044231646,-0.000199430199430198,-0.1,0.142858387799564,0.1,-0.2,0.14,0.2,0.157460317460317,0.00173374613003096,-0.0222222222222222
"HEY1",-0.0962475633528265,-0.135238095238095,-0.00380443086325439,-0.0989321367668664,-0.0935068829221753,0.00857971014492754,0.00133333333333333,0.102083333333333,-0.0249889014945987,0.111760752688172,0.0833333333333333,-0.00909090909090909,-0.0301435406698565,-0.174312699264994,-0.1,-0.155090497737557,-0.165384615384615,-0.165384615384615,-0.165384615384615,-0.0927272727272727,-0.0868449197860963,-0.0940614146314571,-0.12,-0.0666666666666667,-0.102949305101211,-0.00853082665368133,-0.09626148617692,-0.0965947900510442,-0.101949709104593,-0.103953802852336,-0.119471044231646,-0.107843137254902,-0.112449971412236,-0.0552084486092722,-0.00909090909090909,0.00690909090909091,0.00290909090909091,0.00251884700665189,-0.00170794633642931,-0.0176937640047396,-0.00244279529993816,0.107843137254902,0.0666666666666667,0.0462824441464461,0.119471044231646,-0.000199430199430198,-0.1,0.142858387799564,0.1,-0.2,0.14,0.2,0.157460317460317,0.00173374613003096,-0.0222222222222222
"FOXC2",-0.0962475633528265,-0.135238095238095,-0.00380443086325439,-0.0989321367668664,-0.0935068829221753,0.00857971014492754,0.00133333333333333,0.102083333333333,-0.0249889014945987,0.111760752688172,0.0833333333333333,-0.00909090909090909,-0.0301435406698565,-0.174312699264994,-0.1,-0.155090497737557,-0.165384615384615,-0.165384615384615,-0.165384615384615,-0.0927272727272727,-0.0868449197860963,-0.0940614146314571,-0.12,-0.0666666666666667,-0.102949305101211,-0.00853082665368133,-0.09626148617692,-0.0965947900510442,-0.101949709104593,-0.103953802852336,-0.119471044231646,-0.107843137254902,-0.112449971412236,-0.0552084486092722,-0.00909090909090909,0.00690909090909091,0.00290909090909091,0.00251884700665189,-0.00170794633642931,-0.0176937640047396,-0.00244279529993816,0.107843137254902,0.0666666666666667,0.0462824441464461,0.119471044231646,-0.000199430199430198,-0.1,0.142858387799564,0.1,-0.2,0.14,0.2,0.157460317460317,0.00173374613003096,-0.0222222222222222
"SNAI2",-0.0832231542598484,-0.0936781609195402,-0.00289330922242315,-0.0729919838615491,-0.0577885515720261,0.00467269325682966,0.002280348759222,0.0560864345738295,-0.0430508088402825,0.0589033359822802,0.0458823529411765,-0.0429824561403509,-0.0482456140350877,-0.112493040661517,-0.04,-0.101390946791643,-0.106870398846438,-0.106870398846438,-0.106870398846438,-0.0823529411764706,-0.0843137254901961,-0.0883677795442501,-0.1,-0.0490909090909091,-0.0594336104604165,-0.0025546760700754,-0.0716205313339665,-0.0592274248934062,-0.0626435739617291,-0.0600201207243461,-0.0691110298152552,-0.0705194805194805,-0.0913793103448276,-0.0455956814003694,-0.00588235294117647,0.0027867557279322,0.00364145658263305,0.000302283678242757,-0.00236941472624292,0.0311026674973118,-0.00217948717948718,0.0705194805194805,0.0490909090909091,0.0184818140606307,0.0691110298152552,-0.00111964041536358,-0.04,0.0718190960125546,0.1,-0.1,0.0833333333333333,0.133333333333333,0.104521534413516,0.00203608139290959,-0.0103846153846154
"cateninmemb",-0.0507877396584359,-0.0444444444444444,0.00192000656272271,-0.0215411250364432,0.0319882642410852,0.000732849071832122,0.00533333333333333,-0.055241935483871,-0.00112559840702295,-0.0615411480822962,-0.0541666666666667,-0.016555023923445,-0.00521481773787797,-0.0592274248934062,0.0333333333333333,-0.0456237097331412,-0.0405957767722474,-0.0405957767722474,-0.0405957767722474,-0.0644919786096257,-0.0696466177848834,-0.0669015197456677,-0.0527272727272727,0.00392156862745098,0.029297628361448,-0.00109503598635387,-0.0203300750849449,0.0236936433054082,0.0251875742111038,0.0286604085098354,0.0339937418431687,0.0202006383948928,-0.0587019650326502,-0.012814770291396,0.0109090909090909,0.00082779009608278,0.00424242424242424,0.0024552765336958,-0.00436532507739938,0.0285427238432276,0.00380658221749714,-0.0202006383948928,-0.00392156862745098,-0.0473045782855458,-0.034983247090545,-0.000361298126661254,0.0666666666666667,-0.00928055890264237,0.1,0.1,0.0333333333333333,0,0.0327561327561328,0.00386559163450863,-0.00614158462259728
