"","SNAI1","Csl","Ecadherin","RKIP","ERK","HEY1","SUFU","MEK","TCFLEF","cMet","CD44","Csn","KLF4","DSH","Frizzled","LIV1","AXIN2","cateninmemb","FOXC2","PI3K","TGFR","RAS","TGF","CDC42","GSK3","SOSGRB2","ZEB2","ZEB1","RAF","DELTA","PAK1","TrCP","NFB","AKT","GLI","SRC","FUS","IKK","Wnt","TWIST1","STAT","cateninnuc","SMAD","Patched","miR200","EGR1","ILK","cfos","Destcompl","SHH","SNAI2","SMO","NOTCH","Jagged","NOTCHic"
"NOTCHic",-0.0171693121693122,-0.0457142857142857,-0.059986519923283,-0.0148590926638523,-0.0133333333333333,-0.0670903010033445,0.0666666666666667,-0.00761904761904762,-0.0814899386327958,-0.0786013986013986,-0.0818981018981019,0.0666666666666667,0.0585231193926846,-0.08,-0.0876923076923077,-0.1,-0.0708797544174903,-0.0482228711084203,0.0512705727452271,-0.0027931488801054,0.0722150537634409,-0.00525620306729752,0.0804953085405109,0.0786666666666667,-0.118108197967132,-0.0473205741626794,-0.035877616747182,-0.035877616747182,0.0027931488801054,0.0027931488801054,-0.0666666666666667,-0.1,-0.1,-0.0700258397932817,0.0839777426874201,0.0876923076923077,-0.0666666666666667,-0.0444444444444444,0.0786013986013986,0.00865078349856092,0.08,0.080115892831269,-0.0542069201781432,-0.0481146304675717,0.0344468633485975,-0.02,-0.0319047619047619,0.0133333333333333,0.10714157014157,-0.0319855982095071,0.199748125617511,-0.0128205128205128,-0.0553892796507398,-0.0401379292770021,-0.031705069124424
"Jagged",-0.025,0,-0.062140350877193,-0.0256410256410256,0.02,-0.1,0,-0.0133333333333333,-0.0786013986013986,-0.08,-0.0876923076923077,0,0.0777777777777778,0,-0.1,0,-0.0771428571428571,-0.0480720687762941,0.0485714285714286,-0.0133333333333333,0.0666666666666667,-0.00424242424242424,0.0786666666666667,0.1,-0.129885057471264,-0.06,-0.029951690821256,-0.029951690821256,0.0133333333333333,0.0133333333333333,0,0,-0.1,-0.1,0.0876923076923077,0.1,-0.1,-0.0666666666666667,0.08,0.013,0,0.0818981018981019,-0.0619047619047619,-0.0666666666666667,0.0284848484848485,0.1,0,0,0.107474903474903,-0.0128205128205128,0.200477626948215,-0.0666666666666667,0.0457142857142857,-0.0244155844155844,0.06
"DELTA",-0.025,0,-0.062140350877193,-0.0256410256410256,0.02,-0.1,0,-0.0133333333333333,-0.0786013986013986,-0.08,-0.0876923076923077,0,0.0777777777777778,0,-0.1,0,-0.0771428571428571,-0.0480720687762941,0.0485714285714286,-0.0133333333333333,0.0666666666666667,-0.00424242424242424,0.0786666666666667,0.1,-0.129885057471264,-0.06,-0.029951690821256,-0.029951690821256,0.0133333333333333,0.0133333333333333,0,0,-0.1,-0.1,0.0876923076923077,0.1,-0.1,-0.0666666666666667,0.08,0.013,0,0.0818981018981019,-0.0619047619047619,-0.0666666666666667,0.0284848484848485,0.1,0,0,0.107474903474903,-0.0128205128205128,0.200477626948215,-0.0666666666666667,0.0457142857142857,-0.0244155844155844,0.06
"STAT",-0.00297448773496357,0.00588235294117647,-0.162887584445606,0.00076093951093951,-0.00588235294117647,0.016,0.05,0.00379506641366224,-0.127981591664557,-0.13262987012987,-0.111262348762349,0.1,-0.0551000198059022,-0.142857142857143,-0.105357142857143,-0.2,-0.0745000097941275,-0.0698206337587176,0.00584049079754601,-0.0560070306038048,0.0273325358851675,-0.0440667320963421,0.0345789126967617,0.0352272727272727,-0.171533155318202,-0.110837438423645,-0.023525192755962,-0.023525192755962,0.0560070306038048,0.0560070306038048,-0.0227272727272727,-0.1,-0.1,-0.0778853914447135,0.113302139037433,0.105357142857143,-0.075,-0.0761904761904762,0.13262987012987,-0.0652935437043383,0.142857142857143,0.114513176885058,-0.0384030207118663,-0.0458527131782946,0.0284188189394335,0,-0.0177133655394525,0,0.154770572946603,-0.0166491733552857,0.162005272145998,-0.00166666666666667,-0.00499019865096393,-0.000866680646326259,0.00763116057233704
"Ecadherin",-0.0292112667556327,0.121435406698565,0.0246981924374048,-0.0381744526206805,0.0866045537240201,0.0334702959890485,0.1,0.0838594556848044,0.0860784374310519,0.0906782450088225,0.0682702182529697,-0.06,0.0244725738396624,0.0980392156862745,0.0585043319653443,0.0333333333333333,0.0482104948421571,0.0152817496415057,0.0925281267748192,0.041236802413273,-0.0020339985218034,0.0283876404020998,-0.00510813957062799,-0.00642424242424242,0.141346248220938,0.106081670729138,-0.018634322773759,-0.018634322773759,-0.041236802413273,-0.041236802413273,0.00509090909090909,0,0.0266666666666667,0.0308994708994709,-0.067538814723965,-0.0585043319653443,-0.0666666666666667,0.0451851851851852,-0.089538814723965,0.0508908119424058,-0.0980392156862745,-0.0743137315486989,-0.014778818823034,-0.089986559139785,0.00742316446227061,-0.0890909090909091,-0.0203478260869565,-0.0773262032085562,-0.145422508363872,-0.106521992210651,-0.144268751122488,-0.110416666666667,-0.124493698194368,-0.0642748003988436,-0.120404478863513
"DSH",-0.0856452726017943,0.101190476190476,0.0229699628887047,-0.0789127539127539,-0.00300653594771242,0.00543084388549113,-0.05,-0.00526217504545678,0.218488356653222,0.216353383458647,0.210393118557984,-0.113333333333333,0.0122895760245846,0.225,0.209210526315789,0.2,0.131220238891714,-0.0873234902952816,-0.0740424487792909,-0.0139975027045064,-0.106128364389234,-0.0159582870182319,-0.109961117002474,-0.108985507246377,0.196201974945874,0.0951219512195122,-0.0183596727028864,-0.0183596727028864,0.0139975027045064,0.0139975027045064,0.113333333333333,0.133333333333333,0.100833333333333,0.0815804597701149,-0.211778220059954,-0.209210526315789,0.0227272727272727,0.0758333333333333,-0.216353383458647,0.107890219917754,-0.225,-0.214303138487595,0.0136836459656355,-0.00707303449238933,-0.00511078775560483,0.02,0.00349496672035251,0.0141176470588235,-0.277035285671023,-0.0150484946150887,-0.197341764758249,-0.0296536796536797,-0.105825057295646,-0.055993018419489,-0.114915966386555
"SOSGRB2",-0.00836744847192609,0.209090909090909,0.214257741073896,-0.0952485380116959,0.209395109395109,0.226704545454545,0.2,0.218486018486018,-0.0158722894192002,-0.0273291925465838,-0.0200828157349896,0.1,0.000350877192982452,0,-0.0142857142857143,0,-0.0104304180418042,0.174337623337623,0.018009768009768,0.0794726930320151,0.032967032967033,0.0781906417499638,0.0237471748110046,0.0214285714285714,0.101826158880857,0.175555555555556,-0.0160651629072682,-0.0160651629072682,-0.0794726930320151,-0.0794726930320151,-0.0214285714285714,0,-0.0888888888888889,-0.0774853801169591,0.0237060041407868,0.0142857142857143,-0.2,-0.0941520467836257,0.030952380952381,0.028463768115942,0,0.0137690389411887,-0.201118881118881,-0.214414414414414,-0.00186732132495774,-0.157142857142857,-0.22,-0.19047619047619,0.226578902082258,-0.209763251623717,0.362657537614203,-0.233333333333333,-0.222308677238255,-0.204482720641187,-0.232167832167832
"SNAI2",-0.028347990432246,0.16359649122807,0.311521173331158,-0.0336794871794872,0.1,0.0347498493068113,0.1,0.104054054054054,0.185264387972482,0.176764221693799,0.192893253951864,-0.0666666666666667,0.0325,0.150909090909091,0.186623376623377,0.16,0.120726966171288,0.110399562289756,0.123951626140118,0.0731922078214682,-0.00673705379587732,0.0804981438945276,-0.00425258174618788,-0.00588235294117647,0.197145741473163,0.145977011494253,-0.0152020138451857,-0.0152020138451857,-0.0731922078214682,-0.0731922078214682,0.00588235294117647,0.1,0.0916666666666667,0.080449383741864,-0.192272243084174,-0.186623376623377,-0.16,0.0744252873563218,-0.176764221693799,0.172502123846574,-0.150909090909091,-0.193494201637079,-0.0190434472865904,-0.180648259303721,0.00590356902845723,-0.1,-0.0156941649899396,-0.105882352941176,-0.194927644234408,-0.176422907191045,0.158370695322849,-0.154117647058824,-0.174965823650034,-0.188035286337355,-0.172368421052632
"KLF4",-0.032375823717658,0.110909090909091,0.116324287860969,-0.0363017934446506,0.0773262032085562,0.0301145912910619,0,0.0866045537240201,0.0682702182529697,0.0585043319653443,0.0906782450088225,0,0.0333333333333333,0.0333333333333333,0.0980392156862745,0.1,0.0772826597906107,0.0297689291286852,0.0881803006878627,0.0235897435897436,-0.00642424242424242,0.041236802413273,-0.0020339985218034,-0.00509090909090909,0.146423510914095,0.119239565465981,-0.0134210526315789,-0.0134210526315789,-0.0235897435897436,-0.0235897435897436,0.00909090909090909,0.1,0.06,0.0451851851851852,-0.089538814723965,-0.0980392156862745,-0.1,0.0266666666666667,-0.0585043319653443,0.0611328976034858,-0.0333333333333333,-0.0860784374310519,-0.0203478260869565,-0.110416666666667,0.00202279202279202,-0.08,-0.016,-0.0890909090909091,-0.139178333154179,-0.089986559139785,-0.139151351965353,-0.0666666666666667,-0.120404478863513,-0.0782336104674935,-0.121435406698565
"HEY1",-0.032375823717658,0.110909090909091,0.116324287860969,-0.0363017934446506,0.0773262032085562,0.0301145912910619,0,0.0866045537240201,0.0682702182529697,0.0585043319653443,0.0906782450088225,0,0.0333333333333333,0.0333333333333333,0.0980392156862745,0.1,0.0772826597906107,0.0297689291286852,0.0881803006878627,0.0235897435897436,-0.00642424242424242,0.041236802413273,-0.0020339985218034,-0.00509090909090909,0.146423510914095,0.119239565465981,-0.0134210526315789,-0.0134210526315789,-0.0235897435897436,-0.0235897435897436,0.00909090909090909,0.1,0.06,0.0451851851851852,-0.089538814723965,-0.0980392156862745,-0.1,0.0266666666666667,-0.0585043319653443,0.0611328976034858,-0.0333333333333333,-0.0860784374310519,-0.0203478260869565,-0.110416666666667,0.00202279202279202,-0.08,-0.016,-0.0890909090909091,-0.139178333154179,-0.089986559139785,-0.139151351965353,-0.0666666666666667,-0.120404478863513,-0.0782336104674935,-0.121435406698565
"FOXC2",-0.032375823717658,0.110909090909091,0.116324287860969,-0.0363017934446506,0.0773262032085562,0.0301145912910619,0,0.0866045537240201,0.0682702182529697,0.0585043319653443,0.0906782450088225,0,0.0333333333333333,0.0333333333333333,0.0980392156862745,0.1,0.0772826597906107,0.0297689291286852,0.0881803006878627,0.0235897435897436,-0.00642424242424242,0.041236802413273,-0.0020339985218034,-0.00509090909090909,0.146423510914095,0.119239565465981,-0.0134210526315789,-0.0134210526315789,-0.0235897435897436,-0.0235897435897436,0.00909090909090909,0.1,0.06,0.0451851851851852,-0.089538814723965,-0.0980392156862745,-0.1,0.0266666666666667,-0.0585043319653443,0.0611328976034858,-0.0333333333333333,-0.0860784374310519,-0.0203478260869565,-0.110416666666667,0.00202279202279202,-0.08,-0.016,-0.0890909090909091,-0.139178333154179,-0.089986559139785,-0.139151351965353,-0.0666666666666667,-0.120404478863513,-0.0782336104674935,-0.121435406698565
"SUFU",-0.0455400737688612,-0.232272727272727,0.0791500255837017,-0.0191909203543961,-0.190409131098786,-0.0432044470284387,-0.226666666666667,-0.188281471524318,-0.245260566376544,-0.246774541531823,-0.232488827246109,0.114285714285714,0.0107078193340096,-0.3375,-0.315277777777778,-0.2,-0.0785275873879113,0.20749389779085,-0.118460480155639,-0.0397321812188015,0.0423835537665325,-0.0311878774213332,0.046525565600852,0.0477027027027027,-0.275497814929701,-0.22857318120476,-0.00861134846254042,-0.00861134846254042,0.0397321812188015,0.0397321812188015,-0.045,-0.1,-0.110285714285714,-0.09923770189542,0.322676977091475,0.224444444444444,0.214166666666667,-0.102593406593407,0.336431623931624,-0.0996141996377424,0.246666666666667,0.237127574049178,0.0199525807988894,0.239419191919192,0.0126648037929091,0.187692307692308,0.0294214029697901,0.184662004662005,0.296095114610602,0.256021508521509,0.31601519629792,0.258611111111111,0.239776334776335,0.159566572287718,0.241363636363636
"Frizzled",-0.0928916494133885,0.0928571428571429,0.0197214993241744,-0.0726190476190476,-0.0141176470588235,-0.00509547190398255,-0.1,-0.00300653594771242,0.210393118557984,0.209210526315789,0.216353383458647,-0.133333333333333,0.02296918767507,0.3,0.225,0.1,0.138393234672304,-0.0820231369383912,-0.0710121457489879,-0.0226589200273411,-0.108985507246377,-0.0139975027045064,-0.106128364389234,-0.113333333333333,0.200146290491118,0.1,-0.00812345223044542,-0.00812345223044542,0.0226589200273411,0.0226589200273411,0.133333333333333,0.1,0.113333333333333,0.0758333333333333,-0.216353383458647,-0.225,0.05,0.100833333333333,-0.209210526315789,0.10859943977591,-0.2,-0.218488356653222,0.00349496672035251,-0.0296536796536797,-0.0154766414141414,0,0.0119061816736235,0.02,-0.273027652083237,-0.00707303449238933,-0.194198575002719,0.0227272727272727,-0.114915966386555,-0.055993018419489,-0.101190476190476
"RKIP",0.019460118901301,0.111111111111111,0.192063960925429,-0.0161064425770308,0.147241379310345,0.116608594657375,0.1,0.149369038884813,0.00592565329407435,-0.00526315789473684,0.00242914979757085,0.1,-0.00631276901004304,0,0,0,0.00262541022034693,0.154681908799556,0.0640141467727675,0.120454545454545,0.0733333333333333,0.119599844599845,0.066791277258567,0.0733333333333333,-0.031639085894405,0.084952380952381,-0.00368723098995696,-0.00368723098995696,-0.120454545454545,-0.120454545454545,-0.0666666666666667,-0.1,-0.0857142857142857,-0.0766233766233766,0.00230769230769231,0,-0.1,-0.0857142857142857,0.01,0.0481105169340464,0,-0.0071979179251176,-0.0978606108364367,-0.108,-0.0115722890536405,-0.08,-0.106771501925546,-0.13,0.179296526973159,-0.103081967213115,0.323989333799615,-0.12,-0.121600621600622,-0.106985204947854,-0.129292929292929
"ERK",0.0198518567930389,0.121600621600622,0.189070408375056,-0.0259510401433701,0.0427023722181462,0.11923347830615,0.12,0.0401954084298454,0.00682617071322169,0.00592565329407435,0.0071979179251176,0.0857142857142857,0.00039037736478596,-0.01,-0.00230769230769231,0,0.00343841835042823,0.151838549363202,0.0661116288702496,0.119917304917305,0.0660613502512677,0.119587271914005,0.066336075525993,0.066791277258567,-0.0276275440082038,0.095222068115272,-0.00350475379960575,-0.00350475379960575,-0.119917304917305,-0.119917304917305,-0.0733333333333333,-0.0857142857142857,-0.0766233766233766,-0.0741301224409697,-0.00244194402089139,-0.00242914979757085,-0.108,-0.0777998472116119,-0.00118881118881119,0.0543980805031633,0.00526315789473684,-0.00640950404655503,-0.105869897616235,-0.0998139933569056,-0.0129009784241256,-0.147241379310345,-0.107085703087359,-0.149369038884813,0.178513560868932,-0.1070603701685,0.324133915073378,-0.103081967213115,-0.120945507056674,-0.109863932974715,-0.122330548607921
"IKK",-0.0514136273678258,0.0727272727272727,0.267440759470269,-0.0450819672131148,-0.0254285714285714,-0.120227038183695,-0.1,-0.0187619047619048,0.225616398667246,0.220940170940171,0.219401709401709,-0.3,-0.00842490842490843,0.15,0.205555555555556,0.1,0.147619047619048,0.10601326978422,0.0954112554112554,0.0579552329098609,0.047979797979798,0.0509129793887341,0.047179797979798,0.0388888888888889,0.204194139194139,-0.0726890756302521,-0.00247117794486216,-0.00247117794486216,-0.0579552329098609,-0.0579552329098609,-0.05,0.2,0.342857142857143,0.223487773487773,-0.219401709401709,-0.205555555555556,0.16,0.226190476190476,-0.220940170940171,0.232385620915033,-0.15,-0.224350575882436,0.141728547854785,0.101481481481482,-0.00557413600891861,-0.05,0.122916666666667,0.0214285714285714,-0.29433920321531,0.0704469987228608,0.0954678126958546,0.12,-0.110822510822511,-0.0441596376132459,-0.106060606060606
"Csn",0.0855477954156003,-0.0787878787878788,-0.0306759864488526,0.0814725896475266,0.00181818181818182,0.00710963455149503,0.0571428571428571,0.00598484848484849,-0.205932413395312,-0.205449383741864,-0.197893828186308,0.135,0.0149493643611291,-0.216666666666667,-0.199425287356322,-0.2,-0.139052663676424,0.037284037751205,0.097260716214301,0.0160479290992831,0.1190916049125,0.0189270077941008,0.125058192024672,0.124219810040706,-0.208518075155244,-0.104019370460048,-0.00125062034739453,-0.00125062034739453,-0.0160479290992831,-0.0160479290992831,-0.122727272727273,-0.26,-0.135,-0.112066666666667,0.199772527846667,0.199425287356322,-0.046031746031746,-0.101666666666667,0.205449383741864,-0.102794919744429,0.216666666666667,0.200340110328565,-0.0287919999787106,-0.0196387841549132,0.0162264657500931,-0.02,-0.0131107660455487,-0.0109090909090909,0.282214858409895,-0.00652403005655252,0.194539506057931,0.0115440115440116,0.0812479187479187,0.0129247627663616,0.0956709956709957
"MEK",0.0175370419782241,0.129292929292929,0.188967421763316,-0.0240011794191361,0.149369038884813,0.109335867384648,0.1,0.0427023722181462,0.0071979179251176,0.00242914979757085,0.00592565329407435,0.0857142857142857,0.00349115255858441,0,-0.01,0,0.00262541022034693,0.15321849416541,0.0649150476736684,0.119599844599845,0.066791277258567,0.119917304917305,0.0660613502512677,0.0733333333333333,-0.0284449827003019,0.0893968253968254,-0.000512627815353785,-0.000512627815353785,-0.119599844599845,-0.119599844599845,-0.0733333333333333,-0.1,-0.0857142857142857,-0.0777998472116119,-0.00118881118881119,0.00526315789473684,-0.12,-0.0766233766233766,0.00230769230769231,0.0528724216959511,0,-0.00682617071322169,-0.107085703087359,-0.103081967213115,-0.0155970568554981,-0.13,-0.0978606108364367,-0.147241379310345,0.178250501868556,-0.0998139933569056,0.323502715794749,-0.108,-0.122330548607921,-0.105345860685558,-0.121600621600622
"SHH",0.05,0.1,-0.0633333333333333,0.04,0.2,0,0,0.18,0.246666666666667,0.2,0.2,0,-0.05,0.2,0.2,0,0.0571428571428571,-0.197275985663082,0.1,0.05,-0.0333333333333333,0.0269230769230769,-0.0533333333333333,-0.0333333333333333,0.256410256410256,0.15,0,0,-0.05,-0.05,0,0,0,0.1,-0.3,-0.1,0,0.1,-0.3,0.075,-0.1,-0.224444444444444,0.0166666666666667,-0.0666666666666667,0,0,0,-0.1,-0.294805194805195,-0.226666666666667,-0.317471264367816,-0.1,-0.2,-0.134285714285714,-0.2
