"","Csn","MEK","ERK","AKT","SOSGRB2","NOTCH","CDC42","Patched","TGFR","TGF","CD44","TrCP","STAT","LIV1","cMet","Wnt","DSH","Ecadherin","SMO","SRC","Frizzled","miR200","RKIP","cateninmemb","ZEB2","ZEB1","RAF","PI3K","DELTA","RAS","GSK3","SNAI1","TWIST1","KLF4","GLI","FUS","NOTCHic","SHH","SMAD","TCFLEF","cateninnuc","IKK","PAK1","ILK","Csl","NFB","Jagged","HEY1","EGR1","FOXC2","cfos","Destcompl","SUFU","AXIN2","SNAI2"
"NOTCHic",0.2,0.406666666666667,0.380952380952381,0.274677002583979,0.321004784688995,0.214098957070095,0.359555555555556,0.258371040723982,0.359555555555556,0.361466383581033,0.0285581085581086,0.1,0.02,0,0.0274592074592075,0.0274592074592075,0.02,0.0635815334908927,0.223076923076923,0.0123076923076923,0.0123076923076923,-0.15853064084278,0.326304778271752,0.0225655765557641,-0.313607085346216,-0.313607085346216,0.0667720685111989,0.0667720685111989,0.0667720685111989,0.0721907877230216,0.0672643361514835,-0.295752950752951,-0.197103507088796,-0.309903381642512,-0.0263839386420032,-0.2,-0.190414746543779,-0.255145234272369,-0.303556012332991,-0.0281499452928024,-0.0279972735370772,-0.244444444444444,-0.355555555555556,-0.305714285714286,-0.0742857142857143,-0.211111111111111,-0.21499300797314,-0.214214046822742,-0.3,-0.385839368005267,-0.366666666666667,-0.016024453024453,-0.2,-0.0278863432165319,-0.216644246380189
"Jagged",0,0.366666666666667,0.3,0.211111111111111,0.26,0.0742857142857143,0.3,0.2,0.355555555555556,0.359555555555556,0.0123076923076923,0,0,0,0.02,0.02,0,0.0651228070175438,0.2,0,0,-0.153939393939394,0.292307692307692,0.0266032558990305,-0.309903381642512,-0.309903381642512,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0624242424242424,0.0616858237547893,-0.291666666666667,-0.188,-0.305555555555556,-0.0123076923076923,-0.1,-0.06,-0.223076923076923,-0.302380952380952,-0.0274592074592075,-0.0285581085581086,-0.2,-0.2,-0.25,0,-0.1,-0.183376623376623,-0.15,-0.1,-0.381428571428571,-0.2,-0.0156911196911197,0,-0.0142857142857143,-0.2026395173454
"SNAI2",-0.133333333333333,-0.107843137254902,-0.107843137254902,-0.167805705580944,-0.0952670723461798,0.0714741398951926,0.065266106442577,-0.0962304921968788,0.0797960209724916,0.0953239712830506,0.174357130072714,-0.1,0.129090909090909,0.12,0.160378635449058,0.160378635449058,0.129090909090909,0.220097584555492,-0.102352941176471,0.15051948051948,0.15051948051948,-0.154192652815261,0.192076923076923,0.0626546249853902,-0.21210971260751,-0.21210971260751,-0.219520578808924,-0.219520578808924,-0.219520578808924,-0.233675829950477,-0.266278989675631,-0.223633281350204,-0.217763467145869,-0.168076923076923,-0.174817138122855,0.12,-0.0701754385964913,0.0905966893799773,-0.150267794967573,-0.183635480588178,-0.193883927793147,0.161781609195402,-0.0509803921568627,-0.13065057008719,-0.0614035087719298,0.158333333333333,-0.191847285537614,-0.123749246534057,0.1,-0.254465838470451,0.105882352941176,-0.278170069235672,0.1,-0.220646854695339,0.105519694420558
"Ecadherin",-0.12,-0.0853148832166419,-0.0880599812558576,-0.127840307840308,-0.0566571875658271,0.0276950004190018,0.0857575757575758,0.00537634408602151,0.101855136733186,0.110354232574053,0.0879469336151665,-0.1,0.0627450980392157,0.0333333333333333,0.0815924185649993,0.0823120587449093,0.0627450980392157,-0.0748324336883069,0,0.0650706794345645,0.0650706794345645,-0.133994083714754,0.149265644289721,-0.0435248998968511,-0.191642725436396,-0.191642725436396,-0.189038461538462,-0.189038461538462,-0.189038461538462,-0.199373657069188,-0.23416320131888,-0.183676973457185,-0.123798298462774,-0.160993905297703,-0.0883120587449094,0,-0.0236057810881468,-0.00773854881043095,-0.149000386005544,-0.0987813047235102,-0.104570286983081,0.122645502645503,-0.0710909090909091,-0.130840579710145,-0.0266985645933014,0.115238095238095,-0.108257593691193,-0.118581426469306,0.0890909090909091,-0.238028476015404,0.0890909090909091,-0.245100595843726,0.0333333333333333,-0.183635480588178,-0.213638013040487
"FOXC2",-0.1,-0.0880599812558576,-0.0890909090909091,-0.122645502645503,-0.0632361349342482,0.0236057810881468,0.0710909090909091,0,0.0857575757575758,0.101855136733186,0.0815924185649993,-0.1,0.0333333333333333,0.0333333333333333,0.0650706794345645,0.0650706794345645,0.0333333333333333,0.02399911451033,0,0.0627450980392157,0.0627450980392157,-0.12971102971103,0.140651412079984,-0.0390377204096716,-0.180268317853457,-0.180268317853457,-0.176538461538462,-0.176538461538462,-0.176538461538462,-0.189038461538462,-0.222684172621308,-0.167854188647058,-0.115790849673203,-0.140740740740741,-0.0823120587449093,0.0333333333333333,-0.0266985645933014,-0.00537634408602151,-0.130840579710145,-0.0879469336151665,-0.0987813047235102,0.115238095238095,-0.0590909090909091,-0.112,-0.0109090909090909,0.12,-0.0979601108536641,-0.101802902979374,0.08,-0.222696668235083,0.0890909090909091,-0.23251904877942,0,-0.174357130072714,-0.201898097327061
"SHH",0,0.12,0.1,0.15,0.05,0,0.0333333333333333,-0.0666666666666667,-0.0666666666666667,-0.0866666666666667,-0.2,0,-0.1,0,-0.2,-0.1,0,0.0533333333333333,-0.1,-0.1,0,-0.05,0.02,0.193691756272401,-0.125,-0.125,0.25,0.25,0.25,0.288461538461538,0.335897435897436,0.0166666666666667,0.1,-0.15,0.1,0.2,0,-0.133333333333333,-0.1,0.246666666666667,0.268888888888889,-0.1,0,-0.133333333333333,0.1,0,0.0771428571428571,-0.133333333333333,0,0.05,-0.1,0.423636363636364,0.2,0.342857142857143,0.33816091954023
"FUS",0.15,0.173299573989229,0.167552447552448,0.248505494505495,0.0639676113360324,0.035,-0.095,0.108333333333333,-0.116621621621622,-0.144281196089707,-0.297044228694714,0.1,-0.2,-0.2,-0.268888888888889,-0.159722222222222,-0.1,0.0493889150355794,0.108333333333333,-0.246666666666667,-0.1375,-0.0075895654664924,-0.0616396661757487,0.227306528499746,-0.0599545942948252,-0.0599545942948252,0.379595259391771,0.379595259391771,0.379595259391771,0.412346351094828,0.475795106820856,0.132142132568182,0.201811928960066,-0.109244080145719,0.188568376068376,-0.133333333333333,-0.0304545454545455,-0.109343434343434,-0.0350179211469534,0.312833702378925,0.333757615422403,-0.225428571428571,0.0866666666666667,-0.0588888888888889,-0.0454545454545455,-0.221428571428571,0.16457034487155,-0.0609173435260392,-0.12,0.137404718693285,-0.158461538461538,0.539804305918718,0.0666666666666667,0.44853871765416,0.414785353155687
"SUFU",0.221428571428571,0.176278297393484,0.173299573989229,0.263941736116233,0.0604711078395289,0.0326190476190476,-0.116621621621622,0.109343434343434,-0.144281196089707,-0.163807823308642,-0.312833702378925,0.15,-0.246666666666667,-0.2,-0.297044228694714,-0.188568376068376,-0.1375,0.0468142497420675,0.108333333333333,-0.268888888888889,-0.159722222222222,0.00356285089038492,-0.0849049722981976,0.235219216085012,-0.0362830967102841,-0.0362830967102841,0.412346351094828,0.412346351094828,0.412346351094828,0.437029895398625,0.504586880599776,0.162636170046888,0.223873784630169,-0.0787051579900309,0.2045535061799,-0.108333333333333,-0.035,-0.106640731640732,-0.0070733483986855,0.333757615422403,0.347824111586086,-0.248505494505495,0.095,-0.0350179211469534,-0.0304545454545455,-0.225428571428571,0.18333519047725,-0.0416402350923042,-0.158461538461538,0.169414644251598,-0.167552447552448,0.567608665302024,-0.133333333333333,0.469381808989055,0.437000250980341
"ZEB2",-0.133333333333333,-0.118349966182175,-0.112252405206565,-0.111947040498442,-0.111483516483516,-0.10983438419504,-0.105714285714286,-0.10493031358885,-0.102312925170068,-0.101254724111867,-0.100750487329435,-0.1,-0.1,-0.1,-0.0998245614035088,-0.092960372960373,-0.0909090909090909,-0.0895182801645702,-0.0878571428571429,-0.0866666666666667,-0.0775757575757576,-0.0771475761163414,-0.0751529790660225,-0.0731152050398154,-0.007459862971674,-0.007459862971674,-0.000627705627705628,-0.000627705627705628,-0.000627705627705628,0.000442958183857541,0.0208882004180125,0.0578625472011648,0.0800676379695651,0.0909540506366541,0.092960372960373,0.0964285714285714,0.0983589743589744,0.0994757681343047,0.101152952738319,0.101454712681547,0.101584582811418,0.101666666666667,0.103896103896104,0.105421245421245,0.107692307692308,0.108333333333333,0.10864157167579,0.112494924430408,0.116666666666667,0.117196581196581,0.121929824561404,0.121991704200749,0.125,0.128455747112343,0.151214264347916
"TGF",0.233333333333333,0.368705096073517,0.370927318295739,0.260025062656642,0.335526315789474,0.263333333333333,0.0577777777777778,0.0998850574712644,0.0387301587301587,-0.0773412698412698,0.0547798742138365,0.2,0.1,0,0.0566666666666667,0.0471428571428571,0.1,0.0379800126754612,0.103333333333333,0.0666666666666667,0.0571428571428571,-0.0312052889639097,0.0722943722943723,0.052239179768018,-0.00601114115988258,-0.00601114115988258,0.251785714285714,0.251785714285714,0.251785714285714,0.260714285714286,0.282142080576523,0.113779402415766,0.0662962962962963,-0.0223747775235189,-0.045256064690027,-0.153333333333333,-0.263333333333333,-0.0905100574712644,-0.0560019550342131,-0.0495167163190996,-0.0428181517257982,-0.254761904761905,-0.08,-0.076969696969697,-0.293333333333333,-0.283333333333333,-0.115126411389298,-0.106318504190845,-0.333333333333333,0.085667701863354,-0.376190476190476,0.0569251650675966,-0.133333333333333,-0.0891534391534392,-0.180892275256023
"cMet",0,-0.348181818181818,-0.35,-0.00708333333333333,-0.291428571428571,-0.00590305551111822,-0.00666666666666668,0.117272727272727,-0.00111111111111112,0.0201654846335697,-0.0183720930232558,0.1,0,0.1,-0.03,-0.03,-0.1,-0.0210697271737548,0.09,0.05,-0.05,0.0237196695213,-0.152962962962963,-0.0523440616323179,-0.00216450216450215,-0.00216450216450215,-0.168571428571429,-0.168571428571429,-0.168571428571429,-0.17800539083558,-0.217914746543779,-0.092480108849422,-0.0500679096184714,0.119047619047619,0.0209090909090909,-0.05,0.0165413533834586,-0.117272727272727,-0.141172954030097,0.0168336314847943,0.00666413995937055,0.0133333333333333,0.00666666666666668,-0.13390022675737,0.0428571428571429,0.0333333333333333,-0.120490523968785,-0.149329205366357,0.3,-0.0282805907172996,0.34,-0.174097943845843,-0.1,0.0457142857142857,0.254114822727961
"TGFR",0.283333333333333,0.371444822100914,0.368705096073517,0.257699481261293,0.326884340480832,0.261175059952038,0.0387301587301587,0.0905100574712644,-0.0773412698412698,-0.0886887875717663,0.0495167163190996,0.233333333333333,0.0666666666666667,0.1,0.0547798742138365,0.045256064690027,0.0571428571428571,0.0361060774114067,0.0998850574712644,0.0566666666666667,0.0471428571428571,-0.0256334414565783,0.058008658008658,0.0531629672968864,0.00568697204766459,0.00568697204766459,0.260714285714286,0.260714285714286,0.260714285714286,0.267147034252297,0.288743547569188,0.127053738698952,0.0773283247660472,-0.00451763466637609,-0.0394496130771237,-0.103333333333333,-0.263333333333333,-0.0763857636859536,-0.0406994639310102,-0.0428181517257982,-0.039540915233327,-0.260025062656642,-0.0577777777777778,-0.0560019550342131,-0.263333333333333,-0.254761904761905,-0.102807570809588,-0.0913931310565162,-0.376190476190476,0.100078182212699,-0.370927318295739,0.0641832295837256,-0.153333333333333,-0.0844324091105207,-0.174410793774541
"CD44",0.1,-0.35,-0.34,-0.0133333333333333,-0.271428571428571,-0.0165413533834586,-0.00666666666666668,0.09,-0.00666666666666668,-0.00111111111111112,-0.03,0,0.1,0.1,0.05,-0.05,0,-0.028957767886223,0.05,0,-0.1,0.0377821695213,-0.178888888888889,-0.0548351648351648,0.0190476190476191,0.0190476190476191,-0.142857142857143,-0.142857142857143,-0.142857142857143,-0.168571428571429,-0.201785714285714,-0.0789207868155237,-0.021978021978022,0.123809523809524,0.03,-0.1,0.0428571428571429,-0.117272727272727,-0.13390022675737,0.0183720930232558,0.0168336314847943,0.0333333333333333,0.0666666666666667,-0.127777777777778,0,0,-0.111794871794872,-0.147368421052632,0.3,0.000833333333333342,0.3,-0.163287133035032,-0.1,0.06,0.257764457764458
"SMO",-0.1,-0.167552447552448,-0.158461538461538,-0.225428571428571,-0.0447368421052632,-0.0304545454545455,0.0866666666666667,-0.108333333333333,0.095,0.116621621621622,0.268888888888889,0,0.2,0.1,0.246666666666667,0.1375,0.1,-0.0545943944876342,-0.133333333333333,0.2,0.1,0.0264014466546112,0.0276190476190476,-0.222278595538852,0.0912429378531074,0.0912429378531074,-0.344711538461538,-0.344711538461538,-0.344711538461538,-0.379595259391771,-0.438671361001458,-0.10384024577573,-0.165686274509804,0.130555555555556,-0.159722222222222,-0.0666666666666667,0.0454545454545455,0.108333333333333,0.0588888888888889,-0.297044228694714,-0.312833702378925,0.221428571428571,-0.0666666666666667,0.07,0,0.15,-0.142883597883598,0.0710622710622711,0.1,-0.0979310344827586,0.12,-0.509001386210689,-0.1,-0.419346171070309,-0.393779967159278
"TWIST1",-0.15,-0.180009335473661,-0.179511823035851,-0.169960265722978,-0.168585342956052,-0.0848110519808633,-0.131703239289446,-0.0990806697108067,-0.130453239289446,-0.129769867991041,-0.0265627860988025,-0.1,-0.019047619047619,-0.0333333333333333,-0.0229483282674772,-0.0220300751879699,-0.019047619047619,0.0697326808885052,-0.116888888888889,-0.0357142857142857,-0.0357142857142857,0.0901925025329281,-0.0934729521686043,-0.0223940894413231,0.109268039969794,0.109268039969794,-0.0652301817703462,-0.0652301817703462,-0.0652301817703462,-0.0676274420443188,0.0294323563503891,0.0585992302646414,0.0549351639969489,0.111413383364603,0.0260300751879699,0.0888888888888889,0.0942450142450143,0.0995732805482451,0.147767749747948,0.0224280234648056,0.0232905881571575,0.176739926739927,0.135151515151515,0.148757848757849,0.0762962962962963,0.157692307692308,0.0355110827829589,0.156590302353014,0.173333333333333,0.162698020284292,0.168985507246377,0.0466190387641982,0.1,0.0433866670963445,0.298510529855654
"Patched",0,-0.158461538461538,-0.12,-0.221428571428571,-0.05,-0.0454545454545455,0.0666666666666667,-0.133333333333333,0.0866666666666667,0.095,0.246666666666667,0,0.1,0.1,0.2,0.1,0,-0.0601294498381877,0.0666666666666667,0.2,0.1,0.0428571428571429,-0.00571428571428572,-0.204802867383513,0.116666666666667,0.116666666666667,-0.288461538461538,-0.288461538461538,-0.288461538461538,-0.344711538461538,-0.393040293040293,-0.0586021505376344,-0.133333333333333,0.138888888888889,-0.1375,-0.1,0,0.108333333333333,0.07,-0.268888888888889,-0.297044228694714,0.15,0.0333333333333333,0.1,0,0.1,-0.117883597883598,0.0948717948717949,0.1,-0.06,0.1,-0.468691308691309,-0.2,-0.388311688311688,-0.36616091954023
"KLF4",0.1,0.0880599812558576,0.0890909090909091,0.122645502645503,0.0632361349342482,-0.0236057810881468,-0.0710909090909091,0,-0.0857575757575758,-0.101855136733186,-0.0815924185649993,0.1,-0.0333333333333333,-0.0333333333333333,-0.0650706794345645,-0.0650706794345645,-0.0333333333333333,-0.02399911451033,0,-0.0627450980392157,-0.0627450980392157,0.12971102971103,-0.140651412079984,0.0390377204096716,0.180268317853457,0.180268317853457,0.176538461538462,0.176538461538462,0.176538461538462,0.189038461538462,0.222684172621308,0.167854188647058,0.115790849673203,0.140740740740741,0.0823120587449093,-0.0333333333333333,0.0266985645933014,0.00537634408602151,0.130840579710145,0.0879469336151665,0.0987813047235102,-0.115238095238095,0.0590909090909091,0.112,0.0109090909090909,-0.12,0.0979601108536641,0.101802902979374,-0.08,0.222696668235083,-0.0890909090909091,0.23251904877942,0,0.174357130072714,0.201898097327061
"HEY1",0.1,0.0880599812558576,0.0890909090909091,0.122645502645503,0.0632361349342482,-0.0236057810881468,-0.0710909090909091,0,-0.0857575757575758,-0.101855136733186,-0.0815924185649993,0.1,-0.0333333333333333,-0.0333333333333333,-0.0650706794345645,-0.0650706794345645,-0.0333333333333333,-0.02399911451033,0,-0.0627450980392157,-0.0627450980392157,0.12971102971103,-0.140651412079984,0.0390377204096716,0.180268317853457,0.180268317853457,0.176538461538462,0.176538461538462,0.176538461538462,0.189038461538462,0.222684172621308,0.167854188647058,0.115790849673203,0.140740740740741,0.0823120587449093,-0.0333333333333333,0.0266985645933014,0.00537634408602151,0.130840579710145,0.0879469336151665,0.0987813047235102,-0.115238095238095,0.0590909090909091,0.112,0.0109090909090909,-0.12,0.0979601108536641,0.101802902979374,-0.08,0.222696668235083,-0.0890909090909091,0.23251904877942,0,0.174357130072714,0.201898097327061
"SMAD",-0.288888888888889,-0.319642960190597,-0.315796806344443,-0.329090569561158,-0.243537414965986,-0.316611932129173,-0.262877263581489,-0.314082568807339,-0.261201285927858,-0.261201285927858,-0.0966298276886512,-0.3,-0.08,-0.08,-0.0969934640522876,-0.0816239316239316,-0.0666666666666667,-0.118467373467117,-0.315,-0.0911111111111111,-0.0777777777777778,0.129722339813518,-0.227252201622776,-0.0726912827603099,0.256690379677056,0.256690379677056,-0.0988014140153878,-0.0988014140153878,-0.0988014140153878,-0.0984724666469668,-0.112388565208114,0.187542026074284,0.150005207510087,0.25390622644354,0.0801850827030683,0.3,0.31264367816092,0.312967327171652,0.245887810819318,0.0986651058433324,0.0999822284370507,0.326423902894491,0.264285714285714,0.34779257272408,0.3,0.312698412698413,0.320514313643346,0.359405174416843,0.285714285714286,0.282374182284259,0.30184331797235,0.057116435252265,0.275,0.137041935331329,0.283288032606769
"miR200",-0.16,-0.174953617810761,-0.168831168831169,-0.19770463895588,-0.182179239200516,-0.20236620188695,-0.238725490196078,-0.198090717299578,-0.248402909550917,-0.25189128164394,-0.150559595973496,-0.1,-0.14,-0.1,-0.14269442743417,-0.135042253521127,-0.14,-0.252377361986912,-0.184166666666667,-0.135652173913043,-0.128,0.0624849340035864,-0.203916391017123,-0.110328694096428,0.282231182795699,0.282231182795699,0.10361653272101,0.10361653272101,0.10361653272101,0.108853440451684,0.0364206144681945,0.196790246790247,0.252304689175855,0.275327812284334,0.142734561213434,0.1975,0.193891625615764,0.206786369473491,0.281585182073434,0.156908802322702,0.159636075049975,0.188270676691729,0.225,0.276256028468418,0.200788177339901,0.196842105263158,0.248435243346919,0.285254237288136,0.114285714285714,0.290718712182127,0.164285714285714,0.20605163335335,0.16,0.19938737329785,0.263181223348953
