"","GSK3","ZEB2","RKIP","EGR1","cfos","ERK","MEK","RAS","RAF","PI3K","cMet","CD44","Wnt","cateninnuc","TCFLEF","GLI","Csn","Frizzled","SUFU","DSH","HEY1","SMO","SMAD","NOTCHic","Csl","miR200","ILK","KLF4","Patched","TGFR","SHH","FOXC2","NOTCH","TGF","TrCP","IKK","AKT","FUS","PAK1","NFB","CDC42","Jagged","STAT","SRC","SNAI2","LIV1","Ecadherin","AXIN2","cateninmemb","ZEB1","DELTA","SNAI1","SOSGRB2","TWIST1","Destcompl"
"RAS",-0.0217700258397933,-0.0625736377025037,0.0407924528301887,0.06,0.035,0.0297368421052632,0.0434623323013416,-0.117179487179487,-0.0325641025641026,-0.0325641025641026,0.117647058823529,0.119774718397997,0.117647058823529,0.102890865706779,0.0997747183979975,0.117647058823529,0,0.1,-0.1,0.1,0.0592885375494071,0.15,0.145701917130489,0.0131578947368421,0.05,-0.0533538461538462,0.14978354978355,-0.0553571428571429,0.138,0.0517647058823529,0.139694915254237,0.0601587301587302,-0.00382323733862959,0.050774606872452,0,0.0533333333333333,0.0366666666666667,-0.2,-0.1,0.1,-0.04,-0.0875813128326434,-0.1,-0.1,0.322625173757689,0,-0.0585389922328176,-0.145428194993412,-0.0706556314377024,0.0398784977908689,0.0325641025641026,0.0727335299901672,-0.1004329004329,0.0940752864157119,0.0646300902114856
"Wnt",0.340909090909091,-0.062362505978001,0.22,0.1,0.133333333333333,0.133333333333333,0.103921568627451,0.183321941216678,0.201503759398496,0.201503759398496,-0.1,-0.126315789473684,-0.1,-0.120757605935368,-0.122744360902256,-0.126315789473684,0.1,0,0,0,-0.125641025641026,-0.1,-0.093599681971775,-0.164285714285714,-0.15,0.226262626262626,-0.114529914529915,-0.0843137254901961,-0.0909090909090909,-0.0266666666666667,-0.0861471861471862,-0.0533603238866397,-0.155952380952381,-0.0440579710144928,-0.1,-0.22,-0.2075,0.1,0.1,-0.2,0.0333333333333333,0.0287009803921569,0.1,0.1,-0.1775,0,-0.113527968228991,0.162424242424242,0.0025,-0.296556671449067,-0.201503759398496,-0.161128364389234,-0.206060606060606,-0.187352941176471,-0.268439732872554
"AKT",0.211494359881457,-0.0606915599479863,0.204616930384194,0.133333333333333,0.103921568627451,0.121954355512697,0.113093596019026,0.148638060514608,0.146951313526656,0.146951313526656,-0.122081010776663,-0.118126208516776,-0.122081010776663,-0.119101624853017,-0.118332394083786,-0.117053077815769,0.1,-0.132850241545894,0.1,-0.111111111111111,-0.11191944142467,-0.0756410256410256,-0.0972937344634824,-0.128163771712159,-0.134615384615385,0.229846695999059,-0.0962836334533813,-0.0575629779577148,-0.0561965811965812,-0.0406704925872788,-0.0646176338281601,-0.0595643988018828,-0.120846698541427,-0.0476191330706625,-0.1,-0.0849170437405732,-0.165725124548654,0.0833333333333333,0.0441176470588235,-0.0823529411764706,0.0561176470588235,0.0260874869292436,0.111111111111111,0.132850241545894,-0.196962375766492,0.1,-0.0599486532182302,0.167472924187726,0.0287664118364273,-0.296995532054955,-0.146951313526656,-0.170469985349848,-0.183589743589744,-0.183337843214124,-0.23207504149988
"ILK",0.213107263107263,-0.0593216969342876,0.206480284421461,0.133333333333333,0.133333333333333,0.103921568627451,0.121954355512697,0.146951313526656,0.141471861471861,0.141471861471861,-0.132850241545894,-0.122081010776663,-0.132850241545894,-0.118332394083786,-0.118126208516776,-0.122081010776663,0.1,-0.111111111111111,0.1,-0.1,-0.105152524131436,-0.0833333333333333,-0.0962836334533813,-0.134615384615385,-0.15,0.231450974073925,-0.0890836334533814,-0.0532894736842105,-0.0756410256410256,-0.0561176470588235,-0.0561965811965812,-0.0535493612078978,-0.128163771712159,-0.0406704925872788,0,-0.0823529411764706,-0.0849170437405732,0.1,0.05,-0.1,0.0441176470588235,0.0207894736842105,0.1,0.111111111111111,-0.197665893354432,0.1,-0.0620698653394423,0.17,0.0278489806437667,-0.294255806027557,-0.141471861471861,-0.170720611916264,-0.176923076923077,-0.184866895201892,-0.232654032401452
"TCFLEF",0.266191589348829,-0.0498447191210349,0.234804610368738,0.104285714285714,0.126236933797909,0.1367131242741,0.12718931475029,0.147514203589247,0.146331549187145,0.146331549187145,0.0469017094017094,0.0494174326721497,0.054989944695827,-0.0580281572476671,-0.0545917311308286,0.0587166527703612,0.162337662337662,0.0455882352941176,0.2,0.0705882352941176,-0.129486852539093,-0.179047619047619,-0.100829487822343,-0.23255220787502,-0.242356129443647,0.259018498235366,-0.106374420900737,-0.047127259994907,-0.177434715821813,-0.173418821995218,-0.188477660607089,-0.18360070478108,-0.236206692924854,-0.178054583584622,-0.171428571428571,-0.174337662337662,-0.174337662337662,0.193333333333333,0.2,-0.174337662337662,0.188372093023256,0.13745818564454,-0.0625,-0.0375,0.171470845207699,-0.1,-0.217334240269437,-0.399969719169719,-0.141084437336225,-0.329704456849194,-0.146331549187145,-0.221070326697942,-0.128363580531245,-0.060022102583424,-0.331113530901451
"FUS",0.27099300024585,-0.0489896364077502,0.176424480445099,0.16,0.121538461538462,0.106386946386946,0.119030624547866,0.169176769965081,0.167866726296959,0.167866726296959,0.00888888888888889,-0.00179072276159655,0.113888888888889,-0.0011389574788244,-0.00630200095708527,0.104273504273504,0.2,0.125,0.4,0.1,-0.148192387322822,-0.305,-0.134792626728111,-0.244242424242424,-0.224242424242424,0.242869377353649,-0.132857142857143,-0.0607468123861566,-0.310555555555556,-0.264144144144144,-0.291363636363636,-0.137159709618875,-0.241969696969697,-0.266271803718612,-0.1,-0.205714285714286,-0.20956043956044,0.28,0.253333333333333,-0.185714285714286,0.253333333333333,0.133834703894945,0,-0.02,0.154095139828564,0,-0.103976448266278,-0.149949051448302,-0.113785857603234,-0.291203077882916,-0.167866726296959,-0.151446251050633,-0.174966261808367,-0.0683231815122791,-0.272037305759934
"SUFU",0.269964722610888,-0.0460910856831125,0.182546929424691,0.121538461538462,0.106386946386946,0.119030624547866,0.123711475611696,0.166328668699258,0.169176769965081,0.169176769965081,-0.00179072276159655,-0.00630200095708527,0.104273504273504,0.000344418480254886,-0.0011389574788244,0.100927779366441,0.185714285714286,0.113888888888889,0.28,0.125,-0.149397206599931,-0.310555555555556,-0.142413873841275,-0.241969696969697,-0.244242424242424,0.250304321591567,-0.134792626728111,-0.0517647764580129,-0.291363636363636,-0.266271803718612,-0.288660933660934,-0.137904126492324,-0.230858585858586,-0.264891133107172,-0.2,-0.20956043956044,-0.198151043587285,0.305,0.253333333333333,-0.205714285714286,0.264144144144144,0.131696936674042,-0.02,-0.00888888888888889,0.153501863625532,0,-0.102328662478431,-0.144094250511534,-0.118015052691911,-0.29796636290707,-0.169176769965081,-0.147528022771247,-0.179861366703472,-0.0751273052236194,-0.272515774659455
"TWIST1",0.141763495263977,-0.0431659729905344,-0.0797366884323406,-0.0933333333333333,-0.0889855072463768,-0.112669717772693,-0.110182155583638,0.0253378981116324,0.0256803638650571,0.0256803638650571,0.0688280986153327,0.0611975765269792,0.0697911445279866,0.0575453041379436,0.0546125841839471,0.0625911445279866,0.15,0.0603174603174603,0.233333333333333,0.0380952380952381,-0.115055565903024,-0.173777777777778,-0.0968997800680969,-0.0817663817663818,-0.0740740740740741,-0.0965094504419523,-0.105150605150605,-0.0546070460704607,-0.199805175038052,-0.129724399164054,-0.194386455826229,-0.114637303806471,-0.094030532709778,-0.134507998252893,-0.1,-0.122161172161172,-0.137415409449308,0.177777777777778,0.146060606060606,-0.126923076923077,0.118474399164054,0.0642386043259272,-0.0380952380952381,-0.0603174603174603,0.347829650353862,-0.0666666666666667,-0.215037220181529,-0.112593589206492,-0.182615083691917,0.090357023690357,-0.0256803638650571,0.0440758819670787,-0.0215318116919948,0.0880542842613781,-0.153758135518397
"Destcompl",-0.248568898546929,-0.0374200842840991,-0.19508988762567,-0.113333333333333,-0.113333333333333,-0.119344262295082,-0.115968734868922,-0.10664556144255,-0.104761730987291,-0.104761730987291,0.204877926090357,0.198907776836626,0.205390216125331,0.200453605425618,0.198770790535256,0.199267767145739,-0.161904761904762,0.208360513155034,0.0333333333333333,0.196031746031746,0.124658418504572,-0.0579638752052545,0.121299081035923,-0.00839796318057187,0.000297688993341169,-0.205266696701332,0.120714285714286,-0.0498797764890968,-0.0657358959306431,-0.00283084558687359,-0.0616740003793859,0.0221271731321673,-0.0106023719982071,-0.00292936775436127,0.133333333333333,0.146902803424543,0.140862534968167,0.0436781609195402,0.000816326530612243,0.153209109730849,-0.00401125967628431,0.159543406092573,-0.196031746031746,-0.208360513155034,0.290485671537865,-0.188888888888889,0.00138126142608302,-0.255733559893599,-0.199764089585446,0.231273218507261,0.104761730987291,0.167662796779189,0.0957259113556119,0.181902613534684,0.152501025020955
"ERK",0.309380169780773,-0.0350093827941522,0.27656940360076,0.140344827586207,0.138217168011739,0.0498838346784055,0.0429200463775698,0.126607501409482,0.12539738039738,0.12539738039738,-0.0259293338240707,-0.0246570691930274,-0.0301398601398601,-0.0280926330096321,-0.0272592996762988,-0.0278842210421158,-0.0160714285714286,-0.0392307692307692,-0.0333333333333333,-0.02,0.0524133655591243,0.0535300546448087,0.0492746392861148,0.0520014859430918,0.0468919968919969,0.147611147897879,0.047754882447209,-0.0323990969047857,0.0607195971284689,-0.0721484932058641,0.0544394038917539,-0.0785811009948941,0.0528325108738397,-0.075994647052018,0.0285714285714286,0.0216329258976318,0.0289723754389162,-0.0453333333333333,0.0847619047619048,0.0251623376623377,0.0838273253226524,-0.0699885545130786,0.0157894736842105,0.0350202429149798,0.266919896239683,0,-0.150896427434102,0.0267537991835615,-0.12209245353768,-0.190536747468977,-0.12539738039738,-0.0953794835533562,-0.197597780859917,-0.044117345310949,-0.285013939776946
"MEK",0.309834302387494,-0.0323322174398215,0.279076367389061,0.13,0.140344827586207,0.138217168011739,0.0498838346784055,0.12539738039738,0.121270396270396,0.121270396270396,-0.0350202429149798,-0.0259293338240707,-0.0392307692307692,-0.0272592996762988,-0.0246570691930274,-0.0301398601398601,-0.0285714285714286,-0.02,-0.0333333333333333,0,0.057532819484039,0.0453333333333333,0.047754882447209,0.0468919968919969,0.0353535353535353,0.14981703025082,0.0525519304176888,-0.0269727403156384,0.0535300546448087,-0.0838273253226524,0.0607195971284689,-0.0760169984307915,0.0520014859430918,-0.0721484932058641,0.1,0.0251623376623377,0.0216329258976318,-0.0333333333333333,0.08,0.0160714285714286,0.0847619047619048,-0.0726993978865726,0,0.0157894736842105,0.26773143816935,0,-0.151548675975125,0.0275668073136428,-0.12503633578239,-0.190379267154016,-0.121270396270396,-0.0935276317015044,-0.193714285714286,-0.0461977891389656,-0.285878276492467
"RKIP",0.307131599684791,-0.0267766618842659,0.280392156862745,0.13,0.13,0.140344827586207,0.138217168011739,0.121270396270396,0.134090909090909,0.134090909090909,-0.0157894736842105,-0.0350202429149798,-0.02,-0.0246570691930274,-0.0259293338240707,-0.0392307692307692,-0.1,0,-0.1,0,0.0611691831204026,0.0333333333333333,0.0525519304176888,0.0353535353535353,0.0444444444444444,0.147030652541842,0.0515618314077878,-0.0367766618842659,0.0453333333333333,-0.0847619047619048,0.0535300546448087,-0.0859269083407014,0.0468919968919969,-0.0838273253226524,0.1,0.0160714285714286,0.0251623376623377,-0.0333333333333333,0.1,0.0285714285714286,0.08,-0.0776174306734578,0,0,0.269191292183948,0,-0.154827364499715,0.0275668073136428,-0.125280238221415,-0.188791965566714,-0.134090909090909,-0.0960917342656069,-0.184825396825397,-0.054622697563874,-0.286505891555228
"RAF",0.307131599684791,-0.0267766618842659,0.280392156862745,0.13,0.13,0.140344827586207,0.138217168011739,0.121270396270396,0.134090909090909,0.134090909090909,-0.0157894736842105,-0.0350202429149798,-0.02,-0.0246570691930274,-0.0259293338240707,-0.0392307692307692,-0.1,0,-0.1,0,0.0611691831204026,0.0333333333333333,0.0525519304176888,0.0353535353535353,0.0444444444444444,0.147030652541842,0.0515618314077878,-0.0367766618842659,0.0453333333333333,-0.0847619047619048,0.0535300546448087,-0.0859269083407014,0.0468919968919969,-0.0838273253226524,0.1,0.0160714285714286,0.0251623376623377,-0.0333333333333333,0.1,0.0285714285714286,0.08,-0.0776174306734578,0,0,0.269191292183948,0,-0.154827364499715,0.0275668073136428,-0.125280238221415,-0.188791965566714,-0.134090909090909,-0.0960917342656069,-0.184825396825397,-0.054622697563874,-0.286505891555228
"Ecadherin",-0.0922640210163098,-0.0237068801079923,-0.0516770548873278,-0.0963636363636364,-0.078716577540107,-0.0921186393957771,-0.101138247238914,-0.053367206788173,-0.0569984917043741,-0.0569984917043741,0.0524669402644779,0.0541391810671535,0.0514324575058572,0.0423090110580955,0.0438029419637911,0.0534324575058572,-0.04,0.0324669402644779,0.1,0.0254901960784314,0.0412059002978861,-0.0208333333333333,0.0537979436431905,0.0667202683371973,0.0677511961722488,-0.109448298442712,0.0414492753623188,-0.0263009845288326,-0.0455645161290323,0.0485232815964523,-0.0534385318770638,0.0719343301059022,0.0514786326494649,0.0407475130611901,0.1,0.077037037037037,0.0653487253487254,0.0333333333333333,-0.0221818181818182,0.0733333333333333,-0.0421818181818182,0.0472368600388801,-0.0254901960784314,-0.0324669402644779,-0.0594865785088142,-0.0666666666666667,-0.0467488863960898,0.0406556871030377,0.0963053872505092,0.105263304623421,0.0569984917043741,0.0336153715561653,-0.00299720140832355,0.0478755370552939,0.0970724120453171
"TGFR",0.0790159245084867,-0.0223375850818535,0.225844155844156,0.147619047619048,0.11077694235589,0.13077694235589,0.137626257424383,0.102892648287385,0.0982142857142857,0.0982142857142857,0.00389937106918239,0.0052151605428666,-0.0151482479784367,0.00750070773074934,0.00617209834190966,-0.0132127641074689,0.0833333333333333,-0.00571428571428572,-0.00666666666666668,0.0142857142857143,0.0570955666541567,0.0198850574712644,0.038172495242866,-0.0633333333333333,-0.0633333333333333,0.245722984529992,0.047781036168133,-0.0190712287966293,0.0417600574712644,-0.00293650793650794,0.0434549727255017,-0.00372480946052239,-0.0511031175059952,-0.000808848362039854,-0.0333333333333333,-0.0652882205513784,-0.0513347321792854,-0.0233333333333333,-0.124444444444444,-0.0547619047619048,-0.0863492063492064,-0.0473479754967877,-0.0333333333333333,-0.0133333333333333,-0.00377134420581171,0,-0.0595039270616739,-0.00706924480171977,-0.0409692644284234,-0.314898817630997,-0.0982142857142857,-0.1844533115048,-0.144996751137102,-0.195199683669435,-0.08755297336699
"KLF4",-0.0938092748794444,-0.0218111455108359,-0.0475572047000618,-0.16,-0.0963636363636364,-0.078716577540107,-0.0921186393957771,-0.0569984917043741,-0.0614102564102564,-0.0614102564102564,0.0324669402644779,0.0524669402644779,0.0324669402644779,0.0438029419637911,0.0541391810671535,0.0514324575058572,-0.1,0.0254901960784314,0,0.0666666666666667,0.0405347593582888,-0.0333333333333333,0.0414492753623188,0.0677511961722488,0.0309090909090909,-0.100695970695971,0.04,-0.0111111111111111,-0.0208333333333333,0.0421818181818182,-0.0455645161290323,0.0767398220967489,0.0667202683371973,0.0485232815964523,0.1,0.0733333333333333,0.077037037037037,0.1,-0.0181818181818182,0.04,-0.0221818181818182,0.0465503611830449,-0.0666666666666667,-0.0254901960784314,-0.0582222798935222,-0.1,0.0568538399914468,0.0458103262782954,0.0877156436607656,0.0991021671826625,0.0614102564102564,0.0415267639612286,-0.0108919382504288,0.0432200435729848,0.0957676590164262
"HEY1",-0.0938092748794444,-0.0218111455108359,-0.0475572047000618,-0.16,-0.0963636363636364,-0.078716577540107,-0.0921186393957771,-0.0569984917043741,-0.0614102564102564,-0.0614102564102564,0.0324669402644779,0.0524669402644779,0.0324669402644779,0.0438029419637911,0.0541391810671535,0.0514324575058572,-0.1,0.0254901960784314,0,0.0666666666666667,0.0405347593582888,-0.0333333333333333,0.0414492753623188,0.0677511961722488,0.0309090909090909,-0.100695970695971,0.04,-0.0111111111111111,-0.0208333333333333,0.0421818181818182,-0.0455645161290323,0.0767398220967489,0.0667202683371973,0.0485232815964523,0.1,0.0733333333333333,0.077037037037037,0.1,-0.0181818181818182,0.04,-0.0221818181818182,0.0465503611830449,-0.0666666666666667,-0.0254901960784314,-0.0582222798935222,-0.1,0.0568538399914468,0.0458103262782954,0.0877156436607656,0.0991021671826625,0.0614102564102564,0.0415267639612286,-0.0108919382504288,0.0432200435729848,0.0957676590164262
"FOXC2",-0.0938092748794444,-0.0218111455108359,-0.0475572047000618,-0.16,-0.0963636363636364,-0.078716577540107,-0.0921186393957771,-0.0569984917043741,-0.0614102564102564,-0.0614102564102564,0.0324669402644779,0.0524669402644779,0.0324669402644779,0.0438029419637911,0.0541391810671535,0.0514324575058572,-0.1,0.0254901960784314,0,0.0666666666666667,0.0405347593582888,-0.0333333333333333,0.0414492753623188,0.0677511961722488,0.0309090909090909,-0.100695970695971,0.04,-0.0111111111111111,-0.0208333333333333,0.0421818181818182,-0.0455645161290323,0.0767398220967489,0.0667202683371973,0.0485232815964523,0.1,0.0733333333333333,0.077037037037037,0.1,-0.0181818181818182,0.04,-0.0221818181818182,0.0465503611830449,-0.0666666666666667,-0.0254901960784314,-0.0582222798935222,-0.1,0.0568538399914468,0.0458103262782954,0.0877156436607656,0.0991021671826625,0.0614102564102564,0.0415267639612286,-0.0108919382504288,0.0432200435729848,0.0957676590164262
