"","ZEB2","TGF","PAK1","GSK3","AKT","NFB","Csn","ERK","cateninmemb","IKK","cfos","RKIP","EGR1","cMet","CD44","RAF","PI3K","DELTA","RAS","AXIN2","Destcompl","SNAI2","LIV1","SOSGRB2","STAT","TCFLEF","DSH","cateninnuc","SNAI1","GLI","SRC","Wnt","Frizzled","TWIST1","TrCP","SUFU","SHH","Patched","MEK","HEY1","SMO","FUS","miR200","KLF4","ILK","Csl","SMAD","NOTCH","Ecadherin","NOTCHic","Jagged","TGFR","CDC42","FOXC2","ZEB1"
"cfos",-0.215550174872209,-0.219824293353705,-0.214285714285714,0.0514258658008658,-0.0616228070175439,-0.0333333333333333,-0.0333333333333333,-0.29304347826087,-0.0135956074378788,-0.0458333333333333,-0.28,-0.186993006993007,-0.12,0.0259259259259259,0.0259259259259259,0.0641067538126362,0.0641067538126362,0.0641067538126362,0.0665457782028801,0.0363711001642036,0.0242202151298024,0.151254147312541,-0.1,0.0805555555555556,0,-0.020975430876421,0,-0.0161606160616062,0.137638226752151,-0.0259259259259259,0,-0.0259259259259259,0,0.125125541125541,0,0.0333333333333333,0.0571940604198669,0.0460829493087558,0.260840088430361,0.0744627686156921,0.0428571428571429,0.0761904761904762,0.109184279772515,0.222920634920635,0.0751322751322751,0.0666666666666667,0.0815838880355009,0.042051282051282,0.0455069376993354,0.058974358974359,0.0490625,0.22436974789916,0.238095238095238,0.223487053357929,0.215550174872209
"Csl",-0.214688659353564,-0.214470709535783,-0.223111111111111,0.0104656299328762,-0.058656330749354,-0.0555555555555556,-0.0444444444444444,-0.236190476190476,-0.111532166741103,-0.0625322997416021,-0.253333333333333,-0.179612279076472,-0.253333333333333,-0.0382550782550782,-0.0419285476428334,0.0148799626160945,0.0148799626160945,0.0148799626160945,0.0130417273219769,-0.0241587251543841,-0.0307270451878424,0.0979556863157068,0.06,0.0679429727311627,0.0523076923076923,0.0439132804672608,0.0523076923076923,0.0404255732059687,0.130306649871867,0.0422637040378976,0.0371561771561772,0.0382314459733814,0.0371561771561772,0.138948227566261,0.0333333333333333,0.0583333333333333,0.0503897828490513,0.0486656449180168,0.244886128364389,-0.0281006404791571,0.0411387631975867,0.0352564102564102,0.109179962053134,0.209154589371981,0.078359027064063,0.0531797235023041,0.0766923603973964,0.0498304412056534,0.158340356145698,0.0452849866601989,0.058917821585454,0.211522863730795,0.213433691756272,0.227571375602521,0.214688659353564
"Wnt",-0.213151602104256,-0.150724637681159,-0.1,0.136520376175549,0.0866666666666667,0.0666666666666667,0.1,-0.106666666666667,0.0152542372881356,0.0866666666666667,-0.0666666666666667,-0.118333333333333,-0.1,0.025,0.0407894736842105,0.106015037593985,0.106015037593985,0.106015037593985,0.0969241285030759,0.0478787878787879,-0.00623297373869456,0.108965517241379,0,0.0757575757575758,-0.1,-0.0657894736842105,0,-0.0611537120948066,0.0628364389233954,-0.0407894736842105,-0.1,-0.025,0,0.0847058823529412,-0.1,0,0.0439393939393939,0.0772727272727273,0.147843137254902,0.0456410256410256,0.05,0,0.103232323232323,0.196078431372549,0.058974358974359,0.05,0.0566487775790101,0.142857142857143,0.0186645311153572,0.0928571428571429,0.0271078431372549,0.133333333333333,0.1,0.155303643724696,0.213151602104256
"NOTCH",-0.21304347826087,-0.213433691756272,-0.2,0.0126175548589342,-0.0555555555555556,-0.0333333333333333,0,-0.253333333333333,-0.107125829704548,-0.0444444444444444,-0.22,-0.165605658709107,-0.2,-0.0523076923076923,-0.0371561771561772,0.00424242424242424,0.00424242424242424,0.00424242424242424,0.0143873517786561,-0.0209703504043127,-0.0290890195936925,0.10377672436496,0,0.0642105263157895,0,0.0382550782550782,0,0.0419285476428334,0.124358974358974,0.0371561771561772,0.06,0.0523076923076923,0.06,0.131966101694915,0,0,0.0411387631975867,0.0352564102564102,0.253333333333333,-0.0289855072463768,0.0583333333333333,0.0333333333333333,0.104329004329004,0.224154589371981,0.0714285714285714,0.12,0.0747619047619048,0.0531797235023041,0.162591397849462,0.162857142857143,0.0532852332852333,0.223111111111111,0.211111111111111,0.23,0.21304347826087
"NOTCHic",-0.210821256038647,-0.211522863730795,-0.211111111111111,0.0117911085779424,-0.0625322997416021,-0.0444444444444444,-0.0333333333333333,-0.253333333333333,-0.11260250313254,-0.0555555555555556,-0.253333333333333,-0.175464813638684,-0.22,-0.0371561771561772,-0.0382550782550782,0.0143873517786561,0.0143873517786561,0.0143873517786561,0.0148799626160945,-0.0223592392932016,-0.0304223529270258,0.0999691091344987,0,0.068755980861244,0.06,0.0419285476428334,0.06,0.0439132804672608,0.129120879120879,0.0382314459733814,0.0523076923076923,0.0371561771561772,0.0523076923076923,0.135110755782966,0,0.0333333333333333,0.0486656449180168,0.0411387631975867,0.236190476190476,-0.0274470457079153,0.0352564102564102,0.0583333333333333,0.107219177739409,0.213440303657695,0.0747619047619048,0.162857142857143,0.078359027064063,0.0452849866601989,0.158456635215465,0.0531797235023041,0.0552719882521207,0.213433691756272,0.223111111111111,0.223548387096774,0.210821256038647
"CD44",-0.207936507936508,-0.213055555555556,-0.2,0.0892857142857143,-0.106666666666667,-0.1,-0.1,-0.225,0.198003663003663,-0.1,-0.225,-0.248518518518518,-0.2,0.25,0.13,0.0285714285714286,0.0285714285714286,0.0285714285714286,0.0314285714285714,0.1,-0.0608370620975663,-0.161567321567322,-0.1,0.0833333333333333,-0.1,-0.104418604651163,0,-0.115187835420394,0.189526847421584,-0.13,-0.2,-0.15,-0.1,0.157875457875458,0,0.1,0.147272727272727,0.12,0.235,0.126900584795322,0.1,0.1,0.139995608256478,0.303174603174603,0.133333333333333,0.1,0.139455782312925,0.0804511278195489,-0.199950602540441,0.0857142857142857,0.0935198135198135,0.2075,0.22,0.2,0.207936507936508
"GSK3",-0.204114363951219,-0.141361642952311,-0.150724637681159,0.0377100922069631,0.0704512967875037,0.0679166666666667,0.0866666666666667,-0.124646256163284,0.00407473404088531,0.0644683908045977,-0.140435729847495,-0.116166202218834,-0.147843137254902,0.0611537120948066,0.0530584739995685,0.116434924947638,0.116434924947638,0.116434924947638,0.111392908140915,0.0461739529653604,-0.0118325801795988,0.103263517581222,-0.025,0.0678096907818973,-0.0407894736842105,-0.052435143634475,-0.0407894736842105,-0.0571719857397381,0.0801577671850675,-0.0527237442477819,-0.0657894736842105,-0.0612143102855177,-0.0657894736842105,0.0702028227315118,-0.0866666666666667,0.0772727272727273,0.0631895054369457,0.0612756298388596,0.136578074345102,0.0540699053939676,0.0471652003910068,0.0439393939393939,0.0977434460985343,0.197161179746485,0.0707203698907717,0.121288515406162,0.0681716442535903,0.118131672249319,0.0215933202594315,0.108001802119449,0.0253111630448695,0.135207796798465,0.138343685300207,0.135514212429757,0.204114363951219
"SMAD",-0.201987728209672,-0.176174182504421,-0.195238095238095,-0.0672773383675639,-0.158552754435107,-0.143650793650794,-0.138888888888889,-0.242514199978566,0.0275652426000332,-0.165219421101774,-0.279723502304147,-0.175772048883772,-0.257142857142857,0.0157796451914099,0.0103250997368644,-0.0348523790619861,-0.0348523790619861,-0.0348523790619861,-0.0358392211672492,0.0276090408614354,0.0181361752321807,0.143363293768552,0,0.0795770482105886,0.0142857142857143,-0.00286241316970026,0.0142857142857143,-0.00863748915754221,0.130526389381228,-0.00987341994536239,-0.00793650793650794,-0.0156288156288156,-0.00793650793650794,0.109567172663664,0.15,0.183333333333333,0.155062043131771,0.147255351681957,0.250206507670874,0.136275133771775,0.140833333333333,0.145833333333333,0.103496260596785,0.199781359278993,0.173175591531756,0.140952380952381,0.0726994010555654,0.119113300492611,0.0140337746737326,0.119113300492611,0.140287250384025,0.174182150631911,0.182562038900067,0.182440925027542,0.201987728209672
"Frizzled",-0.200280314975543,-0.138343685300207,-0.1,0.143187042842215,0.0679166666666667,0.0866666666666667,0.0666666666666667,-0.147843137254902,0.0104923325262308,0.0866666666666667,-0.106666666666667,-0.0969047619047619,-0.0666666666666667,0.0407894736842105,0.0657894736842105,0.0969241285030759,0.0969241285030759,0.0969241285030759,0.115034364723548,0.0548555320648344,-0.0102117535795434,0.112435548787121,-0.1,0.0606060606060606,-0.1,-0.0611537120948066,0,-0.0530584739995685,0.0691856452726018,-0.0657894736842105,-0.025,-0.0407894736842105,-0.025,0.0551820728291317,-0.1,0,0.0471652003910068,0.0439393939393939,0.140435729847495,0.0477686852154937,0.0772727272727273,0.05,0.0907323232323232,0.215126050420168,0.0566487775790101,0.0928571428571429,0.0650599925322811,0.121288515406162,0.0272892397400659,0.142857142857143,0.0119563279857398,0.150724637681159,0.133333333333333,0.136698992561906,0.200280314975543
"DSH",-0.197130708676331,-0.135207796798465,-0.133333333333333,0.139706764419941,0.0644683908045977,0.0866666666666667,0.0866666666666667,-0.140435729847495,0.00212955278535922,0.0679166666666667,-0.147843137254902,-0.107394272394272,-0.106666666666667,0.0657894736842105,0.0611537120948066,0.115034364723548,0.115034364723548,0.115034364723548,0.116434924947638,0.0493702999973239,-0.0125018299154212,0.105334268228331,-0.1,0.0654841093865484,-0.025,-0.0530584739995685,-0.025,-0.052435143634475,0.0804899930986887,-0.0612143102855177,-0.0407894736842105,-0.0657894736842105,-0.0407894736842105,0.0608558316943799,-0.0666666666666667,0.05,0.0612756298388596,0.0471652003910068,0.124646256163284,0.0530318431102306,0.0439393939393939,0.0772727272727273,0.0931713476225671,0.202504691196867,0.0650599925322811,0.142857142857143,0.0707203698907717,0.108001802119449,0.0228116277997674,0.121288515406162,0.0181578783733367,0.138343685300207,0.150724637681159,0.126742282605196,0.197130708676331
"PI3K",-0.194832594900758,-0.133216642754663,-0.1,0.13486050986051,0.176168929110106,0.2,0.166666666666667,-0.150700280112045,-0.0139776456601758,0.194117647058824,-0.10952380952381,-0.0829023917259211,-0.0666666666666667,0.0352657004830918,0.0583426235600149,0.0984935064935065,0.0984935064935065,0.0984935064935065,0.116301725671589,0.0483809523809524,-0.0184970662985159,0.127558545994198,-0.1,0.0876923076923077,-0.1,-0.053257877797303,-0.1,-0.0464537540859628,0.0566545893719807,-0.0583426235600149,-0.0222222222222222,-0.0352657004830918,-0.0222222222222222,0.0530835284933646,-0.2,0,0.0553418803418803,0.0525641025641026,0.142503558800569,0.0566105001177143,0.0833333333333333,0.05,0.0851801130489655,0.209649122807018,0.0654101640656262,0.1,0.0742101640656262,0.134491315136476,0.0567642626229737,0.153846153846154,0.0205263157894737,0.145411764705882,0.129411764705882,0.137632984901278,0.194832594900758
"AKT",-0.192092868873361,-0.130497609522034,-0.129411764705882,0.131231477602445,0.0731386260798026,0.194117647058824,0.2,-0.142503558800569,-0.0218267791973827,0.176168929110106,-0.150700280112045,-0.0934613979371013,-0.10952380952381,0.0583426235600149,0.053257877797303,0.116301725671589,0.116301725671589,0.116301725671589,0.11654268952701,0.0429657899260787,-0.0202340390032305,0.121025882677615,-0.1,0.0921367521367521,-0.0222222222222222,-0.0464537540859628,-0.0222222222222222,-0.0458383694705782,0.0674315317278704,-0.053314690599121,-0.0352657004830918,-0.0583426235600149,-0.0352657004830918,0.0595055468419884,-0.166666666666667,0.05,0.0690260908681961,0.0553418803418803,0.127313685382848,0.0618736580124511,0.0525641025641026,0.0833333333333333,0.0878539098404094,0.196828609986505,0.0742101640656262,0.153846153846154,0.0792606691161313,0.122296193185257,0.0523703232290343,0.134491315136476,0.0271488323457651,0.133216642754663,0.145411764705882,0.1286104285103,0.192092868873361
"SOSGRB2",-0.190200501253133,-0.211187748421791,-0.192857142857143,0.214505700003596,-0.00804093567251462,-0.0111111111111111,0,-0.283655083655084,0.185681525681526,-0.016374269005848,-0.280952380952381,-0.290789473684211,-0.247619047619048,0.0950310559006211,0.09648033126294,0.210357815442561,0.210357815442561,0.210357815442561,0.202665507750253,0.086482398239824,-0.0745626111397923,-0.260583970674359,0,-0.075,-0.1,-0.101743489157677,-0.1,-0.104611557991329,0.160480454868515,-0.0943064182194617,-0.142857142857143,-0.0928571428571429,-0.142857142857143,0.145130434782609,0,0.2,0.242949926670857,0.252252252252252,0.313958113958114,0.124715909090909,0.233333333333333,0.2,0.124978083453165,0.178771929824561,0.239784946236559,0.272727272727273,0.241882848334461,0.305121638924456,-0.174678308064094,0.272727272727273,0.199709610187154,0.200549450549451,0.192857142857143,0.207045177045177,0.190200501253133
"RAF",-0.123190817790531,-0.0512327547841566,-0.0333333333333333,0.0268715524034673,-0.105194805194805,-0.114285714285714,-0.1,-0.140344827586207,0.175568677921619,-0.114285714285714,-0.13,-0.115756302521008,-0.13,0.0649122807017544,0.0764507422402159,-0.0594155844155844,-0.0594155844155844,-0.0594155844155844,-0.0688172938172938,0.0759024847632443,0.0352023039180829,-0.261379903246488,0,0.000825396825396826,-0.1,-0.092534658324132,-0.1,-0.0907534878406714,-0.0809748814173472,-0.0748717948717949,-0.133333333333333,-0.0633333333333333,-0.133333333333333,-0.0686571598336304,0.1,0.1,0.132131147540984,0.16,0.168004402054292,0.118079752226094,0.14,0.1,0.0827978018763451,0.111190817790531,0.133472400513479,0.0666666666666667,0.132482301503578,0.118065268065268,-0.167972941550017,0.0757575757575758,0.107427843803056,0.0409523809523809,0.0266666666666667,0.0501031535514294,0.123190817790531
"MEK",-0.111286055885769,-0.0402838496746676,-0.0266666666666667,0.0300656555975705,-0.115783040488923,-0.114285714285714,-0.114285714285714,-0.168004402054292,0.173861360848448,-0.105194805194805,-0.140344827586207,-0.094703670942061,-0.13,0.0764507422402159,0.092534658324132,-0.0688172938172938,-0.0688172938172938,-0.0688172938172938,-0.0564363414363414,0.0777042865650461,0.0337378687716394,-0.258703504219724,-0.1,-0.0102857142857143,-0.133333333333333,-0.0907534878406714,-0.133333333333333,-0.0855490268741287,-0.0739235993660652,-0.0909557109557109,-0.0649122807017544,-0.0748717948717949,-0.0633333333333333,-0.090268881445352,0.1,0.1,0.135399121397193,0.132131147540984,0.063004402054292,0.119897934044275,0.16,0.14,0.0719618885636516,0.124916307986609,0.132482301503578,0.0757575757575758,0.13580333471391,0.102736800911983,-0.1625084606757,0.118065268065268,0.0975917782292855,0.0512327547841566,0.0409523809523809,0.0338869373352132,0.111286055885769
"TGFR",-0.1014470336978,-0.0410021952043229,-0.131111111111111,0.123380084525353,-0.0609386839191001,-0.044047619047619,-0.0583333333333333,-0.308538011695906,0.0710307199128143,-0.0493107769423559,-0.292982456140351,-0.178614718614719,-0.266666666666667,0.0407547169811321,0.034175769612711,0.142261904761905,0.142261904761905,0.142261904761905,0.141677109440267,0.0377599140117023,-0.00477607241200676,-0.0319340026320496,-0.1,0.0755847953216374,0,-0.0308264873160603,0,-0.0277263987421011,0.0628195657922126,-0.0336579427875837,-0.02,-0.0407547169811321,-0.02,0.0231270594437854,0.0333333333333333,0.153333333333333,0.172351816676408,0.165007183908046,0.28525034046303,0.138446067534667,0.155632183908046,0.186666666666667,0.0875370566277129,0.104592096182485,0.170400782013685,0.273333333333333,0.1757388603055,0.24386173819565,-0.0527284552048528,0.256091954022989,0.149831380333397,0.0424206349206349,0.154920634920635,0.0424559928395129,0.1014470336978
"miR200",-0.0978629032258064,0.00674892987952871,0.0125,0.0530554072719782,-0.0118257908923252,-0.0147368421052632,-0.02,0.00155844155844156,-0.0887073638963233,-0.00616541353383459,0.0242857142857143,0.00570957375627869,0.0142857142857143,-0.0116350275566442,-0.0105114320510262,-0.0715384615384616,-0.0715384615384616,-0.0715384615384616,-0.0707903318626511,-0.0217914664446883,-0.0157740861277073,-0.0732091382196955,0,0.00409735654416505,0,0.00813047967007386,0,0.0105547220943163,-0.0098011248011248,0.00949264819687355,0.0130434782608696,0.0105915492957746,0.012,0.0699310709740158,0,-0.02,-0.0123844248761695,-0.0112974683544304,-0.00904143475572047,-0.00169491525423729,-0.0075,-0.0075,-0.00392318546609048,0.0991890959282264,-0.00265486725663717,-0.0194088669950739,-0.00234138763281272,-0.013018841668754,0.00807963921528148,-0.00906403940886699,-0.00887480220570606,-0.00500474383301708,-0.00661764705882353,0.00123204708570562,0.0978629032258064
"Destcompl",-0.0775966917756927,-0.0752424163857921,-0.0814285714285714,0.0170730388989955,0.0167135537722057,0.0198757763975155,0.0285714285714286,-0.0102648171500631,-0.00118506013499465,0.015371271893011,-0.0184615384615385,-0.00194411669146189,-0.0184615384615385,0.0170195986797909,0.0110494494260595,0.0419908200369681,0.0419908200369681,0.0419908200369681,0.0401069895817091,-0.0189958131830623,-0.0906443179803057,-0.0702316256136073,-0.0166666666666667,-0.00265263475300396,0.00476190476190476,-0.0081727370972924,0.00476190476190476,-0.00970256881580337,0.00596236232077279,-0.011345403480801,-0.00756686236138291,-0.0174678524603928,-0.00756686236138291,-0.00445263592649544,0,-0.0333333333333333,-0.0421045807889064,-0.0492612539030263,0.00646734879563267,0.0172386587771203,-0.0539244663382594,-0.0367816091954023,0.0602095155732007,0.0732680883525302,0.0211111111111111,0.0272385428907168,0.0212280701754386,0.01010209608406,0.0109501636629986,0.0131081081081081,-0.00129978762648409,0.0747498055483536,0.0821182266009852,0.0837524369355445,0.0775966917756927
"KLF4",-0.0748142414860681,-0.0382749445676275,-0.0409090909090909,0.0208752339038513,0.0542857142857143,0.04,0.1,-0.108128342245989,0.208676134163939,0.0542857142857143,-0.0963636363636364,-0.0257575757575758,-0.16,0.00355677154582763,-0.00774757628025932,0.0676923076923077,0.0676923076923077,0.0676923076923077,0.0610746606334842,0.0212308454834579,0.0186398781843958,0.0802223388599504,0.0333333333333333,0.0670097198399085,0,0.0013930612300921,0,-0.00122213179605983,0.0164358427182643,0.00851219397141375,-0.00588235294117647,-0.00355677154582763,-0.00588235294117647,0.0172113289760349,-0.1,0,-0.00309139784946236,-0.00416666666666667,0.11534483709135,0.0219862490450726,-0.0166666666666667,-0.0333333333333333,0.0654619454619455,0.0814814814814815,0.024,-0.0254545454545455,0.0167536231884058,-0.0129748927144478,-0.225349253337273,-0.0201913875598086,0.0116396347280905,0.0329090909090909,0.0289090909090909,-0.0154601062042078,0.0748142414860681
