"","GSK3","Patched","AKT","EGR1","FUS","SMO","ILK","STAT","FOXC2","KLF4","RAF","PI3K","DELTA","Destcompl","TCFLEF","DSH","RAS","Wnt","ZEB2","ZEB1","SOSGRB2","AXIN2","cateninnuc","CD44","Ecadherin","Frizzled","LIV1","Csl","GLI","SRC","SNAI1","NOTCH","cateninmemb","NOTCHic","RKIP","Jagged","ERK","cMet","MEK","TWIST1","TGF","SMAD","CDC42","IKK","cfos","NFB","HEY1","PAK1","SNAI2","TGFR","SHH","TrCP","SUFU","miR200","Csn"
"AKT",0.0947850238172819,-0.00299145299145299,0.0652634946752594,0.019047619047619,0.0333333333333333,0.00256410256410256,0.0144518607442977,-0.0555555555555556,0.0360822788679015,0.0461257309941521,0.0268070924509281,0.0268070924509281,0.0268070924509281,-0.0396543707432664,-0.0431691338119253,-0.0555555555555556,0.0304215502822534,-0.0420438498699368,-0.0334202656223009,-0.0334202656223009,0.123461538461538,-0.032842014784253,-0.0325537491965407,-0.0301794430902758,0.0751695234551248,-0.0251207729468599,0,0.0615384615384615,0.0291946878587636,0.0251207729468599,0.00635062898792875,0.0775888155903892,-0.0694539498337523,0.0873449131513648,-0.00155068716449791,-0.0101533635413036,-0.0547274647563944,0.0420438498699368,-0.0433350596931032,-0.0691068183688846,-0.0388422587957886,-0.00468755097998796,-0.0300588235294118,-0.164253393665158,-0.0366946778711485,-0.207843137254902,0.00204739474556637,-0.0220588235294118,0.0249362909724136,-0.0324978479196557,-0.0191138101664417,-0.1,0,0.093343446453379,-0.166666666666667
"TrCP",0.0676471861471861,0.00663651362576093,0.0415448343079922,-0.04,-0.00714285714285715,-0.0168202764976959,-0.0103857313534733,0.11,0.00451425650159139,0.0201321883944835,0.0517043944949253,0.0517043944949253,0.0517043944949253,0.0780907490025201,0.112373066135442,0.11,0.0467043944949253,0.114678362573099,-0.0315032583782146,-0.0315032583782146,-0.00160891089108911,0.0759286798649193,0.103131686825098,0.100521214283591,0.164361767489173,0.0988888888888889,0.05,0.0615384615384615,-0.101507630865782,-0.0988888888888889,0.0929169218544162,0.0527472527472528,-0.0982243084551173,0.0538461538461539,0.081325451712192,0.0512037747102931,0.0364627855563744,-0.112402402402402,0.031129452223041,0.143703839638622,-0.000551457542778661,0.020063150708312,-0.0123249299719888,-0.0230263157894737,0.000869565217391305,-0.0125,0.0126569068406973,-0.0142857142857143,0.134456850550355,-0.00929462694168576,0.0123634863742391,0,-0.0428571428571429,0.0910950351529629,-0.05
"PAK1",0.0676471861471861,0.00663651362576093,0.0415448343079922,-0.04,-0.00714285714285715,-0.0168202764976959,-0.0103857313534733,0.11,0.00451425650159139,0.0201321883944835,0.0517043944949253,0.0517043944949253,0.0517043944949253,0.0780907490025201,0.112373066135442,0.11,0.0467043944949253,0.114678362573099,-0.0315032583782146,-0.0315032583782146,-0.00160891089108911,0.0759286798649193,0.103131686825098,0.100521214283591,0.164361767489173,0.0988888888888889,0.05,0.0615384615384615,-0.101507630865782,-0.0988888888888889,0.0929169218544162,0.0527472527472528,-0.0982243084551173,0.0538461538461539,0.081325451712192,0.0512037747102931,0.0364627855563744,-0.112402402402402,0.031129452223041,0.143703839638622,-0.000551457542778661,0.020063150708312,-0.0123249299719888,-0.0230263157894737,0.000869565217391305,-0.0125,0.0126569068406973,-0.0142857142857143,0.134456850550355,-0.00929462694168576,0.0123634863742391,0,-0.0428571428571429,0.0910950351529629,-0.05
"LIV1",0.0676471861471861,0.00663651362576093,0.0415448343079922,-0.04,-0.00714285714285715,-0.0168202764976959,-0.0103857313534733,0.11,0.00451425650159139,0.0201321883944835,0.0517043944949253,0.0517043944949253,0.0517043944949253,0.0780907490025201,0.112373066135442,0.11,0.0467043944949253,0.114678362573099,-0.0315032583782146,-0.0315032583782146,-0.00160891089108911,0.0759286798649193,0.103131686825098,0.100521214283591,0.164361767489173,0.0988888888888889,0.05,0.0615384615384615,-0.101507630865782,-0.0988888888888889,0.0929169218544162,0.0527472527472528,-0.0982243084551173,0.0538461538461539,0.081325451712192,0.0512037747102931,0.0364627855563744,-0.112402402402402,0.031129452223041,0.143703839638622,-0.000551457542778661,0.020063150708312,-0.0123249299719888,-0.0230263157894737,0.000869565217391305,-0.0125,0.0126569068406973,-0.0142857142857143,0.134456850550355,-0.00929462694168576,0.0123634863742391,0,-0.0428571428571429,0.0910950351529629,-0.05
"SNAI1",0.0797263940679782,-0.0123634863742391,0.0401559454191033,-0.000869565217391305,-0.0168202764976959,0.00663651362576093,-0.020063150708312,0.0988888888888889,0.0153147647608036,0.0341508799832685,0.0467043944949253,0.0467043944949253,0.0467043944949253,0.0711280297042745,0.103131686825098,0.0988888888888889,0.0465401908824459,0.101507630865782,-0.0269522128677595,-0.0269522128677595,-0.0148164580609004,0.0887491926854321,0.109894722447194,0.112373066135442,0.162436689445469,0.114678362573099,0.11,0.0538461538461539,-0.112659367611669,-0.112402402402402,-0.00957418134843079,0.0576452119309262,-0.103923790320402,0.0527472527472528,0.0947145730511042,0.0622625982397049,0.031129452223041,-0.100521214283591,0.0185733984113818,0.155293583228366,-0.0118417801234238,0.00837803385714349,-0.00929462694168576,-0.0415448343079922,0.0364627855563744,-0.0230263157894737,0.0263473830311735,-0.0123249299719888,0.136702911562759,-0.000551457542778661,0.0129460106460837,-0.05,0.00714285714285715,0.0877328833758255,-0.0125
"Patched",0.0340659340659341,-0.0133333333333333,0.142857142857143,-0.1,0.1,0.0666666666666667,0.0833333333333333,0.1,-0.035,0.0388888888888889,0.192307692307692,0.192307692307692,0.192307692307692,0.0228971028971029,0.161111111111111,0,0.211057692307692,0.05,-0.025,-0.025,0,0.074025974025974,0.187324703344121,0.183333333333333,-0.0581742179072276,0.1,0.1,0.2,-0.075,-0.2,0.0505376344086022,0.221212121212121,0.149247311827957,0.266666666666667,0.0771428571428571,0.0996825396825397,-0.02,-0.15,0.0184615384615385,0.128703703703704,-0.06,-0.0533333333333333,-0.1,-0.1,0,-0.1,-0.0743589743589744,-0.1,-0.208337164750958,-0.06,-0.0116666666666667,0,-0.2,0.116666666666667,0
"Frizzled",0.104937304075235,-0.0155844155844156,0.05375,0.0333333333333333,0,0.0272727272727273,-0.0374677002583979,0,-0.0468694096601073,0.0322128851540616,0.00902255639097744,0.00902255639097744,0.00902255639097744,-0.00813369651619699,-0.00525693372504108,0.1,0.0113847611153869,-0.00263157894736842,-0.022709774564257,-0.022709774564257,0.0848484848484849,-0.0405355884425652,-0.0195426480107554,-0.0204887218045113,0.140955962474452,-0.05,-0.1,0.0857142857142857,0.0204887218045113,0.05,0.0654071773636991,0.0935574229691877,-0.0752488566047888,0.0523809523809524,0.0230952380952381,0.016010843731432,-0.0109803921568627,0.00263157894736842,-0.033202614379085,0.0647759103641457,0.0541614906832298,0.0103648965200802,0.06,-0.0975,0.00666666666666667,-0.06,0.0536170212765957,0,0.102137223974763,0.0513043478260869,0.0252618349392543,-0.1,0.1,0.0872632575757576,0
"FUS",0.0346828772746882,-0.0161111111111111,0.146857142857143,0.02,-0.0133333333333333,0.0116666666666667,0.0453968253968254,0.15,-0.0256079854809437,0.0503642987249545,0.211057692307692,0.211057692307692,0.211057692307692,0.027049199315368,0.16777583116367,0.05,0.215861185757474,0.0527777777777778,-0.0205911406883644,-0.0205911406883644,-0.0244939271255061,0.0709418018263595,0.181906265946278,0.187324703344121,-0.0589405324196878,0.075,0.2,0.221212121212121,-0.0797008547008547,-0.183333333333333,0.0639248760977306,0.230757575757576,0.157158938809932,0.226212121212121,0.0821256750122729,0.115388219544846,0.00331002331002331,-0.161111111111111,-0.00933365485089623,0.130628557414822,-0.0666992524439333,-0.0550742447516641,-0.06,-0.146857142857143,0.0184615384615385,-0.142857142857143,-0.0279821627647715,-0.06,-0.216354605120283,-0.0464864864864865,0.0130808080808081,-0.1,-0.0666666666666667,0.113307849772319,-0.1
"GSK3",0.000421628345303174,-0.00133545457115613,0.0708734895372826,0.0109803921568627,-0.0155844155844156,-0.0252618349392543,-0.0197988587842311,-0.00263157894736842,-0.0548438913187995,0.00702945670968305,0.0172671140565634,0.0172671140565634,0.0172671140565634,-0.00925460243673132,-0.00716508790389873,-0.00263157894736842,0.012855349350681,-0.00414885252346553,-0.0204680785504043,-0.0204680785504043,0.0912466697605665,-0.0364510461232388,-0.0164414036933724,-0.0195426480107554,0.137477239565338,-0.0204887218045113,-0.05,0.0935574229691877,0.019243192146107,0.0204887218045113,0.0591709599242461,0.0836872930990578,-0.0794813285721213,0.0844665138782786,0.0133085335716915,0.00857577328498824,-0.0174131406948744,0.00525693372504108,-0.0162767770585108,0.0610046042554107,0.0602894277867767,0.0322426368951756,0.0541614906832298,-0.057198275862069,-0.033202614379085,-0.05375,0.033183584744088,0.0513043478260869,0.103372683470274,0.0482381457354946,0.0132971770591944,-0.06,-0.0272727272727273,0.100794410179195,-0.0975
"STAT",0.106604361370717,-0.0576744186046512,0.0178853914447135,-0.0666666666666667,0,-0.06,-0.00209339774557166,0.114285714285714,-0.0262263122017723,0.126302238066944,0.132754342431762,0.132754342431762,0.132754342431762,0.0843725869334655,0.132893167120296,0.114285714285714,0.138724491685493,0.137012987012987,-0.0191680114757038,-0.0191680114757038,-0.130829228243021,0.0806091947268418,0.126337743997531,0.122483072483072,0.250892477599467,0.114285714285714,0.2,0.0490196078431373,-0.12440794499618,-0.114285714285714,0.124695067016362,0.0874872016505369,-0.108841475318377,0.078749337572867,0.126027992277992,0.043577627884761,0.0172549019607843,-0.137012987012987,0.0419860847564832,0.231287386609725,0.056441705383353,0.0239324782053418,0.0579545454545455,-0.0161904761904762,0.0466666666666667,-0.04,0.012,0.0454545454545455,0.00691305442220162,0.0395334928229665,0.0497098168347396,0.1,0.05,0.0847192297772601,0
"cfos",0.0781926406926407,-0.0168202764976959,0.0230263157894737,-0.2,0.0428571428571429,-0.00714285714285715,0.0105820105820106,0.05,0.0114108082257293,0.029968253968254,0.0382897603485839,0.0382897603485839,0.0382897603485839,0.0681659369724449,0.100521214283591,0.05,0.0517043944949253,0.0988888888888889,-0.0189630654521696,-0.0189630654521696,-0.0125,0.0903940886699507,0.112373066135442,0.112402402402402,0.16221643876945,0.11,0.1,0,-0.114678362573099,-0.11,0.0826543920214806,0.0538461538461539,-0.107015517246326,0.0615384615384615,0.094032634032634,0.0505902777777778,0.000869565217391305,-0.0988888888888889,0.0364627855563744,0.155116883116883,-0.00929462694168576,0.0103857313534733,-0.0142857142857143,-0.0125,0.04,-0.05,-0.00204897551224387,0,0.138615982557588,-0.0123249299719888,-0.00663651362576093,0.1,0,0.089572192513369,0
"CDC42",0.0781926406926407,-0.0168202764976959,0.0230263157894737,-0.1,0.0428571428571429,-0.00714285714285715,0.0105820105820106,0.05,0.0114108082257293,0.029968253968254,0.0382897603485839,0.0382897603485839,0.0382897603485839,0.0681659369724449,0.100521214283591,0.05,0.0517043944949253,0.0988888888888889,-0.0189630654521696,-0.0189630654521696,-0.0125,0.0903940886699507,0.112373066135442,0.112402402402402,0.16221643876945,0.11,0.1,0,-0.114678362573099,-0.11,0.0826543920214806,0.0538461538461539,-0.107015517246326,0.0615384615384615,0.094032634032634,0.0505902777777778,0.000869565217391305,-0.0988888888888889,0.0364627855563744,0.155116883116883,-0.00929462694168576,0.0103857313534733,-0.0142857142857143,-0.0125,0.04,-0.05,-0.00204897551224387,0.1,0.138615982557588,-0.0123249299719888,-0.00663651362576093,0.1,0,0.089572192513369,0
"SOSGRB2",-0.190885508445116,-0.0189189189189189,-0.314985380116959,0.104761904761905,-0.0333333333333333,0,-0.023010752688172,0,-0.0206471306471306,0.035,-0.259133709981168,-0.259133709981168,-0.259133709981168,0.0879969024264326,-0.00309033453198213,0,-0.264261915109373,-0.00238095238095238,-0.0178571428571429,-0.0178571428571429,0.0844444444444444,0.00919279427942794,0.00168978019077122,0.00848861283643892,-0.134993863554052,0.0142857142857143,0,-0.154545454545455,-0.0135610766045549,-0.0142857142857143,-0.063864960909737,-0.189540037427361,0.120172965172965,-0.185314685314685,-0.123391812865497,0.022216832865942,-0.0753324753324753,0.00745341614906832,-0.105635505635506,0.00228985507246377,0.0192432390304731,-0.00146477178735244,0.0171428571428571,0.294152046783626,-0.115873015873016,0.288888888888889,0.0248106060606061,0.00714285714285715,-0.238712661629592,0.0440659340659341,0.0212445003142678,0.3,0,-0.0461912510406418,0.3
"cateninnuc",0.0462120994827381,-0.224977881863128,0.232234848484848,0.0956521739130435,-0.218888888888889,-0.210692167577413,-0.0479365079365079,0.10979020979021,-0.117521112767014,0.0393816345773641,0.25052074052074,0.25052074052074,0.25052074052074,0.0153276624925165,0.123166525562051,0.10979020979021,0.253214343214343,0.118560311040954,-0.0142953773288975,-0.0142953773288975,-0.229939267468178,0.0544544941585881,0.0389908834742301,0.143554875076614,-0.137999479685066,0.152255963214867,0.163636363636364,0.28135593220339,-0.144647267562693,-0.151456876456876,-0.0794867340577439,0.289358046368295,0.165584726237579,0.303448955459204,-0.0900439808330627,0.14069464186284,-0.0953507875357077,-0.117761224282963,-0.0981030811136894,0.0857733749134918,0.121426776606418,0.0387959895190454,0.117054945054945,-0.225984848484848,-0.100414078674948,-0.235984848484848,0.0750560704989188,0.146285714285714,-0.249647037701987,0.138894025514715,0.216916879684479,-0.233333333333333,0.188888888888889,-0.0145317968418894,-0.220833333333333
"DSH",0.110737768112358,-0.0252618349392543,0.057198275862069,-0.00666666666666667,0.0272727272727273,-0.0155844155844156,-0.0103648965200802,-0.05,-0.0438391066298043,0.0215332735035762,0.0113847611153869,0.0113847611153869,0.0113847611153869,-0.0190115591116168,-0.0195426480107554,-0.05,0.0172671140565634,-0.0204887218045113,-0.00932394779260345,-0.00932394779260345,0.082409460458241,-0.0198604829573331,-0.00716508790389873,-0.00525693372504108,0.135600387408605,-0.00263157894736842,0,0.0523809523809524,0.00414885252346553,0.00263157894736842,0.0535231193926846,0.0844665138782786,-0.0883230615517853,0.0935574229691877,0.0265917415917416,0.0136852623360831,-0.033202614379085,0.0204887218045113,-0.0174131406948744,0.0747049883783301,0.0482381457354946,0.0197988587842311,0.0513043478260869,-0.05375,-0.0109803921568627,-0.0975,0.0273012318029115,0.06,0.106910215825753,0.0541614906832298,0.00133545457115613,0,0,0.0976291112342942,-0.06
"Ecadherin",0.0310261740883288,-0.0817876344086022,0.108840788840789,0.0890909090909091,-0.0666666666666667,-0.0979166666666667,-0.0228405797101449,0.0764705882352941,-0.0943152692659518,0.0133614627285513,0.125531674208145,0.125531674208145,0.125531674208145,0.0439096903631912,0.0544544941585881,0.0764705882352941,0.121900389291944,0.0636798905608755,-0.00865934001437941,-0.00865934001437941,-0.140711233486804,0.0251436922164848,0.0300847462594284,0.0234457768485009,0.0391092356663334,0.0136798905608755,0,0.151387559808612,-0.0236798905608755,-0.0136798905608755,-0.0112430999523625,0.149034438281766,-0.0375015702454727,0.125614363932324,-0.0259609393638286,0.023503654871129,-0.0883631953249904,-0.0632451079521799,-0.0832651561093041,0.00389323401613904,0.0875317752125409,0.0337364634873846,0.094969696969697,-0.120529100529101,-0.0832085561497326,-0.105714285714286,0.0357042878164078,0.0536363636363636,-0.126890401654205,0.0613111603843311,0.096748264329862,-0.1,0.1,-0.00758348624270412,-0.12
"cateninmemb",0.0310261740883288,-0.0817876344086022,0.108840788840789,0.0890909090909091,-0.0666666666666667,-0.0979166666666667,-0.0228405797101449,0.0764705882352941,-0.0943152692659518,0.0133614627285513,0.125531674208145,0.125531674208145,0.125531674208145,0.0439096903631912,0.0544544941585881,0.0764705882352941,0.121900389291944,0.0636798905608755,-0.00865934001437941,-0.00865934001437941,-0.140711233486804,0.0251436922164848,0.0300847462594284,0.0234457768485009,-0.177187396290983,0.0136798905608755,0,0.151387559808612,-0.0236798905608755,-0.0136798905608755,-0.0112430999523625,0.149034438281766,0.0665374628702258,0.125614363932324,-0.0259609393638286,0.023503654871129,-0.0883631953249904,-0.0632451079521799,-0.0832651561093041,0.00389323401613904,0.0875317752125409,0.0337364634873846,0.094969696969697,-0.120529100529101,-0.0832085561497326,-0.105714285714286,0.0357042878164078,0.0536363636363636,-0.126890401654205,0.0613111603843311,0.096748264329862,-0.1,0.1,-0.00758348624270412,-0.12
"RAF",-0.122931442080378,-0.125333333333333,-0.254437229437229,0.25,-0.133333333333333,-0.113333333333333,-0.126561831407788,0,0.048762157382847,0.0278335724533716,-0.0756493506493506,-0.0756493506493506,-0.0756493506493506,0.0167878998289211,-0.0161391240338609,0,-0.0867604617604617,-0.01,-0.00783357245337159,-0.00783357245337159,0.222920634920635,0.000281293952180028,-0.0118134242883138,-0.00425101214574899,-0.155946847693325,0,0,0.0333333333333333,-0.00153846153846154,0,-0.0375028905944155,-0.00687645687645688,0.124176445352916,-0.00303030303030303,-0.12843137254902,0.118241167434716,-0.218965517241379,0.0157894736842105,-0.255135730007337,-0.075377302436126,-0.0520071206052515,0.111710346259273,-0.0466666666666667,0.239285714285714,-0.25,0.214285714285714,0.129423151374371,-0.0666666666666667,-0.375532727166754,-0.0323809523809524,0.123693989071038,0.2,0.1,-0.0476022938594242,0.2
"SNAI2",0.106091400881858,-0.172484993997599,0.163318792411023,0.1,-0.16,-0.154117647058824,-0.0440643863179074,0.132727272727273,-0.120257257787745,0.0223076923076923,0.172358578775129,0.172358578775129,0.172358578775129,0.0887070356222995,0.149714613019999,0.132727272727273,0.175554925807092,0.144497896469727,-0.00420201384518565,-0.00420201384518565,-0.179580797836376,0.11152332011059,0.162913370783974,0.166003272813813,0.322533971537882,0.168441558441558,0.16,0.178070175438596,-0.166423030159567,-0.168441558441558,-0.0136464825642152,0.193084985190248,-0.135572157415975,0.200877192982456,-0.0185128205128205,0.168300530959681,-0.103921568627451,-0.144497896469727,-0.106624271330154,0.141396217961744,0.127501256913022,0.0397581662222137,0.122128851540616,-0.154885057471264,-0.105882352941176,-0.158333333333333,0.0618444846292947,0.141176470588235,0.175572345631525,0.141786971198736,0.168259641884923,-0.1,0.1,-0.00995822916549645,-0.133333333333333
