"","ZEB2","PI3K","STAT","cateninnuc","CDC42","cateninmemb","IKK","NFB","AKT","Csl","ILK","ZEB1","SMAD","KLF4","Jagged","SNAI2","EGR1","HEY1","RKIP","ERK","TrCP","SNAI1","cfos","miR200","MEK","Patched","SUFU","FUS","SHH","Csn","SMO","NOTCH","SOSGRB2","NOTCHic","TGFR","TGF","Ecadherin","SRC","PAK1","TWIST1","cMet","Frizzled","Wnt","CD44","TCFLEF","GLI","Destcompl","RAF","DELTA","DSH","RAS","AXIN2","FOXC2","LIV1","GSK3"
"GLI",-0.101761734084315,0.065097496968791,-0.15,-0.127501233469772,-0.145459770114943,-0.0934162527447416,-0.020437999761308,-0.010233918128655,-0.014187999761308,0.0240141467727675,-0.0205716853837013,0.315443079023724,-0.0194906043026202,-0.0955589875589875,0.00997451606142312,-0.245449134673955,-0.114285714285714,-0.0208361201145581,0.128082298370282,-0.0718614718614719,0.0166666666666667,0.125598075568906,-0.080952380952381,0.214033046416947,0.0801487646791514,0.139957035445757,0.142857142857143,0.142857142857143,0.142837693881971,-0.00555555555555556,0.14812030075188,-0.00901414677276747,0.26077500670421,-0.00901414677276747,0.128478638039471,0.122125696863,0.143947578489047,0.12741935483871,0.131666666666667,-0.0747252200732676,0.117663257277734,0.23741935483871,0.229184060721063,0.12197360210532,0.12684373197545,0.133013847955105,0.171295112742115,-0.065097496968791,-0.065097496968791,0.26,-0.0656915563747316,0.161373792270531,-0.194789301685587,0.15,0.0320662201604283
"SHH",-0.1,0.2,0.1,-0.0322222222222222,-0.1,-0.0721146953405018,0.1,0,0.1,-0.1,0,0.15,0,-0.1,-0.0371428571428572,0.0878927203065134,0,0,-0.06,0,0,-0.0166666666666667,0.1,0.1,0.06,0.133333333333333,0.2,0.2,0.0533333333333333,0,0.1,-0.0333333333333333,0,0,0,0.04,0.0422222222222222,-0.1,0.2,0.05,0,0,0.1,0.05,0.0433333333333333,0.15,-0.144155844155844,-0.2,-0.2,0,-0.192307692307692,-0.123809523809524,-0.025,0,-0.176923076923077
"NOTCHic",-0.0962157809983897,-0.0353886693017128,-0.02,-0.0284529138618561,0.0626666666666667,-0.0176118203554655,-0.0777777777777778,-0.0777777777777778,-0.0987080103359173,-0.18,-0.0576190476190476,0.252512077294686,-0.0684104145255224,-0.0929089026915114,-0.0691252480656454,-0.146796816117811,-0.02,0.0502675585284281,0.0762854758969378,0.00142857142857143,-0.1,0.0707529507529507,-0.02,0.168471836448715,-0.0157142857142857,0.086236802413273,0.0666666666666667,0.0916666666666667,0.0808604583272515,0.0666666666666667,0.0685897435897436,0.0834804753820034,0.0154066985645933,0.0703225806451613,-0.0400860215053763,-0.0458185055818095,0.0499273173052673,0.0430769230769231,-0.0666666666666667,-0.0660780300607611,0.0400466200466201,0.0430769230769231,0.0400466200466201,0.0257609057609058,0.0237200894343752,0.0282186630573727,0.0196128170894526,0.0353886693017128,0.0353886693017128,0.02,0.0270142850652596,0.0330016471997604,-0.107208689927584,0,0.0668091574047687
"NOTCH",-0.092512077294686,-0.0339393939393939,0,-0.0237200894343752,0.0666666666666667,-0.0145692240065811,-0.0777777777777778,-0.0666666666666667,-0.0777777777777778,-0.18,-0.0642857142857143,0.244363929146538,-0.0576190476190476,-0.103623188405797,-0.0631649831649832,-0.148199621729033,0,0.0456521739130435,0.0720601237842617,-0.02,0,0.0712820512820513,-0.02,0.157489177489178,-0.00142857142857143,0.0685897435897436,0.1,0.0666666666666667,0.086236802413273,0.1,0.0916666666666667,0.0703225806451613,0.00631578947368421,0.18,-0.0626666666666667,-0.0400860215053763,0.0482427843803056,0.02,-0.1,-0.0566440677966102,0.0430769230769231,0.02,0.0430769230769231,0.0400466200466201,0.0257609057609058,0.0400466200466201,0.0216128170894526,0.0339393939393939,0.0339393939393939,0,0.0353886693017128,0.0399460916442049,-0.0959183673469388,0,0.0701149425287356
"cfos",-0.0921307506053269,-0.097004357298475,-0.15,-0.129196523255929,0.00476190476190476,-0.0918963554146602,-0.104166666666667,-0.0916666666666667,-0.125219298245614,-0.05,-0.0605820105820106,0.276603635804604,-0.0750981396142686,-0.0808571428571429,-0.0491319444444444,-0.230435744304357,0.08,-0.0543478260869565,0.103426573426573,0.0391304347826087,-0.1,0.0963011671872432,0,0.191214667685256,-0.0543846720707443,0.102534562211982,0.0666666666666667,0.10952380952381,0.0938925869033396,0.0666666666666667,0.0928571428571429,0.0776923076923077,0.0611111111111111,0.0576923076923077,0.0128851540616247,-0.00529666412019353,0.140725669243142,0.15,-0.0285714285714286,-0.0362597402597403,0.131481481481481,0.15,0.131481481481481,0.120670670670671,0.123640967700374,0.123586744639376,0.155971862574833,0.097004357298475,0.097004357298475,0.15,0.0860287475423774,0.166617405582923,-0.12044681287149,0.1,0.162589285714286
"GSK3",-0.083403106507453,-0.0709573841969444,-0.173684210526316,-0.173001753505085,0.0265424430641822,0.0120130283056619,-0.156580459770115,-0.150833333333333,-0.15145225464191,-0.0914565826330532,-0.0642962887722641,0.203727876950929,-0.0620474132100452,-0.0836411078179141,0.00875202341446962,-0.178132363528705,0.0211764705882353,-0.0524353644007856,-0.00822948980843718,0.0500542205186168,-0.113333333333333,-0.00877060362399089,0.0508061002178649,0.146040571305079,-0.0398269477913441,0.102849706530688,0.127272727272727,0.103463203463203,0.10954827112399,0.138333333333333,0.103463203463203,0.095252786429257,0.0606737826363464,0.0991488903253609,-0.0415250214613947,-0.0412686112049845,0.123361533433266,0.16296992481203,-0.0179710144927536,0.0336702411915266,0.164956679778918,0.16296992481203,0.166237898668239,0.170194775017013,0.173133332452454,0.171426577913522,-0.100292161626127,0.0709573841969444,0.0709573841969444,0.173684210526316,0.0743187287347595,0.21178154940919,-0.0476241017244689,0.2,-0.0721596456300178
"SUFU",-0.0621738552754055,0.184180216934482,-0.0433333333333333,-0.027748471734713,-0.0843693693693694,-0.0750812545433898,0.10643956043956,0.110285714285714,0.107110701379158,0.0556060606060606,0.0151868919610855,0.163960521299088,0.0135702637855659,-0.0480075368388905,-0.04827866455832,0.0995011633099732,-0.0523076923076923,0.0128109187826317,0.00309441989854361,-0.0291102001446829,0.1,-0.00282975171257607,-0.0371561771561772,0.124677650579984,0.0329399873787255,0.0516919191919192,0.0533333333333333,0.0658333333333333,0.050533618033618,-0.114285714285714,0.0547222222222222,-0.0464069264069264,0.0911912648754754,-0.0487878787878788,0.0779863906459651,0.0714775149063201,0.0413997893922433,0.0322222222222222,0.0816666666666667,0.014331598480837,0.0254261057173679,0.138888888888889,0.131196581196581,0.0231704666196235,0.0253443796631018,0.129337845137102,-0.149695543809312,-0.184180216934482,-0.184180216934482,0.15,-0.187977685288913,-0.127269833254546,-0.0518474193098044,0.05,-0.180796782764248
"Patched",-0.0583333333333333,0.192307692307692,0.1,-0.0254261057173679,0,-0.0721146953405018,0.1,0.1,0.114285714285714,0,0,0.141666666666667,0.02,-0.0888888888888889,-0.0408465608465609,0.0972260536398467,0.1,0.00769230769230769,-0.0171428571428571,-0.06,0,0.00591397849462365,0,0.1,0.0523076923076923,0.0533333333333333,0.2,0.1,0.0658333333333333,0,0.133333333333333,-0.0606060606060606,0.0333333333333333,-0.0333333333333333,0.04,0.0816666666666667,0.0354261057173679,0,0.1,0.0314814814814815,0.05,0.1,0.15,0.0433333333333333,0.0322222222222222,0.15,-0.145254745254745,-0.192307692307692,-0.192307692307692,0,-0.173557692307692,-0.114718614718615,-0.025,-0.1,-0.172161172161172
"FUS",-0.0544443866763717,0.175883273703041,-0.05,-0.0253443796631018,-0.0816666666666667,-0.0745355519513025,0.110285714285714,0.114285714285714,0.10643956043956,0.0606060606060606,0.0184126984126984,0.163960521299088,0.0151868919610855,-0.0390255009107468,-0.0456658379549946,0.100621796137923,-0.06,0.0176301958910655,0.0116658484699722,-0.0371561771561772,0.1,0.00074776106425528,-0.0523076923076923,0.12690813385136,0.0291102001446829,0.0547222222222222,0.133333333333333,0.0533333333333333,0.0516919191919192,-0.1,0.0658333333333333,-0.0487878787878788,0.0960863697705803,-0.0556060606060606,0.0843693693693694,0.0779863906459651,0.0412968027805029,0.0433333333333333,0.04,0.0120635572437236,0.0322222222222222,0.15,0.138888888888889,0.0254261057173679,0.0231704666196235,0.131196581196581,-0.149961359864602,-0.175883273703041,-0.175883273703041,0.15,-0.184180216934482,-0.123756952692485,-0.0535843920145191,0,-0.180025574538027
"SRC",-0.0515648397723869,-0.24642469753859,0,0.0117806971171263,-0.0444444444444444,-0.00719203712019159,-0.207692307692308,-0.2,-0.218803418803419,-0.2,-0.109210526315789,0.290386343216532,-0.101102418207681,-0.171770025839793,-0.0493866149141379,-0.00597349508483655,0.233333333333333,-0.048990400529626,0.0540892798957315,0.22020202020202,-0.1,0.190289081482332,0.242424242424242,0.221838676621285,-0.233409567371832,0.101111111111111,0.1,0.05,0.118758169934641,0.2,0.09,0.169047619047619,-0.128571428571429,0.176190476190476,0.0634920634920635,0.098037518037518,0.0759999151175622,-0.025,0.0444444444444444,-0.129852216748768,0.015,-0.025,0.015,0.00352459016393443,-0.011109556177529,0.00352459016393443,-0.113125497690715,0.24642469753859,0.24642469753859,-0.1,0.255515606629499,-0.0394215648773853,-0.279864612511671,0,0.148744588744589
"HEY1",-0.0469091847265222,0.153717948717949,0.0333333333333333,0.0822373710749878,0.0945454545454545,-0.0128739485446803,0.165714285714286,0.18,0.169417989417989,0.0272727272727273,0.0533333333333333,-0.192105263157895,0.047536231884058,-0.0148148148148148,-0.0595638544364182,0.142904389136373,-0.16,0.0514132925897632,-0.123819830962688,-0.121497326203209,0.1,-0.146725196172508,-0.150909090909091,-0.172832722832723,0.118404542698054,-0.108333333333333,-0.2,-0.1,-0.120161290322581,-0.2,-0.0833333333333333,0.00305825482168401,-0.128473413379074,-0.0062200956937799,-0.0985454545454545,-0.117569844789357,-0.0348687788911706,-0.0627450980392157,-0.154545454545455,-0.0786535947712418,-0.0883264933880529,-0.0627450980392157,-0.0883264933880529,-0.0874569281706616,-0.0831091020837051,-0.0883264933880529,-0.16628716039737,-0.153717948717949,-0.153717948717949,-0.0333333333333333,-0.160335595776772,-0.155414756377955,0.00599807308821222,-0.1,-0.178036486341292
"FOXC2",-0.0469091847265222,0.153717948717949,0.0333333333333333,0.0822373710749878,0.0945454545454545,-0.0128739485446803,0.165714285714286,0.18,0.169417989417989,0.0272727272727273,0.0533333333333333,-0.192105263157895,0.047536231884058,-0.0148148148148148,-0.0595638544364182,0.142904389136373,-0.16,0.0514132925897632,-0.123819830962688,-0.121497326203209,0.1,-0.146725196172508,-0.150909090909091,-0.172832722832723,0.118404542698054,-0.108333333333333,-0.2,-0.1,-0.120161290322581,-0.2,-0.0833333333333333,0.00305825482168401,-0.128473413379074,-0.0062200956937799,-0.0985454545454545,-0.117569844789357,-0.0348687788911706,-0.0627450980392157,-0.154545454545455,-0.0786535947712418,-0.0883264933880529,-0.0627450980392157,-0.0883264933880529,-0.0874569281706616,-0.0831091020837051,-0.0883264933880529,-0.16628716039737,-0.153717948717949,-0.153717948717949,-0.0333333333333333,-0.160335595776772,-0.155414756377955,0.00599807308821222,-0.1,-0.178036486341292
"SMO",-0.0464689265536723,0.173557692307692,0,-0.0231704666196235,-0.04,-0.0721146953405018,0.114285714285714,0.1,0.110285714285714,0.0333333333333333,0.02,0.153531073446328,0.0184126984126984,-0.0472222222222222,-0.0408465608465609,0.10008319649699,0,0.021978021978022,0.0106349206349206,-0.0523076923076923,0,0.00829493087557603,-0.06,0.118987341772152,0.0371561771561772,0.0658333333333333,0.1,0.133333333333333,0.0547222222222222,-0.1,0.0533333333333333,-0.0556060606060606,0.0807017543859649,-0.0606060606060606,0.0816666666666667,0.0843693693693694,0.0380091315476262,0.05,0,0.0167755991285403,0.0433333333333333,0.15,0.15,0.0322222222222222,0.0254261057173679,0.138888888888889,-0.148355520448544,-0.173557692307692,-0.173557692307692,0.1,-0.175883273703041,-0.118166890580684,-0.0456896551724138,-0.1,-0.177015541093211
"TCFLEF",-0.0391450026581606,-0.167514891115974,-0.1,-0.0147801568420125,-0.208407871198569,-0.139852231583297,-0.146602429828236,-0.143376623376623,-0.153124168958671,-0.0291885860035071,-0.0511405787195261,0.373198608895977,-0.052479010841897,-0.0391408836261777,0.090317575747013,0.189381771366115,0.0342857142857143,-0.0482763345703682,0.146404922624788,0.0504065040650407,-0.114285714285714,0.256290822148563,0.0513588850174216,0.294795719675238,-0.04836568773851,0.137665130568356,0.1,0.12,0.139505621365902,0.123376623376623,0.124761904761905,0.0288889312578879,0.219944111776447,0.0272278016897816,0.211211609516326,0.213529490311028,0.190469380773329,0.11,0.215384615384615,-0.0601092169866533,0.115982905982906,0.115882352941176,0.121865258924082,0.115982905982906,0.0149519781478544,0.121865258924082,0.240062109103035,0.167514891115974,0.167514891115974,0.105882352941176,0.170537230143569,0.465130158730159,-0.254935403308239,0.1,0.236411222568629
"SOSGRB2",-0.026516290726817,0.410922787193974,0.1,0.172984664671072,0.0271428571428571,0.0946868296868297,0.437426900584795,0.411111111111111,0.454093567251462,0.390909090909091,0.249677419354839,-0.101278195488722,0.248978118655538,-0.0150877192982456,0.17338093382247,-0.251066095465438,-0.276190476190476,0.127272727272727,0.0796418128654971,-0.284598884598885,0.3,-0.138896943852168,-0.287301587301587,-0.0785337672494261,0.2997503997504,-0.263513513513513,-0.2,-0.2,-0.275141420490258,-0.4,-0.25,-0.397951344430218,0.202777777777778,-0.390909090909091,-0.0463736263736264,-0.061267243394903,-0.186434518653244,-0.171428571428571,-0.00714285714285715,0.0655072463768116,-0.184472049689441,-0.171428571428571,-0.188095238095238,-0.174327122153209,-0.17011659583742,-0.177950310559006,0.155472379969024,-0.410922787193974,-0.410922787193974,-0.1,-0.418615094886281,-0.211998074807481,0.0896092796092796,0,-0.27386125795663
"TGFR",-0.0202549130177471,0.204761904761905,-0.0333333333333333,-0.0198196338756439,-0.0638095238095238,-0.0250560571196795,0.205952380952381,0.205952380952381,0.201301218161683,0.206666666666667,0.0800977517106549,0.250298703977733,0.076894904735566,-0.0186603283571247,0.0716139997011803,-0.184972526174082,-0.20952380952381,0.057317859445519,0.164675324675325,-0.215839598997494,0.166666666666667,0.124793200899396,-0.235839598997494,0.195295947409407,0.202140968860507,-0.0632614942528736,-0.0466666666666667,-0.0466666666666667,-0.0683462400155854,-0.191666666666667,-0.0570114942528736,-0.202201273463987,0.267040285899935,-0.210114942528736,-0.0236904761904762,-0.0293642350557244,0.0433838681742433,0.0433333333333333,0.04,-0.132172136549361,0.030125786163522,0.0242857142857143,0.011078167115903,0.0169678914266799,0.0160109536276369,-0.00117989740022607,0.094949167211612,-0.204761904761905,-0.204761904761905,0.0142857142857143,-0.216457811194653,0.0257107659468174,-0.202294881879085,0,-0.147483025095358
"cateninmemb",-0.0194672770579921,0.052658371040724,-0.0254901960784314,-0.0373105654249323,0.0395151515151515,0.0317895351190805,0.0521693121693122,0.0447619047619048,0.0547667147667148,-0.00124401913875598,0.0183188405797101,-0.094340454565463,0.02195080183879,-0.0263947491795593,0.0492379169267041,0.0551701347797608,-0.0745454545454545,0.015448034003107,-0.0260843935803807,-0.0741209548486686,0.1,-0.023853852773482,-0.0627807486631016,-0.100231740120008,0.0815719352408255,0.0511424731182796,0.1,0.0666666666666667,0.0574416857167048,-0.04,0.0479166666666667,-0.00948682821494041,-0.0821980981613554,-0.00391062003650175,-0.0478078344419808,-0.041840384170733,0.0643061697313455,0.0278157774737802,-0.0141818181818182,0.0354888329012549,0.0373809948650846,0.0278157774737802,0.0364364671289526,0.0377154430256197,0.0368437120169024,0.0371031337956193,-0.064795465016684,-0.052658371040724,-0.052658371040724,0.0254901960784314,-0.0509823933870927,-0.054710810438104,-0.000693853852800694,0.0666666666666667,-0.068568145264418
"TGF",-0.0183681205649169,0.201190476190476,0,-0.0160109536276369,-0.04,-0.0236703758263769,0.205952380952381,0.191666666666667,0.205952380952381,0.186666666666667,0.0784848484848485,0.24011002473245,0.0800977517106549,-0.0347317569285533,0.0781357388316151,-0.185435489137045,-0.166666666666667,0.057317859445519,0.153246753246753,-0.235839598997494,0.2,0.132167832167832,-0.20952380952381,0.185032017790639,0.215839598997494,-0.0570114942528736,-0.0666666666666667,-0.0466666666666667,-0.0632614942528736,-0.166666666666667,-0.0466666666666667,-0.210114942528736,0.246052631578947,-0.206666666666667,0.0638095238095238,-0.0236904761904762,0.0411692174076334,0.0333333333333333,0.04,-0.121851851851852,0.0433333333333333,0.0142857142857143,0.0242857142857143,0.030125786163522,0.0169678914266799,0.011078167115903,0.0965620704374184,-0.201190476190476,-0.201190476190476,0,-0.204761904761905,0.0355820105820106,-0.188757763975155,0,-0.140881558102693
"MEK",-0.0124606590603721,0.0977605727605728,0.166666666666667,0.149224264687694,-0.00476190476190477,0.0908169719217065,0.231926406926407,0.210714285714286,0.244867583396995,0.166666666666667,0.130024212305698,-0.0776438705563526,0.137035282416399,-0.0190339550454328,0.0771517967313843,-0.252353936955783,-0.12,0.109597015450674,0.129636591478697,-0.151107850330154,0.2,-0.0529773997886417,-0.123448275862069,-0.0642253306864503,0.0627745169968207,-0.156918032786885,-0.1,-0.14,-0.152342869388192,-0.185714285714286,-0.152,-0.197379749204567,0.0702857142857143,-0.182051282051282,-0.00178015131286158,0.00989868080392674,-0.166834037790305,-0.16140350877193,0.0333333333333333,0.0294369682604977,-0.142172739541161,-0.166666666666667,-0.147435897435897,-0.140074837443258,-0.146436160598475,-0.145337995337995,0.109131371120314,-0.0977605727605728,-0.0977605727605728,-0.166666666666667,-0.092998667998668,-0.183585800990864,0.0548613600337738,-0.1,-0.113743917999237
