"","cateninmemb","Ecadherin","AXIN2","TrCP","LIV1","FOXC2","RAS","Frizzled","TCFLEF","cateninnuc","RAF","PI3K","DELTA","ZEB2","ZEB1","TWIST1","NFB","Jagged","Patched","SHH","SOSGRB2","SUFU","IKK","miR200","HEY1","EGR1","SMO","SNAI2","NOTCHic","Csn","GSK3","AKT","Csl","KLF4","RKIP","SMAD","ILK","SNAI1","NOTCH","cfos","FUS","ERK","MEK","SRC","PAK1","cMet","STAT","CD44","Wnt","Destcompl","GLI","DSH","TGF","CDC42","TGFR"
"DSH",-0.0525034175895109,-0.212761936210718,0.159021239774846,-0.2,0.1,0.14893090589541,0.377839763415444,0.105263157894737,0.113068266693223,0.11404778583837,0.375318755012083,0.375318755012083,0.375318755012083,-0.00552246302251979,-0.00552246302251979,-0.138464449609631,0.155,0.0484219244427863,0.024409998603547,0.0250234955360623,-0.140059127864006,0,0.1675,0.222272496304508,0.0055123898125018,-0.22,-0.0502164502164502,-0.212947189154273,-0.124929971988796,-0.18,0.473696756346568,0.196235632183908,-0.119047619047619,-0.0126267982921324,0.383228438228438,0.0431733921525722,-0.020909241209176,-0.321735679779158,0.13961528667411,0.272941176470588,0.0454545454545455,0.298867102396514,0.317664094877717,-0.105263157894737,0.3,-0.112406015037594,-0.1,-0.113068266693223,-0.112406015037594,0.332855007611329,-0.114366799351319,-0.1,0.354434176639903,0.334782608695652,0.354782608695652
"IKK",0.268456069070594,0.294296596586221,0.175238095238095,-0.2,0.1,0.149466089466089,0.236520879663949,0.138888888888889,0.138949732000579,0.14021555478539,0.228070175438596,0.228070175438596,0.228070175438596,-0.00526315789473684,-0.00526315789473684,0.22078431372549,0.342857142857143,0.0127569509528272,-0.0637037037037037,-0.0706002554278416,0.109243697478992,-0.1,0.259523809523809,0.00896321070234114,-0.111145510835913,0,0.06,0.179768406601606,-0.123376623376623,-0.3,0.229871794871795,0.256821106821107,-0.109090909090909,-0.00256410256410256,0.0193078324225865,-0.111200495049505,0.10625,-0.0186316087079446,0.124963924963925,0.0428571428571429,-0.08,0.0548571428571428,0.0570793650793651,-0.138888888888889,-0.15,-0.131196581196581,-0.15,-0.132735042735043,-0.131196581196581,0.108492468747211,-0.132735042735043,-0.15,-0.157531313131313,-0.172222222222222,-0.163131313131313
"NFB",0.269195245416951,0.293654542011582,0.179493414387031,-0.3,0.15,0.151458121338599,0.244481078668924,0.131196581196581,0.14021555478539,0.139666535177546,0.236520879663949,0.236520879663949,0.236520879663949,-0.00488001613228473,-0.00488001613228473,0.223641456582633,0.259523809523809,0.0149152243341222,-0.0706002554278416,-0.0730098939820585,0.110296329057939,-0.08,0.256821106821107,0.010473784720468,-0.116502653693056,-0.0428571428571429,0.0637037037037037,0.177329382211362,-0.124963924963925,-0.342857142857143,0.231440422322775,0.259043329043329,-0.123376623376623,-0.000641025641025641,0.0244360375507916,-0.108598264566234,0.111200495049505,-0.0205494169271227,0.125609086254248,0.0548571428571428,-0.06,0.0570793650793651,0.0551185807656396,-0.131196581196581,-0.172222222222222,-0.132735042735043,-0.138888888888889,-0.138949732000579,-0.132735042735043,0.109821372401696,-0.139476615768751,-0.138888888888889,-0.156265490346503,-0.163131313131313,-0.157531313131313
"AKT",-0.00139813145783708,-0.132041219930073,0.174812790097989,-0.3,0.1,0.251198484014915,0.386516655485132,0.124154589371981,0.128411187802963,0.130103495495271,0.384347980786337,0.384347980786337,0.384347980786337,-0.00235653032064403,-0.00235653032064403,-0.0305516554687728,0.282352941176471,0.0493772510747066,0.0215811965811966,0.0215811965811966,-0.13042735042735,0,0.300301659125189,0.217708878774453,-0.0049496154876142,-0.214285714285714,-0.041025641025641,-0.110855001552487,-0.14106699751861,-0.3,0.474432884916756,0.227574386397916,-0.134615384615385,-0.00783850652271705,0.369310165537787,0.0279803945820753,-0.00878847539015607,-0.328306454542152,0.155701143860074,0.267226890756303,0.0333333333333333,0.295095743215319,0.312817262202661,-0.124154589371981,0.204411764705882,-0.128769973987365,-0.111111111111111,-0.128205002235953,-0.128769973987365,0.335809849564411,-0.129328633205242,-0.111111111111111,0.247139247328141,0.232411764705882,0.246232902917264
"SMO",-0.111824825138323,-0.0768845360783705,-0.168368413195999,0,-0.1,0.0268965517241379,0.0581730769230769,0.1,-0.0207011866235167,-0.0191974272250205,0.0581730769230769,0.0581730769230769,0.0581730769230769,0.00480225988700565,0.00480225988700565,-0.0611655773420479,0,-0.0657671957671958,0.05,0.0333333333333333,0.0201754385964912,-0.1,0.0142857142857143,0.13878842676311,0.0490842490842491,0,0,0.117543513957307,-0.0424242424242424,0.1,0.173352537430207,-0.0297142857142857,-0.0333333333333333,0.00555555555555556,0.107777777777778,0.0233333333333333,-0.0566666666666667,-0.0980798771121352,0.0224242424242424,0.02,-0.2,0.0584615384615385,0.0614918414918415,0,0.1,0.02,0,0.0255555555555556,-0.075,0.177062937062937,-0.0694444444444444,-0.1,0.0643243243243243,0.04,0.04
"HEY1",0.201542193127559,0.230920534789742,0.0812020313474198,-0.1,-0.0333333333333333,0.0540818041271762,-0.00290723981900453,-0.0156862745098039,-0.018711863683017,-0.0180891986767903,0.000769230769230767,0.000769230769230767,0.000769230769230767,0.0108410732714138,0.0108410732714138,0.00132026143790849,-0.02,-0.0228831039025942,-0.025,-0.0260752688172043,-0.0222984562607204,0,-0.00571428571428572,-0.0201017501017501,0.00154316271963331,-0.08,0.05,-0.0673829373554837,0.0290909090909091,0,-0.0846405715604831,-0.00201058201058201,0.0290909090909091,0.0185185185185185,-0.0318387961245104,-0.00979710144927536,0.004,0.0335400484722335,-0.0280599812558575,0.0345454545454546,-0.0333333333333333,0.040427807486631,0.0476443023319919,0.0156862745098039,-0.0409090909090909,0.0133606931144551,0.0333333333333333,0.0177085192014116,0.0133606931144551,-0.0850593035454491,0.0185331069075585,0.0333333333333333,-0.054730229120473,-0.0449090909090909,-0.0542424242424242
"FOXC2",0.201542193127559,0.230920534789742,0.0812020313474198,-0.1,-0.0333333333333333,0.0540818041271762,-0.00290723981900453,-0.0156862745098039,-0.018711863683017,-0.0180891986767903,0.000769230769230767,0.000769230769230767,0.000769230769230767,0.0108410732714138,0.0108410732714138,0.00132026143790849,-0.02,-0.0228831039025942,-0.025,-0.0260752688172043,-0.0222984562607204,0,-0.00571428571428572,-0.0201017501017501,0.00154316271963331,-0.08,0.05,-0.0673829373554837,0.0290909090909091,0,-0.0846405715604831,-0.00201058201058201,0.0290909090909091,0.0185185185185185,-0.0318387961245104,-0.00979710144927536,0.004,0.0335400484722335,-0.0280599812558575,0.0345454545454546,-0.0333333333333333,0.040427807486631,0.0476443023319919,0.0156862745098039,-0.0409090909090909,0.0133606931144551,0.0333333333333333,0.0177085192014116,0.0133606931144551,-0.0850593035454491,0.0185331069075585,0.0333333333333333,-0.054730229120473,-0.0449090909090909,-0.0542424242424242
"SNAI2",0.289859603997535,0.414049614900533,0.134245560258381,-0.1,0.08,0.0840199670088524,0.0463745951933925,0.0780519480519481,0.0801711035123683,0.0801711035123683,0.0482010792116573,0.0482010792116573,0.0482010792116573,0.0116307950492972,0.0116307950492972,0.0965335396381994,0.0416666666666667,0.0770417249811599,0.0725570228091237,0.0753739242175744,-0.0413793103448276,0.1,0.0451149425287356,-0.022523527600408,-0.00468655816757083,-0.1,-0.0623529411764706,0.232264521123375,0.0736842105263158,-0.0666666666666667,-0.131892059352427,0.0487294003600609,0.0719298245614035,0.0225,-0.0265128205128205,-0.0209884506400444,0.0176391683433937,0.0302626130543751,-0.0736842105263158,0.0705882352941176,0.08,0.0647058823529412,0.0674085850556439,-0.0780519480519481,-0.0941176470588235,-0.0822773001646241,-0.0709090909090909,-0.0812020313474198,-0.0822773001646241,-0.132816140621712,-0.0806730220897578,-0.0709090909090909,-0.102585025091419,-0.0941176470588235,-0.10010055304173
"Ecadherin",0.20231142389679,0.13131001872353,0.0801711035123683,0,-0.0333333333333333,0.0515646416557803,-0.00374522864582017,-0.0133606931144551,-0.0180891986767903,-0.0174356039055485,-0.00290723981900453,-0.00290723981900453,-0.00290723981900453,0.0122628742192811,0.0122628742192811,0.0007616022200314,-0.00571428571428572,-0.02540026637399,-0.0260752688172043,-0.0315870798408264,-0.0170352983659836,-0.0333333333333333,-0.00201058201058201,-0.019543090883873,-0.0031548238575479,-0.0345454545454546,0.025,-0.06744314205145,0.0280599812558575,0.02,-0.083978319904854,-0.00330928330928331,0.0290909090909091,0.0172526957337084,-0.0314642642893044,-0.0119762782047233,0.00979710144927536,0.0357552383456512,-0.0269447396201698,0.040427807486631,-0.05,0.0476443023319919,0.0480364591947369,0.0133606931144551,-0.0449090909090909,0.0177085192014116,0.0156862745098039,0.018711863683017,0.0185331069075585,-0.0851525001903699,0.0191997735742252,0.0156862745098039,-0.0520177517244513,-0.0542424242424242,-0.054730229120473
"TCFLEF",0.190118211654472,0.141832418568425,0.599617094017094,-0.171428571428571,0.233333333333333,0.239051344217755,0.310296195002861,0.232450980392157,0.149749682874561,0.150265146792087,0.303331674634924,0.303331674634924,0.303331674634924,0.0126514708488393,0.0126514708488393,0.0321959577348737,0.194701298701299,0.143250104752838,0.130537634408602,0.127470149746025,-0.0408432366037157,0.1,0.204378718056137,0.193156696048262,0.0247092333555365,-0.172857142857143,-0.146666666666667,0.0660398876664541,-0.0406982305117169,-0.198701298701299,0.317998681650091,0.222856978925703,-0.0367766618842659,0.0102702444614209,0.286733709877394,0.0395714522414734,-0.0252311080732133,-0.271264648879712,0.049668330179491,0.204564459930314,0.146666666666667,0.222659698025552,0.231503235440518,-0.238333333333333,0.158974358974359,-0.244316239316239,-0.233333333333333,-0.24871875503951,-0.238433886375063,0.314506347085759,-0.244023948486864,-0.227450980392157,0.197036412861291,0.184555754323196,0.196705287033477
"Frizzled",0.0486164917944579,0.208635509520639,-0.156067653276956,0.1,-0.1,-0.151961208925713,-0.375318755012083,-0.1,-0.113068266693223,-0.113068266693223,-0.358783321941217,-0.358783321941217,-0.358783321941217,0.0149712819201576,0.0149712819201576,0.139173669467787,-0.18,-0.0491971182412359,-0.0502164502164502,-0.024409998603547,0.13030303030303,0.1,-0.155,-0.233248106060606,-0.00726677577741408,0.2,0.0454545454545455,0.207941368432503,0.119047619047619,0.2,-0.463719958202717,-0.1675,0.135714285714286,0.0291316526610644,-0.378333333333333,-0.020909241209176,0.023712979526933,0.318547273982057,-0.124929971988796,-0.22,0,-0.272941176470588,-0.298867102396514,0.1,-0.266666666666667,0.105263157894737,0.1,0.112406015037594,0.105263157894737,-0.328656534328886,0.112406015037594,0,-0.354782608695652,-0.3,-0.334782608695652
"NOTCH",-0.179985069867084,-0.206767968307866,-0.0986253369272237,0,0,-0.0251020408163265,-0.0312779973649539,-0.08,-0.0637828837828838,-0.0666400266400266,-0.0327272727272727,-0.0327272727272727,-0.0327272727272727,0.0152979066022544,0.0152979066022544,-0.150084745762712,0,-0.0354112554112554,0.0576923076923077,0.0106334841628959,-0.0368421052631579,-0.1,-0.1,0.136796536796537,-0.091304347826087,-0.2,-0.05,-0.106514400632048,-0.108571428571429,-0.1,0.11162486938349,-0.0777777777777778,-0.18,-0.0217391304347826,0.253138815207781,-0.000476190476190477,-0.00952380952380952,-0.165512820512821,0.0117972350230415,0.18,0,0.18,0.208571428571429,0.08,0.1,0.0569230769230769,0.1,0.0538927738927739,0.0569230769230769,0.114024032042724,0.0538927738927739,0.1,0.204458781362007,0.155555555555556,0.191555555555556
"Jagged",0.168990305469179,0.201122807017544,0.104285714285714,0,0,0.0271428571428571,0.0327272727272727,0.1,0.0538927738927739,0.0637828837828838,0.06,0.06,0.06,0.0217391304347826,0.0217391304347826,0.145,-0.1,0.00207792207792208,-0.05,-0.0576923076923077,0,0,0,-0.113939393939394,0,0.1,0,0.104927099044746,0.18,0,-0.122988505747126,0.1,0.2,0,-0.235897435897436,-0.00952380952380952,0.1,0.191666666666667,-0.108571428571429,-0.2,0.1,-0.18,-0.18,-0.1,-0.2,-0.08,0,-0.0569230769230769,-0.08,-0.110285714285714,-0.0569230769230769,0,-0.191555555555556,-0.1,-0.155555555555556
"Csn",-0.0330276530109338,0.0281201503985765,-0.170963369531004,0.22,-0.133333333333333,-0.137827003083945,-0.365042056451062,-0.129885057471264,-0.137575256638781,-0.137755653511902,-0.35985971480039,-0.35985971480039,-0.35985971480039,0.0248172043010753,0.0248172043010753,0.0183847592332866,-0.161666666666667,-0.0339175762417805,-0.0183912861332216,-0.0216699746578118,0.0679026864983281,-0.0142857142857143,-0.165833333333333,-0.0617385034338374,0.00255537098560354,0.103333333333333,0.0173160173160173,0.0963394696310398,0.124098124098124,0.145,-0.417802408646775,-0.166633333333333,0.12020202020202,0.0203734827264239,-0.190083612770745,-0.0056111752010517,0.0043258281573499,0.181450608193947,-0.123136585636586,-0.13969696969697,-0.0142857142857143,-0.148787878787879,-0.155037878787879,0.129885057471264,-0.109090909090909,0.13349951530259,0.133333333333333,0.136610626413701,0.13349951530259,-0.29072208791317,0.136556283861542,0.133333333333333,-0.127825855617684,-0.116553595658073,-0.124245903350381
"miR200",0.0611287422585108,-0.0205863265209676,0.0511844312434573,0,0,-0.04902750366165,0.0034441164597118,-0.016,-0.00410646258269369,-0.0050155534917846,0.00967853042479908,0.00967853042479908,0.00967853042479908,0.0257258064516129,0.0257258064516129,0.0177517983039455,0,0.00182789099336689,0.0433544303797468,0.00748486516235553,-0.0221921341070277,-0.06,-0.0657142857142857,0.0115164476585237,-0.015819209039548,-0.0857142857142857,-0.075,-0.115742199387082,0.043448275862069,-0.1,-0.0539870412470905,-0.0317520215633423,-0.00137931034482759,-0.00964458247066943,0.0402060068040674,-0.0093016421975836,0.0127499180596526,0.00835627335627335,-0.0270640950711085,0.0457142857142857,0.015,0.0457142857142857,0.0654421768707483,0.00695652173913044,0.0625,-0.00290263319044703,0.02,-0.000655442179211073,0.00614084507042254,-0.0679872317528838,0.00614084507042254,0.02,0.109743796243178,0.0840686274509804,0.11148798228969
"cateninnuc",0.056070918403564,0.0174710765453723,0.148749356338673,0.1,-0.00606060606060606,0.0406503878635026,-0.0728097678097678,0.00247469425551617,0.00123642245845707,-0.0985702607782179,-0.073988218988219,-0.073988218988219,-0.073988218988219,0.0290411474409903,0.0290411474409903,0.0774594263646444,-0.0723484848484849,-0.0169287524614779,-0.00117469368360316,-0.00662131677728508,0.0256166569617574,-0.0333333333333333,-0.0723484848484849,-0.0406109993175138,-0.00283120793388289,0.0130434782608696,-0.00814207650273224,-0.122802173073618,-0.000316792945882422,0.0875,-0.167172758011289,-0.0739109848484849,0.00200878844946642,0.037533838245582,-0.112342030178258,-0.00774619514182952,0.00897402597402597,0.120017269457329,0.00122588385497333,0.00124223602484472,-0.00333333333333333,0.00630552716408523,0.00263580239344302,-0.00376845376845377,-0.0731428571428571,0.000579372318502752,-0.00932400932400932,0.000182546921677355,0.00187313183144035,-0.168851438995405,0.00108261799744825,-0.00932400932400932,-0.074618692956895,-0.0792967032967033,-0.0752737147909562
"TrCP",-0.178355959485393,-0.196626945139904,-0.115164358521548,0,-0.1,-0.0279041069750019,-0.0537692322556024,-0.0762962962962963,-0.0858932199526259,-0.0842380475388328,-0.0528601413465115,-0.0528601413465115,-0.0528601413465115,0.0329829833726504,0.0329829833726504,-0.136376246941464,-0.0875,-0.0126024625085208,0.0079478864425101,0.0329478864425101,-0.0613036303630363,0.0714285714285714,-0.0243421052631579,0.0845651196950092,0.0439390598818238,-0.2,-0.0165898617511521,-0.142543177048397,-0.0187179487179487,0.1,0.134769480519481,-0.0150828460038986,0.0166666666666667,0.0424199843871975,0.231125449136499,0.0640638334186721,-0.0382573818057689,-0.17463451948392,0.0275091575091575,0.230434782608696,0.0714285714285714,0.25246868091378,0.251135347580447,0.0762962962962963,0.195238095238095,0.0844044044044044,0.08,0.0873747014341074,0.0815594541910331,0.127021755633898,0.0859496980934722,0.08,0.194753012978664,0.212885154061625,0.200763941940413
"PAK1",-0.178355959485393,-0.196626945139904,-0.115164358521548,0,-0.1,-0.0279041069750019,-0.0537692322556024,-0.0762962962962963,-0.0858932199526259,-0.0842380475388328,-0.0528601413465115,-0.0528601413465115,-0.0528601413465115,0.0329829833726504,0.0329829833726504,-0.136376246941464,-0.0875,-0.0126024625085208,0.0079478864425101,0.0329478864425101,-0.0613036303630363,0.0714285714285714,-0.0243421052631579,0.0845651196950092,0.0439390598818238,-0.2,-0.0165898617511521,-0.142543177048397,-0.0187179487179487,0.1,0.134769480519481,-0.0150828460038986,0.0166666666666667,0.0424199843871975,0.231125449136499,0.0640638334186721,-0.0382573818057689,-0.17463451948392,0.0275091575091575,0.230434782608696,0.0714285714285714,0.25246868091378,0.251135347580447,0.0762962962962963,0.195238095238095,0.0844044044044044,0.08,0.0873747014341074,0.0815594541910331,0.127021755633898,0.0859496980934722,0.08,0.194753012978664,0.212885154061625,0.200763941940413
"cfos",-0.178722259851694,-0.196004107769662,-0.112019704433498,-0.1,-0.1,-0.024455831112933,-0.0528601413465115,-0.08,-0.0873747014341074,-0.0858932199526259,-0.0418845315904139,-0.0418845315904139,-0.0418845315904139,0.0461662631154157,0.0461662631154157,-0.137463203463203,-0.1,-0.0273263888888889,0.0165898617511521,0.0079478864425101,-0.0583333333333333,0,-0.0875,0.105377302436126,-0.00164917541229385,-0.28,-0.0714285714285714,-0.14163901791639,0.0166666666666667,0,0.128587662337662,-0.0243421052631579,0.0166666666666667,0.0161904761904762,0.237202797202797,0.0382573818057689,0.00529100529100529,-0.161508027837142,0.0187179487179487,0.2,0.0714285714285714,0.230434782608696,0.25246868091378,0.08,0.142857142857143,0.0762962962962963,0.1,0.0844044044044044,0.0762962962962963,0.126570627814349,0.0815594541910331,0.1,0.200763941940413,0.195238095238095,0.212885154061625
"CDC42",-0.178722259851694,-0.196004107769662,-0.112019704433498,-0.1,-0.1,-0.024455831112933,-0.0528601413465115,-0.08,-0.0873747014341074,-0.0858932199526259,-0.0418845315904139,-0.0418845315904139,-0.0418845315904139,0.0461662631154157,0.0461662631154157,-0.137463203463203,-0.1,-0.0273263888888889,0.0165898617511521,0.0079478864425101,-0.0583333333333333,0,-0.0875,0.105377302436126,-0.00164917541229385,-0.18,-0.0714285714285714,-0.14163901791639,0.0166666666666667,0,0.128587662337662,-0.0243421052631579,0.0166666666666667,0.0161904761904762,0.237202797202797,0.0382573818057689,0.00529100529100529,-0.161508027837142,0.0187179487179487,0.2,0.0714285714285714,0.230434782608696,0.25246868091378,0.08,0.242857142857143,0.0762962962962963,0.1,0.0844044044044044,0.0762962962962963,0.126570627814349,0.0815594541910331,0.1,0.200763941940413,0.195238095238095,0.212885154061625
"SOSGRB2",0.159513552513553,0.191484771408716,0.0163710121012101,-0.1,0,-0.0256043956043956,0.143234825438215,0.0142857142857143,0.0121804511278195,0.014283701605831,0.147080979284369,0.147080979284369,0.147080979284369,0.0467167919799499,0.0467167919799499,0.107942028985507,0.0666666666666667,-0.0122505951826215,-0.0292792792792793,-0.0246281164885816,0.0577777777777778,0,0.103508771929825,-0.111442171850955,-0.143844696969697,0.0523809523809524,-0.0166666666666667,0.244955192223269,-0.0958041958041958,-0.1,-0.00869301494827441,0.145175438596491,-0.0727272727272727,0.033859649122807,-0.122551169590643,-0.00884878562297917,0.0501075268817204,0.0688848614072495,0.122564759184477,-0.0412698412698413,0.0666666666666667,-0.0277563277563277,-0.0338169338169338,-0.0142857142857143,-0.135714285714286,-0.0186335403726708,0,-0.0142857142857143,-0.0226190476190476,-0.104904491481673,-0.0182712215320911,0,-0.126810848725742,-0.0957142857142857,-0.103406593406593
"STAT",0.048330556920269,-0.0352665176980795,0.0518461930226636,-0.1,-0.1,0.00157055214723926,0.0279107718232658,-0.00178571428571429,-0.000438341014050792,0.000157606542564226,0.0361197270471464,0.0361197270471464,0.0361197270471464,0.0514434283665053,0.0514434283665053,-0.0439620016831411,-0.05,0.00521680122089028,-0.000852713178294573,3.22425739178164e-05,-0.140804597701149,0,-0.0452380952380952,0.0835626405207482,0.0226666666666667,-0.2,-0.0433333333333333,-0.110271740330845,0.0223105458399576,-0.05,-0.0286248331108144,0.000524616626311541,0.0196078431372549,-0.0664587046939988,0.178573037323037,0.0477594536065301,-0.0178743961352657,-0.102922504566487,1.95512474210346e-05,0.2,0.05,0.205882352941176,0.222011385199241,0.00178571428571429,0.145454545454545,-0.00730519480519481,0.0142857142857143,-0.00303169053169053,-0.00730519480519481,-0.04583240569712,-0.00478418640183346,0.0142857142857143,0.182369750132908,0.182954545454545,0.193480861244019
"SRC",0.0756866487052836,0.0277711993888464,0.040515959029283,0.1,0,-0.109663865546219,-0.338826942769371,-0.025,-0.0116813274690124,-0.0159318867531287,-0.340342094284522,-0.340342094284522,-0.340342094284522,0.059052111410602,0.059052111410602,-0.0549058986990022,-0.116666666666667,-0.00445012938132204,0.0637037037037037,0.0195860566448802,-0.151428571428571,-0.1,-0.216666666666667,0.0618386766212853,0.103525322740814,0.0333333333333333,-0.06,0.0120843039177964,0.157380952380952,0.05,-0.339134199134199,-0.233333333333333,0.105,-0.0625968992248062,-0.128282828282828,0.0266002844950213,-0.0491228070175439,0.0688392512489126,-0.171666666666667,-0.0787878787878788,0,-0.101010101010101,-0.110444063274252,0.025,0.0222222222222222,0.015,0.1,0.00680327868852459,0.015,-0.138915432393693,0.00680327868852459,0,0.0580663780663781,0.0222222222222222,0.0507936507936508
"SMAD",-0.0374160265698888,-0.0470613155859674,-0.0206871408588422,0.1,-0.02,-0.06628926746356,-0.146228035103638,-0.0277777777777778,-0.0208122843891062,-0.0195964789179815,-0.141951719314165,-0.141951719314165,-0.141951719314165,0.0619828817110405,0.0619828817110405,-0.114644621132198,-0.192063492063492,0.0838984778662198,0.111238532110092,0.131684628764367,-0.0713620230700976,0.175,-0.150887021475257,0.0413777719886678,0.159051087516543,-0.171428571428571,-0.125,-0.149253558455645,0.096256157635468,0.177777777777778,-0.111357958388034,-0.137553688141923,0.118095238095238,0.0667699075452989,0.123358541749572,0.0750273470821416,-0.15312258517738,-0.0809165583520422,-0.0875259989053092,0.18110599078341,0.175,0.185757153574108,0.182872538189492,0.0144444444444444,0.142857142857143,0.0164052287581699,0.02,0.0204052287581699,0.0277777777777778,-0.0383789861499626,0.0328137490007994,0.0333333333333333,0.135939185604401,0.158350100603622,0.145500938592449
"TWIST1",0.296550300241194,0.42161352350744,0.148598444566187,-0.2,0.1,0.100015953663741,0.0649187844234763,0.0912698412698413,0.0973880615034197,0.0973305571905962,0.0673160446974489,0.0673160446974489,0.0673160446974489,0.0896896896896897,0.0896896896896897,0.149895481457266,0.161538461538462,-0.00696654169220067,-0.00462709284627093,0.00079162636555173,0.0607737291947818,0.0333333333333333,0.161538461538462,-0.16614575690878,-0.108791208791209,0.0666666666666667,-0.00222222222222222,0.22352075296108,-0.0263247863247863,-0.2,-0.143981785063752,0.17509778357236,-0.0288888888888889,0.0973108192620388,-0.174234793800011,-0.109356295989959,0.111006461006461,0.160033759198901,0.0300983712304467,-0.0971014492753623,0.0222222222222222,-0.110259344012204,-0.106776756947528,-0.0912698412698413,-0.230909090909091,-0.0997804795677136,-0.0857142857142857,-0.0993788731420108,-0.100743525480368,-0.147008535969574,-0.0999435254803676,-0.0857142857142857,-0.239066737598275,-0.227460815047022,-0.232460815047022
