"","SUFU","FOXC2","AXIN2","NOTCH","Destcompl","DSH","GLI","STAT","Wnt","CD44","cateninnuc","TCFLEF","cMet","SOSGRB2","TGF","FUS","HEY1","LIV1","TWIST1","ZEB2","SNAI2","RAS","RAF","PI3K","DELTA","GSK3","ERK","MEK","cfos","EGR1","RKIP","ZEB1","TGFR","PAK1","NFB","CDC42","KLF4","ILK","SNAI1","Csl","SMAD","SRC","Jagged","IKK","Frizzled","AKT","NOTCHic","SHH","SMO","Ecadherin","Patched","cateninmemb","TrCP","Csn","miR200"
"IKK",-0.1,0.0125252525252525,-0.175952380952381,-0.247186147186147,-0.356480923814472,-0.1,-0.151794871794872,-0.1,-0.141025641025641,-0.151794871794872,-0.165196859923313,-0.161399391568883,-0.141025641025641,0.0915966386554622,-0.127822222222222,-0.12,-0.0653250773993808,-0.1,0.0717320261437908,-0.0285714285714286,-0.140179962395917,-0.241099835552943,-0.224198427102238,-0.224198427102238,-0.224198427102238,-0.4303663003663,-0.0422857142857143,-0.0667301587301587,-0.0142857142857143,0,-0.0735883424408015,0.0285714285714286,0.122222222222222,0.1,0.0857142857142857,0.122222222222222,-0.0311355311355311,0.075,-0.116581849024597,0.209090909090909,0.079950495049505,0.133333333333333,0.123514526710403,-0.030952380952381,0.133333333333333,-0.0498712998712999,0.232900432900433,0.120766283524904,0.12,0.172117721882613,0.131111111111111,0.198468505423813,0,0.1,-0.0553177257525084
"SHH",-0.2,0.35,-0.276190476190476,-0.2,-0.355064935064935,-0.2,-0.25,-0.1,-0.2,-0.15,-0.171111111111111,-0.143333333333333,-0.1,0.1,-0.266666666666667,-0.2,-0.0666666666666667,0,0.2,-0.025,0.3327969348659,-0.253846153846154,-0.2,-0.2,-0.2,-0.335897435897436,-0.1,-0.16,-0.1,0,-0.22,0.025,0.266666666666667,0.2,0,0.166666666666667,0,0.0666666666666667,-0.266666666666667,0.1,0.0666666666666667,0.1,0.151428571428571,-0.1,0.2,-0.15,0.2,0.226666666666667,0.3,-0.0252777777777778,0.266666666666667,0.112114695340502,0,0,-0.216666666666667
"Patched",-0.2,0.38,-0.285281385281385,-0.245454545454545,-0.391328671328671,-0.2,-0.25,-0.1,-0.25,-0.143333333333333,-0.177907227615966,-0.171111111111111,-0.15,0.133333333333333,-0.266666666666667,-0.3,-0.058974358974359,-0.1,0.203703703703704,-0.025,0.358130268199234,-0.278846153846154,-0.253846153846154,-0.253846153846154,-0.253846153846154,-0.369230769230769,-0.16,-0.167692307692308,-0.1,-0.1,-0.234285714285714,0.025,0.266666666666667,0.166666666666667,-0.1,0.266666666666667,-0.0333333333333333,0.0666666666666667,-0.308602150537634,0.2,0.0566666666666667,0.1,0.147724867724868,-0.15,0.2,-0.107142857142857,0.2,0.239166666666667,0.266666666666667,-0.0262486515641855,0.226666666666667,0.120448028673835,0,0,-0.238095238095238
"NOTCH",-0.1,-0.265918367346939,-0.0123989218328841,-0.048294930875576,-0.00945217046151626,0,-0.00927738927738928,0,-0.0123076923076923,-0.00927738927738928,-0.010533276247562,-0.0125740925740926,-0.0123076923076923,-0.104210526315789,0.061347670250896,0,-0.111594202898551,0,-0.111254237288136,-0.0230273752012882,-0.127269027269027,-0.0285902503293808,-0.0242424242424242,-0.0242424242424242,-0.0242424242424242,0.0318268895855103,-0.0466666666666667,-0.0538095238095238,0.02,0,0.0428824049513705,0.0230273752012882,-0.0484444444444444,-0.1,0,-0.0444444444444444,-0.0415458937198068,0.0190476190476191,0.0975641025641026,-0.06,0.00238095238095239,0.02,0.0386531986531987,-0.0555555555555556,0.02,-0.0111111111111111,-0.0742857142857143,0.00746606334841629,-0.05,0.0299298245614035,0.0192307692307692,0.0238800628617014,0,0.1,0.0873593073593074
"TrCP",0.0714285714285714,-0.291044000442902,0.0952021563342318,0.00765567765567765,0.119028241419593,0.07,0.0757576189796986,0.07,0.0684405458089669,0.0769415950604069,0.0768394239237531,0.0754601135789255,0.071001001001001,-0.0868949394939494,0.0472710991997395,-0.0119047619047619,-0.0199106329188347,0.05,-0.15177169207604,-0.0211908092392042,-0.213671070067633,0.0268053079817786,0.0213507625272331,0.0213507625272331,0.0213507625272331,0.125309523809524,-0.0203979366249079,-0.0177312699582412,-0.0356521739130435,-0.04,0.0594663163723937,0.0211908092392042,-0.0450853068500127,-0.0428571428571429,0,-0.0526610644257703,-0.0189206349206349,0.0192268305171531,0.124943903160875,0.00641025641025641,0.0185816692268305,-0.0737037037037037,0.00248849693251533,0,-0.0737037037037037,-0.0037037037037037,-0.00435897435897436,-0.00386624566194458,-0.00422427035330261,-0.0875723641345555,-0.0128662456619446,-0.101147029472831,0,-0.05,0.106261846378299
"LIV1",0.0714285714285714,-0.291044000442902,0.0952021563342318,0.00765567765567765,0.119028241419593,0.07,0.0757576189796986,0.07,0.0684405458089669,0.0769415950604069,0.0768394239237531,0.0754601135789255,0.071001001001001,-0.0868949394939494,0.0472710991997395,-0.0119047619047619,-0.0199106329188347,0.05,-0.15177169207604,-0.0211908092392042,-0.213671070067633,0.0268053079817786,0.0213507625272331,0.0213507625272331,0.0213507625272331,0.125309523809524,-0.0203979366249079,-0.0177312699582412,-0.0356521739130435,-0.04,0.0594663163723937,0.0211908092392042,-0.0450853068500127,-0.0428571428571429,0,-0.0526610644257703,-0.0189206349206349,0.0192268305171531,0.124943903160875,0.00641025641025641,0.0185816692268305,-0.0737037037037037,0.00248849693251533,0,-0.0737037037037037,-0.0037037037037037,-0.00435897435897436,-0.00386624566194458,-0.00422427035330261,-0.0875723641345555,-0.0128662456619446,-0.101147029472831,0,-0.05,0.106261846378299
"SNAI1",-0.0119047619047619,-0.294728879731339,0.0956683568004323,0.00724751439037153,0.121056750191523,0.0737037037037037,0.0752091729102287,0.0737037037037037,0.0757576189796986,0.0754601135789255,0.0774073124111046,0.0768394239237531,0.0769415950604069,-0.0872722979845154,0.0492872282319976,0.00422427035330261,-0.0175296805378823,0.07,-0.15351528181963,-0.0200837981690935,-0.214643245729718,0.0276263260441759,0.0268053079817786,0.0268053079817786,0.0268053079817786,0.127355728429986,-0.0177312699582412,-0.0181797004515148,-0.0203979366249079,-0.0356521739130435,0.0611399565397577,0.0200837981690935,-0.0472710991997395,-0.0526610644257703,0,-0.0450853068500127,-0.0204782673193888,0.0185816692268305,0.0276129423067829,-0.00435897435897436,0.0169826532366706,-0.071001001001001,0.00319437928545651,-0.0037037037037037,-0.0684405458089669,0.00115740740740741,-0.00765567765567765,-0.00716721653573099,-0.0128662456619446,-0.0870520727713922,-0.00386624566194458,-0.101526994930517,-0.05,0,0.106550030816339
"TGF",0.133333333333333,0.0584937888198758,0.00207231040564374,-0.0128735632183908,-0.10124611788999,0,0.00719676549865229,0,0.0128571428571429,-0.00232704402515723,-0.00711173302037254,-0.00232704402515723,0.00333333333333333,0.0592105263157895,-0.127063492063492,0.0333333333333333,0.0607994842037395,0,0.0394444444444444,-0.0152703233710099,-0.0317797064089405,-0.16547619047619,-0.160119047619048,-0.160119047619048,-0.160119047619048,-0.272608952256702,-0.00902255639097744,-0.0201336675020886,-0.0142857142857143,0,-0.0199134199134199,0.0152703233710099,0.0234920634920635,0.06,-0.183333333333333,0.00444444444444444,0.00109331299262649,-0.0496969696969697,-0.0195581691036236,0.0266666666666667,-0.0496969696969697,-0.0333333333333333,-0.0661266568483063,-0.169047619047619,-0.0428571428571429,-0.216416040100251,0.0266666666666667,-0.047808908045977,-0.0166666666666667,-0.0179209250739402,-0.082183908045977,-0.00918362421246244,-0.2,-0.233333333333333,-0.0559520938831284
"TWIST1",0.166666666666667,0.0313188686782085,0.145827881795624,0.118924367037575,0.177718317997293,0.1,0.114734502923977,0.1,0.117134502923977,0.113382608447976,0.119873815043448,0.118436207222861,0.116193853427896,-0.0121750865457959,0.101625705448166,0.2,0.0745452287825169,0.1,-0.123023818604482,-0.0131122350420596,0.173581832654865,0.0559137232487722,0.0518041342076763,0.0518041342076763,0.0518041342076763,0.154031348058349,-0.0584591914569031,-0.0519915297653608,-0.0689855072463768,-0.0733333333333333,0.0160616899747335,0.0131122350420596,-0.104131400208986,-0.0884848484848485,-0.0923076923076923,-0.0953814002089864,-0.00364811340421096,-0.0796933296933297,0.0336544492958613,-0.111111111111111,-0.0701223725976201,-0.105555555555556,-0.104806171290995,-0.058974358974359,-0.105555555555556,-0.0606692742285963,-0.108547008547009,-0.186673594709495,-0.164,-0.241003885318154,-0.176328767123288,-0.200661473111072,-0.1,-0.1,-0.0203871012821857
"SRC",0.0333333333333333,0.361895424836601,0.0531068043690765,-0.131190476190476,-0.0940101927058449,0,-0.00663934426229508,-0.1,-0.005,-0.00663934426229508,-0.0110126732304841,-0.00541983206717313,-0.005,0.185714285714286,-0.0849206349206349,-0.0166666666666667,-0.0559334657398213,0,0.193196918024504,0.000584007187780769,0.0147060785068164,-0.210763075055941,-0.203187317480184,-0.203187317480184,-0.203187317480184,-0.261038961038961,-0.131313131313131,-0.140747093577282,-0.142424242424242,-0.133333333333333,-0.124633431085044,-0.000584007187780769,0.0849206349206349,0.111111111111111,-0.0833333333333333,0.0611111111111111,-0.0856589147286822,0.0734649122807018,-0.225454498392366,0.13,0.0635550023707919,-0.025,0.0560691601976006,-0.0756410256410256,-0.025,-0.103418803418803,0.134761904761905,0.0453376906318083,0.0566666666666667,-0.0129950768186062,0.0159259259259259,-0.0767998802574465,-0.1,-0.15,-0.182740447957839
"MEK",0.0666666666666667,-0.0473184059390956,0.184415428086314,0.151719043324883,0.399937328013882,0.133333333333333,0.151724941724942,0.133333333333333,0.151025641025641,0.146988099619679,0.157341212174897,0.154367234479729,0.146288798920378,-0.0261587301587302,0.0851803702584793,0.106666666666667,0.0558307816844402,0.1,-0.0479935750523986,0.0144057753182574,0.187095697144746,0.208648573648574,0.199442224442224,0.199442224442224,0.199442224442224,0.305431834155238,0.135238444607484,0.0485717779408168,0.120344827586207,0.11,0.0755417956656347,-0.0144057753182574,-0.0837205162438807,-0.06,-0.0571428571428571,-0.0790476190476191,0.0171209947393592,-0.0677174553142092,0.0833389184309622,-0.138383838383838,-0.0703004811444675,-0.13859649122807,-0.12393265024009,-0.0238095238095238,-0.143333333333333,-0.0202801120448179,-0.142229992229992,-0.1022097932069,-0.0946666666666667,-0.161918859702642,-0.102863387978142,-0.196990084981477,-0.1,-0.0571428571428571,0.0199378834863955
"TGFR",-0.0333333333333333,-0.0632972822696574,0.000931981439849822,0.0308591747291822,0.106891279180313,-0.0428571428571429,-0.00784192678897487,-0.0333333333333333,-0.00719676549865229,0.00232704402515723,0.00649171530558069,0.00711173302037254,0.00232704402515723,-0.060445094217024,0.123517392772712,-0.0166666666666667,-0.065277096144038,0,-0.0376650850138395,0.0148929648804438,0.0264556323348664,0.169569757727652,0.16547619047619,0.16547619047619,0.16547619047619,0.281166409469416,0.0201336675020886,0.0324624346253762,0.00902255639097744,0.0142857142857143,0.0199134199134199,-0.0148929648804438,-0.127063492063492,-0.00444444444444444,0.169047619047619,-0.0234920634920635,0.0149781155788021,0.0496969696969697,0.0263428298705853,-0.0266666666666667,0.0600172543944786,0.00333333333333333,0.0661266568483063,0.216416040100251,0.0128571428571429,0.204788133123506,-0.0128735632183908,0.0461139927917397,0.082183908045977,0.0174098518201071,0.047808908045977,0.00849078356581117,0.233333333333333,0.183333333333333,0.0662160235018967
"RKIP",0.1,-0.0338048924255821,0.17991092358181,0.142229992229992,0.388431051863254,0.1,0.151025641025641,0.1,0.143333333333333,0.146288798920378,0.154367234479729,0.146988099619679,0.13859649122807,-0.015047619047619,0.0837205162438807,0.0666666666666667,0.0612853271389857,0,-0.0410338680926916,0.0151994261119082,0.194151658215306,0.199442224442224,0.181493506493507,0.181493506493507,0.181493506493507,0.289952718676123,0.120344827586207,0.135238444607484,0.11,0.06,0.0676470588235294,-0.0151994261119082,-0.0790476190476191,-0.0666666666666667,-0.0571428571428571,-0.06,0.0131994261119082,-0.0726679503637142,0.0724414825335263,-0.111111111111111,-0.0677174553142092,-0.133333333333333,-0.125571994502385,-0.0571428571428571,-0.133333333333333,-0.0238095238095238,-0.138383838383838,-0.102863387978142,-0.106666666666667,-0.161554560977688,-0.0946666666666667,-0.194794963030257,-0.1,-0.1,0.014055530545219
"RAF",0.1,-0.0338048924255821,0.17991092358181,0.142229992229992,0.388431051863254,0.1,0.151025641025641,0.1,0.143333333333333,0.146288798920378,0.154367234479729,0.146988099619679,0.13859649122807,-0.015047619047619,0.0837205162438807,0.0666666666666667,0.0612853271389857,0,-0.0410338680926916,0.0151994261119082,0.194151658215306,0.199442224442224,0.181493506493507,0.181493506493507,0.181493506493507,0.289952718676123,0.120344827586207,0.135238444607484,0.11,0.06,0.0676470588235294,-0.0151994261119082,-0.0790476190476191,-0.0666666666666667,-0.0571428571428571,-0.06,0.0131994261119082,-0.0726679503637142,0.0724414825335263,-0.111111111111111,-0.0677174553142092,-0.133333333333333,-0.125571994502385,-0.0571428571428571,-0.133333333333333,-0.0238095238095238,-0.138383838383838,-0.102863387978142,-0.106666666666667,-0.161554560977688,-0.0946666666666667,-0.194794963030257,-0.1,-0.1,0.014055530545219
"ERK",0.106666666666667,-0.0563782349989247,0.190756891500948,0.156428184599121,0.408016997311138,0.143333333333333,0.158491859018175,0.13859649122807,0.151724941724942,0.154367234479729,0.160605101063786,0.157341212174897,0.146988099619679,-0.0300422253043612,0.0873781724562815,0.0946666666666667,0.0561720786127679,0.133333333333333,-0.0567314391300685,0.0167679800426668,0.182496959543303,0.217779486739883,0.208648573648574,0.208648573648574,0.208648573648574,0.316240190195202,0.0485717779408168,0.0549784631775856,0.135238444607484,0.120344827586207,0.0830626870305372,-0.0167679800426668,-0.0851803702584793,-0.0790476190476191,-0.0238095238095238,-0.0837205162438807,0.0171209947393592,-0.0703004811444675,0.0905148443568882,-0.142229992229992,-0.0727320920867168,-0.146288798920378,-0.129354336987078,-0.0202801120448179,-0.151025641025641,-0.00835350654023077,-0.151719043324883,-0.104142160356659,-0.102863387978142,-0.161815873090902,-0.1022097932069,-0.198646018744126,-0.0571428571428571,-0.0571428571428571,0.0236143540746308
"cfos",0,0.29242331078773,-0.0914285714285714,-0.00435897435897436,-0.117524482021097,-0.05,-0.0684405458089669,-0.05,-0.0737037037037037,-0.071001001001001,-0.0754601135789255,-0.0769415950604069,-0.0737037037037037,0.0819444444444444,-0.0450853068500127,-0.0714285714285714,0.00814592703648176,-0.1,0.148510822510823,0.0189400053806833,0.213128574588429,-0.0213507625272331,-0.0213507625272331,-0.0213507625272331,-0.0213507625272331,-0.121309523809524,0.0356521739130435,0.0203979366249079,0.04,0.08,-0.0578088578088578,-0.0189400053806833,0.0526610644257703,0.0285714285714286,0.05,0.0428571428571429,0.0189206349206349,-0.00793650793650794,-0.120886623924599,0.0166666666666667,-0.0192268305171531,0.07,-0.001875,0,0.07,0,-0.00641025641025641,0.0128662456619446,-0.0119047619047619,0.0881952015047977,0.00422427035330261,0.101696480022282,-0.1,0,-0.104231389525507
