"","cateninmemb","TGF","TGFR","CDC42","PAK1","Ecadherin","cateninnuc","GLI","TCFLEF","CD44","cMet","Frizzled","SRC","SOSGRB2","STAT","ZEB2","TWIST1","LIV1","Destcompl","miR200","KLF4","DELTA","SNAI1","NOTCH","HEY1","GSK3","SMAD","ILK","NOTCHic","Jagged","Csl","FUS","ZEB1","IKK","NFB","TrCP","SUFU","AKT","Csn","SMO","Patched","SHH","FOXC2","RAF","PI3K","RAS","MEK","ERK","EGR1","cfos","RKIP","SNAI2","AXIN2","DSH","Wnt"
"TrCP",-0.169028857959212,-0.135634760610653,-0.133995416348358,-0.140056022408964,-0.138095238095238,-0.126868890252061,-0.155703269674591,-0.150788760519184,-0.155427407605625,-0.153205185383403,-0.144294294294294,-0.138888888888889,-0.138888888888889,-0.133140814081408,-0.15,-0.108787283692884,-0.114530397139093,-0.15,-0.118780353373059,-0.00971585065344397,-0.114862347124642,-0.0315811148307562,-0.031608479936325,-0.112490842490843,0.0349575212393803,-0.0410936147186147,0.0224099675712579,0.0256357740228708,-0.113589743589744,-0.1042482532379,-0.108974358974359,-0.0642857142857143,-0.0129005158115347,-0.0699561403508772,-0.0541666666666667,-0.0666666666666667,-0.080952380952381,0.0644005847953217,-0.0666666666666667,0.073963133640553,0.0677902941343802,0.0677902941343802,0.0838779851722018,0.0315811148307562,0.0315811148307562,0.0352174784671198,-0.00534708916728077,0.00265291083271923,0,0.00434782608695652,0.0881098275573414,-0.0349003905023493,0.117517427270192,0.15,0.141520467836257
"EGR1",-0.169028857959212,-0.135634760610653,-0.133995416348358,-0.140056022408964,-0.138095238095238,-0.126868890252061,-0.155703269674591,-0.150788760519184,-0.155427407605625,-0.153205185383403,-0.144294294294294,-0.138888888888889,-0.138888888888889,-0.133140814081408,-0.15,-0.108787283692884,-0.114530397139093,-0.15,-0.118780353373059,-0.00971585065344397,-0.114862347124642,-0.0315811148307562,-0.031608479936325,-0.112490842490843,0.0349575212393803,-0.0410936147186147,0.0224099675712579,0.0256357740228708,-0.113589743589744,-0.1042482532379,-0.108974358974359,-0.0642857142857143,-0.0129005158115347,-0.0699561403508772,-0.0541666666666667,-0.0666666666666667,-0.080952380952381,0.0644005847953217,-0.0666666666666667,0.073963133640553,0.0677902941343802,0.0677902941343802,0.0838779851722018,0.0315811148307562,0.0315811148307562,0.0352174784671198,-0.00534708916728077,0.00265291083271923,0,0.00434782608695652,0.0881098275573414,-0.0349003905023493,0.117517427270192,0.15,0.141520467836257
"NOTCH",-0.218671591663259,-0.153333333333333,-0.153333333333333,-0.133333333333333,-0.1,-0.179503678551217,-0.1946472575044,-0.170722610722611,-0.182810522810523,-0.170722610722611,-0.167692307692308,-0.16,-0.16,-0.156842105263158,-0.1,-0.105636070853462,-0.151084745762712,0,-0.121190488218526,-0.0045021645021645,-0.101932367149758,-0.0915151515151515,-0.0058974358974359,-0.151797235023041,-0.0615942028985507,-0.0701149425287356,0.0176190476190476,0.030952380952381,-0.0485714285714286,-0.14039442039442,-0.02,-0.0666666666666667,0.000805152979066026,-0.0777777777777778,-0.0666666666666667,0,-0.1,0.0777777777777778,-0.1,0.0916666666666667,0.083974358974359,0.0957390648567119,0.113673469387755,0.0915151515151515,0.0915151515151515,0.0900658761528327,0.0133333333333333,0.0133333333333333,0,-0.02,0.073474801061008,0.0217852953147071,0.116172506738544,0.1,0.167692307692308
"Jagged",-0.205582586427657,-0.153333333333333,-0.133333333333333,-0.1,-0.2,-0.172245614035088,-0.182810522810523,-0.167692307692308,-0.170722610722611,-0.167692307692308,-0.16,-0.1,-0.1,-0.12,0,-0.101932367149758,-0.146,0,-0.115583011583012,-0.0187878787878788,-0.0888888888888889,-0.0733333333333333,-0.0166666666666667,-0.0485714285714286,-0.0833333333333333,-0.0701149425287356,0.030952380952381,0.0166666666666667,-0.02,-0.132987012987013,0,-0.1,-0.00289855072463768,-0.0666666666666667,-0.1,0,0,0.0777777777777778,0,0.0666666666666667,0.0916666666666667,0.083974358974359,0.115714285714286,0.0733333333333333,0.0733333333333333,0.0915151515151515,0.0133333333333333,-0.02,0.1,0,0.0769230769230769,0.0149069884364002,0.114285714285714,0,0.16
"DELTA",-0.205582586427657,-0.153333333333333,-0.133333333333333,-0.1,-0.2,-0.172245614035088,-0.182810522810523,-0.167692307692308,-0.170722610722611,-0.167692307692308,-0.16,-0.1,-0.1,-0.12,0,-0.101932367149758,-0.146,0,-0.115583011583012,-0.0187878787878788,-0.0888888888888889,-0.0733333333333333,-0.0166666666666667,-0.0485714285714286,-0.0833333333333333,-0.0701149425287356,0.030952380952381,0.0166666666666667,-0.02,-0.132987012987013,0,-0.1,-0.00289855072463768,-0.0666666666666667,-0.1,0,0,0.0777777777777778,0,0.0666666666666667,0.0916666666666667,0.083974358974359,0.115714285714286,0.0733333333333333,0.0733333333333333,0.0915151515151515,0.0133333333333333,-0.02,0.1,0,0.0769230769230769,0.0149069884364002,0.114285714285714,0,0.16
"NOTCHic",-0.228205060223097,-0.151422505307856,-0.153333333333333,-0.153333333333333,-0.133333333333333,-0.183025883757955,-0.199685425443332,-0.180400030077449,-0.1946472575044,-0.182810522810523,-0.170722610722611,-0.167692307692308,-0.167692307692308,-0.165933014354067,-0.16,-0.0930434782608695,-0.152971538215542,-0.1,-0.124190488218526,0.00185621700072567,-0.109075224292616,-0.0900658761528327,-0.00748473748473748,-0.162323550812515,-0.0723634336677815,-0.0725942813717108,0.0154607742377527,0.0176190476190476,-0.151797235023041,-0.142381175361308,-0.0485714285714286,-0.0916666666666667,-0.0014170692431562,-0.0777777777777778,-0.0777777777777778,-0.1,-0.0666666666666667,0.0940568475452197,-0.0666666666666667,0.083974358974359,0.0957390648567119,0.0882121831362818,0.121737985516787,0.0900658761528327,0.0900658761528327,0.0905584869902711,0.00761904761904762,0.0133333333333333,-0.02,0.0133333333333333,0.0664325475398812,0.0300017281804385,0.123116951182989,0.16,0.170722610722611
"Csl",-0.232486405788846,-0.154823865852073,-0.151422505307856,-0.153333333333333,-0.153333333333333,-0.189421232595164,-0.202601377415887,-0.192496804270998,-0.199685425443332,-0.1946472575044,-0.182810522810523,-0.170722610722611,-0.170722610722611,-0.166746022484148,-0.167692307692308,-0.0908335335094883,-0.160420748147822,-0.16,-0.125348318809629,-0.00315467624546169,-0.0990752242926156,-0.0905584869902711,-0.00471793906576515,-0.163232641721606,-0.0717098388965397,-0.0759816156868802,0.0115718853488638,0.0154607742377527,-0.162323550812515,-0.149152008694641,-0.151797235023041,-0.083974358974359,-0.00528447255807332,-0.0940568475452197,-0.0777777777777778,-0.0666666666666667,-0.0916666666666667,0.0870801033591731,-0.0777777777777778,0.0957390648567119,0.0882121831362818,0.0907983900328335,0.121737985516787,0.0905584869902711,0.0905584869902711,0.0960731928726241,0.00218426501035196,0.00761904761904762,0.0133333333333333,0.0133333333333333,0.0678150360191439,0.0352962844817062,0.128001269949056,0.167692307692308,0.180400030077449
"ZEB1",0.196197455013995,-0.155367771235157,-0.157729975959567,-0.167374646010328,-0.163026819923372,0.0955535586933657,0.185969113709336,0.176115502969916,0.183033692965696,0.182501778072079,0.183890666960968,0.16945412311266,0.176047529706066,-0.0291228070175439,0.158974358974359,-0.085297464389977,0.0173554739517047,0.166666666666667,0.0864832949530577,0.0449922334194113,-0.0864864785479209,0.184711831423023,-0.141001746338782,0.140101887862583,-0.0159888039421718,0.0912106551860582,-0.000100292409267125,-0.000100292409267125,0.137622549019608,0.0959611930019256,0.139583333333333,0.0791666666666667,-0.146078000107897,0.0866494104112741,0.10140350877193,0.0666666666666667,0.0916666666666667,-0.0852208389827027,0.106666666666667,-0.065530303030303,-0.0674910873440285,-0.0749643969525695,-0.0585474383558757,-0.184711831423023,-0.184711831423023,-0.185814193627747,0.0687437159885981,0.0744705882352941,0.05,0.078,0.149151364431829,-0.206552498773748,-0.0893314026835468,-0.152380952380952,-0.177146430804967
"GLI",-0.147379302693817,0.00719249365328435,0.00554543482975494,-0.00011494252873563,0.00333333333333334,-0.100766512288155,-0.139320743341199,-0.144371593524163,-0.13973915338304,-0.137466426110312,-0.131431943351692,-0.0438709677419355,-0.133870967741935,0.115117419453703,-0.15,-0.0828397337429596,-0.0615926471189629,-0.15,-0.0986176470171026,0.0162383333900362,-0.0888983268983269,-0.162381865895992,0.0163868635368292,-0.128327333585954,0.0365912949529248,-0.120718532760109,0.021808319148202,0.0239704813103642,-0.130232095490716,-0.0911473230822565,-0.132732095490716,0.031547619047619,0.0164939409455538,-0.101444086406492,-0.0953216374269006,-0.1,0.019047619047619,0.0998815864064924,-0.111111111111111,-0.031547619047619,-0.0356292517006803,-0.0368638196019148,0.0901692036463708,0.162381865895992,0.162381865895992,0.163371964905893,0.114076319628806,0.117943722943723,0.105714285714286,0.114047619047619,0.0439648434981106,-0.0285806164368006,0.109533514492754,0.06,0.037988614800759
"SHH",-0.253906810035842,0.04,0,-0.1,0,-0.165555555555556,-0.244444444444444,-0.1,-0.233333333333333,-0.2,-0.1,0,-0.1,-0.05,-0.1,-0.075,-0.075,0,-0.0501298701298701,0.0166666666666667,-0.15,-0.2,0.0666666666666667,-0.266666666666667,0.0666666666666667,-0.0564102564102564,0.0166666666666667,0.0666666666666667,-0.2,-0.202857142857143,-0.1,0,0.025,-0.1,0,0,0,0.2,0,0.1,0.2,0.08,0.1,0.2,0.2,0.223076923076923,0.14,0.2,0,0.1,-0.02,0.251264367816092,0.0761904761904762,0,0
"SMO",-0.274861502592477,0.0125225225225225,0.0233333333333333,0.04,0,-0.199597041601484,-0.258321369767461,-0.148611111111111,-0.249298813376483,-0.244444444444444,-0.233333333333333,-0.1,-0.2,0.000877192982456138,-0.1,-0.0668079096045198,-0.0919934640522876,-0.1,-0.054201767225023,-0.00855937311633514,-0.0777777777777778,-0.241826923076923,0.0746543778801843,-0.298939393939394,0.032967032967033,-0.0660265301042,0.0119047619047619,0.0166666666666667,-0.293939393939394,-0.206296296296296,-0.266666666666667,-0.2,0.036864406779661,-0.185714285714286,-0.2,0,-0.1,0.173714285714286,-0.1,0.08,0.0675,0.0841666666666667,0.126896551724138,0.241826923076923,0.241826923076923,0.253454830053667,0.138135198135198,0.116923076923077,0.2,0.14,-0.0311111111111111,0.277931034482759,0.0887296611434542,0,0.1375
"Patched",-0.262240143369176,0.0233333333333333,0.04,0,-0.1,-0.185943905070119,-0.249298813376483,-0.1375,-0.244444444444444,-0.233333333333333,-0.2,0,-0.1,0.0166666666666667,-0.1,-0.0583333333333333,-0.0861111111111111,-0.1,-0.0534265734265734,-0.00476190476190476,-0.0944444444444444,-0.223076923076923,0.0698924731182796,-0.293939393939394,0.0282051282051282,-0.0611721611721612,0.0166666666666667,0.0166666666666667,-0.266666666666667,-0.199153439153439,-0.2,-0.1,0.025,-0.2,-0.1,0,0,0.185714285714286,0,0.2,0.08,0.0675,0.12,0.223076923076923,0.223076923076923,0.241826923076923,0.116923076923077,0.14,0.1,0.2,-0.02,0.271264367816092,0.0852813852813853,0,0.1
"Destcompl",-0.0826249636497687,-0.101617467313604,-0.10092781214119,-0.103033075299085,-0.105102040816327,-0.113463388398861,-0.0653067425140312,-0.0617942084954931,-0.0648477929984779,-0.0625190258751902,-0.0576682796065335,-0.0541856925418569,-0.0541856925418569,-0.10343479848471,-0.0555555555555556,-0.0527117381025799,-0.0175363258641079,-0.0555555555555556,-0.106019991882698,-0.0402186273323795,-0.0614716032131339,0.0110586610649096,0.0285222875340733,-0.0552943058070705,0.0306628414320722,-0.00121050606735737,0.0260609857978279,0.0254761904761905,-0.053891500195848,-0.0450903110401282,-0.0462828045436741,-0.096551724137931,-0.0107750392787396,0.000358122097252531,0.013871635610766,-0.0333333333333333,-0.1,-0.000358122097252531,0.00952380952380952,0.110837438423645,0.109283034278568,0.106381680313384,-0.00559769012874293,-0.0110586610649096,-0.0110586610649096,-0.00980277409473689,-0.00640749442160524,-0.00218808513890481,-0.0143589743589744,0.00382284382284382,-0.0334857904283852,0.119278672546511,0.0521199133239343,0.0555555555555556,0.0571559895715599
"RKIP",-0.164223887753299,-0.0371250556297285,-0.0361904761904762,-0.0266666666666667,-0.0333333333333333,-0.170086801149681,-0.070740629398725,-0.051025641025641,-0.0659060238007606,-0.0568151147098515,-0.0491228070175439,-0.0333333333333333,-0.0333333333333333,0.237269841269841,0,-0.0181339072214252,-0.0903238265002971,0,-0.0330265904271116,0.000714637125343574,-0.0201339072214252,-0.127922077922078,0.014085161008385,-0.155361305361305,0.164576074332172,0.031639085894405,0.153748882590441,0.154738981600342,-0.151515151515152,-0.163248847926267,-0.133333333333333,-0.133333333333333,-0.00432137733142037,-0.155357142857143,-0.142857142857143,-0.1,-0.1,0.15232683982684,-0.1,0.153333333333333,0.149333333333333,0.160808743169399,0.0758325965222517,0.127922077922078,0.127922077922078,0.132195582195582,0.31995597945708,0.296551724137931,0.3,0.3,0.11078431372549,0.412014921023489,0.0325011720581341,0,0.0433333333333333
"RAF",-0.164223887753299,-0.0371250556297285,-0.0361904761904762,-0.0266666666666667,-0.0333333333333333,-0.170086801149681,-0.070740629398725,-0.051025641025641,-0.0659060238007606,-0.0568151147098515,-0.0491228070175439,-0.0333333333333333,-0.0333333333333333,0.237269841269841,0,-0.0181339072214252,-0.0903238265002971,0,-0.0330265904271116,0.000714637125343574,-0.0201339072214252,-0.127922077922078,0.014085161008385,-0.155361305361305,0.164576074332172,0.031639085894405,0.153748882590441,0.154738981600342,-0.151515151515152,-0.163248847926267,-0.133333333333333,-0.133333333333333,-0.00432137733142037,-0.155357142857143,-0.142857142857143,-0.1,-0.1,0.15232683982684,-0.1,0.153333333333333,0.149333333333333,0.160808743169399,0.0758325965222517,0.127922077922078,0.127922077922078,0.132195582195582,0.31995597945708,0.296551724137931,0.3,0.3,0.11078431372549,0.412014921023489,0.0325011720581341,0,0.0433333333333333
"MEK",-0.170321448728909,-0.0378549826370278,-0.0371250556297285,-0.0361904761904762,-0.0266666666666667,-0.174458385849135,-0.0746439751236321,-0.0601165501165501,-0.070740629398725,-0.0659060238007606,-0.0568151147098515,-0.0433333333333333,-0.0491228070175439,0.228380952380952,-0.0333333333333333,-0.0173402564277744,-0.0950857312622019,0,-0.0332357954480321,0.00226262474144265,-0.0181731229076997,-0.132195582195582,0.0160082379314619,-0.166310210470794,0.166394256150354,0.0279535822089014,0.149689842000035,0.153748882590441,-0.155361305361305,-0.168166880713153,-0.151515151515152,-0.153333333333333,-0.00273407574411879,-0.15232683982684,-0.155357142857143,-0.1,-0.133333333333333,0.165268016297428,-0.142857142857143,0.149333333333333,0.160808743169399,0.162769527483124,0.0776343983240535,0.132195582195582,0.132195582195582,0.136957486957487,0.221622646123747,0.31995597945708,0.3,0.296551724137931,0.108152734778122,0.417124410074584,0.0370056765626386,0.0333333333333333,0.051025641025641
"ERK",-0.174461283135533,-0.0406022353842805,-0.0378549826370278,-0.0371250556297285,-0.0361904761904762,-0.17785694403657,-0.0780467529014099,-0.0643772017456228,-0.0746439751236321,-0.070740629398725,-0.0659060238007606,-0.051025641025641,-0.0568151147098515,0.231293573740176,-0.0491228070175439,-0.0156079729632074,-0.0971661750902185,-0.0333333333333333,-0.0345510904499111,0.00324301689830539,-0.0181731229076997,-0.136957486957487,0.0185545342277582,-0.171019351745033,0.16400517765206,0.0282260617729341,0.150297744735598,0.149689842000035,-0.166310210470794,-0.169371699990261,-0.155361305361305,-0.149333333333333,-0.00257659542915816,-0.165268016297428,-0.15232683982684,-0.142857142857143,-0.153333333333333,0.167102878682749,-0.155357142857143,0.160808743169399,0.162769527483124,0.163252619270564,0.0808822615719168,0.136957486957487,0.136957486957487,0.139487739982789,0.219672785399513,0.221622646123747,0.296551724137931,0.31995597945708,0.109545492438289,0.420821434420842,0.0384690911967849,0.0433333333333333,0.0601165501165501
"Csn",-0.0439927332675946,-0.105447757872686,-0.105209094388199,-0.0962347354138399,-0.0977272727272727,-0.027113155974213,-0.0866082631681159,-0.0838028215859977,-0.084744162145867,-0.0837795319207866,-0.0851128652541199,-0.0839080459770115,-0.0839080459770115,-0.0750789807448403,-0.0666666666666667,-0.00485194375516956,-0.0776359669627552,-0.0666666666666667,-0.00483688489387195,-0.00575393975800534,-0.003121453709689,-0.108785436101802,-0.0573815824562447,-0.116980241980242,0.0062624584717608,-0.119190139186409,0.000817792077152759,4.65838509316793e-05,-0.118903318903319,-0.0213106340981989,-0.12020202020202,-0.0253968253968254,0.00231596360628619,-0.109166666666667,-0.121666666666667,0.02,-0.0142857142857143,0.105166666666667,-0.105,0.0163059163059163,0.0130801098543034,0.0179981426411886,-0.053186325692542,0.108785436101802,0.108785436101802,0.109361251840766,0.0406304112554113,0.0312554112554113,0.0533333333333333,0.0351515151515151,0.0794532128930783,0.0450430881312335,0.0673208805476865,0.0666666666666667,0.0851128652541199
"NFB",0.160184087620154,0.160225086306099,0.161490909090909,0.159090909090909,0.15,0.128154575958427,0.128004798759623,0.124836262364352,0.126828328171388,0.124296682601767,0.12034188034188,0.118803418803419,0.118803418803419,0.179436090225564,0.111111111111111,0.00334744908247631,0.212469654528478,0.1,0.103127228653497,0.00069456092311734,0.00769230769230769,-0.0684815486993346,0.00484335846878982,-0.0870893264441651,0.116314683768244,-0.0059329885800474,0.117243329816253,0.112410616061606,-0.0877344877344877,0.00995228559420505,-0.0861471861471862,-0.08,0.000880016132284735,-0.193822393822394,-0.185714285714286,-0.1,-0.08,0.193822393822394,-0.0857142857142857,0.0837037037037037,0.0837037037037037,0.0800892458723784,-0.135925101901198,0.0684815486993346,0.0684815486993346,0.0674865238237127,0.0572829131652661,0.0579365079365079,0.0357142857142857,0.0557142857142857,0.0123231049460558,0.197207372758659,-0.0973657548125633,-0.111111111111111,-0.12034188034188
