"","GSK3","Destcompl","RAS","RKIP","RAF","PI3K","DELTA","SNAI2","AXIN2","cateninnuc","TCFLEF","SUFU","LIV1","CD44","Wnt","SRC","GLI","Frizzled","NOTCH","SMAD","ILK","STAT","SOSGRB2","DSH","EGR1","Csn","cfos","ERK","NFB","IKK","AKT","cateninmemb","TGF","PAK1","TGFR","FOXC2","CDC42","ZEB2","ZEB1","MEK","Ecadherin","Jagged","NOTCHic","KLF4","Csl","SMO","Patched","HEY1","TWIST1","SHH","TrCP","FUS","cMet","SNAI1","miR200"
"IKK",0.418717948717949,0.365433017804307,0.246483985583191,0.178142076502732,0.229582577132486,0.229582577132486,0.229582577132486,0.384697973557764,0.187857142857143,0.165305691709897,0.158132695929306,0.1,0.1,0.14965811965812,0.138888888888889,0.138888888888889,0.14965811965812,0.138888888888889,0.119480519480519,0.0805693069306931,0.0875,0.15,-0.0657563025210084,0.15,0,0.1,0.0142857142857143,0.0182857142857143,0.0857142857142857,-0.0476190476190476,-0.0557271557271557,0.0104452344675808,0.0341333333333333,0,0.0333333333333333,0.0324386724386724,0.0333333333333333,-0.0383558897243108,-0.0383558897243108,-0.0205079365079365,-0.0475854204036177,0.0296735395189003,-0.114718614718615,-0.0399267399267399,-0.0909090909090909,-0.14,-0.136296296296296,-0.0934984520123839,-0.0405228758169935,-0.129399744572158,0,-0.12,-0.138888888888889,-0.201314673452078,-0.0966109253065775
"Csn",0.473982896405696,0.494087093409008,0.404172368592717,0.161659366705624,0.392464115233792,0.392464115233792,0.392464115233792,0.115030738234198,0.218977514164306,0.194693601811257,0.190785002893638,0.0142857142857143,0.133333333333333,0.185640308359876,0.178084752804321,0.167241379310345,0.185508333590347,0.167241379310345,0.11527084027084,-0.0048830779936877,-0.00308359213250518,0.15,-0.00959760175256544,0.15,-0.04,-0.145,-0.04,-0.0412987012987013,-0.153333333333333,-0.165833333333333,-0.179433333333333,-0.0677888799777253,0.1700025063693,0.143181818181818,0.162603938350207,0.152800330281681,0.153629579375848,-0.0280430107526882,-0.0280430107526882,0.045465367965368,-0.00752330302194083,0.0594791551623528,-0.113347763347763,-0.0235480859010271,-0.114646464646465,-0.0284271284271284,-0.0316529348787413,-0.00371816168327796,0.000162069502882967,-0.034111951272184,0.02,-0.0253968253968254,-0.178084752804321,-0.196985513049918,-0.068536904492
"GSK3",0.481787551363913,0.620620970558154,0.514859483332948,0.324931033878402,0.49973343291278,0.49973343291278,0.49973343291278,0.317007086911427,0.347041122692725,0.318547244171181,0.312626191539602,0.0272727272727273,0.25,0.304344802403359,0.293262568185169,0.283458646616541,0.304111624788942,0.283458646616541,0.110839062897886,-0.0436126775395483,-0.0410639519023668,0.276315789473684,0.0739696454046993,0.276315789473684,-0.0509803921568627,-0.218333333333333,-0.0546840958605664,-0.0569397349583108,-0.249583333333333,-0.271422413793103,-0.285097627468317,-0.08743047998733,0.22822715284009,0.197101449275362,0.221816896429834,0.19774742597264,0.2151966873706,-0.027840459053833,-0.027840459053833,0.0597806440492199,-0.110345466952863,0.150854003075076,-0.109020881079705,-0.0201446501671891,-0.0999299719887955,-0.0480100544616674,-0.047396557529152,0.031530645346057,-0.0797697242735054,-0.0483534953281951,0.193333333333333,-0.0415584415584416,-0.293392421450978,-0.36873954772337,-0.239927281113973
"DSH",0.56614695236225,0.605862252699753,0.49973343291278,0.314655344655345,0.480965925909979,0.480965925909979,0.480965925909979,0.309155490707803,0.335321183575526,0.312626191539602,0.304344802403359,0,0.2,0.293392421450978,0.283458646616541,0.276315789473684,0.293262568185169,0.276315789473684,0.109020881079705,-0.0410639519023668,-0.0369130085061404,0.25,0.0679231337767923,0.25,-0.0333333333333333,-0.193333333333333,-0.0509803921568627,-0.0546840958605664,-0.218333333333333,-0.249583333333333,-0.271422413793103,-0.0838053694656677,0.221816896429834,0.166666666666667,0.2151966873706,0.192165288811556,0.197101449275362,-0.0262059865426889,-0.0262059865426889,0.0569397349583108,-0.110114976337124,0.142532835191864,-0.0999299719887955,-0.0186179326099372,-0.0940476190476191,-0.0415584415584416,-0.0480100544616674,0.028416458494846,-0.0806660110852852,-0.047396557529152,0.133333333333333,-0.0272727272727273,-0.283458646616541,-0.359547964113182,-0.233010516752895
"SNAI1",-0.181984714542883,-0.227001008745931,-0.177982545534121,-0.14347780708931,-0.173056437159737,-0.173056437159737,-0.173056437159737,-0.2914449124801,-0.179363377892981,-0.14399614707297,-0.142963622550512,0.00238095238095238,-0.15,-0.140894657033271,-0.136166975704845,-0.128778778778779,-0.141102990330073,-0.128849902534113,0.0243171114599686,0.0359302526973042,0.0367912613073903,-0.131481481481481,-0.0681352097473898,-0.131481481481481,0.0443478260869565,0.0833333333333333,0.0358732498157701,0.0358732498157701,0.0885964912280702,0.0885964912280702,0.0920687134502924,-0.0484363524050924,-0.0491704612954263,-0.0574229691876751,-0.0461462677470392,-0.0347772265189372,-0.048332060096766,-0.0245570192101947,-0.0245570192101947,-0.0394606937619584,0.0759921903770093,-0.066786178274991,-0.0218681318681319,-0.0280024951301188,-0.0207692307692308,-0.00779712123798145,-0.0107971212379815,-0.038823235441103,0.0546225368834065,-0.00866119890788437,-0.0583333333333333,0.000844854070660522,0.135709471848086,0.0309874769231482,0.0984023510722951
"PAK1",-0.177826298701299,-0.223492236816107,-0.173056437159737,-0.142640987005628,-0.167601891705192,-0.167601891705192,-0.167601891705192,-0.289064758272926,-0.174934473464077,-0.142963622550512,-0.140894657033271,0.019047619047619,-0.15,-0.135709471848086,-0.128849902534113,-0.131481481481481,-0.136166975704845,-0.131481481481481,0.0218681318681319,0.0367912613073903,0.0355009387267452,-0.15,-0.07002200220022,-0.15,0.04,0.0583333333333333,0.0443478260869565,0.0358732498157701,0.0833333333333333,0.0885964912280702,0.0885964912280702,-0.0494380795208092,-0.0461462677470392,-0.0476190476190476,-0.048332060096766,-0.0328712544731938,-0.0574229691876751,-0.0244340179801824,-0.0244340179801824,-0.0358732498157701,0.0770848022396524,-0.063021472392638,-0.0207692307692308,-0.0270679156908665,-0.0346153846153846,0.000844854070660522,-0.00779712123798145,-0.038823235441103,0.0580071522680218,-0.0107971212379815,-0.0333333333333333,-0.00238095238095238,0.128778778778779,0.128852245606422,0.0990747814277226
"LIV1",-0.177826298701299,-0.223492236816107,-0.173056437159737,-0.142640987005628,-0.167601891705192,-0.167601891705192,-0.167601891705192,-0.289064758272926,-0.174934473464077,-0.142963622550512,-0.140894657033271,0.019047619047619,-0.15,-0.135709471848086,-0.128849902534113,-0.131481481481481,-0.136166975704845,-0.131481481481481,0.0218681318681319,0.0367912613073903,0.0355009387267452,-0.15,-0.07002200220022,-0.15,0.04,0.0583333333333333,0.0443478260869565,0.0358732498157701,0.0833333333333333,0.0885964912280702,0.0885964912280702,-0.0494380795208092,-0.0461462677470392,-0.0476190476190476,-0.048332060096766,-0.0328712544731938,-0.0574229691876751,-0.0244340179801824,-0.0244340179801824,-0.0358732498157701,0.0770848022396524,-0.063021472392638,-0.0207692307692308,-0.0270679156908665,-0.0346153846153846,0.000844854070660522,-0.00779712123798145,-0.038823235441103,0.0580071522680218,-0.0107971212379815,-0.0333333333333333,-0.00238095238095238,0.128778778778779,0.128852245606422,0.0990747814277226
"ERK",0.219182819710387,0.29441430214913,0.216550193480887,0.232230019995097,0.214459984459984,0.214459984459984,0.214459984459984,0.347340273324703,0.0250388888425319,0.0248746613960796,0.0242496613960796,-0.1,0,0.0244355350020276,0.0283916083916084,0.0234817813765182,0.0286422349580244,0.0276923076923077,0.00756825103530322,-0.0977705766467676,-0.096554771175643,0.0157894736842105,0.0925449221759901,0.02,0.066551724137931,-0.214285714285714,0.0686793837123991,-0.0329872829542675,-0.211255411255411,-0.214784823020117,-0.218454547790759,-0.105674159014127,0.0447284682027843,0.0314285714285714,0.0430801165544327,0.0410297034434965,0.0379706275033378,-0.02387008080231,-0.02387008080231,0.0338229375503678,0.0904116628064747,0.110940706800035,-0.00507517624305945,-0.023597255124398,-0.00726495726495726,0.0910819672131147,0.0878139933569056,0.0977875363257866,-0.115302427758167,0.0878139933569056,0.214285714285714,0.096,-0.0241810820758189,-0.213771051791188,-0.0609192206246717
"CDC42",-0.17273538961039,-0.218980958620618,-0.167601891705192,-0.143193473193473,-0.163943355119826,-0.163943355119826,-0.163943355119826,-0.284363130786489,-0.171789819376026,-0.140894657033271,-0.135709471848086,0.0333333333333333,-0.1,-0.128778778778779,-0.131481481481481,-0.15,-0.128849902534113,-0.15,0.0207692307692308,0.0355009387267452,0.0322751322751323,-0.15,-0.0611111111111111,-0.15,-0.02,0.0333333333333333,0.04,0.0443478260869565,0.0583333333333333,0.0833333333333333,0.0885964912280702,-0.0514527315354612,-0.048332060096766,0.0857142857142857,-0.0574229691876751,-0.0349402199904352,-0.0476190476190476,-0.023469387755102,-0.023469387755102,-0.0358732498157701,0.0770155980874033,-0.0575,-0.0346153846153846,-0.0254285714285714,-0.05,-0.00238095238095238,0.000844854070660522,-0.0358820589705147,0.0623549783549784,-0.00779712123798145,0,-0.019047619047619,0.131481481481481,0.129090909090909,0.0990747814277226
"Frizzled",0.545961337513062,0.586014924455479,0.480965925909979,0.298571428571429,0.459706083390294,0.459706083390294,0.459706083390294,0.299493092570434,0.322241014799154,0.304344802403359,0.293392421450978,0,0.1,0.283458646616541,0.276315789473684,0.25,0.283458646616541,0.25,0.0999299719887955,-0.0369130085061404,-0.0322401113098787,0.2,0.0606060606060606,0.3,-0.0333333333333333,-0.133333333333333,-0.0333333333333333,-0.0509803921568627,-0.193333333333333,-0.218333333333333,-0.249583333333333,-0.079211729889696,0.2151966873706,0.133333333333333,0.197101449275362,0.185671782318049,0.166666666666667,-0.0230563802434763,-0.0230563802434763,0.0546840958605664,-0.10914921689902,0.134780897207368,-0.0940476190476191,-0.0176470588235294,-0.0857142857142857,-0.0272727272727273,-0.0415584415584416,0.0231533006001091,-0.0778291316526611,-0.0480100544616674,0.1,0,-0.276315789473684,-0.347084195997239,-0.223254419191919
"RKIP",0.2123719464145,0.289000129668592,0.212237762237762,0.225420168067227,0.204545454545455,0.204545454545455,0.204545454545455,0.347250101999184,0.019971870604782,0.0244355350020276,0.0241810820758189,-0.1,0,0.0234817813765182,0.02,0,0.0276923076923077,0,0.00726495726495726,-0.0961857674856061,-0.0971758664955071,0,0.0928253968253968,0,0.07,-0.2,0.07,0.066551724137931,-0.214285714285714,-0.214285714285714,-0.211255411255411,-0.103906932142226,0.0379706275033378,0.0333333333333333,0.0314285714285714,0.0346448570586502,0.0266666666666667,-0.0221252989000478,-0.0221252989000478,-0.0686793837123991,0.0915893494157766,0.110639501980758,-0.0111111111111111,-0.0181252989000478,-0.0111111111111111,0.1,0.096,0.0992644212156407,-0.112400475341652,0.0910819672131147,0.2,0.1,-0.0157894736842105,-0.207200538970675,-0.0541983743914415
"AKT",0.57476686992816,0.610622576189129,0.499503351245223,0.317479132121076,0.481431062088596,0.481431062088596,0.481431062088596,0.31744118894976,0.339437166924532,0.318315826410061,0.310008134102369,0,0.2,0.299080299050822,0.290605722779636,0.285990338164251,0.298985611047792,0.285990338164251,0.121893723900018,-0.0303070076515455,-0.0252565026010404,0.255555555555556,0.0511965811965812,0.255555555555556,-0.0333333333333333,-0.1,-0.0509803921568627,-0.0526197364191578,-0.117647058823529,-0.145852187028658,-0.269084510260981,-0.0679596725230352,0.216477149226797,0.154411764705882,0.210736967957915,0.19000806895287,0.190411764705882,-0.0202417396817859,-0.0202417396817859,0.0538855592039679,-0.122071097278809,0.13925409550366,-0.110918114143921,-0.0141869095816464,-0.107692307692308,-0.0487179487179487,-0.057051282051282,0.0175891499508533,-0.0849301788455764,-0.0559986504723347,0.0333333333333333,-0.0333333333333333,-0.290605722779636,-0.355670395796254,-0.235963435601816
"Wnt",0.517476489028213,0.559754977505876,0.459706083390294,0.27,0.418796992481203,0.418796992481203,0.418796992481203,0.290344827586207,0.303636363636364,0.293392421450978,0.283458646616541,0,0,0.276315789473684,0.25,0.2,0.276315789473684,0.3,0.0940476190476191,-0.0322401113098787,-0.0299145299145299,0.1,0.0575757575757576,0.2,0,-0.1,-0.0333333333333333,-0.0333333333333333,-0.133333333333333,-0.193333333333333,-0.218333333333333,-0.0750847457627119,0.197101449275362,0.1,0.166666666666667,0.169392712550607,0.133333333333333,-0.0200860832137733,-0.0200860832137733,0.0509803921568627,-0.107517515267319,0.129730392156863,-0.0857142857142857,-0.0176470588235294,-0.1,0,-0.0272727272727273,0.021025641025641,-0.0673529411764706,-0.0415584415584416,0.1,0,-0.25,-0.326449275362319,-0.209191919191919
"ILK",0.55460557960558,0.590854172549758,0.481431062088596,0.299466709760827,0.460883116883117,0.460883116883117,0.460883116883117,0.307692445231167,0.327523809523809,0.310008134102369,0.299080299050822,0,0.1,0.290605722779636,0.285990338164251,0.255555555555556,0.290605722779636,0.255555555555556,0.110918114143921,-0.0252565026010404,-0.0212565026010404,0.2,0.0423076923076923,0.2,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0509803921568627,-0.1,-0.117647058823529,-0.145852187028658,-0.0633725165597325,0.210736967957915,0.125,0.190411764705882,0.183993031358885,0.154411764705882,-0.018186945161238,-0.018186945161238,0.0526197364191578,-0.120555945763658,0.132631578947368,-0.107692307692308,-0.0116228070175439,-0.1,-0.0333333333333333,-0.0487179487179487,0.0138297514546127,-0.0809546436773807,-0.057051282051282,0,0,-0.285990338164251,-0.343389694041868,-0.224733489077751
"STAT",-0.293137516688919,-0.332041122970615,-0.276590450353691,-0.21456241956242,-0.266888957816377,-0.266888957816377,-0.266888957816377,-0.25828857323369,-0.260915555033202,-0.229592481328437,-0.222083542115088,0,-0.1,-0.212304362304362,-0.20974025974026,-0.214285714285714,-0.212261268143621,-0.214285714285714,0.0287099778247694,0.0465822644233439,0.0442834138486312,-0.214285714285714,-0.00927750410509031,-0.214285714285714,0,0.05,0.02,0.02,0.09,0.113809523809524,0.125673930589185,-0.0339409332116584,-0.118018427986963,-0.0954545454545455,-0.119467703349282,-0.092719836400818,-0.114204545454545,-0.0130446476600323,-0.0130446476600323,-0.0210752688172043,0.158407294828192,-0.103918265590233,-0.0355060943296237,0.0799861358684888,-0.0490196078431372,0.0316666666666667,0.0293410852713178,-0.0493333333333333,-0.0160574474667428,0.0231463950058311,0,0.025,0.20974025974026,0.202795172890554,0.12457795695333
"NOTCH",-0.193329850226402,-0.238497023057771,-0.179631093544137,-0.161007957559682,-0.178181818181818,-0.178181818181818,-0.178181818181818,-0.284867964279729,-0.189541778975741,-0.146010180295895,-0.138255078255078,0,0,-0.137156177156177,-0.152307692307692,-0.16,-0.137156177156177,-0.16,0.0374193548387097,0.0352380952380952,0.0285714285714286,-0.1,-0.0452631578947368,-0.1,0,0,-0.02,0.0466666666666667,0.0333333333333333,0.0666666666666667,0.1,-0.0232388715922379,-0.0837849462365591,0,-0.0773333333333333,-0.0644897959183674,-0.0333333333333333,-0.0123188405797101,-0.0123188405797101,-0.0466666666666667,0.0665919637804188,-0.0713997113997114,-0.16,-0.0123188405797101,-0.16,-0.00833333333333333,0.0147435897435897,-0.128985507246377,0.0454237288135593,0.0147435897435897,0,-0.0333333333333333,0.152307692307692,0.152435897435897,0.111082251082251
"DELTA",-0.179693486590038,-0.22634749034749,-0.178181818181818,-0.123076923076923,-0.16,-0.16,-0.16,-0.284338863750628,-0.191428571428571,-0.138255078255078,-0.137156177156177,0,0,-0.152307692307692,-0.16,-0.1,-0.152307692307692,-0.1,0.16,0.0285714285714286,0.0333333333333333,0,-0.04,0,-0.1,0,0,-0.02,0,0.0333333333333333,0.0666666666666667,-0.0216681909639656,-0.0773333333333333,0,-0.0333333333333333,-0.0542857142857143,0,-0.0123188405797101,-0.0123188405797101,-0.0466666666666667,0.060140350877193,-0.0825108225108225,-0.16,-0.0166666666666667,-0.1,-0.0333333333333333,-0.00833333333333333,-0.133333333333333,0.02,0.0147435897435897,0,0,0.16,0.141666666666667,0.0939393939393939
"ZEB2",-0.267811810175123,-0.179797225662529,-0.161511304541283,-0.159597423510467,-0.159155844155844,-0.159155844155844,-0.159155844155844,-0.154678045156443,-0.128921696054148,-0.104216167107198,-0.101488894379925,-0.1,-0.1,-0.0993762183235868,-0.0937529137529138,-0.0933333333333333,-0.0919180513675927,-0.0860606060606061,-0.085197141656158,-0.0844960947674792,-0.0832765825723572,-0.08,-0.0732600732600733,-0.0727272727272727,-0.0666666666666667,-0.0666666666666667,-0.0614035087719298,-0.0581777023203169,-0.0541666666666667,-0.0519444444444444,-0.0435332294911734,-0.0431732568104442,-0.0383645983645984,-0.0337662337662338,-0.0330735930735931,-0.0294529914529915,-0.0283116883116883,-0.00984081535262638,-0.00984081535262638,0.0545191657349511,0.0552414982031343,0.0555943278219815,0.0857435897435897,0.0884477849724937,0.0897435897435897,0.0914285714285714,0.0938675958188153,0.0964809384164223,0.0970887893682094,0.097503959455179,0.1,0.1,0.101228070175439,0.153146632324879,0.174262644376771
