"","PAK1","ZEB2","CDC42","SOSGRB2","cateninmemb","STAT","SRC","CD44","Frizzled","cMet","Csl","NOTCHic","KLF4","PI3K","MEK","SNAI2","NFB","Csn","ILK","ERK","IKK","SHH","FUS","AKT","Patched","SMO","ZEB1","TrCP","SUFU","SMAD","miR200","GSK3","TWIST1","RKIP","HEY1","RAF","DELTA","SNAI1","RAS","cfos","EGR1","NOTCH","Jagged","Wnt","GLI","TCFLEF","cateninnuc","DSH","Destcompl","AXIN2","FOXC2","LIV1","Ecadherin","TGFR","TGF"
"SUFU",0.126666666666667,-0.0701357273427339,0.113153153153153,0.0607410133725923,0.113102611950325,-0.0933333333333333,-0.0933333333333333,-0.0937421222960313,0.0125,-0.0884789644012945,-0.147424242424242,-0.154242424242424,-0.0928574544899272,0.000132264024185422,-0.0952079517450024,-0.251048989870962,-0.0262857142857143,-0.0142857142857143,0.0334254992319509,-0.0939313560003215,-0.0378241758241758,0.0493547443547444,-0.055,-0.0317839073678,0.0474242424242424,0.0383333333333333,0.0135181434446549,0,-0.08,-0.0331945523497338,-0.0162080100465528,0.141403026105823,-0.0712286866732683,-0.0496542534539589,-0.0280554612141831,-0.000132264024185422,-0.000132264024185422,-0.0406170295242825,0.00429811572265002,0.0766899766899767,0.0615384615384615,0.148686868686869,0.0652935960559805,-0.0163461538461538,-0.0100264512439234,0.0970029918612487,0.0972587463369521,-0.0125,0.143817116511056,0.246621185894172,-0.0478064921437675,0.1,-0.034057230839827,-0.108897834004217,-0.10870059534544
"Frizzled",-0.0333333333333333,-0.0688987693604368,-0.04,0.0212121212121212,-0.110486951842884,0.1,0.1,0.109022556390977,0.1,0.0947368421052632,0.0142857142857143,0.00595238095238095,-0.0747899159663866,0.0804511278195489,0.0077124183006536,0.150828891547917,0.02,0,0.0380242496521566,0.0188235294117647,0.0075,0.0332285993576316,-0.05,-0.01125,0.0170995670995671,0.0409090909090909,-0.0124110402431922,-0.1,-0.1,-0.0333513524558949,-0.0102967171717172,0.0613270637408568,0.066218487394958,-0.0261904761904762,-0.0358647026732133,-0.0804511278195489,-0.0804511278195489,-0.0622843340234645,-0.0875377419927772,-0.06,0,0.00777310924369748,-0.0725393642305407,-0.0947368421052632,-0.109022556390977,-0.103062291490315,-0.101633720061744,-0.2,0.138656586768997,-0.151726568005638,0.0558930420864325,-0.1,0.115113276442938,0.048695652173913,0.0477432712215321
"SNAI1",-0.061624649859944,-0.0538112470378303,-0.061624649859944,-0.0966289411960064,-0.0890807873606026,-0.0666666666666667,-0.0774774774774775,-0.0827910088306128,-0.0798245614035088,-0.0794576754972795,0.0653846153846154,0.0587912087912088,-0.0499644650669624,0.0359422054113589,0.0515533231332194,0.0775730143273086,0.0699561403508772,0.0541666666666667,0.0134016043693463,0.0694905428641611,0.0662524366471735,0.0400338516077111,-0.0572964669738863,0.0586135477582846,0.0398396768504295,0.0338396768504295,-0.0517948379441308,0.0666666666666667,-0.0476190476190476,-0.0233647040003426,0.00565175647956606,0.103765231880331,0.0150873257177605,0.0372232513319917,-0.0179962539738534,-0.0359422054113589,-0.0359422054113589,-0.0887389785410402,-0.035285390961441,-0.0668238761974945,-0.0617391304347826,-0.0534850863422292,-0.0357488396687919,0.0812879760376551,0.0847614678109641,0.0811358364168197,0.0820134822609085,0.0666666666666667,0.0891812627176517,0.11144101181837,0.0613859245408997,0.1,0.100902800511233,0.0731000596960096,0.0773339306637515
"Csn",-0.025,-0.0526170388751034,-0.0264925373134328,0.013384065490603,-0.100903273532582,0.0666666666666667,0.0632183908045977,0.0761447629598855,0.0632183908045977,0.0837003185154411,-0.0146464646464646,-0.0263347763347763,-0.0553487035839977,0.105797918197157,0.0254626623376623,0.127127706451027,-0.00833333333333333,0,0.0265760869565217,0.0223376623376623,-0.025,0.0307338703954251,-0.0571428571428571,-0.013,0.0438486244937858,0.0298701298701299,-0.0230272952853598,0.1,-0.0571428571428571,-0.0268331563652621,-0.00799177548684613,0.0752996912202688,0.0390455041296556,-0.0566865094535406,-0.0277214839424142,-0.105797918197157,-0.105797918197157,-0.0627845999405226,-0.0975445592720134,-0.0236363636363636,-0.06,0.0109501609501609,-0.0544006986790111,-0.0837003185154411,-0.0745300128385852,-0.0745370459180849,-0.0729134740599971,-0.0666666666666667,0.15315465075914,-0.109994491658798,0.0202098795664896,-0.0666666666666667,0.106603348592961,0.022646383467279,0.0190664311999759
"TrCP",-0.0714285714285714,-0.0482761916872768,-0.061624649859944,-0.09247799779978,-0.085868352127442,-0.1,-0.0666666666666667,-0.0794576754972795,-0.0666666666666667,-0.0774774774774775,0.0423076923076923,0.0653846153846154,-0.0365688264376789,0.0391240235931771,0.0694905428641611,0.0760644658861419,0.0541666666666667,0.0666666666666667,0.0140467656596689,0.0668238761974945,0.0699561403508772,0.0398396768504295,-0.0476190476190476,0.0662524366471735,0.0338396768504295,0.0572964669738863,-0.0570838908346597,0.0666666666666667,-0.080952380952381,-0.0134016043693463,0.013624859265349,0.100926948051948,0.0170360436664784,0.0363864312483097,-0.0191867301643296,-0.0391240235931771,-0.0391240235931771,0.0135741887187463,-0.0359422054113589,-0.0617391304347826,-0.04,-0.0587912087912088,-0.0381017808452624,0.0798245614035088,0.0812879760376551,0.0827910088306128,0.0811358364168197,0.1,0.0893457364018622,0.108876909254268,0.056430397221967,0.1,0.100434538284386,0.061624649859944,0.0731000596960096
"PAK1",-0.0714285714285714,-0.0482761916872768,-0.061624649859944,-0.09247799779978,-0.085868352127442,-0.1,-0.0666666666666667,-0.0794576754972795,-0.0666666666666667,-0.0774774774774775,0.0423076923076923,0.0653846153846154,-0.0365688264376789,0.0391240235931771,0.0694905428641611,0.0760644658861419,0.0541666666666667,0.0666666666666667,0.0140467656596689,0.0668238761974945,0.0699561403508772,0.0398396768504295,-0.0476190476190476,0.0662524366471735,0.0338396768504295,0.0572964669738863,-0.0570838908346597,0.0666666666666667,-0.080952380952381,-0.0134016043693463,0.013624859265349,0.100926948051948,0.0170360436664784,0.0363864312483097,-0.0191867301643296,-0.0391240235931771,-0.0391240235931771,0.0135741887187463,-0.0359422054113589,-0.0617391304347826,-0.04,-0.0587912087912088,-0.0381017808452624,0.0798245614035088,0.0812879760376551,0.0827910088306128,0.0811358364168197,0.1,0.0893457364018622,0.108876909254268,0.056430397221967,0.1,0.100434538284386,0.061624649859944,0.0731000596960096
"LIV1",-0.0714285714285714,-0.0482761916872768,-0.061624649859944,-0.09247799779978,-0.085868352127442,-0.1,-0.0666666666666667,-0.0794576754972795,-0.0666666666666667,-0.0774774774774775,0.0423076923076923,0.0653846153846154,-0.0365688264376789,0.0391240235931771,0.0694905428641611,0.0760644658861419,0.0541666666666667,0.0666666666666667,0.0140467656596689,0.0668238761974945,0.0699561403508772,0.0398396768504295,-0.0476190476190476,0.0662524366471735,0.0338396768504295,0.0572964669738863,-0.0570838908346597,0.0666666666666667,-0.080952380952381,-0.0134016043693463,0.013624859265349,0.100926948051948,0.0170360436664784,0.0363864312483097,-0.0191867301643296,-0.0391240235931771,-0.0391240235931771,0.0135741887187463,-0.0359422054113589,-0.0617391304347826,-0.04,-0.0587912087912088,-0.0381017808452624,0.0798245614035088,0.0812879760376551,0.0827910088306128,0.0811358364168197,0.1,0.0893457364018622,0.108876909254268,0.056430397221967,0.1,0.100434538284386,0.061624649859944,0.0731000596960096
"TGFR",-0.142222222222222,-0.0396759704466626,-0.132698412698413,-0.33641975308642,-0.0827657809009705,-0.0666666666666667,-0.0566666666666667,-0.0590748096656736,-0.0471428571428571,-0.0472327044025157,-0.0166666666666667,0.000574712643678163,-0.0323199302604337,0.111904761904762,0.235989059406507,0.101137896732953,-0.0166666666666667,-0.0166666666666667,-0.118455522971652,0.230509607351713,0.0043859649122807,-0.120192626144555,0.11,0.0160138718890249,-0.107198275862069,-0.113448275862069,-0.0945344293938914,0.0333333333333333,0.126666666666667,0.116676163541047,0.0533180590883594,0.0510964471083897,0.00645577962303941,0.124632034632035,0.118168345891433,-0.111904761904762,-0.111904761904762,0.0473391505249912,-0.102548036758563,-0.192731829573935,-0.219047619047619,-0.011366079550153,0.117774700646731,0.0377088948787062,0.0499669593948352,0.0581178718666306,0.0576750020703507,0.0571428571428571,0.0881807080401354,0.0889361975914193,0.0274974233095555,0.1,0.0998609767363019,0.0237698412698413,0.0273159405606214
"TWIST1",-0.0860606060606061,-0.0360175965439123,-0.089508881922675,-0.209433002796847,-0.124477316851977,-0.0857142857142857,-0.0912698412698413,-0.0932778733983553,-0.0912698412698413,-0.0912698412698413,-0.0740740740740741,-0.0843304843304843,-0.0428913904523661,0.0314164103284913,0.117857850336419,0.190304784356731,-0.0615384615384615,-0.1,-0.127300027300027,0.135270785659802,-0.0758241758241758,-0.00972892157965375,-0.0222222222222222,-0.0842987520953623,-0.0151476407914764,-0.0137777777777778,-0.0275687968670425,-0.1,-0.0333333333333333,0.117729070204318,0.041187506550676,0.102659901118918,-0.100726181395518,0.0602739146217407,0.133556838641584,-0.0314164103284913,-0.0314164103284913,0.00666448865383433,-0.0314164103284913,-0.145797101449275,-0.106666666666667,0.0890474654625598,0.101831169368836,0.0902172096908939,0.0926172096908939,0.0937372914687994,0.0952899079150329,0.0857142857142857,0.113161945602866,0.142907361455749,0.0653710505548465,0.1,0.179197923374187,0.104508881922675,0.109292481011513
"Jagged",-0.2,-0.0345410628019324,-0.1,-0.12,-0.0775214925919151,0,-0.1,-0.0723076923076923,-0.1,-0.08,0,-0.06,-0.0388888888888889,0.00666666666666667,0.0266666666666667,0.0519356460532931,0.1,0,0.0166666666666667,0.06,0.0666666666666667,0.0532051282051282,-0.1,0.0555555555555556,0.0916666666666667,0.0666666666666667,-0.0355072463768116,0,0,-0.030952380952381,-0.0145454545454545,0.109195402298851,0.005,-0.00512820512820513,0.0833333333333333,-0.00666666666666667,-0.00666666666666667,-0.0166666666666667,-0.0248484848484849,0,0.1,0.06,-0.0348051948051948,0.08,0.0723076923076923,0.045034965034965,0.0549250749250749,0,0.06996138996139,0.114285714285714,0.0371428571428571,0,0.0754035087719298,0.0888888888888889,0.0688888888888889
"DELTA",-0.2,-0.0345410628019324,-0.1,-0.12,-0.0775214925919151,0,-0.1,-0.0723076923076923,-0.1,-0.08,0,-0.06,-0.0388888888888889,0.00666666666666667,0.0266666666666667,0.0519356460532931,0.1,0,0.0166666666666667,0.06,0.0666666666666667,0.0532051282051282,-0.1,0.0555555555555556,0.0916666666666667,0.0666666666666667,-0.0355072463768116,0,0,-0.030952380952381,-0.0145454545454545,0.109195402298851,0.005,-0.00512820512820513,0.0833333333333333,-0.00666666666666667,-0.00666666666666667,-0.0166666666666667,-0.0248484848484849,0,0.1,0.06,-0.0348051948051948,0.08,0.0723076923076923,0.045034965034965,0.0549250749250749,0,0.06996138996139,0.114285714285714,0.0371428571428571,0,0.0754035087719298,0.0888888888888889,0.0688888888888889
"CDC42",0.0142857142857143,-0.0344498251277912,-0.0714285714285714,-0.101388888888889,-0.0873335535926434,-0.1,-0.1,-0.0774774774774775,-0.1,-0.0666666666666667,0.05,0.0423076923076923,-0.0316507936507937,0.0537581699346405,0.0668238761974945,0.0778727841501564,0.0666666666666667,0.0666666666666667,0.0124338624338624,0.0617391304347826,0.0541666666666667,0.0338396768504295,-0.080952380952381,0.0699561403508772,0.0572964669738863,0.0476190476190476,-0.0439006110918944,0.1,-0.0666666666666667,-0.0140467656596689,0.00245734657499363,0.095836038961039,0.00670995670995671,0.0104195804195804,-0.0177161419290355,-0.0537581699346405,-0.0537581699346405,0.0133355252342594,-0.0391240235931771,-0.04,-0.06,-0.0653846153846154,-0.0387152777777778,0.0666666666666667,0.0798245614035088,0.0794576754972795,0.0827910088306128,0.1,0.0855863379056216,0.107619047619048,0.0453959144633463,0.1,0.0956594517791958,0.061624649859944,0.061624649859944
"RAS",-0.02,-0.0340353460972018,0.04,0.145887445887446,-0.00587938470127411,0.1,0.1,0.103754693366708,0.1,0.105882352941176,0,-0.00526315789473684,-0.0185714285714286,-0.0643589743589743,-0.125252837977296,-0.219830596072601,0,-0.1,0.153679653679654,-0.103684210526316,-0.00666666666666667,0.150802259887006,-0.2,-0.0122222222222222,0.162666666666667,0.166666666666667,-0.0408836524300442,-0.1,-0.1,-0.167965367965368,0.0581230769230769,0.10156330749354,-0.0887179487179487,-0.120899371069182,-0.0547430830039526,0.0643589743589743,0.0643589743589743,-0.0633529990167158,-0.0317948717948718,0.13,0.18,0.00714995034756703,-0.172134831460674,-0.105882352941176,-0.10171568627451,-0.108370077982093,-0.10355421395943,-0.1,0.0209509692067832,-0.130540184453228,-0.0193650793650794,0,-0.0472530795366016,-0.0341176470588235,-0.0271869539895166
"TGF",-0.12,-0.0302420081825116,-0.142222222222222,-0.35,-0.0829967277831875,-0.1,-0.0666666666666667,-0.0472327044025157,-0.0571428571428571,-0.0566666666666667,-0.0266666666666667,-0.0166666666666667,-0.046605644546148,0.113690476190476,0.230509607351713,0.102063822658879,-0.0166666666666667,0.0333333333333333,-0.103939393939394,0.192731829573935,-0.0166666666666667,-0.107198275862069,0.126666666666667,0.0043859649122807,-0.113448275862069,-0.11,-0.0956665048655895,0,0.0666666666666667,0.118455522971652,0.0489192321088873,0.043027987450688,0.0103703703703704,0.12034632034632,0.100257898130239,-0.113690476190476,-0.113690476190476,0.0352447552447552,-0.111904761904762,-0.219047619047619,-0.233333333333333,-0.000574712643678163,0.104731222385862,0.0471428571428571,0.0377088948787062,0.0590748096656736,0.0581178718666306,0.1,0.0847532886852967,0.0842151675485009,0.0209472049689441,0,0.0996906189850242,0.132698412698413,0.0237698412698413
"NOTCH",-0.1,-0.0197262479871175,-0.0888888888888889,-0.125263157894737,-0.0696680894505539,-0.1,-0.08,-0.045034965034965,-0.08,-0.0723076923076923,-0.06,-0.06,-0.0345410628019324,0.0248484848484849,0.0623809523809524,0.0503483444659915,0.0666666666666667,0.1,0.030952380952381,0.0266666666666667,0.0555555555555556,0.0590874811463047,-0.0666666666666667,0.0555555555555556,0.0532051282051282,0.0916666666666667,-0.0503220611916264,0,-0.1,-0.00761904761904763,0.0025974025974026,0.0841954022988506,0.0236440677966102,0.00521662245800176,0.0615942028985507,-0.0248484848484849,-0.0248484848484849,-0.0120512820512821,-0.0320948616600791,-0.06,0,-0.0432258064516129,-0.057027417027417,0.0723076923076923,0.045034965034965,0.0549250749250749,0.0569658912516055,0.1,0.0690268105221376,0.0973045822102426,0.0269387755102041,0,0.0786293152235427,0.0688888888888889,0.0592114695340502
"SHH",0,0.025,0.0333333333333333,0,-0.10078853046595,0.1,0.1,0.1,0,0.1,0.1,0.2,0.1,0,0.1,0.241455938697318,0,0,-0.0666666666666667,0.2,0.1,-0.08,-0.2,0,0,0.1,-0.025,0,-0.2,0.0333333333333333,0.05,-0.143589743589744,0.1,0.1,0.0666666666666667,0,0,0.0666666666666667,0.00769230769230769,-0.1,0,-0.133333333333333,-0.0542857142857143,0,0,-0.0933333333333333,-0.0933333333333333,0,-0.144155844155844,-0.247619047619048,0.075,0,0.045,0.0666666666666667,0.126666666666667
"NOTCHic",0.0888888888888889,0.0308373590982287,0.0688888888888889,0.107081339712919,0.0702766087203307,0.08,0.0723076923076923,0.0549250749250749,0.0723076923076923,0.045034965034965,0.06,-0.0432258064516129,0.0238267770876467,-0.0320948616600791,-0.0652380952380952,-0.0505487452675947,-0.0555555555555556,-0.0666666666666667,-0.00761904761904763,-0.0623809523809524,-0.0555555555555556,-0.0343562983506058,0.0916666666666667,-0.0718346253229974,-0.0590874811463047,-0.0532051282051282,0.0436553945249597,-0.1,0.0666666666666667,0.0126550188420692,-0.00433150664364537,-0.0841954022988506,-0.0192415520733397,-0.00662507316222712,-0.0877480490523969,0.0320948616600791,0.0320948616600791,-0.0149328449328449,0.0168239256994879,0.0266666666666667,0.06,0.0642784380305603,0.0417956289479468,-0.045034965034965,-0.0568629220242124,-0.0569658912516055,-0.0604773416332849,-0.08,-0.0746934771888043,-0.0973045822102426,-0.0382290980908492,-0.1,-0.080007569434875,-0.0592114695340502,-0.0623961829098464
"cfos",0.0857142857142857,0.0344498251277912,0.0714285714285714,0.101388888888889,0.0873335535926434,0.1,0.1,0.0774774774774775,0.1,0.0666666666666667,-0.05,-0.0423076923076923,0.0316507936507937,-0.0537581699346405,-0.0668238761974945,-0.0778727841501564,-0.0666666666666667,-0.0666666666666667,-0.0124338624338624,-0.0617391304347826,-0.0541666666666667,-0.0338396768504295,0.080952380952381,-0.0699561403508772,-0.0572964669738863,-0.0476190476190476,0.0439006110918944,-0.1,0.0666666666666667,0.0140467656596689,-0.00245734657499363,-0.095836038961039,-0.00670995670995671,-0.0104195804195804,0.0177161419290355,0.0537581699346405,0.0537581699346405,-0.0133355252342594,0.0391240235931771,0.04,0.16,0.0653846153846154,0.0387152777777778,-0.0666666666666667,-0.0798245614035088,-0.0794576754972795,-0.0827910088306128,-0.1,-0.0855863379056216,-0.107619047619048,-0.0453959144633463,-0.1,-0.0956594517791958,-0.061624649859944,-0.061624649859944
