"","DELTA","STAT","LIV1","Ecadherin","SNAI1","ZEB2","ZEB1","miR200","SNAI2","cateninmemb","IKK","ILK","HEY1","SMAD","NFB","Csn","TGF","NOTCHic","FOXC2","TGFR","MEK","Csl","ERK","TrCP","SUFU","EGR1","cfos","SMO","CDC42","NOTCH","Patched","FUS","KLF4","SHH","PAK1","TWIST1","AKT","Jagged","SOSGRB2","RKIP","AXIN2","DSH","Frizzled","GLI","Wnt","CD44","SRC","cateninnuc","TCFLEF","cMet","RAF","PI3K","RAS","Destcompl","GSK3"
"SMO",-0.235576923076923,-0.1,-0.1,0.0598503783581525,-0.264439324116743,0.0266949152542373,0.386864406779661,0.318083182640145,-0.272860426929392,0.146413508716985,-0.114285714285714,0.0333333333333333,0.0336996336996337,0.0476190476190476,-0.1,-0.1,-0.384369369369369,0.00606060606060606,0.256896551724138,-0.381666666666667,0.0125407925407925,0.0333333333333333,-0.0276923076923077,0,-0.1,0,-0.02,-0.186666666666667,-0.373333333333333,-0.00606060606060606,0.224166666666667,-0.0666666666666667,-0.0361111111111111,0.218611111111111,-0.333333333333333,-0.0625272331154684,0.142285714285714,0.130396825396825,-0.171929824561403,0.23984126984127,0.0385281385281385,0.2,0.25,0.231944444444444,0.2375,0.137777777777778,0.15,0.134551264893626,0.13680690399137,0.143333333333333,0.235576923076923,0.235576923076923,0.237902504472272,0.293634117820164,0.297638607347345
"cateninmemb",0.103333333333333,0.00588235294117647,0,-0.0796750209310623,0.071815487728055,0.0269435926029179,-0.13855567619914,-0.136653456206529,0.0922955972728025,0.00521206051374518,0.0958730158730159,-0.0183188405797101,-0.0191172112530186,-0.0171081868266835,0.0847619047619048,0.08,0.058580933936908,0.00624179943767572,-0.0112055327112272,0.0591234294161124,0.0624687138210486,0.00727272727272727,-0.0636451844092839,0.1,-0.0333333333333333,-0.0490909090909091,-0.0667379679144385,-0.0104166666666667,0.0537575757575758,-0.00587005222577981,-0.00141129032258065,-0.0166666666666667,-0.0320675105485232,0.00331311912623825,0.0470909090909091,0.0274473290247198,-0.103665223665224,-0.00871473354231975,-0.0352457043122386,-0.0731430331751359,-0.0279842580997164,-0.00588235294117647,-0.012859097127223,-0.00368668333411953,-0.00768668333411953,-0.00416344495330994,-0.012859097127223,-0.00911313757423544,-0.00752583598693385,-0.00851127104026646,-0.103333333333333,-0.103333333333333,-0.103054003724395,-0.117769631012996,-0.121738751481725
"SUFU",-0.239212548140394,-0.143333333333333,-0.15,0.0614981641460001,-0.263823786204108,0.0299461526212389,0.392125068882148,0.323405424901546,-0.274124141929588,0.145283233655441,-0.149978021978022,0.0521351766513057,0.0498686576214078,0.0519042297690886,-0.142285714285714,-0.114285714285714,-0.388032972541974,0.0128787878787879,0.263227360134743,-0.388624688518306,0.00866698476382996,0.00606060606060606,-0.00909251667872358,-0.1,-0.186666666666667,-0.0276923076923077,-0.0125407925407925,-0.218611111111111,-0.384369369369369,-0.0104978354978355,0.225681818181818,-0.224166666666667,-0.0383492577686158,0.22761232011232,-0.381666666666667,-0.0653512197295991,0.157360572313592,0.135453632196471,-0.182069684701264,0.242525890081118,0.0367360603283625,0.2375,0.231944444444444,0.228162631461888,0.230021367521368,0.134551264893626,0.137777777777778,0.137019295584163,0.135638221415365,0.13680690399137,0.239212548140394,0.239212548140394,0.241744193710014,0.298720866986821,0.308929886762018
"PI3K",-0.39761038961039,-0.2,-0.1,0.0754004232853455,-0.34701690821256,0.0303217456221497,0.445805053800088,0.352576831675192,-0.238579787495586,0.128245359429851,-0.341176470588235,0.0694197679071629,0.0577405576295698,0.0782197679071629,-0.3,-0.233333333333333,-0.42011956001913,0.115384615384615,0.419019744483159,-0.411176470588235,-0.0551407448225192,0.1,0.0535014005602241,-0.2,0,0.0333333333333333,0.0476190476190476,-0.0833333333333333,-0.391176470588235,-0.128287841191067,0.0833333333333333,-0.05,-0.0260964912280702,0.0833333333333333,-0.35,-0.170997522316125,0.353996983408748,0.0973684210526316,-0.198076923076923,0.327698771816419,0.116095238095238,0.2,0.188888888888889,0.174842066146414,0.167149758454106,0.174842066146414,0.188888888888889,0.18311045685059,0.1833166424176,0.167149758454106,0.39761038961039,0.39761038961039,0.408569293719979,0.491934726449332,0.563263588263588
"ILK",-0.39761038961039,-0.2,-0.1,0.0754004232853455,-0.34701690821256,0.0303217456221497,0.445805053800088,0.352576831675192,-0.238579787495586,0.128245359429851,-0.341176470588235,0.0694197679071629,0.0577405576295698,0.0782197679071629,-0.3,-0.233333333333333,-0.42011956001913,0.115384615384615,0.419019744483159,-0.411176470588235,-0.0551407448225192,0.1,0.0535014005602241,-0.2,0,0.0333333333333333,0.0476190476190476,-0.0833333333333333,-0.391176470588235,-0.128287841191067,0.0833333333333333,-0.05,-0.0260964912280702,0.0833333333333333,-0.35,-0.170997522316125,0.353996983408748,0.0973684210526316,-0.198076923076923,0.327698771816419,0.116095238095238,0.2,0.188888888888889,0.174842066146414,0.167149758454106,0.174842066146414,0.188888888888889,0.18311045685059,0.1833166424176,0.167149758454106,0.39761038961039,0.39761038961039,0.408569293719979,0.491934726449332,0.563263588263588
"AKT",-0.408569293719979,-0.188888888888889,-0.2,0.0766125444974667,-0.354285078638626,0.0337464031563963,0.45333930037543,0.357389665899791,-0.241896370410159,0.13140540020457,-0.353996983408748,0.0782197679071629,0.0660112343212992,0.0832702729576679,-0.341176470588235,-0.3,-0.42404705246626,0.128287841191067,0.422027263280152,-0.42011956001913,-0.0589382131769495,0.115384615384615,0.0551407448225192,-0.233333333333333,-0.05,0.0476190476190476,0.0535014005602241,-0.0833333333333333,-0.411176470588235,-0.124629304605701,0.0833333333333333,-0.0833333333333333,-0.0337887989203779,0.0917543859649123,-0.391176470588235,-0.169468470328358,0.263087892499657,0.10597769257581,-0.215854700854701,0.332046597903375,0.118622313907512,0.188888888888889,0.167149758454106,0.18322195441457,0.174842066146414,0.1833166424176,0.167149758454106,0.182495072235205,0.18311045685059,0.174842066146414,0.408569293719979,0.408569293719979,0.418930739503111,0.499296182197885,0.577376491489395
"Wnt",-0.397744360902256,-0.1,0,0.0556273650294107,-0.315010351966874,0.0347680535628886,0.396461023433764,0.316666666666667,-0.231896551724138,0.12,-0.193333333333333,0.0743589743589744,0.061025641025641,0.0813357185450209,-0.133333333333333,-0.1,-0.384057971014493,0.0857142857142857,0.36412955465587,-0.366666666666667,-0.0592156862745098,0.1,0.0533333333333333,-0.1,0,0,0.0333333333333333,-0.05,-0.333333333333333,-0.0940476190476191,0.0954545454545455,0,-0.0274509803921569,0.10021645021645,-0.3,-0.124411764705882,0.243333333333333,0.104730392156863,-0.142424242424242,0.286666666666667,0.117575757575758,0.2,0.3,0.184210526315789,0.2,0.184210526315789,0.2,0.202611661604342,0.191353383458647,0.2,0.397744360902256,0.397744360902256,0.411380724538619,0.488657980354613,0.548040752351097
"GSK3",-0.437931817416715,-0.184210526315789,-0.2,0.0627336112619087,-0.341755661482658,0.0376786812310537,0.434082793356073,0.342213293707527,-0.248673327095767,0.134890677468964,-0.27242816091954,0.090914276118641,0.0764780060174845,0.0931631516808599,-0.262083333333333,-0.243333333333333,-0.407564626960173,0.107073808544397,0.392165288811556,-0.401154370549917,-0.0702886654395942,0.107773109243697,0.0651750290759579,-0.193333333333333,-0.0954545454545455,0.0592156862745098,0.0629193899782135,-0.10021645021645,-0.394534161490683,-0.105775107245695,0.105737922609088,-0.10021645021645,-0.0433558764052571,0.112914956101911,-0.384057971014493,-0.131724499917928,0.28182987032125,0.124269836849932,-0.182456556489455,0.321990553306343,0.129650472977341,0.184210526315789,0.191353383458647,0.205294683249003,0.202464494569758,0.205944994937675,0.191353383458647,0.208259577587532,0.206746419692796,0.202611661604342,0.437931817416715,0.437931817416715,0.445915010694026,0.52111699782782,0.496921673705661
"Frizzled",-0.411380724538619,-0.2,-0.1,0.060988670390716,-0.322946859903382,0.0377383505925915,0.415272904621883,0.327604166666667,-0.241044816708365,0.129206349206349,-0.243333333333333,0.0813357185450209,0.0674086197490453,0.0860086157412826,-0.193333333333333,-0.133333333333333,-0.394534161490683,0.0940476190476191,0.380408624423312,-0.384057971014493,-0.0629193899782135,0.0857142857142857,0.0592156862745098,-0.1,0,0.0333333333333333,0.0533333333333333,-0.0954545454545455,-0.366666666666667,-0.107773109243697,0.10021645021645,-0.05,-0.0369747899159664,0.10021645021645,-0.333333333333333,-0.129173669467787,0.262083333333333,0.11180109922757,-0.163636363636364,0.30452380952381,0.124552501761804,0.3,0.2,0.191353383458647,0.184210526315789,0.191353383458647,0.2,0.205944994937675,0.202611661604342,0.184210526315789,0.411380724538619,0.411380724538619,0.424766551310273,0.504838351707398,0.57046499477534
"DSH",-0.424766551310273,-0.2,-0.2,0.0628323929543683,-0.333671497584541,0.0393131537421978,0.42472172351952,0.335530995934959,-0.246516295171695,0.133564417522015,-0.262083333333333,0.0860086157412826,0.0726717776437821,0.090914276118641,-0.243333333333333,-0.193333333333333,-0.401154370549917,0.107773109243697,0.386902130916819,-0.394534161490683,-0.0651750290759579,0.0940476190476191,0.0629193899782135,-0.133333333333333,-0.05,0.0533333333333333,0.0592156862745098,-0.10021645021645,-0.384057971014493,-0.107073808544397,0.10021645021645,-0.0954545454545455,-0.0418291588480052,0.105737922609088,-0.366666666666667,-0.127755229751475,0.27242816091954,0.120328231010516,-0.178270509977827,0.312216117216117,0.129193851972775,0.2,0.184210526315789,0.202464494569758,0.191353383458647,0.202611661604342,0.184210526315789,0.206746419692796,0.205944994937675,0.191353383458647,0.424766551310273,0.424766551310273,0.437931817416715,0.514952855524192,0.586938312640769
"AXIN2",0.247856074067147,0.153333333333333,0.133333333333333,-0.00885687709257155,0.230854865467755,0.0760676891913138,-0.266981072589493,-0.247173803299893,0.207391448027705,-0.149356826662716,0.207246376811594,-0.0376811594202899,-0.0341959896726631,-0.0400621118012422,0.188405797101449,0.166666666666667,0.201668720583956,-0.0302380952380952,-0.184418953411928,0.19539809352125,0.0255231103390634,-0.0266666666666667,-0.0234541448218221,0.133333333333333,0.1,-0.0133333333333333,-0.020650406504065,0.137362637362637,0.185663580246914,0.0322651222651223,-0.14271978021978,0.123076923076923,-0.072662849902263,-0.14960502612142,0.172083333333333,0.0282210642386437,-0.217246376811594,-0.161361194622064,0.0340470624902602,-0.221410157942416,-0.130113093506082,-0.153333333333333,-0.16031007751938,-0.167998214582924,-0.165482491312483,-0.168321608031726,-0.16031007751938,-0.171679761574397,-0.17008010744556,-0.165482491312483,-0.247856074067147,-0.247856074067147,-0.254155286665572,-0.275745579546478,-0.275485761505212
"Ecadherin",0.267352941176471,0.184313725490196,0.166666666666667,-0.0898916804808244,0.241481456279661,0.0805980905707257,-0.284907732112551,-0.258927269709393,0.231607352430667,-0.0927703484410801,0.23957671957672,-0.0353623188405797,-0.040277890289734,-0.035604449591185,0.224761904761905,0.22,0.129609237525878,0.0372031766388793,-0.0419338819868818,0.124365114560237,0.0721006303177316,0.0361722488038278,-0.0717084734549865,0.2,0.166666666666667,-0.0527272727272727,-0.0644919786096257,0.179166666666667,0.114121212121212,-0.0368314294269834,-0.19744623655914,0.166666666666667,-0.0618846694796062,-0.203745449157565,0.107454545454545,-0.108200825209041,-0.256459836459836,-0.202365324514776,-0.0694961030363215,-0.238813959359706,-0.100595607383759,-0.184313725490196,-0.200592795257638,-0.19937440445304,-0.204041071119707,-0.200592795257638,-0.200592795257638,-0.203611819388669,-0.200717328258883,-0.204940621344594,-0.267352941176471,-0.267352941176471,-0.269866907656918,-0.282462267367673,-0.289468349502763
"TCFLEF",-0.0863500295034591,-0.154166666666667,-0.166666666666667,-0.106810250295124,-0.0210579796772265,0.0812815878079036,0.245156831472621,0.174244858220762,0.174303928935106,-0.0983749147642516,-0.122805194805195,0.0515669476722108,0.0540201097472008,0.051758152261121,-0.122805194805195,-0.0948051948051948,-0.111469903495032,-0.0194324884425315,0.010283340689185,-0.114450035945363,-0.0138675958188153,-0.0311971943248844,0.0138675958188153,-0.0857142857142857,-0.1,0.0142857142857143,0.0167247386759582,-0.15047619047619,-0.115384615384615,0.0230869734923654,0.140798771121352,-0.16,-0.0805449452508276,0.143866255783928,-0.115384615384615,0.0280399745618042,0.117370412196499,0.140174773483335,0.047772148011669,0.0979786012765762,0.0452688644688645,0.149019607843137,0.124019607843137,0.132640938203598,0.128293112116642,0.137842686663441,0.129166666666667,0.0355230990345754,0.0368117588283898,0.133440170940171,0.0863500295034591,0.0863500295034591,0.0888467443523422,-0.11325521968563,-0.0559292976325732
"KLF4",0.26,0.166666666666667,0.166666666666667,0.0120557391881143,0.23894981071004,0.0834416924664603,-0.275902992776058,-0.250919820919821,0.230704281991173,-0.0940523997231314,0.224761904761905,-0.0266666666666667,-0.0328953399541635,-0.0353623188405797,0.22,0.2,0.124365114560237,0.0361722488038278,-0.0362130581882548,0.114121212121212,0.0717084734549865,0.0309090909090909,-0.0644919786096257,0.1,0.2,-0.08,-0.0527272727272727,0.166666666666667,0.107454545454545,-0.0372031766388793,-0.179166666666667,0.166666666666667,-0.0555555555555556,-0.19744623655914,0.0954545454545455,-0.113228758169935,-0.23957671957672,-0.202594157466721,-0.0708118925100057,-0.232446918161204,-0.103276019754893,-0.166666666666667,-0.184313725490196,-0.204041071119707,-0.200592795257638,-0.204940621344594,-0.184313725490196,-0.200717328258883,-0.200592795257638,-0.200592795257638,-0.26,-0.26,-0.267352941176471,-0.279386778085287,-0.28417033625773
"FOXC2",0.26,0.166666666666667,0.166666666666667,0.0120557391881143,0.23894981071004,0.0834416924664603,-0.275902992776058,-0.250919820919821,0.230704281991173,-0.0940523997231314,0.224761904761905,-0.0266666666666667,-0.0328953399541635,-0.0353623188405797,0.22,0.2,0.124365114560237,0.0361722488038278,-0.0362130581882548,0.114121212121212,0.0717084734549865,0.0309090909090909,-0.0644919786096257,0.1,0.2,-0.08,-0.0527272727272727,0.166666666666667,0.107454545454545,-0.0372031766388793,-0.179166666666667,0.166666666666667,-0.0555555555555556,-0.19744623655914,0.0954545454545455,-0.113228758169935,-0.23957671957672,-0.202594157466721,-0.0708118925100057,-0.232446918161204,-0.103276019754893,-0.166666666666667,-0.184313725490196,-0.204041071119707,-0.200592795257638,-0.204940621344594,-0.184313725490196,-0.200717328258883,-0.200592795257638,-0.200592795257638,-0.26,-0.26,-0.267352941176471,-0.279386778085287,-0.28417033625773
"SRC",0.20799332498957,-0.3,-0.2,-0.0652477859830801,0.092752379376821,0.0955375861036238,0.151969152440851,0.0995491143317231,-0.148809964616859,-0.0287123933542883,0.0282051282051282,0.103070175438596,0.126183382985766,0.0967638691322902,0.0666666666666667,0.1,-0.0271536796536797,-0.180238095238095,0.0133239962651727,-0.0398809523809524,0.14882790165809,-0.185,-0.139393939393939,0.1,-0.0333333333333333,-0.166666666666667,-0.139393939393939,-0.143333333333333,-0.0541666666666667,0.165952380952381,0.124814814814815,-0.0833333333333333,-0.195865633074935,0.101285403050109,-0.0666666666666667,0.0118049766325628,-0.0448717948717949,0.0720795107033639,0.0642857142857143,-0.172303681981101,0.0718198818479323,0.2,0.15,0.0883606557377049,0.09,0.0883606557377049,0.15,0.098340466945213,0.0981167532986805,0.09,-0.20799332498957,-0.20799332498957,-0.218599385595631,-0.0595516802038541,-0.265194805194805
"miR200",0.0258438576349024,0.08,0.1,-0.0731597270087982,0.0369082769082769,0.101487455197133,-0.0473431899641577,-0.100591468971397,0.13365628132376,-0.0162161101090812,-0.0604511278195489,0.0483691529709229,0.061638418079096,0.0486826325947473,-0.0747368421052632,-0.08,0.166377623817719,-0.0804926108374384,-0.150571704718046,0.175679949399114,-0.0510204081632653,-0.0908374384236453,0.0571428571428571,-0.1,-0.08,0.0571428571428571,0.0571428571428571,-0.0475,0.190196078431373,0.0821875260916757,0.0512974683544304,-0.0675,-0.0968599033816425,0.0599931205283434,0.2,-0.00159895319404522,0.0698850900836998,0.0858287540957404,0.0951515151515152,-0.0339311865652653,-0.0412064188748891,-0.08,-0.068,-0.0474923386472682,-0.0496901408450704,-0.0377038193990519,-0.0582608695652174,-0.0354888121840447,-0.0373069940022265,-0.0399510104102878,-0.0258438576349024,-0.0258438576349024,-0.0196094436698151,-0.077081627658184,0.0501441828020991
"NOTCH",0.00303030303030303,-0.1,0,0.0735438596491228,-0.0185897435897436,0.111755233494364,0.264734299516908,0.169004329004329,-0.185446144269674,-0.00136511596949618,-0.0888888888888889,0.0952380952380952,0.195652173913043,0.0919047619047619,-0.0333333333333333,0,-0.170437275985663,-0.174285714285714,0.15734693877551,-0.176888888888889,-0.0533333333333333,-0.16,0.0533333333333333,0,0,0,0.02,-0.108333333333333,-0.188888888888889,0.0452534562211982,0.100641025641026,-0.0333333333333333,-0.115458937198068,0.0712292609351433,-0.2,-0.0796949152542373,0.0888888888888889,0.037008177008177,-0.0852631578947368,0.0221927497789567,0.0328032345013477,0.1,0.08,0.00167832167832168,0.0107692307692308,0.00167832167832168,0.08,0.01141144569716,0.00937062937062938,0.0107692307692308,-0.00303030303030303,-0.00303030303030303,-0.0189723320158103,0.0665403240356511,0.0180337861372344
"GLI",0.15689911472088,0.03,-0.05,0.0830880281531206,-0.0305498756562586,0.111985833760027,0.263960914831883,0.16688576645233,-0.151882699756707,-0.011255101038602,0.0119345984007638,0.0569900783768156,0.058589717206016,0.0521252135119507,-0.0064327485380117,-0.0222222222222222,-0.275920918009364,-0.0177210433244916,0.184723189714482,-0.281332682715246,-0.112913946090742,-0.0102210433244916,0.110151515151515,0.0333333333333333,-0.171428571428571,0.105714285714286,0.114047619047619,-0.125375939849624,-0.294540229885058,0.0262924718959202,0.125375939849624,-0.146428571428571,-0.116430716430716,0.1233183266809,-0.308333333333333,-0.116742500095641,-0.0197470984007638,-0.0115092608449451,-0.331197946596177,0.0371903171307342,0.00934782608695653,0.06,0.0503225806451613,-0.0491267309943881,0.0538519924098672,-0.0398246018611465,-0.0396774193548387,-0.0414221674754486,-0.0411233031598478,-0.0372383949645948,-0.15689911472088,-0.15689911472088,-0.159473372146622,0.0264037516403604,0.0502078382155287
"Jagged",-0.0333333333333333,0,0,0.0735438596491228,-0.0416666666666667,0.115458937198068,0.275845410628019,0.177575757575758,-0.184917043740573,-0.00293579659776843,-0.0333333333333333,0.1,0.2,0.0952380952380952,0,0,-0.176888888888889,-0.16,0.147142857142857,-0.188888888888889,-0.0533333333333333,-0.1,0.02,0,0,-0.1,0,-0.0333333333333333,-0.2,0.174285714285714,0.108333333333333,0,-0.111111111111111,0.100641025641026,-0.2,-0.078,0.0888888888888889,0.0444155844155844,-0.08,0.0256410256410257,0.0271428571428571,0,0.1,0.0107692307692308,0.08,0.0107692307692308,0.1,0.00937062937062938,0.00167832167832168,0.08,0.0333333333333333,0.0333333333333333,-0.00303030303030303,0.0674749034749035,0.0203065134099617
"DELTA",-0.0333333333333333,0,0,0.0735438596491228,-0.0416666666666667,0.115458937198068,0.275845410628019,0.177575757575758,-0.184917043740573,-0.00293579659776843,-0.0333333333333333,0.1,0.2,0.0952380952380952,0,0,-0.176888888888889,-0.16,0.147142857142857,-0.188888888888889,-0.0533333333333333,-0.1,0.02,0,0,-0.1,0,-0.0333333333333333,-0.2,0.174285714285714,0.108333333333333,0,-0.111111111111111,0.100641025641026,-0.2,-0.078,0.0888888888888889,0.0444155844155844,-0.08,0.0256410256410257,0.0271428571428571,0,0.1,0.0107692307692308,0.08,0.0107692307692308,0.1,0.00937062937062938,0.00167832167832168,0.08,0.0333333333333333,0.0333333333333333,-0.00303030303030303,0.0674749034749035,0.0203065134099617
"PAK1",0.101382910887932,0.03,-0.05,0.0687487686660602,0.0252765855937965,0.118298512748969,0.209576813085763,0.123876287940188,-0.146062725964786,-0.0201026477311568,-0.0445175438596491,0.0850827786311657,0.0912404092071611,0.0792763270182625,-0.0708333333333333,-0.0833333333333333,-0.124188155142832,-0.0512820512820513,0.122803900365865,-0.129106187929717,-0.0432630803242447,-0.0435897435897436,0.0392630803242447,-0.0333333333333333,-0.104761904761905,0.04,0.0443478260869565,-0.059062980030722,-0.144257703081232,0.058974358974359,0.0528901405245491,-0.0880952380952381,-0.125396825396825,0.0508901405245491,-0.161904761904762,-0.0838594955768869,0.0315545808966862,0.0157172375596455,-0.118660616061606,-0.0343148012208786,0.0118948477243858,-0.03,-0.0411111111111111,-0.0373113678505206,-0.0358479532163743,-0.0366958047156067,-0.0411111111111111,-0.0390993807053896,-0.0385476565674586,-0.0357057057057057,-0.101382910887932,-0.101382910887932,-0.103201092706114,-0.00811345445217469,-0.069883658008658
"EGR1",0.101382910887932,0.03,-0.05,0.0687487686660602,0.0252765855937965,0.118298512748969,0.209576813085763,0.123876287940188,-0.146062725964786,-0.0201026477311568,-0.0445175438596491,0.0850827786311657,0.0912404092071611,0.0792763270182625,-0.0708333333333333,-0.0833333333333333,-0.124188155142832,-0.0512820512820513,0.122803900365865,-0.129106187929717,-0.0432630803242447,-0.0435897435897436,0.0392630803242447,-0.0333333333333333,-0.104761904761905,0.04,0.0443478260869565,-0.059062980030722,-0.144257703081232,0.058974358974359,0.0528901405245491,-0.0880952380952381,-0.125396825396825,0.0508901405245491,-0.161904761904762,-0.0838594955768869,0.0315545808966862,0.0157172375596455,-0.118660616061606,-0.0343148012208786,0.0118948477243858,-0.03,-0.0411111111111111,-0.0373113678505206,-0.0358479532163743,-0.0366958047156067,-0.0411111111111111,-0.0390993807053896,-0.0385476565674586,-0.0357057057057057,-0.101382910887932,-0.101382910887932,-0.103201092706114,-0.00811345445217469,-0.069883658008658
"cfos",0.10016339869281,-0.05,-0.1,0.0731086302577557,0.0269472299852047,0.125050924324532,0.218901571928206,0.132505729564553,-0.149498530666414,-0.0184542960828051,-0.0708333333333333,0.0915343915343915,0.0956521739130435,0.0850827786311657,-0.0833333333333333,-0.0333333333333333,-0.129106187929717,-0.0435897435897436,0.130390107262417,-0.144257703081232,-0.0392630803242447,-0.0666666666666667,0.0443478260869565,0,-0.0333333333333333,0.12,0.04,-0.0880952380952381,-0.161904761904762,0.0512820512820513,0.059062980030722,-0.104761904761905,-0.125396825396825,0.0528901405245491,-0.185714285714286,-0.0833160173160173,0.0445175438596491,0.0187847222222222,-0.123611111111111,-0.0326573426573426,0.0131527093596059,0.05,-0.03,-0.0358479532163743,-0.0411111111111111,-0.0357057057057057,-0.03,-0.0385476565674586,-0.0366958047156067,-0.0411111111111111,-0.10016339869281,-0.10016339869281,-0.101382910887932,-0.00495555971533259,-0.0644291125541126
"CDC42",0.10016339869281,-0.05,-0.1,0.0731086302577557,0.0269472299852047,0.125050924324532,0.218901571928206,0.132505729564553,-0.149498530666414,-0.0184542960828051,-0.0708333333333333,0.0915343915343915,0.0956521739130435,0.0850827786311657,-0.0833333333333333,-0.0333333333333333,-0.129106187929717,-0.0435897435897436,0.130390107262417,-0.144257703081232,-0.0392630803242447,-0.0666666666666667,0.0443478260869565,0,-0.0333333333333333,0.02,0.04,-0.0880952380952381,-0.161904761904762,0.0512820512820513,0.059062980030722,-0.104761904761905,-0.125396825396825,0.0528901405245491,-0.0857142857142857,-0.0833160173160173,0.0445175438596491,0.0187847222222222,-0.123611111111111,-0.0326573426573426,0.0131527093596059,0.05,-0.03,-0.0358479532163743,-0.0411111111111111,-0.0357057057057057,-0.03,-0.0385476565674586,-0.0366958047156067,-0.0411111111111111,-0.10016339869281,-0.10016339869281,-0.101382910887932,-0.00495555971533259,-0.0644291125541126
"ZEB1",0.11220197708017,0.176923076923077,0.2,0.00251156357630556,0.184884504180752,0.125968340974955,-0.157568311836325,-0.0816175588522421,0.209317702196804,-0.0499771959479923,-0.125268909979868,0.124747350454491,0.143609792625337,0.126189658146799,-0.120350877192982,-0.146666666666667,0.265787680523222,-0.133333333333333,-0.244380713991132,0.270905790759443,-0.0887960611557398,-0.133333333333333,0.0901176470588235,-0.166666666666667,-0.141666666666667,0.1,0.096,-0.116666666666667,0.279535232383808,0.127548209366391,0.116666666666667,-0.116666666666667,-0.121235922803223,0.114887307236062,0.286781609195402,0.0424875781757564,0.126697481408439,0.0925797963696084,0.112085769980507,-0.172315807983119,-0.0782697956256509,-0.185714285714286,-0.168641114982578,-0.165548331477424,-0.168641114982578,-0.155111344099866,-0.15984990619137,-0.151962532841175,-0.152451769631781,-0.157889121877644,-0.11220197708017,-0.11220197708017,-0.110154732985682,-0.191066434400881,-0.0762413971530707
