"","CDC42","Jagged","ILK","SMO","IKK","SHH","Csn","TWIST1","SUFU","AKT","SMAD","Patched","FUS","KLF4","AXIN2","Ecadherin","LIV1","TCFLEF","Frizzled","Wnt","ZEB1","RAS","PI3K","GSK3","RAF","DELTA","FOXC2","ZEB2","GLI","DSH","cateninnuc","Destcompl","STAT","SRC","cMet","CD44","TrCP","cateninmemb","miR200","NFB","SNAI2","Csl","NOTCH","SNAI1","HEY1","EGR1","NOTCHic","RKIP","ERK","cfos","MEK","SOSGRB2","TGF","PAK1","TGFR"
"RAS",-0.18,0.105527301399566,0.177489177489178,0.183333333333333,0,0.197299435028249,0,-0.2,0.1,0,0.22034632034632,0.219333333333333,0.2,0.133928571428571,-0.151225296442688,0.161015176382367,0,-0.131362279772793,-0.1,-0.117647058823529,0.108155375552283,-0.439487179487179,-0.327948717948718,0.46905684754522,0.327948717948718,0.327948717948718,0.080952380952381,-0.108155375552283,0.130147058823529,0.1,0.133911854843614,0.410119453142709,0.1,0.1,0.117647058823529,0.12828535669587,-0.1,-0.051996361218222,0.0579076923076923,-0.0333333333333333,0.396430857877167,0,0.0319761668321748,0.239203539823009,-0.170948616600791,0.14,0.0263157894736842,0.300327044025157,0.209736842105263,0.215,0.199932920536636,0.232467532467532,0.222283051834595,0.14,0.209411764705882
"FUS",-0.428333333333333,-0.0877357047236565,-0.0238095238095238,0.198333333333333,-0.143428571428571,0.210959595959596,-0.1,-0.160504568319474,0.333333333333333,-0.174197802197802,-0.0502611367127496,0.181666666666667,0.173333333333333,0.0905737704918033,-0.236898433899933,0.143164024923931,-0.1,-0.0715771629721553,-0.175,-0.180555555555556,0.107709438147725,-0.27341678644804,-0.270360017889088,0.24182132768034,0.270360017889088,0.270360017889088,0.105834845735027,-0.107709438147725,0.180555555555556,0.15,0.0723923803634597,0.226570679363075,0.05,0.07,0.0755555555555556,0.0745846817691478,0.1,0.00526491551292662,0.0707127041818106,0.171428571428571,0.313099089166197,0.227272727272727,0.237727272727273,0.24323247253862,0.0414556458034719,0.12,0.217272727272727,0.271963672066765,0.17034965034965,0.143076923076923,0.162303673338156,0.263495276653171,0.446015909526548,0.42,0.436441441441441
"cateninnuc",-0.257010989010989,-0.0780056205054935,-0.00293650793650794,0.109307832422587,-0.233606060606061,0.111407996159579,-0.208333333333333,-0.1721367627465,0.111111111111111,-0.239074810606061,-0.0115313237618831,0.102475534285941,0.101111111111111,0.12963545943973,-0.258695088087412,0.139876368347841,-0.0939393939393939,-0.0910465127012193,-0.0925695309256953,-0.090395617882217,0.104197061331458,-0.236882586882587,-0.236545886545886,0.219578658262522,0.236545886545886,0.236545886545886,-0.0141945049486033,-0.104197061331458,0.0923719024671973,0.0939393939393939,-0.00969913767160586,0.231772162875912,0.0939393939393939,0.0911616161616162,0.0889877031181379,0.0909718301022649,0.233333333333333,0.0237983317099725,0.0515424567053818,0.235606060606061,0.308727785635784,0.244883866917765,0.244831012795144,0.218613092504189,0.0305944797176823,-0.0536231884057971,0.242558285522416,0.214202664167925,-0.0520559792436512,-0.0583850931677019,-0.0511385480509907,0.055057838624485,0.259390148776085,0.250857142857143,0.258735126942023
"DSH",-0.388405797101449,-0.0408113626000083,0.0136231997131802,0.0621212121212121,-0.204166666666667,0.089491091400848,-0.166666666666667,-0.251439895106979,0.05,-0.186925287356322,0.0449439544301613,0.107282502443793,0.0954545454545455,0.124921813385548,-0.199406963363396,0.204617617489431,-0.1,-0.153044282892662,-0.140789473684211,-0.147932330827068,0.0998164142717099,-0.423935596918947,-0.415812347619227,0.471952762281589,0.415812347619227,0.415812347619227,0.080644015307418,-0.0998164142717099,0.153814683768244,0.125,0.155804745938076,0.459314881481853,0.125,0.140789473684211,0.147932330827068,0.152568092416472,0.0666666666666667,-0.0284591757287451,0.051607615792067,0.154166666666667,0.240758095982581,0.171428571428571,0.200991165697048,0.2998033126294,0.00937261320240043,0.0133333333333333,0.208683473389356,0.289182484182484,0.027276688453159,0.0309803921568627,0.0340436057463921,0.175831485587583,0.42004342776347,0.366666666666667,0.414120082815735
"NOTCH",-0.111111111111111,0.0833381433381433,0.0666666666666667,0.05,0.0333333333333333,0.045475113122172,0.1,-0.0896440677966102,0.1,-0.0222222222222222,0.0233333333333333,-0.0192307692307692,0,0.0434782608695652,0.0161725067385445,0.0439303904923599,0,0.012041292041292,0.02,0.0123076923076923,0.0990338164251208,-0.0580764163372859,-0.0624242424242424,0.0478143504005573,0.0624242424242424,0.0624242424242424,-0.0261224489795918,-0.0990338164251208,-0.0153379953379953,0,-0.0157147614290471,-0.00571385270450691,0,-0.02,-0.0123076923076923,-0.0153379953379953,0,-0.0313473798526523,0.0847619047619048,0,0.150031123560535,0.06,-0.0330875576036866,0.0896153846153846,0.0333333333333333,0.2,0.0314285714285714,0.196905393457118,0.253333333333333,0.22,0.239047619047619,0.195789473684211,0.123240143369176,0.1,0.107111111111111
"Csl",-0.123240143369176,0.0828828453248983,0.0686570743405276,0.045475113122172,0.0219638242894057,0.045753199885242,0.0333333333333333,-0.0812734671179896,0.05,0.00413436692506459,0.0319904076738609,0.0164428550576558,-0.0192307692307692,0.0541925465838509,0.0165831037108381,0.0442507366585339,0.02,0.0134246850931693,0.0153379953379953,0.00996165125197383,0.0873743116164447,-0.0615391807533972,-0.0644803572239854,0.048133244252722,0.0644803572239854,0.0644803572239854,-0.037449849795313,-0.0873743116164447,-0.0148003609293932,-0.0123076923076923,-0.0139392648530321,-0.00483207330170374,-0.0123076923076923,-0.0153379953379953,-0.012041292041292,-0.0157147614290471,0,-0.0327672581487984,0.0696826296350268,0.0222222222222222,0.151611017128432,-0.0330875576036866,-0.047585165259189,0.0944274807318286,0.0341578682755153,0.253333333333333,-0.0594033470773708,0.180691983967924,0.256190476190476,0.239047619047619,0.246407867494824,0.20148053059478,0.118361249136323,0.107111111111111,0.114959888592106
"SUFU",-0.436441441441441,-0.0955741845336328,-0.0502611367127496,0.181666666666667,-0.174197802197802,0.19512948012948,-0.171428571428571,-0.153288073474114,0.173333333333333,-0.161446124345453,-0.0232403514933501,0.210959595959596,0.198333333333333,0.12350790222833,-0.23572747371258,0.144708824100038,-0.05,-0.0723923803634597,-0.180555555555556,-0.180555555555556,0.0869364912878211,-0.27468260923285,-0.27341678644804,0.240021841819157,0.27341678644804,0.27341678644804,0.095164870548923,-0.0869364912878211,0.177953325072284,0.175,0.0735688509516949,0.227368127528944,0.07,0.0755555555555556,0.0745846817691478,0.0715771629721553,0.1,0.00594704375303576,0.0454338937728887,0.143428571428571,0.3158017918689,0.217272727272727,0.229790764790765,0.253965010869114,0.0679616698998574,0.143076923076923,0.237727272727273,0.266657549617785,0.162303673338156,0.17034965034965,0.170388779721135,0.27258618574408,0.445818670867771,0.428333333333333,0.446015909526548
"PAK1",-0.102521008403361,0.0832781612133606,0.0712664277180406,0.050384024577573,0.0348684210526316,0.0495815554417705,0.05,-0.0463993035949558,0.0428571428571429,0.00894249512670565,0.02610513739546,0.0145815554417705,-0.0238095238095238,0.041751756440281,0.117573194534808,0.11829095776198,0.1,0.0853026293620353,0.0837037037037037,0.0837037037037037,0.0829258336938787,-0.0422146863179862,-0.0463055954088953,0.0237786796536797,0.0463055954088953,0.0463055954088953,-0.0195184145988084,-0.0829258336938787,-0.0880939476061427,-0.08,-0.0859922845344491,-0.102007785716019,-0.08,-0.0837037037037037,-0.0864064064064064,-0.0893767034361094,0,-0.135830662557627,0.0702543284657349,0.0125,0.121930040762158,-0.0371794871794872,-0.0521245421245421,0.0776522020822797,-0.0693542934415145,0.28,-0.0664102564102564,0.17267485737099,0.273515106853353,0.258260869565217,0.261515106853353,0.206930693069307,0.0976774912647622,0.080952380952381,0.0949452508276038
"LIV1",-0.102521008403361,0.0832781612133606,0.0712664277180406,0.050384024577573,0.0348684210526316,0.0495815554417705,0.05,-0.0463993035949558,0.0428571428571429,0.00894249512670565,0.02610513739546,0.0145815554417705,-0.0238095238095238,0.041751756440281,0.117573194534808,0.11829095776198,0.1,0.0853026293620353,0.0837037037037037,0.0837037037037037,0.0829258336938787,-0.0422146863179862,-0.0463055954088953,0.0237786796536797,0.0463055954088953,0.0463055954088953,-0.0195184145988084,-0.0829258336938787,-0.0880939476061427,-0.08,-0.0859922845344491,-0.102007785716019,-0.08,-0.0837037037037037,-0.0864064064064064,-0.0893767034361094,0,-0.135830662557627,0.0702543284657349,0.0125,0.121930040762158,-0.0371794871794872,-0.0521245421245421,0.0776522020822797,-0.0693542934415145,0.28,-0.0664102564102564,0.17267485737099,0.273515106853353,0.258260869565217,0.261515106853353,0.206930693069307,0.0976774912647622,0.080952380952381,0.0949452508276038
"EGR1",-0.102521008403361,0.0832781612133606,0.0712664277180406,0.050384024577573,0.0348684210526316,0.0495815554417705,0.05,-0.0463993035949558,0.0428571428571429,0.00894249512670565,0.02610513739546,0.0145815554417705,-0.0238095238095238,0.041751756440281,0.117573194534808,0.11829095776198,0.1,0.0853026293620353,0.0837037037037037,0.0837037037037037,0.0829258336938787,-0.0422146863179862,-0.0463055954088953,0.0237786796536797,0.0463055954088953,0.0463055954088953,-0.0195184145988084,-0.0829258336938787,-0.0880939476061427,-0.08,-0.0859922845344491,-0.102007785716019,-0.08,-0.0837037037037037,-0.0864064064064064,-0.0893767034361094,0,-0.135830662557627,0.0702543284657349,0.0125,0.121930040762158,-0.0371794871794872,-0.0521245421245421,0.0776522020822797,-0.0693542934415145,0.28,-0.0664102564102564,0.17267485737099,0.273515106853353,0.258260869565217,0.261515106853353,0.206930693069307,0.0976774912647622,0.080952380952381,0.0949452508276038
"SMO",-0.42,-0.104603174603175,-0.0666666666666667,0.173333333333333,-0.171428571428571,0.181666666666667,-0.1,-0.149509803921569,0.3,-0.143428571428571,-0.0238095238095238,0.198333333333333,0.333333333333333,0.125,-0.235035079862666,0.14371197012941,-0.1,-0.0745846817691478,-0.15,-0.175,0.0727401129943503,-0.270360017889088,-0.261057692307692,0.236135708951243,0.261057692307692,0.261057692307692,0.0874137931034483,-0.0727401129943503,0.180555555555556,0.2,0.0715771629721553,0.227300606370374,0.1,0.05,0.07,0.0755555555555556,0,0.00954796951665101,0.0390295358649789,0.1,0.312201423097975,0.2,0.217272727272727,0.253609831029186,0.0805860805860806,0.1,0.227272727272727,0.246190476190476,0.143076923076923,0.12,0.17034965034965,0.259649122807018,0.436441441441441,0.4,0.428333333333333
"ERK",-0.170244770805518,0.125761780816303,0.164071272943058,0.162644808743169,-0.0162757830404889,0.165657028123675,-0.0107142857142857,-0.174282764002924,0.153333333333333,-0.0318721133157183,0.16194361336859,0.15937683488696,0.141333333333333,0.0570240121005861,-0.027891009255628,0.200629258117951,0,-0.030423275328143,-0.0276923076923077,-0.0297902097902098,0.0659437839280133,-0.318980782693654,-0.316670551670552,0.36966822202488,0.316670551670552,0.316670551670552,0.0417054189467983,-0.0659437839280133,0.0330483551536183,0.02,0.0309093864392541,0.346481231200013,0.0157894736842105,0.0234817813765182,0.0255796834744203,0.0283786656627155,-0.0142857142857143,-0.146071255095949,0.011496968440817,0.0198051948051948,0.417604856016834,0.0186091686091686,0.0295884030956923,0.252385187628544,-0.164020276734836,0.225862068965517,0.0193390956164679,0.347607230841318,0.154266324284666,0.249266324284666,0.14563122679163,0.276311912467252,0.186327228493816,0.158095238095238,0.179733821900409
"HEY1",-0.0789090909090909,0.0224842124392349,0.00266666666666666,-0.0166666666666667,-0.0561904761904762,-0.0175403225806452,-0.1,-0.0155686274509804,0,-0.0821164021164021,-0.0031304347826087,-0.0229166666666667,-0.0333333333333333,0.062962962962963,-0.0833774494474177,0.047597162829568,0.0333333333333333,0.0166508211747015,0.00392156862745098,0.0108983128134975,0.0610268317853457,-0.0776659125188537,-0.0798717948717949,0.0836665528396646,0.0798717948717949,0.0798717948717949,-0.0257931706661289,-0.0610268317853457,-0.0160707266066009,-0.0333333333333333,-0.0140356281485496,0.0855360403477606,-0.0333333333333333,-0.00392156862745098,-0.0108983128134975,-0.0169852693352366,0.1,0.0719802701814897,0.0511273911273911,0.08,0.104349068913242,0.0709090909090909,0.0822492970946579,0.051808447153967,0.0105271199388846,-0.08,0.0709090909090909,0.05424654710369,-0.0527272727272727,-0.0527272727272727,-0.0620056232427367,-0.00943396226415094,0.088990391722099,0.0909090909090909,0.0855757575757576
"RKIP",-0.153333333333333,0.128872584687525,0.164495079161318,0.153333333333333,-0.0107142857142857,0.162644808743169,0,-0.164111705288176,0.1,-0.0198051948051948,0.155584188072209,0.141333333333333,0.133333333333333,0.043663318986131,-0.019971870604782,0.195053349106341,0,-0.0255796834744203,0,-0.02,0.059663318986131,-0.310003885003885,-0.288636363636364,0.358786446020489,0.288636363636364,0.288636363636364,0.0402593575007368,-0.059663318986131,0.0276923076923077,0,0.0283786656627155,0.338131977529688,0,0,0.0157894736842105,0.0234817813765182,0,-0.144663487016428,0.0132255546121277,-0.0142857142857143,0.409194789298828,-0.0111111111111111,0.0186091686091686,0.241202851446208,-0.164808362369338,0.25,0.00707070707070707,0.334313725490196,0.225862068965517,0.25,0.249266324284666,0.275492063492064,0.170244770805518,0.133333333333333,0.158095238095238
"MEK",-0.158095238095238,0.12395455190064,0.155584188072209,0.141333333333333,-0.0198051948051948,0.15937683488696,0.0142857142857143,-0.168873610050081,0.133333333333333,-0.0162757830404889,0.164071272943058,0.162644808743169,0.153333333333333,0.059349593495935,-0.0244763751092865,0.198878485718362,0,-0.0283786656627155,-0.02,-0.0276923076923077,0.0572823666051786,-0.316670551670552,-0.310003885003885,0.363946151180194,0.310003885003885,0.310003885003885,0.038457555698935,-0.0572823666051786,0.0297902097902098,0,0.030423275328143,0.3433621030527,0,0.0157894736842105,0.0234817813765182,0.0255796834744203,0,-0.145151291894477,0.00610481157807194,0.0107142857142857,0.413817660345057,0.00707070707070707,0.0193390956164679,0.251459261702618,-0.157535635096611,0.25,0.0186091686091686,0.33562951496388,0.249266324284666,0.225862068965517,0.154266324284666,0.266603174603175,0.179733821900409,0.153333333333333,0.170244770805518
"NOTCHic",-0.107111111111111,0.0641328453248983,0.0233333333333333,-0.0192307692307692,-0.0222222222222222,0.0164428550576558,0,-0.0751786589915787,0,0.0219638242894057,0.0686570743405276,0.045475113122172,0.05,0.0970496894409938,0.0147836178496556,0.0462274808445804,0,0.0157147614290471,0.0123076923076923,0.0153379953379953,0.0553301127214171,-0.0644803572239854,-0.0580764163372859,0.0453350115575821,0.0580764163372859,0.0580764163372859,-0.0535418038183015,-0.0553301127214171,-0.00996165125197383,-0.02,-0.0134246850931693,-0.00538051937117357,-0.02,-0.0123076923076923,-0.0153379953379953,-0.012041292041292,-0.1,-0.0327672581487984,0.036785026149188,-0.0333333333333333,0.151834730774964,0.0314285714285714,-0.0594033470773708,0.107075702075702,0.077948717948718,0.22,-0.0330875576036866,0.167327928668385,0.239047619047619,0.253333333333333,0.256190476190476,0.195789473684211,0.114959888592106,0.111111111111111,0.123240143369176
"SNAI1",-0.0949452508276038,0.0642193376839488,0.02610513739546,0.0145815554417705,0.00894249512670565,0.020649516606819,-0.0125,-0.0393223805180327,-0.0238095238095238,0.0311647173489279,0.0587004633487195,0.0495815554417705,0.050384024577573,0.0806925664091284,0.115941492903106,0.120788356305164,0.08,0.0859922845344491,0.0837037037037037,0.0880939476061427,0.0532825372609143,-0.0461555730174936,-0.0422146863179862,0.0234486466503793,0.0422146863179862,0.0422146863179862,-0.0341308669495073,-0.0532825372609143,-0.0835235636938941,-0.0837037037037037,-0.0853211435948518,-0.101130592733563,-0.0837037037037037,-0.0864064064064064,-0.0893767034361094,-0.0853026293620353,-0.05,-0.135450697099941,0.0388422247193372,-0.0348684210526316,0.123036309619013,-0.0664102564102564,-0.0664102564102564,-0.00811292247288042,-0.0241161982034193,0.258260869565217,-0.0521245421245421,0.157612095864714,0.261515106853353,0.273515106853353,0.26868999474573,0.207308051559873,0.0920323299744397,0.102521008403361,0.0976774912647622
"SHH",-0.3,-0.0942857142857143,-0.0666666666666667,0.3,-0.1,0.173333333333333,0,-0.125,0.2,-0.1,-0.0166666666666667,0.333333333333333,0.2,0.1,-0.219047619047619,0.125555555555556,0,-0.07,-0.2,-0.2,0.05,-0.242307692307692,-0.25,0.225641025641026,0.25,0.25,0.075,-0.05,0.15,0.2,0.0755555555555556,0.21948051948052,0.1,0.1,0.1,0.05,0,0.0163440860215054,0.0333333333333333,0,0.295249042145594,0.1,0.2,0.25,0.0666666666666667,0,0.2,0.22,0.1,0.1,0.12,0.2,0.42,0.2,0.4
"DELTA",-0.1,0.0425974025974026,-0.0333333333333333,0,0,-0.0192307692307692,0,-0.071,0,0.0333333333333333,0.0666666666666667,0.05,0.1,0.1,0.0142857142857143,0.0447368421052632,0,0.0153379953379953,0,0.02,0.0434782608695652,-0.0624242424242424,-0.0533333333333333,0.0409961685823755,0.0533333333333333,0.0533333333333333,-0.0485714285714286,-0.0434782608695652,-0.0123076923076923,0,-0.012041292041292,-0.00758301158301158,0,0,-0.02,-0.0123076923076923,0,-0.0276824583866837,0.0333333333333333,-0.1,0.147385620915033,0,0.0314285714285714,0.125,0.133333333333333,0.1,0.06,0.158974358974359,0.22,0.2,0.253333333333333,0.18,0.107111111111111,0.2,0.111111111111111
"cfos",-0.080952380952381,0.0599652777777778,0.0148148148148148,-0.0238095238095238,-0.0125,0.0145815554417705,0,-0.0371601731601732,0,0.0348684210526316,0.0712664277180406,0.050384024577573,0.0428571428571429,0.0925714285714286,0.115057471264368,0.119744244959212,0.1,0.0893767034361094,0.08,0.0837037037037037,0.0433759944655828,-0.0463055954088953,-0.0426470588235294,0.0205059523809524,0.0426470588235294,0.0426470588235294,-0.040897724943636,-0.0433759944655828,-0.0837037037037037,-0.1,-0.0853026293620353,-0.103210793234816,-0.1,-0.08,-0.0837037037037037,-0.0864064064064064,-0.1,-0.137112713839678,0.0296451914098973,-0.05,0.121930040762158,-0.0833333333333333,-0.0664102564102564,0.0969839443257165,-0.0149425287356322,0.32,-0.0371794871794872,0.155547785547786,0.258260869565217,0.28,0.273515106853353,0.2,0.0949452508276038,0.0857142857142857,0.102521008403361
