"","FOXC2","ZEB2","LIV1","CD44","SRC","GLI","cMet","MEK","STAT","miR200","NOTCH","cateninmemb","Jagged","Csl","RAF","DELTA","GSK3","SOSGRB2","Csn","TWIST1","KLF4","RKIP","NFB","HEY1","SNAI1","Patched","SMO","SHH","SMAD","ILK","PAK1","TGF","IKK","AKT","TrCP","SUFU","FUS","CDC42","TGFR","ZEB1","PI3K","RAS","Ecadherin","SNAI2","NOTCHic","DSH","ERK","Wnt","cfos","Frizzled","AXIN2","EGR1","TCFLEF","cateninnuc","Destcompl"
"Patched",-0.185,-0.0583333333333333,-0.1,-0.256666666666667,-0.2,-0.35,-0.25,-0.236923076923077,-0.1,0.104761904761905,-0.175757575757576,0.197329749103943,-0.0757671957671958,-0.2,0.0384615384615385,0.0384615384615385,-0.324175824175824,-0.233333333333333,0,0.0314814814814815,-0.0388888888888889,-0.168571428571429,-0.1,0.171794871794872,-0.203225806451613,-0.12,0,-0.095,0.183333333333333,0.183333333333333,-0.233333333333333,-0.383333333333333,-0.15,0.164285714285714,0,0,-0.1,0.333333333333333,0.333333333333333,0.241666666666667,-0.0384615384615385,-0.0509615384615385,-0.0198840345199568,0.0659003831417625,0.166666666666667,0.2,0.26,0.35,0.2,0.3,0.0948051948051948,0.1,0.284444444444444,0.27764832793959,0.303536463536464
"FUS",-0.195344827586207,-0.0516992478596929,-0.2,-0.27764832793959,-0.256666666666667,-0.37008547008547,-0.284444444444444,-0.231907402941886,-0.25,0.109110820666153,-0.157575757575758,0.196666228285299,-0.0803713265761459,-0.175757575757576,0.0532871198568873,0.0532871198568873,-0.333183195023634,-0.258839406207827,-0.15,0.034345663803625,-0.067304189435337,-0.17435607920144,-0.164285714285714,0.191670648192387,-0.216523200881083,-0.095,-0.095,-0.0899494949494949,0.214239631336406,0.207142857142857,-0.333333333333333,-0.39175771516197,-0.168285714285714,0.160593406593407,-0.1,0,-0.12,0.383333333333333,0.377927927927928,0.261506533569027,-0.0532871198568873,-0.0615840630883283,-0.0242392890314061,0.0702792837145589,0.150757575757576,0.35,0.23995337995338,0.377777777777778,0.236923076923077,0.35,0.0992815280671353,0.26,0.293437801623801,0.286916062493366,0.30602840038929
"SMO",-0.195344827586207,-0.0498587570621469,-0.1,-0.284444444444444,-0.25,-0.377777777777778,-0.256666666666667,-0.23995337995338,-0.2,0.111091018685955,-0.150757575757576,0.185679263667049,-0.0936243386243386,-0.166666666666667,0.0509615384615385,0.0509615384615385,-0.33485543582631,-0.228070175438596,-0.1,0.0432461873638344,-0.0722222222222222,-0.163015873015873,-0.15,0.167032967032967,-0.212749615975422,-0.095,-0.12,-0.095,0.207142857142857,0.183333333333333,-0.333333333333333,-0.377927927927928,-0.164285714285714,0.168285714285714,0,0.1,0,0.333333333333333,0.383333333333333,0.253531073446328,-0.0509615384615385,-0.0532871198568873,-0.0261570972505842,0.0639956212370005,0.175757575757576,0.3,0.236923076923077,0.35,0.26,0.35,0.108598298253471,0.2,0.27764832793959,0.293437801623801,0.301210882141115
"RAS",-0.0371428571428571,-0.0483689248895434,0,0.149812265331665,0.1,0.148039215686274,0.164705882352941,-0.0017234262125903,0.1,0.0603384615384615,0.03987090367428,-0.0949227001091032,0.17591957421644,0.05,-0.0887179487179487,-0.0887179487179487,0.00478036175710594,0.0792207792207792,-0.1,-0.0406655755591926,-0.0432142857142857,0.049125786163522,-0.2,0.0373517786561265,0.065496558505408,0.155333333333333,0.183333333333333,0.16380790960452,0.123067408781695,0.125108225108225,-0.02,0.00891089108910891,-0.18,0.163333333333333,-0.1,-0.1,0.2,0,0,0.0321686303387334,0.0887179487179487,0.0041025641025641,0.0549980062292814,-0.00515052935626343,-0.0342105263157895,-0.1,0.00368421052631579,-0.164705882352941,0.03,-0.1,-0.107009222661397,-0.02,-0.168273803793203,-0.161758223056659,-0.29304978491025
"GSK3",0.00682073536418702,-0.0433741051674982,-0.175,-0.187243937658716,-0.187593984962406,-0.18548521692689,-0.182958223373002,-0.038884689441965,-0.169736842105263,0.0155480686291329,-0.162101330042506,0.0802200270863855,-0.111883661825198,-0.166736694677871,0.0107286775615193,0.0107286775615193,-0.283500429441908,-0.087186785609928,0.0075,0.0640637949134485,-0.0432583468427762,-0.0890468303626198,-0.03,-0.0424872143604925,-0.134205626976102,-0.107812983243421,-0.0986105292556905,-0.103028294248205,-0.0224437299423755,-0.0210944046050442,-0.17768115942029,-0.19140402192364,-0.0357471264367816,0.0348924255820807,0.02,0.122727272727273,-0.117965367965368,0.182443064182195,0.186275816795435,-0.0445795216729252,-0.0107286775615193,-0.00988834142706549,0.0125620685217062,0.0354599842315615,0.161841589782766,0.169736842105263,0.0434301439874195,0.18171163202123,0.0471895424836601,0.187593984962406,0.120562974053201,0.036078431372549,0.189826306314104,0.189892095787788,0.280260563875114
"RKIP",-0.113056292366637,-0.0261339072214252,0,-0.0357624831309042,-0.0333333333333333,-0.031025641025641,-0.0280701754385965,0.0501687454145268,0,0.0143128394203427,-0.0628205128205128,0.121880031291796,-0.0720005659309564,-0.0666666666666667,0.0902597402597403,0.0902597402597403,-0.0475571315996848,-0.0516190476190476,0.1,-0.100635769459299,-0.0201339072214252,-0.156372549019608,0.0857142857142857,-0.048586914440573,-0.169117526561604,-0.0426666666666667,-0.0466666666666667,-0.0443060109289618,-0.0440853552620987,-0.0331942661531879,-0.0333333333333333,-0.027601246105919,0.0732142857142857,-0.0580627705627706,0.1,0.1,-0.0666666666666667,0.0266666666666667,0.0266666666666667,0.0474758488761358,-0.0902597402597403,-0.085986235986236,-0.117133460399094,-0.0632161799848458,0.0666666666666667,0,-0.056551724137931,0.0233333333333333,-0.06,0.0333333333333333,0.0227496483825598,-0.06,0.0280701754385965,0.0318869693317263,0.200304930334503
"RAF",-0.113056292366637,-0.0261339072214252,0,-0.0357624831309042,-0.0333333333333333,-0.031025641025641,-0.0280701754385965,0.0501687454145268,0,0.0143128394203427,-0.0628205128205128,0.121880031291796,-0.0720005659309564,-0.0666666666666667,0.0902597402597403,0.0902597402597403,-0.0475571315996848,-0.0516190476190476,0.1,-0.100635769459299,-0.0201339072214252,-0.156372549019608,0.0857142857142857,-0.048586914440573,-0.169117526561604,-0.0426666666666667,-0.0466666666666667,-0.0443060109289618,-0.0440853552620987,-0.0331942661531879,-0.0333333333333333,-0.027601246105919,0.0732142857142857,-0.0580627705627706,0.1,0.1,-0.0666666666666667,0.0266666666666667,0.0266666666666667,0.0474758488761358,-0.0902597402597403,-0.085986235986236,-0.117133460399094,-0.0632161799848458,0.0666666666666667,0,-0.056551724137931,0.0233333333333333,-0.06,0.0333333333333333,0.0227496483825598,-0.06,0.0280701754385965,0.0318869693317263,0.200304930334503
"NFB",0.254645372334615,-0.0259608215942154,-0.1,-0.175654063450674,-0.156410256410256,-0.176168251224431,-0.167179487179487,-0.0242539682539683,-0.133333333333333,-0.0131003310801025,-0.144282455895359,-0.0682315488809386,-0.0818034606991071,-0.141558441558442,-0.0484914325639256,-0.0484914325639256,-0.156228183581125,-0.107980981866431,-0.0285714285714286,0.285350140056022,-0.0266483516483516,0.0144528513380972,-0.0952380952380952,0.0337995724605632,-0.0198776147265115,-0.00301404853128991,-0.0237037037037037,0.000600409300035389,0.0524752730849293,0.0468990649064907,-0.194444444444444,-0.206822810382304,-0.108751608751609,0.126529386529387,-0.1,0,-0.02,0.198989898989899,0.206189898989899,-0.0935190274536917,0.0484914325639256,0.0460038703748709,0.167014723200299,0.00794308360757526,0.152669552669553,0.133333333333333,0.0131428571428571,0.167179487179487,-0.00685714285714286,0.156410256410256,0.121879432624113,-0.0428571428571429,0.173544358809323,0.178014947044618,0.256369728767141
"TCFLEF",-0.17278722968178,-0.0257359117490696,-0.2,-0.2179346073214,-0.2125,-0.212481068235544,-0.211645299145299,-0.227132901941264,-0.2125,0.0587183365496619,-0.116797560393036,-0.0622799567690671,-0.0502456887943874,-0.114602263669696,0.0380945736866315,0.0380945736866315,-0.196930372178748,-0.15269829571626,-0.123376623376623,0.0428596132166521,-0.12920008912656,-0.0771217339394774,-0.119376623376623,0.107311827956989,-0.185081870709486,0.0121658986175115,0.00571428571428572,0.0115524016849962,0.17428980499223,0.171421736158578,-0.215384615384615,-0.211763965684219,-0.11615081692501,0.11615081692501,-0.114285714285714,0,0.02,0.210733452593918,0.215406349790179,0.208229089136984,-0.0380945736866315,-0.0366491071951728,0.107664612368043,0.0486963681005076,0.122445400924597,0.205882352941176,0.216248548199768,0.205027652086476,0.209581881533101,0.205882352941176,0.0843721611721612,0.207142857142857,0.11346725336951,0.116216394262981,0.132119069866196
"SHH",-0.175,-0.025,0,-0.25,-0.1,-0.35,-0.2,-0.26,-0.1,0.0833333333333333,-0.166666666666667,0.172329749103943,-0.0942857142857143,-0.1,0,0,-0.305128205128205,-0.2,0,0.05,-0.05,-0.14,0,0.133333333333333,-0.2,0,-0.1,-0.12,0.183333333333333,0.133333333333333,-0.2,-0.333333333333333,-0.1,0.15,0,0,0,0.233333333333333,0.333333333333333,0.225,0,-0.0384615384615385,-0.0363888888888889,0.0592337164750958,0.2,0.2,0.2,0.3,0.1,0.2,0.0857142857142857,0,0.256666666666667,0.284444444444444,0.295844155844156
"Jagged",-0.0785714285714286,-0.0241545893719807,0,-0.0538461538461538,-0.1,-0.0538461538461538,0,-0.1,0,0.0272727272727273,0.208571428571429,-0.0393177245289921,0.0730735930735931,0.2,0.0266666666666667,0.0266666666666667,-0.106130268199234,0.02,0,-0.046,-0.0111111111111111,-0.00512820512820513,-0.1,0.183333333333333,-2.77555756156289e-18,0.108333333333333,0.133333333333333,0.116025641025641,0.0690476190476191,0.0833333333333333,0,0.0564444444444444,-0.133333333333333,0.144444444444444,0,0,0.1,-0.1,-0.0444444444444444,0.105797101449275,-0.0266666666666667,0.0096969696969697,0.0143157894736842,0.0879587732528909,-0.18,0,0.1,0,0.2,0.1,0.07,0.1,0.0205128205128205,0.0457875457875458,0.0502239382239382
"DELTA",-0.0785714285714286,-0.0241545893719807,0,-0.0538461538461538,-0.1,-0.0538461538461538,0,-0.1,0,0.0272727272727273,0.208571428571429,-0.0393177245289921,0.0730735930735931,0.2,0.0266666666666667,0.0266666666666667,-0.106130268199234,0.02,0,-0.046,-0.0111111111111111,-0.00512820512820513,-0.1,0.183333333333333,-2.77555756156289e-18,0.108333333333333,0.133333333333333,0.116025641025641,0.0690476190476191,0.0833333333333333,0,0.0564444444444444,-0.133333333333333,0.144444444444444,0,0,0.1,-0.1,-0.0444444444444444,0.105797101449275,-0.0266666666666667,0.0096969696969697,0.0143157894736842,0.0879587732528909,-0.18,0,0.1,0,0.2,0.1,0.07,0.1,0.0205128205128205,0.0457875457875458,0.0502239382239382
"IKK",0.249466089466089,-0.0240451127819549,-0.1,-0.167179487179487,-0.133333333333333,-0.167179487179487,-0.156410256410256,-0.0131428571428571,-0.1,-0.0127982162764771,-0.152669552669553,-0.0681259522600305,-0.0810840362386754,-0.127272727272727,-0.0456745311554749,-0.0456745311554749,-0.147600732600733,-0.109033613445378,-0.1,0.276143790849673,-0.0208791208791209,0.00291438979963571,-0.0285714285714286,0.0248710010319917,-0.0190556969182923,-0.0237037037037037,-0.02,-0.00301404853128991,0.0468990649064907,0.0340277777777778,-0.15,-0.206189898989899,-0.0952380952380952,0.108751608751609,0,-0.1,0,0.194444444444444,0.198989898989899,-0.0847067669172932,0.0456745311554749,0.0484914325639256,0.168459345993236,0.00855283970513624,0.141558441558442,0.1,-0.00685714285714286,0.156410256410256,-0.0428571428571429,0.133333333333333,0.118333333333333,0,0.175654063450674,0.173544358809323,0.255040825112656
"MEK",-0.109452688763034,-0.0237529548404728,0,-0.0280701754385965,-0.0280701754385965,-0.0233333333333333,-0.0357624831309042,-0.0481645879188066,-0.0333333333333333,0.0177184121757607,-0.0664701478570092,0.122611738608869,-0.0720005659309564,-0.0666666666666667,0.085986235986236,0.085986235986236,-0.047802831845385,-0.0493968253968254,0.0857142857142857,-0.103932472756002,-0.0260162601626016,-0.153740970072239,0.0732142857142857,-0.0558596417133003,-0.178091885535963,-0.0443060109289618,-0.0426666666666667,-0.0541099324975892,-0.0444543589521356,-0.0440853552620987,-0.0266666666666667,-0.0297910271278168,0.0580627705627706,-0.063945123503947,0.1,0.0666666666666667,-0.0466666666666667,0.0266666666666667,0.027601246105919,0.0474758488761358,-0.085986235986236,-0.0926529026529027,-0.116040564224231,-0.0602964719556488,0.0628205128205128,0.0333333333333333,-0.0501687454145268,0.031025641025641,-0.056551724137931,0.0233333333333333,0.0146415402744517,-0.06,0.0318869693317263,0.0313293485138824,0.201350955439106
"SOSGRB2",-0.0496092796092796,-0.0227694235588972,0,0.000207039337474121,-0.0142857142857143,0.00419254658385093,-0.00993788819875776,-0.0231816231816232,0,0.00996666792805066,-0.0664434157391904,0.105563823563824,0.0422437749404817,-0.0727272727272727,0.0128060263653484,0.0128060263653484,-0.0862578966926793,0.06,0,-0.0708985507246377,-0.0199122807017544,-0.0515350877192983,-0.0111111111111111,-0.0518939393939394,-0.0556176261549396,0.0639639639639639,0.0666666666666667,0.0546616383825686,0.0453161891871569,0.0572043010752688,-0.00714285714285715,0.00599407684514067,-0.0374269005847953,0.041593567251462,0,0,0.0333333333333333,-0.00285714285714286,-0.0067032967032967,0.0317167919799499,-0.0128060263653484,-0.0140880776473997,-0.109783181432801,0.0201343678277703,0.065034965034965,0,0.0262119262119262,0.00595238095238095,0.0126984126984127,0.0142857142857143,-8.93839383938402e-05,0.0238095238095238,-0.00231230249536886,-0.00403314379556006,0.048026730912637
"TGF",0.0519409937888199,-0.0209365970922035,0,0.0574213836477987,0.0666666666666667,0.0621832884097035,0.0366666666666667,-0.0598162071846282,0,0.0271086193499987,-0.167011494252874,0.0497668389470092,-0.0663598429062347,-0.186666666666667,-0.0773809523809524,-0.0773809523809524,-0.0411580157177026,0.0236842105263158,-0.0333333333333333,0.00462962962962963,-0.0336638698194762,-0.0519480519480519,-0.0333333333333333,-0.120889748549323,0.0245994914176732,-0.0832183908045977,-0.0866666666666667,-0.0894683908045977,-0.095464320625611,-0.10030303030303,0.06,-0.0542857142857143,-0.019047619047619,-0.00200501253132832,0,0.0666666666666667,-0.0866666666666667,-0.0266666666666667,-0.0457142857142857,0.0362952176224487,0.0773809523809524,0.0702380952380952,-0.0988938078024506,-0.0188399760142208,0.156666666666667,0,0.0709273182957394,-0.0414285714285714,0.0761904761904762,-0.0714285714285714,-0.0402116402116402,0.133333333333333,-0.0429476994372724,-0.0539524841262676,0.013197898830195
"Csn",0.00543041569564569,-0.0198709677419355,-0.0666666666666667,-0.145427964732493,-0.132758620689655,-0.143859793941615,-0.155650186954715,-0.0072943722943723,-0.15,0.00570044148587337,-0.180448717948718,0.0571120986699612,-0.105329589291099,-0.192424242424242,-0.0113717557789653,-0.0113717557789653,-0.160408350006889,-0.0995411045774242,0.025,0.0605913978494624,-0.0302707749766573,-0.0822760040632202,0.0166666666666667,-0.0611434108527132,-0.128386143734112,-0.0971745100777359,-0.117604617604618,-0.109469592044949,-0.0405112215054794,-0.0459096790890269,-0.165909090909091,-0.179993159276635,-0.025,0.0274,0.1,0.142857142857143,-0.120634920634921,0.173371777476255,0.175935880040358,-0.0750653432588917,0.0113717557789653,-0.00302363769512302,0.0118228952426235,0.00197602611687998,0.183333333333333,0.15,0.0156277056277056,0.155650186954715,0.00393939393939394,0.132758620689655,0.0986333412023922,-0.0233333333333333,0.152501919716416,0.153644433246181,0.272934689431375
"SMAD",0.06117143193578,-0.0195977776698514,-0.06,-0.0625746541040659,-0.0679365079365079,-0.0671322282833074,-0.0542110177404295,0.0869823912021961,-0.0457142857142857,0.0173398677912013,-0.0107553366174056,-0.0492197181807235,-0.0140613042871107,-0.0142857142857143,0.058437550804363,0.058437550804363,-0.0788041713229683,-0.0467761017450458,0.0388888888888889,0.0571647590602207,-0.0150867122872947,-0.0218233294551154,-0.00396825396825397,0.0732815420206694,-0.0282276724171885,-0.0109250764525994,-0.00083333333333333,-0.00163139615520162,-0.0527209776524845,0.0510885461570393,-0.0904761904761905,-0.0978651882658172,-0.00985060690943044,0.0111839402427638,0.05,0.0333333333333333,-0.0208333333333333,0.0918846411804158,0.0946779372698013,-0.0774991849354722,-0.058437550804363,-0.0544901823833104,0.134492186737853,-0.0490513707852448,0.013136288998358,0.0523809523809524,-0.0812131604329654,0.0592185592185592,-0.0695852534562212,0.0746031746031746,0.0363942418431959,-0.0857142857142857,0.0613534872112572,0.0627719269275692,0.0111923513760027
"SRC",0.0750560224089636,-0.0186657681940701,0,-0.0531967213114754,-0.075,-0.0531967213114754,-0.045,0.0526586620926244,0.1,-0.0164192651149173,-0.134285714285714,-0.082639574913935,-0.0398035756292637,-0.12,-0.0311055486024197,-0.0311055486024197,-0.163203463203463,0.00857142857142857,-0.05,0.0597069597069597,0.0939922480620155,0.0573802541544477,-0.05,-0.0511833829857663,-0.00429887021100124,-0.0618518518518518,-0.0433333333333333,-0.0500871459694989,-0.0439485538169749,-0.0322368421052632,-0.111111111111111,-0.0974531024531025,-0.0576923076923077,0.0799145299145299,-0.1,0.0333333333333333,-0.0833333333333333,0.0861111111111111,0.0956349206349206,-0.136013776579814,0.0311055486024197,0.0386813061781773,0.120582647200294,0.000635007431214116,0.134285714285714,0,-0.0545454545454545,0.045,-0.0878787878787879,0.075,0.0551702154787709,-0.133333333333333,0.0470991603358657,0.0486651558615927,-0.0333405000796305
