"","Destcompl","PI3K","DELTA","RAS","SRC","cMet","TCFLEF","ZEB2","NOTCHic","NOTCH","Csl","TWIST1","Csn","SMO","TGFR","TGF","FUS","TrCP","ILK","KLF4","HEY1","SMAD","SHH","cfos","SUFU","EGR1","Patched","SNAI2","Jagged","IKK","RKIP","AKT","NFB","FOXC2","ERK","CDC42","MEK","SNAI1","PAK1","SOSGRB2","Ecadherin","cateninnuc","CD44","GLI","Wnt","cateninmemb","Frizzled","RAF","ZEB1","STAT","LIV1","DSH","miR200","AXIN2","GSK3"
"TGF",-0.0039673379584482,-0.172619047619048,-0.172619047619048,-0.167261904761905,0,0,0.00811817279046673,-0.036803273004646,-0.243333333333333,-0.246781609195402,-0.273333333333333,0.0366666666666667,0.0333333333333333,-0.126666666666667,0.134285714285714,0.0360714285714286,-0.193333333333333,0,0.14969696969697,-0.0422578184591915,0.118504190844616,0.152922776148583,0.150158045977011,-0.157142857142857,-0.133333333333333,-0.2,0.143908045977012,-0.0165299576834517,0.139445262641139,0.0130952380952381,0.0268398268398268,-0.0132205513784461,-0.0583333333333333,-0.0396739130434783,-0.15187969924812,-0.153333333333333,-0.189657477025898,0.0422504767959313,-0.12,-0.325,-0.00980380029106615,-0.0090751105895098,-0.00943396226415094,-0.0237196765498652,-0.0142857142857143,-0.00839945735853453,-0.0142857142857143,0.172619047619048,-0.105864133324088,0,0,0,0.0579709562468183,-0.00617283950617284,0.0841363029229957
"STAT",-0.239780370300822,-0.197937344913151,-0.197937344913151,-0.194206001629569,-0.201785714285714,-0.19724025974026,-0.186525492558616,0.051048951048951,-0.0826179120296767,-0.081647038243269,-0.0745098039215686,-0.209366528856784,-0.1,-0.0316666666666667,-0.156788277511962,-0.152440451425005,-0.025,0,-0.0413848631239936,0.15222816399287,-0.044,-0.0218446332389361,0.0202651437195582,0.02,0.05,0,0.0246899224806202,0.0410059393650725,0.0338598422628409,0.103809523809524,-0.0478555341055341,0.108894269572236,0.08,0.193918200408998,0.0788235294117647,0.177840909090909,0.0885009487666034,-0.017461563192996,0.209090909090909,0.233949096880131,0.177725775643888,0.18354575477554,0.191257353757354,0.191357906799083,0.19724025974026,0.216242915753344,0.201785714285714,0.197937344913151,0.0626322395553165,0.214285714285714,0.3,0.214285714285714,0.00621632816172443,0.243948992184286,0.241593235425011
"TCFLEF",-0.3498097757646,-0.0131209990289413,-0.0131209990289413,-0.0129895929842632,0.1275,0.138611111111111,0.0537162571051892,0.0528660730108099,0.168898453690419,0.171888486913011,0.17282002231787,0.100315671461758,0.0584415584415584,0.0952380952380952,-0.0454728347795072,-0.0421615765013615,0.1,0.0857142857142857,0.0199706842864738,-0.0472227527374586,0.0692588574872332,0.0236035714757663,-0.102689114434612,-0.173763066202091,0.133333333333333,-0.195714285714286,-0.103302611367127,0.155780289302504,-0.123539889227051,-0.0479899455383326,-0.0508242641318823,-0.0414682064078979,-0.0544415584415584,-0.0780950667096916,-0.153763066202091,0.05855694692904,-0.149681433549029,0.0797181920822088,0.0794871794871795,-0.174315369261477,0.130906796003856,-0.0569808619161858,-0.147416142557652,-0.140689116226201,-0.131993464052288,0.0917653217919524,-0.120882352941176,0.0131209990289413,0.00330989721779195,-0.1125,-0.1,-0.105882352941176,0.0260440897790295,-0.49237851037851,0.296346266945101
"NOTCH",-0.193196694692022,-0.111515151515152,-0.111515151515152,-0.115862977602108,-0.16,-0.152307692307692,-0.135524475524476,0.0584541062801932,0.0628571428571429,-0.0532718894009217,0.12,-0.16235593220339,0,0.025,-0.205333333333333,-0.176301075268817,0.1,0,-0.0380952380952381,0.102898550724638,0.0623188405797101,-0.0514285714285714,-0.00780542986425339,-0.02,0,0,-0.00192307692307692,-0.0477435418611889,0.0314670514670515,0.0666666666666667,-0.124580017683466,0.1,0.1,0.21265306122449,-0.0533333333333333,0.233333333333333,0.0180952380952381,-0.0756410256410256,0.2,0.186315789473684,0.0917583474816072,0.131034679606108,0.143216783216783,0.143216783216783,0.152307692307692,0.156289493266117,0.16,0.111515151515152,0.0916264090177134,0.1,0,0.1,0.00891774891774892,0.193315363881402,0.179693486590038
"NOTCHic",-0.190863361358688,-0.115862977602108,-0.115862977602108,-0.111429480065162,-0.152307692307692,-0.143216783216783,-0.131034679606108,0.0636392914653784,-0.0532718894009217,-0.0532718894009217,0.0628571428571429,-0.156695554844899,-0.1,0.00192307692307692,-0.176301075268817,-0.168020820491747,0.025,0,-0.0514285714285714,0.0636128364389234,0.0515496098104794,-0.0219321685508736,-0.0196333868535007,-0.0533333333333333,0.1,-0.02,-0.00780542986425339,-0.0491463474724114,0.0215332766326144,0.1,-0.12035466557079,0.111627906976744,0.0666666666666667,0.199749835418038,0.0180952380952381,0.205333333333333,0.0409523809523809,-0.0814611314611315,0.233333333333333,0.163588516746411,0.0906863719839043,0.127523229224429,0.135524475524476,0.135689901496353,0.143216783216783,0.15121849935131,0.152307692307692,0.115862977602108,0.0790338164251208,0.16,0.1,0.16,0.00255936741485875,0.189148697214735,0.181346379152022
"Csl",-0.189218023150279,-0.111429480065162,-0.111429480065162,-0.111797127123986,-0.143216783216783,-0.135524475524476,-0.127523229224429,0.0697166395316768,-0.0532718894009217,-0.0478173439463762,-0.0532718894009217,-0.156018353941965,-0.0666666666666667,0.00780542986425339,-0.168020820491747,-0.170061636818278,0.00192307692307692,-0.1,-0.0219321685508736,0.0707556935817805,0.0731182372614598,-0.0291543907730958,-0.0049782144397076,0.0180952380952381,0.025,-0.0533333333333333,-0.0196333868535007,-0.0492209186879222,0.0293457766326144,0.111627906976744,-0.116207200133002,0.12015503875969,0.1,0.200324548061716,0.0409523809523809,0.176301075268817,0.0387784679089027,-0.0723702223702224,0.205333333333333,0.16277550861633,0.089291023146695,0.126665596291324,0.131034679606108,0.13246409504474,0.135689901496353,0.148924921369659,0.143216783216783,0.111429480065162,0.0790338164251208,0.152307692307692,0.16,0.152307692307692,-0.00201579598383406,0.184778517266149,0.176191739976764
"RAS",0.0747764491950539,0.115128205128205,0.115128205128205,0.018974358974359,-0.1,-0.117647058823529,-0.118236256859536,0.0739359351988218,-0.00526315789473684,-0.0297914597815293,0,-0.0385924713584288,0.1,-0.1,-0.0941176470588235,-0.0792661619103087,-0.1,0.2,0.105194805194805,0.0832142857142857,0.0982213438735178,0.123562152133581,0.120745762711864,-0.315,-0.1,-0.24,0.136,-0.215360733780479,0.14588606347329,-0.113333333333333,-0.241459119496855,-0.135555555555556,-0.133333333333333,0.0901587301587302,-0.320263157894737,0.1,-0.302616099071207,-0.114178957718781,0.1,-0.158008658008658,0.010092075477534,0.112287248360952,0.119774718397997,0.117647058823529,0.117647058823529,0.0496281155072305,0.1,-0.115128205128205,0.0814027982326952,0.1,0,0.1,-0.0472923076923077,0.145428194993412,-0.0208268733850129
"LIV1",-0.183491994162446,-0.070176417450449,-0.070176417450449,-0.0710855083595399,-0.146296296296296,-0.138188188188188,-0.12990435980535,0.0806561962078417,-0.0169230769230769,-0.0114285714285714,-0.0153846153846154,-0.14561434217956,-0.05,0.0151305683563748,-0.18598166539343,-0.188167457743157,0.0119047619047619,-0.1,-0.0238777948455368,0.0800811865729898,-0.025967163477085,-0.0316197303294077,-0.0112416794674859,-0.0147826086956522,0.0285714285714286,-0.08,-0.0262416794674859,-0.100621491908566,0.00287129345603272,0.0855263157894737,-0.130034771857976,0.0966374269005848,0.075,0.20752575546619,0.00386145910095799,0.193557422969188,0.00252812576762466,-0.0831661511906822,0.219047619047619,0.153767876787679,0.101685175839036,0.129352635667419,0.133237693138683,0.13498692530785,0.138401559454191,0.146516756896757,0.146296296296296,0.070176417450449,0.0873681228990588,0.15,0.15,0.15,-0.00307716072123358,0.176911113176565,0.168163961038961
"MEK",0.169846428213085,0.195745920745921,0.195745920745921,0.189079254079254,-0.192982456140351,-0.200674763832659,-0.210020125849776,0.0901861492564505,0.194677544677545,0.18956805562645,0.229292929292929,-0.162906766436178,-0.0142857142857143,0.105333333333333,-0.170850022251891,-0.166470460208096,0.173333333333333,0,-0.175652440083546,0.101386896221903,-0.151562313025728,-0.172331406873214,-0.116798028501018,0.155172413793103,0.133333333333333,0.2,-0.113530054644809,0.426107423966469,-0.0728048306912177,-0.000108225108225107,-0.0278342916113814,0.0293035395976572,0.0392857142857143,0.205223393154428,0.17006603081438,0.19047619047619,0.108399364147713,-0.121835529204633,0.166666666666667,0.373142857142857,0.177333433773666,0.210205999455724,0.209765672923568,0.213449883449883,0.204358974358974,0.228855707521418,0.196666666666667,-0.195745920745921,0.110659743572226,0.166666666666667,0.1,0.166666666666667,-0.0383533380642536,0.247340695125505,-0.243255344319174
"ERK",0.170410126071034,0.189079254079254,0.189079254079254,0.188089155069353,-0.200674763832659,-0.209765672923568,-0.210205999455724,0.0969578027997576,0.18956805562645,0.1892910473162,0.194677544677545,-0.161658500139368,-0.0392857142857143,0.113530054644809,-0.166470460208096,-0.166195734933371,0.105333333333333,-0.0142857142857143,-0.172331406873214,0.0944101520358569,-0.147125452957468,-0.160173352161968,-0.111484018839182,0.17006603081438,0.173333333333333,0.155172413793103,-0.116798028501018,0.426197595291987,-0.0712988065948322,0.0293035395976572,-0.0219847094386794,0.0320558331756389,-0.000108225108225107,0.207103735034769,0.108399364147713,0.170850022251891,0.101435575846878,-0.118826269945374,0.19047619047619,0.368288488210818,0.176681185232643,0.209928221677946,0.210020125849776,0.214201763149132,0.213449883449883,0.228671714881123,0.204358974358974,-0.189079254079254,0.0994786412100209,0.192982456140351,0.166666666666667,0.196666666666667,-0.0339415733583712,0.252056142279977,-0.241529640413634
"RKIP",0.170474043275847,0.193181818181818,0.193181818181818,0.195745920745921,-0.166666666666667,-0.192982456140351,-0.209765672923568,0.0989163079866093,0.229292929292929,0.194677544677545,0.211111111111111,-0.153749257278669,0,0.173333333333333,-0.19047619047619,-0.170850022251891,0.133333333333333,0,-0.166741548994437,0.124916307986609,-0.144289585753,-0.175652440083546,-0.113530054644809,0.2,0.1,0.2,-0.105333333333333,0.423917642944571,-0.0744441749535128,0.0392857142857143,-0.0120448179271709,-0.000108225108225107,0.0142857142857143,0.208826996758031,0.155172413793103,0.166666666666667,0.17006603081438,-0.126322708691813,0.133333333333333,0.370920634920635,0.177879881861097,0.210020125849776,0.200674763832659,0.204358974358974,0.196666666666667,0.228611805082393,0.166666666666667,-0.193181818181818,0.0931994261119082,0.1,0,0.1,-0.0207062792407242,0.234728082512893,-0.244483845547675
"RAF",0.170474043275847,0.193181818181818,0.193181818181818,0.195745920745921,-0.166666666666667,-0.192982456140351,-0.209765672923568,0.0989163079866093,0.229292929292929,0.194677544677545,0.211111111111111,-0.153749257278669,0,0.173333333333333,-0.19047619047619,-0.170850022251891,0.133333333333333,0,-0.166741548994437,0.124916307986609,-0.144289585753,-0.175652440083546,-0.113530054644809,0.2,0.1,0.2,-0.105333333333333,0.423917642944571,-0.0744441749535128,0.0392857142857143,-0.0120448179271709,-0.000108225108225107,0.0142857142857143,0.208826996758031,0.155172413793103,0.166666666666667,0.17006603081438,-0.126322708691813,0.133333333333333,0.370920634920635,0.177879881861097,0.210020125849776,0.200674763832659,0.204358974358974,0.196666666666667,0.228611805082393,0.166666666666667,-0.193181818181818,0.0931994261119082,0.1,0,0.1,-0.0207062792407242,0.234728082512893,-0.244483845547675
"DELTA",-0.194131274131274,-0.0933333333333333,-0.0933333333333333,-0.111515151515152,-0.1,-0.16,-0.143216783216783,0.102898550724638,0.12,0.0628571428571429,0.1,-0.181,0,0.1,-0.233333333333333,-0.205333333333333,0,0,-0.0333333333333333,0.133333333333333,0.0666666666666667,-0.0380952380952381,-0.00192307692307692,0,0,-0.1,-0.025,-0.0450980392156863,0.0388744588744589,0.1,-0.148717948717949,0.0666666666666667,0,0.251428571428571,-0.02,0.2,-0.0533333333333333,-0.0833333333333333,0.2,0.16,0.0974035087719298,0.135524475524476,0.152307692307692,0.152307692307692,0.16,0.162048655569782,0.1,0.0933333333333333,0.0768115942028985,0,0,0,0.0260606060606061,0.191428571428571,0.179693486590038
"SOSGRB2",0.171430620088338,0.26346516007533,0.26346516007533,0.258336954947124,-0.171428571428571,-0.193167701863354,-0.210681050452217,0.127932330827068,0.306293706293706,0.279533142913425,0.290909090909091,-0.15895652173913,0.2,0.0666666666666667,-0.184945054945055,-0.168632998207466,0.0333333333333333,0.1,-0.0565591397849462,0.150789473684211,-0.0381628787878788,-0.0712444544702609,-0.016069557930023,0.0761904761904762,0,0.0428571428571429,-0.0207207207207207,0.284409417467086,0.0300099126500665,-0.150877192982456,0.0175438596491228,-0.171710526315789,-0.166666666666667,0.198962148962149,0.0248391248391248,0.165714285714286,0.0339300339300339,-0.126481165600569,0.135714285714286,0.223888888888889,0.174324962562571,0.210489845863307,0.203312629399586,0.206573498964803,0.196428571428571,0.226672282672283,0.171428571428571,-0.26346516007533,0.0997368421052632,0.1,0,0.1,-0.0237324667625319,0.234089658965897,-0.237234749044006
"PI3K",0.192366676079613,0.127497835497835,0.127497835497835,0.116538931388246,-0.255555555555556,-0.268599033816425,-0.270389559674748,0.143030657123846,0.0615384615384615,0.045409429280397,0.1,-0.141338854382333,0.233333333333333,-0.0166666666666667,-0.201647058823529,-0.191077953132472,0.05,0.2,-0.0433613445378151,0.16359649122807,-0.0408031480173545,-0.0537613445378151,0.0382478632478632,-0.147619047619048,0,-0.133333333333333,0.0243589743589744,0.128325097334531,0.08,-0.207843137254902,-0.225824175824176,-0.174509803921569,-0.166666666666667,0.230301974448316,-0.165266106442577,0.217647058823529,-0.13083987693438,-0.161803542673108,0.2,0.172692307692308,0.147717236086239,0.270183374107737,0.27321441843181,0.27321441843181,0.268599033816425,0.200498350781586,0.255555555555556,-0.127497835497835,0.0904545011928526,0.2,0.1,0.2,-0.013426578590513,0.312095238095238,-0.191738816738817
"ILK",0.192366676079613,0.127497835497835,0.127497835497835,0.116538931388246,-0.255555555555556,-0.268599033816425,-0.270389559674748,0.143030657123846,0.0615384615384615,0.045409429280397,0.1,-0.141338854382333,0.233333333333333,-0.0166666666666667,-0.201647058823529,-0.191077953132472,0.05,0.2,-0.0433613445378151,0.16359649122807,-0.0408031480173545,-0.0537613445378151,0.0382478632478632,-0.147619047619048,0,-0.133333333333333,0.0243589743589744,0.128325097334531,0.08,-0.207843137254902,-0.225824175824176,-0.174509803921569,-0.166666666666667,0.230301974448316,-0.165266106442577,0.217647058823529,-0.13083987693438,-0.161803542673108,0.2,0.172692307692308,0.147717236086239,0.270183374107737,0.27321441843181,0.27321441843181,0.268599033816425,0.200498350781586,0.255555555555556,-0.127497835497835,0.0904545011928526,0.2,0.1,0.2,-0.013426578590513,0.312095238095238,-0.191738816738817
"Destcompl",0.16922097939105,0.0734704264214267,0.0734704264214267,0.0739413840352415,-0.314350945857795,-0.318828557798094,-0.320358919687278,0.169242507672202,-0.0782745789267528,-0.0808797893475945,-0.0684919702311007,-0.258132786442725,0.0714285714285714,-0.153749315818281,-0.162749361087448,-0.161074484240157,-0.139463601532567,0.1,-0.045,0.181174500452334,-0.0502779272010041,-0.041140350877193,0.156146565795732,-0.116363636363636,-0.122222222222222,-0.113333333333333,0.156339989393411,0.259779356188829,0.261393376310077,-0.0730736948128252,-0.217335264335521,-0.070389131054436,-0.0757763975155279,0.257649427026718,-0.104888226527571,0.166959887403237,-0.0998249353883303,-0.195595689723391,0.170408163265306,0.150129805469611,0.0609402960829015,0.320613891640363,0.319947960783168,0.319238985682186,0.318311341897399,0.292452329250146,0.314350945857795,-0.0734704264214267,0.124706437308195,0.304761904761905,0.283333333333333,0.304761904761905,-0.0407936415062677,0.374058701066385,-0.267267275660025
"CD44",0.0489577649241515,0.1,0.1,0.0857142857142857,-0.2,-0.3,-0.24031007751938,0.182539682539683,0.185714285714286,0.190977443609023,0.2,-0.26989010989011,-0.1,0.1,-0.22,-0.236666666666667,0.1,0,-0.166666666666667,0.263492063492063,-0.160818713450292,-0.140136054421769,-0.130909090909091,0.05,0.1,0.1,-0.14,0.287206127206127,-0.0786013986013986,0,-0.0433333333333333,0.0333333333333333,0,0.257916666666667,0.11,0.22,0.11,-0.190457203615098,0.2,0.335714285714286,0.233229291065031,0.241848539057841,0.233333333333333,0.233333333333333,0.2,0.270054945054945,0.1,-0.1,0.157142857142857,0.1,0.1,0,-0.0629424681598595,0.25,-0.114285714285714
"Frizzled",0.220233199107296,0.172898154477102,0.172898154477102,0.162661934004661,-0.25,-0.265789473684211,-0.277166011054125,0.183742204923505,0.080952380952381,0.0672268907563025,0.114285714285714,-0.29093837535014,0.133333333333333,-0.0136363636363636,-0.353623188405797,-0.345051759834369,0.05,0.1,-0.0651957861260187,0.203361344537815,-0.060949263502455,-0.0698686833222804,0.0248498813014942,-0.173333333333333,0,-0.133333333333333,0.0183982683982684,0.0684463722397476,0.0733452168746286,-0.110833333333333,-0.283809523809524,-0.0795833333333333,-0.0733333333333333,0.401606251765371,-0.190980392156863,0.366666666666667,-0.157647058823529,-0.229365079365079,0.333333333333333,0.209090909090909,0.141829138603332,0.277642201530316,0.276503759398496,0.276503759398496,0.265789473684211,0.203707290825935,0.25,-0.172898154477102,0.119414179581516,0.2,0.1,0.3,-0.0153756313131313,0.315574348132488,-0.311812957157785
"DSH",0.221569076969891,0.162661934004661,0.162661934004661,0.162942046049479,-0.265789473684211,-0.276503759398496,-0.277642201530316,0.185317008073112,0.0672268907563025,0.0609331844625962,0.080952380952381,-0.28739227605936,0.0733333333333333,-0.0183982683982684,-0.345051759834369,-0.339825278998132,-0.0136363636363636,0.133333333333333,-0.0698686833222804,0.188798237741699,-0.0644580354322795,-0.0536422682279407,0.0254633782340095,-0.190980392156863,0.05,-0.173333333333333,0.0248498813014942,0.0680971289335777,0.0717948292777294,-0.0795833333333333,-0.276117216117216,-0.078433908045977,-0.110833333333333,0.397710147869267,-0.157647058823529,0.353623188405797,-0.155391419725785,-0.229654934437543,0.366666666666667,0.201773835920177,0.140863379165229,0.276662682385169,0.277166011054125,0.277157354169738,0.276503759398496,0.202647220154557,0.265789473684211,-0.162661934004661,0.106815754384666,0.25,0.2,0.25,-0.0111073386302045,0.322747343913078,-0.308796715858481
"NFB",0.240224782097522,0.235329703569268,0.235329703569268,0.230354579191159,0.0435897435897436,0.038974358974359,0.0345976157862019,0.196413332181027,0.233621933621934,0.230396127170321,0.251082251082251,-0.189967320261438,-0.0571428571428571,0.139259259259259,-0.395494949494949,-0.392330392532924,0.18,-0.1,-0.171335258525853,0.205494505494505,-0.159039141972579,-0.177654961128083,-0.135644801427934,-0.120857142857143,0.12,-0.0928571428571429,-0.139259259259259,-0.349919751023994,-0.0876774793848145,-0.0392535392535393,-0.277266358413899,-0.0236979836979837,-0.00952380952380952,0.402983161150492,-0.145301587301587,0.399494949494949,-0.130268907563025,-0.251166281307973,0.372222222222222,0.23405793896506,-0.0426620851872181,-0.0340485961783588,-0.035019556714472,-0.0344799769518871,-0.038974358974359,-0.0723764588222476,-0.0435897435897436,-0.235329703569268,0.125755192579149,-0.0666666666666667,-0.1,-0.0666666666666667,-0.0195885243527434,-0.068855116514691,-0.335904977375566
"Wnt",0.220498451096686,0.177443609022556,0.177443609022556,0.172898154477102,-0.2,-0.25,-0.276503759398496,0.200573888091822,0.114285714285714,0.080952380952381,0.1,-0.286176470588235,0.1,0.05,-0.366666666666667,-0.353623188405797,0,0.1,-0.0675213675213675,0.217647058823529,-0.0630769230769231,-0.0651957861260187,0.0183982683982684,-0.133333333333333,0,-0.1,0.0136363636363636,0.0675,0.0662745098039216,-0.0733333333333333,-0.276666666666667,-0.110833333333333,-0.133333333333333,0.408582995951417,-0.173333333333333,0.333333333333333,-0.190980392156863,-0.240476190476191,0.3,0.193939393939394,0.144393241167435,0.277166011054125,0.265789473684211,0.265789473684211,0.25,0.203389830508475,0.3,-0.177443609022556,0.102582496413199,0.1,0,0.2,-0.00131313131313131,0.296969696969697,-0.311206896551724
"IKK",0.240889233924764,0.235329703569268,0.235329703569268,0.235329703569268,0.0666666666666667,0.0435897435897436,0.035019556714472,0.208290726817043,0.251082251082251,0.233621933621934,0.227272727272727,-0.187745098039216,-0.1,0.18,-0.399494949494949,-0.395494949494949,0.12,0,-0.174305555555556,0.213186813186813,-0.164396284829721,-0.171335258525853,-0.139259259259259,-0.0928571428571429,0.1,-0.05,-0.139259259259259,-0.349309994926433,-0.0912746016869728,-0.00952380952380952,-0.270856102003643,-0.0392535392535393,0.0571428571428571,0.405772005772006,-0.120857142857143,0.372222222222222,-0.145301587301587,-0.256919705965508,0.35,0.222478991596639,-0.041056948750621,-0.0345976157862019,-0.038974358974359,-0.038974358974359,-0.0435897435897436,-0.0729044419267883,-0.0666666666666667,-0.235329703569268,0.111578947368421,-0.1,-0.1,-0.1,-0.0102229654403567,-0.0752380952380952,-0.33551282051282
"AXIN2",0.343529108814627,0.136814471416548,0.136814471416548,0.133927332308936,-0.343565891472868,-0.360807270783213,-0.374058701066385,0.219218361104032,-0.0612406015037594,-0.0713757366388945,-0.0505263157894737,-0.312571587629059,0.144444444444444,-0.171978021978022,-0.215360264394188,-0.213050033371085,-0.157692307692308,0.133333333333333,-0.0416839199447895,0.232075861411791,-0.0445831081733719,-0.0432712215320911,0.193148982165376,-0.169105691056911,-0.15,-0.166666666666667,0.186263736263736,0.303623781239598,0.303685961512048,-0.129951690821256,-0.273300445074639,-0.127729468599034,-0.131400966183575,0.321402563088746,-0.171909429374668,0.214475308641975,-0.165702532822943,-0.252257698730919,0.205833333333333,0.182716647541332,0.0761615743641238,0.375831290776718,0.36995553576744,0.369612302229754,0.360807270783213,0.33333061982021,0.343565891472868,-0.136814471416548,0.177201354793133,0.313333333333333,0.266666666666667,0.313333333333333,-0.0725812742936853,0.72263268858702,-0.3403588863463
"SHH",0.196623376623377,0.25,0.25,0.242307692307692,0.1,0.1,0.03,0.25,0.2,0.233333333333333,0.1,-0.1,0,0.1,-0.333333333333333,-0.373333333333333,0,0,-0.133333333333333,0.2,-0.133333333333333,-0.1,-0.293333333333333,-0.1,0,0,-0.133333333333333,-0.20544061302682,-0.134285714285714,-0.1,-0.26,-0.1,0,0.25,-0.1,0.233333333333333,-0.16,-0.266666666666667,0.2,0.1,0.0644444444444444,-0.0244444444444444,-0.05,-0.15,-0.2,-0.036989247311828,-0.2,-0.25,0.1,-0.1,0,-0.2,-0.0333333333333333,-0.219047619047619,-0.192307692307692
"Patched",0.188931068931069,0.242307692307692,0.242307692307692,0.229807692307692,0.1,0.05,0.0244444444444444,0.25,0.233333333333333,0.260606060606061,0.2,-0.118518518518519,0,0.133333333333333,-0.373333333333333,-0.39,0.1,0,-0.1,0.233333333333333,-0.0948717948717949,-0.13,-0.255833333333333,-0.1,0,-0.1,-0.293333333333333,-0.206773946360153,-0.108359788359788,-0.1,-0.274285714285714,-0.0857142857142857,-0.1,0.28,-0.16,0.333333333333333,-0.198461538461538,-0.244086021505376,0.233333333333333,0.133333333333333,0.0615318230852211,-0.0215318230852211,-0.03,-0.125,-0.15,-0.0286559139784946,-0.2,-0.242307692307692,0.116666666666667,-0.1,-0.1,-0.2,-0.0261904761904762,-0.200865800865801,-0.178021978021978
